Bengali,English
অ্যান্টেনা কারেন্ট,Antenna current
অ্যান্টেনা ডাইরেক্টিভিটি লাভ,Antenna directivity gain
অ্যান্টেনা ডুপ্লেক্সার,Antenna duplexer
অ্যান্টেনা কার্যকর অঞ্চল,Antenna effective area
অ্যান্টেনা দক্ষতা,Antenna efficiency
অ্যান্টেনা ফিড,Antenna feed
অ্যান্টেনা ফুট প্রিন্ট,Antenna foot print
এন্টেনা,Antenna gain
অ্যান্টেনার উচ্চতা,Antenna height
অ্যান্টেনা প্রতিবন্ধকতা,Antenna impedance
অ্যান্টেনা ইন্ডাক্ট্যান্স,Antenna inductance
অ্যান্টেনা প্যাটার্ন,Antenna pattern
অ্যান্টেনা প্লেক্সার,Antenna plexer
অ্যান্টেনা মেরুকরণ,Antenna polarization
অ্যান্টেনা শক্তি,Antenna power
অ্যান্টেনা পাওয়ার লাভ,Antenna power gain
অ্যান্টেনা বিকিরণ প্রতিরোধের,Antenna radiation resistance
অ্যান্টেনা প্রতিক্রিয়া,Antenna reactance
অ্যান্টেনা প্রতিচ্ছবি,Antenna reflector
অ্যান্টেনা প্রতিরোধের,Antenna resistance
অ্যান্টেনা অনুরণিত ফ্রিকোয়েন্সি,Antenna resonant frequency
অ্যান্টেনা ব্যবধান,Antenna spacing
অ্যান্টেনা স্যুইচিং রুম,Antenna switching room
অ্যান্টেনা টিউনিং কয়েল,Antenna tuning coil
অ্যান্টেনা টিউনিং হাট,Antenna tuning hut
অ্যাপারচার,Aperture
অপোজি,Apogee
অ্যাপোজি রকেট,Apogee rocket
যন্ত্রপাতি,Apparatus
আপাত,Apparent
অ্যাপলেট,Applet
আবেদন,Application
আনুমানিক,Approximate
জলীয় সমাধান,Aquous solution
আর্ক,Arc
আর্কিটেকচার,Architecture
সাউন্ড রেকর্ডিংয়ের সংরক্ষণাগার স্থানান্তর,Archival transfer of sound recording
সংরক্ষণাগার,Archives
গাণিতিক কোডিং,Arithmetic coding
আর্মার,Armature
আর্ম্যাচার বাতাস,Armature winding
অ্যারে,Array
অ্যারেস্টার,Arrester
বক্তৃতা,Articulation
আর্টিফ্যাক্ট (= আর্টফ্যাক্ট),Artifact (=artefact)
আরোহী,Ascending
আনুমানিক অনুপাত,Aspect ratio
এসেম্বলার,Assembler
দাবী,Assertion
অ্যাসাইনমেন্ট,Assignment
অ্যাসাইনমেন্ট চ্যানেল,Assignment channel
অসম্পূর্ণ,Asymmetrical
অ্যাসিঙ্ক্রোনাস,Asynchronous
বায়ুমণ্ডল,Atmosphere
বায়ুমণ্ডলীয় ক্ষতি,Atmospheric loss
বায়ুমণ্ডলীয় শব্দ,Atmospheric noise
বায়ুমণ্ডলীয় চাপ,Atmospheric pressure
বায়ুমণ্ডলীয় প্রচার,Atmospheric propagation
বায়ুমণ্ডলীয় রেডিও-তরঙ্গ,Atmospheric radio-wave
বায়ুমণ্ডল,Atmospherics
পরমাণু,Atom
পারমাণবিক গঠন,Atomic structure
সংযুক্তি,Attachment
মনোযোগ,Attenuation
মনোযোগ ক্ষতি,Attenuation loss
শব্দ তরঙ্গের মনোযোগ,Attenuation of sound waves
অ্যাটেনুয়েটর,Attenuator
অ্যাটেনুয়েটর-প্যাড,Attenuator-pad
অডিবিলিটি থ্রেশহোল্ড,Audibility threshold
শ্রুতিমধুর,Audible
শ্রুতিমধুর ফ্রিকোয়েন্সি,Audible frequency
শ্রুতিমধুর সুর,Audible tone
শ্রুতি-বর্ণালী,Audible-spectrum
শ্রোতা,Audience
শ্রুতি,Audio
অডিও পরিবর্ধক,Audio amplifier
অডিও বিশ্লেষক,Audio analyzer
অডিও সম্প্রচার,Audio broadcasting
অডিও কেবল,Audio cable
অডিও চেইন,Audio chain
অডিও কোডেক,Audio codec
অডিও সংক্ষেপণ,Audio compression
অডিও সংক্ষেপক,Audio compressor
অডিও কনসোল,Audio console
অডিও বিকৃতি,Audio distortion
অডিও গতিশীল পরিসীমা,Audio dynamic range
অডিও ফাইল ফর্ম্যাট,Audio file format
অডিও ফ্রেম ফর্ম্যাট,Audio frame format
অডিও ফ্রিকোয়েন্সি পরিবর্ধক,Audio frequency amplifier
অডিও ফ্রিকোয়েন্সি জেনারেটর,Audio frequency generator
অডিও ফ্রিকোয়েন্সি ব্যাপ্তি,Audio frequency range
অডিও ফ্রিকোয়েন্সি প্রতিক্রিয়া,Audio frequency response
অডিও সীমাবদ্ধ,Audio limiter
অডিও লাইন,Audio line
অডিও মিক্সার,Audio mixer
অডিও মড্যুলেশন,Audio modulation
অডিও দোলক,Audio oscillator
অডিও আউটপুট,Audio output
অডিও শক্তি,Audio power
অডিও মানের,Audio quality
অডিও সংকেত,Audio signal
অডিও সিগন্যাল প্রসেসিং,Audio signal processing
অডিও বর্ণালী,Audio spectrum
অডিও স্টোরেজ,Audio storage
অডিও সাব-ক্যারিয়ার,Audio sub-carrier
অডিও ট্রান্সফর্মার,Audio transformer
অডিও ট্রান্সমিটার,Audio transmitter
অডিও/ভিডিও সংক্ষেপণ,Audio/video compression
অডিও-ফ্রিকোয়েন্সি দোলক,Audio-frequency oscillator
অডিও-ফ্রিকোয়েন্সি সিগন্যাল,Audio-frequency signal
অডিওমেট্রি,Audiometry
অডিও-ভিজ্যুয়াল সহায়তা,Audio-visual aid
শ্রুতি উপলব্ধি,Auditory perception
প্রমাণীকরণ,Authentication
অনুমোদিত ক্যারিয়ার ফ্রিকোয়েন্সি,Authorised carrier frequency
অটো ক্যাড,Auto CAD
অটো ডায়াগনস্টিকস,Auto diagnostics
স্বয়ংক্রিয়,Automatic
স্বয়ংক্রিয় নিয়ন্ত্রণ,Automatic control
স্বয়ংক্রিয় সনাক্তকরণ,Automatic detection
স্বয়ংক্রিয় সরঞ্জাম,Automatic equipment
স্বয়ংক্রিয় ফ্রিকোয়েন্সি নিয়ন্ত্রণ,Automatic frequency control
স্বয়ংক্রিয় সীমাবদ্ধ,Automatic limiter
স্বয়ংক্রিয় মেশিন,Automatic machine
স্বয়ংক্রিয় ফ্যাসি নিয়ন্ত্রণ,Automatic phasae control
স্বয়ংক্রিয় চিত্র সংক্রমণ,Automatic picture transmission
স্বয়ংক্রিয় প্লেব্যাক,Automatic playback
স্বয়ংক্রিয় শক্তি নিয়ন্ত্রণ,Automatic power control
স্বয়ংক্রিয় প্রোগ্রামিং,Automatic programming
স্বয়ংক্রিয় রেকর্ডিং,Automatic recording
স্বয়ংক্রিয় রিসেট,Automatic reset
স্বয়ংক্রিয় শাটার,Automatic shutter
স্বয়ংক্রিয় সিস্টেম,Automatic system
স্বয়ংক্রিয় টেলিফোন,Automatic telephone
স্বয়ংক্রিয় তাপমাত্রা নিয়ন্ত্রণ,Automatic temperature control
স্বয়ংক্রিয় ভোল্টেজ নিয়ন্ত্রক,Automatic voltage regulator
স্বয়ংক্রিয় ভলিউম সংক্ষেপক,Automatic volume compressor
স্বয়ংক্রিয় ভলিউম নিয়ন্ত্রণ,Automatic volume control
স্বয়ংক্রিয় ভলিউম এক্সপেন্ডার,Automatic volume expander
অটোমেশন,Automation
অটোমেশন নিয়ন্ত্রণ,Automation control
অটোমেশন ফ্রিকোয়েন্সি নিয়ামক,Automation frequency controller
সহায়ক,Auxiliary
সহায়ক অডিও বাস,Auxiliary audio bus
উপলব্ধ শক্তি,Available power
তুষারপাত ভাঙ্গন,Avalanche breakdown
গড় আয়ু,Average life
গড় চাপ,Average pressure
গড় গতি,Average speed
স্পিনের অক্ষ,Axis of spin
আজিমুথ,Azimuth
আজিমুথ কোণ,Azimuth angle
আজিমুথ ত্রুটি,Azimuth error
পিছনে আলো,Back light
পিছনে অভিক্ষেপ,Back projection
ব্যাক ভোল্টেজ (= বিপরীত ভোল্টেজ),Back voltage (=reverse voltage)
ব্যাকফায়ার (আর্ক ব্যাক),Backfire (arc back)
পটভূমি আলো,Background light
পিছনের শব্দ,Background noise
পটভূমি প্রক্ষেপণ,Background projection
ব্যাকআপ,Backup
বাফেল,Baffle
বেকিং,Baking
সুষম অডিও,Balanced audio
ভারসাম্যহীন অডিও লাইন,Balanced audio line
সুষম সংক্রমণ লাইন,Balanced transmission line
ভারসাম্য,Balancing
ব্যালাস্ট,Ballast
ব্যালাস্ট ফ্যাক্টর,Ballast factor
বালুন,Balun
ব্যান্ড,Band
ব্যান্ড পাস ফিল্টার,Band pass filter
ব্যান্ড নির্বাচক,Band selector
ব্যান্ড বিভাজন,Band splitting
ব্যান্ড স্টপ ফিল্টার,Band stop filter
ব্যান্ড সুইচ,Band switch
ব্যান্ড টিউনিং,Band tuning
ব্যান্ডউইথ,Bandwidth
বার,Bar
বার কোড,Bar code
বার ডেটা,Bar data
বেয়ার ব্যান্ড,Bare band
বেয়ার ল্যাম্প,Bare lamp
শস্যাগার দরজা,Barn door
বেস ব্যান্ড,Base band
বেস ব্যান্ড সিগন্যাল,Base band signal
বেস ব্যান্ড সিস্টেম,Base band system
বেস ব্রাউজার,Base browser
বেস কালেক্টর জংশন,Base collector junction
বেস ইনসুলেটর,Base insulator
বাস,Bass
বাস ক্ষতিপূরণ,Bass compensation
বাস লাউডস্পিকার (ওফার),Bass loudspeaker (woofer)
ব্যাচ স্ক্যানিং,Batch scanning
ব্যাটারি চার্জ হইতেছে,Battery charging
মরীচি,Beam
বীট,Beat
বীট ফ্রিকোয়েন্সি দোলক,Beat frequency oscillator
বেল,Bel
পক্ষপাত,Bias
বায়াস সার্কিট,Bias circuit
বায়াস ফ্রিকোয়েন্সি,Bias frequency
অত্যাধিক ভোল্টেজ,Bias voltage
সামনের দিকে পক্ষপাতদুষ্ট,Biased in the forward direction
দ্বি-দিকনির্দেশক মাইক্রোফোন,Bi-directional microphone
বিলবোর্ড,Billboard
বিলবোর্ড অ্যাপ্লিকেশন,Billboard application
দ্বি-ধাতব উপাদান,Bi-metallic element
বাইনারি,Binary
বাইনারি কোডেড দশমিক,Binary coded decimal
বাইনারি অঙ্ক (বিট),Binary digit (bit)
বাইনারি সংখ্যা,Binary number
বাইনোরাল শুনানি,Binaural hearing
বাইনোকুলার,Binocular
বায়োমেট্রিক,Biometric
বাইপোলার ট্রানজিস্টর,Bipolar transistor
বিট বরাদ্দ,Bit allocation
বিট রেট,Bit rate
কালো এবং সাদা টিভি,Black & white TV
ফাঁকা,Blank
ফাঁকা ব্যবধান,Blanking interval
ব্ল্যাঙ্কিং স্তর,Blanking level
ব্লিডার প্রতিরোধের,Bleeder resistance
ব্লিমড ক্যামেরা,Blimped camera
অন্ধ ঝলক,Blinding glare
পলক,Blink
জ্বলজ্বল,Blinking
ব্লক কোড,Block code
ব্লক ডায়াগ্রাম,Block diagram
ব্লক ইন্টারলিভ,Block interleave
ব্লকিং ক্যাপাসিটার,Blocking capacitor
দোলক ব্লক করা,Blocking oscillator
পুষ্প,Bloom
ল্যাম্প ব্লো,Blow lamp
পাইপ ব্লো,Blow pipe
ব্লোয়ার,Blower
ব্লুটুথ,Bluetooth
দেহ ক্যাপাসিট্যান্স,Body capacitance
বুকমার্ক,Bookmark
বুলিয়ান বীজগণিত,Boolean algebra
বুম,Boom
প্রচার করা,Boost
বুস্টার,Booster
বুস্টার লাইট,Booster light
বুস্টিং,Boosting
বুটিং,Booting
বুটস্ট্র্যাপ,Bootstrap
নীচে আলো,Bottom light
বাউন্স লাইট,Bounce light
ভাঙ্গা,Break down
ভাঙ্গন ভোল্টেজ,Break down voltage
সেতু উপাদান,Bridge element
সেতু সংশোধনকারী,Bridge rectifier
ব্রিজযুক্ত ‘টি’ অ্যাটেনুয়েটর,Bridged ‘T’ attenuator
ব্রিজযুক্ত কাঠামো,Bridged structure
ব্রিজিং,Bridging
ব্রিজিং এম্প্লিফায়ার,Bridging amplifier
ব্রিজিং ক্ষতি,Bridging loss
উজ্জ্বলতা,Brightness
উজ্জ্বলতা নিয়ন্ত্রণ,Brightness control
ভঙ্গুর,Brittle
ভঙ্গুর পদার্থ,Brittle substance
ব্রডব্যান্ড,Broadband
ব্রডব্যান্ড পরিবর্ধক,Broadband amplifier
ব্রডব্যান্ড আইএসডিএন,Broadband ISDN
ব্রডব্যান্ড সিস্টেম,Broadband system
সম্প্রচার এবং যোগাযোগ প্রযুক্তি,Broadcast and communication technology
সম্প্রচার কভারেজ,Broadcast coverage
সম্প্রচার গ্রহনকারী যন্ত্র,Broadcast receiver
সম্প্রচার পরিষেবা পরিকল্পনা,Broadcast service planning
সম্প্রচার ট্রান্সমিটার,Broadcast transmitter
সম্প্রচারক,Broadcaster
সম্প্রচার,Broadcasting
সম্প্রচার কেন্দ্র,Broadcasting station
ভাঙ্গা,Broken
ব্রাউজার,Browser
ব্রাউজিং,Browsing
বুদ্বুদ,Bubble
বাফার,Buffer
বাফার পরিবর্ধক,Buffer amplifier
বাফার টিউব,Buffer tube
বাগ,Bug
অন্তর্নির্মিত অ্যান্টেনা,Built-in antenna
বার্নার,Burner
জ্বলন্ত,Burning
বিস্ফোরণ ত্রুটি,Burst error
ফেটে সন্নিবেশ ডাল,Burst insertion pulse
বিস্ফোরণ পর্ব,Burst phase
বাস,Bus
ব্যবসায়িক বুদ্ধি,Business intelligence
বুজার,Buzzer
পাস দ্বারা,By pass
পাস করে,By passing
বাইপাস কনডেন্সার,Bypass condenser
গ,C
সি+প্রোগ্রামিং ভাষা,C+programming language
মন্ত্রিসভা,Cabinet
কেবল,Cable
তারের যৌগ,Cable compound
তারের সমতা,Cable equalization
তারের ক্ষতি,Cable loss
ক্যাশে,Cache
ক্যাচিং,Caching
ক্যাডমিয়াম সেল,Cadmium cell
গননা যন্ত্র,Calculating machine
গণনা,Calculation
ক্যালকুলেটর,Calculator
ক্যালিব্রেট,Calibrate
ক্যালিপার্স,Calipers
ক্যালোরিমিটার,Calorimeter
ক্যামকর্ডার,Camcorder
ক্যামেরা,Camera
ক্যামেরা প্রান্তিককরণ,Camera alignment
ক্যামেরা অ্যাপারচার,Camera aperture
ক্যামেরা কভারেজ,Camera coverage
ক্যামেরা লাইন আপ,Camera line-up
ক্যামেরা টিউব,Camera tube
ক্যানোপি,Canopy
ক্ষমতা,Capability
ক্যাপাসিট্যান্স,Capacitance
ক্যাপাসিটিভ লোড,Capacitive load
ক্যাপাসিটিভ প্রতিক্রিয়া,Capacitive reactance
ক্যাপাসিটার,Capacitor
ক্যাপাসিটার ইনপুট ফিল্টার,Capacitor input filter
ক্ষমতা,Capacity
ক্যাপসুল,Capsule
ক্যাপশন,Caption
প্রভাব ক্যাপচার,Capture effect
কার্ড,Card
কার্ডিওড,Cardioid
কার্ডিওড মাইক্রোফোন,Cardioid microphone
ক্যারিয়ার,Carrier
ক্যারিয়ার ফ্রিকোয়েন্সি,Carrier frequency
ক্যারিয়ার ফ্রিকোয়েন্সি শিফট,Carrier frequency shift
ক্যারিয়ার শক্তি,Carrier power
ক্যারিয়ার ইন্দ্রিয় সংকেত,Carrier sense signal
ক্যারিয়ার সংবেদনশীলতা,Carrier sensitivity
ক্যারিয়ার বিচ্ছেদ,Carrier separation
ক্যারিয়ার শিফট,Carrier shift
ক্যারিয়ার ব্যবধান,Carrier spacing
ক্যারিয়ার দমন,Carrier suppression
ক্যারিয়ার তরঙ্গ,Carrier wave
কার্তুজ,Cartridge
খোদাই,Carving
ক্যাসকেড,Cascade
ক্যাসকেড সার্কিট,Cascaded circuit
ক্যাসেট,Cassette
ঢালাই লোহা,Cast iron
ঢালাই,Casting
ক্যাটালগ,Catalogue
বিপর্যয়মূলক হস্তক্ষেপ,Catastrophic interference
ক্যাথোড,Cathode
ক্যাথোড অনুসরণকারী,Cathode follower
ক্যাথোড প্রতিরোধক,Cathode resistor
মুঠোফোন,Cellphone
কোষ বিশিষ্ট,Cellular
কেন্দ্রীয় নিয়ন্ত্রণ,Central control
কেন্দ্রীয় ফ্রিকোয়েন্সি,Central frequency
কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট,Central processing unit
কেন্দ্রীভূত ডাটাবেস,Centralised database
কেন্দ্রীভূত সিস্টেম,Centralised system
সিরামিক,Ceramic
চেম্বার,Chamber
পরিবর্তন স্যুইচ,Changeover switch
চ্যানেল,Channel
চ্যানেল এনকোডার,Channel encoder
চ্যানেল বিচ্ছেদ,Channel separation
চ্যানেল ব্যবধান,Channel spacing
চ্যানেল স্যুইচিং,Channel switching
বৈশিষ্ট্যযুক্ত প্রতিবন্ধকতা,Characteristic impedance
বৈশিষ্ট্য,Characteristics
চার্জ ক্যারিয়ার,Charge carrier
চার্জ ঘনত্ব,Charge density
চার্জ করা,Charged
চার্জার,Charger
চার্জিং ভোল্টেজ,Charging voltage
চার্ট,Chart
চ্যাসিস,Chasis
চ্যাট,Chat
চিপ,Chip
চোক কয়েল,Choke coil
চোক ইনপুট,Choke input
চপার পরিবর্ধক,Chopper amplifier
ক্রোমা,Chroma
ক্রোমা স্যাম্পলিং কাঠামো,Chroma sampling structure
ক্রোমিনেন্স,Chrominance
সিনেমাটোগ্রাফি,Cinematography
সার্কিট,Circuit
সার্কিট বোর্ড,Circuit board
সার্কিট ব্রেকার,Circuit breaker
সার্কিট উপাদান,Circuit element
সার্কিট বদল,Circuit switching
সার্কিটরি,Circuitry
বৃত্তাকার গতি,Circular motion
বিজ্ঞপ্তি মেরুকরণ,Circular polarization
বিজ্ঞপ্তি স্যাটেলাইট কক্ষপথ,Circular satellite orbit
বৃত্তাকার বেগ,Circular velocity
বৃত্তাকারভাবে মেরুকৃত অ্যান্টেনা,Circularly polarised antenna
বিজ্ঞপ্তিযুক্ত মেরুকৃত সংক্রমণ,Circularly polarised transmission
সার্কুলেটর,Circulator
ক্ল্যাডিং,Cladding
বাতা,Clamp
ক্ল্যাম্পিং সার্কিট,Clamping circuit
ক্লাস এ অপারেশন,Class A operation
ক্লাস সি সুরযুক্ত পরিবর্ধক,Class C tuned amplifier
নির্গমন শ্রেণি,Class of emission
শাস্ত্রীয় পদার্থবিজ্ঞান,Classical physics
শ্রেণিবদ্ধকরণ,Classification
পরিষ্কার এজেন্ট,Cleaning agent
স্পষ্ট,Clear
চ্যানেল সাফ করুন,Clear channel
ক্লিক,Click
ক্লায়েন্ট,Client
ক্লায়েন্ট সম্পর্ক (সার্ভার সম্পর্ক),Client relationship  (server relationship)
ক্লিফ প্রভাব,Cliff effect
ক্লিপ বোর্ড,Clip board
ক্লিপিং,Clipping
ঘড়ির পালস,Clock pulse
ক্লকড ফ্লিপ ফ্লপ,Clocked flip flop
ক্লকফেসড মাইক,Clockfaced mike
ঘড়ি-ফ্রিকোয়েন্সি,Clock-frequency
ক্লকওয়াইজ,Clockwise
বন্ধ সার্কিট,Closed circuit
বদ্ধ চক্র,Closed loop
ক্লাস্টার,Cluster
ক্লাস্টারিং,Clustering
বিশৃঙ্খলা,Clutter
বিশৃঙ্খলা ক্ষতি,Clutter loss
আবরণ,Coating
