Kannada,Tamil
ಲಗತ್ತಿಸಲಾದ ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ,இணைக்கப்பட்ட வேறுபாடு சமன்பாடு
ಲಗತ್ತಿಸಲಾದ ಸಮೀಕರಣ,இணைக்கப்பட்ட சமன்பாடு
ಏಕರೂಪದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ஒரே மாதிரியான அணி
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಒಗ್ಗಟ್ಟು,அணி ஒருங்கிணைப்பு
ಏಕರೂಪದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ஒரே மாதிரியான அணி
ಸ್ವೀಕಾರಾರ್ಹ ನಿರ್ಧಾರ ಕಾರ್ಯ,ஏற்றுக்கொள்ளக்கூடிய முடிவு செயல்பாடு
ಸ್ವೀಕಾರಾರ್ಹ ಊಹೆ,ஏற்றுக்கொள்ளக்கூடிய கருதுகோள்
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಶಕ್ತಿ,காற்றியக்க விசை
ವಾಯುಬಲವಿಜ್ಞಾನ,காற்றியக்கவியல்
ಏಕರೂಪದ ಜ್ಯಾಮಿತಿ,ஒரே மாதிரியான வடிவியல்
ಏಕರೂಪದ ಮ್ಯಾಪಿಂಗ್,ஒரே மாதிரியான மேப்பிங்
ಏಕರೂಪದ ರೂಪಾಂತರ,ஒரே மாதிரியான மாற்றம்
ಒಟ್ಟು ವೇರಿಯಬಲ್,மொத்த மாறி
"ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ","இயற்கணிதம், இயற்கணிதம், இயற்கணிதம், இயற்கணிதம்"
"ಬೀಜದ ಮುಚ್ಚಿದ, ಬೀಜದ","விதை மூடிய, விதை"
ಬೀಜಗಣಿತದ ಸಮೀಕರಣ,இயற்கணித சமன்பாடு
ಬೀಜಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ,இயற்கணித வெளிப்பாடு
ಬೀಜಗಣಿತದ ಏಕರೂಪತೆ,இயற்கணித ஒருமைப்பாடு
ಬೀಜಗಣಿತದ ಕಾರ್ಯ,இயற்கணித செயல்பாடு
ಬೀಜಗಣಿತದ ರೇಖಾಗಣಿತ,இயற்கணித வடிவியல்
ಬೀಜಗಣಿತದ ಬಹುತ್ವ,இயற்கணித பன்மை
ಬೀಜಗಣಿತ ವ್ಯವಸ್ಥೆ,இயற்கணித அமைப்பு
ಎಲ್ಲಾ ಪೂರ್ಣಾಂಕ ಸಮಸ್ಯೆ,அனைத்து முழு எண் பிரச்சனை
"ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ವ್ಯಾಟ್ ಪ್ರಶ್ನೆ,",ஒதுக்கீட்டுச் சிக்கல் வாட் கேள்வி
ವರ್ಣಮಾಲೆಯ ಸಂಕೇತ,அகரவரிசைக் குறியீடு
ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ,அகரவரிசை எழுத்து
ಪರ್ಯಾಯ ಕೋನಗಳು,மாற்று கோணங்கள்
"ಪರ್ಯಾಯ ಏಕರೂಪದ ಪರ್ಯಾಯ ರೂಪ,",மாற்று ஒரே மாதிரியான மாற்று வடிவம்
ಪರ್ಯಾಯ ಗುಂಪು,மாற்று குழு
ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್,மாற்று அணி
ಪರ್ಯಾಯ ಸರಣಿ,மாற்று தொடர்
ಪರ್ಯಾಯ ಕಲ್ಪನೆ,மாற்று கருதுகோள்
ಪರ್ಯಾಯ ಆಪ್ಟಿಮಮ್,மாற்று உகந்தது
ಪರ್ಯಾಯ ಫಲಿತಾಂಶ,மாற்று முடிவு
ಅನಲಾಗ್-ಅಂಕಿಯ ಪರಿವರ್ತಕ,அனலாக்-இலக்க மாற்றி
"ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್,",அனலாக் கணினி
ವಿಶ್ಲೇಷಣೆ,பகுப்பாய்வு
ಸಹವರ್ತಿ ವಿಶ್ಲೇಷಣೆ,இணைநிலை பகுப்பாய்வு
ಎಣಿಕೆ-ಡೇಟಾ ವಿಶ್ಲೇಷಣೆ,கணக்கெடுப்பு-தரவு பகுப்பாய்வு
ವ್ಯತ್ಯಾಸ ವಿಶ್ಲೇಷಣೆ,மாறுபாடு பகுப்பாய்வு
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,பகுப்பாய்வு வடிவியல்
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ,பகுப்பாய்வு செயல்பாடு
ಕೋನ,கோணம்
ಸ್ಪರ್ಶ ಕೋನ,தொடுகோடு கோணம்
ವಿಚಲನ ಕೋನ,விலகல் கோணம்
ಖಿನ್ನತೆಯ ಕೋನ,மனச்சோர்வு கோணம்
ವಿಚಲನ ಕೋನ,விலகல் கோணம்
ವಿವರ್ತನೆಯ ಕೋನ,விலகல் கோணம்
ಎತ್ತರದ ಕೋನ,உயர கோணம்
ಘಟನೆಯ ಕೋನ,நிகழ்வு கோணம்
ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ,திட்ட கோணம்
ಪ್ರತಿಬಿಂಬದ ಕೋನ,பிரதிபலிப்பு கோணம்
ವಕ್ರೀಭವನದ ಕೋನ,ஒளிவிலகல் கோணம்
ತಿರುಗುವ ಕೋನ,சுழற்சி கோணம்
ಪ್ರತಿಫಲನದ ಸಂಪೂರ್ಣ ಕೋನ,பிரதிபலிப்பு முழுமையான கோணம்
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,கோண முடுக்கம்
ಕೋನೀಯ ವೇಗ,கோண வேகம்
ಕೋನೀಯ ವೇಗ,கோண வேகம்
ಕೋನೀಯ ವೇಗ,கோண வேகம்
ಉಂಗುರದ ಬೆರಳು,மோதிர விரல்
ಉತ್ತರ,பதில்
ಕೌಂಟರ್ ಉತ್ಪನ್ನ,எதிர் வழித்தோன்றல்
ಸಮಮಾಪನ ಕಾರ್ಯ,ஐசோமெட்ரிக் செயல்பாடு
"ಆವರಿಸಬಹುದಾದ, ಅನ್ವಯಿಸುವ, ಅನ್ವಯಿಸುವ","மறைக்கக்கூடிய, பொருந்தக்கூடிய, பொருந்தக்கூடிய"
"ಅರ್ಜಿ ಅರ್ಜಿ,",விண்ணப்ப விண்ணப்பம்
ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,பயன்பாட்டு டைனமிக் நிரலாக்கம்
ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ,பயன்படுத்தப்படும் வடிவியல்
ಅನ್ವಯಿಕ ಗಣಿತ,பயன்பாட்டு கணிதம்
ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು,பயன்பாட்டு புள்ளிவிவரங்கள்
"ಸರಿಸುಮಾರು, ಸರಿಸುಮಾರು","தோராயமாக, தோராயமாக"
ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ,தோராயமாக தொடர்ச்சியான செயல்பாடு
"ಮ್ಯಾಕ್ರೋ ವಿಧಾನ, ಅಂದಾಜು ವಿಧಾನ","மேக்ரோ முறை, தோராய முறை"
ಅಂದಾಜು ಪರಿಹಾರ,தோராயமான தீர்வு
ಅಂದಾಜು ಸಮಸ್ಯೆ,தோராயமான பிரச்சனை
ಅಂದಾಜು ಆಸ್ತಿ,தோராயமான சொத்து
ಯೋಗ್ಯತಾ ಪರೀಕ್ಷೆ,திறன் சோதனை
ಆರ್ಗಾನ್ ರೇಖಾಚಿತ್ರ,ஆர்கான் வரைபடம்
ಸ್ವಯಂಪ್ರೇರಿತ,தன்னார்வ
"ಯಾದೃಚ್ಛಿಕ, ಯಾದೃಚ್ಛಿಕ","சீரற்ற, சீரற்ற"
ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ,தன்னிச்சையான மாறிலி
ಉಚಿತ ಅಂಶ,இலவச உறுப்பு
ಅನಿಯಂತ್ರಿತ ಬಿಂದು,தன்னிச்சையான புள்ளி
ಆರ್ಕಿಮಿಡೀಸ್ ಕಾನೂನು,ஆர்க்கிமிடின் சட்டம்
ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು,ஆர்க்கிமிடிஸ் சட்டம்
"ಚಾಪ-ಉದ್ದ, ಚಾಪ-ಉದ್ದ","வில்-நீளம், வில்-நீளம்"
ವೃತ್ತದ ಚಾಪ,வட்ட வில்
ವಿಲೋಮ ಸೈನ್ ವಿತರಣೆ,தலைகீழ் சைன் விநியோகம்
ವಿಲೋಮ ಸೈನ್ ಪರಿವರ್ತನೆ,தலைகீழ் சைன் மாற்றம்
"ಪ್ರದೇಶ, ಪ್ರದೇಶ","பகுதி, பகுதி"
ಪ್ರಾದೇಶಿಕ ಸಂರಚನೆ,பிராந்திய கட்டமைப்பு
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ಕೋನ,ஒரு கலப்பு எண்ணின் கோணம்
ಅಂಕಗಣಿತದ ಸರಾಸರಿ,எண்கணித சராசரி
ಡಿಜಿಟಲ್ ಕಾರ್ಯಾಚರಣೆ,டிஜிட்டல் செயல்பாடு
ಡಿಜಿಟಲ್ ಘಟಕ,டிஜிட்டல் அலகு
"ಸಂರಚನೆ, ವ್ಯವಸ್ಥೆ","கட்டமைப்பு, ஏற்பாடு"
"ವ್ಯೂಹ, ವ್ಯೂಹ","வரிசை, வரிசை"
ಕೃತಕ ಉಪಗ್ರಹ,செயற்கை செயற்கைக்கோள்
ಕೃತಕ ವೇರಿಯಬಲ್,செயற்கை மாறி
ಏರಲು,ஏறுவதற்கு
ಆರೋಹಣ,ஏறுமுகம்
ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ,அளவின் ஏறுவரிசை
ಆರೋಹಣ ದರ್ಜೆ,ஏறும் தரம்
ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ,அசெம்பிளர் மொழி
"ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ನಿಯೋಜನೆ ಪ್ರಶ್ನೆ,",ஒதுக்கீட்டுச் சிக்கல் ஒதுக்கீட்டுக் கேள்வி
ಸಹಾಯಕ ನಿಯಮ,துணை விதி
ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ನಿಯಮ,ஆபரேட்டர்களின் துணை விதி
ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ,துணை செயல்பாடு
ಒಡನಾಟ,தோழமை
ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ,சராசரியாக கருதப்படுகிறது
ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ,நிகழ்தகவு விநியோகம் என்று கருதப்படுகிறது
"ಕಲ್ಪಿಸಿಕೊಂಡ, ಒಪ್ಪಿಕೊಂಡ,","கற்பனை செய்து, ஒப்புக்கொண்ட"
ಜ್ಯೋತಿಷ್ಯ,ஜோதிடம்
"ಗಗನಯಾತ್ರಿ ಎಂಜಿನಿಯರ್ ಬಾಹ್ಯಾಕಾಶ ಎಂಜಿನಿಯರ್,",விண்வெளி பொறியாளர் விண்வெளி பொறியாளர்
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ*,வானியலாளர்*
ಖಗೋಳ ಗಡಿಯಾರ,வானியல் கடிகாரம்
ಖಗೋಳಶಾಸ್ತ್ರ,வானியல்
ಅಸಮಪಾರ್ಶ್ವದ ಕರ್ವ್,சமச்சீரற்ற வளைவு
ಅಸಿಮ್ಮೆಟ್ರಿ,சமச்சீரற்ற தன்மை
ಲಕ್ಷಣರಹಿತ,அறிகுறியற்ற
ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ,மோசமாக்கும்
ಪ್ರಗತಿಪರ ಅಂದಾಜುಗಾರ,முற்போக்கான மதிப்பீட்டாளர்
ಹಿಮ್ಮುಖ ಪಕ್ಷಪಾತದ ಅಂದಾಜುಗಾರ,பிற்போக்கு சார்பு மதிப்பீட்டாளர்
ಹಿಮ್ಮುಖ ನಡವಳಿಕೆ,பிற்போக்கு நடத்தை
ಆಕ್ರಮಣಕಾರಿ ವಿತರಣಾ ಕಾರ್ಯ,தீவிர விநியோக செயல்பாடு
ಮೇಲ್ಮುಖವಾಗಿ ಹರಡಿತು,மேல்நோக்கி பரவியது
ವಾತಾವರಣದ ಒತ್ತಡ,வளிமண்டல அழுத்தம்
"ಯಾದೃಚ್ಛಿಕವಾಗಿ,",தற்செயலாக
ಆಸ್ತಿ*,சொத்து*
ಗುಣಲಕ್ಷಣ-ಮಾದರಿ-ಯಾಂತ್ರಿಕತೆ,பண்பு-மாதிரி-பொறிமுறை
ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ஆக்மென்ட் மேட்ரிக்ஸ்
ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ,தன்னியக்க தொடர்பு குணகம்
ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ,தன்னியக்க தொடர்பு செயல்பாடு
ಸಹವರ್ತಿತ್ವ,இணை மாறுபாடு
ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್,தானியங்கி கணினி
ಸ್ವಯಂ ಹಿನ್ನಡೆ,தன்னியக்க பின்னடைவு
ಸಹಾಯಕ ಸಮೀಕರಣ,துணை சமன்பாடு
ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (MPC ಕರ್ವ್),சராசரி மாதிரி எண் வளைவு (MPC வளைவு)
"ಮೂಲತತ್ವ, ಮೂಲತತ್ವ","கோட்பாடு, கோட்பாடு"
ಮೂಲತತ್ವ ವಿಧಾನ,கோட்பாடு அணுகுமுறை
ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ,நிகழ்தகவு கோட்பாடு
ಅಕ್ಷರೇಖೆ,அச்சு
ಭುಜಾಕ್ಷ,புஜக்ஷா
ಭೂಮಿಯ ಅಕ್ಷ,பூமி அச்சு
ತಿರುಗುವ ಅಕ್ಷ,சுழற்சி அச்சு
ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ,சுழற்சி அச்சு
ಸ್ಪಿನ್ ಅಕ್ಷ,சுழல் அச்சு
ಪೋಸ್ಟ್ ಬದಲಿ,பிந்தைய மாற்று
ನಂತರ,பின்னர்
ಹಿಂದಿನ ಅಳವಡಿಕೆ ಸೂತ್ರ,பின் செருகும் சூத்திரம்
"ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ","சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை"
ಸಮತೋಲಿತ ವಿನ್ಯಾಸ,சீரான வடிவமைப்பு
ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್,இருப்பு தாள்
ಕ್ಷಿಪಣಿ,ஏவுகணை
"ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ","பந்துவீச்சு, ஆயுதம்"
"ಕಾಲಮ್, ಬಾರ್, ಕಾಬ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಲೈನ್, ಲೈನ್, ಟೆಸ್ಟ್ ಲೈನ್, ಎಡ್ಜ್","நெடுவரிசை, பட்டை, கோப், பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, பட்டை, வரி, வரி, சோதனை வரி, விளிம்பு"
"ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್","அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை, அடிப்படை"
ಮೂಲ ಕೋನ,அடிப்படை கோணம்
"ಲಾಗರಿಥಮ್ನ ಆಧಾರ, ಲಾಗರಿಥಮ್ನ ಆಧಾರ","மடக்கையின் அடிப்படை, மடக்கையின் அடிப்படை"
"ಮೂಲಭೂತ, ಮೂಲಭೂತ,","அடிப்படை, அடிப்படை"
ಮೂಲ ಸುಸಂಬದ್ಧ ಪರಿಹಾರ,அடிப்படை ஒத்திசைவான தீர்வு
ಮೂಲ ಪರಿಹಾರ,அடிப்படை தீர்வு
ಮೂಲ ವೇರಿಯಬಲ್,அடிப்படை மாறி
ಬೇಸ್,அடித்தளம்
ಮೂಲ ಅಂಶ,அடிப்படை உறுப்பு
ಮೂಲ ಮ್ಯಾಟ್ರಿಕ್ಸ್,அடிப்படை அணி
ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ,திசையன் இடத்தின் அடிப்படை
ಉಪಜನಸಂಖ್ಯೆಯ ಆಧಾರ,துணை மக்கள்தொகை அடிப்படையில்
ನಿರ್ಲಜ್ಜ,நேர்மையற்ற
ಬೆಜ್-ನಿಯಮ,bez-விதி
ಬೆಜ್-ಪ್ರಮೇಯ,bez-theorem
ಬರ್ನೌಲಿ-ವಿತರಣೆ,பெர்னோலி-விநியோகம்
ಬರ್ನೌಲ್ಲಿ ಸಂಖ್ಯೆಗಳು,பெர்னோலி எண்கள்
ಬರ್ನೌಲ್ಲಿ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ,பெர்னோலி நிகழ்தகவு செயல்பாடு
ಬರ್ನೌಲ್ಲಿ-ಸಮೀಕರಣ,பெர்னோலி-சமன்பாடு
ಬೆರ್ರಿ ಕಾರ್ಯ,பெர்ரி செயல்பாடு
ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವಿಕೆ,சிறந்த ஒட்டுதல்
ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವ ರೇಖೆ,சிறந்த ஒட்டுதல் வரி
ಉತ್ತಮ ಪರಿಹಾರ,சிறந்த தீர்வு
ಅತ್ಯುತ್ತಮ ಸಲಹೆಗಳು,சிறந்த குறிப்புகள்
ಬೀಟಾ ವಿತರಣೆ,பீட்டா விநியோகம்
"ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ","சார்பு, சார்பு"
ಪಕ್ಷಪಾತದ ಮೌಲ್ಯಮಾಪನ,பாரபட்சமான மதிப்பீடு
ದ್ವಿಪದ ಸಮೀಕರಣ,ஈருறுப்புச் சமன்பாடு
ಒಂದೇ ಕವರ್,ஒற்றை கவர்
ಒಂದೇ ಕವರ್ ನಕ್ಷೆ,ஒற்றை அட்டை வரைபடம்
ಏಕ ಕವರ್ ಮ್ಯಾಪಿಂಗ್,ஒற்றை அட்டை மேப்பிங்
ಚತುರ್ಭುಜ ಚತುರ್ಭುಜ,இருபடி இருபடி
ಬೈಲಿನಿಯರ್ ಕಾರ್ಯ,இருமுனை செயல்பாடு
ಬೈಲಿನಿಯರ್ ಹರ್ಮಿಟಿಯನ್ ಏಕರೂಪತೆ,பைலினியர் ஹெர்மிடியன் ஒருமைப்பாடு
"ದ್ವಿ-ವೇರಿಯಬಲ್, ಬೈನರಿ, ಡ್ಯುಯಲ್","இருமாறு, இருமை, இரட்டை"
"ಬೈನರಿ ಕೋಡ್, ಬೈನರಿ ಕೋಡ್","பைனரி குறியீடு, பைனரி குறியீடு"
"ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ, ಬೈನರಿ ಕೋಡೆಡ್ ದಶಮಾಂಶ","பைனரி குறியிடப்பட்ட தசம, பைனரி குறியிடப்பட்ட தசம"
ಬೈನರಿ ಎನ್ಕೋಡಿಂಗ್,பைனரி குறியாக்கம்
ಬೈನರಿ ಕಂಪ್ಯೂಟರ್,பைனரி கணினி
ಬೈನರಿ ಸಂಖ್ಯೆಗಳು,பைனரி எண்கள்
ಬೈನರಿ ಕಾರ್ಯಾಚರಣೆ,பைனரி செயல்பாடு
ಬೈನರಿ ವಿಧಾನ,பைனரி முறை
ಬೈನರಿ ವೇರಿಯಬಲ್,பைனரி மாறி
ದ್ವಿಪದ ಗುಣಾಂಕ,ஈருறுப்புக் குணகம்
ದ್ವಿಪದ ವಿತರಣೆ,இருவகைப் பரவல்
ದ್ವಿಪದ ಸಮೀಕರಣ,ஈருறுப்புச் சமன்பாடு
ದ್ವಿಪದ ವ್ಯತ್ಯಾಸ,இருவகை மாறுபாடு
ದ್ವಿಪದ ಅಭಿವ್ಯಕ್ತಿ,இருமொழி வெளிப்பாடு
ದ್ವಿಪದ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,ஈருறுப்பு சீரற்ற மாறி
ದ್ವಿಪದ ಪ್ರಮೇಯ,ஈருறுப்பு தேற்றம்
"ಅರ್ಧ, ಕವಲೊಡೆಯುವಿಕೆ","பாதி, பிளவு"
"ಬೈಸೆಕ್ಟ್ ವಿಧಾನ, ಸೆಮಿಡಿವಿಷನ್ ವಿಧಾನ","இரு பிரிவு முறை, அரைப்பிரிவு முறை"
ಅರ್ಧ ದ್ವಿಭಾಜಕ,அரை இருசமவெட்டி
"ದ್ವಿಪದ, ದ್ವಿಪದ",இருவகை
"ದ್ವಯಾಂಕ್ (ದ್ವಿಮಾನ ಸಂಖ್ಯೆ), ಅನಿ, ಬರ್ಮೀಸ್, ತುಕ್","ட்வயங்க் (பைனரி எண்), அனி, பர்மிஸ், துக்"
ದ್ವಿಪದ ದ್ವಿಪದ ವಿತರಣೆ ದ್ವಿಪದ,ஈருறுப்பு இருவகைப் பரவல் இருவகை
ದ್ವಿಗುಣ ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ,இருவகை தொடர்பு குணகம்
ದ್ವಿಗುಣ ವಿತರಣೆ,இருவகை விநியோகம்
ದ್ವಿಗುಣ ಸಾಮಾನ್ಯ-ವಿತರಣೆ,இருவகை இயல்பான-விநியோகம்
ಬೈವೆಕ್ಟರ್,பைவெக்டர்
ಬೋಲ್ಟ್‌ಮನ್ ಸಮೀಕರಣ,போல்ட்மேன் சமன்பாடு
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ*,பூலியன் இயற்கணிதம்*
ಬೋಸ್-ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು,போஸ்-ஐன்ஸ்டீன் புள்ளிவிவரங்கள்
ಮಿತಿ ನಿರ್ಬಂಧಗಳು,வரம்பு கட்டுப்பாடுகள்
ಗಡಿ ಮಟ್ಟ,எல்லை நிலை
ಗಡಿ ರೇಖೆ,எல்லைக் கோடு
ಮಿತಿ ಮೌಲ್ಯ,வரம்பு மதிப்பு
ಗಡಿ ಮೌಲ್ಯದ ಸಮಸ್ಯೆ,எல்லை மதிப்பு பிரச்சனை
"ಪರಿಮಿತಿ ಕಾರ್ಯ ಸೀಮಿತ ಹಣ್ಣು,",எல்லைக்குட்பட்ட செயல்பாடு எல்லைக்குட்பட்ட பழம்
