Marathi,Hindi
कृषी हवामान क्षेत्र निर्मिती,कृषिजलवायुवीय जोन निर्माण
कृषी वनीकरण,कृषिवानिकी
कृषीशास्त्र,सस्य मृदा विज्ञान
कृषीविषयक,सस्य विज्ञान
कृषी खेडूत,कृषि पशुचारणिक
पीक प्रक्रिया,फसल प्रसंस्करण
गवत विज्ञान,घास विज्ञान
पीक प्रकार,सस्य प्ररूप
epiphyte,अधिपादप
aikiochi माती,ऐकिओची मृदा
रंगाधळेपण,वर्णकहीनता
अल्फिसोल,एल्फिसॉल
एकपेशीय वनस्पती,शैवाल
एकपेशीय वनस्पती रोग,शैवाल रोग
अल्कली पाणी,क्षार जल
अल्कधर्मी,क्षारीय
पर्यायी,विकल्पी
allelo रसायनशास्त्र,एलीलो रसायन
एलील,युग्मविकल्पी
ऍलेलोपॅथी,एलीलोपैथी
वेठी पीक,वीथी सस्यन
पूर्णता,परनिषेक-फलता
गर्भाधान,परनिषेचन
1. सापेक्षता 2. अॅलोमेट्री,1. सापेक्षमिति 2. ऐलोमैट्री
मल्टिप्लॉइडी,परबहुगुणित
1. पॅराझिगोसिटी,1. परयुग्मन 2. अपायुग्लन
1. पर्यायी वर्ष कार्य 2. पर्यायी कार्य,1. एकातंर वर्ष फलन 2. एकांतरित फलन
पर्यायी जमिनीचा वापर,वैकल्पिक भूमि उपयोग
वातावरण,परिवेश
सुधारक,सुधारक
मायटोसिस,असूत्रीविभाजन
आमीनान,ऐमीनन
अमोनियन,अमोनियन
amniferous,अमोनीकारक
1. अप्रभावी रूप 2. अरुपी,1.अप्रभावी रूप  2.अरूपी
उभयचर मिश्रण,उभय मिश्रण
एम्फोटेरिक,उभयधर्मी
साठा करणे,उपचय
1. ऍनेरोबिक 2. ऍनेरोबिक जीव,1. अवायुजीव 2. अनाक्सी जीव
हॅप्लॉइड,असुगुणित
टोकदार लागवड,कोणीय रोपण
पशुसंवर्धन,पशुपालन
प्राण्यांचे मलमूत्र,पशु उच्छिष्ट
जिवंत ऊर्जा,सजीव ऊर्जा
विसंगत,असमगुणित
एक वर्ष जुनी वनस्पती,एकवर्षीय पादप
वार्षिक,वार्षिक
1. परमानंद 2. तेज,1. परागोद्भव 2. प्रफुल्लन
ऍन्थ्रॅक्स,ऐन्थ्रेक्स
मानववंशजन्य घटक,मानवजनिक कारक
जगणे,प्रतिजीविता
1. प्रतिजैविक 2. प्रतिजैविक,1.प्रतिजैविक2.  ऐन्टीबायोटिक
तिरस्करणीय,प्रतिकारक
अँटिऑक्सिडंट,प्रतिऑक्सीकारक
अँटीटॉक्सिन,प्रतिआविष
अनामिका,वलयिका
1. ऍफिड 2. महू 3. चेपा,1. ऐफिड 2. माहू 3. चेपा
शीर्ष अंकुर,शीर्ष कलिका
शिखर प्रभावीता,शिखाग्र प्रभाविता
मधमाशी पालन,मधुमक्खी पालन
लैंगिकता,असंगजनन
apoptosis,एपोप्टोसिस
परिशिष्ट,उपांग
भूक वाढवणारे,क्षुधावर्धक
लागू,अनुप्रयुक्त
जलीय तण,जलीय खरपतवार
1. झाड 2. वृक्षवासी,1. वृक्षीय 2. वृक्षवासी
शाखा,शाखायन
प्रोटोबोटॅनिकल रेकॉर्ड,आद्य वानस्पतिक अभिलेख
झोन क्रमांक,क्षेत्रांकड़
1. क्षेत्रफळ 2. क्षेत्रफळ,1. क्षेत्र 2. क्षेत्रफल
कोरडे इकोसिस्टम,शुष्क पारितंत्र
cotyledon,बीजचोल
सौरभ,सौरभ
सुगंधी वनस्पती,सुगंधी पादप
सुवासिक तांदूळ,सुगंधित चावल
इक्षु पुष्पन,इक्षु पुष्पन
ऍसेप्टिक,अपूति
1. ऍसेप्टिक 2. ऍसेप्टिक,1.अपूतित 2. अजर्म
अलैंगिक पुनरुत्पादन,अलैंगिक प्रवर्धन
आकार,आमाप
मालमत्ता,परिसंपत्ति
1. आत्मसात करणे 2. आत्मसात करणे,1. स्वांगीकरण 2. आत्मसात्करण
1. संघटना 2. संघटना,1. साहचर्य 2. संघ
1. स्तंभ 2. तुरटपणा,1. स्तंभक 2. कषाय
heterozygosity,असूत्रयुग्मन
1. पूर्वज 2. Atavism,1. पूर्वजता 2. ऐटाविज्म
कण,कणित्र
1. पुष्टीकरण 2. कमजोरी,1.अपुष्टि 2. क्षीणता
स्वत: ची जोडणी,स्वयुग्मन
ऑटोलिसिस,स्वलयन
1. उत्स्फूर्त ऑक्सीकरण 2. उत्स्फूर्त ऑक्सीकरण,1. स्वतः उपचयन 2. स्वतः ऑक्सीभवन
स्वत: मल्टिप्लेक्स,स्वबहुगुणित
ऑक्सिन,ऑक्सिन
1. हादरले 2. टॉड,1. शूक 2. तूड़
दंडात्मक व्हायरस,दंड विषाणु
1. बॅसिलस 2. बॅसिलस,1. दंडाणु 2. बैसिलस
1. जीवाणू 2. जीवाणू,1. जीवाणु 2. बैक्टीरिया
जिवाणू विष,जीवाणु आविष
बॅगासे,खोई
ताळेबंद,तुलन-पत्र
संतुलित खतांचा वापर,संतुलित उर्वरक उपयोग
बार आलेख,दंड आरेख
झाडाची साल,छाल
1. बॅरोमीटर 2. बॅरोमीटर,1. वायुदाबमापी 2. बैरोमीटर
1. बजर 2. जड 3. वांझ,1. बजर 2. अकृष्य 3. बांझ
1. बेस 2. बेस 3. कपंग,1. आधार 2. बेस 3. कपांग
1. तळा 2. खोरे,1.थाला 2. द्रोणी
तलाबिसरी,तलाभिसारी
1. बेसिस्टर्नम 2. रूट धारक,1. बेसिस्टर्नम 2. मूलाधारक
गल्फ मान्सून,खाड़ी मानसून
फळ वनस्पती,फलदायी पौधा
पलंग,क्यारी
बेड प्लांट,क्यारी - पौधा
बेडिंग,क्यारी बनाना
बीट मोलॅसेस,चुकंदर शीरा
घुंगरू,धौंकनी
1. पट्टी 2. भूप्रदेश,1. पट्टी 2. इलाका
नफा-खर्च विश्लेषण,लाभ-लागत विश्लेषण
इच्छुक (नमुना),अभिनत (प्रतिचयन)
द्विवार्षिक वनस्पती,द्विवर्षीय पादप
द्विपद,द्विपद
बायोफॅक्टर,जैवकारक
जैविक हवामान,जीव जलवायु
जैव ऊर्जा,जैव ऊर्जा
प्राणी पर्यावरणशास्त्र,जीव पारिस्थितिकी
1. बायो-प्रोसेसर 2. बायो-रिअॅक्टर,1. जैव-प्रक्रियापात्र 2. बायो रिएक्टर
बायोस्फीअर,जीव-मंडल
जैविक,जीवीय
प्राणी,जीव प्ररूप
दिविलिंगी,दविलिंगी
धवलन,धवलन
1. प्रध्‍वसन (रोग) 2. गुस्‍त रोग,1.  प्रध्वसं (रोग) 2.  झोंका रोग
मिश्रण,संमिश्रण
1. अंगमारी (रोग) 2. अनिष्ट (रोग),1. अंगमारी (रोग) 2.  ब्लाइट (रोग)
1. फोड 2. फोड 3. उद्रेक 4. फोड,1. छाला 2. फफोला 3. उद्वर्त 4. ब्लिस्टर
निळी क्रांती,नीली क्रांति
प्लॅनर हीटिंग चेंबर,तलीय ताप चैंबर
प्लॅनर हीटिंग तंत्रज्ञान,तलीय ताप तकनीक
कोंडा,चोकर
शाखा,शाखन
1. डहाळी 2. उपशाखा,1. टहनी 2. उपशाखा
जाती,नस्ल
पुनरुत्पादन,प्रजनन
लवकर उगवण उपचार,शीघ्र अंकुरण उपचार
1. शावक 2. अंडी 3. गर्भ,1. शाव 2. अंड 3. भ्रूण
होतकरू,कलिकायन
बजेट,बजट
1.अॅम्फोटेरिक 2. बफर,1.उभयप्रतिरोधी 2. बफर
रताळे,शल्ककंद
बंट (रोग),बंट (रोग)
1. उप-उत्पादन 2. उप-उत्पादन,1. उपजात 2. उपोत्पाद
c ओलावा तपशील वक्र,c नमी विशिष्टता वक्र
तेल केक,खली
1. चुना 2. कॅल्शियम,1. चूनेदार 2.कैल्सियमी
कॅल्शिअन,कैल्सीयन
फॉस्फेट काढणे,फॉस्फेट का निस्तापन
1. किनटा 2. कॅलाटा,1. किणता 2. कैलसता
1.कॉलस 2. किरण,1.कैलस 2. किण
1. सेपल्स 2. कॅलिक्स,1. बाह्यदल पुंज 2.कैलिक्स
बाह्य टोक,वाह्यदल अंत
इधा,एधा
कॅन्कर (जीवाणूजन्य रोग),कैंकर (जीवाणु रोग)
कॅनिंग,डिब्बाबंदी
आकाश,वितान
वित्त,पूंजी
परागकण (अंजीराचे),परागण (अंजीर का)
1. कॅप्सूल 2. कॅप्सूल 3. कॅप्सूल,1. संपुट 2. संपुटिका 3. कैप्सूल
कार्बनयुक्त,कार्बोनीकृत
कार्बनन,कार्बनन
कॅरॅपेस,अंडप
ब्रेसलेट,मणिबंध
1. कास्टिंग (लोह) 2. क्षिती (कीटक),1. ढलाई (लोहे की) 2. क्षिप्ति (कीट)
अपचय,अपचय
प्रलोभन,उत्प्रेरण
1. सुरवंट 2. सुरवंट,1. इल्ली 2. सूंडी
c d. एन. a संकलन,सी ड़ी. एन. ए. संग्रह
श्रेणी,सीमा
1. सेल 2. सेल,1. कोशिका 2. कोष्ठिका
मध्यवर्ती फ्रंट सिस्टम,केंद्रीय अग्रग प्रणाली
1. पॉइंट 2. फोकस,1. सबिंदु 2. सकेंद्र
केंद्रापसारक,अपकेंद्रण
अपकेंद्रित्र,अपकेंद्रक
तारा केंद्र,तारककेंद्र
epigenetic,केंद्रजनिक
केंद्रजा,केंद्रजा
यंत्रमाग,लूम
1. तृणधान्ये 2. मालिका,1. धान्य 2. सीरियल
1. प्रमाणन 2. प्रमाणन,1. प्रमाणीकरण 2. प्रमाणन
प्रमाणित बियाणे,प्रमाणित बीज
1. पेंढा 2. कुट्टी 3. शलक सहपात्रा,1. भूसा 2. कुट्टी 3. शल्क सहपत्र
1. निभाग 2. कैलाजा,1. निभाग 2. कैलाजा
किमोग्राफी,रसानुवर्तन
1. कियाज्मा 2. व्यस्त,1. किआज्मा 2. व्यत्यस्त
सुपर कूलिंग तास,अतिशीतन घंटे
दंव नुकसान,शीतज क्षति
1. विचिरोटकी 2. चिमेरा,1.  विचित्रोतकी 2. काइमेरा
हिरवी लापशी,हरित दली
1. पर्णसंभार 2. हिरवा,1. पर्णहरित 2. हरितक
सायनोसिस,हरिमाहीनता
जैविक वितरण विज्ञान,जीव वितरण विज्ञान
1. क्रोमेटिड्स 2. अर्धा गुणसूत्र,1. क्रोमैटिड 2. अर्धगुणसूत्र
क्रोमॅटिन,क्रोमैटिन
क्रोमॅटोग्राफी,वर्णलेखन
क्रोमॅटिनलेशन,क्रोमोटिनलयन
अलिंद बिंदू,परिसूत्र बिंदु
क्रोमेटोजेनेसिस,वर्णजनन
1. क्रोमोप्रोटीन 2. पिगमेंटप्रोटीन,1. क्रोमोप्रोटीन 2. वर्णकप्रोटीन
1. गुणसूत्र 2. गुणसूत्र,1. गुणसूत्र 2. क्रोमोसोम
1. क्रॉनिक 2. क्रॉनिक 3. क्रॉनिक 4. अप्रचलित,1. चिरकाली 2. दीर्घकाली 3. जीर्ण 4. पुराना
सायरेंज,सिट्रेंज
गडी बाद होण्याचा क्रम,पर्णाभपर्व
वर्गीकरण,वर्गीकरण
1. चिकणमाती 2. चिकणमाती,1.मृत्तिका 2. चिकनी मिट्टी
1. स्वच्छता 2. स्क्रबिंग 3. स्वच्छता 4. शुद्धीकरण,1. निर्मलन 2. मार्जन 3. सफाई 4.  शोधन
सतत परागण,अनुन्मील्य परागण
क्रूसिफेरस फळ,क्रतिक श्वसनी फल
हवामान,जलवायु
हवामानशास्त्र,जलवायु विज्ञान
कातरणे,कतरनी
ढेकूळ (चिकणमाती),ढेला (मिट्टी का)
क्लोन,क्लोन
1.ढग 2.ढग,1.मेघ 2. बादल
गठ्ठा,पुंज (क्लंप
घड,गुच्छ
1. खडबडीत 2. उग्र 3. कच्चा 4. खडबडीत,1.स्थूल 2. मोटा 3. कच्चा 4. अपरिष्कृत
1. कव्हर 2. लेदररेट,1. आवरण 2.  चर्मावरण
कोया,कोया
1. कोएन्झाइम 2. को-एंझाइम,1. कोएन्जाइम 2. सह-एन्जाइम
एकसंधता,संसंजन
1. फायबर (ज्युट ज्यूट) 2. नारळ भरड,1. रेशा (जूट पटसन) 2. नारियल जटा
मुलंकुर चोळ,मूलांकुर चोल
,
कोलोइड (माती),कोलॉइड (मृदा)
1.स्तंभ 2.columella,1.स्तंभिका 2. कॉलुमेला
1. दंड 2. स्तंभ 3. स्तंभ,1.दंड 2. स्तंभ 3. कॉलम
सहभागिता,सहभोजिता
व्यावसायिक बँक,वाणिज्यिक बैंक
1. वस्तू 2. व्यापारी माल,1. जिंस 2. पण्य वस्तु
समुदाय,समुदाय
कॉम्पॅक्शन (मातीचे),संहनन (मृदा का)
1. सुसंगतता 2. सुसंगतता,1. सुसंगति 2. संगतता
सुसंगतता,सुसंगतता
1. भरपाई 2. भरपाई,1. क्षतिपूर्ति 2. मुआवजा
स्पर्धात्मक संवाद,स्पर्धी अन्योन्यक्रिया
पूरक पीक,पूरक सस्य
1.संमिश्र 2.जटिल,1.सम्मिश्र 2. जटिल
घटक,घटक
रचना,संघटन
कंपोस्ट,कंपोस्ट
चक्रवाढ व्याज,चक्रवृद्धि ब्याज
गणना,अभिकलन
1. संगणक 2. संगणक,1.अभिकलित्र 2.कंप्यूटर
1. एकाग्रता 2. एकाग्रता,1. सांद्रण 2. संकेद्रण
1. अनुकूलक 2. पुनरुज्जीवन करणारा,1. अनुकूलक 2. पुनरुद्धारक
वाहकता,चालकता
1. कॉन्फिगरेशन 2. कॉन्फिगरेशन,1. विन्यास 2. संरूपण
1. अनुरूपता 2. कॉन्फिगरेशन 3. अनुरूपता,1. अनुरूपता 2. समविन्यास 3. संरूपता
1. एकत्रीकरण 2. संकरीकरण,1.समाकुलन 2. संकरण
संयुग्मन,संयुग्मन
1. जोडणारा 2. संयोजी,1. योजी 2. संयोजी
संरक्षण,सरंक्षण
एकत्रीकरण,चकबंदी
1.घटक 2. घटक,1.संघटक 2. अवयव
ग्राहक,उपभोक्ता
वापर,उपभोग
दूषित होणे,संदूषण
समोच्च लागवड,समोच्च रोपण
समोच्च रेखा,समोच्च रेखा
1. कॉन्ट्रॅक्ट फार्मिंग 2. कॉन्ट्रॅक्ट फार्मिंग 3. कॉन्ट्रॅक्ट फार्मिंग,1.संविदा कृषि 2. ठेका कृषि 3. अनुबंधित खेती
नियंत्रित वातावरणीय संचयन,नियंत्रित वातावरणीय भंडारण
सहकारी बँक,सहकारी बैंक
सहकारी संस्था सदस्य,सहकारी संस्था सदस्य
गुलमावन,गुल्मवन
चौकोनी तुकडे,घनकंद
1. दालपुंज 2. कोरोला,1.दलपुंज 2. कोरोला
1. कॉर्टेक्स 2. कॉर्टेक्स,1. वल्कुट 2. कोर्टेक्स
खर्च,लागत
cotyledon,बीजपत्र
क्रेडिट समिती,ऋण समिति
1. कर्ज देणे 2. क्रेडिट,1.उधार 2. साख
1. सावकार 2. कर्जदार,1. ऋणदाता 2. लेनदार
1. क्रेस्ट 2. शिरोबिंदू 3. स्पायर,1.शिखा 2. शीर्ष 3. शिखर
मागे घेणे,व्याकुंचन
समस्या,संकट
चाचणी,कसौटी
गंभीर,क्रांतिक
पीक विमा,फसल बीमा
पीक कर्ज,फसल ऋण
1. पीक 2. पीक,1. सस्य 2. फसल
लागवड क्षेत्र,सस्यन क्षेत्र
क्रॉस विसंगत,पार-असंगत
1. मुकुट 2. शिखर (वनस्पती),1. मुकुट 2. शिखर (पादप)
मऊ कण,मृदुकण
कवच,पपड़ी
1. क्रिप्टोगाम 2. नॉन-फ्लोरिफॉर्म,1. क्रिप्टोगैम 2. अपुष्पीपादप
छाटणी (फळ),छांटन (फल)
पेन,कल्म
वाणाची विविधता,कृष्य किस्म
1. कर्षण 2. शेती 3. शेती,1.कर्षण 2. कृषि 3. खेती
1. शेतकरी 2. शेती करणारा,1.किसान 2. कल्टीवेटर (यंत्र)
1. मशागत 2. मशागत 3. संगोपन,1.संवर्ध 2. संवर्धन 3. पालन
1. संसाधन 2. तयारी,1.संसाधन 2.तैयार करना
1.कुंतलन 2.कुंचोन,1.कुंतलन 2. कुंचन
पवित्रा,मुद्रा
1. एपिडर्मिस 2. क्यूटिकल,1. उपत्वचा 2. क्यूटिकल
1. पेन 2. कटिंग 3. कटिंग 4. कटिंग 5. कटिंग,1.कलम 2. कटाई 3. काटना 4.कटाग्र 5. कटावा
1. वर्म कॉर्पस 2. सिस्ट 3. सिस्ट 4. विकृत ढेकूळ 5. निओप्लाझम,1.कृमि कोष 2. सिस्ट 3. पुटी 4.विकृत गुल्म 5. रसौली
सायटोक्रोम,साइटोक्रोम
सेल जोडणी,कोशिका युग्मन
सेल पुनरुत्पादन,कोशिका जनन
सेल आनुवंशिकी,कोशिका आनुवंशिकी
सायटोप्लाज्मिक विभागणी,कोशिका द्रव्य विभाजन
सेल जीवशास्त्र,कोशिका विज्ञान
सेल lysis,कोशिका लयन
1. सायटोमेर 2. सेल सेगमेंटेशन,1. साइटोमियर 2. कोशिका खंड
सायटोप्लाझम,कोशिका द्रव्य
1. दुग्धव्यवसाय 2. दुग्धव्यवसाय,1.डेरी 2. दुग्धशाला
डेअरी उद्योग,डेरी उदयोग
1. धरण 2. ब्रीडर,1. बांध 2. प्रजननी
दिवस निरपेक्ष वनस्पती,दिवस निरपेक्ष पादप
फुलांच्या नंतर दिवस,पुष्पन के बाद दिन
पूर्ण फुलांच्या नंतरचा दिवस,पूर्ण पुष्पन के बाद दिन
अकार्यक्षमता,निष्पुष्पन
decalcification,विकैल्सीकरण
1. डिस्लॉज 2. डिस्लॉज,1. निथारना 2. निस्तारना
क्षय,क्षय
पर्णपाती,पर्णपाती
1. दशांश 2. दशांश,1. दशमिक 2. दशमलव
कनिष्ठता,न्यूनता
अनुरन (माती),अनूर्णन (मृदा)
विपुष्पन,विपुष्पन
बिलिंग,विपत्रण
जंगलतोड,वनोन्मूलन
बदनामी,अपहासन
ऱ्हास,निम्नीकरण
भाग दिवस,अंश दिवस
1. प्रमाण 2. भाग,1.मात्रा 2. अंश
विघटन,स्फुटन
भुसा काढणे,भूसी हटाना
भुसा काढणे,भूसी हटाना
निर्जलीकरण,निर्जलीकरण
निर्जल,निर्जलकारित्र
मागणी,मांग
1. विकृतीकरण 2. गुणाकार,1. विकृतीकरण 2. गुणनाशन
निंदा,अनाच्छादन
1. ठेव (माती) 2. ठेव (अर्थशास्त्र),1. निक्षेप (मृदा) 2. जमा (अर्थशास्त्र)
ठेव,निक्षेपण
1. घसारा 2. घसारा,1. मूल्यहास 2.अवमूल्यन
डिसेलिनेशन,विलवणीकरण
1. पाणी कोरडे होणे 2. निर्जलीकरण,1. जल शुष्कन 2. निर्जलीकरण
1. डिझाइन 2. डिझाइन,1.अभिकल्पना 2. डिजाइन
कोरडे,शुष्कित्र
कर्नल काढणे,गुठली निकालना
डी-इंटरकलेशन,वि-अंतः भूस्तारीकरण
संयुग्मन,वियुग्मन
1. नर मांजरी उतारा (मका) 2. बल्लार उतारा,1. नर मंजरी निकालना (मक्का) 2. बल्लर निकालना
बल्लार किंवा कुंदन कटिंग,बल्लर या कुंदन को काटना
निर्धारक,निर्धारक
अवमूल्यन,अवमूल्यन
वनस्पती काढून टाकणे,वनस्पतिरहित करना
विचलन,विचलन
दुप्पट,द्विक
निदान,निदान
भिन्न परिपक्वता,भिन्नकाल पक्वता
दुभाजक,द्विभाजन
1. डायकोटीलेडॉन 2. डायकोटीलेडॉन (बियाणे),1.दविबीजपत्री 2.डाइकोटिलेड़न (बीज)
पाठीचा आजार,पश्चमारी (रोग)
1. प्रसार 2. प्रसार,1. विसरण 2. विसार
पचनक्षमता,पाचनीयता
dihybrid,द्विसंकर
1. धरण 2. नाला 3. कुटुंब,1. बांध 2. नाली 3. परिवाह
अल्प,तनु
1. एकपत्नी 2. एकपत्नी,1. एकलिंगाश्रयी 2. पृथक् लिंगी
द्विगुणित,द्विगुणित
1. डिप्लोइड 2. डिप्लोइड,1. द्विगुणित 2. डिप्लॉइड
द्विध्रुव,द्विसूत्र
1. उतारा 2. अंकुर काढणे,1. निष्कलिकायन 2. कलिका निकालना
1. नांगरणी 2. कताई,1. तवेदार हल चलाना 2. चक्काकरण
सवलत,छूट
निर्जंतुकीकरण,रोगाणुनाशन
1. फैलाव 2. विखुरणे,1. परिक्षेपण 2. प्रकीर्णन
1.विखुरणे 2.विविधता,1.प्रकीर्णन 2.प्रसरण
विविधीकरण,विविधीकरण
वैविध्यपूर्ण शेती,विविधीकृत कृषि
डीएनए पाऊल,डी एन ए सोपान
डीएनए प्राप्तकर्ता,डी.एन.ए. ग्राही
डॉक भाड्याने,गोदी-भाड़ा
प्रभावी,प्रभावी
सुप्तता,प्रसुप्ति
1. प्रमाण 2. डोस 3. डोस,1. मात्रा 2. खुराक 3. डोज
दुहेरी सिग्मॉइड वक्र,दोहरा सिग्माभ वक्र
1. झोडप 2. ताणणे,1. झोंका 2. खिंचाव
1. एक्झॉस्ट ड्रेन 2. सांडपाणी,1. निकास नाली 2. अपवाहिका
ड्रेनेज,जलनिकास
कर्षण,कर्षण
1. औषध द्या 2. भिजवा,1.दवा पिलाना 2. दवाई से तर करना
सौंदर्य प्रसाधने (बिया),प्रसाधन (बीज)
1. औगर 2. उथळ फॉल्ट 3. ड्रिल 4. औगर,1.बरमा 2. उथली भूल 3. ड्रिल 4. वपित्र
1. भोक 2. ड्रिल 3. ड्रिल,1.सूराख करना 2. बेधन 3. बरमाना
1. ड्रिलिंग 2. ड्रिलसह पेरणी 3. ड्रिलसह ओतणे,1.वेधना 2. ड्रिल से बोना 3. ड्रिल से डालना
ठिबक सिंचन,बूंद-बूंद सिंचाई
कोरडी शेती,शुष्क खेती
1.धूळ 2.बुकनी,1.धूल 2. बुकनी
1. डस्टर 2. स्कॅटरर,1.धूलित्र 2. प्रकीर्णक
शिंपडणे,बुरकना
1. बटू 2. वामन,1. बौना 2. वामन
वामन पिरॅमिड,वामन पिरामिड
वामिनी भवन,वामिनीभवन
पर्यावरणशास्त्र,पारिस्थितिकी
अर्थमिति,अर्थमिति
आर्थिक कार्यक्षमता,आर्थिक दक्षता
परिस्थितीजन्य प्रकार,परिस्थितिक प्ररूप
अतिरिक्त-स्तरीकृत,बहिःस्तरपोषित
मऊ,मृदीय
माती विज्ञान,मृदा विज्ञान
1. ब्रिजिंग 2. एजिंग 3. स्ट्रँड क्लोजर,1. मेड़बंदी 2. किनारा बनाना 3. किनारा बंदी
अन्न भाग,खाद्य अंश
मागणीची लवचिकता,मांग की लोच
उत्पादन लवचिकता,उत्पादन लोच
इलेक्ट्रोलिसिस,विद्युत्-अपघटन
इलेक्ट्रोफोरेसीस,वैद्युतकण-संचलन
बाष्पीभवन,अवक्षालन
1. शिरच्छेद करणारा 2. निर्जंतुक करणारा 3. शिरच्छेद करणारा 4. निर्जंतुक करणारा,1.विपुंसीकारित्र 2. बंधकारित्र 3.विपुंसीकार 4. बंध्यकार
1. विर बंदी 2. स्ट्रॉबंडी,1.मेड़ बंदी 2. डौलबंदी
गर्भ,भ्रूण
1. भ्रूणशास्त्र 2. भौतिकशास्त्र,1. भ्रूणविज्ञान 2. भौणिकी
1. बाहेर पडा 2. बाहेर पडा,1. निकलना 2. निर्गमन
emulsifier,पायसीकारक
अंतर्जात,अंतर्जात
आंतर-बिंदू विभागणी,अंतः सूत्री विभाजन
आंतर-परजीवी,अंतः परजीवी
एंडोस्पर्म,भ्रूणपोष
उपक्रम,उद्यम
कीटकशास्त्र,कीटविज्ञान
वातावरण,पर्यावरण
1. एन्झाइम 2. एन्झाइम,1. प्रकिण्व 2. एन्जाइम
क्लस्टर ग्राफ्टिंग,दलपुंज कलमबंदी
1. एपिफाइट 2. एपिफाइट,1. अधिपादप 2. एपिफाइट
इक्विटी,समानधारिता
निर्मूलन,उन्मूलन
आवश्यक पोषक,आवश्यक पोषक तत्व
