Bengali,Gujarati
"1. ব্যবস্থাপনা, 2. নিয়ন্ত্রণ","1. મેનેજમેન્ટ, 2. નિયંત્રણ"
"1. ম্যানেজার, 2. নিয়ামক","1. મેનેજર, 2. નિયંત્રક"
অ্যাডোবি অ্যাক্রোব্যাট,એડોબ એક્રોબેટ
অ্যাডোবি ফটোশপ,એડોબ ફોટોશોપ
ABAP (অ্যাডভান্সড বিজনেস প্রোগ্রামিং),ABAP (એડવાન્સ્ડ બિઝનેસ પ્રોગ્રામિંગ)
"1. উন্নত তথ্য, 2. উন্নত তথ্য","1. અદ્યતન ડેટા, 2. અદ્યતન ડેટા"
উন্নত তথ্য সিস্টেম,અદ્યતન માહિતી સિસ્ટમ
উন্নত প্রযুক্তি (AT),એડવાન્સ ટેકનોલોજી (AT)
কর্ম,ક્રિયા
সমষ্টি,એકત્રીકરણ
বায়ুবাহিত কম্পিউটার সিস্টেম,એરબોર્ન કમ્પ્યુટર સિસ્ટમ
aldus পৃষ্ঠা তৈরি,aldus પૃષ્ઠ બનાવવું
সতর্কতা বাক্স,ચેતવણી બોક્સ
আলগোল (কম্পিউটার ভাষা),અલ્ગોલ (કોમ્પ્યુટર ભાષા)
"1. অ্যালগরিদম, 2. অ্যালগরিদম","1. અલ્ગોરિધમ, 2. અલ્ગોરિધમ"
"1. অ্যালগরিদম বিশ্লেষণ, 2. অ্যালগরিদম বিশ্লেষণ","1. અલ્ગોરિધમ વિશ્લેષણ, 2. અલ્ગોરિધમ વિશ્લેષણ"
অ্যালগরিদম দক্ষতা,અલ્ગોરિધમ કાર્યક્ષમતા
"1. ইলিয়াস, 2। ডাকনাম, ৩. ওরফে","1. ઈલિયાસ, 2. ઉપનામ, 3. ઉર્ફે"
প্রান্তিককরণ,ગોઠવણી
"1. বরাদ্দ, 2. বরাদ্দ","1. ફાળવણી, 2. ફાળવણી"
"1. বর্ণানুক্রমিক, 2. বর্ণা ক্রমানুসারে","1. આલ્ફાબેટીક, 2. મૂળાક્ષરોનો ક્રમ"
আলফানিউমেরিক,આલ્ફાન્યૂમેરિક
"1. আলফানিউমেরিক কীবোর্ড, 2. আলফানিউমেরিক কীবোর্ড","1. આલ્ફાન્યૂમેરિક કીબોર્ડ, 2. આલ્ફાન્યૂમેરિક કીબોર્ડ"
আলফা-পরীক্ষা (প্রথম স্তরের পরীক্ষা),આલ્ફા-પરીક્ષણ (પ્રથમ સ્તર પરીક્ષણ)
"1. আলফা সংস্করণ, 2। আলফা ফর্ম","1. આલ્ફા સંસ્કરણ, 2. આલ્ફા ફોર્મ"
alt কী,alt કી
আলতাভিস্তা,અલ્ટાવિસ્ટા
বহুগুণ,બહુવિધતા
অস্পষ্ট ব্যাকরণ,અસ્પષ્ટ વ્યાકરણ
আমেরিকান ন্যাশনাল স্ট্যান্ডিস ইনস্টিটিউট (ANSI),અમેરિકન નેશનલ સ્ટેન્ડીઝ ઇન્સ્ટિટ્યુટ (ANSI)
আমেরিকান স্ট্যান্ডার্ড কাট (ascii),અમેરિકન સ્ટાન્ડર્ડ કટ (ascii)
"1. সাদৃশ্যপূর্ণ, 2. এনালগ","1. અનુરૂપ, 2. એનાલોગ"
"1. এনালগ কম্পিউটার, 2. এনালগ কম্পিউটার","1. એનાલોગ કોમ્પ્યુટર, 2. એનાલોગ કોમ્પ્યુટર"
"1. এনালগ ডিভাইস, 2. এনালগ ডিভাইস","1. એનાલોગ ઉપકરણ, 2. એનાલોગ ઉપકરણ"
"1. এনালগ মডেম, 2. এনালগ মডেম","1. એનાલોગ મોડેમ, 2. એનાલોગ મોડેમ"
এনালগ থেকে ডিজিটাল কনভার্টার,ડિજિટલ કન્વર્ટર માટે એનાલોગ
শেষ (ডিজিটাল/প্লেন লজিক &#39;এবং&#39; ব্যবহৃত),અંત (ડિજિટલ/પ્લેન લોજિક &#39;અને&#39; વપરાયેલ)
শেষ সার্কিট,અંતિમ સર્કિટ
শেষ গেট এবং গেট,અંતિમ દરવાજો અને દરવાજો
শেষ নয় অপারেশন (বর্জন),એન્ડ નોટ ઓપરેશન (બાકાત)
"1. অ্যানিমেশন, 2. কম্পন","1. એનિમેશન, 2. કંપન"
বিঃদ্রঃ,નૉૅધ
অসঙ্গতি,અસંગતતા
আগে,અગાઉના
প্রত্যাশিত পেজিং,આગોતરી પેજીંગ
কাউন্টার-সিমেট্রিক,પ્રતિ-સપ્રમાણ
অ্যান্টিভাইরাল প্রোগ্রাম,એન્ટિવાયરલ પ્રોગ્રામ
"1. অ্যাপলেট, 2। আবেদন","1. ઉપલેટ, 2. અરજી"
অ্যাপ্লিকেশন ডেভেলপার,એપ્લિકેશન ડેવલપર
অ্যাপ্লিকেশন প্রোগ্রামিং,એપ્લિકેશન પ્રોગ્રામિંગ
"1. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস, 2. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API)","1. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ, 2. એપ્લિકેશન પ્રોગ્રામિંગ ઈન્ટરફેસ (API)"
অ্যাপ্লিকেশন সফ্টওয়্যার,એપ્લિકેશન સોફ્ટવેર
অ্যাপ্লিকেশন ভাষা,એપ્લિકેશન ભાષા
আনুমানিক নীতি,અંદાજ સિદ્ધાંત
গঠন,માળખું
ক্ষেত্র স্থানান্তর,ક્ષેત્ર ટ્રાન્સફર
"1. প্যারামিটার, স্বাধীন পরিবর্তনশীল, 2. কোণ","1. પરિમાણ, સ્વતંત્ર ચલ, 2. કોણ"
"1. পাটিগণিত এবং যুক্তি ইউনিট, 2. পাটিগণিত এবং যুক্তি ইউনিট","1. અંકગણિત અને તર્ક એકમ, 2. અંકગણિત અને તર્ક એકમ"
পাটিগণিত পরীক্ষা,અંકગણિત તપાસ
গাণিতিক ধ্রুবক,અંકગણિત સતત
গাণিতিক তথ্য,અંકગણિત માહિતી
গাণিতিক নির্দেশ,અંકગણિત સૂચના
গাণিতিক ও লজিক্যাল ইউনিট (ALU),ગાણિતિક અને તાર્કિક એકમ (ALU)
ARPA নেট (RPNet),ARPA નેટ (RPNet)
অ্যারে,એરે
"1. অ্যারে ক্যাশে, 2. অ্যারের গতি, 3. অ্যারে মেমরি","1. એરે કેશ, 2. એરે ઝડપ, 3. એરે મેમરી"
অ্যারে কম্পিউটার,એરે કમ્પ્યુટર
অ্যারে উপাদান,એરે તત્વ
অ্যারের নাম,એરે નામ
অ্যারে প্রসেসর,એરે પ્રોસેસર
তীর কী,તીર કી
সন্ধি,સંધિ
সংযোগ বিন্দু,જંકશન પોઈન્ટ
কৃত্রিম কম্প্যাকশন,કૃત્રિમ કોમ્પેક્શન
কৃত্রিম নিয়ন্ত্রণ,કૃત્રિમ નિયંત્રણ
কৃত্রিম অনুভূতি,કૃત્રિમ સંવેદના
মাউন্ট,માઉન્ટ
আরোহী সাজানোর,ચડતા સૉર્ટ
ascii বর্ণমালা,ascii મૂળાક્ષરો
ascii নিয়ন্ত্রণ প্রতীক,ascii નિયંત્રણ પ્રતીક
ascii ফাইল,ascii ફાઇલ
ascii ফন্ট,ascii ફોન્ટ
ASCII স্থানান্তর,ASCII ટ્રાન્સફર
আনুমানিক অনুপাত,પાસા ગુણોત્તર
"1. Aspy, 2. এএসপিআই","1. એસ્પી, 2. ASPI"
এ এস আর কালাদ,એ એસ આર કલાડ
"1. স্মরণ, 2. সমাবেশ, 3. জড় করা","1. સ્મરણ, 2. એસેમ્બલિંગ, 3. એસેમ્બલ કરવા માટે"
"1. অ্যাসেম্বলার, 2. অনুস্মারক","1. એસેમ્બલર, 2. રીમાઇન્ડર"
"1. সমাবেশ, 2. স্মরণ","1. એસેમ્બલિંગ, 2. યાદ"
"1. মুখস্থ ভাষা, 2. একত্রিত ভাষা","1. યાદગાર ભાષા, 2. એસેમ્બલીંગ ભાષા"
সংকল্প,નિશ્ચય
"1. নির্দিষ্ট কাজ, 2. বরাদ্দ","1. ઉલ્લેખિત કાર્ય, 2. ફાળવણી"
সাহচর্য,સોબત
সহযোগী ঠিকানা,સહયોગી સરનામું
"1. সহযোগী স্মৃতি, 2. সহযোগী স্মৃতি","1. સહયોગી મેમરી, 2. સહયોગી મેમરી"
তারকাচিহ্ন (* চিহ্ন),ફૂદડી (* ચિહ્ન)
অপ্রতিসম,અસમપ્રમાણ
"1. অ্যাসিঙ্ক্রোনাস, 2. অ্যাসিঙ্ক্রোনাস","1. અસુમેળ, 2. અસુમેળ"
অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL),અસુમેળ ડિજિટલ સબ્સ્ક્રાઇબર લાઇન (ADSL)
অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM),અસિંક્રોનસ ટાઈમ ડિવિઝન મલ્ટિપ્લેક્સિંગ (ATDM)
অ্যাসিঙ্ক্রোনাস স্থানান্তর,અસુમેળ ટ્રાન્સફર
অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম),અસિંક્રોનસ ટ્રાન્સફર મોડ (ATM)
"1. পরমাণু, 2. পরমণ","1. અણુ, 2. પરમાન"
সংযুক্ত নথি,જોડાયેલ દસ્તાવેજ
"1. সংযুক্ত ফাইল/মিসিল, 2. সংযুক্ত ফাইল","1. જોડાયેલ ફાઇલ/મિસિલ, 2. જોડેલી ફાઈલ"
"1. ঘের, 2. সম্বন্ধযুক্ত","1. બિડાણ, 2. સંલગ્ન"
"1. বৈশিষ্ট্য, 2. বিশেষত্ব","1. ગુણધર્મો, 2. વિશેષતા"
শ্রবণযোগ্য,સાંભળી શકાય તેવું
"1. অডিট প্রোগ্রামিং, 2. অডিট প্রোগ্রামিং","1. ઓડિટ પ્રોગ્રામિંગ, 2. ઓડિટ પ્રોગ્રામિંગ"
অ্যাকাউন্ট পরীক্ষা,એકાઉન્ટ વેરિફિકેશન
পদোন্নতি,પ્રમોશન
সার্টিফিকেশন প্রোটোকল,પ્રમાણપત્ર પ્રોટોકોલ
রচনা পদ্ধতি,લેખન પદ્ધતિ
"1. কর্তৃপক্ষ, 2. কর্তৃপক্ষ, 3. ট্রাইব্যুনাল","1. સત્તા, 2. સત્તા, 3. ટ્રિબ્યુનલ"
স্বয়ংক্রিয় বিমূর্ত,સ્વતઃ અમૂર્ત
"1. অটো বুটিং, 2. স্ব বুট","1. ઓટો બુટીંગ, 2. સ્વ બુટ"
অটোক্যাড (একটি কম্পিউটার ভাষা),ઓટોકેડ (કોમ્પ્યુટર ભાષા)
স্বয়ংক্রিয় লগ-অন,ઓટો લોગ-ઓન
স্বয়ংক্রিয়,ઓટોમેટા
স্বয়ংক্রিয় তত্ত্ব,ઓટોમેટા સિદ્ધાંત
স্বয়ংক্রিয় গণনা,આપોઆપ ગણતરી
স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ,સ્વચાલિત ડેટા પ્રોસેસિંગ
স্বয়ংক্রিয় ত্রুটি সংশোধন,આપોઆપ ભૂલ સુધારણા
স্বয়ংক্রিয় ফাংশন,સ્વતઃ કાર્ય
"1. স্বয়ংক্রিয় সূচীকরণ, 2. স্বয়ংক্রিয় তালিকা","1. સ્વચાલિત અનુક્રમણિકા, 2. આપોઆપ યાદી"
স্বয়ংক্রিয় সংগ্রহ কল,સ્વતઃ-સંગ્રહ કૉલ
"1. স্বয়ংক্রিয় প্রোগ্রামিং, 2. স্বয়ংক্রিয় প্রোগ্রামিং","1. ઓટોમેટિક પ્રોગ્રામિંગ, 2. આપોઆપ પ્રોગ્રામિંગ"
"1. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম, 2. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম","1. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ, 2. સ્વચાલિત પુનઃપ્રાપ્તિ કાર્યક્રમ"
স্বয়ংক্রিয় রুটিন,આપોઆપ નિયમિત
স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার,આપોઆપ સિસ્ટમ પુનઃપ્રાપ્તિ
"1. অটোমেটিক টেলার মেশিন (ATM), 2. নিজে তোলার জন্য ব্যাঙ্ক এটিএম","1. ઓટોમેટિક ટેલર મશીન (ATM), 2. સ્વ ઉપાડ માટે બેંક એ.ટી.એમ"
অটোমেশন,ઓટોમેશન
"1. অটোপ্লে, 2. স্বয়ংক্রিয় হাঁটা","1. ઑટોપ્લે, 2. ઓટો વોક"
কণ্ঠস্বর,અવાજ
সহকারী,મદદનીશ
অক্জিলিয়ারী মেমরি,સહાયક મેમરી
অক্জিলিয়ারী স্টোরেজ,સહાયક સંગ્રહ
প্রাপ্তিসাধ্য তালিকা,ઉપલબ્ધ યાદી
উপলব্ধ সময়,ઉપલબ્ધ સમય
গড়,સરેરાશ
AWK (একটি কম্পিউটার কমান্ড),AWK (કોમ્પ્યુટર આદેશ)
পরে,પછી
পোস্ট প্রসেসর,પોસ્ટ પ્રોસેસર
পোস্টেরিয়র ফাংশন মুছে ফেলা,પશ્ચાદવર્તી કાર્ય કાઢી નાખવું
পটভূমি প্রক্রিয়াকরণ,પૃષ્ઠભૂમિ પ્રક્રિયા
আনুষঙ্গিক দোকান,આનુષંગિક સ્ટોર્સ
ব্যাক প্যাচিং,બેક પેચીંગ
"1. পশ্চিম, 2. ব্যাকস্পেস","1. પશ્ચિમ, 2. બેકસ્પેસ"
ব্যাকট্র্যাকিং,બેકટ્રેકિંગ
"1. ব্যাক আপ, 2. প্রতিদান","1. બેક-અપ, 2. વળતર"
"1. পরিপূরক স্মৃতি, 2. ব্যাক আপ মেমরি","1. પૂરક મેમરી, 2. બેકઅપ મેમરી"
পিছনে ত্রুটি সংশোধন,પાછળની ભૂલ સુધારણા
(আয়-ব্যয়) ব্যালেন্স শীট,(આવક-ખર્ચ) બેલેન્સ શીટ
ব্যান্ডেজ,પાટો
"1. ব্যান্ড প্রস্থ, 2. ব্যান্ডউইথ/ক্ষমতা","1. બેન્ડ પહોળાઈ, 2. બેન્ડવિડ્થ/ક્ષમતા"
ব্যাংকারের অ্যালগরিদম,બેંકરનું અલ્ગોરિધમ
"1. বার কোড, 2. বার কোড","1. બાર કોડ, 2. બાર કોડ"
বারকোড স্ক্যানার,બારકોડ સ્કેનર
বার গ্রাফ,બાર ગ્રાફ
ভিত্তি ঠিকানা,આધાર સરનામું
বেস ব্যান্ড,આધાર બેન્ડ
আধার নম্বর,આધાર નંબર
ভিত্তি টেবিল,આધાર ટેબલ
বেসিক (একটি কম্পিউটার ভাষা),મૂળભૂત (કોમ્પ્યુટર ભાષા)
"1. মৌলিক নিয়ন্ত্রণ, 2. ভিত্তি নিয়ন্ত্রণ","1. મૂળભૂત નિયંત્રણ, 2. આધાર નિયંત્રણ"
"1. মূল বিনিয়োগ, 2. ভিত্তি বিনিয়োগ","1. મૂળ રોકાણ, 2. આધાર રોકાણ"
মৌলিক নির্দেশ,મૂળભૂત સૂચના
ভিত্তি সমস্যা,આધાર મુદ્દો
মৌলিক পর্যায়,મૂળભૂત તબક્કો
"1. ব্যাচ, 2। গ্রুপ, 3। বিপর্যয়","1. બેચ, 2. જૂથ, 3. આપત્તિ"
"1. ব্যাচ ফাইল, 2. ব্যাচ ফাইল","1. બેચ ફાઇલ, 2. બેચ ફાઇલ"
ব্যাচ অবস্থা,બેચ સ્થિતિ
"1. ব্যাচ প্রসেসিং, 2. গ্রুপ প্রক্রিয়াকরণ","1. બેચ પ્રોસેસિંગ, 2. જૂથ પ્રક્રિયા"
"1. ব্যাচ সিস্টেম, 2. ক্যাটাপল্ট সিস্টেম","1. બેચ સિસ્ટમ, 2. કૅટપલ્ટ સિસ્ટમ"
বউড,બાઉડ
বড হার,બાઉડ દર
মরীচি মরীচি,બીમ બીમ
"1. নির্দেশিকা, 2. ব্যাচ চিহ্ন","1. માર્ગદર્શિકા, 2. બેચ માર્ક"
দ্বিমুখী যোগাযোগ,દ્વિદિશ સંચાર
সরাসরি লিঙ্ক,સીધી લિંક
বাইনারি কোড,દ્વિસંગી કોડ
বাইনারি সংখ্যা,દ્વિસંગી અંકો
বাইনারি ইনভেস্টমেন্ট আউটপুট সিস্টেম (BIOS),બાઈનરી ઈન્વેસ્ટમેન્ટ આઉટપુટ સિસ્ટમ (BIOS)
বাইনারি সংখ্যা,દ્વિસંગી સંખ્યા
বাইনারি অপারেটর,બાઈનરી ઓપરેટર
বাইনারি সম্পর্ক,દ્વિસંગી સંબંધ
বাইনারি অনুসন্ধান,દ્વિસંગી શોધ
বাইনারি এক্সপ্লোরেশন ট্রি (বিএসটি),બાઈનરી એક્સપ્લોરેશન ટ્રી (BST)
"1. বাইনারি ট্রান্সফার ট্রি, 2. বাইনারি স্থানান্তর","1. બાઈનરી ટ્રાન્સફર ટ્રી, 2. બાઈનરી ટ્રાન્સફર"
বাইনারি গাছ,દ્વિસંગી વૃક્ષ
"1. বাইপোলার মেমরি, 2. বাইপোলার মেমরি","1. બાયપોલર મેમરી, 2. બાયપોલર મેમરી"
"1. জন্ম ও মৃত্যু মডেল, 2. জন্ম মৃত্যু মডেল","1. જન્મ અને મૃત્યુ મોડલ, 2. જન્મ મૃત્યુ મોડેલ"
জন্ম মৃত্যু প্রক্রিয়া,જન્મ મૃત્યુ પ્રક્રિયા
"1. ডুয়েক, 2। বিট","1. ડ્યુક, 2. બીટ"
বিট দোষ,થોડી ખામી
বিট মানচিত্র,બીટ નકશો
"1. বিট, 2। মানচিত্র, 3. পিক্সেল (BMP)","1. બીટ, 2. નકશો, 3. પિક્સેલ (BMP)"
"1. বিট ম্যাট্রিক্স, 2. বিট টেবিল","1. બિટ મેટ્રિક્સ, 2. બીટ ટેબલ"
বিট প্যাটার্ন,બીટ પેટર્ન
বিট অবস্থান,બીટ સ્થિતિ
"1. বিট রেট, 2. বিট হার","1. બીટ રેટ, 2. બીટ દર"
চোখ বেঁধে পরীক্ষা,આંખ પર પટ્ટી પરીક્ષણ
শিমার,ઝબૂકવું
ব্লক,બ્લોક
"1. ব্লক ক্যাশে, 2. ব্লক ক্যাশে / খণ্ড মেমরি","1. બ્લોક કેશ, 2. બ્લોક કેશ/ચંક મેમરી"
ব্লক প্রোব,બ્લોક ચકાસણી
ভলিউম কপি,વોલ્યુમ નકલ
ব্লক ডায়াগ্রাম,રેખાક્રુતિ
"1. ব্লক করা নেটওয়ার্ক, 2. ব্লক করা নেটওয়ার্ক","1. અવરોધિત નેટવર્ક, 2. અવરોધિત નેટવર્ક"
বোর্ড,પાટીયું
পৃষ্ঠা মেমরি,પૃષ્ઠ મેમરી
বুলিয়ান বীজগণিত,બુલિયન બીજગણિત
বুলিয়ান সম্পর্ক,બુલિયન સંબંધ
বুট পার্টিশন,બુટ પાર્ટીશન
বুট strapping,બુટ strapping
1. বুটস্ট্র্যাপ লোডার,1.બૂટસ્ટ્રેપ લોડર
"1.ব্রিজ, 2.ব্রিজ","1.બ્રિજ, 2.બ્રિજ"
ব্রডব্যান্ড নেটওয়ার্ক,બ્રોડબેન્ડ નેટવર્ક
সম্প্রচার,પ્રસારણ
রেডিও সম্প্রচার,પ્રસારણ રેડિયો
(নেট) ভিন্নতা,(ચોખ્ખી) ભિન્નતા
(net) vicar,(ચોખ્ખી) વિકાર
বি-ট্রু,બી-ટ્રુ
"1.বুদবুদ মেমরি, 2.বাবল মেমরি","1.બબલ મેમરી, 2.બબલ મેમરી"
বুদবুদ সাজানোর,બબલ સૉર્ટ
"1.বালতি, 2.বালতি","1.ડોલ, 2.ડોલ"
"1. ভ্রাতৃত্ব ব্যবস্থা, 2. বড় সিস্টেম","1.બંધુત્વ વ્યવસ્થા, 2.મોટી વ્યવસ્થા"
বাজেট কার্যকর নিয়ন্ত্রণ,અસરકારક બજેટ નિયંત્રણ
বাফার,બફર
ঘাটতি,ખામી
যথেষ্ট,પૂરતૂ
"1. অষ্ট ব্যাঙ্ক, 2. বিট (আট বিট)","1. અષ્ટ વ્યંક, 2. બીટ (આઠ બિટ્સ)"
বাইট কোড,બાઈટ કોડ
সি (কম্পিউটার ভাষা),સી (કોમ્પ્યુટર ભાષા)
"1.C প্লাস প্লাস, 2.C++ (কম্পিউটার ভাষা)","1.C પ્લસ પ્લસ, 2.C++ (કોમ્પ્યુટર ભાષા)"
"1.নগদ, 2. দ্রুত, 3. দ্রুত","1.રોકડ, 2. ઝડપી"
"1.ক্যাশ বাফার, 2.মেমরি বাফার","1.કેશ બફર, 2.મેમરી બફર"
"1.ক্যাশ মেমরি, 2.ক্যাশ মেমরি, 3.ফাস্ট মেমরি","1.કેશ મેમરી, 2.કેશ મેમરી, 3.ફાસ્ટ મેમરી"
গণনা,ગણતરી
"1.ক্যালকুলেটর, 2.ক্যালকুলেটর","1.કેલ્ક્યુલેટર, 2.કેલ્ક્યુલેટર"
"1.ক্যালকুলেটর চিপ,2. ক্যালকুলেটর চিপ","1.કેલ્ક્યુલેટર ચિપ, 2. કેલ્ક્યુલેટર ચિપ"
আহ্বান করুন,આહવાન કરો
নাম কল,નામ કૉલ
রেফারেন্স কল,સંદર્ભ કૉલ
সম্মান কল,સન્માન કૉલ
পরিবর্তনশীল কল,ચલ કોલ
আমন্ত্রণ গেট,આમંત્રણ દ્વાર
"1. বাতিল, 2. বাতিল","1. રદ કરો, 2. રદ કરો"
প্রত্যাহার বোতাম,રદબાતલ બટન
"1. নির্ধারিত, 2. ক্যানোনিকাল","1. નિર્ધારિત, 2. કેનોનિકલ"
ক্যানোনিকাল ফর্ম,પ્રમાણભૂત સ્વરૂપ
ক্ষমতা,ક્ષમતા
ক্ষমতা তালিকা,ક્ષમતા યાદી
"1. সক্ষমতা, 2. ধারণ","1. ક્ષમતા, 2. હોલ્ડિંગ"
ক্যাপ লক কী,કેપ્સ લોક કી
"1.কার্ড, 2. শীট","1.કાર્ડ, 2. શીટ"
কার্ড পাঠক,કાર્ડ રીડર
বিশিষ্টতা,પ્રાધાન્ય
বাহক,વાહક
ক্যারিয়ার ব্যান্ড,વાહક બેન્ડ
ক্যারিয়ার লোড,વાહક લોડ
ক্যারিয়ার সংকেত,વાહક સંકેત
ক্যারিয়ার তরঙ্গ,વાહક તરંગ
অর্জন,હાંસલ કર્યું
স্কোর অর্জিত,સ્કોર હાંસલ કર્યો
পতাকা অর্জন,ધ્વજ હાંસલ કર્યો
