Bengali,Gujarati
আইল ট্র্যাকের ক্ষমতা,એઇલ ટ્રેકની ક્ષમતા
ক্যাপ তারের,કેપ કેબલ
কৈশিকতা,કેપિલેરિટી
কৈশিক বিরতি,કેશિલરી વિરામ
কৈশিক প্রবাহ,કેશિલરી પ્રવાહ
কৈশিক আর্দ্রতা বা কৈশিক জল,કેશિલરી ભેજ અથવા કેશિલરી પાણી
কৈশিক ছিদ্র স্থান,કેશિલરી છિદ્ર જગ્યા
কৈশিক ছিদ্র,કેશિલરી છિદ્રાળુતા
কৈশিক স্থান,કેશિલરી જગ્યા
ক্যাপচার বেগ,કેપ્ચર વેગ
কার্বনেশন,કાર્બોનેશન
কার্বন কালো,કાર્બન બ્લેક
কাস্টবল অবাধ্য,કાસ્ટબલ રીફ્રેક્ટરી
কাস্ট-ইন-প্লেস বা কাস্ট-ইন-সিটু,કાસ્ટ-ઇન-પ્લેસ અથવા કાસ્ટ-ઇન-સિટુ
কাস্ট-ইন-প্লেস গাদা,કાસ્ટ-ઇન-પ્લેસ ખૂંટો
ক্যাস্টর,એરંડા
ঢালাই পাথর,કાસ્ટ પથ્થર
প্রভাবক,ઉત્પ્રેરક
ক্যাটেনা,કેટેના
বিড়ালের মুখ,બિલાડીનો ચહેરો
বিড়ালের মাথা,બિલાડીનું માથું
ক্যাটান,કેશન
বিড়াল হাঁটা,કેટ વોક
গহ্বরের ক্ষতি,પોલાણ નુકસાન
সেলাইট,સેલાઇટ
সেলুলার কংক্রিট,સેલ્યુલર કોંક્રિટ
সেলুলার নির্মাণ,સેલ્યુલર બાંધકામ
সিমেন্ট,સિમેન્ટ
"সিমেন্ট, বিটুমিনাস","સિમેન્ટ, બિટ્યુમિનસ"
"সিমেন্ট, উচ্চ শক্তি","સિમેન્ટ, ઉચ્ચ તાકાત"
"সিমেন্ট, জলবাহী","સિમેન્ટ, હાઇડ્રોલિક"
"সিমেন্ট, কম তাপ","સિમેન્ટ, ઓછી ગરમી"
"সিমেন্ট, রাজমিস্ত্রি","સિમેન્ટ, ચણતર"
"সিমেন্ট, প্রাকৃতিক","સિમેન્ટ, કુદરતી"
"সিমেন্ট, পোর্টল্যান্ড","સિમેન્ટ, પોર્ટલેન્ડ"
"সিমেন্ট, পোর্টল্যান্ড ব্লাস্ট ফার্নেস স্ল্যাগ","સિમેન્ટ, પોર્ટલેન્ડ બ્લાસ્ટ ફર્નેસ સ્લેગ"
"সিমেন্ট, পোর্টল্যান্ড পোজোলান","સિમેન્ટ, પોર્ટલેન્ડ પોઝોલન"
"সিমেন্ট, স্ল্যাগ","સિમેન્ટ, સ્લેગ"
"সিমেন্ট, সালফেট প্রতিরোধী","સિમેન્ટ, સલ્ફેટ પ્રતિરોધક"
"সিমেন্ট, সুপার সালফেটেড","સિમેન્ટ, સુપર સલ્ફેટેડ"
"সিমেন্ট, সাদা","સિમેન્ટ, સફેદ"
সিমেন্ট-সমষ্টি অনুপাত,સિમેન્ટ-એગ્રિગેટ રેશિયો
সিমেন্ট সামগ্রী,સિમેન્ટ સામગ્રી
সিমেন্ট জেল,સિમેન્ટ જેલ
সিমেন্টের বন্দুক,સિમેન્ટ બંદૂક
সিমেন্টের ভাটা,સિમેન્ટ ભઠ્ઠી
সিমেন্ট পেইন্ট,સિમેન્ટ પેઇન્ટ
সিমেন্ট প্লাস্টার,સિમેન્ટ પ્લાસ્ટર
সিমেন্ট শিলা,સિમેન્ટ ખડક
সিমেন্ট স্লারি,સિમેન્ટ સ્લરી
সিমেন্ট স্টোরেজ,સિમેન્ટ સંગ્રહ
সিমেন্টেশন প্রক্রিয়া,સિમેન્ટેશન પ્રક્રિયા
কেন্দ্রীভূত করা,સેન્ટરિંગ
সেন্টারিং এবং শাটারিং,સેન્ટરિંગ અને શટરિંગ
কেন্দ্রীয় মিশ্র কংক্রিট,કેન્દ્રીય મિશ્રિત કોંક્રિટ
কেন্দ্রীয় মিশুক,સેન્ટ્રલ મિક્સર
কেন্দ্রাতিগ পাখা,કેન્દ્રત્યાગી ચાહક
চক,ચાક
চেম্ফার,ચેમ્ફર
চেম্ফার ফালা,ચેમ્ફર સ્ટ્રીપ
চ্যানেল বিম,ચેનલ બીમ
চরিত্রগত লোড,લાક્ષણિક લોડ
চারিত্রিক শক্তি,લાક્ષણિકતા શક્તિ
বন্ধ চার্জ,ચાર્જ બંધ
চার্জিং,ચાર્જિંગ
চেক করা হচ্ছে,તપાસવું
রাসায়নিক বন্ধন,કેમિકલ બોન્ડ
চেরনোজেম,ચેર્નોઝેમ
চেস্টনাট মাটি,ચેસ્ટનટ માટી
চিমনি নর্দমা,ચીમની ગટર
চিপ বোর্ড,ચિપ બોર્ડ
চিপিং,ચીપીંગ
চিপস,ચિપ્સ
চুট,ચૂટ
শ্রেণী (কংক্রিটের),વર્ગ (કોંક્રિટનો)
কাদামাটি,માટી
কাদামাটি বিষয়বস্তু,માટી સામગ્રી
মাটির প্যান,માટીની તપેલી
পরিস্কার করা,સાફ કરો
পরিষ্কার কর,સાફ કરો
ক্লিট,ક્લીટ
ক্লিঙ্কার,ક્લિન્કર
ক্লিপ,ક્લિપ
জমাট বাঁধা,કોગ્યુલેશન
মোটা সমষ্টি,બરછટ એકંદર
মোটা দানাদার মাটি,બરછટ દાણાવાળી માટી
কোট,કોટ
কফার বাঁধ,કોફર ડેમ
সংহতি,સંયોગ
কলয়েড,કોલોઇડ
কোলয়েডাল আর্দ্রতা সমতুল্য অনুপাত,કોલોઇડલ ભેજ સમકક્ષ ગુણોત્તર
কলয়েডাল সিস্টেম,કોલોઇડલ સિસ્ટમ
কোলুভিয়াল মাটি,કોલ્યુવિયલ માટી
কলাম,કૉલમ
কম্বড ফিনিস,કોમ્બેડ પૂર્ણાહુતિ
সম্মিলিত পাদদেশ,સંયુક્ત પગ
মিলিত জল,સંયુક્ત પાણી
বৈঠকখানা,સામાન્ય રૂમ
সমাপনী সনদ,પૂર્ણતા પ્રમાણપત્ર
উপাদান বর্গক্ষেত্র,ઘટક ચોરસ
কংক্রিট,કોંક્રિટ
কংক্রিশন,કન્ક્રિશન
একত্রিত হার/সমতল হার,એકીકૃત દર/સપાટ દર
দূষক,દૂષકો
আলকোভ রান্না করা,રસોઇ alcove
মোকাবিলা করা,મુકાબલો
করবেল,કોર્બેલ
কার্নিস,કોર્નિસ
কাপলার,કપલર
"যুগল, দ্বিগুণ","કપલર, ડબલ"
"কাপলার, পুটলগ","કપલર, પુટલોગ"
"কাপলার, সুইভেল","કપલર, સ્વીવેલ"
কোর্স,અભ્યાસક્રમ
র্যান্ডম ধ্বংসস্তূপ রাজমিস্ত্রি কোর্স করা,કોર્સ્ડ રેન્ડમ રોડાં ચણતર
ঢাকা এলাকা,આવરી લેવામાં આવેલ વિસ્તાર
হামাগুড়ি,કમકમાટી
ক্রীপ সহগ,ક્રીપ ગુણાંક
ক্রোটোভাইন,ક્રોટોવાઇન
কাকের পা,કાગડો પગ
চূর্ণবিচূর্ণ গঠন,નાનો ટુકડો બટકું માળખું
প্রতিবন্ধক,કર્બ
কারেন্ট,વર્તમાન
বক্ররেখা প্রতিরোধের,વળાંક પ્રતિકાર
স্যাঁতসেঁতে প্রুফ কোর্স,ભીનાશ પ્રૂફ કોર્સ
সমাপ্তির তারিখ,પૂર્ણ થવાની તારીખ
মৃত লোড,ડેડ લોડ
মরা জল,મૃત પાણી
ডেসিবেল,ડેસિબલ
ডিফ্লোকুলেশন,ડિફ્લોક્યુલેશન
বায়ুচলাচল বা বায়ু স্থান অনুপাত ডিগ্রী,વાયુમિશ્રણ અથવા એર સ્પેસ રેશિયોની ડિગ્રી
সমষ্টির ডিগ্রি,એકત્રીકરણની ડિગ્રી
বিচ্ছুরণ ডিগ্রী,વિખેરવાની ડિગ્રી
স্যাচুরেশন ডিগ্রী,સંતૃપ્તિની ડિગ્રી
ঘনত্ব,ઘનતા
মরুভূমির ফুটপাথ,રણ પેવમેન્ટ
মরুভূমির মাটি,રણની માટી
বিস্তারিত,વિગતો
উন্নয়নের সময়কাল,વિકાસ સમયગાળો
ডি-দিগন্ত,ડી-ક્ષિતિજ
তির্যক বন্ধন,કર્ણ બંધન
ডায়াগ্রাম,ડાયાગ્રામ
ডিজিটাল ডক,ડિજિટલ ડોક
পার্থক্য জলের হার,વિભેદક પાણી દર
পাতলা বায়ুচলাচল,મંદન વેન્ટિલેશન
ডিলুভিয়াম,ડિલુવિયમ
খাবার কক্ষ,ડાઇનિંગ રૂમ
দিকনির্দেশনা পেগ,દિશા ખીંટી
বিচ্ছুরণ,વિક્ષેપ
ডিস্টেম্পার,ડિસ્ટેમ્પર
ডক,ડોક
দরজা,દરવાજો
ডর্মার,ડોર્મર
ডর্মার চেক,ડોર્મર ચેક
ডাবল ফ্লেমিশ বন্ড,ડબલ ફ્લેમિશ બોન્ડ
ডবল লেয়ার,ડબલ લેયર
দোয়েল,ડોવેલ
অঙ্কন বোর্ড,ચિત્ર ફલક
বৈঠকখানা,દીવાનખાનું
প্রবাহ,ડ્રિફ્ટ
শুকনো বাল্বের তাপমাত্রা,શુષ્ક બલ્બ તાપમાન
শুকনো ডক,ડ્રાય ડોક
শুকনো রাবার রাজমিস্ত্রি,સુકા રબર ચણતર
ডাচ বন্ড,ડચ બોન્ડ
বামন প্রাচীর,વામન દિવાલ
বাস ইউনিট,નિવાસ એકમ
ইভ,ઇવ
ইভস নর্দমা,Eaves ગટર
অর্থনৈতিক সম্ভাব্যতা,આર્થિક શક્યતા
এক্টোডাইনামরফিক মাটি,એક્ટોડાયનેમોર્ફિક માટી
এডি,એડી
কার্যকরী আকার,અસરકારક કદ
প্রস্ফুটিত,પુષ્પવૃત્તિ
বর্জ্য,એફ્લુઅન્ટ
উচ্চতা,એલિવેશન
ইলুভিয়েশন,એલુવિએશન
এলুভিয়াম,એલ્યુવિયમ
এন্ডোডাইনামরফিক মাটি,એન્ડોડાયનેમોર્ફિક માટી
ইঞ্জিনিয়ারিং সম্ভাব্যতা,એન્જિનિયરિંગની શક્યતા
ইংরেজি বন্ড,અંગ્રેજી બોન્ડ
ইংরেজি বাগান প্রাচীর বন্ধন,અંગ્રેજી ગાર્ડન વોલ બોન્ડ
"EPM (প্রতি মিলিয়নের সমতুল্য),&quot;","EPM (મિલિયન દીઠ સમકક્ષ),&quot;"
সমান ওজন,સમકક્ષ વજન
অর্গ,અર્ગ
বিনিময়যোগ্য,વિનિમયક્ષમ
বিনিময়যোগ্য অম্লতা,વિનિમયક્ષમ એસિડિટી
বিনিময়যোগ্য সোডিয়াম শতাংশ (ESP),વિનિમયક્ષમ સોડિયમ ટકાવારી (ESP)
ই এস পি,ઇ.એસ.પી.
এক্সচেঞ্জ অ্যাসিডিটি,એક્સચેન્જ એસિડિટી
এক্সচেঞ্জ কমপ্লেক্স,વિનિમય સંકુલ
নিষ্কাশন,એક્ઝોસ્ટ
উন্মুক্ত ফিনিস,ખુલ્લી પૂર્ણાહુતિ
আই,આંખ
ভুরু,આંખ ભ્રમર
সম্মুখ,સામનો કરવો
বন্ড সম্মুখীন,બોન્ડનો સામનો કરવો
নিরাপত্তার ফ্যাক্টর,સલામતીનું પરિબળ
পতন,પડવું
ফেসিয়া,ફેસિયા
ফেসিয়া বোর্ড,ફેસિયા બોર્ડ
দোষ,દોષ
মাঠের আর্দ্রতা,ક્ષેત્રની ભેજ
চূড়ান্ত আর্দ্রতা সমতুল্য,અંતિમ ભેજ સમકક્ષ
ফিলেট (মর্টার),ફિલેટ (મોર્ટારનું)
চূড়ান্ত,અંતિમ
চূড়ান্ত পরিমাপ,અંતિમ માપન
চূড়ান্ত অর্থপ্রদান,અંતિમ ચુકવણીq
চূড়ান্ত প্রাক চাপ,અંતિમ પૂર્વ તણાવ
চূড়ান্ত উত্তেজনা,અંતિમ તાણ
আর্থিক সম্ভাব্যতা,નાણાકીય શક્યતા
সূক্ষ্ম সমষ্টি,ફાઇન એકંદર
ফিসার্ড শিলা,ફિસર્ડ ખડક
পতাকা পাথর,ધ્વજ પથ્થર
ফ্লেমিশ বন্ড,ફ્લેમિશ બોન્ડ
ঝলকানি,ફ્લેશિંગ
চটকদার স্রোত,ચમકદાર પ્રવાહ
সমতল ছাদ,સપાટ છત
ফ্লেচে,ફ્લેચે
ফ্লেমিশ গার্ডেন ওয়াল বন্ড,ફ્લેમિશ ગાર્ડન વોલ બોન્ડ
চকমকি,ચકમક
চকমকি দেয়াল,ફ્લિન્ટ દિવાલ
ভাসমান মেঝে,ફ્લોટિંગ ફ્લોર
ফ্লোকুলেশন,ફ્લોક્યુલેશન
ফ্লোকুলেশন সীমা,ફ્લોક્યુલેશન મર્યાદા
ফ্লোকুলেশন অনুপাত,ફ્લોક્યુલેશન રેશિયો
ফ্লোকুলস,ફ્લોક્યુલ્સ
মেঝে,ફ્લોર
মেঝে সিল,ફ્લોર સીલ
প্রবাহ,પ્રવાહ
ওঠানামা,વધઘટ
ফুটিং,ફૂટિંગ
ফাউন্ডেশন,ફાઉન્ડેશન
ফ্রি ফল ব্যারো টপিং মিক্সার,ફ્રી ફોલ બેરો ટોપિંગ મિક્સર
ফ্রি ফল মিক্সার (ড্রাম টাইপ),ફ્રી ફોલ મિક્સર (ડ્રમ પ્રકાર)
বিনামূল্যে পাথর,મફત પથ્થર
ফ্রেশেট,ફ્રેશેટ
ঘর্ষণ গাদা,ઘર્ષણ ખૂંટો
ব্যাঙ,દેડકા
গ্যাবল,ગેબલ
গ্যাবলেট,ગેબલેટ
গ্যাম্বেলের ছাদ,ગેમ્બ્રેલ છત
গেজ,ગેજ
পরিমাপক বিভাগ,માપન વિભાગ
গেজিং স্টেশন,ગેજિંગ સ્ટેશન
সাধারণ অবস্থান পরিকল্পনা,સામાન્ય સ્થાન યોજના
সাধারণ বায়ুচলাচল,સામાન્ય વેન્ટિલેશન
G দিগন্ত বা gley দিগন্ত,G ક્ષિતિજ અથવા gley ક્ષિતિજ
হিমবাহ পর্যন্ত,સુધી હિમનદી
জিনিস,જીનીસ
গুডস ইয়ার্ড,માલ યાર્ડ
গ্রেডিয়েন্ট প্রতিরোধ,ઢાળ પ્રતિકાર
গ্রানাইট,ગ્રેનાઈટ
দানাদার গঠন,દાણાદાર માળખું
দানাদার,દાણાદાર
কণিকা,ગ્રાન્યુલ
মহাকর্ষীয় জল মুক্ত জল,ગુરુત્વાકર્ષણ મુક્ત પાણી
গ্র্যাভিটেশনাল ইয়ার্ড,ગુરુત્વાકર્ષણ યાર્ડ
মহান মাটি গ্রুপ,ગ્રેટ માટી જૂથ
গ্রিলেজ ফাউন্ডেশন,ગ્રિલેજ ફાઉન્ડેશન
স্থল হাত ছাঁচনির্মাণ,ગ્રાઉન્ડ હેન્ડ મોલ્ડિંગ
দলবদ্ধ ডক,જૂથબદ્ધ ડોક
গ্রুপ হাউজিং,ગ્રુપ હાઉસિંગ
অতিথি কক্ষ,અતિથિ ખંડ
নর্দমা,ગટર
নর্দমা বহনকারী,ગટર ધારક
গটার চেক,ગટર ચેક
হাতুড়ি ড্রেসিং,હેમર ડ્રેસિંગ
হারবার,હાર્બર
আশ্রয়ের পোতাশ্রয়,આશ્રય બંદર
শক্ত প্যান,સખત તપેલી
হেডার,હેડર
হেডার বন্ড,હેડર બોન્ડ
হেডার কোর্স,હેડર કોર્સ
হেড গেটের গঠন,હેડ ગેટ સ્ટ્રક્ચર
খালের প্রধান,કેનાલના વડા
হেড রেগুলেটর,હેડ રેગ્યુલેટર
হেরিং হাড়ের বন্ধন,હેરિંગ બોન બોન્ડ
হার্টিং,હાર્ટીંગ
ভিজানোর তাপ,ભીનાશની ગરમી
উচ্চ অ্যালুমিনা সিমেন্ট,ઉચ્ચ એલ્યુમિના સિમેન્ટ
নিতম্ব,હિપ
হিপ ক্যাপিং,હિપ કેપિંગ
নিতম্বের শেষ,હિપ્ડ એન્ડ
ঘোমটা,હૂડ
হুড ছাঁচনির্মাণ,હૂડ મોલ્ડિંગ
হুকের আইন,હૂકનો કાયદો
হুপ লোহা,હૂપ આયર્ન
দিগন্ত,ક્ષિતિજ
আর্দ্রতা,ભેજીકરણ
"আর্দ্রতা, পরম","ભેજ, સંપૂર્ણ"
"আর্দ্রতা, আপেক্ষিক","ભેજ, સંબંધિત"
হাম্প ইয়ার্ড,હમ્પ યાર્ડ
জলবাহী চাপ,હાઇડ્રોલિક દબાણ
হাইড্রেশন,હાઇડ્રેશન
হাইড্রোলাইসিস,હાઇડ્રોલિસિસ
হাইড্রোলাইটিক অ্যাসিডিটি,હાઇડ્રોલિટીક એસિડિટી
হাইড্রোমরফিক মাটি,હાઇડ્રોમોર્ફિક માટી
হাইড্রোফিলিক কলয়েড,હાઇડ્રોફિલિક કોલોઇડ
হাইড্রোফোবিক কলয়েড,હાઇડ્રોફોબિક કોલોઇડ
হাইড্রোস্ট্যাটিক চাপ অনুপাত,હાઇડ્રોસ્ટેટિક દબાણ ગુણોત્તર
হাইগ্রোস্ক্যাপটিক সহগ,હાઇગ્રોસ્કેપ્ટિક ગુણાંક
হাইগ্রোস্কোপিক আর্দ্রতা,હાઇગ્રોસ્કોપિક ભેજ
হাইড্রোস্কোপিসিটি,હાઇડ્રોસ્કોપીસીટી
হাইগ্রোস্কোপিক আর্দ্রতা,હાઇગ્રોસ્કોપિક ભેજ
হাইপারবারিক চেম্বার,હાયપરબેરિક ચેમ્બર
হাইপারস্ট্যাটিক ফ্রেম,હાઇપરસ્ટેટિક ફ્રેમ
হাইপসোমিটার,હાઇપ્સોમીટર
আলোকসজ্জা,રોશની
ইমবিবেশন আর্দ্রতা,એમ્બિબેશન ભેજ
অপরিণত মাটি,અપરિપક્વ માટી
জব্দ ডক,જપ્ત કરાયેલ ડોક
ভূমি রাজস্ব বৃদ্ধি,જમીનની આવકમાં વધારો
স্বাধীন ভারা,સ્વતંત્ર પાલખ
নিমজ্জিত,ઈન્ડ્યુરેટેડ
প্রাথমিক prestress,પ્રારંભિક prestress
প্রাথমিক উত্তেজনা,પ્રારંભિક તણાવ
অভ্যন্তরীণ জলপথ বন্দর,આંતરદેશીય જળમાર્ગ બંદર
অন্তরক বোর্ড,ઇન્સ્યુલેટીંગ બોર્ડ
মধ্যবর্তী বন্দর,મધ્યવર્તી બંદર
অভ্যন্তরীণ ঘর্ষণ,આંતરિક ઘર્ષણ
ইন্ট্রাজোনাল মাটি,ઇન્ટ્રાઝોનલ માટી
অয়ন,આયન
আয়ন বিনিময়,આયન વિનિમય
লোহার প্যান,લોખંડની તપેલી
সেচ সম্পন্ন ভূমি,સિંચાઈવાળી જમીન
সেচ,સિંચાઈ
সেচ সেস,સિંચાઈ ઉપકર
জাম্ব,જાંબ
জগল,જોગલ
জগল পিন,જોગલ પિન
জুল,જૌલ
জাম্পার,જમ્પર
কিলোগ্রাম,કિલોગ્રામ
কিলোগ্রাম বল,કિલોગ્રામ બળ
কিলোগ্রাম ফোর্স মিটার,કિલોગ્રામ ફોર્સ મીટર
কিলোওয়াট ঘন্টা,કિલોવોટ કલાક
রাজা বন্ধ,રાજા બંધ
রান্নাঘর,રસોડું
জরিযুক্ত কলাম,લેસ્ડ કૉલમ
ল্যাগিং,લેગીંગ
ল্যামেলা মূল,લેમેલા મૂળ
লেমিনার প্রবাহ,લેમિનર પ્રવાહ
বাতির গর্ত,દીવો છિદ્ર
ভূ - বিস্তৃতি,જમીન સંવર્ધન
ল্যান্ড স্লাইডিং,લેન્ડ સ્લાઇડિંગ
ল্যাটেরাইট,લેટેરાઇટ
ল্যাটেরাইট মাটি,લેટેરાઇટ માટી
