Odiya,Gujarati
ପ୍ରଶସ୍ତିକରଣ ମୋଡ୍ୟୁଲେସନ,કંપનવિસ્તાર મોડ્યુલેશન
ପ୍ରଶସ୍ତିକରଣ ମଡ୍ୟୁଲେଟର,કંપનવિસ્તાર મોડ્યુલેટર
ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |,એંગસ્ટ્રોમ એકમ
ଆନାଗଲ୍ ସର୍କିଟ୍ |,એનાલોગ સર્કિટ
ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |,એનાલોગ કમ્પ્યુટર
ଆନାଲଗ୍ ଫିଲ୍ଟର୍ |,એનાલોગ ફિલ્ટર
ଆନାଗଲ୍ ମଲ୍ଟିମିଟର |,એનાલોગ મલ્ટિમીટર
ଆନାଗଲ୍ ସୁଇଚ୍ |,એનાલોગ સ્વીચ
ଏବଂ ଫାଟକ |,અને દરવાજો
କୋଣ ଅନୁକୋଣ,કોણીય આવર્તન
"ଆୟନ, ଆୟନ","anion, anion"
ଆନ୍ନାଲିଙ୍ଗ୍ ତାପମାତ୍ରା |,એનિલિંગ તાપમાન
anode,એનોડ
ଆନାଡ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,એનોડ એમ્પ્લીફાયર
anodyne,anodyne
ଆଣ୍ଟେନା |,એન્ટેના
ଆଣ୍ଟେନା ଉପାଦାନ |,એન્ટેના ઘટક
ଆଣ୍ଟି-ପ୍ରତିଫଳିତ ଆବରଣ |,વિરોધી પ્રતિબિંબીત કોટિંગ
ଆଣ୍ଟିଲୋଜିନ ଏମ୍ପ୍ଲିଫାୟର୍ |,એન્ટિલોગિન એમ્પ્લીફાયર
ଆଣ୍ଟିରେସୋନାଣ୍ଟ ସର୍କିଟ |,પ્રતિરોધક સર્કિટ
ଦ୍ୱାରକ ଅବଧି |,દ્વારક સમયગાળો
ଭର୍ଚୁଆଲ୍ ଶକ୍ତି |,વર્ચ્યુઅલ પાવર
ତାର ସଂଯୋଗ,વાયર કનેક્શન
ଆନୁମାନିକ ଭୋଲଟେଜ୍ ଲାଭ |,અંદાજિત વોલ્ટેજ ગેઇન
ବାହୁବଳୀ ମଡ୍ୟୁଲେଟର,આર્મસ્ટ્રોંગ મોડ્યુલેટર
ଆଣ୍ଟେନା ଆରେ |,એન્ટેના એરે
"ଆକାର ଅନୁପାତ, ଆସପେକ୍ଟ ଅନୁପାତ |","કદ ગુણોત્તર, પાસા ગુણોત્તર"
ଭାସମାନ ସର୍କିଟ (ମାଗଣା ଅପରେଟିଂ ସର୍କିଟ),ફ્લોટિંગ સર્કિટ (ફ્રી ઓપરેટિંગ સર્કિટ)
ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |,સ્વચાલિત મલ્ટિવાઇબ્રેટર
ଭାସମାନ ମଲ୍ଟିଭାଇବ୍ରେଟର |,ફ્લોટિંગ મલ્ટિવાઇબ્રેટર
ଅସୀମିତ ଜଙ୍କସନ,અસમપ્રમાણ જંકશન
ଅସନ୍ତୁଳିତ କାଲକୁଲେଟର |,અસુમેળ કેલ્ક્યુલેટર
ପରମାଣୁ,પરમાણુ
ପରମାଣୁ ସଂଖ୍ୟା,અણુ સંખ્યા
ପରମାଣୁ ଗଠନ,અણુ માળખું
ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |,ઓડિયો એમ્પ્લીફાયર
ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |,ઓડિયો એમ્પ્લીફાયર
ଅଡିଓ କ୍ୟାସେଟ୍ |,ઓડિયો કેસેટ
ଅଡିଓ ସର୍କିଟ |,ઓડિયો સર્કિટ
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି |,સાંભળી શકાય તેવી આવર્તન
ସ୍ୱୟଂଚାଳିତ ଭୋଲଟେଜ୍ ନିୟନ୍ତ୍ରଣ |,આપોઆપ વોલ્ટેજ નિયંત્રણ
ବାଘ,હિમપ્રપાત
ହାରାହାରି ଡିଟେକ୍ଟର |,સરેરાશ ડિટેક્ટર
ଅକ୍ଷୀୟ ମୋଡ୍ |,અક્ષીય મોડ
ଅକ୍ଷୀୟ ଅନୁପାତ |,અક્ષીય ગુણોત્તર
ଆଣ୍ଟେନା |,એન્ટેના
ପଛକୁ ଇଲେକ୍ଟ୍ରୋମୋଟିଭ୍ ଫୋର୍ସ |,પાછળનું ઇલેક્ટ્રોમોટિવ બળ
ପଛ କ୍ଷେତ୍ର,પાછળનો વિસ્તાર
ପଛ ବିଛାଇବା |,પાછા સ્કેટર
ପୃଷ୍ଠଭୂମି ଚାର୍ଜ |,પૃષ્ઠભૂમિ ચાર્જ
ପାର୍ଶ୍ୱ ଶବ୍ଦ |,બાજુનો અવાજ
ପ୍ରତ୍ୟାବର୍ତ୍ତନ,પ્રત્યાગમન
ପରବର୍ତ୍ତୀ ବିକିରଣ |,પશ્ચાદવર્તી ઇરેડિયેશન
ପଛୁଆ ଡାୟୋଡ୍ / ପଛୁଆ ଡାୟୋଡ୍ |,બેકવર્ડ ડાયોડ / બેકવર્ડ ડાયોડ
ପଛୁଆ ତରଙ୍ଗ ଓସିଲେଟର |,બેકવર્ડ વેવ ઓસિલેટર
"ବାଧା, ବାଧା","અવરોધ, અવરોધ"
ବାଧା,અવરોધ
ସନ୍ତୁଳିତ ସେତୁ |,સંતુલિત પુલ
ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର,સંતુલિત મોડ્યુલેટર
ସନ୍ତୁଳିତ ମଡ୍ୟୁଲେଟର,સંતુલિત મોડ્યુલેટર
ସନ୍ତୁଳିତ ସର୍କିଟ |,સંતુલિત સર્કિટ
ସନ୍ତୁଳିତ ଗ୍ରେଡିଏଣ୍ଟ ଡିଟେକ୍ଟର |,સંતુલિત ઢાળ ડિટેક્ટર
ସାମ୍ପ୍ରତିକ ଷ୍ଟାବିଲାଇଜର୍ ପ୍ରତିରୋଧ |,વર્તમાન સ્ટેબિલાઇઝર પ્રતિકાર
ବୋଲୋମିଟର |,બોલોમીટર
ବୋଲୋମିଟର ବ୍ରିଜ୍ |,બોલોમીટર પુલ
ବେଲୁନ୍ |,બલૂન
ବାନା ଜ୍ୟାକ୍ |,બનાના જેક
ବାନା ପ୍ଲଗ୍ |,બનાના પ્લગ
"ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡେଜ୍ |","બેન્ડ, પાટો"
ବ୍ୟାଣ୍ଡ ଡ୍ରାଇଭର |,બેન્ડ ડ્રાઈવર
ବ୍ୟାଣ୍ଡ ଶକ୍ତି,બેન્ડ ઊર્જા
ବ୍ୟାଣ୍ଡ ଫାଙ୍କ |,બેન્ડ ગેપ
ବ୍ୟାଡପାର୍କ ଏମ୍ପ୍ଲିଫାୟର୍ |,બેડપાર્ક એમ્પ્લીફાયર
ବ୍ୟାଣ୍ଡ ପାସ୍ ଫିଲ୍ଟର୍ |,બેન્ડ પાસ ફિલ્ટર
ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |,બાઉડ રેટ જનરેટર
ବ୍ୟାଣ୍ଡଡିସପର୍ସନ |,banddispersion
ବ୍ୟାଣ୍ଡ ପ୍ରତିରୋଧକ |,બેન્ડ રેઝિસ્ટર
ବ୍ୟାଣ୍ଡ ବ୍ରେକର୍ ଫିଲ୍ଟର୍ |,બેન્ડ બ્રેકર ફિલ્ટર
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର,બેન્ડ વિસ્તરણ
ବ୍ୟାଣ୍ଡ ରିମୁଭର୍ ଫିଲ୍ଟର୍ |,બેન્ડ રીમુવર ફિલ્ટર
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଡିଫ୍ଲେକ୍ସନ୍ ମଲ୍ଟିପ୍ଲାଏର୍ |,બેન્ડ વિસ્તરણ ડિફ્લેક્શન ગુણક
ବ୍ୟାଣ୍ଡ ବିସ୍ତାର ଦୂରତା ଗୁଣକର୍ତ୍ତା |,બેન્ડ એક્સ્ટેંશન અંતર ગુણક
"ବିମ୍ କ୍ୟାପେସିଟର, ବ୍ୟାଙ୍କ କ୍ୟାପେସିଟର |","બીમ કેપેસિટર, બેંક કેપેસિટર"
"ବାର୍କର୍ କୋଡ୍, ବାର୍କର୍ କୋଡ୍ |","બાર્કર કોડ, બાર્કર કોડ"
ବାରଭାଉଗେନ୍ ମାନଦଣ୍ଡ |,barravaugen માપદંડ
ବ୍ୟାରେଟର୍,બેરેટર
ପ୍ରତିବନ୍ଧକ |,અવરોધ
ଇନସୁଲେଟିଂ କ୍ୟାପେସିଟର୍ |,ઇન્સ્યુલેટીંગ કેપેસિટર
ପ୍ରତିବନ୍ଧକ ଶକ୍ତି |,અવરોધ ઊર્જા
ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |,રેઝિસ્ટર વોલ્ટેજ
ବାର୍ଟଲେଟ୍ ୱିଣ୍ଡୋ |,બાર્ટલેટ વિન્ડો
"ଆଧାର, ଆଧାର","આધાર, આધાર"
ବେସ୍ ବ୍ୟାଣ୍ଡ |,આધાર બેન્ડ
ବେସ୍ ବ୍ୟାଣ୍ଡ ଟ୍ରାନ୍ସମିସନ୍ |,બેઝ બેન્ડ ટ્રાન્સમિશન
ଆଧାର ଚାର୍ଜ |,બેઝ ચાર્જ
ମୂଳ କରେଣ୍ଟ୍ |,આધાર પ્રવાહ
ମୂଳ ସାମ୍ପ୍ରତିକ ଉତ୍ସ |,આધાર વર્તમાન સ્ત્રોત
ମୂଳ କାଟିବା |,આધાર ઉતારવું
ଆଧାର ମଦନ,આધાર મદન
ବେସ୍ ଏମିଟର ଫିଡ୍ |,આધાર ઉત્સર્જક ફીડ
ବେସ୍ ଏମିଟର ଜଙ୍କସନ |,આધાર ઉત્સર્જક જંકશન
ମୂଳ ଇଞ୍ଜେକ୍ସନ୍ |,બેઝ ઈન્જેક્શન
ଭୂମି ରେଖା,જમીન રેખા
ମୂଳ ପ୍ରତିରୋଧ |,આધાર પ્રતિકાર
ମୂଳ ଉତ୍ସ |,આધાર સ્ત્રોત
ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |,આધાર વિસ્તરણ પ્રતિકાર
ଆଧାର ବିସ୍ତାର ପ୍ରତିରୋଧ |,આધાર વિસ્તરણ પ્રતિકાર
ମୂଳ ଘନତା |,આધાર જાડાઈ
ଆଧାର ପ୍ରବେଶ,બેઝ એક્સેસ
"ବେସ୍ ଓସାର ମଡ୍ୟୁଲେସନ୍, ବେସ୍ ବିସ୍ତାର ମଡ୍ୟୁଲେସନ୍ |","આધાર પહોળાઈ મોડ્યુલેશન, આધાર વિસ્તરણ મોડ્યુલેશન"
ଆଧାର ସଂଗ୍ରହକାରୀ ଚୁକ୍ତି |,આધાર કલેક્ટર સંધિ
ଗନ୍ଧ,ગંધ
ବାସ୍ ଫ୍ରିକ୍ୱେନ୍ସି |,બાસ આવર્તન
ବ୍ୟାଟେରୀ,બેટરી
baud,બાઉડ
ବାଉଡ୍ ହାର,બાઉડ દર
ବାଉଡ୍ ରେଟ୍ ଜେନେରେଟର |,બાઉડ રેટ જનરેટર
ବୋଡୋ କୋଡ୍ |,બોડો કોડ
"ସଙ୍କେତ, ବିକନ୍ |","સંકેત, દીવાદાંડી"
"ମାଣିକା, ବିଡ୍ |","મણિકા, બીડ"
ମାଣିକ କ୍ୟାପେସିଟର୍ |,મેનિક કેપેસિટર
ମାଣିକାର୍ଟାପି ପ୍ରତିରୋଧକ |,મણિકર્તાપિ પ્રતિરોધકો
"ବିମ୍ ଆଣ୍ଟେନା, ବିମ୍ ଆଣ୍ଟେନା |","બીમ એન્ટેના, બીમ એન્ટેના"
ବିମ୍ ଡିଟେକ୍ଟର୍ |,બીમ ડિટેક્ટર
ବିମ୍ ପାୱାର୍ ହୋସ୍ |,બીમ પાવર નળી
ବିମ୍ ସୁଇଚ୍ ନୋଜଲ୍ |,બીમ સ્વિચિંગ નોઝલ
ବିମ୍ ବିସ୍ତାର,બીમ વિસ્તરણ
ଫ୍ରିକ୍ୱେନ୍ସି,હરાવ્યું આવર્તન
ବିଟ୍-ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |,બીટ-ફ્રિકવન્સી ઓસિલેટર
ନାଡ ଓସିଲେଟର |,પલ્સ ઓસિલેટર
ବେଲ୍ |,બેલ
ନମ୍ର କ୍ଷତି |,બેન્ડિંગ નુકશાન
ବେସେଲ୍ ଫିଲ୍ଟର୍ |,બેસેલ ફિલ્ટર
ବିଟା |,બેટા
b-h ବକ୍ର,b-h વળાંક
"ପକ୍ଷପାତ, ପକ୍ଷପାତ |","પૂર્વગ્રહ, પૂર્વગ્રહ"
ପକ୍ଷପାତ କରେଣ୍ଟ |,પૂર્વગ્રહ વર્તમાન
ପକ୍ଷପାତ ପ୍ରତିରୋଧ |,પૂર્વગ્રહ પ્રતિકાર
ଡବଲ୍ ଆଣ୍ଟେନା |,ડબલ એન્ટેના
ଦ୍ୱି-ଦିଗୀୟ ଲୋଡ୍ କରେଣ୍ଟ୍ |,દ્વિપક્ષીય લોડ વર્તમાન
ଦ୍ୱି-ଦିଗୀୟ ଆଣ୍ଟେନା |,દ્વિદિશ એન્ટેના
ଦ୍ୱି-ଦିଗୀୟ ଆଲୋକ ନିର୍ଗତ ଡାୟୋଡ୍ |,દ્વિદિશ પ્રકાશ ઉત્સર્જક ડાયોડ
ଦ୍ୱି-ଦିଗୀୟ ଥିରିଷ୍ଟର |,દ્વિપક્ષીય થાઇરિસ્ટર
bi FET ଟେକ୍ନୋଲୋଜି |,bi FET ટેકનોલોજી
ବି ପଏଣ୍ଟ ଟ୍ରାନ୍ସଫର୍ମର |,બાય પોઇન્ટ ટ્રાન્સફોર્મર
ଡବଲ୍ ଫ୍ୟୁଜନ୍ |,ડબલ ફ્યુઝન
ଦ୍ୱିପାକ୍ଷିକ ସର୍କିଟ |,દ્વિપક્ષીય સર્કિટ
ବାଇନାରୀ,દ્વિસંગી
ବାଇନାରୀ ରାଶି,દ્વિસંગી રકમ
ବାଇନାରୀ ସର୍କିଟ |,દ્વિસંગી સર્કિટ
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |,દ્વિસંગી કોડેડ દશાંશ
ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ ସିଷ୍ଟମ୍ |,દ્વિસંગી કોડેડ દશાંશ સિસ્ટમ
ବାଇନାରୀ ଡିପୋଲ୍ କ୍ୟାପେସିଟର୍ |,દ્વિસંગી દ્વિધ્રુવ કેપેસિટર
ବାଇନାରୀ କାଲକୁଲେଟର,દ્વિસંગી કેલ્ક્યુલેટર
ବାଇନାରୀ କାଲକୁଲେଟର,દ્વિસંગી કેલ્ક્યુલેટર
ବାଇନାରୀ ଡିକୋଡର୍ |,દ્વિસંગી ડીકોડર
ବାଇନାରୀ ସିଡ଼ି |,દ્વિસંગી નિસરણી
ବାଇନାରୀ ପାଥୋମିଟର |,બાઈનરી પેથોમીટર
ବାଇନାରୀ ଅବସ୍ଥା |,દ્વિસંગી સ્થિતિ
ବାଇନାରୀ-ଦଶମିକ ଡିକୋଡର୍ |,દ્વિસંગી-દશાંશ ડીકોડર
ବାଇନାରୀ ଲୋଡ୍ |,બાઈનરી લોડ
ବାଇନାରୀ ଶବ୍ଦ |,દ્વિસંગી શબ્દો
ଦ୍ୱିପାକ୍ଷିକ,દ્વિધ્રુવી
ଦ୍ୱିପାକ୍ଷିକ କ୍ୟାପେସିଟର୍ |,બાયપોલર કેપેસિટર
ଦ୍ୱିପାକ୍ଷିକ ଉପକରଣ |,દ્વિધ્રુવી ઉપકરણ
ଦ୍ୱିପାକ୍ଷିକ ଉତ୍ସ |,દ્વિધ્રુવી સ્ત્રોત
ଦ୍ୱିପାକ୍ଷିକ ଟ୍ରାନଜିଷ୍ଟର |,બાયપોલર ટ્રાંઝિસ્ટર
ଦ୍ୱିପାକ୍ଷିକ ଜଙ୍କସନ୍ ଟ୍ରାନଜିଷ୍ଟର |,બાયપોલર જંકશન ટ્રાંઝિસ્ટર
ଚତୁର୍ଭୁଜ ଫିଲ୍ଟର୍ |,ચતુર્ભુજ ફિલ્ટર
ଡବଲ୍ ପୋଜିସନ୍ |,ડબલ સ્થિતિ
ଦୁଇ ପର୍ଯ୍ୟାୟ ମଲ୍ଟିଭାଇବ୍ରେଟର |,બે તબક્કાનું મલ્ટિવાઇબ્રેટર
ଦ୍ୱି-ଦିଗୀୟ ରିଲେ |,દ્વિપક્ષીય રિલે
ଦୁଇ ପର୍ଯ୍ୟାୟ ଅବସ୍ଥା |,બે તબક્કાની સ્થિતિ
ଦୁଇ-ଅବସ୍ଥାନ ଟ୍ରିଗର |,બે-સ્થિતિ ટ્રિગર
ବିଟ୍ ତ୍ରୁଟି |,બીટ ભૂલ
ବିଟ୍ ତ୍ରୁଟି ହାର,બીટ ભૂલ દર
ବିଟ୍ ତ୍ରୁଟି |,બીટ ભૂલ
ବିଟ୍କାଲ୍ ତ୍ରୁଟି |,બિટકલ ભૂલ
ଅନ୍ଧ ବାକ୍ସ,અંધ બોક્સ
ଘନୀଭୂତ ନାଡ |,કન્ડેન્સ્ડ પલ્સ
ସଚିବ,સચિવ
ଗୁପ୍ତ ପ୍ରତିବନ୍ଧକ |,સ્ત્રાવ અવરોધક
ଅନ୍ଧତା,અંધત્વ
ବିଭାଗ ଚିତ୍ର,સેગમેન્ટ ડાયાગ્રામ
ପ୍ରତିବନ୍ଧକକୁ ଅବରୋଧ କରିବା |,અવરોધક અવરોધ
ଖଣ୍ଡ ସ୍ଥାନାନ୍ତର |,ટુકડો ટ્રાન્સફર
ବାଧା,ઇન્ટરસેપ્ટ
ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |,રેઝિસ્ટર કેપેસિટર
ପ୍ରତିରୋଧକ କ୍ୟାପେସିଟର |,રેઝિસ્ટર કેપેસિટર
ଓସିଲେଟରକୁ ଅବରୋଧ କରିବା |,રેઝિસ્ટર ઓસિલેટર
ପ୍ରତିରୋଧକ ଓସିଲେଟର |,અવરોધિત ઓસિલેટર
ପ୍ରତିରୋଧକ ଭୋଲଟେଜ୍ |,રેઝિસ્ટર વોલ્ટેજ
ବ୍ଲୋଅର୍ |,બ્લોઅર
ବୋଡ ଚିତ୍ର,બોડ ડાયાગ્રામ
voltzmann ସମ୍ପର୍କ,વોલ્ટ્ઝમેન સંબંધ
voltzmann ସ୍ଥିର |,વોલ્ટ્ઝમેન સતત
ବନ୍ଧନ,બોન્ડ
ବନ୍ଧା ହୋଇଥିବା ଷ୍ଟ୍ରେନ୍ ଗେଜ୍ |,બંધાયેલ તાણ ગેજ
ସ୍ୱୟଂ ଚାଳିତ ଏମ୍ପ୍ଲିଫାୟର୍ |,સ્વ-સહાયક એમ્પ્લીફાયર
ବୁଲିଅନ୍ ବୀଜ ବିବେଚନା |,બુલિયન બીજગણિત
ବୁଲିଅନ୍ ସମୀକରଣ |,બુલિયન સમીકરણ
ବୁଟ୍ ଷ୍ଟ୍ରାପନ୍ |,બુટ Strapon
ବୁଥ୍ ର ଆଲଗୋରିଦମ |,બૂથનું અલ્ગોરિધમ
ବୁଟ୍ ଷ୍ଟ୍ରାପ୍ ପ୍ରିଜିମ୍ ସର୍କିଟ୍ |,બુટસ્ટ્રેપ પ્રિઝમ સર્કિટ
ବସ୍କଟ୍ ନିୟମ |,bosscutts નિયમ
ବୋଷ-ଚ owd ଧୁରୀ ହକେନହମ୍ (BCH) କୋଡ୍ |,બોઝ-ચૌધરી હોકેનહામ (BCH) કોડ
"ଡେଇଁବା, ଡେଇଁବା |","કૂદકો, કૂદકો"
ବନ୍ଧା ଇଲେକ୍ଟ୍ରନ୍ |,બંધાયેલ ઇલેક્ટ્રોન
ଗର୍ବ ପ୍ରତିଫଳକ |,બ્રેગ રિફ્લેક્ટર
ଅନ୍ତର୍ନିହିତ ତାର,ગૂંથેલા વાયર
ଶାଖା,શાખા
ଶାଖା,શાખાઓ
ପରୀକ୍ଷଣ ବୋର୍ଡ |,પ્રયોગ બોર્ડ
ବ୍ରେକ୍ ଜୋନ୍ |,બ્રેક ઝોન
ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |,બ્રેકિંગ વોલ્ટેજ
ବ୍ରେକଡାଉନ୍ ଡାୟୋଡ୍ |,બ્રેકડાઉન ડાયોડ
ଭଙ୍ଗା ଫିକ୍ସିଂ |,અસ્થિભંગ ફિક્સેશન
ଭୋଲଟେଜ୍ ଭାଙ୍ଗିବା |,બ્રેકિંગ વોલ્ટેજ
ସେତୁ,પુલ
ବ୍ରିଜ୍ ରେକ୍ଟିଫାୟର୍ |,પુલ સુધારક
ପ୍ରଶସ୍ତ ବ୍ୟାଣ୍ଡ |,વિશાળ બેન્ડ
ପ୍ରସାରଣ ବ୍ୟାଣ୍ଡ |,બ્રોડકાસ્ટ બેન્ડ
ଜ୍ୟୋତିଷ ଆରେ |,અપાર્થિવ એરે
ପ୍ରସାରଣ,પ્રસારણ
ପ୍ରସାରଣ ଆଣ୍ଟେନା |,બ્રોડકાસ્ટ એન્ટેના
ପ୍ରସାରଣ ରସିଦ |,બ્રોડકાસ્ટ રીસીવર
ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରସାରଣ ରସିଭର୍ |,ફ્રીક્વન્સી બ્રોડકાસ્ટ રીસીવર
ପ୍ରସାରଣ ଟ୍ରାନ୍ସମିଟର |,બ્રોડકાસ્ટ ટ્રાન્સમીટર
ବୁଷ୍ଟର୍ ଆଣ୍ଟେନା |,બૂસ્ટર એન્ટેના
ବସ୍ ଆଣ୍ଟେନା |,બસ એન્ટેના
ବ୍ରଶ୍ ବୁଡ ପକାଇବା |,બ્રશ નિમજ્જન
ବବୁଲିଙ୍ଗ୍ ଏବଂ ଗେଟ୍ |,પરપોટા અને દરવાજો
ବୁଡବୁଡୁ କିମ୍ବା ଗେଟ୍ |,બુડબુડુ અથવા ગેટ
ବବୁଲି ମେମୋରୀ |,બબલી મેમરી
ଭୋଲଟେଜ୍ କ୍ଷତିପୂରଣ,વળતર આપતું વોલ્ટેજ
ବଫର୍,બફર
ବଫର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,બફર એમ્પ્લીફાયર
ବଫର୍ ସର୍କିଟ୍ |,બફર સર્કિટ
ବଫର୍ ଅପରେଟର୍ |,બફર ઓપરેટર
ବଫର୍ ରେଜିଷ୍ଟର |,બફર રજીસ્ટર
ବଲ୍ବ,બલ્બ
ଜନସଂଖ୍ୟା ପ୍ରଭାବ,વસ્તી અસર
ମାକ୍ରୋ ସେମିକଣ୍ଡକ୍ଟର ଉପକରଣ |,મેક્રો સેમિકન્ડક્ટર ઉપકરણ
ଗୁଣ୍ଡ |,ટોળું
ଜଳମଗ୍ନ ବିନିମୟ |,ડૂબી ગયેલ વિનિમય
ଜଳମଗ୍ନ ସ୍ତର |,ડૂબી ગયેલ સ્તર
ଜଳମଗ୍ନ ସମ୍ପର୍କ |,ડૂબી ગયેલો સંપર્ક
ବ୍ଲାଷ୍ଟ ଏମ୍ପ୍ଲିଫାୟର୍ |,બ્લાસ્ટ એમ્પ્લીફાયર
ବିସ୍ଫୋରଣ କଭର |,બ્લાસ્ટ કવર
ବିସ୍ଫୋରଣ,બ્લાસ્ટ ફાયરિંગ
ବିସ୍ଫୋରଣ ଦ୍ୱାର ଆମ୍ପ୍ଲିଫାୟର୍ |,વિસ્ફોટ ડોર એમ્પ્લીફાયર
ବିସ୍ଫୋରଣ ମୋଡ୍ |,વિસ્ફોટ મોડ
ବିସ୍ଫୋରଣ ବିଚ୍ଛିନ୍ନକର୍ତ୍ତା |,વિસ્ફોટ વિભાજક
ବିସ୍ଫୋରଣ ସଙ୍କେତ,વિસ્ફોટ સંકેત
ବିସ୍ଫୋରଣ ତ୍ରୁଟି ସଂଶୋଧନକାରୀ କୋଡ୍ |,વિસ્ફોટ ભૂલ સુધારનાર કોડ
ଯଥେଷ୍ଟ,પૂરતૂ
