Tamil,Hindi
செயலில் உள்ள மைய,सक्रिय मूलक्षेत्र
1. சீற்றம் 2. தீவிரம்,1.उग्र 2. तीव्र
தழுவல்,अनुकूलनशीलता
தனிப்பயனாக்கம்,अनुकूलन
1. ஒட்டுதல் 2. ஒட்டுதல்,1. आसंजन 2. अभिलाग
செபாசியஸ்,वसामय
சரிசெய்தல் சமன்பாடு,समायोजन समीकरण
அடோப் மண்,ऐडोब मृदा
கலப்படம்,अपमिश्रक
எக்டோபிக்,अपस्थानिक
இசிடியோஸ்போர் இசிடியம் ஸ்போர்,इसीडियोस्पोर इसीडियम बीजाणु
ஏரோடைனமிக் செயல்முறை,वातोढ़ प्रक्रिया
வென்ட்ரல்,वातोढ़
காற்றோட்டம் செய்ய,वातन करना
1. காற்று 2. ஆகாஷி,1. वायव 2. आकाशी
1. ஏரோமீட்டர் 2. ஏரோமீட்டர் 3. ஏரோமீட்டர்,1. ऐरोमीटर 2. वायुमापी 3. वायुघनत्वमाप
ஏரோசல்,ऐरोसोल
1. மஞ்சரி 2. கோடை உறக்கம்,1. पुष्पदलविन्यास 2. ग्रीष्मनिष्क्रियता
நோய் அறிவியல்,रोग हेतु विज्ञान
காடு வளர்ப்பு,वनरोपण
1. கிளர்ச்சி 2. கொந்தளிப்பு,1. विलोडन 2. प्रक्षोभन
அக்மார்க்,ऐगमार्क
1. நிலம் தொடர்பான 2. விவசாயம்,1. भूमि संबंधी 2. कृषि संबंधी
விவசாய மருத்துவமனை,कृषि निदानालय
1. விவசாயத் தொழிலாளர்கள் 2. விவசாயத் தொழிலாளர்கள்,1. कृषि श्रम 2. खेतिहर मजदूर
விவசாய சந்தைப்படுத்தல்,कृषि विपणन
விவசாய தொழில்நுட்பம்,कृषि प्रद्योगिकी
1. விவசாயம் 2. விவசாயம் 3. விவசாய அறிவியல்,1. कृषि 2. खेतीबारी 3. कृषि विज्ञान
விவசாய காடுகள்,कृषि वनवर्धन
விவசாய பல்லுயிர்,कृषि जैविक विविधता
விவசாய கரிம குறைபாடுகள்,कृषि जैविक दोष
விவசாய உயிரியல்,कृषि जैविकी
விவசாய காலநிலை பன்முகத்தன்மை,कृषि जलवायुवीय विविधता
வேளாண் காலநிலை மண்டலத்தை உருவாக்குதல்,कृषिजलवायुवीय जोन निर्माण
வளர்ப்பு,कृषिवानिकी
வேளாண்மை,सस्य मृदा विज्ञान
வேளாண்மை,सस्य विज्ञान
விவசாய மேய்ச்சல்,कृषि पशुचारणिक
பயிர் செயலாக்கம்,फसल प्रसंस्करण
புல் அறிவியல்,घास विज्ञान
பயிர் வகை,सस्य प्ररूप
எபிஃபைட்,अधिपादप
aikiochi மண்,ऐकिओची मृदा
வண்ண குருட்டுத்தன்மை,वर्णकहीनता
அல்பிசோல்,एल्फिसॉल
பாசி,शैवाल
பாசி நோய்,शैवाल रोग
காரம் நீர்,क्षार जल
காரமானது,क्षारीय
மாற்று,विकल्पी
அலெலோ வேதியியல்,एलीलो रसायन
அலீல்,युग्मविकल्पी
அலெலோபதி,एलीलोपैथी
வேத்தி பயிர்,वीथी सस्यन
நிறைவு,परनिषेक-फलता
கருத்தரித்தல்,परनिषेचन
1. சார்பியல் 2. அலோமெட்ரி,1. सापेक्षमिति 2. ऐलोमैट्री
பலவகை,परबहुगुणित
1. Parazygosity,1. परयुग्मन 2. अपायुग्लन
1. மாற்று ஆண்டு செயல்பாடு 2. மாற்று செயல்பாடு,1. एकातंर वर्ष फलन 2. एकांतरित फलन
மாற்று நில பயன்பாடு,वैकल्पिक भूमि उपयोग
சூழல்,परिवेश
சீர்திருத்தவாதி,सुधारक
மைடோசிஸ்,असूत्रीविभाजन
அமீனன்,ऐमीनन
அம்மோனியன்,अमोनियन
அம்னிஃபெரஸ்,अमोनीकारक
1. பயனற்ற வடிவம் 2. அரூபி,1.अप्रभावी रूप  2.अरूपी
நீர்வீழ்ச்சி கலவை,उभय मिश्रण
ஆம்போடெரிக்,उभयधर्मी
கையிருப்பு,उपचय
1. காற்றில்லா 2. காற்றில்லா உயிரினங்கள்,1. अवायुजीव 2. अनाक्सी जीव
ஹாப்ளாய்டு,असुगुणित
கோண நடவு,कोणीय रोपण
கால்நடை வளர்ப்பு,पशुपालन
விலங்கு மலம்,पशु उच्छिष्ट
வாழ்க்கை ஆற்றல்,सजीव ऊर्जा
முரண்பாடான,असमगुणित
ஒரு வருடம் பழமையான ஆலை,एकवर्षीय पादप
ஆண்டு,वार्षिक
1. பரவசம் 2. பிரகாசம்,1. परागोद्भव 2. प्रफुल्लन
ஆந்த்ராக்ஸ்,ऐन्थ्रेक्स
மானுடவியல் காரணிகள்,मानवजनिक कारक
உயிர்வாழ்தல்,प्रतिजीविता
1. ஆன்டிபயாடிக் 2. நுண்ணுயிர்க்கொல்லி,1.प्रतिजैविक2.  ऐन्टीबायोटिक
விரட்டும்,प्रतिकारक
ஆக்ஸிஜனேற்ற,प्रतिऑक्सीकारक
ஆன்டிடாக்சின்,प्रतिआविष
மோதிர விரல்,वलयिका
1. அசுவினி 2. மஹு 3. செபா,1. ऐफिड 2. माहू 3. चेपा
மேல் மொட்டு,शीर्ष कलिका
உச்ச செயல்திறன்,शिखाग्र प्रभाविता
தேனீ வளர்ப்பு,मधुमक्खी पालन
ஓரினச்சேர்க்கை,असंगजनन
அப்போப்டொசிஸ்,एपोप्टोसिस
பிற்சேர்க்கைகள்,उपांग
பசியை உண்டாக்கும்,क्षुधावर्धक
விண்ணப்பித்தார்,अनुप्रयुक्त
நீர்வாழ் களை,जलीय खरपतवार
1. மரம் 2. மரத்தில் வசிப்பவர்,1. वृक्षीय 2. वृक्षवासी
கிளைகள்,शाखायन
புரோட்டோபோட்டானிக்கல் பதிவுகள்,आद्य वानस्पतिक अभिलेख
மண்டல எண்,क्षेत्रांकड़
1. பகுதி 2. பகுதி,1. क्षेत्र 2. क्षेत्रफल
உலர் சுற்றுச்சூழல்,शुष्क पारितंत्र
கோட்டிலிடன்,बीजचोल
சௌரப்,सौरभ
நறுமண ஆலை,सुगंधी पादप
வாசனை அரிசி,सुगंधित चावल
இக்ஷு புஷ்பன்,इक्षु पुष्पन
அசெப்டிக்,अपूति
1. அசெப்டிக் 2. அசெப்டிக்,1.अपूतित 2. अजर्म
பாலின இனப்பெருக்கம்,अलैंगिक प्रवर्धन
அளவு,आमाप
சொத்து,परिसंपत्ति
1. ஒருங்கிணைப்பு 2. ஒருங்கிணைப்பு,1. स्वांगीकरण 2. आत्मसात्करण
1. சங்கம் 2. சங்கம்,1. साहचर्य 2. संघ
1. நெடுவரிசை 2. துவர்ப்பு,1. स्तंभक 2. कषाय
பன்முகத்தன்மை,असूत्रयुग्मन
1. முன்னோர் 2. அடவிசம்,1. पूर्वजता 2. ऐटाविज्म
துகள்,कणित्र
1. உறுதிப்படுத்தல் 2. குறைபாடு,1.अपुष्टि 2. क्षीणता
சுய இணைத்தல்,स्वयुग्मन
தன்னியக்கம்,स्वलयन
1. தன்னிச்சையான ஆக்சிஜனேற்றம் 2. தன்னிச்சையான ஆக்சிஜனேற்றம்,1. स्वतः उपचयन 2. स्वतः ऑक्सीभवन
சுய மல்டிபிளக்ஸ்,स्वबहुगुणित
ஆக்சின்,ऑक्सिन
1. குலுக்கல் 2. தேரை,1. शूक 2. तूड़
தண்டனை வைரஸ்,दंड विषाणु
1. பேசிலஸ் 2. பேசிலஸ்,1. दंडाणु 2. बैसिलस
1. பாக்டீரியா 2. பாக்டீரியா,1. जीवाणु 2. बैक्टीरिया
பாக்டீரியா நச்சு,जीवाणु आविष
கரும்பு சக்கை,खोई
இருப்பு தாள்,तुलन-पत्र
சீரான உர பயன்பாடு,संतुलित उर्वरक उपयोग
சட்ட வரைபடம்,दंड आरेख
பட்டை,छाल
1. காற்றழுத்தமானி 2. காற்றழுத்தமானி,1. वायुदाबमापी 2. बैरोमीटर
1. buzzer 2. inert 3. barren,1. बजर 2. अकृष्य 3. बांझ
1. அடிப்படை 2. அடிப்படை 3. குபாங்,1. आधार 2. बेस 3. कपांग
1. தாலா 2. பேசின்,1.थाला 2. द्रोणी
தலபிசாரி,तलाभिसारी
1. பாசிஸ்டர்னம் 2. ரூட் ஹோல்டர்,1. बेसिस्टर्नम 2. मूलाधारक
வளைகுடா பருவமழை,खाड़ी मानसून
பழ செடி,फलदायी पौधा
படுக்கை,क्यारी
படுக்கை ஆலை,क्यारी - पौधा
படுக்கை,क्यारी बनाना
பீற்று வெல்லப்பாகு,चुकंदर शीरा
பெல்லோஸ்,धौंकनी
1. கீற்று 2. நிலப்பரப்பு,1. पट्टी 2. इलाका
இலாப-செலவு பகுப்பாய்வு,लाभ-लागत विश्लेषण
ஆர்வலர் (மாதிரி),अभिनत (प्रतिचयन)
இரு ஆண்டு தாவரங்கள்,द्विवर्षीय पादप
இருவகை,द्विपद
உயிர் காரணி,जैवकारक
உயிரியல் காலநிலை,जीव जलवायु
உயிர் ஆற்றல்,जैव ऊर्जा
விலங்கு சூழலியல்,जीव पारिस्थितिकी
1. உயிர் செயலி 2. உயிர் உலை,1. जैव-प्रक्रियापात्र 2. बायो रिएक्टर
உயிர்க்கோளம்,जीव-मंडल
உயிரியல்,जीवीय
விலங்கினங்கள்,जीव प्ररूप
திவிலிங்கி,दविलिंगी
தவலன்,धवलन
1. பிரத்வாசன் (நோய்) 2. குடல் நோய்,1.  प्रध्वसं (रोग) 2.  झोंका रोग
கலத்தல்,संमिश्रण
1. அங்கமாரி (நோய்) 2. ப்ளைட் (நோய்),1. अंगमारी (रोग) 2.  ब्लाइट (रोग)
1. கொப்புளம் 2. கொப்புளம் 3. வெடிப்பு 4. கொப்புளம்,1. छाला 2. फफोला 3. उद्वर्त 4. ब्लिस्टर
நீல புரட்சி,नीली क्रांति
பிளானர் வெப்பமூட்டும் அறை,तलीय ताप चैंबर
பிளானர் வெப்பமாக்கல் தொழில்நுட்பம்,तलीय ताप तकनीक
தவிடு,चोकर
கிளைகள்,शाखन
1. கிளை 2. துணைக் கிளை,1. टहनी 2. उपशाखा
இனம்,नस्ल
இனப்பெருக்கம்,प्रजनन
ஆரம்ப முளைப்பு சிகிச்சை,शीघ्र अंकुरण उपचार
1. குட்டி 2. முட்டை 3. கரு,1. शाव 2. अंड 3. भ्रूण
துளிர்க்கிறது,कलिकायन
பட்ஜெட்,बजट
1.ஆம்போடெரிக் 2. தாங்கல்,1.उभयप्रतिरोधी 2. बफर
இனிப்பு உருளைக்கிழங்கு,शल्ककंद
பன்ட் (நோய்),बंट (रोग)
1. துணை தயாரிப்பு 2. துணை தயாரிப்பு,1. उपजात 2. उपोत्पाद
c ஈரப்பதம் விவரக்குறிப்பு வளைவு,c नमी विशिष्टता वक्र
எண்ணெய் கேக்,खली
1. சுண்ணாம்பு 2. கால்சியம்,1. चूनेदार 2.कैल्सियमी
கால்சியன்,कैल्सीयन
பாஸ்பேட் நீக்கம்,फॉस्फेट का निस्तापन
1. கினாட்டா 2. கலாட்டா,1. किणता 2. कैलसता
1.காலஸ் 2. கதிர்,1.कैलस 2. किण
1. செப்பல்ஸ் 2. கேலிக்ஸ்,1. बाह्यदल पुंज 2.कैलिक्स
வெளிப்புற முடிவு,वाह्यदल अंत
எதா,एधा
புற்றுநோய் (பாக்டீரியா நோய்),कैंकर (जीवाणु रोग)
பதப்படுத்தல்,डिब्बाबंदी
வானம்,वितान
நிதி,पूंजी
மகரந்தச் சேர்க்கை (அத்திப்பழங்கள்),परागण (अंजीर का)
1. காப்ஸ்யூல் 2. காப்ஸ்யூல் 3. கேப்சூல்,1. संपुट 2. संपुटिका 3. कैप्सूल
கார்பனேற்றப்பட்டது,कार्बोनीकृत
கார்பனான்,कार्बनन
கார்பேஸ்,अंडप
வளையல்,मणिबंध
1. வார்ப்பு (இரும்பு) 2. க்ஷிப்தி (பூச்சி),1. ढलाई (लोहे की) 2. क्षिप्ति (कीट)
வினையூக்கம்,अपचय
தூண்டுதல்,उत्प्रेरण
1. கம்பளிப்பூச்சி 2. கம்பளிப்பூச்சி,1. इल्ली 2. सूंडी
c d. என். அ. சேகரிப்பு,सी ड़ी. एन. ए. संग्रह
சரகம்,सीमा
1. செல் 2. செல்,1. कोशिका 2. कोष्ठिका
மத்திய முன் அமைப்பு,केंद्रीय अग्रग प्रणाली
1. புள்ளி 2. கவனம்,1. सबिंदु 2. सकेंद्र
மையவிலக்கு,अपकेंद्रण
மையவிலக்கு,अपकेंद्रक
நட்சத்திர மையம்,तारककेंद्र
எபிஜெனெடிக்,केंद्रजनिक
கேந்திரராஜா,केंद्रजा
தறி,लूम
1. தானியம் 2. தொடர்,1. धान्य 2. सीरियल
1. சான்றிதழ் 2. சான்றிதழ்,1. प्रमाणीकरण 2. प्रमाणन
சான்றளிக்கப்பட்ட விதை,प्रमाणित बीज
1. வைக்கோல் 2. குட்டி 3. ஷலாக் சஹாபத்ரா,1. भूसा 2. कुट्टी 3. शल्क सहपत्र
1. நிபாக் 2. கைலாஜா,1. निभाग 2. कैलाजा
கைமோகிராபி,रसानुवर्तन
1. கியாஸ்மா 2. பிஸி,1. किआज्मा 2. व्यत्यस्त
supercooling மணி,अतिशीतन घंटे
உறைபனி சேதம்,शीतज क्षति
1. விசிரோடகி 2. சிமேரா,1.  विचित्रोतकी 2. काइमेरा
பச்சை கஞ்சி,हरित दली
1. தழை 2. பச்சை,1. पर्णहरित 2. हरितक
சயனோசிஸ்,हरिमाहीनता
உயிரியல் விநியோக அறிவியல்,जीव वितरण विज्ञान
1. குரோமாடிட்ஸ் 2. அரை குரோமோசோம்கள்,1. क्रोमैटिड 2. अर्धगुणसूत्र
குரோமடின்,क्रोमैटिन
குரோமடோகிராபி,वर्णलेखन
நிறமாற்றம்,क्रोमोटिनलयन
ஏட்ரியல் புள்ளி,परिसूत्र बिंदु
நிறமூர்த்தம்,वर्णजनन
1. குரோமோபுரோட்டீன் 2. நிறமி புரதம்,1. क्रोमोप्रोटीन 2. वर्णकप्रोटीन
1. குரோமோசோம்கள் 2. குரோமோசோம்கள்,1. गुणसूत्र 2. क्रोमोसोम
1. நாள்பட்ட 2. நாள்பட்ட 3. நாள்பட்ட 4. வழக்கற்று,1. चिरकाली 2. दीर्घकाली 3. जीर्ण 4. पुराना
சிட்ரேஞ்ச்,सिट्रेंज
இலையுதிர் திருவிழா,पर्णाभपर्व
வகைப்பாடு,वर्गीकरण
1. களிமண் 2. களிமண்,1.मृत्तिका 2. चिकनी मिट्टी
1. சுத்தம் செய்தல் 2. ஸ்க்ரப்பிங் 3. சுத்தம் செய்தல் 4. சுத்திகரிப்பு,1. निर्मलन 2. मार्जन 3. सफाई 4.  शोधन
தொடர்ந்து மகரந்த சேர்க்கை,अनुन्मील्य परागण
சிலுவை பழம்,क्रतिक श्वसनी फल
காலநிலை,जलवायु
காலநிலையியல்,जलवायु विज्ञान
வெட்டு,कतरनी
கட்டி (களிமண்),ढेला (मिट्टी का)
குளோன்,क्लोन
1.மேகங்கள் 2.மேகங்கள்,1.मेघ 2. बादल
கொத்து,पुंज (क्लंप
கொத்து,गुच्छ
1. கரடுமுரடான 2. கரடுமுரடான 3. கச்சா 4. கரடுமுரடான,1.स्थूल 2. मोटा 3. कच्चा 4. अपरिष्कृत
1. கவர் 2. leatherette,1. आवरण 2.  चर्मावरण
கோயா,कोया
1. கோஎன்சைம் 2. கோ-என்சைம்,1. कोएन्जाइम 2. सह-एन्जाइम
ஒற்றுமை,संसंजन
1. நார்ச்சத்து (சணல் சணல்) 2. தேங்காய் கரடுமுரடானது,1. रेशा (जूट पटसन) 2. नारियल जटा
மூலங்கூர் சோழன்,मूलांकुर चोल
,
கொலாய்டு (மண்),कोलॉइड (मृदा)
1.நெடுவரிசை 2.கொலுமல்லா,1.स्तंभिका 2. कॉलुमेला
1. தண்டனை 2. நெடுவரிசை 3. நெடுவரிசை,1.दंड 2. स्तंभ 3. कॉलम
ஒற்றுமை,सहभोजिता
வணிக வங்கி,वाणिज्यिक बैंक
1. சரக்கு 2. வணிகப் பொருட்கள்,1. जिंस 2. पण्य वस्तु
சமூக,समुदाय
சுருக்கம் (மண்),संहनन (मृदा का)
1. இணக்கம் 2. இணக்கம்,1. सुसंगति 2. संगतता
பொருந்தக்கூடிய தன்மை,सुसंगतता
1. இழப்பீடு 2. இழப்பீடு,1. क्षतिपूर्ति 2. मुआवजा
போட்டி தொடர்பு,स्पर्धी अन्योन्यक्रिया
துணை பயிர்,पूरक सस्य
1.கலவை 2. சிக்கலானது,1.सम्मिश्र 2. जटिल
தொகுதி,घटक
கலவை,संघटन
உரம்,कंपोस्ट
கூட்டு வட்டி,चक्रवृद्धि ब्याज
கணக்கீடு,अभिकलन
1. கணினி 2. கணினி,1.अभिकलित्र 2.कंप्यूटर
1. செறிவு 2. செறிவு,1. सांद्रण 2. संकेद्रण
1. Optimizer 2. Revitalizer,1. अनुकूलक 2. पुनरुद्धारक
கடத்துத்திறன்,चालकता
1. கட்டமைப்பு 2. கட்டமைப்பு,1. विन्यास 2. संरूपण
1. இணக்கம் 2. கட்டமைப்பு 3. இணக்கம்,1. अनुरूपता 2. समविन्यास 3. संरूपता
1. ஒருங்கிணைப்பு 2. கலப்பு,1.समाकुलन 2. संकरण
இணைத்தல்,संयुग्मन
1. சேர்க்கை 2. இணைப்பு,1. योजी 2. संयोजी
பாதுகாப்பு,सरंक्षण
ஒருங்கிணைப்பு,चकबंदी
1. மூலப்பொருள் 2. தேவையான பொருட்கள்,1.संघटक 2. अवयव
நுகர்வோர்,उपभोक्ता
நுகர்வு,उपभोग
மாசுபடுதல்,संदूषण
விளிம்பு நடவு,समोच्च रोपण
விளிம்பு கோடு,समोच्च रेखा
1. ஒப்பந்த விவசாயம் 2. ஒப்பந்த விவசாயம் 3. ஒப்பந்த விவசாயம்,1.संविदा कृषि 2. ठेका कृषि 3. अनुबंधित खेती
கட்டுப்படுத்தப்பட்ட வளிமண்டல சேமிப்பு,नियंत्रित वातावरणीय भंडारण
கூட்டுறவு வங்கி,सहकारी बैंक
கூட்டுறவு சங்க உறுப்பினர்,सहकारी संस्था सदस्य
குல்மவன்,गुल्मवन
க்யூப்ஸ்,घनकंद
1. தல்புஞ்ச் 2. கொரோலா,1.दलपुंज 2. कोरोला
1. கோர்டெக்ஸ் 2. கார்டெக்ஸ்,1. वल्कुट 2. कोर्टेक्स
செலவு,लागत
கோட்டிலிடன்,बीजपत्र
கடன் குழு,ऋण समिति
1. கடன் கொடுத்தல் 2. கடன்,1.उधार 2. साख
1. கடன் கொடுத்தவர் 2. கடன் கொடுத்தவர்,1. ऋणदाता 2. लेनदार
1. முகடு 2. உச்சி 3. கோபுரம்,1.शिखा 2. शीर्ष 3. शिखर
திரும்பப் பெறுதல்,व्याकुंचन
பிரச்சனை,संकट
சோதனை,कसौटी
முக்கியமான,क्रांतिक
பயிர் காப்பீடு,फसल बीमा
பயிர் கடன்,फसल ऋण
1. பயிர் 2. பயிர்,1. सस्य 2. फसल
சாகுபடி பகுதி,सस्यन क्षेत्र
குறுக்கு இணக்கமற்ற,पार-असंगत
1. கிரீடம் 2. உச்சம் (தாவரம்),1. मुकुट 2. शिखर (पादप)
மென்மையான துகள்கள்,मृदुकण
மேல் ஓடு,पपड़ी
1. கிரிப்டோகம் 2. புளோரிஃபார்ம் அல்லாதது,1. क्रिप्टोगैम 2. अपुष्पीपादप
கொடிமுந்திரி (பழம்),छांटन (फल)
பேனா,कल्म
சாகுபடி வகை,कृष्य किस्म
1. இழுவை 2. விவசாயம் 3. விவசாயம்,1.कर्षण 2. कृषि 3. खेती
1. விவசாயி 2. உழவர்,1.किसान 2. कल्टीवेटर (यंत्र)
1. சாகுபடி 2. சாகுபடி 3. வளர்ப்பு,1.संवर्ध 2. संवर्धन 3. पालन
1.வளம் 2.தயாரிப்பு,1.संसाधन 2.तैयार करना
1.குந்தலன் 2.குஞ்சன்,1.कुंतलन 2. कुंचन
தோரணை,मुद्रा
1. மேல்தோல் 2. க்யூட்டிகல்,1. उपत्वचा 2. क्यूटिकल
1. பேனா 2. வெட்டுதல் 3. வெட்டுதல் 4. வெட்டுதல் 5. வெட்டுதல்,1.कलम 2. कटाई 3. काटना 4.कटाग्र 5. कटावा
1. புழு கார்பஸ் 2. நீர்க்கட்டி 3. நீர்க்கட்டி 4. சிதைந்த கட்டி 5. நியோபிளாசம்,1.कृमि कोष 2. सिस्ट 3. पुटी 4.विकृत गुल्म 5. रसौली
சைட்டோக்ரோம்,साइटोक्रोम
செல் இணைப்பு,कोशिका युग्मन
செல் இனப்பெருக்கம்,कोशिका जनन
செல் மரபியல்,कोशिका आनुवंशिकी
சைட்டோபிளாஸ்மிக் பிரிவு,कोशिका द्रव्य विभाजन
உயிரணு உயிரியல்,कोशिका विज्ञान
செல் சிதைவு,कोशिका लयन
1. சைட்டோமியர் 2. செல் பிரிவு,1. साइटोमियर 2. कोशिका खंड
சைட்டோபிளாசம்,कोशिका द्रव्य
1. பால்பண்ணை 2. பால்பண்ணை,1.डेरी 2. दुग्धशाला
பால் தொழில்,डेरी उदयोग
1. அணை 2. வளர்ப்பவர்,1. बांध 2. प्रजननी
நாள் முழுமையான தாவரம்,दिवस निरपेक्ष पादप
பூக்கும் மறுநாள்,पुष्पन के बाद दिन
முழு பூக்கும் மறுநாள்,पूर्ण पुष्पन के बाद दिन
திறமையின்மை,निष्पुष्पन
சுண்ணாம்பு நீக்கம்,विकैल्सीकरण
1. அப்புறப்படுத்து 2. அப்புறப்படுத்து,1. निथारना 2. निस्तारना
சிதைவு,क्षय
இலையுதிர்,पर्णपाती
1. தசமம் 2. தசம,1. दशमिक 2. दशमलव
தாழ்வு மனப்பான்மை,न्यूनता
அனுரன் (மண்),अनूर्णन (मृदा)
விபுஷ்பன்,विपुष्पन
பில்லிங்,विपत्रण
காடழிப்பு,वनोन्मूलन
அவமானம்,अपहासन
சீரழிவு,निम्नीकरण
பகுதி நாள்,अंश दिवस
1. அளவு 2. பகுதி,1.मात्रा 2. अंश
விலகல்,स्फुटन
உமி அகற்றுதல்,भूसी हटाना
உமி அகற்றுதல்,भूसी हटाना
நீரிழப்பு,निर्जलीकरण
நீரற்ற,निर्जलकारित्र
கோரிக்கை,मांग
1. டினாட்டரேஷன் 2. பெருக்கல்,1. विकृतीकरण 2. गुणनाशन
கண்டனம்,अनाच्छादन
1. வைப்பு (மண்) 2. வைப்பு (பொருளாதாரம்),1. निक्षेप (मृदा) 2. जमा (अर्थशास्त्र)
வைப்பு,निक्षेपण
1. தேய்மானம் 2. தேய்மானம்,1. मूल्यहास 2.अवमूल्यन
உப்புநீக்கம்,विलवणीकरण
1. நீர் உலர்த்துதல் 2. நீரிழப்பு,1. जल शुष्कन 2. निर्जलीकरण
1. வடிவமைப்பு 2. வடிவமைப்பு,1.अभिकल्पना 2. डिजाइन
உலர்,शुष्कित्र
கர்னல் அகற்றுதல்,गुठली निकालना
இடைக்கணிப்பு,वि-अंतः भूस्तारीकरण
இணைத்தல்,वियुग्मन
1. ஆண் மஞ்சரி பிரித்தெடுத்தல் (சோளம்) 2. பல்லார் பிரித்தெடுத்தல்,1. नर मंजरी निकालना (मक्का) 2. बल्लर निकालना
பல்லார் அல்லது குந்தன் வெட்டுதல்,बल्लर या कुंदन को काटना
தீர்மானிப்பவர்,निर्धारक
மதிப்பிழப்பு,अवमूल्यन
தாவரங்களை நீக்கும்,वनस्पतिरहित करना
விலகல்,विचलन
இரட்டை,द्विक
நோய் கண்டறிதல்,निदान
வெவ்வேறு முதிர்ச்சி,भिन्नकाल पक्वता
பிளவு,द्विभाजन
1. டைகோடைலிடன் 2. டைகோடைலிடன் (விதை),1.दविबीजपत्री 2.डाइकोटिलेड़न (बीज)
முதுகு நோய்,पश्चमारी (रोग)
1. பரவல் 2. பரவல்,1. विसरण 2. विसार
செரிமானம்,पाचनीयता
இருகலப்பின,द्विसंकर
1. அணை 2. வாய்க்கால் 3. குடும்பம்,1. बांध 2. नाली 3. परिवाह
அற்ப,तनु
1. தனிக்குடித்தனம் 2. ஒருதார மணம்,1. एकलिंगाश्रयी 2. पृथक् लिंगी
டிப்ளாய்டு,द्विगुणित
1. டிப்ளாய்டு 2. டிப்ளாய்டு,1. द्विगुणित 2. डिप्लॉइड
இருமுனை,द्विसूत्र
1. பிரித்தெடுத்தல் 2. மொட்டு அகற்றுதல்,1. निष्कलिकायन 2. कलिका निकालना
1. கலப்பை உழுதல் 2. நூற்பு,1. तवेदार हल चलाना 2. चक्काकरण
தள்ளுபடி,छूट
கிருமி நீக்கம்,रोगाणुनाशन
1. சிதறல் 2. சிதறல்,1. परिक्षेपण 2. प्रकीर्णन
1. சிதறல் 2. மாறுபாடு,1.प्रकीर्णन 2.प्रसरण
பல்வகைப்படுத்தல்,विविधीकरण
பல்வகைப்பட்ட விவசாயம்,विविधीकृत कृषि
டிஎன்ஏ படி,डी एन ए सोपान
டிஎன்ஏ பெறுபவர்,डी.एन.ए. ग्राही
கப்பல்துறை வாடகை,गोदी-भाड़ा
பயனுள்ள,प्रभावी
செயலற்ற நிலை,प्रसुप्ति
1. அளவு 2. அளவு 3. அளவு,1. मात्रा 2. खुराक 3. डोज
இரட்டை சிக்மாய்டு வளைவு,दोहरा सिग्माभ वक्र
1. புயல் 2. நீட்சி,1. झोंका 2. खिंचाव
1. வெளியேற்ற வடிகால் 2. கழிவுநீர்,1. निकास नाली 2. अपवाहिका
