Marathi,English
अ‍ॅडॉप्टिव्ह डिफरेंशनल पल्स कोड मॉड्यूलेशन,Adaptive differential pulse code modulation
अॅड्रेस बुक,Address book
अ‍ॅड्रेस बस,Address bus
पत्ता ठराव,Address resolution
लगतच चॅनेल हस्तक्षेप,Adjacent channel interference
लगतच चॅनेल निवड,Adjacent channel selectivity
समीप वारंवारता,Adjacent frequency
समीप फ्रिक्वेन्सी चॅनेल,Adjacent frequency channel
लगतचे चित्र वाहक,Adjacent picture carrier
समीप ध्वनी वाहक,Adjacent sound carrier
समीप स्टेशन,Adjacent station
समायोज्य,Adjustable
समायोज्य कंडेन्सर,Adjustable condenser
दबाव समायोजित करणे,Adjusting pressure
पाना समायोजित करणे,Adjusting wrench
समायोजन,Adjustment
प्रशासक,Administrator
आधुनिक तंत्रज्ञान,Advanced technology
हवाई,Aerial
एरियल अ‍ॅरे,Aerial array
एरियल बूस्टर,Aerial booster
एरियल करंट,Aerial current
एरियल अर्थिंग स्विच,Aerial earthing switch
हवाई कार्यक्षमता,Aerial efficiency
हवाई प्रतिबाधा,Aerial impedance
एरियल इंडक्टन्स,Aerial inductance
एरियल इन्सुलेटर,Aerial insulator
एरियल लोडिंग कॉइल,Aerial loading coil
एरियल फोटोग्राफी,Aerial photography
हवाई शक्ती,Aerial power
एरियल रेडिएशन रीस्टन्स,Aerial radiation reistance
हवाई प्रतिक्रिया,Aerial reactance
एरोडायनामिक्स,Aerodynamics
एजन्सी,Agency
एअर कॉम्प्रेसर,Air compressor
एअर कंडेन्सर,Air condenser
वातानुकूलित,Air cooled
एअर कोर्ड कॉइल,Air cored coil
वातानुकुलीत,Airconditioning
अल्बेडो,Albedo
अल्गोरिदम,Algorithm
अलियासिंग,Aliasing
संरेखित,Aligning
संरेखन,Alignment
सर्व वेव्ह एरियल,All wave aerial
वाटप,Allocation
वर्णमाला,Alphabetic
अल्फान्यूमेरिक,Alphanumeric
अल्फान्यूमेरिक वर्ण,Alphanumeric character
अल्फान्यूमेरिक माहिती,Alphanumeric information
वैकल्पिक चालू (ए.सी.),Alternating current (a.c.)
वैकल्पिक,Alternation
अल्टरनेटर,Alternator
समुद्रसपाटीपासूनची उंची,Altitude
अपोजीची उंची,Altitude of the apogee
पेरिगीची उंची,Altitude of the perigee
हौशी रेडिओ संप्रेषण,Amateur radio communication
वातावरण,Ambience
वातावरण मायक्रोफोन,Ambience microphone
वातावरणीय स्थिती,Ambient condition
वातावरणीय प्रकाश,Ambient lighting
सभोवतालचा आवाज,Ambient noise
वातावरणीय तापमान,Ambient temperature
अमेरिकन मानक कोड,American standard code
अँपियर,Ampere
अ‍ॅम्पेअर मीटर,Ampere meter
प्रवर्धन,Amplification
प्रवर्धन घटक,Amplification factor
एम्पलीफायर,Amplifier
एम्पलीफायर गेन,Amplifier gain
एम्पलीफायर आवाज,Amplifier noise
एम्प्लिफाइंग उपकरणे,Amplifying equipment
क्लीस्ट्रॉनचे विस्तार,Amplifying klystron
एम्प्लिफाइंग युनिट,Amplifying unit
मोठेपणा,Amplitude
मोठेपणा विकृती,Amplitude distortion
मोठेपणा सहन,Amplitude excursion
मोठेपणा घटक,Amplitude factor
मोठेपणा मर्यादा,Amplitude limiter
मोठेपणा मॉड्यूलेटेड,Amplitude modulated
मोठेपणा मॉड्यूलेशन,Amplitude modulation
एनालॉग (अ‍ॅनालॉग),Analog (analogue)
एनालॉग सर्किट,Analog circuit
एनालॉग संगणक,Analog computer
एनालॉग रेडिओ फ्रिक्वेन्सी चॅनेल,Analog radio frequency channel
एनालॉग प्रतिनिधित्व,Analog representation
एनालॉग सिग्नल,Analog signal
डिजिटल टू डिजिटल,Analog to digital
डिजिटल कन्व्हर्टर टू एनालॉग,Analog to digital converter
एनालॉग व्हिडिओ,Analog video
समान,Analogous
समानता,Analogy
विश्लेषण,Analysis
डेटाचे विश्लेषण,Analysis of data
विश्लेषणात्मक घनता,Analytical density
विश्लेषण,Analyze
विश्लेषक,Analyzer
उपकरणे,Ancilliary equipment
आणि गेट,AND Gate
कोलिमेशनचा कोन,Angle of collimation
ध्रुवीकरणाचा कोन,Angle of polarization
रोटेशनचा कोन,Angle of rotation
अँगस्ट्रॉम (Å),Angstrom (Å)
कोनीय,Angular
कोनीय प्रवेग,Angular acceleration
कोनीय समन्वय,Angular co-ordinates
कोनीय विक्षेपण,Angular deflection
कोनीय फैलाव,Angular dispersion
कोनीय विस्थापन,Angular displacement
कोनीय त्रुटी,Angular error
कोनीय वारंवारता,Angular frequency
कोनीय गती,Angular momentum
कोनीय गती,Angular motion
कोनीय गती,Angular velocity
अ‍ॅनिमेशन,Animation
एनोड,Anode
एनोड बॅटरी,Anode battery
एनोड वैशिष्ट्य,Anode characteristic
एनोड सर्किट,Anode circuit
एनोड अपव्यय,Anode dissipation
एनोड कार्यक्षमता,Anode efficiency
एनोड इनपुट पॉवर,Anode input power
एनोड मॉड्यूलेशन,Anode modulation
अँटेना,Antenna
अँटेना बीमविड्थ,Antenna beamwidth
अँटेना बूस्टर,Antenna booster
अँटेना चेंजओव्हर स्विच,Antenna changeover switch
अँटेना कॉइल,Antenna coil
अँटेना कॉन्फिगरेशन,Antenna configuration
अँटेना कपलर,Antenna coupler
अँटेना क्रॉस ध्रुवीय नमुना,Antenna cross polar pattern
अँटेना करंट,Antenna current
अँटेना डायरेक्टिव्हिटी गेन,Antenna directivity gain
अँटेना डुप्लेक्सर,Antenna duplexer
अँटेना प्रभावी क्षेत्र,Antenna effective area
अँटेना कार्यक्षमता,Antenna efficiency
अँटेना फीड,Antenna feed
अँटेना फूट प्रिंट,Antenna foot print
अँटेना गेन,Antenna gain
अँटेना उंची,Antenna height
अँटेना प्रतिबाधा,Antenna impedance
अँटेना इंडक्टन्स,Antenna inductance
अँटेना पॅटर्न,Antenna pattern
अँटेना प्लेक्सर,Antenna plexer
अँटेना ध्रुवीकरण,Antenna polarization
अँटेना पॉवर,Antenna power
अँटेना पॉवर गेन,Antenna power gain
अँटेना रेडिएशन प्रतिरोध,Antenna radiation resistance
अँटेना रिएक्टन्स,Antenna reactance
अँटेना परावर्तक,Antenna reflector
अँटेना प्रतिकार,Antenna resistance
अँटेना रेझोनंट वारंवारता,Antenna resonant frequency
अँटेना स्पेसिंग,Antenna spacing
अँटेना स्विचिंग रूम,Antenna switching room
अँटेना ट्यूनिंग कॉइल,Antenna tuning coil
अँटेना ट्यूनिंग झोपडी,Antenna tuning hut
छिद्र,Aperture
अपोजी,Apogee
अपोजी रॉकेट,Apogee rocket
उपकरणे,Apparatus
उघड,Apparent
Let पलेट,Applet
अर्ज,Application
अंदाजे,Approximate
जलीय द्रावण,Aquous solution
कंस,Arc
आर्किटेक्चर,Architecture
ध्वनी रेकॉर्डिंगचे संग्रहण हस्तांतरण,Archival transfer of sound recording
संग्रहण,Archives
अंकगणित कोडिंग,Arithmetic coding
आर्मेचर,Armature
आर्मेचर विंडिंग,Armature winding
रचना,Array
अरेस्टर,Arrester
बोलता,Articulation
कलाकृती (= कलाकृती),Artifact (=artefact)
चढत्या,Ascending
प्रसर गुणोत्तर,Aspect ratio
असेंबलर,Assembler
प्रतिपादन,Assertion
असाइनमेंट,Assignment
असाइनमेंट चॅनेल,Assignment channel
असममित,Asymmetrical
एसिन्क्रोनस,Asynchronous
वातावरण,Atmosphere
वातावरणीय नुकसान,Atmospheric loss
वातावरणीय आवाज,Atmospheric noise
वातावरणीय दबाव,Atmospheric pressure
वातावरणीय प्रसार,Atmospheric propagation
वातावरणीय रेडिओ-वेव्ह,Atmospheric radio-wave
वातावरण,Atmospherics
अणू,Atom
अणु रचना,Atomic structure
संलग्नक,Attachment
क्षीणन,Attenuation
क्षमतेचे नुकसान,Attenuation loss
ध्वनी लहरींचे लक्ष वेधणे,Attenuation of sound waves
अ‍ॅटेन्युएटर,Attenuator
अ‍ॅटेन्युएटर-पॅड,Attenuator-pad
ऑडिबिलिटी थ्रेशोल्ड,Audibility threshold
ऐकण्यायोग्य,Audible
ऐकण्यायोग्य वारंवारता,Audible frequency
ऐकण्यायोग्य टोन,Audible tone
ऐकण्यायोग्य-स्पेक्ट्रम,Audible-spectrum
प्रेक्षक,Audience
ऑडिओ,Audio
ऑडिओ एम्पलीफायर,Audio amplifier
ऑडिओ विश्लेषक,Audio analyzer
ऑडिओ प्रसारण,Audio broadcasting
ऑडिओ केबल,Audio cable
ऑडिओ साखळी,Audio chain
ऑडिओ कोडेक,Audio codec
ऑडिओ कॉम्प्रेशन,Audio compression
ऑडिओ कॉम्प्रेसर,Audio compressor
ऑडिओ कन्सोल,Audio console
ऑडिओ विकृती,Audio distortion
ऑडिओ डायनॅमिक श्रेणी,Audio dynamic range
ऑडिओ फाइल स्वरूप,Audio file format
ऑडिओ फ्रेम स्वरूप,Audio frame format
ऑडिओ फ्रिक्वेन्सी एम्पलीफायर,Audio frequency amplifier
ऑडिओ फ्रिक्वेन्सी जनरेटर,Audio frequency generator
ऑडिओ वारंवारता श्रेणी,Audio frequency range
ऑडिओ वारंवारता प्रतिसाद,Audio frequency response
ऑडिओ लिमिटर,Audio limiter
ऑडिओ लाइन,Audio line
ऑडिओ मिक्सर,Audio mixer
ऑडिओ मॉड्यूलेशन,Audio modulation
ऑडिओ ऑसीलेटर,Audio oscillator
ऑडिओ आउटपुट,Audio output
ऑडिओ पॉवर,Audio power
ऑडिओ गुणवत्ता,Audio quality
ऑडिओ सिग्नल,Audio signal
ऑडिओ सिग्नल प्रक्रिया,Audio signal processing
ऑडिओ स्पेक्ट्रम,Audio spectrum
ऑडिओ स्टोरेज,Audio storage
ऑडिओ सब-कॅरियर,Audio sub-carrier
ऑडिओ ट्रान्सफॉर्मर,Audio transformer
ऑडिओ ट्रान्समीटर,Audio transmitter
ऑडिओ/व्हिडिओ कॉम्प्रेशन,Audio/video compression
ऑडिओ-फ्रिक्वेन्सी ऑसीलेटर,Audio-frequency oscillator
ऑडिओ-फ्रिक्वेन्सी सिग्नल,Audio-frequency signal
ऑडिओमेट्री,Audiometry
ऑडिओ-व्हिज्युअल मदत,Audio-visual aid
श्रवणविषयक समज,Auditory perception
प्रमाणीकरण,Authentication
अधिकृत वाहक वारंवारता,Authorised carrier frequency
ऑटो कॅड,Auto CAD
ऑटो डायग्नोस्टिक्स,Auto diagnostics
स्वयंचलित,Automatic
स्वयंचलित नियंत्रण,Automatic control
स्वयंचलित शोध,Automatic detection
स्वयंचलित उपकरणे,Automatic equipment
स्वयंचलित वारंवारता नियंत्रण,Automatic frequency control
स्वयंचलित मर्यादा,Automatic limiter
स्वयंचलित मशीन,Automatic machine
स्वयंचलित Phasae नियंत्रण,Automatic phasae control
स्वयंचलित चित्र संप्रेषण,Automatic picture transmission
स्वयंचलित प्लेबॅक,Automatic playback
स्वयंचलित उर्जा नियंत्रण,Automatic power control
स्वयंचलित प्रोग्रामिंग,Automatic programming
स्वयंचलित रेकॉर्डिंग,Automatic recording
स्वयंचलित रीसेट,Automatic reset
स्वयंचलित शटर,Automatic shutter
स्वयंचलित प्रणाली,Automatic system
स्वयंचलित टेलिफोन,Automatic telephone
स्वयंचलित तापमान नियंत्रण,Automatic temperature control
स्वयंचलित व्होल्टेज नियामक,Automatic voltage regulator
स्वयंचलित व्हॉल्यूम कॉम्प्रेसर,Automatic volume compressor
स्वयंचलित व्हॉल्यूम नियंत्रण,Automatic volume control
स्वयंचलित व्हॉल्यूम विस्तारक,Automatic volume expander
ऑटोमेशन,Automation
ऑटोमेशन नियंत्रण,Automation control
ऑटोमेशन फ्रिक्वेन्सी कंट्रोलर,Automation frequency controller
सहाय्यक,Auxiliary
सहाय्यक ऑडिओ बस,Auxiliary audio bus
उपलब्ध शक्ती,Available power
हिमस्खलन ब्रेकडाउन,Avalanche breakdown
सरासरी जीवन,Average life
सरासरी दबाव,Average pressure
सरासरी वेग,Average speed
फिरकीची अक्ष,Axis of spin
अजीमुथ,Azimuth
अजीमुथ कोन,Azimuth angle
अजीमुथ त्रुटी,Azimuth error
मागे प्रकाश,Back light
बॅक प्रोजेक्शन,Back projection
बॅक व्होल्टेज (= रिव्हर्स व्होल्टेज),Back voltage (=reverse voltage)
बॅकफायर (आर्क बॅक),Backfire (arc back)
पार्श्वभूमी प्रकाश,Background light
पार्श्वभूमी आवाज,Background noise
पार्श्वभूमी प्रोजेक्शन,Background projection
बॅकअप,Backup
बफल,Baffle
बेकिंग,Baking
संतुलित ऑडिओ,Balanced audio
संतुलित ऑडिओ लाइन,Balanced audio line
संतुलित ट्रान्समिशन लाइन,Balanced transmission line
संतुलन,Balancing
गिट्टी,Ballast
गिट्टी फॅक्टर,Ballast factor
बालुन,Balun
बँड,Band
बँड पास फिल्टर,Band pass filter
बँड निवडकर्ता,Band selector
बँड स्प्लिटिंग,Band splitting
बँड स्टॉप फिल्टर,Band stop filter
बँड स्विच,Band switch
बँड ट्यूनिंग,Band tuning
बँडविड्थ,Bandwidth
बार,Bar
बार कोड,Bar code
बार डेटा,Bar data
बेअर बँड,Bare band
बेअर दिवा,Bare lamp
धान्याचे कोठार,Barn door
बेस बँड,Base band
बेस बँड सिग्नल,Base band signal
बेस बँड सिस्टम,Base band system
बेस ब्राउझर,Base browser
बेस कलेक्टर जंक्शन,Base collector junction
बेस इन्सुलेटर,Base insulator
बास,Bass
बास भरपाई,Bass compensation
बास लाऊडस्पीकर (वूफर),Bass loudspeaker (woofer)
बॅच स्कॅनिंग,Batch scanning
बॅटरी चार्जिंग,Battery charging
तुळई,Beam
बीट,Beat
बीट फ्रिक्वेन्सी ऑसीलेटर,Beat frequency oscillator
बेल,Bel
पूर्वाग्रह,Bias
बायस सर्किट,Bias circuit
पूर्वाग्रह वारंवारता,Bias frequency
बायस व्होल्टेज,Bias voltage
पुढील दिशेने पक्षपाती,Biased in the forward direction
द्वि-दिशात्मक मायक्रोफोन,Bi-directional microphone
बिलबोर्ड,Billboard
बिलबोर्ड अर्ज,Billboard application
द्वि-धातूचा घटक,Bi-metallic element
बायनरी,Binary
बायनरी कोडित दशांश,Binary coded decimal
बायनरी अंक (बिट),Binary digit (bit)
बायनरी नंबर,Binary number
बिनौरल सुनावणी,Binaural hearing
दुर्बिणी,Binocular
बायोमेट्रिक,Biometric
द्विध्रुवीय ट्रान्झिस्टर,Bipolar transistor
बिट वाटप,Bit allocation
बिट रेट,Bit rate
काळा आणि पांढरा टीव्ही,Black & white TV
रिक्त,Blank
ब्लँकिंग मध्यांतर,Blanking interval
ब्लँकिंग लेव्हल,Blanking level
ब्लेडर रेझिस्टन्स,Bleeder resistance
ब्लिम्पेड कॅमेरा,Blimped camera
आंधळे चकाकी,Blinding glare
डोळे मिचकावणे,Blink
डोळे मिचकावणे,Blinking
ब्लॉक कोड,Block code
ब्लॉक आकृती,Block diagram
ब्लॉक इंटरलीव्ह,Block interleave
कॅपेसिटर अवरोधित करणे,Blocking capacitor
ऑसीलेटर अवरोधित करणे,Blocking oscillator
ब्लूम,Bloom
ब्लो दिवा,Blow lamp
ब्लो पाईप,Blow pipe
ब्लोअर,Blower
ब्लूटूथ,Bluetooth
बॉडी कॅपेसिटन्स,Body capacitance
बुकमार्क,Bookmark
बुलियन बीजगणित,Boolean algebra
भरभराट,Boom
चालना,Boost
बूस्टर,Booster
बूस्टर लाइट,Booster light
चालना,Boosting
बूटिंग,Booting
बूटस्ट्रॅप,Bootstrap
तळाशी प्रकाश,Bottom light
बाउन्स लाइट,Bounce light
यंत्रातील बिघाड,Break down
व्होल्टेज खाली करा,Break down voltage
पूल घटक,Bridge element
ब्रिज रेक्टिफायर,Bridge rectifier
ब्रिज केलेले ‘टी’ अ‍ॅटेन्युएटर,Bridged ‘T’ attenuator
ब्रिज केलेली रचना,Bridged structure
ब्रिजिंग,Bridging
ब्रिजिंग एम्पलीफायर,Bridging amplifier
ब्रिजिंग लॉस,Bridging loss
चमक,Brightness
ब्राइटनेस कंट्रोल,Brightness control
ठिसूळ,Brittle
ठिसूळ पदार्थ,Brittle substance
ब्रॉडबँड,Broadband
ब्रॉडबँड एम्पलीफायर,Broadband amplifier
ब्रॉडबँड आयएसडीएन,Broadband ISDN
ब्रॉडबँड सिस्टम,Broadband system
प्रसारण आणि संप्रेषण तंत्रज्ञान,Broadcast and communication technology
प्रसारण कव्हरेज,Broadcast coverage
ब्रॉडकास्ट रिसीव्हर,Broadcast receiver
प्रसारण सेवा नियोजन,Broadcast service planning
ब्रॉडकास्ट ट्रान्समीटर,Broadcast transmitter
प्रसारक,Broadcaster
प्रसारण,Broadcasting
प्रसारण स्टेशन,Broadcasting station
तुटलेली,Broken
ब्राउझर,Browser
ब्राउझिंग,Browsing
बबल,Bubble
बफर,Buffer
बफर एम्पलीफायर,Buffer amplifier
बफर ट्यूब,Buffer tube
किडा,Bug
अंगभूत अँटेना,Built-in antenna
बर्नर,Burner
बर्निंग,Burning
स्फोट त्रुटी,Burst error
स्फोट अंतर्भूत नाडी,Burst insertion pulse
स्फोट टप्पा,Burst phase
बस,Bus
व्यवसाय बुद्धिमत्ता,Business intelligence
बजर,Buzzer
पास द्वारे,By pass
पास करून,By passing
बायपास कंडेन्सर,Bypass condenser
सी,C
सी+प्रोग्रामिंग भाषा,C+programming language
कपाट,Cabinet
केबल,Cable
केबल कंपाऊंड,Cable compound
केबल समानता,Cable equalization
केबल तोटा,Cable loss
कॅशे,Cache
कॅशिंग,Caching
कॅडमियम सेल,Cadmium cell
गणना मशीन,Calculating machine
गणना,Calculation
कॅल्क्युलेटर,Calculator
कॅलिब्रेट,Calibrate
कॅलिपर,Calipers
कॅलरीमीटर,Calorimeter
कॅमकॉर्डर,Camcorder
कॅमेरा,Camera
कॅमेरा संरेखन,Camera alignment
कॅमेरा छिद्र,Camera aperture
कॅमेरा कव्हरेज,Camera coverage
कॅमेरा लाइन-अप,Camera line-up
कॅमेरा ट्यूब,Camera tube
छत,Canopy
क्षमता,Capability
कॅपेसिटन्स,Capacitance
कॅपेसिटिव्ह लोड,Capacitive load
कॅपेसिटिव्ह रिएक्टन्स,Capacitive reactance
कॅपेसिटर,Capacitor
कॅपेसिटर इनपुट फिल्टर,Capacitor input filter
क्षमता,Capacity
कॅप्सूल,Capsule
मथळा,Caption
कॅप्चर इफेक्ट,Capture effect
कार्ड,Card
कार्डिओइड,Cardioid
कार्डिओइड मायक्रोफोन,Cardioid microphone
वाहक,Carrier
वाहक वारंवारता,Carrier frequency
कॅरियर फ्रिक्वेन्सी शिफ्ट,Carrier frequency shift
वाहक शक्ती,Carrier power
कॅरियर सेन्स सिग्नल,Carrier sense signal
वाहक संवेदनशीलता,Carrier sensitivity
वाहक वेगळे,Carrier separation
कॅरियर शिफ्ट,Carrier shift
कॅरियर स्पेसिंग,Carrier spacing
वाहक दडपशाही,Carrier suppression
कॅरियर वेव्ह,Carrier wave
काडतूस,Cartridge
कोरीव काम,Carving
कॅसकेड,Cascade
कॅसकेड सर्किट,Cascaded circuit
कॅसेट,Cassette
ओतीव लोखंड,Cast iron
कास्टिंग,Casting
कॅटलॉग,Catalogue
आपत्तीजनक हस्तक्षेप,Catastrophic interference
कॅथोड,Cathode
कॅथोड अनुयायी,Cathode follower
कॅथोड रेझिस्टर,Cathode resistor
सेलफोन,Cellphone
सेल्युलर,Cellular
केंद्रीय नियंत्रण,Central control
मध्यवर्ती वारंवारता,Central frequency
सेंट्रल प्रोसेसिंग युनिट,Central processing unit
केंद्रीकृत डेटाबेस,Centralised database
केंद्रीकृत प्रणाली,Centralised system
सिरेमिक,Ceramic
खोली,Chamber
चेंजओव्हर स्विच,Changeover switch
चॅनल,Channel
चॅनेल एन्कोडर,Channel encoder
चॅनेल पृथक्करण,Channel separation
चॅनेल स्पेसिंग,Channel spacing
चॅनेल स्विचिंग,Channel switching
वैशिष्ट्यपूर्ण प्रतिबाधा,Characteristic impedance
वैशिष्ट्ये,Characteristics
चार्ज कॅरियर,Charge carrier
शुल्क घनता,Charge density
शुल्क आकारले,Charged
चार्जर,Charger
चार्जिंग व्होल्टेज,Charging voltage
चार्ट,Chart
Chasis,Chasis
गप्पा,Chat
चिप,Chip
चोक कॉइल,Choke coil
चोक इनपुट,Choke input
हेलिकॉप्टर एम्पलीफायर,Chopper amplifier
क्रोमा,Chroma
क्रोमा सॅम्पलिंग स्ट्रक्चर,Chroma sampling structure
क्रोमिनेन्स,Chrominance
सिनेमॅटोग्राफी,Cinematography
सर्किट,Circuit
सर्किट बोर्ड,Circuit board
सर्किट ब्रेकर,Circuit breaker
सर्किट घटक,Circuit element
सर्किट स्विचिंग,Circuit switching
सर्किटरी,Circuitry
परिपत्रक गती,Circular motion
परिपत्रक ध्रुवीकरण,Circular polarization
परिपत्रक उपग्रह कक्षा,Circular satellite orbit
परिपत्रक वेग,Circular velocity
परिपत्रक ध्रुवीय अँटेना,Circularly polarised antenna
परिपत्रक ध्रुवीकरण ट्रान्समिशन,Circularly polarised transmission
फिरणारा,Circulator
क्लेडिंग,Cladding
क्लॅम्प,Clamp
क्लॅम्पिंग सर्किट,Clamping circuit
वर्ग ए ऑपरेशन,Class A operation
वर्ग सी ट्यून केलेले एम्पलीफायर,Class C tuned amplifier
उत्सर्जन वर्ग,Class of emission
शास्त्रीय भौतिकशास्त्र,Classical physics
वर्गीकरण,Classification
क्लीनिंग एजंट,Cleaning agent
स्पष्ट,Clear
साफ चॅनेल,Clear channel
क्लिक करा,Click
ग्राहक,Client
क्लायंट रिलेशनशिप (सर्व्हर संबंध),Client relationship  (server relationship)
क्लिफ प्रभाव,Cliff effect
क्लिप बोर्ड,Clip board
क्लिपिंग,Clipping
घड्याळ नाडी,Clock pulse
क्लोक्ड फ्लिप फ्लॉप,Clocked flip flop
घड्याळाच्या बाजूने माइक,Clockfaced mike
घड्याळ-वारंवारता,Clock-frequency
घड्याळाच्या दिशेने,Clockwise
बंद परिक्रमा,Closed circuit
बंद पळवाट,Closed loop
क्लस्टर,Cluster
क्लस्टरिंग,Clustering
गोंधळ,Clutter
गोंधळ तोटा,Clutter loss
कोटिंग,Coating
कोएक्सियल केबल,Coaxial cable
कोएक्सियल लाइन,Coaxial line
कोएक्सियल ट्रान्समिशन लाइन,Coaxial transmission line
सह-चॅनेल,Co-channel
सह-चॅनेल हस्तक्षेप,Co-channel interference
कोक्लीया,Cochlea
कोड,Code
कोड क्रमांक,Code number
कोड दर,Code rate
कोड शब्द,Code word
कोडेक (कोडिंग डिकोडिंग),Codec (coding decoding)
कोड केलेले ऑडिओ,Coded audio
कोडर,Coder
कोडिंग,Coding
कोडिंग डिकोडिंग तंत्र,Coding decoding technique
कोडिंग त्रुटी,Coding error
कोडिंग दर,Coding rate
कोडिंग तंत्र,Coding technique
गुणांक,Coefficient
जबरदस्ती,Coercivity
सुसंगत मॉड्यूलेशन,Coherent modulation
कॉइल,Coil
सहयोग,Collaboration
कोसळणे,Collapse
जिल्हाधिकारी,Collector
जिल्हाधिकारी करंट,Collector current
बेस कंडक्टन्स टू कलेक्टर,Collector to base conductance
कलेक्टर-बेस जंक्शन,Collector-base junction
रंग,Colour
रंग विश्लेषक,Colour analyzer
रंग शिल्लक,Colour balance
रंग फुटला,Colour burst
रंग चार्ट,Colour chart
रंग संयोजन,Colour combination
रंग स्थिर,Colour constant
कलर कंट्रोल (क्रोम कंट्रोल),Colour control      (chrome control)
रंग खोली,Colour depth
रंग थकवा,Colour fatigue
रंग फिल्टर,Colour filter
कलर किलर सर्किट,Colour killer circuit
रंग किनेस्कोप,Colour kinescope
रंग मिक्सर,Colour mixer
रंग नमुना,Colour pattern
रंग समज,Colour perception
रंग चित्र स्क्रीन,Colour picture screen
रंग जागा,Colour space
रंग सबकारियर,Colour subcarrier
रंग तापमान,Colour temperature
रंग संप्रेषण,Colour transmission
रंग ट्यूब,Colour tube
रंगरंगोटी,Colouration
रंगहीन,Colourless
संयोजन,Combination
संयोजक,Combiner
प्रक्रिया एकत्रित,Combining process
ज्वलन,Combustion
आज्ञा,Command
प्रारंभ,Commencement
व्यावसायिक प्रसारण,Commercial broadcasting
व्यावसायिक टेलिव्हिजन,Commercial television
सामान्य कलेक्टर सर्किट,Common collector circuit
संप्रेषण,Communication
संप्रेषण उपग्रह,Communication satellite
कम्युनिटी रेडिओ सेंटर,Community radio centre
कम्युनिटी रेडिओ स्टेशन,Community radio station
कॉम्पॅक्ट डिस्क (सीडी),Compact disc (CD)
कॉम्पॅक्ट डिस्क प्लेयर,Compact disc player
कॉम्पॅन्डर,Compander
कंपँडिंग,Companding
सुसंगतता,Compatibility
सुसंगत,Compatible
कंपाईलर,Compiler
पूरक,Complementary
पूरक ट्रान्झिस्टर,Complementary transistor
कॉम्प्लेक्स वेव्ह,Complex wave
घटक,Component
संमिश्र,Composite
संमिश्र सर्किट,Composite circuit
संमिश्र डिजिटल,Composite digital
संमिश्र रेडिओ फ्रिक्वेन्सी सिग्नल,Composite radio frequency signal
संमिश्र सिग्नल,Composite signal
संमिश्र व्हिडिओ,Composite video
संमिश्र व्हिडिओ सिग्नल,Composite video signal
रचना,Composition
संकुचित डेटा,Compressed data
संकुचित डिजिटलाइज्ड व्हिडिओ,Compressed digitized video
संकुचित व्हिडिओ,Compressed video
कम्प्रेशन,Compression
कॉम्प्रेशन आर्टिफॅक्ट,Compression artifact
कॉम्प्रेशन धोका,Compression hazard
