Bengali,Gujarati
পরম আলোকসজ্জা,સંપૂર્ણ તેજ
পরম ক্ষমতা,સંપૂર્ણ ક્ષમતા
পরম উচ্চতা,ચોક્કસ ઊંચાઈ
পরম রঙ্গক,સંપૂર્ણ રંગદ્રવ્ય
"পরম কনফিগারেশন, দ্ব্যর্থহীন কনফিগারেশন","સંપૂર્ણ રૂપરેખાંકન, અસ્પષ્ટ રૂપરેખાંકન"
পরম কুলম্ব,સંપૂર્ણ કૂલમ્બ
সম্পূর্ণ অন্ধকার,સંપૂર્ણ અંધકાર
পরম সময়সূচী,સંપૂર્ણ સમયપત્રક
পরম ঘনত্ব*,સંપૂર્ણ ઘનતા*
পরম নিষ্কাশন,સંપૂર્ણ ડ્રેનેજ
পরম ইএমইউ (ইলেক্ট্রোম্যাগনেটিক ইউনিট),સંપૂર્ણ EMU (ઇલેક્ટ્રોમેગ્નેટિક એકમ)
পরম ESU (স্থির শক্তি ইউনিট),સંપૂર્ણ ESU (સ્થિર એકમ)
পরম দক্ষতা,સંપૂર્ણ કાર્યક્ષમતા
পরম ইলেক্ট্রোমিটার,સંપૂર્ણ ઇલેક્ટ્રોમીટર
পরম ফ্রিকোয়েন্সি পরম ফ্রিকোয়েন্সি,સંપૂર્ણ આવર્તન સંપૂર્ણ આવર્તન
পরম আর্দ্রতা,સંપૂર્ણ ભેજ
পরম ঘটনা,સંપૂર્ણ ઘટના
পরম প্রতিসরাঙ্ক সূচক,સંપૂર્ણ રીફ્રેક્ટિવ ઇન્ડેક્સ
পরম অস্থিরতা,સંપૂર્ણ અસ્થિરતા
পরম অস্থিরতা,સંપૂર્ણ અસ્થિરતા
"পরম তীব্রতা, পরম তীব্রতা","સંપૂર્ણ તીવ્રતા, સંપૂર્ણ તીવ્રતા"
অ্যাথেনিয়ার পরম সীমা,અસ્થેનિયાની સંપૂર્ણ મર્યાદા
পরম আলোকসজ্জা সিল,સંપૂર્ણ રોશની
পরম হালকা বক্ররেখা,સંપૂર્ણ પ્રકાશ વળાંક
পরম মাত্রা,સંપૂર્ણ તીવ્રતા
পরম ব্যারোমিটার,સંપૂર્ણ બેરોમીટર
সর্বোচ্চ সর্বোচ্চ,સર્વોચ્ચ સર્વોચ્ચ
পরম চরম,સંપૂર્ણ મર્યાદા
পরম সর্বনিম্ন,એકદમ નીચું
পরম গতিবেগ,સંપૂર્ણ વેગ
পরম গতি,સંપૂર્ણ ઝડપ
পরম সঙ্গীত,સંપૂર્ણ સંગીત
পরম পর্যবেক্ষণ,સંપૂર્ણ અવલોકન
পরম ওম,સંપૂર્ણ ઓહ્મ
পরম অভিযোজন,સંપૂર્ણ અભિગમ
পরম বৈদ্যুতিক ঋণাত্মকতা,સંપૂર્ણ ઇલેક્ટ્રોનેગેટિવિટી
পরম মাধ্যাকর্ষণ,સંપૂર્ણ ગુરુત્વાકર્ષણ
পরম চাপ,સંપૂર્ણ દબાણ
পরম সম্পত্তি,સંપૂર્ણ મિલકત
পরম স্কেলার,સંપૂર્ણ સ્કેલર
তাপমাত্রার পরম স্কেল*,તાપમાનનું સંપૂર્ણ માપ*
"পরম সমলয়, পরম সমলয়","સંપૂર્ણ સુમેળ, સંપૂર્ણ સુમેળ"
পরম চাপ,સંપૂર્ણ તણાવ
পরম প্রতিসাম্য,સંપૂર્ણ સમપ્રમાણતા
পরম গতি শরীর,સંપૂર્ણ ગતિ શરીર
পরম ইউনিট সিস্টেম,સંપૂર્ણ એકમ સિસ્ટમ
পরম তাপমাত্রা,સંપૂર્ણ તાપમાન
পরম সময়,ચોક્કસ સમય
পরম একক,સંપૂર્ણ એકમો
পরম মান,સંપૂર્ણ મૂલ્ય
পূর্ণসংখ্যা ক্যালকুলেটর,પૂર્ણાંક કેલ્ક્યુલેટર
পরম বেগ,સંપૂર્ણ વેગ
পরম সান্দ্রতা,સંપૂર્ણ સ્નિગ્ધતા
পরম ওজন,સંપૂર્ણ વજન
পরম শূন্য*,સંપૂર્ણ શૂન્ય*
শূন্যের পরম ভাজক,શૂન્યનો સંપૂર્ણ વિભાજક
শোষণ করা,શોષી લેવું
শোষণ সূচক*,શોષણ સૂચકાંક*
শোষিত শক্তি,શોષિત ઊર્જા
"শোষক, শোষক","શોષક, શોષક"
শোষক মাধ্যম*,શોષક માધ્યમ*
শোষণ ক্ষমতা,શોષણ ક્ષમતા
শোষণ,શોષણ
শোষণ যন্ত্র*,શોષણમાપક*
শোষণমিতি*,શોષણમેટ્રી*
শোষণ,શોષણ
শোষণ - ব্যান্ড*,શોષણ - બેન્ડ*
শোষণ সার্কিট,શોષણ સર્કિટ
শোষণ গুণাঙ্ক,શોષણ ગુણાંક
শোষণ কলাম,શોષણ કૉલમ
শোষণ ধ্রুবক,સતત શોષણ
শোষণ ধারাবাহিকতা,શોષણ સાતત્ય
শোষণ অঞ্চল,શોષણ ઝોન
শোষণ বর্তমান,શોષણ વર્તમાન
শোষণ বক্ররেখা*,શોષણ વક્ર*
শোষণ ফ্র্যাকচার,શોષણ અસ્થિભંગ
শোষণ কোর,શોષણ કોર
শোষণ ফ্যাক্টর,શોષણ પરિબળ
শোষণ ফিল্টার,શોષણ ફિલ્ટર
শোষণ শিখা ফটোমেট্রি*,શોષણ જ્યોત ફોટોમેટ્રી*
শোষণ হাইগ্রোমিটার,શોષણ હાઇગ્રોમીટર
শোষণ সূচক,શોષણ ઘાતાંક
শোষণ প্রান্তিক,શોષણ સીમાંત
শোষণ লাইন,શોષણ રેખા
শোষণ ক্ষতি,શોષણ નુકશાન
শোষণ মড্যুলেশন,શોષણ મોડ્યુલેશન
আলো শোষণ,પ્રકાશ શોષણ
বিকিরণ শক্তি শোষণ,રેડિયેશન ઊર્જાનું શોષણ
শোষণ শিখর,શોષણની ટોચ
শোষণ ফটোমেট্রি,શોષણ ફોટોમેટ્રી
শোষণ অনুপাত,શોષણ ગુણોત્તર
শোষণ পরিসীমা*,શોષણ શ્રેણી*
শোষণ স্পেকট্রাম ফটোমেট্রি*,શોષણ સ્પેક્ટ્રમ ફોટોમેટ્રી*
শোষণ বর্ণালী*,શોષણ સ્પેક્ટ્રમ*
"শোষণ নল, শোষণ নল","શોષણ નળી, શોષણ નળી"
শোষণ হাইগ্রোমিটার,શોષણ હાઇગ્રોમીટર
শোষক*,શોષક*
শোষক বাষ্পীভবনকারী,શોષક બાષ્પીભવક
শোষণ আইন*,શોષણ કાયદો*
শোষণ মাধ্যম,શોષણ માધ્યમ
"শোষণ ক্ষমতা, শোষণ*","શોષક ક્ષમતા, શોષણ*"
শোষণ*,શોષણ*
স্টুডিও সজ্জা,સ્ટુડિયો સરંજામ
বহুগুণ অনুপাত,ગુણાકાર ગુણોત્તર
বিভ্রান্তি,અવગણના
সম্পর্কিত,વિશે
ত্বরান্বিত করা,વેગ આપો
ত্বরণ-স্টপ দূরত্ব,પ્રવેગક-સ્ટોપ અંતર
তাড়াতাড়ি,ઉતાવળ કરી
দ্রুত সময়ের প্রভাব পরীক্ষা,ઝડપી સમય અસર પરીક્ષણ
দ্রুত প্রবাহ,ઝડપી પ્રવાહ
দ্রুত গতি,ઝડપી ગતિ
দ্রুত শরীর,ઝડપી શરીર
এক্সিলারেটর ওজনকারী,પ્રવેગક તોલનાર
এক্সিলারেটর ইলেক্ট্রোড*,પ્રવેગક ઇલેક્ટ્રોડ*
এক্সিলারেটরের সময়*,પ્રવેગક સમય*
এক্সিলারেটর ফেজ,પ્રવેગક તબક્કો
অ্যাক্সিলারেটর হার,પ્રવેગક દર
এক্সিলারেটর ভোল্টেজ*,એક્સિલરેટર વોલ્ટેજ*
ত্বরণ,પ્રવેગ
ত্বরিত জ্বলন,ત્વરિત કમ્બશન
ত্বরণ সহগ,પ્રવેગક ગુણાંક
ত্বরণ উপাদান,પ્રવેગક ઘટક
মাধ্যাকর্ষণ বলের প্রভাবে গতি বৃদ্ধি,ગુરુત્વાકર્ષણને કારણે પ્રવેગક
ত্বরণ ফ্যাক্টর,પ્રવેગક પરિબળ
ত্বরিত চার্জ,ઝડપી ચાર્જ
অভিকর্ষের ত্বরণ,ગુરુત્વાકર્ષણ પ્રવેગક
ত্বরণ সম্ভাবনা,પ્રવેગક સંભવિત
ত্বরণ আইন,પ્રવેગક કાયદો
ত্বরণ প্রক্রিয়া,પ્રવેગક પ્રક્રિયા
ত্বরণ অঞ্চল,પ્રવેગક ક્ષેત્ર
ত্বরণ পদ্ধতি,પ્રવેગક પદ્ધતિ
"ত্বরণ সহনশীলতা, ত্বরণ সহনশীলতা","પ્રવેગ સહનશીલતા, પ્રવેગ સહનશીલતા"
ত্বরণ ভেক্টর,પ્રવેગક વેક્ટર
ত্বরণ-ভোল্টেজ,પ્રવેગક-વોલ્ટેજ
ত্বরণ তরঙ্গ,પ્રવેગક તરંગ
এক্সিলারেটর,પ્રવેગક
"ত্বরণ, ত্বরণক*","પ્રવેગક, પ્રવેગક*"
অ্যাক্সিলারেটর সমীকরণ,પ્રવેગક સમીકરણ
এক্সিলারেটর*,એક્સિલરેટર*
অ্যাক্সিলোমিটার,એક્સેલરોમીટર
অ্যাক্সিলোমিটার মিল,એક્સેલરોમીટર મેચિંગ
prestresser,prestresser
বৈধ অক্ষর,માન્ય અક્ષરો
গ্রহণযোগ্যতা কোণ,સ્વીકૃતિ કોણ
গ্রহণযোগ্যতা স্পেসিফিকেশন,સ્વીકૃતિ સ્પષ્ટીકરણ
গ্রহণযোগ্য পরীক্ষা,સ્વીકાર્ય પરીક્ષણ
"গ্রহণকারী*, গ্রহণকারী","સ્વીકારનાર*, સ્વીકારનાર"
রিসেপ্টর পরমাণু,રીસેપ્ટર અણુ
রিসেপ্টর বন্ড,રીસેપ્ટર બોન્ડ
রিসিভার সার্কিট,રીસીવર સર્કિટ
রিসেপ্টর স্তর,રીસેપ્ટર સ્તર
দাতা অণু,દાતા પરમાણુ
রিসেপ্টর সম্পত্তি,રીસેપ્ટર મિલકત
রিসেপ্টর সম্পত্তি স্তর,રીસેપ્ટર મિલકત સ્તર
অ্যাক্সিলারেটর পায়ের পাতার মোজাবিশেষ,પ્રવેગક નળી
"অ্যাক্সেস, অপেক্ষা, অ্যাক্সেস","પ્રવેશ, રાહ, પ્રવેશ"
ভুজ অ্যাক্সেস করুন,ભુજ એક્સેસ
অ্যাক্সেস সিস্টেম,ઍક્સેસ સિસ્ટમ
প্রবেশাধিকার সময়,ઍક્સેસ સમય
অ্যাক্সেসযোগ্যতা,ઉપલ્બધતા
"অতিরিক্ত, সহায়ক, আনুষঙ্গিক (v, ), আনুষাঙ্গিক","વધારાના, સહાયક, સહાયક (v, ), એસેસરીઝ"
অতিরিক্ত সীমাবদ্ধতা,વધારાના પ્રતિબંધો
কাকতালীয়,સંયોગ
আকস্মিক সংশোধন,આકસ્મિક કરેક્શન
দুর্ঘটনাজনিত বায়োজেনেসিস,આકસ્મિક બાયોજેનેસિસ
আকস্মিক ডাইভারশন,આકસ્મિક ડાયવર્ઝન
ভিজিটর ত্রুটি,મુલાકાતી ભૂલ
"হঠাৎ বন্ধ, হঠাৎ বাতা","અચાનક સ્ટોપ, એકાએક સ્ટોપ"
দুর্ঘটনাজনিত সংক্রমণ,આકસ્મિક ટ્રાન્સમિશન
এলোমেলো পার্থক্য,રેન્ડમ ભિન્નતા
সমন্বয়,ગોઠવણ
অবস্থিত,સ્થિત
সঞ্চিত ত্রুটি,સંચિત ભૂલ
"accumulation, accumulation","સંચય, સંચય"
শক্তি সঞ্চয়,ઊર્જા સંગ્રહ
সঞ্চয়ক*,સંચયક*
সঠিকতা,ચોકસાઈ
বাস্তবতা,વાસ્તવિકતા
বাস্তব যন্ত্র পর্যবেক্ষণ,વાસ્તવિક સાધન અવલોકન
সঠিক পরিসীমা চিহ্নিতকারী,ચોક્કસ શ્રેણી માર્કર
নির্ভুলতা স্ক্যানিং,ચોકસાઇ સ્કેનીંગ
অনুশীলন করা,પ્રેક્ટિસ
এক্সিলারেটর সেল*,એક્સિલરેટર સેલ*
অ্যাক্রোমেটিক লেন্স*,વર્ણહીન લેન્સ*
অ্যাক্রোমেটিক*,વર્ણહીન*
অ্যাক্রোম্যাটিক বিশ্লেষক,વર્ણહીન વિશ્લેષક
ফ্রিকোয়েন্সি নিরপেক্ষ অ্যান্টেনা,આવર્તન તટસ્થ એન્ટેના
অ্যাক্রোমেটিক আকৃতি,વર્ણહીન આકાર
অ্যাক্রোম্যাটিক ফ্রিঞ্জ,વર્ણહીન ફ્રિન્જ
অ্যাক্রোমেটিক লেন্স*,વર્ણહીન લેન્સ*
অ্যাক্রোম্যাটিক পয়েন্ট পাথ,વર્ણહીન બિંદુ પાથ
অ্যাক্রোম্যাটিক লেন্স,વર્ણહીન લેન્સ
অ্যাক্রোমেটিক প্রিজম,વર્ણહીન પ્રિઝમ
অ্যাক্রোম্যাটিক টেলিস্কোপ,વર્ણહીન ટેલિસ્કોપ
বর্ণহীনতা*,વર્ણહીનતા*
অ্যাক্রোমাটাইজেশন*,વર્ણહીનકરણ*
বর্ণহীনতা*,વર્ણહીનતા*
"স্থিতিস্থাপক, অবাধ্য, অবাধ্য","સ્થિતિસ્થાપક, અપ્રતિરોધક, પ્રત્યાવર્તન"
"আকর্ণ হোস, বানজু হোস","એકોર્ન નળી, બંજુ નળી"
ক্ষুদ্রাকৃতির ভালভ,લઘુચિત્ર વાલ્વ
ইকোফোনি,ઇકોફોની
শাব্দিক,એકોસ્ટિક
শাব্দ শোষণ,એકોસ્ટિક શોષકતા
অ্যাকোস্টিক অ্যাটেন্যুয়েশন সহগ,એકોસ્ટિક એટેન્યુએશન ગુણાંક
অ্যাকোস্টিক অ্যাটেন্যুয়েশন,એકોસ્ટિક એટેન્યુએશન
শাব্দ চোর অ্যালার্ম,એકોસ્ટિક ચોર એલાર્મ
অ্যাকোস্টিক ক্যাপাসিট্যান্স,એકોસ્ટિક ક્ષમતા
শ্রবণ কেন্দ্র,સુનાવણી કેન્દ્ર
শাব্দ ব্যাখ্যা,એકોસ્ટિક સમજૂતી
শাব্দ আবরণ,એકોસ્ટિક કવર
শাব্দ প্রতিক্রিয়া,એકોસ્ટિક પ્રતિભાવ
শাব্দিক উপাদান,એકોસ્ટિક ઘટક
শাব্দ পরিবাহিতা,એકોસ્ટિક વાહકતા
শাব্দ স্যাঁতসেঁতে,એકોસ્ટિક ભીનાશ
শাব্দ বিচ্ছুরণ,એકોસ્ટિક વિક્ષેપ
শব্দ হ্যাকার,સાઉન્ડ હેકર
শাব্দ শক্তি*,ધ્વનિ ઊર્જા*
শাব্দ শক্তি সমীকরণ,એકોસ્ટિક ઊર્જા સમીકરણ
শাব্দিক সমীকরণ,એકોસ્ટિક સમીકરણ
শাব্দ পুনঃস্থাপন,એકોસ્ટિક પુનઃસ્થાપન
ক্ল্যাডনি আকার,ક્લેડની આકાર
শাব্দ ফিল্টার,એકોસ્ટિક ફિલ્ટર
শব্দ জেনারেটর,અવાજ જનરેટર
শাব্দ ঝাঁঝরি,એકોસ્ટિક જાળી
শব্দের সংরোধ*,એકોસ્ટિક અવબાધ*
শাব্দিক জড়তা,એકોસ્ટિક જડતા
শাব্দ তীব্রতা,એકોસ્ટિક તીવ્રતા
শাব্দ হস্তক্ষেপ মিটার,એકોસ્ટિક હસ્તક્ષેપ મીટર
শাব্দ হস্তক্ষেপ আবিষ্কারক,એકોસ્ટિક હસ્તક્ષેપ ડિટેક્ટર
শাব্দ লেন্স,એકોસ્ટિક લેન્સ
শব্দ লাইন,ધ્વનિ રેખા
শাব্দ ভর,એકોસ્ટિક માસ
শাব্দ উপাদান,એકોસ્ટિક સામગ્રી
অ্যাকোস্টিক মানে মুক্ত পথ,એકોસ્ટિક અર્થ મુક્ત માર્ગ
শাব্দ মোড,એકોસ્ટિક મોડ
শাব্দিক শব্দ,એકોસ્ટિક અવાજ
শাব্দিক ওহম*,એકોસ્ટિક ઓહ્મ*
"অ্যাকোস্টিক প্যানেল, অ্যাকোস্টিক বোর্ড","એકોસ્ટિક પેનલ, એકોસ્ટિક બોર્ડ"
শাব্দ ফেজ ধ্রুবক,એકોસ્ટિક તબક્કો સ્થિર
শাব্দ রিসিভার,એકોસ્ટિક રીસીવર
শাব্দ চাপ,એકોસ્ટિક દબાણ
শব্দের প্রতিসাম্য নিয়ম,ધ્વનિનો સપ્રમાણતાનો નિયમ
শাব্দ সংক্রমণ,એકોસ્ટિક ટ્રાન્સમિશન
শাব্দ বৈশিষ্ট্য,એકોસ્ટિક ગુણધર્મો
শাব্দ চতুর্ভুজ,એકોસ્ટિક ક્વાડ્રુપોલ
শাব্দ বিকিরণ উপাদান,એકોસ્ટિક રેડિયેશન તત્વ
শাব্দ বিকিরণ,એકોસ્ટિક રેડિયેશન
শব্দরোধী,સાઉન્ડપ્રૂફ
অ্যাকোস্টিক রেডিওমিটার,એકોસ્ટિક રેડિયોમીટર
শাব্দ প্রতিক্রিয়া,એકોસ્ટિક પ્રતિભાવ
অ্যাকোস্টিক পারস্পরিক তত্ত্ব,એકોસ્ટિક પારસ્પરિકતા પ્રમેય
শাব্দ হ্রাস ফ্যাক্টর,એકોસ્ટિક ઘટાડો પરિબળ
শাব্দ প্রতিফলন সহগ,એકોસ્ટિક પરાવર્તન ગુણાંક
শাব্দ প্রতিসরণ,એકોસ્ટિક રીફ્રેક્શન
শাব্দ প্রতিরোধের,એકોસ્ટિક પ્રતિકાર
শাব্দ প্রতিক্রিয়া,એકોસ્ટિક પ્રતિભાવ
শাব্দ বিচ্ছুরণ,એકોસ્ટિક સ્કેટરિંગ
শ্রবণ বিন্দু,સુનાવણી બિંદુ
শাব্দিক অনমনীয়তা,એકોસ્ટિક કઠોરતા
শাব্দ ব্যবস্থা,એકોસ્ટિક સિસ્ટમ
শাব্দ থার্মোমিটার,એકોસ્ટિક થર્મોમીટર
শাব্দ বেগ,એકોસ્ટિક વેગ
শব্দ - তরঙ্গ,ધ્વનિ તરંગ
শাব্দিক,એકોસ્ટિક
শব্দ শোষণ সহগ,ધ્વનિ શોષણ ગુણાંક
শব্দ শোষণ উপাদান,ધ્વનિ શોષણ ઘટક
শাব্দ সার্কিট,એકોસ્ટિક સર્કિટ
শাব্দ প্রতিক্রিয়া,એકોસ્ટિક પ્રતિભાવ
শাব্দ বিলম্ব লাইন,એકોસ્ટિક વિલંબ રેખા
শাব্দ বিকৃতি,એકોસ્ટિક વિકૃતિ
শাব্দিক ধ্বনিবিদ্যা,એકોસ્ટિક એકોસ્ટિક્સ
শাব্দ ফিল্টার,એકોસ્ટિક ફિલ્ટર
শব্দের সংরোধ*,એકોસ્ટિક અવબાધ*
ফোনোগ্রাফ,ફોનોગ્રાફ
শাব্দিক ওহম*,એકોસ્ટિક ઓહ્મ*
শাব্দিক ধ্রুবক,એકોસ્ટિક સતત
শাব্দিক ফোনন,એકોસ્ટિક ફોનોન
শাব্দ সংক্রমণ ধ্রুবক,એકોસ્ટિક ટ્રાન્સમિશન સતત
শব্দ পরিবর্তন সহগ,ધ્વનિ રૂપાંતર ગુણાંક
শাব্দ প্রতিরোধের,એકોસ્ટિક પ્રતિકાર
শাব্দিক অনমনীয়তা,એકોસ્ટિક કઠોરતા
শব্দ ইউনিট,ધ્વનિ એકમ
শব্দরোধী,સાઉન્ડપ્રૂફ
শাব্দ পার্শ্ব লাইন,એકોસ્ટિક સાઇડ લાઇન
"ধ্বনিবিদ্যা, ধ্বনিবিদ্যা","ધ્વનિશાસ્ત્ર, ધ્વનિશાસ્ત્ર"
শব্দ মিটার,સાઉન્ડ મીટર
শব্দ চাপ,ધ્વનિ દબાણ
অধিগ্রহণ রাডার,સંપાદન રડાર
সালোকসংশ্লেষী বিকিরণ,પ્રકાશસંશ્લેષણ રેડિયેશન
অ্যাক্টিনিয়াম নির্গমন,એક્ટિનિયમ ઉત્સર્જન
অ্যাক্টিনো-ইউরেনিয়াম,એક્ટિનો-યુરેનિયમ
অ্যাক্টিনো-ইউরেনিয়াম সিরিজ,એક્ટિનો-યુરેનિયમ શ્રેણી
তেজস্ক্রিয়,રેડિયોઇલેક્ટ્રિક
"অ্যাক্টিনোমিটার, ফটোমাইক্রোমিটার","એક્ટિનોમીટર, ફોટોમિક્રોમીટર"
"কর্ম, কাজ","ક્રિયા, ખત"
কর্ম এবং প্রতিক্রিয়া,ક્રિયા અને પ્રતિક્રિયા
কর্ম ধ্রুবক,ક્રિયા સતત
প্রভাব গোলক,પ્રભાવ ક્ષેત્ર
"সক্রিয়, সক্রিয়","સક્રિય, સક્રિય"
সক্রিয় বিস্তার,સક્રિય પ્રસરણ
"সক্রিয় ফাইবার, সক্রিয় ফাইবার","સક્રિય ફાઇબર, સક્રિય ફાઇબર"
সক্রিয়করণ প্রভাব,સક્રિયકરણ અસર
সক্রিয়করণ প্রভাব,સક્રિયકરણ અસર
সক্রিয়করণ বিশ্লেষণ,સક્રિયકરણ વિશ્લેષણ
কার্যকলাপ কেন্দ্র,પ્રવૃત્તિ કેન્દ્ર
সক্রিয়করণ পরীক্ষক,સક્રિયકરણ પરીક્ષક
অ্যাক্টিভেশন শক্তি,સક્રિયકરણ ઊર્જા
সক্রিয়করণ এনট্রপি,સક્રિયકરણ એન્ટ્રોપી
সক্রিয়করণ ওভারভোল্টেজ,સક્રિયકરણ ઓવરવોલ્ટેજ
সক্রিয়করণ হার,સક્રિયકરણ દર
"সক্রিয়কারী, সক্রিয়কারী","એક્ટિવેટર, એક્ટિવેટર"
অ্যাক্টিভেটর পরমাণু,એક્ટિવેટર અણુ
এক্সিলারেটর,પ્રવેગક
সক্রিয় শোষণ,સક્રિય શોષણ
সক্রিয় বায়বীয়,સક્રિય હવાઈ
বিকিরণ বিপদ অঞ্চল,રેડિયેશન ડેન્જર ઝોન
সক্রিয় ডিভাইস,સક્રિય ઉપકરણ
সক্রিয় টার্গেটিং,સક્રિય લક્ષ્યીકરણ
সক্রিয় হাইড্রোজেন*,સક્રિય હાઇડ્રોજન*
সক্রিয় জাল,સક્રિય મેશ
সক্রিয় লাইন সক্রিয় লাইন,સક્રિય રેખા સક્રિય રેખા
সক্রিয় লুপ,સક્રિય લૂપ
সক্রিয় কোড*,સક્રિય કોડ*
সক্রিয় উপাদান,સક્રિય ઘટકો
সক্রিয় অণু,સક્રિય પરમાણુ
সক্রিয় জাল,સક્રિય મેશ
সক্রিয় পুনর্শোষণ,સક્રિય પુનઃશોષણ
সক্রিয় এলাকা,સક્રિય વિસ્તાર
সক্রিয় নিয়ন্ত্রণ,સક્રિય નિયમન
সক্রিয় স্যাটেলাইট,સક્રિય ઉપગ્રહ
সক্রিয় বিচ্ছিন্ন সৌর শিখা,સક્રિય વિખંડન સૌર જ્યોત
সক্রিয় মাইক্রোনিউট্রিয়েন্ট,સક્રિય સૂક્ષ્મ પોષકતત્ત્વો
সক্রিয় ট্র্যাকিং সিস্টেম,સક્રિય ટ્રેકિંગ સિસ્ટમ
সক্রিয় ট্রান্সডুসার,સક્રિય ટ્રાન્સડ્યુસર
সক্রিয় গ্রহণ,સક્રિય સેવન
কার্যকলাপ সহগ*,પ્રવૃત્તિ ગુણાંક*
কার্যকলাপ সূচক,પ્રવૃત્તિ સૂચકાંક
কার্যকলাপ অনুপাত,પ્રવૃત્તિ ગુણોત્તર
কার্যকলাপ ভেক্টর,પ્રવૃત્તિ વેક્ટર
বাস্তব মনিটর,વાસ્તવિક મોનિટર
প্রকৃত চাপ,વાસ્તવિક તણાવ
ট্রিগার করতে,ટ્રિગર કરવા માટે
জন্মদাতা,પ્રવર્તક
জন্মদাতা,પ્રવર્તક
acuityometer,એક્યુટીમીટર
শ্রবণ তীক্ষ্ণতা,સુનાવણીની તીવ્રતા
ছবির তীক্ষ্ণতা মান,ફોટો ઉગ્રતા મૂલ્ય
তীব্র কোণ,તીવ્ર કોણ
ফিসফিস,બબડાટ
তীব্র ত্রিভুজ,તીવ્ર ત્રિકોણ
অ্যাসাইক্লিক,એસાયક્લિક
অপ্টিমাইজেশান অ্যাপ্লিকেশন,ઓપ્ટિમાઇઝેશન એપ્લિકેશન
অপ্টিমাইজ করা অবস্থা,ઑપ્ટિમાઇઝ રાજ્ય
অভিযোজিত নিয়ন্ত্রণ ব্যবস্থা,અનુકૂલનશીલ નિયંત્રણ સિસ્ટમ
অ্যাডাপ্টোমিটার,એડેપ્ટોમીટર
