Kannada,Marathi
"ಆಕ್ಟಿವೇಟರ್, ಆಕ್ಟಿವೇಟರ್","सक्रिय करणारा, सक्रिय करणारा"
ಸಕ್ರಿಯ,सक्रिय
ಕ್ರಿಯಾಶೀಲತೆ,सक्रियता
ನಿಜವಾದ ಒತ್ತಡ,वास्तविक ताण
ಗುಸುಗುಸು,कुजबुजणे
ಒಟ್ಟುಗೂಡಿಸಲು,बेरीज करणे
"ಮೊತ್ತ, ಸಂಕಲನ, ಒಟ್ಟು (ed.), ಸಂಯೋಜಕ (v.)","बेरीज, बेरीज, एकत्रित (सं.), बेरीज (v.)"
"ಸಂಯೋಜಕ ಸ್ವರ, ಹೆಚ್ಚುವರಿ ಸ್ವರ (ಸ್ವರ)","संयुक्त स्वर, अतिरिक्त स्वर (स्वर)"
ಸಂಯೋಜಕ,additive
ಅಂಟಿಕೊಳ್ಳುವಿಕೆ,आसंजन
ಅಂಟಿಕೊಳ್ಳುವ ಶಕ್ತಿ,चिकट ऊर्जा
ಅಡಿಯಾಬಟ್,adiabat
ಅಡಿಯಾಬಾಟಿಕ್,adiabatic
ಶಾಖ ನಿರೋಧಕ,उष्णता इन्सुलेट
ಬಾಂಧವ್ಯ,संलग्नक
ಹೊಂದಾಣಿಕೆ,बदलानुकारी
ನುಗ್ಗುವಿಕೆ,प्रवेश
ಹೊರಹೀರುವಿಕೆ,शोषण
ಮುಂದೆ,पुढे
ಪ್ರಗತಿಪರ,प्रगतीशील
"ಆಕಾಶಿ, ವಾಯು (ವಿ.), ವೈಮಾನಿಕ (ಸಂ)","आकाशी, वायु (वि.), हवाई (सं.)"
ಆಂಟೆನಾ ಸ್ಟ್ರೀಮ್,अँटेना प्रवाह
ವೈಮಾನಿಕ ಸಮೀಕ್ಷೆ,हवाई सर्वेक्षण
ಗಾಳಿಯ ವೇಗ,हवेचा वेग
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಗುಣಾಂಕ,वायुगतिकीय गुणांक
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ,वायुगतिकीय
ವಾಯುಬಲವಿಜ್ಞಾನ,वायुगतिकी
ಏರೋನಾಟಿಕಲ್,वैमानिक
ಏರೋನಾಟಿಕ್ಸ್,वैमानिक
ಗಾಳಿಯ ನಾಡಿ,हवेची नाडी
"ವಾತಾವರಣ, ಅನಿಲಗೋಳ","वातावरण, वायूमंडल"
ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ,फोकस सिस्टम
ಹಿಂಭಾಗದ ದಹನ,परत प्रज्वलन
ಹಿಂಬದಿ ಬೆಳಕು,परत प्रकाश
ಕನ್ಕ್ಯುಶನ್,आघात
"ವಯಸ್ಸು, ವಯಸ್ಸು, ವಯಸ್ಸು, ಯುಗ (ed.), ಸಮಯವನ್ನು ಪ್ರಭಾವಿಸಲು (ver.), ಸಮಯ, ಸಮಯದಿಂದ ಪ್ರಭಾವಿತವಾಗಿರುತ್ತದೆ","वय, वय, वय, युग (सं.), वेळेवर परिणाम करणे (व्हेर.), वेळ, काळाने प्रभावित होणे"
ಸಮಯ ಪ್ರಭಾವಿತವಾಗಿದೆ,वेळ प्रभावित
"ವಯಸ್ಸಾದ, ವಯಸ್ಸಾದ","वृद्धत्व, वृद्धत्व"
ಸಮಯದ ಪರಿಣಾಮ,वेळेचा प्रभाव
ಸಮಯ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ,वेळ प्रभाव चाचणी
ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಲ್ಲದ,गुरुत्वाकर्षणरहित
ಸಮನ್ವಯ,समेट
"ವಾಯುಗಾಮಿ ರಾಡಾರ್, ವೈಮಾನಿಕ ರಾಡಾರ್","हवाई रडार, हवाई रडार"
"ವೈಮಾನಿಕ ಗುರಿ, ವೈಮಾನಿಕ ಗುರಿ","हवाई लक्ष्य, हवाई लक्ष्य"
ವಾಯು ಉಸಿರಾಟಕಾರಕ,हवा श्वसन यंत्र
ಹವಾನಿಯಂತ್ರಣ,वातानुकुलीत
ಏರ್ಕ್ರೂ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,विंडप्रूफ ट्रान्सफॉर्मर
ವಿಮಾನ,विमान
ಜೋಡಣೆ,संरेखन
ಜೋಡಣೆ ದೋಷ,संरेखन त्रुटी
ಲೈವ್ ಸರ್ಕ್ಯೂಟ್,थेट सर्किट
ಪೂರ್ಣ ಗಾಜಿನ ಕೊಳವೆ,पूर्ण काचेची ट्यूब
ಸಂಪೂರ್ಣ ಲೋಹದ ಕೊಳವೆ,संपूर्ण धातूची नळी
ಸರಿಪಡಿಸಲು,निराकरण
"ಮಿಶ್ರತು (ಸಂ), ಮಿಶ್ರತ್ವಾನ್ (ಸಿಆರ್.)","मिश्रातु (सं.), मिश्रत्व (क्र.)"
ಮಿಶ್ರತ್ವಾನ್,मिश्रत्व
ಸರ್ವತ್ರ ಮಾಧ್ಯಮ,सर्वव्यापी माध्यम
ಓಮ್ನಿ ಆಂಟೆನಾ,सर्व अँटेना
ಪಂಚಾಂಗ,पंचांग
ಆಲ್ಫಾ,अल्फा
ಆಲ್ಫಾ ಚಟುವಟಿಕೆ,अल्फा क्रियाकलाप
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್,अल्फान्यूमेरिक
ಆಲ್ಫಾ ಕಿರಣ,अल्फा किरण
ಬದಲಾವಣೆ,बदला
"ಪರ್ಯಾಯ, ಪರ್ಯಾಯ","पर्यायी, पर्यायी"
ಆವರ್ತಕ,अल्टरनेटर
ಅಲ್ಟಿಮೀಟರ್,अल्टिमीटर
ಅಲ್ಟಿಮೀಟರ್,अल्टिमीटर
ಆಲ್ಟೈಮೆಟ್ರಿ,altimetry
"ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ","उंची, उंची, उंची, उंची"
ಅಂಕಗಣಿತದ ತಾರ್ಕಿಕ ಘಟಕ (ALU),अंकगणित तर्क युनिट (ALU)
ಅಮೇಟ್ ನಿಯಮ,amaget नियम
ಪರಿಸರ,वातावरण
ಅಮಿಕ್ರಾನ್,amicron
ವಿದ್ಯುತ್ ಪ್ರವಾಹ ಮಾಪಕ,ammeter
ಆಂಪಿಯರ್,अँपिअर
ಆಂಪಿಯರ್-ಕಾನೂನು,अँपिअर-लॉ
ಉಭಯಚರ ಅಯಾನು,उभयचर आयन
ವರ್ಧನೆ,प्रवर्धन
ಆಂಪ್ಲಿಫಯರ್,अॅम्प्लीफायर
"ಕೋನ, ಆಯಾಮ","कोन, परिमाण"
ಎ. ಎಂ.ಯು. (ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ ಘಟಕ),a एम. यू. (अणु वस्तुमान एकक)
ಹೊಂದಬಲ್ಲ,सुसंगत
ಸಾದೃಶ್ಯ,साधर्म्य
ವಿಶ್ಲೇಷಕ,विश्लेषक
ವಿಶ್ಲೇಷಣೆ,विश्लेषण
ವಿಶ್ಲೇಷಣಾತ್ಮಕ,विश्लेषणात्मक
ಪಾಯಿಂಟ್ ಅಲ್ಲದ,नॉन पॉइंट
ಅಸಂಗತ,विसंगत
ಮತ್ತು ಬಾಗಿಲು,आणि दरवाजा
ಅಕೌಸ್ಟಿಕ್ ಅಲ್ಲದ,गैर-ध्वनी
ಅಸಂಗತ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,विसंगत लवचिकता
ಜಲರಹಿತ,निर्जल
ಕೋನ,कोन
ಆಂಗ್ಸ್ಟ್ರಾಮ್ ಘಟಕ,अँग्स्ट्रोम युनिट
ಕೋನೀಯ,टोकदार
ಪ್ರೊಟ್ರಾಕ್ಟರ್ ವರ್ನಿಯರ್,protractor vernier
ವಿವಾದಾತೀತ,विवादास्पद
ಗೌರವವಿಲ್ಲದ,अनादर
ವರ್ಣರಹಿತ ಕಾಂತೀಕರಣ,अक्रोमॅटिक चुंबकीकरण
ಆಲಸ್ಯ,सुस्त
ಅಯಾನ್,anion
ಅಸಮ್ಮಿತ,असममित
ಐಸೊಟ್ರೊಪಿಕ್,समस्थानिक
ಐಸೊಟ್ರೋಪಿಸಮ್,isotropism
ಅಳಿಸುವಿಕೆ,हटवणे
ನಿರೂಪಕ,कटकारस्थान
ಆನೋಡ್,एनोड
ಆನೋಡೈಸೇಶನ್,anodization
ಅಸಮಂಜಸ,विसंगत
ಆಪ್ಟಿಕಲ್ ಸಿಸ್ಟಮ್,ऑप्टिकल प्रणाली
ಆಂಟೆನಾ,अँटेना
ಆಂಟಿಬೆರಿಯನ್,अँटीबेरियन
ವಿರೋಧಿ ಬಂಧ ಆಸ್ತಿ,अँटी-बॉन्डिंग गुणधर्म
ಕೌಂಟರ್ ಬಾಂಡ್,काउंटर बाँड
ಹಿಮ್ಮುಖ ಶಕ್ತಿ,उलट शक्ती
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್,डायमॅग्नेटिक
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು,डायमॅग्नेटिक सामग्री
ವಿರೋಧಿ ಉರಿಯೂತ,विरोधी दाहक
ಗುರುತ್ವ ವಿರೋಧಿ,गुरुत्वाकर्षण
antilamda ಕಣ,antilamda कण
ಅಲೆಲೆಪ್ಟನ್,ऍलेलेप्टन
ಕಾಂತೀಯ,डायमॅग्नेटिक
ಆಂಟಿಮಾಟರ್,प्रतिपदार्थ
ವಿರೋಧಿ ಕ್ಷಿಪಣಿ,क्षेपणास्त्र विरोधी
ಆಂಟಿನ್ಯೂಟ್ರಾನ್,अँटीन्यूट्रॉन
ಮಿಡಿಯುತ್ತಿದೆ,pulsating
ಆಂಟಿನ್ಯೂಕ್ಲಿಯಾನ್,अँटीन्यूक्लिओन
ಪ್ರತಿಕಣ,प्रतिकण
ಆಂಟಿಪ್ರೋಟಾನ್,अँटीप्रोटॉन
ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ,परावर्तक
ಆಂಟಿಸಮ್ಮಿತೀಯ,विषमताविरोधी
ಮರುಕಳಿಸುವುದಿಲ್ಲ,आवर्ती नाही
ಅನಾಕ್ರೊನಿಸಮ್,अनाक्रोनिझम
ರಂದ್ರ ಸ್ಕ್ಯಾನಿಂಗ್ ಡಿಸ್ಕ್,छिद्रित स्कॅनिंग डिस्क
ದ್ವಾರಕ್,द्वारक
"ಮೇಲ್ಭಾಗ, ಮೇಲ್ಭಾಗ, ಮುಂಭಾಗ","वर, वर, समोर"
"ಸೂರ್ಯ ಅಧಿಕ, ಸೂರ್ಯ ಅಧಿಕ, ಅಪ್ಸೌರ್","उच्च सूर्य, उच्च सूर्य"
ನಿರಾಸಕ್ತಿ ಲೇಸ್,उदासीन लेस
ಕರುಣಾಜನಕವಲ್ಲದ,गैर-दयनीय
ಅಂಗವೈಕಲ್ಯವಲ್ಲದ,अपंगत्व नसणे
ಬಹಳ ವರ್ಣರಹಿತ,अतिशय वर्णवर्धक
"ಭೂಮಿ-ಎತ್ತರ, ಅಪೋಜಿ","जमीन-उंच, apogee"
"ಧ್ರುವೀಯವಲ್ಲದ, ವೃತ್ತಾಕಾರದ","nonpolar, circumpolar"
ಪರಧ್ರುವೀಯತೆ,parapolarity
ಸಾಧನ,साधन
"ವಾಸ್ತವ, ದೃಶ್ಯ","आभासी, दृश्य"
ಗೋಚರ ಸೂರ್ಯ,दृश्यमान सूर्य
ದೃಶ್ಯ ಸಮಯ,दृश्य वेळ
ಹೊರಹೊಮ್ಮುವ ನೋಟ,उदयोन्मुख देखावा
ಅಪ್ಲಿಕೇಶನ್,अर्ज
ಅನ್ವಯಿಸುವಿಕೆ,लागू
ಅನ್ವಯಿಸಲಾಗಿದೆ,लागू
ಗಮನಿಸಬಹುದಾದ,निरीक्षण करण्यायोग्य
ಅನುಸಂಧಾನ,दृष्टीकोन
"ಹತ್ತಿರ, ಸುಮಾರು","जवळ, अंदाजे"
ಅಂದಾಜು,अंदाजे
ಆವಿಯ ಒತ್ತಡ,बाष्प दाब
ಸ್ವಯಂಪ್ರೇರಿತ,ऐच्छिक
"ಆರ್ಕ್ ಫರ್ನೇಸ್, ಆರ್ಕ್ ಫರ್ನೇಸ್","चाप भट्टी, चाप भट्टी"
ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು,आर्किमिडीजचा कायदा
ವಾಸ್ತುಶಿಲ್ಪದ ಅಕೌಸ್ಟಿಕ್ಸ್,आर्किटेक्चरल ध्वनीशास्त्र
ಆರ್ಕ್ ದೀಪ,चाप दिवा
ಆರ್ಕ್-ಸ್ಪೆಕ್ಟ್ರಮ್,आर्क-स्पेक्ट्रम
"ಪ್ರದೇಶ, ಪ್ರದೇಶ","क्षेत्र, क्षेत्र"
"ಪ್ರಾದೇಶಿಕ, ಪ್ರಾದೇಶಿಕ","प्रादेशिक, प्रादेशिक"
"ತೋಳು, ತೋಳು, ಶಾಖೆ","हात, हात, शाखा"
ಹವ್ಯಾಸಿ,हौशी
"ವ್ಯೂಹ, ವ್ಯೂಹ","अॅरे, अॅरे"
ರಿಸೀವರ್,प्राप्तकर्ता
ಉಚ್ಚಾರಣೆ ಸ್ಪಷ್ಟತೆ,उच्चार स्पष्टता
ಸಂಶ್ಲೇಷಿತ,सिंथेटिक
ಕೃತಕ ರೂಪಾಂತರ,कृत्रिम संक्रमण
ಆರೋಹಣ,चढत्या
ಆರೋಹಣ,आरोहण
ಹತ್ತುವುದು,चढणे
ಆಗೋಲಿ,अगोली
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,एकत्रीकरण
ಜೊತೆ,संच
"ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು","एकत्र करणे, एकत्र करणे"
"ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು","एकत्र करणे, एकत्र करणे, एकत्र करणे"
ನಿಖರವಾದ ಅಂದಾಜು,अचूक अंदाज
ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ (ಕ್ವಾಂಟಮ್ ಸಂಖ್ಯೆಗಳ) ವಿಶೇಷಣಗಳು,निर्दिष्ट (क्वांटम संख्यांची) वैशिष्ट्ये
"ಸಂಬಂಧಿತ, ಸಹಾಯಕ, ಸಂಯೋಜಿತ","संबंधित, सहयोगी, संयुग्मित"
ಸ್ವರ ಧ್ವನಿ,स्वराचा उच्चार
ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,स्वयंचलित मल्टीव्हायब्रेटर
ಅಸ್ತೇನಿಕ್,अस्थेनिक
"ಇಂದ್ರಿಯನಿಗ್ರಹ, ಅಸ್ಟಿಗ್ಮ್ಯಾಟಿಸಮ್","संयम, दृष्टिवैषम्य"
ಬಾಹ್ಯಾಕಾಶ ಪ್ರಯಾಣ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,अंतराळ प्रवास इलेक्ट्रॉनिक्स
ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ,खगोल भौतिकशास्त्र
ಗಗನಯಾತ್ರಿ,अंतराळवीर
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ,खगोलशास्त्रज्ञ
ಆಕಾಶ,आकाशीय
ಖಗೋಳಶಾಸ್ತ್ರ,खगोलशास्त्र
ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ,खगोल भौतिकशास्त्र
ಅಸಮ್ಮಿತ,असममित
ಲಕ್ಷಣರಹಿತ,लक्षणे नसलेला
ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ,त्रासदायक
ಅಸಮಕಾಲಿಕ,असिंक्रोनस
"ವಾತಾವರಣ, ವಾತಾವರಣ","वातावरण, वातावरण"
ವಾತಾವರಣದ,वातावरणीय
ಗಾಳಿ ಪ್ರಕ್ಷುಬ್ಧತೆ,वारा अशांतता
ಪರಮಾಣು,आण्विक
ಪರಮಾಣು,अणू
ಪರಮಾಣುತ್ವ,आण्विकता
ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ,आण्विक वस्तुमान
ಪರಮಾಣು ಸಂಖ್ಯೆ,अणुक्रमांक
"ಪರಮಾಣು ರಿಯಾಕ್ಟರ್, ಪರಮಾಣು ರಾಶಿ","आण्विक अणुभट्टी, आण्विक ढीग"
ಪರಮಾಣು,अणू
ಕಣ,कण
ಕಣ,कण
ಕ್ಷೀಣತೆ,"क्षीणता, क्षीणता"
"ಕ್ಷೀಣಿಸುವುದು, ಕ್ಷೀಣಿಸುವುದು","कमी करणे, कमी करणे"
ಮೋಡಿ,मोहिनी
ಆಕರ್ಷಣೆಯ ಶಕ್ತಿ,आकर्षण शक्ती
ಶ್ರವ್ಯತೆ,ऐकण्याची क्षमता
ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್,ऑडिओ वारंवारता अॅम्प्लिफायर
ಶ್ರವ್ಯ,ऐकण्यायोग्य
ಆಡಿಯೋ ಜನರೇಟರ್,ऑडिओ जनरेटर
ಶ್ರವಣ ಗ್ರಾಫ್,श्रवणक्षमता आलेख
ಶ್ರವಣ ವಿಜ್ಞಾನ,श्रवण विज्ञान
ಆಡಿಯೋಮೀಟರ್,ऑडिओमीटर
ಶ್ರವ್ಯ ಆವರ್ತನ ಆಂದೋಲಕ,ऐकण्यायोग्य वारंवारता ऑसिलेटर
ಧ್ವನಿ ಸಂಕೇತ,ध्वनी सिग्नल
ಶ್ರವ್ಯ-ದೃಶ್ಯ,दृकश्राव्य
"ಸಭಾಂಗಣ, ಸಭಾಂಗಣ","सभागृह, सभागृह"
OZ ಪರಿಣಾಮ,ओझेड प्रभाव
ಪ್ರಚಾರ,जाहिरात
ವರ್ಧಕ,वर्धक
ಧ್ರುವ ಜ್ವಾಲೆ,ध्रुवीय ज्योत
ದಕ್ಷಿಣ ಧ್ರುವ ಜ್ವಾಲೆ,दक्षिण ध्रुवीय ज्वाला
ಉತ್ತರ ಧ್ರುವ ಜ್ವಾಲೆ,उत्तर ध्रुवीय ज्योत
ಸ್ವಯಂಚಾಲಿತ ಎಚ್ಚರಿಕೆ,स्वयंचलित सूचना
ಸ್ವಯಂ ಸಮಾನಾಂತರಕಾರಕ,स्वयं समांतर
"ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ","स्वयंचलित, स्वयंचलित, स्वयंचलित"
"ಯಾಂತ್ರೀಕೃತಗೊಂಡ, ಯಾಂತ್ರೀಕೃತಗೊಂಡ","ऑटोमेशन, ऑटोमेशन"
"ಸಹಾಯಕ, ಸಹಕಾರಿ, ಹೆಚ್ಚುವರಿ","सहाय्यक, सहकारी, अतिरिक्त"
"ಅವದಾವ, ಅವಲಾಂಚೆ","आडवा, हिमस्खलन"
"ಅರ್ಥ, ಅರ್ಥ","अर्थ, क्षुद्र"
ಪರಿವಾರನ್,परिवार
ಅಕ್ಷೀಯ,अक्षीय
ಅಕ್ಷರೇಖೆ,अक्ष
ಅಜಿಮುತ್,दिगंश
ಅಜಿಮುತ್,दिगंश
ಹಿಂದೆ,परत
"ಹಿನ್ನೆಲೆ, ಹಿನ್ನೆಲೆ","पार्श्वभूमी, पार्श्वभूमी"
"ಹಿಂದುಳಿದ, ಹಿಂದುಳಿದ","मागासलेला, मागासलेला"
ತಿರುವು,टर्नअराउंड
ಬ್ಯಾಕ್ ವೋಲ್ಟೇಜ್ ಪಲ್ಸರ್,बॅक व्होल्टेज पल्सर
ನಂತರದ ಸಂಬಂಧ,पोस्ट-रिलेशनशिप
ಮರುಪಾವತಿ,प्रतिपूर्ती
ವಿರೋಧಿ ವೋಲ್ಟೇಜ್,अँटी व्होल्टेज
ಹಿಂಭಾಗದ ಚದುರುವಿಕೆ,पोस्टरियर स्कॅटरिंग
ತೆರಪಿನ ಅಲೆ,इंटरस्टिशियल लाट
ಇನ್ಸುಲೇಟರ್,इन्सुलेटर
ಪ್ಯಾರಾಚೂಟ್ ಜಿಗಿತ,हवाई छत्री वापरून घेतलेली उडी
ಬಿಸಿ,गरम करणे
"ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ","शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक"
ಬ್ಯಾಲೆನ್ಸರ್,बॅलन्सर
ಸಮತೋಲನ,शिल्लक
ಗೋಳಾಕಾರದ,गोलाकार
"ಬ್ಯಾಲಿಸ್ಟಿಕ್, ಬ್ಯಾಲಿಸ್ಟಿಕ್","बॅलिस्टिक, बॅलिस्टिक"
"ಪ್ರೊಜೆಕ್ಷನ್ ಗಾಲ್ವನೋಮೀಟರ್, ಪ್ರೊಜೆಕ್ಷನ್ ಗಾಲ್ವನೋಮೀಟರ್","प्रोजेक्शन गॅल्व्हानोमीटर, प्रोजेक्शन गॅल्व्हानोमीटर"
ಕ್ಷಿಪಣಿ,क्षेपणास्त्र
"ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ","बॅलिस्टिक्स, शस्त्रे"
ಪ್ರೊಜೆಕ್ಷನ್,प्रक्षेपण
ಉಚಿತ ಪಥ,मुक्त मार्ग
"ಬಲೂನ್, ಬಲೂನ್","फुगा, फुगा"
ಬಾಲ್ಮರ್ ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ,balmer खंडितता
"ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡ್","बँड, बँड, बँड"
ಸ್ಫೋಟ,स्फोट
"ವ್ಯೂಹ, ಕಿರಣ, ತೀರ, ದಂಡೆ, ಕರಾವಳಿ","अॅरे, बीम, किनारा, किनारा, किनारा"
"ಕಾಲಮ್, ಬಾರ್, ಕೋಬ್, ಬ್ಲಾಕ್, ಬಾರ್, ರಾಡ್, ಬಾರ್, 8. ಗೋಡೆ, 9. ಲೈನ್, 10. ಎಡ್ಜ್, 1 ಬ್ಲಾಕ್, 1, ಬಾರ್, 1, ಲೈನ್, 1, ಟೆಸ್ಟ್ ಲೈನ್","स्तंभ, बार, कोब, ब्लॉक, बार, रॉड, बार, 8. भिंत, 9. रेखा, 10. किनारा, 1 ब्लॉक, 1, बार, 1, रेखा, 1, चाचणी रेखा"
ಬಾರ್ಡೀನ್ ತತ್ವ,bardeen तत्त्व
ಬರ್ಖೌಸೆನ್ ಪರಿಣಾಮ,barkhausen प्रभाव
ಬಾರ್ಲೋ ಸೈಕಲ್,बारलो सायकल
ಬಾರ್ ಮ್ಯಾಗ್ನೆಟ್,बार चुंबक
ಕೊಟ್ಟಿಗೆ,धान्याचे कोठार
ವಾಯು ಒತ್ತಡದ ಗ್ರಾಫ್,हवेचा दाब आलेख
"ಬರೋಗ್ರಾಫ್, ಬರೋಗ್ರಾಫ್","बॅरोग्राफ, बॅरोग्राफ"
ವಾಯುಭಾರ ಮಾಪಕ,बॅरोमीटर
ವಾತಾವರಣದ ಒತ್ತಡ,वातावरणाचा दाब
"ಬ್ರಹ್ಮಾಂಡ, ವಾಯುಮಂಡಲ","कॉसमॉस, बॅरोमोस्फियर"
ಲೋಲಕ ಲೋಲಕ,पेंडुलम पेंडुलम
