Malayalam,Punjabi
ആക്സസ് സ്കാനിംഗ്,ਐਕਸੈਸ ਸਕੈਨਿੰਗ
സാധനങ്ങൾ,ਸਹਾਇਕ ਉਪਕਰਣ
അക്കൌണ്ടിംഗ്,ਲੇਖਾਕਾਰੀ
"1. അക്കൗണ്ട് ഐഡി, 2. അക്കൗണ്ടിംഗ് തിരിച്ചറിയൽ","1. ਖਾਤਾ ID, 2. ਲੇਖਾ ਪਛਾਣ"
ശേഖരണം,ਇਕੱਠਾ ਕਰਨ ਵਾਲਾ
"1. കൃത്യത, 2. കൃത്യത","1. ਸ਼ੁੱਧਤਾ, 2. ਸ਼ੁੱਧਤਾ"
പ്രവേശനം,ਪਹੁੰਚ
ആക്സസ് കൺട്രോൾ ബൈറ്റുകൾ,ਪਹੁੰਚ ਕੰਟਰੋਲ ਬਾਈਟ
പ്രവേശന സൂചകം,ਪਹੁੰਚ ਸੂਚਕ
ആക്സസ് കീ,ਪਹੁੰਚ ਕੁੰਜੀ
"1. ആക്സസ് മാട്രിക്സ്, 2. ആക്സസ് മാട്രിക്സ്","1. ਪਹੁੰਚ ਮੈਟਰਿਕਸ, 2. ਪਹੁੰਚ ਮੈਟਰਿਕਸ"
ആക്സസ് മോഡ്,ਪਹੁੰਚ ਮੋਡ
പ്രവേശനാവകാശങ്ങൾ,ਪਹੁੰਚ ਅਧਿਕਾਰ
ആക്സസ് സുരക്ഷ,ਪਹੁੰਚ ਸੁਰੱਖਿਆ
"1. ആക്സസ് സെർവർ, 2. ആക്സസ് സെർവർ","1. ਐਕਸੈਸ ਸਰਵਰ, 2. ਸਰਵਰ ਤੱਕ ਪਹੁੰਚ"
പ്രവേശന സമയം,ਪਹੁੰਚ ਦਾ ਸਮਾਂ
അംഗീകാരം,ਮਾਨਤਾ
ശബ്ദശാസ്ത്രം,ਧੁਨੀ ਵਿਗਿਆਨ
"1. ചുരുക്കെഴുത്ത്, 2. ചുരുക്കെഴുത്ത്, 3. മുതൽ ചുരുക്കി","1. ਸੰਖੇਪ ਰੂਪ, 2. ਸੰਖੇਪ, 3. ਤੋਂ ਛੋਟਾ"
പ്രവർത്തന സന്ദേശം,ਕਾਰਵਾਈ ਸੁਨੇਹਾ
സജീവമാക്കൽ,ਸਰਗਰਮੀ
സജീവ സെർവർ പേജ്,ਸਰਗਰਮ ਸਰਵਰ ਪੰਨਾ
സജീവ പതിപ്പ്,ਕਿਰਿਆਸ਼ੀਲ ਸੰਸਕਰਣ
അസൈക്ലിക്,acyclic
"1. അസൈക്ലിക് ഗ്രാഫ്, 2. അസൈക്ലിക് ഗ്രാഫ്","1. ਏਸਾਈਕਲਿਕ ਗ੍ਰਾਫ਼, 2. acyclic ਗ੍ਰਾਫ਼"
അഡാ കമ്പ്യൂട്ടർ ഭാഷ,ਅਦਾ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ
"1. ഒപ്റ്റിമൈസർ, 2. ഒപ്റ്റിമൈസർ","1. ਆਪਟੀਮਾਈਜ਼ਰ, 2. ਆਪਟੀਮਾਈਜ਼ਰ"
ആകെ),ਜੋੜ)
തുക ഫയൽ,sum ਫਾਈਲ
"1. കൂട്ടിച്ചേർക്കൽ പ്രവർത്തനം, 2. ആകെ പ്രവർത്തനം","1. ਐਡੀਸ਼ਨ ਓਪਰੇਸ਼ਨ, 2. ਸੰਯੁਕਤ ਕਾਰਵਾਈ"
ചേർക്കുന്നയാൾ,ਜੋੜਨ ਵਾਲਾ
അറിയുക,ਜਾਣੋ
വിലാസം ബസ്,ਪਤਾ ਬੱਸ
വിലാസ ഫയൽ,ਐਡਰੈੱਸ ਫਾਈਲ
വിലാസ ഫോർമാറ്റ്,ਪਤਾ ਫਾਰਮੈਟ
വിലാസ ജനറേറ്റർ,ਪਤਾ ਜਨਰੇਟਰ
വിലാസ ലൈൻ,ਐਡਰੈੱਸ ਲਾਈਨ
വിലാസ മാപ്പിംഗ്,ਪਤਾ ਮੈਪਿੰਗ
വിലാസ സൂചകം,ਪਤਾ ਸੂਚਕ
വിലാസ രജിസ്റ്റർ,ਪਤਾ ਰਜਿਸਟਰ
വിലാസ തകർച്ച,ਪਤਾ ਟੁੱਟਣ
വിലാസ വിവർത്തനം,ਪਤਾ ਅਨੁਵਾਦ
"1. അഡ്രസ് ചെയ്യാവുന്ന മെമ്മറി, 2. അഭിസംബോധന ചെയ്യാവുന്ന മെമ്മറി","1. ਪਤਾ ਕਰਨ ਯੋਗ ਮੈਮੋਰੀ, 2. ਪਤਾ ਕਰਨ ਯੋਗ ਮੈਮੋਰੀ"
അഭിസംബോധന,ਸੰਬੋਧਨ ਕਰਦੇ ਹੋਏ
"1. പര്യാപ്തത മാനദണ്ഡം, 2. പര്യാപ്തത മാനദണ്ഡം","1. ਪੂਰਤੀ ਮਾਪਦੰਡ, 2. ਅਨੁਕੂਲਤਾ ਮਾਪਦੰਡ"
ബന്ധം,ਲਗਾਵ
"1. മാനേജ്മെന്റ്, 2. നിയന്ത്രണം","1. ਪ੍ਰਬੰਧਨ, 2. ਕੰਟਰੋਲ"
"1. മാനേജർ, 2. കണ്ട്രോളർ","1. ਮੈਨੇਜਰ, 2. ਕੰਟਰੋਲਰ"
അഡോബ് അക്രോബാറ്റ്,ਅਡੋਬ ਐਕਰੋਬੈਟ
അഡോബ് ഫോട്ടോഷോപ്പ്,ਅਡੋਬ ਫੋਟੋਸ਼ਾਪ
ABAP (അഡ്വാൻസ്ഡ് ബിസിനസ് പ്രോഗ്രാമിംഗ്),ABAP (ਐਡਵਾਂਸਡ ਬਿਜ਼ਨਸ ਪ੍ਰੋਗਰਾਮਿੰਗ)
"1. വിപുലമായ ഡാറ്റ, 2. വിപുലമായ ഡാറ്റ","1. ਐਡਵਾਂਸਡ ਡੇਟਾ, 2. ਤਕਨੀਕੀ ਡਾਟਾ"
വിപുലമായ വിവര സംവിധാനം,ਤਕਨੀਕੀ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
അഡ്വാൻസ്ഡ് ടെക്നോളജി (AT),ਐਡਵਾਂਸਡ ਟੈਕਨਾਲੋਜੀ (ਏ.ਟੀ.)
നടപടി,ਕਾਰਵਾਈ
സമാഹരണം,ਏਕੀਕਰਨ
വായുവിലൂടെയുള്ള കമ്പ്യൂട്ടർ സംവിധാനം,ਏਅਰਬੋਰਨ ਕੰਪਿਊਟਰ ਸਿਸਟਮ
ആൽഡസ് പേജ് മേക്ക്,aldus page-make
മുന്നറിയിപ്പ് ബോക്സ്,ਚੇਤਾਵਨੀ ਬਾਕਸ
അൽഗോൾ (കമ്പ്യൂട്ടർ ഭാഷ),ਐਲਗੋਲ (ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ)
"1. അൽഗോരിതം , 2. അൽഗോരിതം","1. ਐਲਗੋਰਿਦਮ, 2. ਐਲਗੋਰਿਦਮ"
"1. അൽഗോരിതം വിശകലനം, 2. അൽഗോരിതം വിശകലനം","1. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ, 2. ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ"
അൽഗോരിതം കാര്യക്ഷമത,ਐਲਗੋਰਿਦਮ ਕੁਸ਼ਲਤਾ
"1. ഏലിയാസ്, 2. വിളിപ്പേര്, 3. അല്ലെങ്കിൽ","1. ਏਲੀਯਾਸ, 2. ਉਪਨਾਮ, 3. ਉਰਫ"
വിന്യാസം,ਅਲਾਈਨਮੈਂਟ
"1. വിഹിതം, 2. വിഹിതം","1. ਵੰਡ, 2. ਵੰਡ"
"1. അക്ഷരമാല, 2. അക്ഷരമാല ക്രമത്തിൽ","1. ਵਰਣਮਾਲਾ, 2. ਵਰਣਮਾਲਾ ਕ੍ਰਮ"
ആൽഫാന്യൂമെറിക്,ਅੱਖਰ ਅੰਕੀ
"1. ആൽഫാന്യൂമെറിക് കീബോർഡ് ,2. ആൽഫാന്യൂമെറിക് കീബോർഡ്","1. ਅਲਫਾਨਿਊਮੇਰਿਕ ਕੀਬੋਰਡ, 2. ਅੱਖਰ ਅੰਕੀ ਕੀਬੋਰਡ"
ആൽഫ-ടെസ്റ്റിംഗ് (ഒന്നാം ലെവൽ ടെസ്റ്റ്),ਅਲਫ਼ਾ-ਟੈਸਟਿੰਗ (ਪਹਿਲਾ ਪੱਧਰ ਦਾ ਟੈਸਟ)
"1. ആൽഫ പതിപ്പ്, 2. ആൽഫ രൂപം","1. ਅਲਫ਼ਾ ਸੰਸਕਰਣ, 2. ਅਲਫ਼ਾ ਫਾਰਮ"
alt കീ,alt ਕੁੰਜੀ
ആൾട്ടാവിസ്റ്റ,altavista
ബഹുസ്വരത,ਬਹੁਲਤਾ
അവ്യക്തമായ വ്യാകരണം,ਅਸਪਸ਼ਟ ਵਿਆਕਰਣ
അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡീസ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI),ਅਮਰੀਕਨ ਨੈਸ਼ਨਲ ਸਟੈਂਡੀਜ਼ ਇੰਸਟੀਚਿਊਟ (ANSI)
അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കട്ട് (ascii),ਅਮਰੀਕਨ ਸਟੈਂਡਰਡ ਕੱਟ (ascii)
"1. സാദൃശ്യം, 2. അനലോഗ്","1. ਸਮਾਨ, 2. ਐਨਾਲਾਗ"
"1. അനലോഗ് കമ്പ്യൂട്ടർ, 2. അനലോഗ് കമ്പ്യൂട്ടർ","1. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ, 2. ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ"
"1. അനലോഗ് ഉപകരണം, 2. അനലോഗ് ഉപകരണം","1. ਐਨਾਲਾਗ ਯੰਤਰ, 2. ਐਨਾਲਾਗ ਜੰਤਰ"
"1. അനലോഗ് മോഡം, 2. അനലോഗ് മോഡം","1. ਐਨਾਲਾਗ ਮਾਡਮ, 2. ਐਨਾਲਾਗ ਮਾਡਮ"
അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ,ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ ਕਨਵਰਟਰ
അവസാനം (ഡിജിറ്റൽ/പ്ലെയിൻ ലോജിക് &#39;ഉം&#39; ഉപയോഗിച്ചു),ਅੰਤ (ਡਿਜੀਟਲ/ਪਲੇਨ ਤਰਕ &#39;ਅਤੇ&#39; ਵਰਤਿਆ ਗਿਆ)
അവസാന സർക്യൂട്ട്,ਅੰਤ ਸਰਕਟ
അവസാന ഗേറ്റും ഗേറ്റും,ਅੰਤ ਗੇਟ ਅਤੇ ਗੇਟ
എൻഡ് അല്ല ഓപ്പറേഷൻ (ഒഴിവാക്കൽ),ਅੰਤ ਨਹੀਂ ਓਪਰੇਸ਼ਨ (ਬੇਹੱਦ)
"1. ആനിമേഷൻ, 2. വൈബ്രേഷൻ","1. ਐਨੀਮੇਸ਼ਨ, 2. ਵਾਈਬ੍ਰੇਸ਼ਨ"
കുറിപ്പ്,ਨੋਟ
പൊരുത്തക്കേട്,ਅਸੰਗਤਤਾ
മുമ്പത്തെ,ਪਿਛਲਾ
മുൻകൂർ പേജിംഗ്,ਅਗਾਊਂ ਪੇਜਿੰਗ
എതിർ-സമമിതി,ਵਿਰੋਧੀ-ਸਮਮਿਤੀ
ആൻറിവൈറൽ പ്രോഗ്രാം,ਐਂਟੀਵਾਇਰਲ ਪ੍ਰੋਗਰਾਮ
"1. ആപ്ലെറ്റ്, 2. അപേക്ഷ","1. ਐਪਲਿਟ, 2. ਐਪਲੀਕੇਸ਼ਨ"
ആപ്ലിക്കേഷൻ ഡെവലപ്പർ,ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ
ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്,ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ
"1. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ്, 2. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API)","1. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ, 2. ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ ਇੰਟਰਫੇਸ (API)"
ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ,ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ
ആപ്ലിക്കേഷൻ ഭാഷ,ਐਪਲੀਕੇਸ਼ਨ ਭਾਸ਼ਾ
ഏകദേശ തത്വം,ਲਗਭਗ ਸਿਧਾਂਤ
ഘടന,ਬਣਤਰ
ഫീൽഡ് കൈമാറ്റം,ਖੇਤਰ ਦਾ ਤਬਾਦਲਾ
"1. പരാമീറ്റർ, സ്വതന്ത്ര വേരിയബിൾ, 2. ആംഗിൾ","1. ਪੈਰਾਮੀਟਰ, ਸੁਤੰਤਰ ਵੇਰੀਏਬਲ, 2. ਕੋਣ"
"1. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്, 2. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്","1. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ, 2. ਅੰਕਗਣਿਤ ਅਤੇ ਤਰਕ ਇਕਾਈ"
ഗണിത പരിശോധന,ਗਣਿਤ ਦੀ ਜਾਂਚ
ഗണിത സ്ഥിരാങ്കം,ਅੰਕਗਣਿਤ ਸਥਿਰ
ഗണിത ഡാറ്റ,ਗਣਿਤ ਡਾਟਾ
ഗണിത നിർദ്ദേശം,ਗਣਿਤ ਦੀ ਹਿਦਾਇਤ
മാത്തമാറ്റിക്കൽ ആൻഡ് ലോജിക്കൽ യൂണിറ്റ് (ALU),ਗਣਿਤ ਅਤੇ ਲਾਜ਼ੀਕਲ ਯੂਨਿਟ (ALU)
ARPA നെറ്റ് (RPNet),ARPA ਨੈੱਟ (RPNet)
അറേ,ਐਰੇ
"1. അറേ കാഷെ, 2. അറേ വേഗത, 3. അറേ മെമ്മറി","1. ਐਰੇ ਕੈਸ਼, 2. ਐਰੇ ਸਪੀਡ, 3. ਐਰੇ ਮੈਮੋਰੀ"
അറേ കമ്പ്യൂട്ടർ,ਐਰੇ ਕੰਪਿਊਟਰ
അറേ ഘടകം,ਐਰੇ ਤੱਤ
അറേ പേര്,ਐਰੇ ਨਾਮ
അറേ പ്രോസസർ,ਐਰੇ ਪ੍ਰੋਸੈਸਰ
അമ്പടയാള കീ,ਤੀਰ ਕੁੰਜੀ
ഉടമ്പടി,ਸੰਧੀ
ജംഗ്ഷൻ പോയിന്റ്,ਜੰਕਸ਼ਨ ਬਿੰਦੂ
കൃത്രിമ കോംപാക്ഷൻ,ਨਕਲੀ ਸੰਕੁਚਿਤ
കൃത്രിമ നിയന്ത്രണം,ਨਕਲੀ ਕੰਟਰੋਲ
കൃത്രിമബോധം,ਨਕਲੀ ਭਾਵਨਾ
മൗണ്ട്,ਮਾਊਂਟ
ആരോഹണ തരം,ਵਧਦੀ ਲੜੀ
ascii അക്ഷരമാല,ascii ਵਰਣਮਾਲਾ
ascii നിയന്ത്രണ ചിഹ്നം,ascii ਕੰਟਰੋਲ ਚਿੰਨ੍ਹ
ascii ഫയൽ,ascii ਫਾਈਲ
ascii ഫോണ്ട്,ascii ਫੌਂਟ
ASCII കൈമാറ്റം,ASCII ਟ੍ਰਾਂਸਫਰ
വീക്ഷണാനുപാതം,ਆਕਾਰ ਅਨੁਪਾਤ
"1. ആസ്പി, 2. എ.എസ്.പി.ഐ","1. ਐਸਪੀ, 2. ਏ.ਐਸ.ਪੀ.ਆਈ"
എ എസ് ആർ കാലാട്,ਏ ਐਸ ਆਰ ਕਲਾਡ
"1. ഓർമ്മപ്പെടുത്തൽ, 2. കൂട്ടിച്ചേർക്കൽ, 3. കൂട്ടിച്ചേർക്കാൻ","1. ਯਾਦ, 2. ਅਸੈਂਬਲਿੰਗ, 3. ਇਕੱਠੇ ਕਰਨ ਲਈ"
"1. അസംബ്ലർ, 2. ഓർമ്മപ്പെടുത്തൽ","1. ਅਸੈਂਬਲਰ, 2. ਯਾਦਗਾਰੀ"
"1. അസംബ്ലിംഗ് , 2. അനുസ്മരണം","1. ਅਸੈਂਬਲਿੰਗ, 2. ਯਾਦ"
"1. ഓർമ്മപ്പെടുത്തൽ ഭാഷ, 2. അസംബ്ലിംഗ് ഭാഷ","1. ਯਾਦਾਸ਼ਤ ਭਾਸ਼ਾ, 2. ਅਸੈਂਬਲਿੰਗ ਭਾਸ਼ਾ"
ദൃഢനിശ്ചയം,ਦ੍ਰਿੜ੍ਹਤਾ
"1. നിർദ്ദിഷ്ട ജോലി, 2. വിഹിതം","1. ਨਿਰਧਾਰਤ ਕੰਮ, 2. ਵੰਡ"
കൂട്ടുകെട്ട്,ਸਾਥੀ
അനുബന്ധ വിലാസം,ਸਹਿਯੋਗੀ ਪਤਾ
"1. അനുബന്ധ മെമ്മറി, 2. അനുബന്ധ മെമ്മറി","1. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ, 2. ਸਹਿਯੋਗੀ ਮੈਮੋਰੀ"
നക്ഷത്രചിഹ്നം (* ചിഹ്നം),ਤਾਰਾ (* ਚਿੰਨ੍ਹ)
അസമമായ,ਅਸਮਿਤ
"1. അസമന്വിത , 2. അസമന്വിത","1. ਅਸਿੰਕ੍ਰੋਨਸ, 2. ਅਸਿੰਕ੍ਰੋਨਸ"
അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL),ਅਸਿੰਕ੍ਰੋਨਸ ਡਿਜੀਟਲ ਸਬਸਕ੍ਰਾਈਬਰ ਲਾਈਨ (ADSL)
അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM),ਅਸਿੰਕ੍ਰੋਨਸ ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ATDM)
അസമന്വിത കൈമാറ്റം,ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ
അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം),ਅਸਿੰਕ੍ਰੋਨਸ ਟ੍ਰਾਂਸਫਰ ਮੋਡ (ATM)
"1. ആറ്റം, 2. പരമൻ","1. ਐਟਮ, 2. ਪਰਮਾਨ"
അറ്റാച്ചുചെയ്ത പ്രമാണം,ਨੱਥੀ ਦਸਤਾਵੇਜ਼
"1. അറ്റാച്ചുചെയ്ത ഫയൽ/മിസിൽ, 2. അറ്റാച്ചുചെയ്ത ഫയൽ","1. ਨੱਥੀ ਫਾਈਲ/ਮਿਸਲ, 2. ਨੱਥੀ ਫਾਈਲ"
"1. എൻക്ലോഷർ, 2. അഫിലിയേറ്റഡ്","1. ਦੀਵਾਰ, 2. ਸੰਬੰਧਿਤ"
"1. പ്രോപ്പർട്ടികൾ, 2. സ്പെഷ്യാലിറ്റി","1. ਗੁਣ, 2. ਵਿਸ਼ੇਸ਼ਤਾ"
കേൾക്കാവുന്ന,ਸੁਣਨਯੋਗ
"1. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്, 2. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്","1. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਡਿਟ ਪ੍ਰੋਗਰਾਮਿੰਗ"
അക്കൗണ്ട് സ്ഥിരീകരണം,ਖਾਤਾ ਪੁਸ਼ਟੀਕਰਨ
പ്രമോഷൻ,ਤਰੱਕੀ
സർട്ടിഫിക്കേഷൻ പ്രോട്ടോക്കോൾ,ਸਰਟੀਫਿਕੇਸ਼ਨ ਪ੍ਰੋਟੋਕੋਲ
എഴുത്ത് രീതി,ਲੇਖਕ ਵਿਧੀ
"1. അധികാരം, 2. അധികാരം, 3. ട്രിബ്യൂണൽ","1. ਅਥਾਰਟੀ, 2. ਅਥਾਰਟੀ, 3. ਟ੍ਰਿਬਿਊਨਲ"
യാന്ത്രിക സംഗ്രഹം,ਆਟੋ ਐਬਸਟਰੈਕਟ
"1. ഓട്ടോ ബൂട്ടിംഗ്, 2. സ്വയം ബൂട്ട്","1. ਆਟੋ ਬੂਟਿੰਗ, 2. ਸਵੈ ਬੂਟ"
ഓട്ടോകാഡ് (ഒരു കമ്പ്യൂട്ടർ ഭാഷ),ਆਟੋਕੈਡ (ਇੱਕ ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ)
യാന്ത്രിക ലോഗ്-ഓൺ,ਆਟੋ ਲੌਗ-ਆਨ
ഓട്ടോമാറ്റ,ਆਟੋਮੇਟਾ
ഓട്ടോമാറ്റ സിദ്ധാന്തം,ਆਟੋਮੈਟਾ ਥਿਊਰੀ
ഓട്ടോമാറ്റിക് കണക്കുകൂട്ടൽ,ਆਟੋਮੈਟਿਕ ਗਣਨਾ
ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്,ਆਟੋਮੈਟਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
യാന്ത്രിക പിശക് തിരുത്തൽ,ਆਟੋਮੈਟਿਕ ਗਲਤੀ ਸੁਧਾਰ
യാന്ത്രിക പ്രവർത്തനം,ਆਟੋ ਫੰਕਸ਼ਨ
"1. ഓട്ടോമാറ്റിക് ഇൻഡക്‌സിംഗ്, 2. യാന്ത്രിക ലിസ്റ്റിംഗ്","1. ਆਟੋਮੈਟਿਕ ਇੰਡੈਕਸਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਸੂਚੀਕਰਨ"
യാന്ത്രിക ശേഖരണ കോൾ,ਸਵੈ-ਸੰਗ੍ਰਹਿ ਕਾਲ
"1. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്, 2. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്","1. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ, 2. ਆਟੋਮੈਟਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ"
"1. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം, 2. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം","1. ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ, 2. ਆਟੋਮੈਟਿਕ ਰਿਕਵਰੀ ਪ੍ਰੋਗਰਾਮ"
യാന്ത്രിക ദിനചര്യ,ਆਟੋਮੈਟਿਕ ਰੁਟੀਨ
ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ,ਆਟੋਮੈਟਿਕ ਸਿਸਟਮ ਰਿਕਵਰੀ
"1. ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീനുകൾ (എടിഎം), 2. സ്വയം പിൻവലിക്കാൻ ബാങ്ക് എ.ടി.എം","1. ਆਟੋਮੈਟਿਕ ਟੈਲਰ ਮਸ਼ੀਨਾਂ (ATM), 2. ਸਵੈ ਨਿਕਾਸੀ ਲਈ ਬੈਂਕ ਏ.ਟੀ.ਐਮ"
ഓട്ടോമേഷൻ,ਆਟੋਮੇਸ਼ਨ
"1. ഓട്ടോപ്ലേ , 2. ഓട്ടോ നടത്തം","1. ਆਟੋਪਲੇ, 2. ਆਟੋ ਵਾਕ"
വോക്കലൈസേഷൻ,ਵੋਕਲਾਈਜ਼ੇਸ਼ਨ
അസിസ്റ്റന്റ്,ਸਹਾਇਕ
സഹായ മെമ്മറി,ਸਹਾਇਕ ਮੈਮੋਰੀ
സഹായ സംഭരണം,ਸਹਾਇਕ ਸਟੋਰੇਜ਼
ലഭ്യമായ പട്ടിക,ਉਪਲਬਧ ਸੂਚੀ
ലഭ്യമായ സമയം,ਉਪਲਬਧ ਸਮਾਂ
ശരാശരി,ਔਸਤ
AWK (ഒരു കമ്പ്യൂട്ടർ കമാൻഡ്),AWK (ਇੱਕ ਕੰਪਿਊਟਰ ਕਮਾਂਡ)
ശേഷം,ਬਾਅਦ
പോസ്റ്റ് പ്രോസസർ,ਪੋਸਟ ਪ੍ਰੋਸੈਸਰ
പിൻഭാഗത്തെ പ്രവർത്തനം ഇല്ലാതാക്കൽ,ਪਿਛਲਾ ਫੰਕਸ਼ਨ ਮਿਟਾਉਣਾ
പശ്ചാത്തല പ്രോസസ്സിംഗ്,ਪਿਛੋਕੜ ਦੀ ਕਾਰਵਾਈ
അനുബന്ധ സ്റ്റോറുകൾ,ਸਹਾਇਕ ਸਟੋਰ
ബാക്ക് പാച്ചിംഗ്,ਵਾਪਸ ਪੈਚਿੰਗ
"1. പടിഞ്ഞാറ്, 2. ബാക്ക്സ്പേസ്","1. ਪੱਛਮ, 2. ਬੈਕਸਪੇਸ"
ബാക്ക്ട്രാക്കിംഗ്,ਬੈਕਟਰੈਕਿੰਗ
