Tamil,Marathi
முகவரி செய்யக்கூடிய நிலை,पत्ता योग्य स्थिती
முகவரிக்குரிய பதிவு,पत्ते करण्यायोग्य नोंदणी
முகவரியிடக்கூடிய சேமிப்பு,पत्ता योग्य स्टोरेज
முகவரியிடக்கூடிய செங்குத்து நிலை,पत्ता योग्य अनुलंब स्थिती
முகவரி பஸ்,अ‍ॅड्रेस बस
முகவரி குறியீடு,पत्ता कोड
முகவரி ஒப்பீட்டாளர்,पत्ता तुलनात्मक
முகவரி கணக்கீடு,पत्ता गणना
முகவரி மாறிலி,पत्ता स्थिर
முகவரி மாற்றம்,पत्ता रूपांतरण
முகவரி தரவு,पत्ता डेटा
உரையாற்றப்பட்ட நினைவகம்,संबोधित मेमरी
முகவரி பயனுள்ளதாக இருக்கும்,पत्ता प्रभावी
முகவரி புலம்,पत्ता फील्ड
முகவரி வடிவம்,पत्ता स्वरूप
முகவரி இலவச நிரல்,पत्ता विनामूल्य कार्यक्रम
முகவரி,पत्ता
முகவரி  எழுத்து,पत्ता  वर्ण
குறுக்கீடு,व्यत्यय संबोधित करणे
முகவரி லூப்,पळवाट पळवाट
மெய்நிகர் நினைவகத்தை உரையாற்றுதல்,आभासी मेमरी संबोधित करणे
முகவரி ஒன்றோடொன்று,पत्ता इंटरलॅकिंग
முகவரி இல்லாத அறிவுறுத்தல் வடிவம்,पत्ता नसलेली सूचना स्वरूप
முகவரி வரி,पत्ता ओळ
முகவரி மேப்பிங்,पत्ता मॅपिंग
முகவரி குறி,पत्ता चिन्ह
முகவரி மாற்றம்,पत्ता बदल
முகவரி பகுதி,पत्ता भाग
முகவரி சுட்டிக்காட்டி,पत्ता पॉईंटर
முகவரி பதிவு,पत्ता नोंदणी
முகவரி சமிக்ஞை,पत्ता सिग्नल
முகவரி அளவு,पत्ता आकार
முகவரி இடம்,पत्ता जागा
முகவரி விண்வெளி அடையாளங்காட்டி,पत्ता जागा अभिज्ञापक
முகவரி நிறுத்தம்,पत्ता थांबा
முகவரி சுவடு,पत्ता ट्रेस
முகவரி பாடல்,पत्ता ट्रॅक
முகவரி மொழிபெயர்ப்பு,पत्ता अनुवाद
முகவரி மொழிபெயர்ப்பாளர்,पत्ता अनुवादक
கூடுதல் துணை நேரம்,अ‍ॅड-सबस्ट्रॅक्ट वेळ
நேரம் சேர்க்கவும்,वेळ जोडा
அடுத்துள்ள,समीप
அருகிலுள்ள அமைப்பு,जवळची रचना
அருகிலுள்ள சேனல்,समीप चॅनेल
அருகிலுள்ள டொமைன்,समीप डोमेन
அருகிலுள்ள மேட்ரிக்ஸ்,समीप मॅट्रिक्स
அருகிலுள்ள முனை,समीप नोड
அருகிலுள்ள சப்ரியா,समीप सुबेरिया
தொடை (அமைப்பு),संक्षिप्त रुप (सिस्टम)
சரிசெய்யவும்,समायोजित करा
சரிசெய்யக்கூடிய அளவு,समायोज्य मर्यादा
உரை பயன்முறையை சரிசெய்யவும்,मजकूर मोड समायोजित करा
நிர்வாக தரவு செயலாக்கம்,प्रशासकीय डेटा प्रक्रिया
நிர்வாக செயல்பாடு,प्रशासकीय ऑपरेशन
நிர்வாக ஆபரேட்டர்,प्रशासकीय ऑपरेटर
நிர்வாக ஆபரேட்டர் நிலையம்,प्रशासकीय ऑपरेटर स्टेशन
நிர்வாக ஆதரவு அமைப்பு,प्रशासकीय समर्थन प्रणाली
மேம்பட்ட தொடர்பு சேவை,प्रगत संप्रेषण सेवा
மேம்பட்ட தகவல் அமைப்பு,प्रगत माहिती प्रणाली
மேம்பட்ட ஆப்டிகல் கேரக்டர் ரீடர்,प्रगत ऑप्टिकल कॅरेक्टर रीडर
மேம்பட்ட அறிவியல் கணினி,प्रगत वैज्ञानिक संगणक
வான்வழி,हवाई
மதிப்பீட்டு,एकूण
மொத்த வெளிப்பாடு,एकूण अभिव्यक्ती
இலக்கு வட்டம்,लक्ष्य वर्तुळ
இலக்கு புலம் (= இலக்கு சின்னம்),लक्ष्य फील्ड (= लक्ष्य चिन्ह)
நோக்கம் சின்னம்,लक्ष्य प्रतीक
வான்வழி கணினி அமைப்பு,एअरबोर्न संगणक प्रणाली
இயற்கணித ஈஜென்வெல்யூ சிக்கல்,बीजगणित ईगेनव्हल्यू समस्या
இயற்கணித  ஒருங்கிணைப்பு,बीजगणित  एकत्रीकरण
இயற்கணித மொழி,बीजगणित भाषा
இயற்கணித கையாளுதல்,बीजगणित हाताळणी
இயற்கணித கையாளுதல் மொழி,बीजगणित मॅनिपुलेशन भाषा
இயற்கணித சார்ந்த மொழி,बीजगणित ओरिएंटेड भाषा
இயற்கணித மாற்றம்,बीजगणित शिफ्ट
இயற்கணித அடையாளம் மாநாடு,बीजगणित साइन कन्व्हेन्शन
அல்கோல்,अल्गोल
அல்கோல் அம்சம்,अल्गोल वैशिष्ट्य
அல்கோல் நிரலாக்க,अल्गोल प्रोग्रामिंग
வழிமுறை,अल्गोरिदम
அல்காரிதம் துணை மொழி,अल्गोरिदम असोसिएटिव्ह भाषा
வழிமுறை வகைப்பாடு,अल्गोरिदम वर्गीकरण
வழிமுறை சிக்கலானது,अल्गोरिदम जटिलता
அல்காரிதம் கணக்கீடு,अल्गोरिदम संगणन
வழிமுறை பகுப்பாய்வு,अल्गोरिदम विश्लेषण
வழிமுறை அணுகுமுறை,अल्गोरिदम दृष्टिकोन
வழிமுறை மொழி,अल्गोरिदम भाषा
வழிமுறை வழக்கம்,अल्गोरिदम नित्यक्रम
வழிமுறை கோட்பாடு,अल्गोरिदम सिद्धांत
மாற்றுப்பெயர்,उर्फ
மாற்றுப்பெயர்ச்சி,अलियासिंग
மாற்றுப்பெயர் பெயர் (= மாற்று பெயர்),उर्फ नाव (= वैकल्पिक नाव)
சீரமைப்பு,संरेखन
ஒதுக்கவும்,वाटप
ஒதுக்கீடு அமைப்பு,वाटप रचना
அனைத்து நோக்கம் கொண்ட கணினி,सर्व हेतू संगणक
அகரவரிசை எழுத்து,वर्णमाला वर्ण
அகரவரிசை எழுத்து தொகுப்பு,वर्णमाला वर्ण सेट
அகரவரிசை எழுத்து துணைக்குழு,अल्फाबेटिक कॅरेक्टर सबसेट
அகரவரிசை குறியீடு,वर्णमाला कोड
அகரவரிசை மாற்றம்,वर्णमाला शिफ्ट
அகரவரிசை சரம்,वर्णमाला स्ट्रिंग
அகரவரிசை சொல்,वर्णमाला शब्द
அகரவரிசை,वर्णमाला
ஆல்பாஜோமெட்ரிக்ஸ்,अल्फेजोमेट्रिक्स
ஆல்பமெரிக்,अल्फामेरिक
ஆல்பமோசைக்,अल्फामोसॅक
எண்ணெழுத்து,अल्फान्यूमेरिक
எண்ணெழுத்து விசைப்பலகை சாதனம்,अल्फान्यूमरिकल कीबोर्ड डिव्हाइस
எண்ணெழுத்து எழுத்து தொகுப்பு,अल्फान्यूमेरिक कॅरेक्टर सेट
எண்ணெழுத்து குறியீடு,अल्फान्यूमेरिक कोड
எண்ணெழுத்து குறியீட்டு எழுத்து தொகுப்பு,अल्फान्यूमेरिक कोडेड कॅरेक्टर सेट
எண்ணெழுத்து தரவு,अल्फान्यूमेरिक डेटा
எண்ணெழுத்து காட்சி சாதனம்,अल्फान्यूमेरिक डिस्प्ले डिव्हाइस
எண்ணெழுத்து திருத்தப்பட்ட எழுத்து,अल्फान्यूमेरिक संपादित वर्ण
எண்ணெழுத்து புலம்,अल्फान्यूमेरिक फील्ड
எண்ணெழுத்து அறிவுறுத்தல்,अल्फान्यूमेरिक सूचना
எண்ணெழுத்து விசைப்பலகை,अल्फान्यूमेरिक कीबोर्ड
எண்ணெழுத்து வகை,अल्फान्यूमेरिक क्रमवारी
எண்ணெழுத்து சேமிப்பு,अल्फान्यूमेरिक स्टोरेज
மாற்றக்கூடிய நினைவகம்,बदलण्यायोग्य मेमरी
மாற்ற சுவிட்ச்,बदल स्विच
மாற்றுதல்,बदल
மாற்று பயன்முறை,बदल मोड
மாற்று மீட்பு,वैकल्पिक पुनर्प्राप्ती
மாற்று பாதை,वैकल्पिक मार्ग
மாற்று ரூட்டிங்,वैकल्पिक मार्ग
மாற்று பாதை,वैकल्पिक ट्रॅक
மாற்று (= அல்லது செயல்பாடு),अल्टरनेशन (= किंवा ऑपरेशन)
மாற்று பண்புக்கூறு,वैकल्पिक गुणधर्म
மாற்று மறுப்பு (= இல்லை-மற்றும் செயல்பாடு),वैकल्पिक नकार (= नाही आणि ऑपरेशन)
தெளிவற்ற பிழை,अस्पष्टता त्रुटी
தெளிவற்ற குறிப்பு,संदिग्ध संदर्भ
அனலாக்ஸ்,एनालॉग
அனலாக் சேர்க்கை,एनालॉग अ‍ॅडडर
அனலாக் சேனல்,एनालॉग चॅनेल
அனலாக் கணினி,एनालॉग संगणक
அனலாக் மாற்றி,एनालॉग कन्व्हर्टर
அனலாக் தரவு,एनालॉग डेटा
அனலாக் டிவைடர்,एनालॉग विभाजक
அனலாக் வசதி முனையம்,अ‍ॅनालॉग सुविधा टर्मिनल
அனலாக் செயல்பாடு  ஜெனரேட்டர்,एनालॉग फंक्शन  जनरेटर
அனலாக் ஒருங்கிணைப்பு,एनालॉग एकत्रीकरण
அனலாக் பெருக்கி,एनालॉग गुणक
அனலாக் நிரலாக்க,एनालॉग प्रोग्रामिंग
அனலாக் அளவிடுதல்,एनालॉग स्केलिंग
அனலாக் சிக்னல்,एनालॉग सिग्नल
அனலாக் உருவகப்படுத்துதல்,एनालॉग सिम्युलेशन
அனலாக் சுவிட்ச்,एनालॉग स्विच
அனலாக் அமைப்பு,एनालॉग सिस्टम
டிஜிட்டலுக்கு அனலாக்  மாற்றி,डिजिटल टू डिजिटल  कन्व्हर्टर
டிஜிட்டலுக்கு அனலாக்  குறியாக்கி,डिजिटल टू डिजिटल  एन्कोडर
அனலாக் பரிமாற்றம்,एनालॉग ट्रान्समिशन
அனலாக் வகை,एनालॉग प्रकार
பகுப்பாய்வு தொகுதி,विश्लेषण ब्लॉक
பகுப்பாய்வு முறை,विश्लेषण मोड
பகுப்பாய்வு இயந்திரம்,विश्लेषणात्मक इंजिन
மூதாதையர் பணி,वडिलोपार्जित कार्य
துணை உபகரணங்கள்,सहायक उपकरणे
மற்றும்,आणि
மற்றும் சுற்று,आणि सर्किट
மற்றும் உறுப்பு,आणि घटक
மற்றும் வாயில்,आणि गेट
மற்றும் மறைத்தல்,आणि मुखवटा
மற்றும் செயல்பாடு அல்ல (= விலக்கு,आणि ऑपरेशन नाही (= अपवर्जन)
மற்றும் செயல்பாடு,आणि ऑपरेशन
இணைப்பு நினைவகம்,अनुबंध मेमरी
சிறுகுறி,भाष्य
அறிவிப்பாளர்,अ‍ॅन्युन्सिएटर
பதில்,उत्तर परत
பதில் தாமதம்,उत्तर विलंब
பதிலளிக்கும் நேரம்,उत्तर वेळ
பதில் விளக்கு,उत्तर दिवा
பதில் பட்டியல்,उत्तर यादी
பதில்,फक्त उत्तर द्या
எதிர்பார்ப்பு பயன்முறை,अपेक्षित मोड
எதிர்பார்ப்பு இடையக,अपेक्षित बफरिंग
எதிர்பார்ப்பு கேரி,अपेक्षित वाहून नेणे
எதிர்பார்ப்பு பேஜிங்,अपेक्षित पेजिंग
எதிர்விளைவு செயல்பாடு,अँटीकोइन्सिडन्स ऑपरेशन
எதிர்விளைவு உறுப்பு,अँटीकोइन्सींट घटक
அபீரியோடிக் ஆண்டெனா,अ‍ॅपरिओडिक ten न्टीना
துளை அட்டை,छिद्र कार्ड
துளை குறியீடு,छिद्र कोड
துளை நேரம்,छिद्र वेळ
இணைப்பு,परिशिष्ट
இணைப்பு பணி,परिशिष्ट कार्य
பயன்பாட்டு உருவாக்குநர்,अनुप्रयोग विकसक
பயன்பாட்டு அடுக்கு,अनुप्रयोग स्तर
பயன்பாட்டு சார்ந்த மொழி,अनुप्रयोग देणारं भाषा
பயன்பாட்டு தொகுப்பு,अनुप्रयोग पॅकेज
பயன்பாட்டு நிரல்,अनुप्रयोग कार्यक्रम
பயன்பாட்டு நிரலாக்க,अनुप्रयोग प्रोग्रामिंग
பயன்பாடு தேவையான மொழி,अर्ज आवश्यक भाषा
பயன்பாட்டு மென்பொருள்,अनुप्रयोग सॉफ्टवेअर
Applique,अ‍ॅप्लिक
தோராயக் கோட்பாடு,अंदाजे सिद्धांत
தன்னிச்சையான அணுகல்,अनियंत्रित प्रवेश
தன்னிச்சையான வரிசை கணினி,अनियंत्रित अनुक्रम संगणक
நடுவர்,लवाद
கட்டிடக்கலை,आर्किटेक्चर
காப்பகப்படுத்துதல்,संग्रहण
பகுதி குறியீடு,क्षेत्र कोड
பகுதி தேடல்,क्षेत्र शोध
பகுதி பரிமாற்றம்,क्षेत्र हस्तांतरण
பகுதி மாறி,क्षेत्र चल
வாதம்,युक्तिवाद
வாத முகவரி,युक्तिवाद पत्ता
வாத பட்டியல்,युक्तिवाद यादी
எண்கணித அறிவுறுத்தல்,अंकगणित सूचना
எண்கணித மற்றும் தர்க்க அலகு,अंकगणित आणि तर्कशास्त्र युनिट
எண்கணித ஒதுக்கீட்டு அறிக்கை,अंकगणित असाइनमेंट स्टेटमेंट
எண்கணித சோதனை,अंकगणित तपासणी
எண்கணித மாறிலி,अंकगणित स्थिर
எண்கணித மாற்றம்,अंकगणित रूपांतरण
எண்கணித தரவு,अंकगणित डेटा
எண்கணித விதிவிலக்கு,अंकगणित अपवाद
எண்கணித வெளிப்பாடு,अंकगणित अभिव्यक्ती
எண்கணித நிலையான புள்ளி,अंकगणित निश्चित बिंदू
எண்கணித வரிசைமுறை,अंकगणित पदानुक्रम
அறிக்கை என்றால் எண்கணிதம்,अंकगणित जर विधान
எண்கணித தர்க்கம்,अंकगणित तर्कशास्त्र
எண்கணித தர்க்க அலகு,अंकगणित लॉजिक युनिट
எண்கணித செயல்பாடு,अंकगणित ऑपरेशन
எண்கணித ஆபரேட்டர்,अंकगणित ऑपरेटर
எண்கணித வழிதல்,अंकगणित ओव्हरफ्लो
எண்கணித படத் தரவு,अंकगणित चित्र डेटा
எண்கணித முன்னுரிமை,अंकगणित प्राधान्य
எண்கணித முதன்மை,अंकगणित प्राथमिक
எண்கணித பதிவு,अंकगणित नोंदणी
எண்கணித உறவு,अंकगणित संबंध
எண்கணித ஸ்கேன்,अंकगणित स्कॅन
எண்கணித பிரிவு,अंकगणित विभाग
எண்கணித மாற்றம்,अंकगणित शिफ्ट
எண்கணித மாற்றம்,अंकगणित शिफ्टिंग
எண்கணித அறிக்கை,अंकगणित विधान
எண்கணித கால,अंकगणित संज्ञा
எண்கணித கீழ்ப்படிதல்,अंकगणित अंडरफ्लो
எண்கணித அலகு,अंकगणित युनिट
வரிசை,रचना
வரிசை,अ‍ॅरे बाउंड
வரிசை கணினி,अ‍ॅरे संगणक
வரிசை பரிமாணம்,अ‍ॅरे आयाम
வரிசை உறுப்பு,अ‍ॅरे घटक
வரிசை வெளிப்பாடு,अ‍ॅरे अभिव्यक्ती
வரிசை பெயர்,अ‍ॅरे नाव
கட்டமைப்புகளின் வரிசை,संरचनांचा अ‍ॅरे
வரிசை அச்சிடுதல்,अ‍ॅरे प्रिंटिंग
வரிசை செயலாக்கம்,अ‍ॅरे प्रक्रिया
வரிசை செயலி,अ‍ॅरे प्रोसेसर
வெளிப்பாடு புள்ளி,बोलण्याचे बिंदू
செயற்கை அறிவாற்றல்,कृत्रिम अनुभूती
செயற்கை நுண்ணறிவு,कृत्रिम बुद्धिमत्ता
செயற்கை மொழி,कृत्रिम भाषा
செயற்கை மாறி,कृत्रिम चल
கலை பயன்பாட்டு தரவு வங்கி,कला अनुप्रयोग डेटा बँक
கலை பயன்பாட்டு இசை,कला अनुप्रयोग संगीत
கலை பயன்பாட்டு முறை உருவாக்கம்,कला अनुप्रयोग नमुना निर्मिती
அசெண்டர்,आरोहण
ஏறும் வரிசை,चढत्या क्रमवारी
ASCIL,एएससीएल
ASCII கட்டுப்பாட்டு தன்மை,एएससीआयआय नियंत्रण वर्ण
ASCII விசை வாரியம்,एएससीआयआय की बोर्ड
அம்சம்,पैलू
அம்சம் மற்றும்,पैलू आणि
ஒன்றுகூடு,एकत्र करा
கூடியிருந்த தோற்றம்,एकत्रित मूळ
காலத்தை ஒன்றிணைக்கவும்,कालावधी एकत्र करा
அசெம்பிளர்,असेंबलर
அசெம்பிளர் டைரெக்டிவ்,असेंबलर डायरेक्टिव्ह
அசெம்பிளர் வசதி,असेंबलर सुविधा
அசெம்பிளர் மொழி,असेंबलर भाषा
அசெம்பிளிங்,एकत्र करणे
அசெம்பிளிங் கட்டம்,एकत्रित टप्पा
நேரம் திரட்டுதல்,वेळ एकत्र करणे
சட்டசபை,असेंब्ली
சட்டசபை மொழி,असेंब्ली भाषा
சட்டசபை மொழி நிரலாக்க,असेंब्ली भाषा प्रोग्रामिंग
சட்டசபை மொழி மென்பொருள் நெகிழ்வுத்தன்மை,असेंब्ली भाषा सॉफ्टवेअर लवचिकता
சட்டசபை பட்டியல்,असेंब्ली सूची
சட்டசபை கட்டம்,असेंब्ली फेज
சட்டசபை வழக்கம்,असेंब्लीची दिनचर्या
சட்டசபை நேரம்,असेंब्ली वेळ
சட்டசபை பிரிவு,असेंब्ली युनिट
ஒதுக்கீட்டு அட்டவணைப்படுத்தல்,असाइनमेंट इंडेक्सिंग
ஒதுக்கீட்டு செயல்பாடு,असाइनमेंट ऑपरेशन
ஒதுக்கீட்டு அறிக்கை,असाइनमेंट स्टेटमेंट
துணை முகவரி,असोसिएटिव्ह पत्ता
துணை வரிசை பதிவு,असोसिएटिव्ह अ‍ॅरे रजिस्टर
துணை விசை,असोसिएटिव्ह की
துணை மொழி,असोसिएटिव्ह भाषा
துணை நினைவகம்,असोसिएटिव्ह मेमरी
துணை சேமிப்பு,असोसिएटिव्ह स्टोरेज
தசம புள்ளி என்று கருதப்படுகிறது,गृहीत दशांश बिंदू
சமச்சீரற்ற சாதனம்,असममित डिव्हाइस
சமச்சீரற்ற i/o,असममित I/O
ஒத்திசைவற்ற,एसिन्क्रोनस
ஒத்திசைவற்ற கணினி,एसिन्क्रोनस संगणक
ஒத்திசைவற்ற தரவு பரிமாற்றம்,एसिन्क्रोनस डेटा ट्रान्सफर
ஒத்திசைவற்ற தரவு பரிமாற்றம்,एसिन्क्रोनस डेटा ट्रान्समिशन
ஒத்திசைவற்ற சாதனங்கள்,एसिन्क्रोनस डिव्हाइस
ஒத்திசைவற்ற செயல்பாடு,एसिन्क्रोनस ऑपरेशन
ஒத்திசைவற்ற சமிக்ஞை,एसिन्क्रोनस सिग्नलिंग
ஒத்திசைவற்ற நேர பிரிவு மல்டிபிளெக்சிங்,एसिन्क्रोनस टाइम डिव्हिजन मल्टिप्लेक्सिंग
ஒத்திசைவற்ற பரிமாற்றம்,एसिन्क्रोनस ट्रान्समिशन
ஒத்திசைவற்ற வேலை,एसिन्क्रोनस वर्किंग
இணைக்கப்பட்ட செயலாக்கம்,संलग्न प्रक्रिया
இணைக்கப்பட்ட செயலி,संलग्न प्रोसेसर
இணைக்கப்பட்ட ஆதரவு செயலி,संलग्न समर्थन प्रोसेसर
செயல்பாட்டில் கலந்து கொண்டார்,ऑपरेशन उपस्थित
பாதை அச்சுப்பொறியில் கலந்து கொண்டார்,ट्रेल प्रिंटरला हजेरी लावली
கவனம் குறுக்கீடு,लक्ष व्यत्यय
கவனம் விசை,लक्ष की
விழிப்புணர்வு,क्षीणन
விழிப்புணர்வு மாறிலி,क्षीणन स्थिर
விழிப்புணர்வு விலகல்,क्षीणकरण विकृती
விழிப்புணர்வு சமநிலை,अ‍ॅटेन्युएशन इक्वेलायझर
அட்டென்யூட்டர்,अ‍ॅटेन्युएटर
பண்புக்கூறு,विशेषता
கேட்கக்கூடிய அலாரம்,ऐकण्यायोग्य अलार्म
ஆடியோ கேசட்,ऑडिओ कॅसेट
ஆடியோ விசாரணை,ऑडिओ चौकशी
ஆடியோ வரி,ऑडिओ लाइन
ஆடியோ பதில்,ऑडिओ प्रतिसाद
ஆடியோ மறுமொழி செய்தி,ऑडिओ प्रतिसाद संदेश
ஆடியோ மறுமொழி அலகு,ऑडिओ प्रतिसाद युनिट
ஆடியோடேப் ஸ்டோரேஜ் யூனிட்,ऑडिओटेप स्टोरेज युनिट
ஆடியோ தொலைத்தொடர்பு வரி,ऑडिओ टेलिकम्युनिकेशन लाइन
ஆடியோ முனையம்,ऑडिओ टर्मिनल
தணிக்கை கட்டளை மொழி,ऑडिट कमांड भाषा
தணிக்கை நிரலாக்க,ऑडिट प्रोग्रामिंग
தணிக்கை சோதனை,तपासणीचे सूत्र
ஆகஸ்ட்,ऑगेंड
அதிகரிப்பு,वाढवणे
ஆக்மென்டர்,ऑगमेंटर
நூலாசிரியர்,लेखक
படைப்பாற்றல்,लेखन
படைப்பாற்றல் அமைப்பு,लेखन प्रणाली
அதிகாரம்,अधिकार
அங்கீகார குறியீடு,अधिकृतता कोड
அங்கீகரிக்கப்பட்ட நூலகம்,अधिकृत लायब्ररी
அங்கீகரிக்கப்பட்ட திட்டம்,अधिकृत कार्यक्रम
அங்கீகரிக்கப்பட்ட நிரல் வசதி,अधिकृत कार्यक्रम सुविधा
வாகன சுருக்கம்,ऑटो अ‍ॅबस्ट्रॅक्ट
