Hindi,Bengali
आयु प्रमाणपत्र,বয়স শংসাপত্র
मताधिकार आयु,ভোটাধিকার জন্য বয়স
आयु सीमा,বয়স সীমা
"अभिकरण, एजेंसी",এজেন্সি
कार्यसूची,আলোচ্যসূচি
सेवानिवृत्‍ति आयु,অবসর বয়স
अधिवर्षिता आयु,তদারকির বয়স
"समुच्चय, समूह",সমষ্টি
व्यथित,আক্রান্ত
आंदोलन,আন্দোলন
" वार्षिक महासभा , वार्षिक आमसभा",এজিএম
" क़रार, अनुबंध ,सहमति, रजामंदी",চুক্তি
"क़रारनामा, अनुबंध पत्र",চুক্তি ফর্ম
कृषि,কৃষি
कृषि-उद्‌योग,শস্য উৎপাদন কেন্দ্র
"सहायता, मदद",সাহায্য
" आपद संकेत, खतरे का संकेत, अलार्म",অ্যালার্ম
सजगता,সতর্কতা
" उपनाम , उर्फ़ (क्रि.वि.)",ওরফে
अभिकथन,অভিযোগ
निष्ठा,আনুগত্য
मैत्री,জোট
सम्बद्‌ध सेवाएं,মিত্র পরিষেবা
सर्वसमावेशी लागत,সমস্ত অন্তর্ভুক্ত ব্যয়
अखिल भारतीय सेवा,সমস্ত ভারত পরিষেবা
नियतन,বরাদ্দ
आबंटन,বরাদ্দ
आबंटन-पत्र,বরাদ্দ চিঠি
आबंटिति,বরাদ্দ
"अनुज्ञेय, अनुमतियोग्य",অনুমোদিত
"अनुज्ञेय व्यय, अनुमतियोग्य व्यय",অনুমোদিত ব্যয়
अपील मंजूर करना,একটি আপিলের অনুমতি দিন
" भत्‍ता ,छूट",ভাতা
सर्वाधिकार सुरक्षित,সমস্ত অধিকার সংরক্ষিত
"वर्णक्रम, अकारादिक्रम",বর্ণমালা অর্ডার
कहासुनी,বিক্ষোভ
" एकांतर , विकल्पी",বিকল্প
"विकल्प,वैकल्पिक",বিকল্প
समामेलन,সংমিশ্রণ
"संशोधित मसौदा, संशोधित प्रारूप",সংশোধিত খসড়া
संशोधन,সংশোধন
सुख-सुविधा,সুযোগ
"सौहार्दपूर्ण, मैत्रीपूर्ण",মায়াময়
गोला-बारूद,গোলাবারুদ
"ऋण परिशोधन, ऋण मुक्‍ति",Debt ণের or ণদান
" राशि, रक़म, मात्रा",পরিমাণ
पेन्शन राशि,পেনশন পরিমাণ
अनुरूप पद,সাদৃশ্য পোস্ট
विश्‍लेषण,বিশ্লেষণ
विश्‍लेषणात्मक अध्ययन,বিশ্লেষণাত্মক অধ্যয়ন
पूर्वज,পূর্বপুরুষ
अनुषंगी उद्‌योग,আনুষঙ্গিক শিল্প
बैर,শত্রুতা
संलग्नक,সংযুক্তি
वर्षगांठ,বার্ষিকী
"उद्‌घोषण, ऐलान, आख्यापन",ঘোষণা
"खिन्‍नता, चिढ, खीज",বিরক্তি
वार्षिक वित्‍तीय विवरण,বার্ষিক আর্থিক বিবৃতি
वार्षिक रिपोर्ट,বার্ষিক প্রতিবেদন
वार्षिकी,বার্ষিকী
"अनाम, गुमनाम",বেনামে
गुमनाम शिकायत,বেনামে অভিযোগ
जवाबदेही,উত্তরযোগ্যতা
उत्‍तर पत्रक,উত্তরপত্র
विरोधी,বিরোধী
पूर्ववृत्‍त,পূর্বসূরি
प्रत्याशित व्यय,প্রত্যাশিত ব্যয়
प्रत्याशित आय,প্রত্যাশিত আয়
" प्रत्याशा , पूर्वानुमान",অগ্রজ্ঞান
अग्रिम ज़मानत,প্রত্যাশিত জামিন
भ्रष्‍टाचार-निरोधक उपाय,দুর্নীতি দমন ব্যবস্থা
"प्रति-पाटन, पाटन-निरोधी",অ্যান্টি-ডাম্পিং
पुरावस्तु,প্রাচীন
रंगभेद,বর্ণবাদ
उदासीनता,উদাসীনতা
शीर्ष निकाय,অ্যাপেক্স বডি
क्षमायाचना,ক্ষমা প্রার্থনা
"अपील,अपील करना",আবেদন
" हाजि़री , उपसंजाति  , रूप",চেহারা
तुष्‍टीकरण,সন্তুষ্টি
अपील अधिकरण,আপিল ট্রাইব্যুনাল
परिशिष्‍ट,পরিশিষ্ট
उपयंत्र,যন্ত্রপাতি
"अनुप्रयोज्य, लागू",প্রযোজ্য
आवेदक,প্রার্থী
" आवेदन, अर्ज़ी , अनुप्रयोग, लागू होना",আবেদন
"आवेदन पत्र, अर्ज़ी",আবেদনপত্র
अनुप्रयुक्‍त,প্রয়োগ
" आवेदन करना, अर्जी देना , लागू करना, लागू होना , अनप्रयुक्‍त होना",প্রয়োগ করুন
नियुक्‍त व्यक्‍ति,নিয়োগ
नियुक्‍ति प्राधिकारी,কর্তৃপক্ষ নিয়োগ
नियुक्‍ति,অ্যাপয়েন্টমেন্ট
नियुक्‍ति पत्र,নিয়োগপত্র
मंत्रीमंडलीय नियुक्‍ति समिति,মন্ত্রিপরিষদের অ্যাপয়েন্টমেন্ট কমিটি
मजदूरी प्रभाजन,মজুরির অংশ
"मूल्यनिरूपण, आंकना",মূল্যায়ন
मूल्यांक,মূল্যায়নকারী
" सराहना , वृद्‌धि",প্রশংসা
" पकड़ा जाना, गिरफ़्तारी ,बोध, समझ , आशंका",আশঙ্কা
शिक्षु,শিক্ষানবিশ
" पहुंच,उपगम , उपमार्ग ,दृष्‍टिकोण",পদ্ধতির
" उपयुक्‍त, उचित , विनियोजन करना",যথাযথ
उचित कार्रवाई,যথাযথ ব্যবস্থা
उपयुक्‍त शीर्ष,উপযুক্ত মাথা
विनियोजन,বরাদ্দ
अनुमोदन,অনুমোদন
"लगभग, सन्‍निकट",আনুমানিক
"अभिक्षमता परीक्षा, रुझान परीक्षण",বুদ্ধিমত্তার পরীক্ষা
मनमाना,ইচ্ছামত
मध्यस्थता करना,সালিশ
"विवाचन, माध्यस्थम् ",সালিশ
माध्यस्थम् अधिकरण,আরবিট্রেশন ট্রাইব্যুনাল
"विवाचक, मध्यस्थ",সালিস
वास्तुकला,আর্কিটেকচার
अभिलेखागार,সংরক্ষণাগার
" क्षेत्र , क्षेत्रफल",অঞ্চল
"क्षेत्र मुख्यालय, क्षेत्रीय मुख्यालय",অঞ্চল সদর দফতর
"तर्क, बहस",যুক্তি
"उठना, उद्‌भूत होना, पैदा होना",উত্থিত
" सशस्त्र बल , सशस्त्र सेनाएं",সশস্ত্র বাহিনী
" व्यवस्था ,विन्यास , प्रबंध",ব্যবস্থা
बक़ाया,বকেয়া
बक़ाया विवरण,বকেয়া বিবৃতি
आगमन रिपोर्ट,আগমনের প্রতিবেদন
"दंभ,अक्खड़पन",অহংকার
"आयुधागार, शास्त्रागार",আর্সেনাল
" अनुच्छेद , वस्तु , लेख",নিবন্ধ
संस्था के अंतर्नियम,সমিতির নিবন্ধ
नियमावली,নিবন্ধ
आरोही क्रम,উর্দ্ধক্রমানুসারে
अभिनिश्‍चित करना,নিরূপণ করা
जैसा है जहाँ है,যেমনটি যেখানে
" पहलू, पक्ष , दृष्‍टि",দিক
लांछन,Aspersion
"हत्या,हनन",হত্যাকাণ্ড
हमला,হামলা
" जुटना, एकत्र होना, इकट्ठा होना ,जोड़ना , सम्मिलित करना, एकत्र करना",একত্রিত করা
" सभा , जमाव",সমাবেশ
अनुमति,সম্মতি
"दृढ़ता से कहना,जोर देकर कहना",জাহির করা
निर्धारिती,মূল্যায়নকারী
निर्धारण,মূল্যায়ন
निर्धारण वर्ष,মূল্যায়ন বছর
" कर-निर्धारक , असेसर",মূল্যায়নকারী
परिसंपत्‍ति,সম্পদ
समनुदेशिती,Assignee
" समनुदेशन ,सुपुर्द काम",অ্যাসাইনমেন্ট
समनुदेशक,নিয়োগকারী
"सहायता, मदद",সহায়তা
" सह , सहयुक्‍त , सम्मिलित करना, सहयुक्‍त करना",সহযোগী
" संघ , संगम  , संबंध,साहचर्य",সংঘ
कार्यभार-ग्रहण,চার্জ অনুমান
" आश्‍वासन , बीमा , हस्तांतरण पत्र",আশ্বাস
बीमा कंपनी,আশ্বাস সংস্থা
आश्‍वस्त करना,আশ্বাস
बट्टे पर,ছাড় এ
परमाणु शक्‍ति,পারমাণবিক শক্তি
सममूल्य पर,সমমূল্যে
"बढ़े मूल्य पर,अधिमूल्य पर,प्रीमियम पर",প্রিমিয়ামে
" साथ लगाना,संलग्न करना , कुर्की करना",সংযুক্ত
संलग्न कार्यालय,সংযুক্ত অফিস
" संलग्नक ,कुर्की",সংযুক্তি
कुर्की आदेश,সংযুক্তি আদেশ
"लब्धि,प्राप्‍ति",অর্জন
"प्रयत्‍न करना,प्रयत्‍न",চেষ্টা
"उपस्थिति,हाजि़री",উপস্থিতি
"उपस्थिति पंजी,हाजि़री रजिस्टर",উপস্থিতি নিবন্ধ
उपस्थिति पर्ची,উপস্থিতি স্লিপ
" ध्यान ,सावधान",মনোযোগ
"अनुप्रमाणन,तसदीक़",সত্যতা
"अनुप्रमाणित प्रति, साक्ष्यांकित प्रति",সত্যায়িত অনুলিপি
अभिवृत्‍ति,মনোভাব
आकर्षक वेतन,আকর্ষণীয় বেতন
नीलामी,নিলাম
नीलामकर्ता,নিলামকারী
नीलामी बिक्री,নিলাম বিক্রয়
" श्रोता , दर्शक , सुनवाई , दर्शन",শ্রোতা
दृश्य-श्रव्य प्रदर्श,অডিও-ভিজ্যুয়াল ডিসপ্লে
दृश्य-श्रव्य प्रचार,অডিও-ভিজ্যুয়াল প্রচার
"  लेखापरीक्षा , संपरीक्षा",নিরীক্ষা
"परीक्षित लेखा, संपरीक्षित लेखा",নিরীক্ষিত অ্যাকাউন্ট
समपरीक्षित तुलनपत्र,নিরীক্ষিত ব্যালেন্স শীট
लेखा परीक्षण,নিরীক্ষণ
लेखापरीक्षा आपत्‍ति,নিরীক্ষা আপত্তি
लेखापरीक्षक की रिपोर्ट,নিরীক্ষকের প্রতিবেদন
प्रेक्षागृह,অডিটোরিয়াম
लेखापरीक्षा पैरा,অডিট অনুচ্ছেদ
लेखापरीक्षा रिपोर्ट,অডিট রিপোর্ট
मितोपभोग,কঠোরতা
मितोपभोग उपाय,কঠোরতা ব্যবস্থা
प्रामाणिक,খাঁটি
प्राधिकृत प्रतिनिधि,অনুমোদিত প্রতিনিধি
" प्राधिकृत , प्राधिकारिक",কর্তৃত্বমূলক
" (व्यक्‍ति) प्राधिकारी , प्राधिकार , प्राधिकरण ,अधिकारी विद्‌वान",কর্তৃপক্ষ
प्राधिकार पत्र,কর্তৃপক্ষের চিঠি
प्राधिकृत,অনুমোদিত
प्राधिकृत पूंजी,স্বীকৃত মূলধন
स्वचालित,স্বয়ংক্রিয়
स्वायत्‍त,স্বায়ত্তশাসিত
स्वायत्‍त निकाय,স্বায়ত্তশাসিত শরীর
स्वायत्‍तता,স্বায়ত্তশাসন
सहायक,সহায়ক
"प्राप्य,उपलब्ध",উপলব্ধ
" औसत ,  सामान्य",গড়
औसत छुट्टी,গড় ছুটি
विरुचि,বিপর্যয়
बचा लेना,এড়ানো
"परिहार करना,परिवर्जन करना, से बचना",এড়াতে
कर देने से बचना,কর এড়ানো
प्रतीक्षित,অপেক্ষা করছি
" पंचाट , अधिनिर्णय , पुरस्कार , प्रदान करना",পুরষ্কার
अधिनिर्णयन प्राधिकारी,পুরষ্কার কর্তৃপক্ষ
जागरूकता,সচেতনতা
पूर्व-दिनांकित,ব্যাকডেটেড
पृष्‍ठभूमि,পটভূমি
पिछला बक़ाया,জমা কাজ
"मुकर जाना, से हटना",ফিরে
पिछला संदर्भ,পিছনে রেফারেন্স
पूर्तिकर,ব্যাক আপ
पिछड़ा वर्ग,পশ্চাদপদ শ্রেণি
पिछड़ी जनजाति,পশ্চাদপদ উপজাতি
"अलाभकर सौदा, घाटे का सौदा",খারাপ দর কষাকষি
बुरा व्यवहार,খারাপ আচরণ
" दुश्‍चरित्र , दु:शील",খারাপ চরিত্র
विषम जलवायु भत्‍ता,খারাপ জলবায়ু ভাতা
दुराचरण,খারাপ আচরণ
अशोध्य ऋण,খারাপ ঋণ
असबाब,লাগেজ
ज़मानत,জামিন
" शेष,बाक़ी ,संतुलन",ভারসাম্য
अधोनीत शेष,ভারসাম্য নামা
अग्रेनीत शेष,ভারসাম্য এগিয়ে আনা
संतुलित बजट,সুষম বাজেট
तुलन पत्र,ব্যালেন্স শীট
" मतपत्र , मतदान",ব্যালট
मतपेटी,ব্যালট বাক্স
मतपत्र,ভোট পত্র
"प्रतिबंध,रोक,पाबंदी",নিষেধাজ্ঞা
" बैंक , साहूकारी करना",ব্যাংক
बैंक खाता,ব্যাংক হিসাব
बैंक शेष,ব্যাংক ভারসাম্য
बैंक प्रभार,ব্যাংক চার্জ
"बैंक गारंटी,बैंक प्रत्याभूति",ব্যাংক গ্যারান্টি
बैंक अवकाश,ব্যাংক ছুটির দিন
बैंकिंग सुविधाबैंककारी सुविधा,ব্যাংকিং সুবিধা
बैंकिंग कार्य-समय,ব্যাংকিং সময়
"बैंक कार्य-व्यवहार,बैंक लेन-देन",ব্যাংকিং লেনদেন
बैंक दर,ব্যাংক হার
बैंक समाधान,ব্যাংক পুনর্মিলন
दिवालिया,দেউলিয়া
"बैंक प्रतिभूति,बैंक ज़मानत",ব্যাংক সুরক্ষা
बैंक विवरण,ব্যাংক দলিল
"प्रीतिभोज, भोज",বনভোজন
"विधिज्ञ परिषद्,बार काउंसिल",বার কাউন্সিল
"सौदा,सौदा करना",দর কষাকষি
"सौदेबाजी, सौदाकारी",দর কষাকষি
बंजर भूमि,অনুর্বর জমি
वस्तु विनिमय,বার্টার
आधार,বেস
"निराधार, बेबुनियाद",ভিত্তিহীন
तहख़ाना,বেসমেন্ট
आधार वर्ष,ভিত্তিবছর
"मूल,बुनियादी",বেসিক
मूलतः बुनियादी तौर पर,মূলত
आधारिक आसूचना,বেসিক বুদ্ধি
मूल वेतन,মূল বেতন
मूल वेतनमान,বেতনের প্রাথমিক স্কেল
बुनियादी प्रशिक्षण,মৌলিক প্রশিক্ষণ
आधार,ভিত্তি
" बैच, टोली , खेप, घान",ব্যাচ
"बैच नंबर, खेप नंबर",ব্যাচ নাম্বার
धारक चैक,বহনকারী চেক
पूर्व-कथित,উদ্ধৃত করার আগে
व्यवहार,আচরণ
विश्‍वास,বিশ্বাস
अवमूल्य पर,নীচে নীচে
" न्यायपीठ,बेंच",এজলাস
" तल चिह्‌न , मानक",মাপকাঠি
"लाभप्रद, हितकारी",উপকারী
"हितभागी,लाभार्थी",মৃত ব্যক্তির সম্পত্তির উত্তরাধিকারী
"हितलाभ, हित, लाभ",উপকার
संदेह लाभ,দ্বিধার সুবিধা
हितकारिता,দানশীলতা
हितकारी निधि,দানশীল তহবিল
" वसीयत करना , वसीयत द्‌वारा देना",উইল
वसीयत,উইল
शोकसंतप्त,শোক
भरसक प्रयत्‍न,সেরা প্রচেষ্টা
" सुमुन्नति , बेहतरी, खुशहाली",উন্নততা
" अभिनति, झुकाव , पूर्वाग्रह",পক্ষপাত
पूर्वाग्रही मत,পক্ষপাতদুষ্ট মতামত
ग्रंथसूची,গ্রন্থপঞ্জি
द्‌विवार्षिक,দ্বিবার্ষিক
दो भागों में बांटना/बंटना,দ্বিখণ্ডিত
द्‌विविवाह,বিগামি
द्‌विपक्षीय,দ্বিপক্ষীয়
द्‌विभाषी,দ্বিভাষিক
"द्‍‌विसदन, द्‌विसदनी",দ্বিখণ্ডিত
" विधेयक ,बिल",বিল
विनिमय पत्र,বিনিময় বিল
" द्‌विमासिक रिपोर्ट , अर्धमासिक रिपोर्ट",দ্বিখণ্ডিত প্রতিবেদন
" जिल्दसाजी , बाध्यकारी",বাঁধাই
जीवनवृत्‍त,বায়োডাটা
"द्‌विदक्षीय, द्‌विदलीय",দ্বিপক্ষীয়
द्‌विपक्षीय करार,দ্বিপক্ষীয় চুক্তি
जन्म वर्षगाँठ,জন্ম বার্ষিকী
जन्म प्रमाणपत्र,জন্ম সনদ
संतति निरोध,জন্ম নিয়ন্ত্রণ
"जन्म तिथि,जन्म की तारीख",জন্ম তারিখ
जन्म स्थान,জন্মের জায়গা
जन्मदर,জন্ম হার
" पाक्षिक ,अर्ध-साप्ताहिक",দ্বিপক্ষীয়
काली अर्थव्यवस्था,কালো অর্থনীতি
"काली सूची, काली सूची में नाम डालना",কালো তালিকা
भयादोहन,ব্ল্যাকমেল
"चोर बाजार,काला बाजार",কালোবাজার
दोष लगाना,দোষ
कोरा चेक,ফাঁকা চেক
व्यापक सौदा,কম্বল ডিল
व्यापक आदेश,কম্বল আদেশ
धमाका,বিস্ফোরণ
सम्मिश्रण,মিশ্রণ
"खंड,ब्लॉक",ব্লক
"नाकाबंदी, अवरोध",অবরোধ
अवरूद्‌ध पूंजी,অবরুদ্ধ মূলধন
"बड़ा अक्षर, साफ़ अक्षर",ব্লক লেটার
रक्‍तदान,রক্তদান
रक्‍त-संबंधी,রক্ত সম্পর্ক
कायिक कार्य,নীল কলার কাজ
"ब्लूप्रिंट,खाका",ব্লুপ্রিন্ট
झांसा,ব্লাফ
" बोर्ड, मंडल , गत्‍ता",বোর্ড
भोजन तथा आवास,বোর্ডিং এবং থাকার ব্যবস্থা
निदेशक मंडल,পরিচালনা পর্ষদ
राजस्व मंडल,রাজস্ব বোর্ড
निकाय,দেহ
अंगरक्षक,দেহরক্ষী
जाली वाउचर,বোগাস ভাউচার
"सद्‍भाव, सदाशयता",সদিচ্ছা
"बंधपत्र,बांड",বন্ধন
बंधुआ मज़दूर,চুক্তিভুক্ত শ্রমিক
बोनस,বোনাস
" टिकटघर ,बुकिंग कार्यालय",বুকিং অফিস
"बही लेखक,मुनीम",বই-রক্ষক
"बहीखाता पद्‌धति,बहीखाता-लेखन",বই-রক্ষণাবেক্ষণ
पुस्तिका,পুস্তিকা
संदर्भ पुस्तक,রেফারেন্স বই
"खाता मूल्य, अंकित मूल्य",বই মান
" बूथ, कोष्‍ठ , मतदान कोष्‍ठ",বুথ
"बूथ कब्ज़ा करना, बूथ कब्जाना, बूथ लूटना, मतदान कोष्‍ठ पर कब्जा करना",বুথ ক্যাপচারিং
सीमा भत्‍ता,সীমান্ত ভাতা
" सीमारेखा , सीमावर्ती (वि.)",বর্ডার লাইন
उधारकर्ता,Or ণগ্রহীতা
"उधार लेने की शक्‍ति, ऋणादान शक्‍ति",Orrow ণ ক্ষমতা
बॉस,বস
गत्यवरोध,বাধা
कोष्‍ठक,বন্ধনী
सीमा,সীমানা
"बहिष्कार,बॉयकाट",বয়কট
प्रतिभा पलायन,মেধা পাচার
शाखा कार्यालय,শাখা কার্যালয়
"भंग, तोड़ना",লঙ্ঘন
क़रार-भंग,চুক্তি লঙ্ঘন
विश्‍वास भंग,আত্মবিশ্বাস লঙ্ঘন
संविदा भंग,চুক্তি লঙ্ঘন
अनुशासन भंग,শৃঙ্খলা লঙ্ঘন
"विधिभंग,क़ानून तोड़ना",আইন লঙ্ঘন
शांति भंग,শান্তি লঙ্ঘন
विशेषाधिकार भंग,অধিকার লঙ্ঘন
वचन भंग,প্রতিশ্রুতি লঙ্ঘন
