Bengali,Kannada
দ্বিবার্ষিক,ದ್ವೈವಾರ್ಷಿಕ
দ্বিপদী,ದ್ವಿಪದೀಯ
বায়োএজেন্ট,ಜೈವಿಕ ವ್ಯಾಪ್ತಿಯ
বায়োক্লিমেট,ಜೈ ಜೈವಿಕ ಗ್ರಂಥಾಲಯ
বায়োনারজি,ಜೈವಿಕ ಕರ್ತವ್ಯ
বায়োনমিক্স,ಜೈವಿಕಶಾಸ್ತ್ರ
বায়োরিয়্যাক্টর,ಜೈವಿಕ ರಿಯಾಯಿತಿ
বায়োস্ফিয়ার,ಜೀವಗೋಳ
বায়োটিক,ಜೈವಿಕ
বায়োটাইপ,ಬಯೋಟೈತನ
উভকামী,ದ್ವಿಲಿಂಗಿ
ব্লাঞ্চিং,ಚಿರತೆ
বিস্ফোরণ,ಹರಡು
মিশ্রণ,ಮಿಶ್ರಣ
ব্লাইট,ಗದ್ದಲ
ফোস্কা,ಗುಳ್ಳೆ
নীল বিপ্লব,ನೀಲಿ ಕ್ರಾಂತಿ
নীচে তাপ চেম্বার,ಕೆಳಗಿನ ಶಾಖ ಕೊಠಡಿ
নীচে তাপ কৌশল,ಕೆಳಗಿನ ಶಾಖ ತಂತ್ರ
ব্রান,ಹೊಟ್ಟು
শাখা,ಕವಲೊಡೆ
শাখা,ಸಣ್ಣ ಕೊಂಬೆ
প্রজনন,ತಳಿ
প্রজনন,ತಳಿ
Brimming,ಕಂಗುರು
ব্রুড,ಸಂಸಾರ
উদীয়মান,ಮೊಳಕೆಯ
বাজেট,ಬಜೆ
বাফার,ಬಫಲು
বাল্ব,ಬಟಗು
বুট,ಚೂರುಚೂರಾಗಿ
উপজাত,ಉಪ-ಉತ್ಪನ್ನ
বাবুল অ্যাকাসিয়া,ಬಾಬುಲ್ ಅಕೇಶಿಯ
শিশুর ভূট্টা,ಬೇಬಿ ಕಾರ್ನ್
বেল,ಬುದ್ದಿ
বেল,ಬಾಯಿ
বালসাম,ಕಸಕ
বাঁশ,ಬಿದಿರು
কলা,ಬಾಳೆಹಣ್ಣು
বটগাছ,ಆಲದ ಮರ
বার্লি,ಬಾರ್ಲಿ
বার্নইয়ার্ড মিললেট,ಬಾರ್ನ್ಯಾರ್ಡ್ ರಾಗಿ
পুদিনা,ತುಳಸಿ
জারজ সিডার,ಬಾಸ್ಟರ್ಡ್ ಸೀಡರ್
জারজ মাইরোবালান,ಬಾಸ್ಟರ್ಡ್ ಮೈರೋಬಾಲನ್
বাউহিনিয়া,ಮಾಟ
বে বেরি,ಕೊಲ್ಲಿ ಬೆರ್ರಿ
বিন,ಹುರುಳಿ
বীট,ಬೀಟ್
বেলাদোনা,ಬೆಲ್ಲ
বের,ಗಡಿ
বার্সিম,ಗಡಿ
সুপারি,ಬಿಲ್ಲೆ
বিলিম্বি,ಬಿಲಿಂಬಿ
বিটার লাউ,ಹಾಗಲಕಾಯಿ
কালো গ্রাম,ಕಪ್ಪು ಗ್ರಾಂ
কালো নাইটশেড,ಕಪ್ಪು ನೈಟ್ಶೇಡ್
বোগেনভিলিয়া,ಬಾಗ್‌ನ್ವಿಲ್ಲಾ
বোতল ব্রাশ,ಬಾಟಲಿ ಕುಂಚ
বোতল লাউ,ಬಾಟಲಿ ಸೋರೆ
বক্স ট্রি,ಬಾಕ್ಸ್ ಮರ
রুটি ফল,ಬ್ರೆಡ್ ಹಣ್ಣು
ব্রাইডাল লতা,ವಧುವಿನ
ব্রিনজাল,ಬಿಲ್ಲಾ
ব্রড শিম,ವಿಶಾಲ ಹುರುಳಿ
ব্রোকলি,ಕೋಸುಗಡ್ಡೆ
ব্রাসেলের স্প্রাউট,ಬ್ರಸೆಲ್ ಮೊಳಕೆ
বাকউইট,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯೆಟ್
বুটিয়া,ದೆವ್ವ
ব্যান্ডিকুট,ದಳ
ভাল্লুক,ಕರಾರು
বিটল,ಜೀರುಂಡೆ
ফোস্কা বিটল,ಗುಳ್ಳೆ ಜೀರುಂಡೆ
নীল ষাঁড়,ನೀಲಿ ಬುಲ್
বোল কৃমি,ಬಾಲ್ ಹುಳು
প্রজাপতি,ಚಿಟ್ಟೆ
ব্যাকটিরিওলজিস্ট,ಬ್ಯಾಕ್ಟೀರಿಯವಿಜ್ಞಾನಿ
বায়োকেমিস্ট,ಜೈವಿಕ ರಸಾಯನಶಾಸ್ತ್ರಜ್ಞ
জীববিজ্ঞানী,ಜೀವಶಾಸ್ತ್ರಜ್ಞ
বায়োটেকনোলজিস্ট,ಜೈವಿಕ ತಂತ್ರಜ್ಞಾನಶಾಸ್ತ್ರಜ್ಞ
উদ্ভিদবিদ,ಸಸ್ಯಶಾಸ್ತ್ರಜ್ಞ
সি আর্দ্রতা বৈশিষ্ট্যযুক্ত বক্ররেখা,ಸಿ ತೇವಾಂಶ ವಿಶಿಷ್ಟ ವಕ್ರರೇಖೆ
কেক,ಕೇಕು
ক্যালারিয়াস,ಕ್ಯಾಲ್ಕೇರಿಯ
ক্যালিফিকেশন,ಲೆಕ್ಕಪರಿಶೋಧನೆ
ফসফেটের ক্যালকিনেশন,ಫಾಸ್ಫೇಟ್ನ ಲೆಕ್ಕಾಚಾರ
Calost,ಗಲಾಟೆ
কলাস,ನಮ್ಮನ್ನು ಕರೆ ಮಾಡಿ
ক্যালিক্স,ಕಣಿವೆ
ক্যালিক্স-এন্ড,ಕ್ಯಾಲಿಕ್ಸ್ ಅಂತ್ಯ
ক্যাম্বিয়াম,ಕ್ಯಾಂಬಿಯಂ
ক্যান্সার,ಗೋಪುರ
ক্যানিং,ಡಬ್ಬಿ
ক্যানোপি,ಮೇಲಾವರಣ
মূলধন,ಬಂಡವಾಳ
ক্যাপরিফিকেশন,ರಭಸ
ক্যাপসুল,ಬಿರಡೆ
কার্বনেটেড,ಇಂಗಾಲದ
কার্বনাইজেশন,ಇಂಗಾಲೀಕರಣ
কার্পেল,ಗಡಿ
কার্পাস,ಗಾಡಿ
ঢালাই,ಬಿಂಚು
ক্যাটাবোলিজম,ಕಟಾಬೋಲಿಸಂ
ক্যাটালাইসিস,ವೇಗವರ್ಧನೆ
শুঁয়াপোকা,ಮರಿಹುಳು
সি-ডিএনএ লাইব্রেরি,ಸಿ-ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ
সিলিং,ಚಾವಣಿಯ
সেল,ಕೋಶ
কেন্দ্রীয় নেতা ব্যবস্থা,ಕೇಂದ್ರ ನಾಯಕ ವ್ಯವಸ್ಥೆ
কেন্দ্রিক,ಕೇಂದ್ರೀಯ
সেন্ট্রিফিউগেশন,ಕೇಂದ್ರೀಕರಣ
সেন্ট্রিফিউজ,ಕೇಂದ್ರಾಪಗಾಮಿ
সেন্ট্রিওল,ಕೇಂದ್ರ
সেন্ট্রোজেনিক,ಮಧ್ಯಭಾಗದ
সেন্ট্রোজেনাস,ಮಧ್ಯಮ ಜನಕ
সার্কাস,ಸರ್ಕಸ್
সিরিয়াল,ಏಕದಳ
শংসাপত্র,ಪ್ರಮಾಣೀಕರಣ
প্রত্যয়িত বীজ,ಬೀಜ
চ্যাফ,ಚಾವಟಿ
চালাজা,ದನಗಳು
কেমোট্রপিজম,ರಾಸಾಯನಿಕತೆ
চিয়াসমা,ಚಿರತೆ
শীতল সময়,ತಣ್ಣಗಾಗುವ ಸಮಯ
শীতল আঘাত,ತಣ್ಣಗಾಗುವುದು
চিমেরা,ಚಿಮಿಯ
ক্লোরান্টি,ಕ್ಲೋರಾಂಥಿ
ক্লোরোফিল,ಚೂರು
ক্লোরোসিস,ಕ್ಲೋರೋಸಿಸ್
ক্লোরোলজি,ಕ್ಲೋರಸ್ ಶಾಸ್ತ್ರ
ক্রোমাটিড,ವರ್ಣರಂಜಿತ
ক্রোমাটিন,ಕ್ರೊಮ್ಯಾಟಿನ್
ক্রোমাটোগ্রাফি,ವರ್ಣರೇಖನ
ক্রোমাটোলাইসিস,ವರ್ಣರಂಗೀಕರಣ
ক্রোমোসেন্ট্রে,ವರ್ಣಚಿತ್ರ
ক্রোমোজেনেসিস,ವರ್ಣಗುವನ
ক্রোমোপ্রোটিন,ವರ್ಣರಂಜಿತ
ক্রোমোজোম,ವರ್ಣತಂತು
দীর্ঘস্থায়ী,ದೀರ್ಘಕಾಲದ
সিট্রঞ্জ,ನಲಿದ
ক্লেডোড,ಕ್ಲಾಡೋಡ್
শ্রেণিবদ্ধকরণ,ವರ್ಗೀಕರಣ
ক্লে,ಮಣ್ಣಿನ
পরিষ্কার,ಸ್ವಚ್ aning ಗೊಳಿಸುವುದು
ক্লিস্টোগ্যামি,ಕ್ಲಿಸ್ಟೊಗಮಿ
ক্লাইম্যাক্টেরিক ফল,ಕ್ಲೈಮ್ಯಾಕ್ಟರಿಕ್ ಹಣ್ಣು
জলবায়ু,ವಶ
জলবায়ু,ಹವಾಮಾನಶಾಸ್ತ್ರ
ক্লিপার,ಹಸುರು
ক্লোড,ಹೆಪ್ಪುಗಟ್ಟಿಸು
ক্লোন,ತದ್ರೂಪಿ
মেঘ,ಮೋಡ
ক্লাম্প,ಕಡು
ক্লাস্টার,ಚೂರು
মোটা,ಒರಟಾದ
কোট (বীজ),ಕೋಟ್ (ಬೀಜ)
কোকুন,ಕೋಕೂನ್
কোএনজাইম,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
সংহতি,ಒಗ್ಗಟ್ಟು
কয়ার,ಗುಣ
কোলোররিজা,ಕೋಲೀರರಿ iz ಾ
কলার,ಕತ್ತುಪಟ್ಟಿ
কলয়েড (মাটি),ಕೊಲಾಯ್ಡ್ (ಮಣ್ಣು)
কলিউমেলা,ಕೊಲ್ಯುಮೆಲ್ಲಾ
কলাম,ಕಾಲಮ್
কমেন্সালিজম,ಆರಂಭದ ಆರಂಭ
বাণিজ্যিক ব্যাংক,ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್
পণ্য,ಸರಕು
সম্প্রদায়,ಸಮುದಾಯ
সংযোগ (মাটির),ಸಂಕೋಚನ (ಮಣ್ಣಿನ)
সামঞ্জস্যতা,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
সামঞ্জস্যতা,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
ক্ষতিপূরণ,ಪರಿಹಾರ
প্রতিযোগিতামূলক মিথস্ক্রিয়া,ಸ್ಪರ್ಧಾತ್ಮಕ ಸಂವಹನ
পরিপূরক ফসল,ಪೂರಕ ಬೆಳೆ
জটিল,ಸಂಕೀರ್ಣ
উপাদান,ಅಂಶ
গঠন,ಸಂಯೋಜನೆ
কম্পোস্ট,ಕಾಂಪೋಸ್ಟ್
চক্রবৃদ্ধিহারে সুদ,ಚಕ್ರಬಡ್ಡಿ
গণনা,ಗಣನೆ
কম্পিউটার,ಕಂಪ್ಯೂಟರ್
একাগ্রতা,ಏಕಾಗ್ರತೆ
কন্ডিশনার,ಷರತ್ತು
আচরণ,ಹೋರಾಡುವಿಕೆ
কনফিগারেশন,ಸಂರಚನೆ
অনুসার,ಅನುರೂಪತೆ
বিভ্রান্তিকর,ಗೊಂದಲಕ್ಕೊಳಗಾಗುವ
সংমিশ্রণ,ಸಂಯೋಗ
সংযোগকারী,ಸಂಯೋಜಕ
সংরক্ষণ,ಸಂರಕ್ಷಣಾ
একত্রীকরণের,ಬಲವರ್ಧನೆ
উপাদান,ಸಂಕುಚಿತತೆಗಳು
গ্রাহক,ಗ್ರಾಹಕ
খরচ,ಸೇವನೆ
দূষণ,ಮಾಲಿನ್ಯ
কনট্যুর রোপণ,ಬಾಹ್ಯರೇಖೆ ನೆಡುವಿಕೆ
কনট্যুর,ಬಾಹ್ಯರೇಖೆ
চুক্তি চাষ,ಒಪ್ಪಂದದ ಕೃಷಿ
নিয়ন্ত্রিত স্টোরেজ,ನಿಯಂತ್ರಿತ ಸಂಗ್ರಹಣೆ
সমবায় ব্যাংক,ಸಹಕಾರ ಬ್ಯಾಂಕ್
সহযোগী,ಸಹಕಾರ
কপিস,ತಗ್ಗಿಸು
Corm,ಗಂಡಿ
করোলা,ಹುಲ್ಲುಗಾವಲು
কর্টেক্স,ಕಂದುಬಣ್ಣ
ব্যয়,ಬೆಲೆ
কোটিলেডন (বীজ),ಕೋಟಿಲೆಡಾನ್ (ಬೀಜ)
ক্রেডিট সোসাইটি,ಕ್ರೆಡಿಟ್ ಸೊಸೈಟಿ
ক্রেডিট,ಮನ್ನಣೆ
পাওনাদার,ಸಾಲದಾತ
ক্রেস্ট,ಕ್ರೆಸ್ಟ್
ক্রিঙ্কল,ಸುಕ್ಕುಗಟ್ಟುವುದು
সংকট,ಬಿಕ್ಕಟ್ಟು
মানদণ্ড,ಮಾನದಂಡ
সমালোচনা,ನಿರ್ಣಾಯಕ
শস্য বীমা,ಬೆಳೆ ವಿಮೆ
শস্য loan ণ,ಬೆಳೆ ಸಾಲ
ফসল,ಬೆಳೆ
ক্রপিং অঞ্চল,ಬೆಳೆ ಪ್ರದೇಶ
ক্রস-ইনমপ্যাটেবল,ಶಿಲುಬೆಯಿಲ್ಲದ
মুকুট (উদ্ভিদ),ಕಿರೀಟ (ಸಸ್ಯ)
ক্রম্ব,ತುಂಡು
ক্রাস্ট,ಪಟ್ಟು
ক্রিপ্টোগাম,ಪಡಗಳ್ಳ
কুল (ফল),ಕಲ್ (ಹಣ್ಣುಗಳು)
কাল্ম,ಕಸ
চাষকারী,ತಳಿ
