Kannada,Gujarati
ವೈಮಾನಿಕ ಅರ್ಥಿಂಗ್ ಸ್ವಿಚ್,હવાઈ ​​કમાણી સ્વીચ
ವೈಮಾನಿಕ ದಕ್ಷತೆ,હવાઈ ​​કાર્યક્ષમતા
ವೈಮಾನಿಕ ಪ್ರತಿರೋಧ,હવાઈ ​​અવરોધ
ವೈಮಾನಿಕ ಪ್ರಚೋದನೆ,હવાઈ ​​લિટક્શન
ವೈಮಾನಿಕ ಅವಾಹಕ,હવાઈ ​​ઇન્સ્યુલેટર
ವೈಮಾನಿಕ ಲೋಡಿಂಗ್ ಕಾಯಿಲ್,હવાઈ ​​લોડિંગ કોઇલ
ವೈಮಾನಿಕ ography ಾಯಾಗ್ರಹಣ,હવાઈ ​​ફોટોગ્રાફી
ವೈಮಾನಿಕ ಶಕ್ತಿ,હવાઈ ​​શક્તિ
ವೈಮಾನಿಕ ವಿಕಿರಣ ಮರುಪರಿಶೀಲನೆ,હવાઈ ​​કિરણોત્સર્ગ
ವೈಮಾನಿಕ ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ,હવાઈ ​​પ્રતિક્રિયા
ಧಾರ್ಮಿಕತೆ,વાયુમિશ્રણશાસ્ત્ર
ವಾಗ್ದಾನ,સંસ્થા
ವಾಯು ಸಂಕೋಚಕ,હવાઈ ​​સંકોચન
ವಾಯುಮಂಡಲ,હવાઈ ​​કન્ડેન્સર
ಗಾಳಿ ತಣ್ಣಗಾಯಿತು,હવાઈ ​​ઠંડુ
ಏರ್ ಕೋರ್ಡ್ ಕಾಯಿಲ್,હવાઈ ​​બાંધેલી કોથળી
ಹವಾನಿಯಂತ್ರಣ,વાતાનુકૂલન
ಪಂಥದ,અલ્બેડો
ಅಲ್ಗಾರಿದಮ್,અલ્ગોરિધમનો
ಅಲಿಯಾಸೆ,પરવાના
ಜೋಡಣೆ,સંલગ્ન
ಜೋಡಣೆ,ગોઠવણી
ಎಲ್ಲಾ ತರಂಗ ವೈಮಾನಿಕ,બધા તરંગ હવાઈ
ಮನವಸಿಕೆ,ફાળવણી
ವರ್ಣಮಾಲೆಯ,વર્ણાનુક્રમ
ವರ್ಣಮಾಲೆಯ,મૂર્તિમંત
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪಾತ್ರ,વર્ણ -અક્ષર
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಮಾಹಿತಿ,વર્ણ -મૂર્તિમંત માહિતી
ಪರ್ಯಾಯ ಪ್ರವಾಹ (ಎ.ಸಿ.),વૈકલ્પિક વર્તમાન (એ.સી.)
ಪರ್ಯಾಯ,એકાંતરણ
ಆವರ್ತಕ,પરાકારી
ಎತ್ತರ,Altંચાઈ
ಅಪೊಗೀ ಎತ್ತರ,અનુગામી alt ંચાઇ
ಪೆರಿಜಿಯ ಎತ್ತರ,પેરગીની alt ંચાઇ
ಹವ್ಯಾಸಿ ರೇಡಿಯೋ ಸಂವಹನ,કલાપ્રેમી રેડિયો સંચાર
ಒಳಭಾಗ,વાતાવરણ
ವಾತಾವರಣ ಮೈಕ್ರೊಫೋನ್,આજુબાજુના માઇક્રોફોન
ಸುತ್ತುವರಿದ ಸ್ಥಿತಿ,આસપાસની શરત
ಸುತ್ತುವರಿದ ಬೆಳಕು,આસપાસની આજુબાજુની પ્રકાશ
ಸುತ್ತುವರಿದ ಶಬ್ದ,આજુબાજુનો અવાજ
ಹೊರಗಿನ ತಾಪಮಾನ,આસપાસનું તાપમાન
ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕೋಡ್,અમેરિકન માનક સંહિતા
ಒಂದು ಬಗೆಯ ಕಂತು,ષડયંત્ર
ಕಪಾಟಿ ಮೀಟರ್,Amાંદું મીટર
ವರ್ಧನೆ,વિસ્તૃત કરવું તે
ವರ್ಧನೆ ಅಂಶ,વિસ્તૃત પરિબળ
ಉಲ್ಬಣಕ,પ્રવેધક
ಆಂಪ್ಲಿಫಯರ್ ಗಳಿಕೆ,વિપુલ લાભ
ವರ್ಧಕ ಶಬ್ದ,એમ્પ્લીફાયર અવાજ
ಉಪಕರಣಗಳನ್ನು ವರ್ಧಿಸುವುದು,વિસ્તૃત સાધનસામગ્રી
ಕ್ಲೈಸ್ಟ್ರಾನ್ ಅನ್ನು ವರ್ಧಿಸುವುದು,ક્લીસ્ટ્રોનને વિસ્તૃત કરવું
ವರ್ಧಿಸುವ ಘಟಕ,વિસ્તૃત એકમ
ವೈಶಾಲ್ಯ,કંપનવિસ્તાર
ವೈಶಾಲ್ಯ ಅಸ್ಪಷ್ಟತೆ,કંપનવિસ્તારની વિકૃતિ
ವೈಶಾಲ್ಯ ವಿಹಾರ,કંપનવિસ્તાર
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಫ್ಯಾಕ್ಟರ್,કંપનવિસ્તાર પરિબળ
ವೈಶಾಲ್ಯ,મર્યાદિત મર્યાદા
ಆಂಪ್ಲಿಟ್ಯೂಡ್ ಮಾಡ್ಯುಲೇಟೆಡ್,કંપનવિસ્તાર -મોડ્યુલેટેડ
ವೈಶಾಲ್ಯ,કંપનલી -મોડ્યુલેશન
ಅನಲಾಗ್ (,એનાલોગ (એનાલોગ)
ಸರ್ಕ್ಯೂಟ್,એનાશ
ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್,એનાલોગ કમ્પ્યુટર
ಅನಲಾಗ್ ರೇಡಿಯೋ ಆವರ್ತನ ಚಾನಲ್,એનાલોગ રેડિયો આવર્તન ચેનલ માટે એનાલોગ રેડિયો આવર્તન ચેનલ
ಸಾದೃಶ್ಯ ನಿರೂಪಣೆ,મનોલોગ પ્રતિનિધિત્વ
ಅನಾಲಾಗ್ ಸಂಕೇತ,એનાલોગ સંકેત
ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್,ડિજિટલથી એનાલોગ
ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್,ડિજિટલ કન્વર્ટર માટે એનાલોગ
ಅನಾನುಕೂಲ ವಿಡಿಯೋ,એટાલી -વિડિઓ
ಹೋಲುವ,સમાન
ಸಾದೃಶ್ಯ,સાદ્રશ્ય
ವಿಶ್ಲೇಷಣೆ,વિશ્લેષણ
ಡೇಟಾದ ವಿಶ್ಲೇಷಣೆ,આંકડા
ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಸಾಂದ್ರತೆ,વિશ્લેષણાત્મક ઘનતા
ವಿಶ್ಲೇಷಿಸು,વિશ્લેષણ કરવું
ವಿಶ್ಲೇಷಕ,વિશ્લેષક
ಪೂರಕ ಉಪಕರಣಗಳು,સૌધિતિક સાધનસામગ્રી
ಮತ್ತು ಗೇಟ್,અને દરવાજો
ಘರ್ಷಣೆಯ ಕೋನ,ખાત્ય ખૂણા
ಧ್ರುವೀಕರಣದ ಕೋನ,ધ્રુવીકરણ ખૂણા
ತಿರುಗುವಿಕೆಯ ಕೋನ,પરિભ્રમણ
ಆಂಗ್‌ಸ್ಟ್ರಾಮ್ (Å),એંગસ્ટ્રોમ (Å)
ಕೋನೀಯ,કોણીય
ಕೋನೀಯ ವೇಗವರ್ಧನೆ,કોતરણી પ્રવેગક
ಕೋನೀಯ ಸಮನ್ವಯ,કોતરણી સમન્વય
ಕೋನೀಯ ವಿಚಲನ,કોતરણી
ಕೋನೀಯ ಪ್ರಸರಣ,કોમણ -ફેલાવો
ಕೋನೀಯ ಸ್ಥಳಾಂತರ,કોણીય વિસ્થાપન
ಕೋನೀಯ ದೋಷ,કોણીય ભૂલ
ಕೋನೀಯ ಆವರ್ತನ,કોણીય આવર્તન
ಕೋನೀಯ ಆವೇಗ,કોતરણી ગતિ
ಕೋನೀಯ ಚಲನೆ,કોણીય ગતિ
ಕೋನೀಯ ವೇಗ,કોતરણી વેગ
ಅನೆ,પ્રસન્નતા
ಆವರಣ,એનોડ
ಆನೋಡ್ ಬ್ಯಾಟರಿ,એનોડ બ batteryણ
ಆನೋಡ್ ವಿಶಿಷ್ಟ ಲಕ್ಷಣಗಳು,એનોડ લાક્ષણિકતા
ಆಂಡ್ಹ್ಯೋಡ್ ವೃತ್ತ,એનોડ સર્કિટ
ಆನೋಡ್ ಹರಡುವಿಕೆ,એનોડ વિઘટન
ಆನೋಡ್ ದಕ್ಷತೆ,એનોડ કાર્યક્ષમતા
ಆನೋಡ್ ಇನ್ಪುಟ್ ಶಕ್ತಿ,એનોડ ઇનપુટ પાવર
ಆನೋಡ್ ಮಾಡ್ಯುಲೇಷನ್,એનોડ મોડ્યુલેશન
ಆನಂತಾ,એન્ટેના
ಆಂಟೆನಾ ಬೀಮ್‌ವಿಡ್ತ್,એન્ટેના બીમવિડ્થ
ಆಂಟೆನಾ ಬೂಸ್ಟರ್,એન્ટેના
ಆಂಟೆನಾ ಚೇಂಜ್ಓವರ್ ಸ್ವಿಚ್,એન્ટેના ચેન્જઓવર સ્વીચ
ಆಂಟೆನಾ ಕಾಯಿಲ್,કોઇ
ಆಂಟೆನಾ ಸಂರಚನೆ,એન્ટેના રૂપરેખાંકન
ಆಂಟೆನಾ ಸಹಕ,એન્ટેના કપડા
ಆಂಟೆನಾ ಕ್ರಾಸ್ ಪೋಲಾರ್ ಪ್ಯಾಟರ್ನ್,એન્ટેના ક્રોસ ધ્રુવીય પદ્ધતિ
ಪ್ರವಾಹ,એન્ટેના પ્રવાહ
ಆಂಟೆನಾ ನಿರ್ದೇಶನ ಲಾಭ,એન્ટેના નિર્દેશન લાભ
ಆಂಟೆನಾ ಡ್ಯುಪ್ಲೆಕ್ಸರ್,એન્ટેના ડુપ્લેક્સર
ಆಂಟೆನಾ ಪರಿಣಾಮಕಾರಿ ಪ್ರದೇಶ,એન્ટેના અસરકારક ક્ષેત્ર
ಆಂಟೆನಾ ದಕ್ಷತೆ,વૈશ્વિક કાર્યક્ષમતા
ಆಂಟೆನಾ ಫೀಡ್,એન્ટેના ફીડ
ಆಂಟೆನಾ ಕಾಲು ಮುದ್ರಣ,એન્ટેના પગની છાપ
ಆಂಟೆನಾ ಗಳಿಕೆ,એન્ટેના લાભ
ಆಂಟೆನಾ ಎತ್ತರ,એન્ટેના height ંચાઇ
ಪ್ರತಿರೋಧ,એન્ટેના અવરોધ
ಆಂಟೆನಾ ಪ್ರಚೋದನೆ,એન્ટેના
ಆಂಟೆನಾ ಮಾದರಿ,એન્ટેનાનો દાખલો
ಪತಂಗ,એન્ટેના નાવિક
ಆಂಟೆನಾ ಧ್ರುವೀಕರಣ,એન્ટેના ધ્રુવીકરણ
ಆಂಟೆನಾ ಶಕ್ತಿ,એન્ટેના શક્તિ
ಆಂಟೆನಾ ವಿದ್ಯುತ್ ಲಾಭ,એન્ટેના વીજળી લાભ
ಆಂಟೆನಾ ವಿಕಿರಣ ಪ್ರತಿರೋಧ,એન્ટેના રેડિયેશન પ્રતિકાર
ಆಂಟೆನಾ ಪ್ರತಿಕ್ರಿಯೆ,એન્ટેના પ્રતિક્રિયા
ಆಂಟೆನಾ ಪ್ರತಿಫಲನ,એન્ટેના પરાવર્તક
ಆಂಟೆನಾ ಪ್ರತಿರೋಧ,એન્ટેના પ્રતિકાર
ಆಂಟೆನಾ ಪ್ರತಿಧ್ವನಿಸುವ ಆವರ್ತನ,એન્ટેના પડઘો આવર્તન
ಆಂತರಿಕ ಅಂತರ,એન્ટેના અંતર
ಆಂಟೆನಾ ಸ್ವಿಚಿಂಗ್ ರೂಮ್,એન્ટેના સ્વિચિંગ રૂમ
ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಕಾಯಿಲ್,એન્ટેના ટ્યુનિંગ કોઇલ
ಆಂಟೆನಾ ಟ್ಯೂನಿಂಗ್ ಹಟ್,એન્ટેના ટ્યુનિંગ ઝૂંપડી
ದ್ಯುತಿರಂಧ್ರ,છિદ્ર
ಮಂಜುಗಡ್ಡೆಯ,પ્રાણઘાતક
ಕಟಾ ರಾಕೆಟ್,અજેતા રોકેટ
ಉಪಕರಣ,ઉપકરણ
ಸ್ಪಷ್ಟ,સ્પષ્ટ
ರಭಸ,સાદડી
ಅನ್ವಯಿಸು,નિયમ
ಅಂದಾಜು,આશરે
ಅಕ್ವೌಸ್ ಪರಿಹಾರ,જળસ
ಚಾಪ,ચાપ
ವಾಸ್ತುಶಿಲ್ಪಿ,સ્થાપત્ય
ಧ್ವನಿ ರೆಕಾರ್ಡಿಂಗ್ ಆರ್ಕೈವಲ್ ವರ್ಗಾವಣೆ,ધ્વનિ રેકોર્ડિંગનું આર્કાઇવલ ટ્રાન્સફર
ಆರ್ಕೈವ್ಸ್,દફ્તર
ಅಂಕಗಣಿತದ ಕೋಡಿಂಗ್,અંકગણિત કોડિંગ
ಶಸ್ತ್ರಾಸ್ತ್ರ,હાથ
ಆರ್ಮೇಚರ್ ವಿಂಡಿಂಗ್,આર્મચર વિન્ડિંગ
ರಂಗ,કળ
ಬಂಧಕ,કરચલો
ಉಚ್ಚ್ಯ,સ્પષ્ટીકરણ
ಕಲಾಕೃತಿ (= ಕಲಾಕೃತಿ),આર્ટિફેક્ટ (= આર્ટિફેક્ટ)
ಏರಿಕೆ,ચડતું
ಶೋಧ ಅನುಪಾತ,પાસા ગુણોત્તર
ಷೋಬರೆ,ભેગા કરનાર
ಪ್ರತಿಪಾದಿಸುವುದು,નિશ્ચય
ನಿಯೋಜನೆ,સોંપણી
ನಿಯೋಜನೆ ಚಾನೆಲ್,નાબૂદ
ಅಸಮ್ಮತಿಗೆ ಸಂಬಂಧಿಸಿದ,અસમપ્રમાણ
ಅಸಮಕಾಲಿಕ,અસુમેળવાળું
ವಾತಾವರಣ,વાતાવરણ
ವಾತಾವರಣದ ನಷ್ಟ,વાતાવરણીય નુકસાન
ವಾತಾವರಣದ ಶಬ್ದ,વાતાવરણીય અવાજ
ವಾತಾವರಣದ ಒತ್ತಡ,વાતાવરણ નુ દબાણ
ವಾತಾವರಣದ ಪ್ರಸರಣ,વાતાવરણીય પ્રચાર
ವಾತಾವರಣದ ರೇಡಿಯೋ ತರಂಗ,વાતાવરણીય તરંગ
ವಾತಾವರಣದ,વાતાવરણીય
ಪರಮಾಣು,અણુ
ಪರಮಾಣು ರಚನೆ,અણુનું માળખું
ಬಾಂಧಾಣ,જોડાણ
ಗಮನ,વ્યવહાલ
ಅಟೆನ್ಯೂಯೇಷನ್ ​​ನಷ್ಟ,અંતરચળી
ಧ್ವನಿ ತರಂಗಗಳ ಅಟೆನ್ಯೂಯೇಷನ್,ધ્વનિ તરંગો
ಕೈಗೆಟುಕುವವನು,હલકાઈ કરનાર
ಅಟೆಂಡು-ಪ್ಯಾಡ್,વિકેન્દ્ર
ಶ್ರದ್ಧೆಯ ಮಿತಿ,શ્રદ્ધાળુ થ્રેશોલ્ડ
ಶ್ರವ್ಯ,શ્રાવ્ય
ಶ್ರವ್ಯ ಆವರ್ತನ,શ્રાવ્ય આવર્તન
ಶ್ರವ್ಯ ಸ್ವರ,શિરદર્શક સ્વર
ಸ್ವಸಾಧ್ಯ,શિરદર્શક
ಪ್ರೇಕ್ಷಕರು,શ્રોતા
ಆವಿಷ್ಕಾರ,Audડિસ
ಆಡಿಯೊ ಆಂಪ್ಲಿಫೈಯರ್,Audio ડિઓ એમ્પ્લીફાયર
ಆಡಿಯೊ ವಿಶ್ಲೇಷಕ,Audio ડિઓ વિશ્લેષક
ಆಡಿಯೊ ಪ್ರಸಾರ,Audio ડિઓ બ્રોડકાસ્ટિંગ
ಆಡಿಯೊ ಕೇಬಲ್,Audષધિસનું aution ડિઓબલ
ಆಡಿಯೊ ಸರಪಳಿ,શાસ્ત્ર
ಆಡಿಯೊ ಕೋಡೆಕ್,કડકા
ಆಡಿಯೊ ಸಂಕೋಚನ,Audતુ)
ಆಡಿಯೊ ಸಂಕೋಚಕ,કોમ્પ્રેસર
ಆಡಿಯೊ ಕನ್ಸೋಲ್,Audio ડિઓ કન્સોલ
ಆಡಿಯೊ ಅಸ್ಪಷ್ಟತೆ,Audio ડિઓની વિકૃતિ
ಆಡಿಯೊ ಡೈನಾಮಿಕ್ ಶ್ರೇಣಿ,Dynamડિસ
ಆಡಿಯೊ ಫೈಲ್ ಸ್ವರೂಪ,Audio ડિઓ ફાઇલ ફોર્મેટ
ಆಡಿಯೊ ಫ್ರೇಮ್ ಸ್ವರೂಪ,Audio ડિઓ ફ્રેમ ફોર્મેટ
ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್,Audio ડિઓ આવર્તન એમ્પ્લીફાયર
ಆಡಿಯೊ ಆವರ್ತನ ಜನರೇಟರ್,Audio ડિઓ આવર્તન જનરેટર
ಆಡಿಯೊ ಆವರ್ತನ ಶ್ರೇಣಿ,Audio ડિઓ આવર્તન શ્રેણી
ಆಡಿಯೊ ಆವರ್ತನ ಪ್ರತಿಕ್ರಿಯೆ,Audio ડિઓ આવર્તન પ્રતિસાદ
ಆವಿಷ್ಕಾರದ ಮಿತಿ,સત્તાધિકારી
ಆಡಿಯೊ ಮಾರ್ಗ,Audષધિ
ಆಡಿಯೊ ಮಿಕ್ಸರ್,Audડિસર
ಆಡಿಯೊ ಮಾಡ್ಯುಲೇಷನ್,Audio ડિઓ મોડ્યુલેશન
ಆವಿಭರಣ,ઓડિસ -ઓસિલેટર
ಆಡಿಯೊ ಉತ್ಪಾದನೆ,Audio ડિઓ આઉટપાત
ಆಡಿಯೊ ಶಕ್ತಿ,Auth ડિઓ સત્તાની સત્તા
ಆಡಿಯೊ ಗುಣಮಟ್ಟ,કવિતા
ಆಡಿಯೊ ಸಂಕೇತ,શ્રદ્ધા
ಆಡಿಯೊ ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ,Audio ડિઓ સિગ્નલ પ્રક્રિયા
ಆಡಿಯೊ ವರ್ಣಪಟಲ,Audio ડિઓ સ્પેક્ટ્રમ
ಆಡಿಯೊ ಸಂಗ್ರಹಣೆ,Audio ડિઓ સંગ્રહ
ಆಡಿಯೊ ಉಪನಾಮ,Audડિસ
ಆಡಿಯೊ ಪರಿವರ್ತಕ,ઈડનીસ પરિશ્રમ
ಆಡಿಯೊ ಟ್ರಾನ್ಸ್ಮಿಟರ್,Audio ડિઓ ટ્રાન્સમીટર
ಆಡಿಯೋ/ವಿಡಿಯೋ ಸಂಕೋಚನ,Audio ડિઓ/વિડિઓ કમ્પ્રેશન
ಆಡಿಯೊ ಆವರ್ತನ ಆಂದೋಲಕ,Audડ-આવર્તન ઓસિલેટર
ಆವರ್ತನ ಆವರ್ತನ ಸಂಕೇತ,પુનરાવર્તન સંકેત
ಆಲಿಕಲ್ಲು ಮಾಪನ,કવિતા
ಆಡಿಯೋ ದೃಶ್ಯ ಸಹಾಯ,વિઝ્યુઅલી સહાય
ಶ್ರವಣೇಂದ್ರಿಯ ಗ್ರಹಿಕೆ,ઉપદેશની ધારણા
ದೃentೀಕರಣ,પ્રમાણીકરણ
ಅಧಿಕೃತ ವಾಹಕ ಆವರ್ತನ,અધિકૃત વાહક આવર્તન
ಆಟೋ ಸಿಎಡಿ,ઓટો કેડ
ಸ್ವಯಂ ರೋಗನಿರ್ಣಯ,સ્વત -નિદાન
ಸ್ವಯಂಚಾಲಿತ,સ્વચાલિત
ಸ್ವಯಂಚಾಲಿತ ನಿಯಂತ್ರಣ,સ્વચાલિત નિયંત્રણ
ಸ್ವಯಂಚಾಲಿತ ಪತ್ತೆ,સ્વચાલિત તપાસ
ಸ್ವಯಂಚಾಲಿತ ಉಪಕರಣಗಳು,સ્વચાલિત સાધનો
ಸ್ವಯಂಚಾಲಿತ ಆವರ್ತನ ನಿಯಂತ್ರಣ,સ્વચાલિત આવર્તન નિયંત્રણ
ಸ್ವಯಂಚಾಲಿತ ಮಿತಿ,સ્વચાલિત મર્યાદા
ಸ್ವಯಂಚಾಲಿತ ಯಂತ್ರ,સ્વચાલિત યંત્ર
ಸ್ವಯಂಚಾಲಿತ ಫಾಸೆ ನಿಯಂತ್ರಣ,આપમેળે phાંકણું નિયંત્રણ
