English,Tamil
Building surveyor,கட்டிட சர்வேயர்
Buffer,தாங்கல்
Buffer curve,தாங்கல் வளைவு
Buffering,தாங்கல்
Buffering capacity,தாங்கல் திறன்
Bunder,பண்டர்
Buttress,பட்டர்ஸ்
C-horizon,சி-அடிவானம்
Cable,கேபிள்
Cable moulding,கேபிள் மோல்டிங்
Cabling,கேபிளிங்
Cabin,அறை
Cabin hook,கேபின் ஹூக்
Cabinet,மந்திரி சபை
Cabolt's quit,கபோல்ட் வெளியேறினார்
Cafeteria,சிற்றுண்டியகம்
Cage,கூண்டு
Cage construction,கூண்டு கட்டுமானம்
Cain's formula,கெய்னின் சூத்திரம்
Caisson,கெய்சன்
Caisson disease,கெய்சன் நோய்
Caisson foundation,கெய்சன் அடித்தளம்
Caisson pile,கெய்சன் குவியல்
Calcareous brick,சுண்ணாம்பு செங்கல்
Calcareous clay,சுண்ணாம்பு களிமண்
Calcareous crust,சுண்ணாம்பு மேலோடு
Calcification,கால்சிஃபிகேஷன்
Calcination,கால்சினேஷன்
Calcine ,கால்சின்
Calcite,கால்சைட்
Calcium-aluminate cement,கால்சியம்-அலுமினேட் சிமெண்ட்
Calcium-silicate brick,கால்சியம்-சிலிகேட் செங்கல்
Calcium-silicate hydrate,கால்சியம்-சிலிகேட் ஹைட்ரேட்
Caliche,கலிச்சே
California bearing ratio,கலிபோர்னியா தாங்கி விகிதம்
Caliper,காலிபர்
Calorimeter,கலோரிமீட்டர்
Camber,கேம்பர்
Canal,கால்வாய்
Canopy,விதானம்
Cantilever footing,கான்டிலீவர் அடிவாரம்
Cap,தொப்பி
Capacity,திறன்
Capacity of ail track,ஆயில் பாதையின் திறன்
Cap cable,தொப்பி கேபிள்
Capillarity,கேபிலரிட்டி
Capillary break,தந்துகி முறிவு
Capillary flow,தந்துகி ஓட்டம்
Capillary moisture or capillary water,தந்துகி ஈரப்பதம் அல்லது தந்துகி நீர்
Capillary pore space,தந்துகி துளை இடம்
Capillary porosity,கேபிலரி போரோசிட்டி
Capillary space,தந்துகி வெளி
Capture velocity,பிடிப்பு வேகம்
Carbonation,கார்பனேற்றம்
Carbon black,கார்பன் கருப்பு
Castble refractory,காஸ்ட்பிள் பயனற்ற
Cast-in-place or cast-in-situ,காஸ்ட்-இன்-பிளேஸ் அல்லது காஸ்ட்-இன்-சிட்டு
Cast-in-place pile,காஸ்ட்-இன்-பிளேஸ் பைல்
Castor,ஆமணக்கு
Cast stone,வார்ப்பு கல்
Catalyst,வினையூக்கி
Catena,கேட்டனா
Cat face,பூனை முகம்
Cat head,பூனை தலை
Cation,கேஷன்
Cat walk,பூனை நடை
Cavitation damage,குழிவுறுதல் சேதம்
Celite,செலைட்
Cellular concrete,செல்லுலார் கான்கிரீட்
Cellular construction,செல்லுலார் கட்டுமானம்
Cement,சிமெண்ட்
"Cement, bituminous","சிமெண்ட், பிட்மினஸ்"
"Cement, high strength","சிமெண்ட், அதிக வலிமை"
"Cement, hydraulic","சிமெண்ட், ஹைட்ராலிக்"
"Cement, low heat","சிமெண்ட், குறைந்த வெப்பம்"
"Cement, masonary","சிமெண்ட், கொத்து"
"Cement, natural","சிமெண்ட், இயற்கை"
"Cement, portland","சிமெண்ட், போர்ட்லேண்ட்"
"Cement, portland blast furnace slag","சிமெண்ட், போர்ட்லேண்ட் பிளாஸ்ட் ஃபர்னேஸ் ஸ்லாக்"
"Cement, portland pozzolan","சிமெண்ட், போர்ட்லேண்ட் போஸோலன்"
"Cement, slag","சிமெண்ட், கசடு"
"Cement, sulphate resistant","சிமெண்ட், சல்பேட் எதிர்ப்பு"
"Cement, super sulphated","சிமெண்ட், சூப்பர் சல்பேட்"
"Cement, white","சிமெண்ட், வெள்ளை"
Cement-aggregate ratio,சிமெண்ட்-மொத்த விகிதம்
Cement content,சிமெண்ட் உள்ளடக்கம்
Cement gel,சிமெண்ட் ஜெல்
Cement gun,சிமெண்ட் துப்பாக்கி
Cement kiln,சிமெண்ட் சூளை
Cement paint,சிமெண்ட் பெயிண்ட்
Cement plaster,சிமெண்ட் பூச்சு
Cement rock,சிமெண்ட் பாறை
Cement slurry,சிமெண்ட் குழம்பு
Cement storage,சிமெண்ட் சேமிப்பு
Cementation process,சிமெண்டேஷன் செயல்முறை
Centering,மையப்படுத்துதல்
Centering and shuttering,மையப்படுத்துதல் மற்றும் மூடுதல்
Central mixed concrete,மத்திய கலப்பு கான்கிரீட்
Central mixer,மத்திய கலவை
Centrifugal fan,மையவிலக்கு விசிறி
Chalk,சுண்ணாம்பு
Chamfer,சேம்ஃபர்
Chamfer strip,சேம்பர் துண்டு
Channel beam,சேனல் கற்றை
Characteristic load,சிறப்பியல்பு சுமை
Characteristic strength,பண்பு வலிமை
Charge off,சார்ஜ் ஆஃப்
Charging,சார்ஜ் செய்கிறது
Checking,சரிபார்க்கிறது
Chemical bond,இரசாயன பிணைப்பு
Chernozem,செர்னோசெம்
Chestnut soil,கஷ்கொட்டை மண்
Chimney gutter,புகைபோக்கி சாக்கடை
Chip board,சிப் போர்டு
Chipping,சிப்பிங்
Chips,சீவல்கள்
Chute,சரிவு
Class (of concrete),வகுப்பு (கான்கிரீட்)
Clay,களிமண்
Clay content,களிமண் உள்ளடக்கம்
Clay pan,களிமண் பான்
Cleanout,சுத்தம் செய்
Clean up,சுத்தம் செய்
Cleat,கிளீட்
Clinker,கிளிங்கர்
Clip,கிளிப்
Coagulation,உறைதல்
Coarse aggregate,கரடுமுரடான மொத்த
Coarse grained soil,கரடுமுரடான தானிய மண்
Coat,கோட்
Coffer dam,காஃபர் அணை
Cohesion,ஒருங்கிணைப்பு
Colloid,கொலாய்டு
Colloidal moisture equivalent ratio,கூழ் ஈரப்பதம் சமமான விகிதம்
Colloidal system,கூழ் அமைப்பு
Colluvial soil,கொலுவல் மண்
Column,நெடுவரிசை
Combed finish,சீப்பு பூச்சு
Combined footing,இணைந்த அடி
Combined water,ஒருங்கிணைந்த நீர்
Common room,பொதுவான அறை
Completion certificate,நிறைவு சான்றிதழ்
Component square,கூறு சதுரம்
Concrete,கான்கிரீட்
Concretion,கான்கிரீட்
Consolidated rate/flat rate,ஒருங்கிணைந்த விகிதம்/தட்டை விகிதம்
Contaminants,அசுத்தங்கள்
Cooking alcove,அல்கோவ் சமையல்
Coping,சமாளிப்பது
Corbel,கோர்பெல்
Cornice,கார்னிஸ்
Coupler,இணைப்பான்
"Coupler, double","கப்லர், இரட்டை"
"Coupler, putlog","கப்லர், புட்லாக்"
"Coupler, swivel","இணைப்பு, சுழல்"
Course,பாடநெறி
Coursed random rubble masonry,சீரற்ற இடிந்த கொத்து
Covered area,மூடப்பட்ட பகுதி
Creep,தவழும்
Creep coefficient,க்ரீப் குணகம்
Crotovine,குரோடோவின்
Crow foot,காக்கை கால்
Crumb structure,நொறுக்குத் தீனி அமைப்பு
Curb,கட்டுப்படுத்து
Current,தற்போதைய
Curve resistance,வளைவு எதிர்ப்பு
Damp proof course,ஈரப்பதம் இல்லாத பாடநெறி
Date of completion,நிறைவு தேதி
Dead load,நிலைச்சுமை
Dead water,இறந்த நீர்
Decibel,டெசிபல்
Deflocculation,டிஃப்ளோகுலேஷன்
Degree of aeration or air space ratio,காற்றோட்டம் அல்லது காற்று விண்வெளி விகிதம்
Degree of aggregation,திரட்டல் பட்டம்
Degree of dispersion,சிதறல் பட்டம்
Degree of saturation,செறிவூட்டல் பட்டம்
Density,அடர்த்தி
Desert pavement,பாலைவன நடைபாதை
Desert soil,பாலைவன மண்
Details,விவரங்கள்
Development period,வளர்ச்சி காலம்
D-horizon,டி-அடிவானம்
Diagonal bond,மூலைவிட்ட பிணைப்பு
Diagram,வரைபடம்
Digital dock,டிஜிட்டல் டாக்
Differential water rate,வேறுபட்ட நீர் விகிதம்
Dilution ventilation,நீர்த்த காற்றோட்டம்
Diluvium,டிலுவியம்
Dining room,சாப்பிடும் அல்லது உணவருந்தும் அறை
Direction peg,திசை ஆப்பு
Dispersion,சிதறல்
Distemper,டிஸ்டெம்பர்
Dock,கப்பல்துறை
Door,கதவு
Dormer,டார்மர்
Dormer check,டார்மர் சோதனை
Double flemish bond,இரட்டை சதை பிணைப்பு
Double layer,இரட்டை அடுக்கு
Dowel,டோவல்
Drawing board,வரைதல் பலகை
Drawing room,வரைதல் அறை
Drift,சறுக்கல்
Dry bulb temperature,உலர் குமிழ் வெப்பநிலை
Dry dock,உலர் கப்பல்துறை
Dry rubber masonry,உலர் ரப்பர் கொத்து
Dutch bond,டச்சு பத்திரம்
Dwarf wall,குள்ள சுவர்
Dwelling unit,குடியிருப்பு அலகு
Eave,ஈவ்
Eaves gutter,ஈவ்ஸ் சாக்கடை
Economic feasibility,பொருளாதார சாத்தியம்
Ectodynamorphic soil,எக்டோடைனமார்பிக் மண்
Eddy,எட்டி
Effective size,பயனுள்ள அளவு
Efflorescence,மலர்ச்சி
Effluent,கழிவுநீர்
Elevation,உயரம்
Eluviation,எலுவியேஷன்
Eluvium,எலுவியம்
Endodynamorphic soil,எண்டோடைனமார்பிக் மண்
Engineering feasibility,பொறியியல் சாத்தியம்
English bond,ஆங்கில பத்திரம்
English garden wall bond,ஆங்கில தோட்ட சுவர் பத்திரம்
"E.P.M. (equivalent per million),""","EPM (ஒரு மில்லியனுக்கு சமம்),&quot;"
Equivalent weight,சமமான எடை
Erg,எ.கா
Exchangeable,மாற்றத்தக்கது
Exchangeable acidity,மாற்றக்கூடிய அமிலத்தன்மை
Exchangeable sodium percentage (ESP),மாற்றக்கூடிய சோடியம் சதவீதம் (ESP)
E. S P.,ஈ.எஸ்.பி.
Exchange acidity,பரிமாற்ற அமிலத்தன்மை
Exchange complex,பரிமாற்ற வளாகம்
Exhaust,வெளியேற்ற
Exposed finish,வெளிப்பட்ட பூச்சு
Eye,கண்
Eye brow,கண் புருவம்
Facing,எதிர்கொள்ளும்
Facing bond,எதிர்கொள்ளும் பிணைப்பு
Factor of safety,பாதுகாப்பு காரணி
Fall,வீழ்ச்சி
Facia,ஃபேசியா
Facia board,முக பலகை
Fault,தவறு
Field moisture,வயல் ஈரப்பதம்
Final moisture equivalent,இறுதி ஈரப்பதம் சமம்
Fillet (of mortar),ஃபில்லட் (மோட்டார்)
Finial,இறுதி
Final measurement,இறுதி அளவீடு
Final paymentq,இறுதி கட்டணம்
Final pre stress,இறுதி முன் மன அழுத்தம்
Final tension,இறுதி பதற்றம்
Financial feasibility,நிதி சாத்தியம்
Fine aggregate,நேர்த்தியான மொத்த
Fissured rock,பிளவுபட்ட பாறை
Flag stone,கொடி கல்
Flemish bond,பிளெமிஷ் பிணைப்பு
Flashing,ஒளிரும்
Flashy stream,பளிச்சிடும் ஓடை
Flat roof,தட்டையான கூரை
Fleche,Fleche
Flemish garden wall bond,பிளெமிஷ் தோட்ட சுவர் பிணைப்பு
Flint,பிளின்ட்
Flint wall,பிளின்ட் சுவர்
Floating floor,மிதக்கும் தளம்
Flocculation,ஃப்ளோக்குலேஷன்
Flocculation limit,ஃப்ளோகுலேஷன் வரம்பு
Flocculation ratio,ஃப்ளோகுலேஷன் விகிதம்
Floccules,ஃப்ளோக்குல்ஸ்
Floor,தரை
Floor seal,மாடி முத்திரை
Flow,ஓட்டம்
Fluctuation,ஏற்ற இறக்கம்
Footing,காலடி
Foundation,அறக்கட்டளை
Free fall barrow topping mixer,இலவச வீழ்ச்சி பாரோ டாப்பிங் மிக்சர்
Free fall mixer (drum type),இலவச வீழ்ச்சி கலவை (டிரம் வகை)
Free stone,இலவச கல்
Freshet,புதியது
Friction pile,உராய்வு குவியல்
Frog,தவளை
Gable,கேபிள்
Gablet,கேப்லெட்
Gambrel roof,சூதாட்ட கூரை
Gauge,அளவீடு
Gauging section,அளவிடும் பிரிவு
Gauging station,அளவிடும் நிலையம்
General location plan,பொதுவான இருப்பிடத் திட்டம்
General ventilation,பொது காற்றோட்டம்
G horizon or gley horizon,G அடிவானம் அல்லது gley அடிவானம்
Glacial till,வரை பனிப்பாறை
Gneiss,Gneiss
Goods yard,பொருட்கள் முற்றம்
Gradient resistance,சாய்வு எதிர்ப்பு
Granite,கிரானைட்
Granular structure,சிறுமணி அமைப்பு
Granulation,குருணையாக்கம்
Granule,சிறுமணி
Gravitational water free water,ஈர்ப்பு நீர் இல்லாத நீர்
Gravitational yard,ஈர்ப்பு முற்றம்
Great soil group,பெரிய மண் குழு
Grillage foundation,கிரில்லேஜ் அடித்தளம்
Ground hand moulding,தரையில் கை மோல்டிங்
Grouped dock,குழுவாக்கப்பட்ட கப்பல்துறை
Group housing,குழு வீடுகள்
Guest room,விருந்தினர் அறை
Gutter,சாக்கடை
Gutter bearer,சாக்கடை சுமப்பவர்
Gutter check,கால்வாய் சோதனை
Hammer dressing,சுத்தி அலங்காரம்
Harbour,துறைமுகம்
Harbour of refuge,புகலிடத் துறைமுகம்
Hard pan,கடினமான பான்
Header,தலைப்பு
Header bond,தலைப்பு பத்திரம்
Header course,தலைப்பு பாடநெறி
Head gate structure,தலை வாயில் அமைப்பு
Head of canal,கால்வாயின் தலைவர்
Head regulator,தலைமை சீராக்கி
Herring bone bond,ஹெர்ரிங் எலும்பு பிணைப்பு
Hearting,இதயம்
Heat of wetting,ஈரமாக்கும் வெப்பம்
High alumina cement,உயர் அலுமினா சிமெண்ட்
Hip,இடுப்பு
Hip capping,ஹிப் கேப்பிங்
Hipped end,இடுப்பு முனை
Hood,ஹூட்
Hood moulding,ஹூட் மோல்டிங்
Hook's law,ஹூக்கின் சட்டம்
Hoop iron,வளைய இரும்பு
Horizon,அடிவானம்
Humidification,ஈரப்பதமாக்குதல்
"Humidity, absolute","ஈரப்பதம், முழுமையானது"
"Humidity, relative","ஈரப்பதம், உறவினர்"
Hump yard,ஹம்ப் யார்டு
Hydraulic pressure,ஹைட்ராலிக் அழுத்தம்
Hydration,நீரேற்றம்
Hydrolysis,நீராற்பகுப்பு
Hydrolytic acidity,ஹைட்ரோலைடிக் அமிலத்தன்மை
Hydromorphic soil,ஹைட்ரோமார்பிக் மண்
Hydrophilic colloid,ஹைட்ரோஃபிலிக் கொலாய்டு
Hydrophobic colloid,ஹைட்ரோபோபிக் கொலாய்டு
Hydrostatic pressure ratio,ஹைட்ரோஸ்டேடிக் அழுத்தம் விகிதம்
Hygroscaptic coefficient,ஹைக்ரோஸ்காப்டிக் குணகம்
Hygroscopic moisture,ஹைக்ரோஸ்கோபிக் ஈரப்பதம்
Hydroscopicity,ஹைட்ரோஸ்கோபிசிட்டி
Hygroscopic moisture,ஹைக்ரோஸ்கோபிக் ஈரப்பதம்
Hyperbaric chamber,ஹைபர்பேரிக் அறை
Hyperstatic frame,ஹைப்பர்ஸ்டேடிக் சட்டகம்
Hypsometer,ஹைப்சோமீட்டர்
Illumination,வெளிச்சம்
Imbibation moisture,உட்புகுதல் ஈரப்பதம்
Immature soil,முதிர்ச்சியடையாத மண்
Impounded dock,சிறைபிடிக்கப்பட்ட கப்பல்துறை
Increment of land revenue,நில வருவாய் அதிகரிப்பு
Independent scaffold,சுதந்திர சாரக்கட்டு
Indurated,உள்வாங்கப்பட்டது
Initial prestress,ஆரம்ப அழுத்த அழுத்தம்
Initial tension,ஆரம்ப பதற்றம்
Inland waterway port,உள்நாட்டு நீர்வழி துறைமுகம்
Insulating board,காப்பு பலகை
Intermediate port,இடைநிலை துறைமுகம்
Internal friction,உள் உராய்வு
Intrazonal soil,உள் மண்டல மண்
Ion,அயன்
Ion exchange,அயன் பரிமாற்றம்
Iron pan,இரும்பு சட்டி
Irrigated land,பாசன நிலம்
Irrigation,நீர்ப்பாசனம்
Irrigation cess,பாசன செஸ்
Jamb,ஜம்ப்
Joggle,தள்ளாட்டம்
Joggle pin,ஜாக்கிள் முள்
Joule,ஜூல்
Jumper,குதிப்பவர்
Kilogram,கிலோகிராம்
Kilogram force,கிலோகிராம் படை
Kilogram force meter,கிலோகிராம் விசை மீட்டர்
Kilowatt hour,கிலோவாட் மணி
King closure,கிங் மூடல்
Kitchen,சமையலறை
Laced column,லேஸ்டு நெடுவரிசை
Lagging,பின்னடைவு
Lamella root,லமெல்லா வேர்
Laminar flow,லேமினார் ஓட்டம்
Lamp hole,விளக்கு துளை
Land accretion,நிலப் பெருக்கம்
Land sliding,நில சறுக்கல்
Laterite,லேட்டரைட்
Laterite soil,லேட்டரைட் மண்
Law of large numbers,பெரிய எண்களின் சட்டம்
Layout plan,தளவமைப்பு திட்டம்
Ledger,பேரேடு
Lime pan,சுண்ணாம்பு பான்
Lintel,லிண்டல்
Liquid limit,திரவ வரம்பு
Live load,நேரடி சுமை
Loam,களிமண்
Local exhaust ventilation,உள்ளூர் வெளியேற்ற காற்றோட்டம்
Loco yard,லோகோ முற்றம்
Loess,லூஸ்
Lower plastic limit,குறைந்த பிளாஸ்டிக் வரம்பு
Low heat cement,குறைந்த வெப்ப சிமெண்ட்
Machine moulding,இயந்திர மோல்டிங்
Macrostructure,மேக்ரோஸ்ட்ரக்சர்
Main head regulator,முக்கிய தலைமை சீராக்கி
Main port,முக்கிய துறைமுகம்
Makeup air,ஒப்பனை காற்று
Mansard,மான்சார்ட்
Marshalling yard,மார்ஷலிங் முற்றம்
Masonry,கொத்து
Maturing temperature,முதிர்ச்சியடைந்த வெப்பநிலை
Mezzanine floor,இடைமட்ட மாடி
Mechanical analysis,இயந்திர பகுப்பாய்வு
Mechanical ventilation,இயந்திர காற்றோட்டம்
Metric system,மெட்ரிக் அமைப்பு
Microstructure,நுண் கட்டமைப்பு
Milli equivalent,மில்லிக்கு சமம்
Milli equivalent per litre,ஒரு லிட்டருக்கு மில்லி சமம்
Mineral,கனிம
Mineral soil,கனிம மண்
Minor port,சிறிய துறைமுகம்
Mitred closure,மிட்ரெட் மூடல்
Mobile soil colloid,நடமாடும் மண் கொலாய்டு
Moisture content,ஈரப்பதம்
Moisture gradient,ஈரப்பதம் சாய்வு
Monolith,ஒற்றைக்கல்
Monorail,மோனோரயில்
National harbour council,தேசிய துறைமுக சபை
Natural bed,இயற்கை படுக்கை
Natural finish,இயற்கையான பூச்சு
Natural harbour,இயற்கை துறைமுகம்
Natural ventilation,இயற்கை காற்றோட்டம்
Naval harbour,கடற்படை துறைமுகம்
Newton,நியூட்டன்
Non uniform flow,சீரற்ற ஓட்டம்
Occupies water rate,நீர் வீதத்தை ஆக்கிரமித்துள்ளது
Oil paint,எண்ணெய் வண்ணப்பூச்சு
Oil well cement,எண்ணெய் கிணறு சிமெண்ட்
Open channel flow,திறந்த சேனல் ஓட்டம்
Optimum moisture,உகந்த ஈரப்பதம்
Organic soil,கரிம மண்
Orientation,நோக்குநிலை
Orthogonal,ஆர்த்தோகனல்
Ortstein,ஆர்ட்ஸ்டீன்
Outer signal,வெளிப்புற சமிக்ஞை
Oxidation,ஆக்சிஜனேற்றம்
Pantry,சரக்கறை
Parapet,பாரபெட்
Parapet wall,பாரபெட் சுவர்
Parent material,பெற்றோர் பொருள்
Pebble cast plaster,கூழாங்கல் வார்ப்பு பிளாஸ்டர்
Pedalfer,பெடல்பர்
Pedocal,பெடோகல்
Pedogenesis,பெடோஜெனெசிஸ்
Pedology,பெடாலஜி
Pedosphere,பெடோஸ்பியர்
Penetrometer,பெனெட்ரோமீட்டர்
Pent roof,பென்ட் கூரை
Peptizing agent,பெப்டிசிங் முகவர்
Period of analysis,பகுப்பாய்வு காலம்
Perpend,பெர்பென்ட்
Persorption,பெர்ஸர்ப்ஷன்
Pier,பையர்
Pilaster,பிலாஸ்டர்
Pitch,பிட்ச்
Pitched roof,பிட்ச் கூரை
Plain concrete,வெற்று கான்கிரீட்
Plane angle,விமான கோணம்
Plain yard,சமவெளி முற்றம்
Plansol,பிளான்சோல்
Plastic consistency,பிளாஸ்டிக் நிலைத்தன்மை
Plasticity,பிளாஸ்டிசிட்டி
Plasticity index,பிளாஸ்டிசிட்டி இன்டெக்ஸ்
Plasticity limit,பிளாஸ்டிசிட்டி வரம்பு
Plasticity range,பிளாஸ்டிசிட்டி வரம்பு
Platy structure,பிளாட்டி அமைப்பு
Plinth,பீடம்
Plough soil,உழவு மண்
Plum stone,பிளம் கல்
Podzole,போட்ஸோல்
Pointing,சுட்டி
Polygonal wall,பலகோண சுவர்
Pore space,துளை இடம்
Port,துறைமுகம்
Positive ventilation,நேர்மறை காற்றோட்டம்
Prairie soil,புல்வெளி மண்
Precision,துல்லியம்
Primary particle,முதன்மை துகள்
Prismatic structure,பிரிஸ்மாடிக் அமைப்பு
Productive work,உற்பத்தி வேலை
Project justification,திட்ட நியாயப்படுத்தல்
Protective work,பாதுகாப்பு வேலை
Pseudo-mycelium,போலி-மைசீலியம்
Puddle,குட்டை
Pugging,புக்கிங்
Pumice,பியூமிஸ்
Puncheon,குத்து
Puppet,பொம்மை
Putlog,புட்லாக்
Putlog scaffold,புட்லாக் சாரக்கட்டு
Quantity surveyor,அளவு சர்வேயர்
Quarry sap,குவாரி சாறு
Quay,குவே
Queen closure,ராணி மூடல்
Quoin,குவோயின்
Raft foundation,ராஃப்ட் அடித்தளம்
Raker,ரேக்கர்
Raking,ரேக்கிங்
Raking bond,ரேக்கிங் பத்திரம்
Raking flashing,ரேக்கிங் ஒளிரும்
Rapidly varying flow,வேகமாக மாறுபடும் ஓட்டம்
Recoverable payment,திரும்பப் பெறக்கூடிய கட்டணம்
Red earth,சிவப்பு பூமி
Red loam,சிவப்பு களிமண்
Regulator,சீராக்கி
Regur or black cotton soil,ரெகர் அல்லது கருப்பு பருத்தி மண்
Repayment contract,திருப்பிச் செலுத்தும் ஒப்பந்தம்
Residual shrinkage,எஞ்சிய சுருக்கம்
Residual soil,எஞ்சிய மண்
Reveal,வெளிப்படுத்து
Reveal pin,பின்னை வெளிப்படுத்து
Reveal tie,டை வெளிப்படுத்து
Ridge,ரிட்ஜ்
Ridge capping,ரிட்ஜ் கேப்பிங்
River,நதி
Road stead,சாலை நிலை
Rough plaster,கரடுமுரடான பிளாஸ்டர்
Rubble,இடிபாடுகள்
Rubble masonry,இடிந்த கொத்து
Rubble walling,இடிந்த சுவர்
Running measurement,இயங்கும் அளவீடு
Safe bearing capacity,பாதுகாப்பான தாங்கும் திறன்
Salt glaze,உப்பு படிந்து
Sample size,மாதிரி அளவு
Sampling distribution,மாதிரி விநியோகம்
Sampling error,மாதிரி பிழை
Sand,மணல்
Sand finish,மணல் பூச்சு
Sand hand moulding,மணல் கை மோல்டிங்
Sanding,மணல் அள்ளுதல்
Saturated soil,நிறைவுற்ற மண்
Saturated soil paste,நிறைவுற்ற மண் பேஸ்ட்
Saturation extract,செறிவூட்டல் சாறு
Saturation percentage,செறிவூட்டல் சதவீதம்
Saucer dome,சாசர் குவிமாடம்
Scaffold,சாரக்கட்டு
Schist,ஷிஸ்ட்
Sea port,கடல் துறைமுகம்
Secret gutter,ரகசிய சாக்கடை
Second,இரண்டாவது
Sedimentation analysis,வண்டல் பகுப்பாய்வு
Semi-artificial harbour,அரை செயற்கை துறைமுகம்
Semi tidal dock,அரை அலை கப்பல்
Senile,முதுமை
Shale,ஷேல்
Sheet pile,தாள் குவியல்
Shrinkage limit,சுருக்க வரம்பு
Shuttering,ஷட்டரிங்
Siallitic soil,சியாலிடிக் மண்
Sierozem,சிரோஜெம்
Sill,சில்லு
Silt,வண்டல் மண்
