Malayalam,Punjabi
ചേർക്കുന്നയാൾ,ਜੋੜਨ ਵਾਲਾ
ക്രമീകരിക്കാവുന്ന ബാൻഡ് വിപുലീകരണം,ਵਿਵਸਥਿਤ ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ
നുഴഞ്ഞുകയറ്റം,ਪ੍ਰਵੇਸ਼
ഏരിയൽ,ਏਰੀਅਲ
പെപ് ആവൃത്തി,pep ਬਾਰੰਬਾਰਤਾ
എയർ കണ്ടീഷണർ,ੲੇ. ਸੀ
വിന്യാസം,ਅਲਾਈਨਮੈਂਟ
അൽഗോരിതം,ਐਲਗੋਰਿਦਮ
എല്ലാ പാസ് ഫിൽട്ടറും,ਸਾਰੇ ਪਾਸ ਫਿਲਟਰ
അലോയ് ജംഗ്ഷൻ,ਮਿਸ਼ਰਤ ਜੰਕਸ਼ਨ
ശോഷണം,ਧਿਆਨ
ആൾട്ടർനേറ്റിംഗ് കറന്റ്,ਬਦਲਵੇਂ ਮੌਜੂਦਾ
അന്തരീക്ഷ ഊഷ്മാവ്,ਅੰਬੀਨਟ ਤਾਪਮਾਨ
ബൈപോളാർ,ਬਾਈਪੋਲਰ
ആംപ്ലിഫിക്കേഷൻ,ਵਾਧਾ
ആംപ്ലിഫയർ,ਐਂਪਲੀਫਾਇਰ
ആംപ്ലിഫയർ കാര്യക്ഷമത,ਐਂਪਲੀਫਾਇਰ ਕੁਸ਼ਲਤਾ
അളവുകൾ,ਮਾਪ
ആംപ്ലിറ്റ്യൂഡ് അറ്റൻവേഷൻ,ਐਪਲੀਟਿਊਡ attenuation
ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റഡ് AM ഓസിലേറ്റർ,ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਟਡ AM ਔਸਿਲੇਟਰ
ആംപ്ലിറ്റ്യൂഡ് മോഡുലേഷൻ,ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਸ਼ਨ
ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റർ,ਐਪਲੀਟਿਊਡ ਮੋਡਿਊਲੇਟਰ
angstrom യൂണിറ്റ്,ਐਂਗਸਟ੍ਰੋਮ ਯੂਨਿਟ
അനലോഗ് സർക്യൂട്ട്,ਐਨਾਲਾਗ ਸਰਕਟ
അനലോഗ് കമ്പ്യൂട്ടർ,ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ
അനലോഗ് ഫിൽട്ടർ,ਐਨਾਲਾਗ ਫਿਲਟਰ
അനലോഗ് മൾട്ടിമീറ്റർ,ਐਨਾਲਾਗ ਮਲਟੀਮੀਟਰ
അനലോഗ് സ്വിച്ച്,ਐਨਾਲਾਗ ਸਵਿੱਚ
ഒപ്പം ഗേറ്റും,ਅਤੇ ਗੇਟ
കോണീയ ആവൃത്തി,ਕੋਣੀ ਬਾਰੰਬਾਰਤਾ
"അയോൺ, അയോൺ","anion, anion"
അനീലിംഗ് താപനില,ਐਨੀਲਿੰਗ ਤਾਪਮਾਨ
ആനോഡ്,ਐਨੋਡ
ആനോഡ് ആംപ്ലിഫയർ,ਐਨੋਡ ਐਂਪਲੀਫਾਇਰ
അനോഡൈൻ,anodyne
ആന്റിന,ਐਂਟੀਨਾ
ആന്റിന ഘടകം,ਐਂਟੀਨਾ ਕੰਪੋਨੈਂਟ
ആന്റി-റിഫ്ലക്ടീവ് കോട്ടിംഗ്,ਵਿਰੋਧੀ ਪ੍ਰਤੀਬਿੰਬ ਪਰਤ
ആന്റിലോഗിൻ ആംപ്ലിഫയർ,ਐਂਟੀਲੌਗਿਨ ਐਂਪਲੀਫਾਇਰ
antiresonant സർക്യൂട്ട്,antiresonant ਸਰਕਟ
ദ്വാരക കാലഘട്ടം,ਦੁਆਰਕ ਕਾਲ
വെർച്വൽ പവർ,ਵਰਚੁਅਲ ਪਾਵਰ
വയർ കണക്ഷൻ,ਤਾਰ ਕੁਨੈਕਸ਼ਨ
ഏകദേശ വോൾട്ടേജ് നേട്ടം,ਲਗਭਗ ਵੋਲਟੇਜ ਲਾਭ
ആംസ്ട്രോങ് മോഡുലേറ്റർ,armstrong modulator
ആന്റിന അറേ,ਐਂਟੀਨਾ ਐਰੇ
"വലുപ്പ അനുപാതം, വീക്ഷണ അനുപാതം","ਆਕਾਰ ਅਨੁਪਾਤ, ਆਕਾਰ ਅਨੁਪਾਤ"
ഫ്ലോട്ടിംഗ് സർക്യൂട്ട് (സ്വതന്ത്ര ഓപ്പറേറ്റിംഗ് സർക്യൂട്ട്),ਫਲੋਟਿੰਗ ਸਰਕਟ (ਮੁਫ਼ਤ ਓਪਰੇਟਿੰਗ ਸਰਕਟ)
ഓട്ടോമാറ്റിക് മൾട്ടിവൈബ്രേറ്റർ,ਆਟੋਮੈਟਿਕ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
ഫ്ലോട്ടിംഗ് മൾട്ടിവൈബ്രേറ്റർ,ਫਲੋਟਿੰਗ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
അസമമായ ജംഗ്ഷൻ,ਅਸਮਿਤ ਜੰਕਸ਼ਨ
അസിൻക്രണസ് കാൽക്കുലേറ്റർ,ਅਸਿੰਕ੍ਰੋਨਸ ਕੈਲਕੁਲੇਟਰ
ആണവ,ਪ੍ਰਮਾਣੂ
ആറ്റോമിക നമ്പർ,ਪਰਮਾਣੂ ਨੰਬਰ
ആറ്റോമിക് ഘടന,ਪਰਮਾਣੂ ਬਣਤਰ
ഓഡിയോ ആംപ്ലിഫയർ,ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ
ഓഡിയോ ആംപ്ലിഫയർ,ਆਡੀਓ ਐਂਪਲੀਫਾਇਰ
ഓഡിയോ കാസറ്റ്,ਆਡੀਓ ਕੈਸੇਟ
ഓഡിയോ സർക്യൂട്ട്,ਆਡੀਓ ਸਰਕਟ
കേൾക്കാവുന്ന ആവൃത്തി,ਸੁਣਨਯੋਗ ਬਾਰੰਬਾਰਤਾ
ഓട്ടോമാറ്റിക് വോൾട്ടേജ് നിയന്ത്രണം,ਆਟੋਮੈਟਿਕ ਵੋਲਟੇਜ ਕੰਟਰੋਲ
ഹിമപാതം,ਬਰਫ਼ਬਾਰੀ
ശരാശരി ഡിറ്റക്ടർ,ਔਸਤ ਖੋਜੀ
അക്ഷീയ മോഡ്,ਧੁਰੀ ਮੋਡ
അക്ഷീയ അനുപാതം,ਧੁਰੀ ਅਨੁਪਾਤ
ആന്റിന,ਐਂਟੀਨਾ
ബാക്ക് ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സ്,ਵਾਪਸ ਇਲੈਕਟ੍ਰੋਮੋਟਿਵ ਫੋਰਸ
പിൻ പ്രദേശം,ਪਿਛਲਾ ਖੇਤਰ
തിരികെ ചിതറിക്കിടക്കുക,ਵਾਪਸ ਸਕੈਟਰ
പശ്ചാത്തല ചാർജ്,ਪਿਛੋਕੜ ਚਾਰਜ
സൈഡ് ശബ്ദം,ਪਾਸੇ ਦਾ ਰੌਲਾ
പിന്നോക്കാവസ്ഥ,ਪਿਛਾਖੜੀ
പിൻഭാഗത്തെ വികിരണം,ਪਿਛਲਾ ਕਿਰਨ
ബാക്ക്വേർഡ് ഡയോഡ് / ബാക്ക്വേർഡ് ഡയോഡ്,ਬੈਕਵਰਡ ਡਾਇਡ / ਬੈਕਵਰਡ ਡਾਇਡ
ബാക്ക്വേർഡ് വേവ് ഓസിലേറ്റർ,ਬੈਕਵਰਡ ਵੇਵ ਔਸਿਲੇਟਰ
"തടസ്സം, തടസ്സം","ਰੁਕਾਵਟ, ਰੁਕਾਵਟ"
തടസ്സം,ਰੁਕਾਵਟ
സമതുലിതമായ പാലം,ਸੰਤੁਲਿਤ ਪੁਲ
സമതുലിതമായ മോഡുലേറ്റർ,ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ
സമതുലിതമായ മോഡുലേറ്റർ,ਸੰਤੁਲਿਤ ਮੋਡਿਊਲੇਟਰ
സമതുലിതമായ സർക്യൂട്ട്,ਸੰਤੁਲਿਤ ਸਰਕਟ
സമതുലിതമായ ഗ്രേഡിയന്റ് ഡിറ്റക്ടർ,ਸੰਤੁਲਿਤ ਗਰੇਡੀਐਂਟ ਡਿਟੈਕਟਰ
നിലവിലെ സ്റ്റെബിലൈസർ പ്രതിരോധം,ਮੌਜੂਦਾ ਸਟੈਬੀਲਾਈਜ਼ਰ ਪ੍ਰਤੀਰੋਧ
ബൊലോമീറ്റർ,ਬੋਲੋਮੀਟਰ
ബോലോമീറ്റർ പാലം,ਬੋਲੋਮੀਟਰ ਪੁਲ
ബലൂണ്,ਗੁਬਾਰਾ
ബനാന ജാക്ക്,ਕੇਲਾ ਜੈਕ
ബനാന പ്ലഗ്,ਕੇਲੇ ਦਾ ਪਲੱਗ
"ബാൻഡ്, ബാൻഡേജ്","ਪੱਟੀ, ਪੱਟੀ"
ബാൻഡ് ഡ്രൈവർ,ਬੈਂਡ ਡਰਾਈਵਰ
ബാൻഡ് ഊർജ്ജം,ਬੈਂਡ ਊਰਜਾ
ബാൻഡ് വിടവ്,ਬੈਂਡ ਗੈਪ
ബാഡ്പാർക്ക് ആംപ്ലിഫയർ,ਬੈਡਪਾਰਕ ਐਂਪਲੀਫਾਇਰ
ബാൻഡ് പാസ് ഫിൽട്ടർ,ਬੈਂਡ ਪਾਸ ਫਿਲਟਰ
ബോഡ് റേറ്റ് ജനറേറ്റർ,ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ
ബാൻഡ് ഡിസ്പെർഷൻ,banddispersion
ബാൻഡ് റെസിസ്റ്റർ,ਬੈਂਡ ਰੋਧਕ
ബാൻഡ് ബ്രേക്കർ ഫിൽട്ടർ,ਬੈਂਡ ਤੋੜਨ ਵਾਲਾ ਫਿਲਟਰ
ബാൻഡ് വിപുലീകരണം,ਬੈਂਡ ਦਾ ਵਿਸਥਾਰ
ബാൻഡ് റിമൂവർ ഫിൽട്ടർ,ਬੈਂਡ ਰੀਮੂਵਰ ਫਿਲਟਰ
ബാൻഡ് എക്സ്പാൻഷൻ ഡിഫ്ലെക്ഷൻ മൾട്ടിപ്ലയർ,ਬੈਂਡ ਐਕਸਪੈਂਸ਼ਨ ਡਿਫਲੈਕਸ਼ਨ ਗੁਣਕ
ബാൻഡ് എക്സ്റ്റൻഷൻ ഡിസ്റ്റൻസ് മൾട്ടിപ്ലയർ,ਬੈਂਡ ਐਕਸਟੈਂਸ਼ਨ ਦੂਰੀ ਗੁਣਕ
"ബീം കപ്പാസിറ്റർ, ബാങ്ക് കപ്പാസിറ്റർ","ਬੀਮ ਕੈਪਸੀਟਰ, ਬੈਂਕ ਕੈਪਸੀਟਰ"
"ബാർക്കർ കോഡ്, ബാർക്കർ കോഡ്","ਬਾਰਕਰ ਕੋਡ, ਬਾਰਕਰ ਕੋਡ"
barravaugen മാനദണ്ഡം,barravaugen ਮਾਪਦੰਡ
ബാരേറ്റർ,ਬੈਰਟਰ
തടസ്സം,ਰੁਕਾਵਟ
ഇൻസുലേറ്റിംഗ് കപ്പാസിറ്റർ,ਇਨਸੂਲੇਟਿੰਗ ਕੈਪਸੀਟਰ
തടസ്സം ഊർജ്ജം,ਰੁਕਾਵਟ ਊਰਜਾ
റെസിസ്റ്റർ വോൾട്ടേജ്,ਰੋਧਕ ਵੋਲਟੇਜ
ബാർട്ട്ലെറ്റ് വിൻഡോ,ਬਾਰਟਲੇਟ ਵਿੰਡੋ
"അടിസ്ഥാനം, അടിസ്ഥാനം","ਅਧਾਰ, ਅਧਾਰ"
അടിസ്ഥാന ബാൻഡ്,ਅਧਾਰ ਬੈਂਡ
അടിസ്ഥാന ബാൻഡ് ട്രാൻസ്മിഷൻ,ਬੇਸ ਬੈਂਡ ਪ੍ਰਸਾਰਣ
അടിസ്ഥാന ചാർജ്,ਬੇਸ ਚਾਰਜ
അടിസ്ഥാന കറന്റ്,ਅਧਾਰ ਮੌਜੂਦਾ
അടിസ്ഥാന നിലവിലെ ഉറവിടം,ਅਧਾਰ ਮੌਜੂਦਾ ਸਰੋਤ
അടിസ്ഥാന കത്രിക,ਅਧਾਰ ਕੱਟਣਾ
ആധാർ മദൻ,ਆਧਾਰ ਮਦਨ
അടിസ്ഥാന എമിറ്റർ ഫീഡ്,ਬੇਸ ਐਮੀਟਰ ਫੀਡ
അടിസ്ഥാന എമിറ്റർ ജംഗ്ഷൻ,ਬੇਸ ਐਮੀਟਰ ਜੰਕਸ਼ਨ
അടിസ്ഥാന കുത്തിവയ്പ്പ്,ਅਧਾਰ ਟੀਕਾ
ഗ്രൗണ്ട് ലൈൻ,ਜ਼ਮੀਨੀ ਲਾਈਨ
അടിസ്ഥാന പ്രതിരോധം,ਅਧਾਰ ਪ੍ਰਤੀਰੋਧ
അടിസ്ഥാന ഉറവിടം,ਅਧਾਰ ਸਰੋਤ
അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം,ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ
അടിസ്ഥാന വിപുലീകരണ പ്രതിരോധം,ਅਧਾਰ ਵਿਸਤਾਰ ਪ੍ਰਤੀਰੋਧ
അടിസ്ഥാന കനം,ਅਧਾਰ ਮੋਟਾਈ
അടിസ്ഥാന പ്രവേശനം,ਅਧਾਰ ਪਹੁੰਚ
"ബേസ് വിഡ്ത്ത് മോഡുലേഷൻ, ബേസ് എക്സ്പാൻഷൻ മോഡുലേഷൻ","ਬੇਸ ਵਿਡਥ ਮੋਡੂਲੇਸ਼ਨ, ਬੇਸ ਐਕਸਪੈਂਸ਼ਨ ਮੋਡੂਲੇਸ਼ਨ"
അടിസ്ഥാന കളക്ടർ ഉടമ്പടി,ਆਧਾਰ ਕੁਲੈਕਟਰ ਸੰਧੀ
മണം,ਗੰਧ
ബാസ് ആവൃത്തി,ਬਾਸ ਬਾਰੰਬਾਰਤਾ
ബാറ്ററി,ਬੈਟਰੀ
ബൗഡ്,ਬੌਡ
ബാഡ് നിരക്ക്,ਬੌਡ ਦਰ
ബോഡ് റേറ്റ് ജനറേറ്റർ,ਬੌਡ ਰੇਟ ਜਨਰੇਟਰ
ബോഡോ കോഡ്,ਬੋਡੋ ਕੋਡ
"സിഗ്നൽ, ബീക്കൺ","ਸੰਕੇਤ, ਬੀਕਨ"
"മാണിക, ബീഡ്","ਮਨਿਕਾ, ਬੀਡ"
മാനിക് കപ്പാസിറ്റർ,manic capacitor
മണികർത്താപി റെസിസ്റ്ററുകൾ,ਮਾਨਿਕਰ੍ਤਾਪਿ ਪ੍ਰਤਿਰੋਧਕਃ
"ബീം ആന്റിന, ബീം ആന്റിന","ਬੀਮ ਐਂਟੀਨਾ, ਬੀਮ ਐਂਟੀਨਾ"
ബീം ഡിറ്റക്ടർ,ਬੀਮ ਡਿਟੈਕਟਰ
ബീം പവർ ഹോസ്,ਬੀਮ ਪਾਵਰ ਹੋਜ਼
ബീം സ്വിച്ചിംഗ് നോസിലുകൾ,ਬੀਮ ਸਵਿਚਿੰਗ ਨੋਜ਼ਲ
ബീം വികാസം,ਬੀਮ ਦਾ ਵਿਸਥਾਰ
അടി ആവൃത്തി,ਬੀਟ ਬਾਰੰਬਾਰਤਾ
ബീറ്റ്-ഫ്രീക്വൻസി ഓസിലേറ്റർ,ਬੀਟ-ਫ੍ਰੀਕੁਐਂਸੀ ਔਸਿਲੇਟਰ
പൾസ് ഓസിലേറ്റർ,ਪਲਸ ਔਸਿਲੇਟਰ
മണി,ਘੰਟੀ
വളയുന്ന നഷ്ടം,ਝੁਕਣ ਦਾ ਨੁਕਸਾਨ
ബെസൽ ഫിൽട്ടർ,ਬੇਸਲ ਫਿਲਟਰ
ബീറ്റ,ਬੀਟਾ
b-h വക്രം,b-h ਵਕਰ
"പക്ഷപാതം, പക്ഷപാതം","ਪੱਖਪਾਤ, ਪੱਖਪਾਤ"
ബയസ് കറന്റ്,ਪੱਖਪਾਤ ਮੌਜੂਦਾ
പക്ഷപാത പ്രതിരോധം,ਪੱਖਪਾਤ ਪ੍ਰਤੀਰੋਧ
ഇരട്ട ആന്റിന,ਡਬਲ ਐਂਟੀਨਾ
ദ്വിദിശ ലോഡ് കറന്റ്,ਦੋ-ਦਿਸ਼ਾਵੀ ਲੋਡ ਕਰੰਟ
ദ്വിദിശ ആന്റിന,ਦੋ-ਦਿਸ਼ਾਵੀ ਐਂਟੀਨਾ
ദ്വിദിശ പ്രകാശം പുറപ്പെടുവിക്കുന്ന ഡയോഡ്,ਦੋ-ਦਿਸ਼ਾਵੀ ਰੋਸ਼ਨੀ ਐਮੀਟਿੰਗ ਡਾਇਓਡ
ദ്വിദിശയിലുള്ള തൈറിസ്റ്റർ,ਦੋ-ਦਿਸ਼ਾਵੀ thyristor
bi FET സാങ്കേതികവിദ്യ,bi FET ਤਕਨਾਲੋਜੀ
ബൈ പോയിന്റ് ട്രാൻസ്ഫോർമർ,ਦੋ ਬਿੰਦੂ ਟ੍ਰਾਂਸਫਾਰਮਰ
ഇരട്ട സംയോജനം,ਡਬਲ ਫਿਊਜ਼ਨ
ഉഭയകക്ഷി സർക്യൂട്ട്,ਦੁਵੱਲੀ ਸਰਕਟ
ബൈനറി,ਬਾਈਨਰੀ
ബൈനറി തുക,ਬਾਈਨਰੀ ਜੋੜ
ബൈനറി സർക്യൂട്ട്,ਬਾਈਨਰੀ ਸਰਕਟ
ബൈനറി കോഡ് ചെയ്ത ദശാംശം,ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ
ബൈനറി കോഡഡ് ഡെസിമൽ സിസ്റ്റം,ਬਾਈਨਰੀ ਕੋਡਡ ਡੈਸੀਮਲ ਸਿਸਟਮ
ബൈനറി ദ്വിധ്രുവ കപ്പാസിറ്റർ,ਬਾਈਨਰੀ ਡਾਈਪੋਲ ਕੈਪਸੀਟਰ
ബൈനറി കാൽക്കുലേറ്റർ,ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ
ബൈനറി കാൽക്കുലേറ്റർ,ਬਾਈਨਰੀ ਕੈਲਕੁਲੇਟਰ
ബൈനറി ഡീകോഡർ,ਬਾਈਨਰੀ ਡੀਕੋਡਰ
ബൈനറി ഗോവണി,ਬਾਈਨਰੀ ਪੌੜੀ
ബൈനറി പാത്തോമീറ്റർ,ਬਾਈਨਰੀ ਪਾਥੋਮੀਟਰ
ബൈനറി അവസ്ഥ,ਬਾਈਨਰੀ ਸਥਿਤੀ
ബൈനറി-ഡെസിമൽ ഡീകോഡർ,ਬਾਈਨਰੀ-ਦਸ਼ਮਲਵ ਡੀਕੋਡਰ
ബൈനറി ലോഡ്,ਬਾਈਨਰੀ ਲੋਡ
ബൈനറി വാക്കുകൾ,ਬਾਈਨਰੀ ਸ਼ਬਦ
ബൈപോളാർ,ਬਾਈਪੋਲਰ
ബൈപോളാർ കപ്പാസിറ്റർ,ਬਾਇਪੋਲਰ ਕੈਪੇਸੀਟਰ
ബൈപോളാർ ഉപകരണം,ਦੋਧਰੁਵੀ ਜੰਤਰ
ബൈപോളാർ ഉറവിടം,ਦੋਧਰੁਵੀ ਸਰੋਤ
ബൈപോളാർ ട്രാൻസിസ്റ്റർ,ਬਾਈਪੋਲਰ ਟਰਾਂਜ਼ਿਸਟਰ
ബൈപോളാർ ജംഗ്ഷൻ ട്രാൻസിസ്റ്റർ,ਬਾਈਪੋਲਰ ਜੰਕਸ਼ਨ ਟਰਾਂਜ਼ਿਸਟਰ
ക്വാഡ്രാറ്റിക് ഫിൽട്ടർ,ਚਤੁਰਭੁਜ ਫਿਲਟਰ
ഇരട്ട സ്ഥാനം,ਡਬਲ ਸਥਿਤੀ
രണ്ട്-ഘട്ട മൾട്ടിവൈബ്രേറ്റർ,ਦੋ-ਪੜਾਅ ਮਲਟੀਵਾਈਬ੍ਰੇਟਰ
ദ്വിദിശ റിലേ,ਦੋ-ਦਿਸ਼ਾਵੀ ਰੀਲੇਅ
രണ്ട്-ഘട്ട സംസ്ഥാനം,ਦੋ-ਪੜਾਅ ਰਾਜ
രണ്ട്-സ്ഥാന ട്രിഗർ,ਦੋ-ਸਥਿਤੀ ਟਰਿੱਗਰ
ബിറ്റ് പിശക്,ਬਿੱਟ ਗਲਤੀ
ബിറ്റ് പിശക് നിരക്ക്,ਬਿੱਟ ਗਲਤੀ ਦਰ
ബിറ്റ് പിശക്,ਬਿੱਟ ਗਲਤੀ
ബിറ്റ്കാൽ പിശക്,ਬਿਟਕਲ ਗਲਤੀ
അന്ധമായ പെട്ടി,ਅੰਨ੍ਹੇ ਬਾਕਸ
ഘനീഭവിച്ച പൾസ്,ਸੰਘਣੀ ਨਬਜ਼
സ്രഷ്ടാവ്,ਸਕੱਤਰ
സ്രവിക്കുന്ന ഇൻഹിബിറ്റർ,secretory inhibitor
അന്ധത,ਅੰਨ੍ਹਾਪਨ
സെഗ്മെന്റ് ഡയഗ്രം,ਖੰਡ ਚਿੱਤਰ
തടസ്സം തടയൽ,ਰੁਕਾਵਟ ਨੂੰ ਰੋਕਣਾ
ശകലം കൈമാറ്റം,ਟੁਕੜਾ ਟ੍ਰਾਂਸਫਰ
തടസ്സപ്പെടുത്തുക,ਰੁਕਾਵਟ
തടയൽ കപ്പാസിറ്റർ,ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ
റെസിസ്റ്റർ കപ്പാസിറ്റർ,ਬਲਾਕਿੰਗ ਕੈਪਸੀਟਰ
തടയുന്ന ഓസിലേറ്റർ,ਬਲਾਕਿੰਗ ਔਸਿਲੇਟਰ
തടയുന്ന ഓസിലേറ്റർ,ਰੋਧਕ ਔਸਿਲੇਟਰ
റെസിസ്റ്റർ വോൾട്ടേജ്,ਰੋਧਕ ਵੋਲਟੇਜ
ഊതുന്നയാൾ,ਉਡਾਉਣ ਵਾਲਾ
ബോഡ് ഡയഗ്രം,ਬੋਡ ਚਿੱਤਰ
വോൾട്ട്സ്മാൻ ബന്ധം,voltzmann ਸਬੰਧ
വോൾട്ട്സ്മാൻ സ്ഥിരാങ്കം,ਵੋਲਟਜ਼ਮੈਨ ਸਥਿਰ
ബോണ്ട്,ਬਾਂਡ
ബന്ധിത സ്ട്രെയിൻ ഗേജ്,ਬਾਊਂਡ ਸਟਰੇਨ ਗੇਜ
സ്വയം പിന്തുണയ്ക്കുന്ന ആംപ്ലിഫയർ,ਸਵੈ-ਸਹਾਇਤਾ ਐਂਪਲੀਫਾਇਰ
ബൂളിയൻ ബീജഗണിതം,ਬੂਲੀਅਨ ਅਲਜਬਰਾ
ബൂളിയൻ സമവാക്യം,ਬੂਲੀਅਨ ਸਮੀਕਰਨ
ബൂട്ട് സ്ട്രാപ്പൺ,ਬੂਟ Strapon
ബൂത്തിന്റെ അൽഗോരിതം,ਬੂਥ ਦਾ ਐਲਗੋਰਿਦਮ
ബൂട്ട്സ്ട്രാപ്പ് പ്രിസം സർക്യൂട്ട്,ਬੂਟਸਟਰੈਪ ਪ੍ਰਿਜ਼ਮ ਸਰਕਟ
bosscutts ഭരണം,bosscutts ਨਿਯਮ
ബോസ്-ചൗധരി ഹോക്കൻഹാം (BCH) കോഡ്,ਬੋਸ-ਚੌਧਰੀ ਹਾਕਨਹੈਮ (ਬੀਸੀਐਚ) ਕੋਡ
"ചാടുക, ചാടുക","ਛਾਲ, ਛਾਲ"
ബന്ധിത ഇലക്ട്രോൺ,ਬੰਨ੍ਹਿਆ ਇਲੈਕਟ੍ਰੋਨ
ബ്രാഗ് റിഫ്ലക്ടർ,ਬ੍ਰੈਗ ਰਿਫਲੈਕਟਰ
ഇഴചേർന്ന വയർ,ਆਪਸ ਵਿੱਚ ਜੁੜੀ ਤਾਰ
ശാഖ,ਸ਼ਾਖਾ
ശാഖകൾ,ਬ੍ਰਾਂਚਿੰਗ
പരീക്ഷണ ബോർഡ്,ਪ੍ਰਯੋਗ ਬੋਰਡ
ബ്രേക്ക് സോൺ,ਬਰੇਕ ਜ਼ੋਨ
ബ്രേക്കിംഗ് വോൾട്ടേജ്,ਵੋਲਟੇਜ ਤੋੜਨਾ
ബ്രേക്ക്ഡൗൺ ഡയോഡ്,ਟੁੱਟਣ ਵਾਲਾ ਡਾਇਡ
ഒടിവ് പരിഹരിക്കൽ,ਫ੍ਰੈਕਚਰ ਫਿਕਸੇਸ਼ਨ
ബ്രേക്കിംഗ് വോൾട്ടേജ്,ਵੋਲਟੇਜ ਤੋੜਨਾ
പാലം,ਪੁਲ
പാലം റക്റ്റിഫയർ,ਪੁਲ ਸੁਧਾਰਕ
വിശാലമായ ബാൻഡ്,ਚੌੜਾ ਬੈਂਡ
ബ്രോഡ്കാസ്റ്റ് ബാൻഡ്,ਪ੍ਰਸਾਰਣ ਬੈਂਡ
ആസ്ട്രൽ അറേ,ਸੂਖਮ ਐਰੇ
പ്രക്ഷേപണം,ਪ੍ਰਸਾਰਣ
ബ്രോഡ്കാസ്റ്റ് ആന്റിന,ਪ੍ਰਸਾਰਣ antenna
ബ്രോഡ്കാസ്റ്റ് റിസീവർ,ਪ੍ਰਸਾਰਣ ਪ੍ਰਾਪਤਕਰਤਾ
ഫ്രീക്വൻസി ബ്രോഡ്കാസ്റ്റ് റിസീവർ,ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਸਾਰਣ ਰਿਸੀਵਰ
പ്രക്ഷേപണം ട്രാൻസ്മിറ്റർ,ਪ੍ਰਸਾਰਣ ਟ੍ਰਾਂਸਮੀਟਰ
