Assamese,Marathi
alt কি&#39;,alt की
আলতাভিস্তা,altavista
বহুগুণতা,बहुविधता
অস্পষ্ট ব্যাকৰণ,अस्पष्ट व्याकरण
আমেৰিকান নেচনেল ষ্টেণ্ডিজ ইনষ্টিটিউট (ANSI),अमेरिकन नॅशनल स्टँडीज इन्स्टिट्यूट (ANSI)
আমেৰিকান ষ্টেণ্ডাৰ্ড কাট (ascii),अमेरिकन स्टँडर्ड कट (ascii)
"1. অনুৰূপ, ২. এনালগ","1. समानार्थी, 2. अॅनालॉग"
"১.এনালগ কম্পিউটাৰ, ২.এনালগ কম্পিউটাৰ","1. अॅनालॉग संगणक, 2. अॅनालॉग संगणक"
"1. এনালগ ডিভাইচ, 2. এনালগ ডিভাইচ","1. अॅनालॉग उपकरण, 2. अॅनालॉग डिव्हाइस"
"1. এনালগ মডেম, 2. এনালগ মডেম","1. अॅनालॉग मॉडेम, 2. अॅनालॉग मॉडेम"
এনালগ টু ডিজিটেল কনভাৰ্টাৰ,अॅनालॉग ते डिजिटल कन्व्हर्टर
শেষ (ডিজিটেল/প্লেন লজিক &#39;আৰু&#39; ব্যৱহৃত),शेवट (डिजिटल/प्लेन लॉजिक &#39;आणि&#39; वापरलेले)
শেষ বৰ্তনী,एंड सर्किट
শেষৰ গেট আৰু গেট,शेवटचे गेट आणि गेट
অপাৰেচন শেষ নহয় (বৰ্জন),आणि ऑपरेशन नाही (वगळणे)
"১.এনিমেচন, ২.কম্পন","1. अॅनिमेशन, 2. कंपन"
দ্ৰষ্টব্য,नोंद
অসামঞ্জস্যতা,विसंगती
পূৰ্ৱবৰ্তী,मागील
প্ৰত্যাশিত পেজিং,आगाऊ पेजिंग
প্ৰতি-সমমিতিক,काउंटर-सिमेट्रिक
এন্টিভাইৰেল প্ৰগ্ৰেম,अँटीव्हायरल प्रोग्राम
"১.এপলেট, ২. দৰ্খাস্ত","1. ऍपलेट, 2. अर्ज"
এপ্লিকেচন ডেভেলপাৰ,अनुप्रयोग विकसक
এপ্লিকেচন প্ৰগ্ৰেমিং,अनुप्रयोग प्रोग्रामिंग
"1. এপ্লিকেচন প্ৰগ্ৰামিং আন্তঃপৃষ্ঠ, 2. এপ্লিকেচন প্ৰগ্ৰেমিং আন্তঃপৃষ্ঠ (API)","1. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस, 2. ऍप्लिकेशन प्रोग्रामिंग इंटरफेस (API)"
এপ্লিকেচন চফ্টৱেৰ,अनुप्रयोग सॉफ्टवेअर
আবেদন ভাষা,अनुप्रयोग भाषा
আনুমানিক নীতি,अंदाजे तत्त्व
গাঁঠনি,रचना
ক্ষেত্ৰ স্থানান্তৰ,फील्ड हस्तांतरण
"1. প্ৰাচল, স্বাধীন চলক, 2. কোণ","1. पॅरामीटर, स्वतंत्र चल, 2. कोन"
"1. গাণিতিক আৰু যুক্তি একক, 2. গাণিতিক আৰু যুক্তি একক","1. अंकगणित आणि तर्कशास्त्र एकक, 2. अंकगणित आणि तर्कशास्त्र एकक"
গাণিতিক পৰীক্ষা,अंकगणित तपासणी
গাণিতিক ধ্ৰুৱক,अंकगणित स्थिरांक
গাণিতিক তথ্য,अंकगणित डेटा
গাণিতিক নিৰ্দেশনা,अंकगणित सूचना
গাণিতিক আৰু যুক্তিসংগত একক (ALU),गणिती आणि तार्किक एकक (ALU)
ARPA নেট (RPNet),ARPA नेट (RPNet)
এৰে,रचना
"1. এৰে কেচ, 2. এৰেৰ গতি, ৩. এৰে মেমৰি","1. अॅरे कॅशे, 2. अॅरे गती, 3. अॅरे मेमरी"
এৰে কম্পিউটাৰ,अॅरे संगणक
এৰে উপাদান,अॅरे घटक
এৰেৰ নাম,अॅरे नाव
এৰে প্ৰচেছৰ,अॅरे प्रोसेसर
কাঁড় চিহ্ন,बाण की
সন্ধি,करार
জংচন পইণ্ট,जंक्शन पॉइंट
কৃত্ৰিম সংকোচন,कृत्रिम कॉम्पॅक्शन
কৃত্ৰিম নিয়ন্ত্ৰণ,कृत्रिम नियंत्रण
কৃত্ৰিম ইন্দ্ৰিয়,कृत्रिम भावना
মাউন্ট,माउंट
আৰোহী সজাই পৰাই তোলা,चढत्या क्रमवारी
ascii বৰ্ণমালা,ascii वर्णमाला
ascii নিয়ন্ত্ৰণ চিহ্ন,ascii नियंत्रण चिन्ह
ascii ফাইল,ascii फाइल
ascii ফন্ট,ascii फॉन्ट
ASCII স্থানান্তৰ,ASCII हस्तांतरण
এস্পেক্ট ৰেচিঅ&#39;,प्रसर गुणोत्तर
"১.এছপি, ২. এ এছ পি আই","1. एस्पी, 2. एएसपीआय"
এ এছ আৰ কালাদ,ए एस आर कलाड
"১/ স্মৰণ, ২। একত্ৰিত কৰা, ৩. একত্ৰিত কৰা","1. स्मरण, 2. एकत्र करणे, 3. एकत्र करणे"
"১.সমাবেশকাৰী, ২. স্মাৰক","1. असेंबलर, 2. स्मरणपत्र"
"1. একত্ৰিত কৰা, ২. স্মৃতি","1. एकत्र करणे, 2. आठवण"
"১/ মুখস্থ কৰা ভাষা, ২. ভাষা একত্ৰিত কৰা","1. लक्षात ठेवण्याची भाषा, 2. भाषा एकत्र करणे"
সংকল্প,निर्धार
"1. নিৰ্দিষ্ট কাম, 2. আবণ্টন","1. निर्दिष्ट कार्य, 2. वाटप"
সংগীত্ব,सहवास
সহযোগী ঠিকনা,सहयोगी पत्ता
"১.সংগত স্মৃতি, ২. সহযোগী স্মৃতিশক্তি","1. सहयोगी स्मृती, 2. सहयोगी स्मृती"
তাৰকা চিহ্ন (* চিহ্ন),तारका (* चिन्ह)
অসমতাপূৰ্ণ,असममित
"1. এচিনক্ৰ&#39;নাছ , 2. এচিনক্ৰ&#39;নাছ","1. असिंक्रोनस, 2. असिंक्रोनस"
এচিনক্ৰ&#39;নাছ ডিজিটেল গ্ৰাহক লাইন (ADSL),असिंक्रोनस डिजिटल सबस्क्राइबर लाइन (ADSL)
এচিংক্ৰ&#39;নাছ সময় বিভাজন মাল্টিপ্লেক্সিং (ATDM),असिंक्रोनस टाइम डिव्हिजन मल्टीप्लेक्सिंग (ATDM)
এচিনক্ৰ&#39;নাছ স্থানান্তৰ,असिंक्रोनस हस्तांतरण
এচিংক্ৰ&#39;নাছ ট্ৰেন্সফাৰ মোড (ATM),असिंक्रोनस ट्रान्सफर मोड (ATM)
"১.পৰমাণু, ২. পৰমণ","1. अणू, 2. परमान"
সংলগ্ন নথিপত্ৰ,संलग्न दस्तऐवज
"1. সংলগ্ন ফাইল/মিছিল, 2. সংলগ্ন ফাইল","1. संलग्न फाइल/ मिसाइल, 2. संलग्न फाइल"
"১.আৱৰণ, ২. সংযুক্ত","1. संलग्नक, 2. संलग्न"
"১.গুণ, ২. বৈশিষ্ট্য","1. गुणधर्म, 2. खासियत"
শ্ৰৱণযোগ্য,ऐकण्यायोग्य
"1. অডিট প্ৰগ্ৰেমিং, 2. অডিট প্ৰগ্ৰেমিং","1. ऑडिट प्रोग्रामिंग, 2. ऑडिट प्रोग्रामिंग"
একাউণ্ট পৰীক্ষণ,खाते सत्यापन
প্ৰচাৰ,जाहिरात
প্ৰমাণীকৰণ প্ৰট&#39;কল,प्रमाणन प्रोटोकॉल
লেখক পদ্ধতি,लेखन पद्धत
"১.কৰ্তৃত্ব, ২. কৰ্তৃত্ব, ৩. ন্যায়াধিকৰণ","1. प्राधिकरण, 2. अधिकार, 3. न्यायाधिकरण"
অটো বিমূৰ্ত,स्वयं गोषवारा
"1. স্বয়ংক্ৰিয় বুটিং, 2. self বুট","1. ऑटो बूटिंग, 2. स्वत: बूट"
AutoCAD (এটা কম্পিউটাৰ ভাষা),ऑटोकॅड (संगणक भाषा)
স্বয়ংক্ৰিয় লগ-অন,ऑटो लॉग-ऑन
automata,स्वयंचलित
automata তত্ত্ব,ऑटोमेटा सिद्धांत
স্বয়ংক্ৰিয় গণনা,स्वयंचलित गणना
স্বয়ংক্ৰিয় তথ্য প্ৰক্ৰিয়াকৰণ,स्वयंचलित डेटा प्रक्रिया
স্বয়ংক্ৰিয় ভুল সংশোধন,स्वयंचलित त्रुटी सुधारणा
অটো ফাংচন,स्वयं कार्य
"1. স্বয়ংক্ৰিয় সূচীভুক্তকৰণ, 2. স্বয়ংক্ৰিয় তালিকাভুক্তকৰণ","1. स्वयंचलित अनुक्रमणिका, 2. स्वयंचलित सूची"
অটো-সংগ্ৰহ কল,स्वयं-संग्रह कॉल
"1. স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং, 2. স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং","1. स्वयंचलित प्रोग्रामिंग, 2. स्वयंचलित प्रोग्रामिंग"
"1. স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম, 2. স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম","1. स्वयंचलित पुनर्प्राप्ती कार्यक्रम, 2. स्वयंचलित पुनर्प्राप्ती कार्यक्रम"
অটো ৰুটিন,स्वयं दिनचर्या
স্বয়ংক্ৰিয় চিস্টেম পুনৰুদ্ধাৰ,स्वयंचलित प्रणाली पुनर्प्राप्ती
"১/ স্বয়ংক্ৰিয় টেলাৰ মেচিন (এটিএম), ২. স্বয়ং উলিওৱাৰ বাবে বেংকৰ ATM","1. ऑटोमॅटिक टेलर मशिन्स (ATM), 2. स्वत: पैसे काढण्यासाठी बँक एटीएम"
অটোমেচন,ऑटोमेशन
"1. অটোপ্লে , 2. অটো ৱাক","1. ऑटोप्ले, 2. ऑटो चालणे"
কণ্ঠদান,स्वर
সহায়ক,सहाय्यक
সহায়ক স্মৃতিশক্তি,सहाय्यक मेमरी
সহায়ক সংৰক্ষণ,सहायक स्टोरेज
উপলব্ধ তালিকা,उपलब्ध यादी
উপলব্ধ সময়,उपलब्ध वेळ
গড়,सरासरी
AWK (এটা কম্পিউটাৰ কমাণ্ড),AWK (संगणक कमांड)
পাছত,नंतर
পোষ্ট প্ৰচেছৰ,पोस्ट प्रोसेसर
পশ্চাৎ কাৰ্য্য বিলোপন,पोस्टरियर फंक्शन हटवणे
পটভূমি প্ৰক্ৰিয়াকৰণ,पार्श्वभूमी प्रक्रिया
আনুষংগিক দোকানসমূহ,सहायक स्टोअर्स
বেক পেচিং,बॅक पॅचिंग
"১.পশ্চিম, ২. বেকস্পেচ","1. पश्चिम, 2. बॅकस्पेस"
পিছুৱাই যোৱা,बॅकट्रॅकिंग
"1. বেক-আপ , 2. ৰিইম্বৰ্চেমেণ্ট","1. बॅक-अप, 2. प्रतिपूर्ती"
"১/ পৰিপূৰক স্মৃতিশক্তি, ২. বেক-আপ মেমৰি","1. पूरक स्मृती, 2. बॅकअप मेमरी"
পিছলৈ ভুল সংশোধন,परत त्रुटी सुधारणा
(আয়-ব্যয়) বেলেন্স শ্বীট,(उत्पन्न-खर्च) ताळेबंद
পট্টি,मलमपट्टी
"১.বেণ্ড প্ৰস্থ, ২. বেণ্ডউইডথ/ক্ষমতা","1. बँड रुंदी, 2. बँडविड्थ/क्षमता"
বেংকাৰৰ এলগৰিদম,बँकरचा अल्गोरिदम
"1. বাৰ ক&#39;ড, 2. বাৰ ক&#39;ড","1. बार कोड, 2. बार कोड"
বাৰক&#39;ড স্ক্যানাৰ,बारकोड स्कॅनर
বাৰ গ্ৰাফ,बार आलेख
ভিত্তি ঠিকনা,मूळ पत्ता
বেচ বেণ্ড,बेस बँड
আধাৰ নম্বৰ,आधार क्रमांक
ভিত্তি টেবুল,बेस टेबल
মূল (এটা কম্পিউটাৰ ভাষা),बेसिक (संगणक भाषा)
"1. মূল নিয়ন্ত্ৰণ , 2. ভিত্তি নিয়ন্ত্ৰণ","1. मूलभूत नियंत्रण, 2. बेस नियंत्रण"
"১/ মূল বিনিয়োগ, ২. ভিত্তি বিনিয়োগ","1. मूळ गुंतवणूक, 2. मूळ गुंतवणूक"
মূল নিৰ্দেশনা,मूलभूत सूचना
ভিত্তি বিষয়,मूळ समस्या
মূল পৰ্যায়,मूलभूत टप्पा
"১.বেচ, ২. গোট, ৩. বিপৰ্যয়","1. बॅच, 2. गट, 3. आपत्ती"
"1. বেচ ফাইল, 2. বেচ ফাইল","1. बॅच फाइल, 2. बॅच फाइल"
বেচৰ অৱস্থা,बॅच स्थिती
"১.বেচ প্ৰচেছিং, ২. গ্ৰুপ প্ৰচেছিং","1. बॅच प्रोसेसिंग, 2. गट प्रक्रिया"
"1. বেচ ব্যৱস্থা, 2. কেটাপল্ট ব্যৱস্থা","1. बॅच सिस्टम, 2. कॅटपल्ट प्रणाली"
baud,बॉड
বড হাৰ,बॉड दर
ৰশ্মি ৰশ্মি,तुळई तुळई
"1. নিৰ্দেশনা , 2. বেচ মাৰ্ক","1. मार्गदर्शक तत्त्वे, 2. बॅच मार्क"
দ্বিমুখী যোগাযোগ,द्विदिश संप्रेषण
প্ৰত্যক্ষ সংযোগ,थेट दुवा
বাইনাৰী ক&#39;ড,बायनरी कोड
বাইনাৰী অংক,बायनरी अंक
বাইনাৰী বিনিয়োগ আউটপুট ব্যৱস্থা (BIOS),बायनरी इन्व्हेस्टमेंट आउटपुट सिस्टम (BIOS)
বাইনাৰী সংখ্যা,बायनरी संख्या
বাইনাৰী অপাৰেটৰ,बायनरी ऑपरेटर
বাইনাৰী সম্পৰ্ক,बायनरी संबंध
বাইনাৰী সন্ধান,बायनरी शोध
বাইনাৰী অন্বেষণ বৃক্ষ (BST),बायनरी एक्सप्लोरेशन ट्री (BST)
"1. বাইনাৰী স্থানান্তৰ গছ, 2. বাইনাৰী স্থানান্তৰ","1. बायनरी ट्रान्सफर ट्री, 2. बायनरी हस्तांतरण"
বাইনাৰী গছ,बायनरी झाड
"১.দ্বিমেৰু স্মৃতিশক্তি, ২. বাইপোলাৰ মেম’ৰী","1. द्विध्रुवीय स्मृती, 2. द्विध्रुवीय स्मृती"
"১/ জন্ম আৰু মৃত্যুৰ আৰ্হি, ২. জন্ম মৃত্যুৰ আৰ্হি","1. जन्म आणि मृत्यू मॉडेल, 2. जन्म मृत्यू मॉडेल"
জন্ম মৃত্যু প্ৰক্ৰিয়া,जन्म मृत्यू प्रक्रिया
"১.ডুয়েক, ২. বিট","1. ड्यूक, 2. बिट"
বিট দোষ,थोडा दोष
বিট মেপ,बिट नकाशा
"1. বিট , 2. মানচিত্ৰ, ৩. পিক্সেল (BMP)","1. बिट, 2. नकाशा, 3. पिक्सेल (BMP)"
"1. বিট মেট্ৰিক্স, 2. বিট টেবুল","1. बिट मॅट्रिक्स, 2. बिट टेबल"
বিট পেটাৰ্ণ,बिट नमुना
বিটৰ অৱস্থান,बिट स्थिती
"1. বিট হাৰ, 2. বিট হাৰ","1. बिट रेट, 2. बिट दर"
চকুত পটি পৰীক্ষা কৰা,डोळ्यावर पट्टी चाचणी
shimmer,चमकणे
অৱৰুদ্ধ কৰা,ब्लॉक
"1. ব্লক কেচ, 2. ব্লক কেচ / চুংক মেমৰি","1. ब्लॉक कॅशे, 2. ब्लॉक कॅशे / भाग मेमरी"
ব্লক প্ৰ&#39;ব,ब्लॉक चौकशी
ভলিউম কপি,खंड प्रत
ব্লক ডায়াগ্ৰাম,ब्लॉक आकृती
"1. ব্লক কৰা নেটৱৰ্ক, 2. ব্লক কৰা নেটৱাৰ্ক","1. ब्लॉक केलेले नेटवर्क, 2. ब्लॉक केलेले नेटवर्क"
ব’ৰ্ড,बोर्ड
পৃষ্ঠাৰ স্মৃতিশক্তি,पृष्ठ मेमरी
বুলিয়ান বীজগণিত,बुलियन बीजगणित
বুলিয়ান সম্পৰ্ক,बुलियन संबंध
বুট বিভাজন,बूट विभाजन
বুট ষ্ট্ৰেপিং,बूट strapping
1.বুটষ্ট্ৰেপ লোডাৰ,1.बूटस्ट्रॅप लोडर
"১.দলং, ২.দলং","1.ब्रिज, 2.ब्रिज"
ব্ৰডবেণ্ড নেটৱৰ্ক,ब्रॉडबँड नेटवर्क
সম্প্ৰচাৰ,प्रसारण
সম্প্ৰচাৰ ৰেডিঅ&#39;,रेडिओ प्रसारित करा
(নেট) ভ্যাৰিয়েন্স,(नेट) भिन्नता
(নেট) ভিকাৰ,(net) vicar
বি-ট্ৰু,बी-ट्रू
"1.বাবল মেমৰি, 2.বাবল মেমৰি","1.बबल मेमरी, 2.बबल मेमरी"
বুদবুদ সজাই পৰাই তোলা,बबल क्रमवारी
"১.বাল্টি, ২.বাল্টি","१ बादली, २ बादली"
"১.ভ্ৰাতৃত্ববোধ ব্যৱস্থা, ২.বৃহৎ ব্যৱস্থা","1.बंधुत्व व्यवस्था, 2.मोठी व्यवस्था"
বাজেট ফলপ্ৰসূ নিয়ন্ত্ৰণ,प्रभावी बजेट नियंत्रण
বাফাৰ,बफर
অভাৱ,उणीव
বাছ,पुरेसा
"১.অষ্ট ব্যাংক, ২. বিট (আঠটা বিট)","1. अष्ट व्यंक, 2. बिट (आठ बिट)"
বাইট ক&#39;ড,बाइट कोड
C (কম্পিউটাৰ ভাষা),सी (संगणक भाषा)
"1.C Plus Plus, 2.C++ (কম্পিউটাৰ ভাষা)","१.सी प्लस प्लस, २.सी++ (संगणक भाषा)"
"১.নগদ ধন, ২. বেগাই","1.रोख, 2. जलद"
"1.কেচ বাফাৰ, 2.মেমৰি বাফাৰ","1.कॅशे बफर, 2.मेमरी बफर"
"1.কেচ মেমৰি, 2.কেচ মেমৰি, 3.দ্ৰুত মেমৰি","1.कॅशे मेमरी, 2.कॅशे मेमरी, 3.फास्ट मेमरी"
গণনা কৰা,गणना
"১.কেলকুলেটৰ, ২.কেলকুলেটৰ","1.कॅल्क्युलेटर, 2.कॅल्क्युलेटर"
"1.কেলকুলেটৰ চিপ,2. কেলকুলেটৰ চিপ","1.कॅल्क्युलेटर चिप, 2. कॅल्क्युलेटर चिप"
আমন্ত্ৰণ কৰক,आवाहन करा
নাম কল,नाव कॉल
ৰেফাৰেন্স কল,संदर्भ कॉल
সন্মানীয় আহ্বান,सन्मान कॉल
ভেৰিয়েবল কল,व्हेरिएबल कॉल
আমন্ত্ৰণ গেট,आवाहन गेट
"1. বাতিল কৰক, 2. বাতিল কৰক","1. रद्द करा, 2. रद्द करा"
বাতিল বুটাম,रद्द करण्याचे बटण
"১.নিৰ্দিষ্ট কৰা, ২. কেননিক","1. विहित, 2. विहित"
কেননিক ৰূপ,प्रामाणिक फॉर्म
সক্ষমতা,क्षमता
ক্ষমতা তালিকা,क्षमता यादी
"১.সামৰ্থ্য, ২. ধৰি ৰখা","1. क्षमता, 2. धारण"
caps লক চাবি,कॅप्स लॉक की
"১.কাৰ্ড, ২. চাদৰ","1.कार्ड, 2. पत्रक"
কাৰ্ড ৰিডাৰ,कार्ड रीडर
প্ৰাধান্য,प्रमुखता
বাহক,वाहक
বাহক বেণ্ড,वाहक बँड
বাহক বোজা,वाहक लोड
বাহক সংকেত,वाहक सिग्नल
বাহক তৰংগ,वाहक लहर
লাভ কৰা হৈছে,साध्य केले
স্ক’ৰ লাভ কৰা হৈছে,स्कोअर मिळवला
অৰ্জন কৰা পতাকা,ध्वज प्राप्त केला
"1.কাৰটিজ ডিস্ক, 2.কাৰটিজ ডিস্ক","1.काडतूस डिस्क, 2.काडतूस डिस्क"
"1. কেছকেড, 2. কেছকেড","1. धबधबा, 2. धबधबा"
ঘটনা,केस
কেথ&#39;ড-ৰে-টিউব (CRT),कॅथोड-रे-ट्यूब (सीआरटी)
কেথ’ড ৰে টিউব (CRT) কেথ’ড ৰে টিউব,कॅथोड रे ट्यूब (सीआरटी) कॅथोड रे ट्यूब
cd rom ডিস্ক ড্ৰাইভ,सीडी रोम डिस्क ड्राइव्ह
কোষ,सेल
কোষ এনিমেচন,सेल अॅनिमेशन
চেলুলাৰ ফোন,भ्रमणध्वनी
"১.কেন্দ্ৰীয় স্মৃতি, ২. কেন্দ্ৰীয় স্মৃতিশক্তি","1. केंद्रीय स्मृती, 2. केंद्रीय स्मृती"
কেন্দ্ৰীয় প্ৰক্ৰিয়াকৰণ একক (CPU),सेंट्रल प्रोसेसिंग युनिट (CPU)
