Telugu,Odiya
క్రియాశీల లింక్,ସକ୍ରିୟ ଲିଙ୍କ୍ |
యాక్టివ్ మాస్టర్ ఫైల్,ସକ୍ରିୟ ମାଷ୍ଟର ଫାଇଲ |
యాక్టివ్ మాస్టర్ ఐటెమ్,ସକ୍ରିୟ ମାଷ୍ଟର ଆଇଟମ୍ |
క్రియాశీల ఉపగ్రహం,ସକ୍ରିୟ ଉପଗ୍ରହ |
యాక్టివ్ స్టేషన్,ସକ୍ରିୟ ଷ୍ଟେସନ
క్రియాశీల నిల్వ,ସକ୍ରିୟ ସଂରକ୍ଷଣ
కార్యాచరణ,କାର୍ଯ୍ୟକଳାପ
కార్యాచరణ స్థాయి,କାର୍ଯ୍ୟକଳାପ ସ୍ତର
కార్యాచరణ లోడింగ్,କାର୍ଯ୍ୟକଳାପ ଲୋଡିଂ
కార్యాచరణ నిష్పత్తి,କାର୍ଯ୍ୟକଳାପ ଅନୁପାତ
వాస్తవ చిరునామా (= సంపూర్ణ చిరునామా),ପ୍ରକୃତ ଠିକଣା (= ସଂପୂର୍ଣ୍ଣ ଠିକଣା)
వాస్తవ కోడ్ (= సంపూర్ణ కోడ్),ପ୍ରକୃତ କୋଡ୍ (= ସଂପୂର୍ଣ୍ଣ କୋଡ୍)
వాస్తవ డేటా బదిలీ రేటు,ପ୍ରକୃତ ଡାଟା ସ୍ଥାନାନ୍ତର ହାର |
వాస్తవ దశాంశ బిందువు,ପ୍ରକୃତ ଦଶମିକ ବିନ୍ଦୁ |
వాస్తవ సూచన (= ప్రభావవంతమైన సూచన),ପ୍ରକୃତ ନିର୍ଦ୍ଦେଶ (= ପ୍ରଭାବଶାଳୀ ନିର୍ଦ୍ଦେଶ)
అసలు కీ,ପ୍ରକୃତ ଚାବି |
అసలు సమయం,ପ୍ରକୃତ ସମୟ
వాస్తవ పని సమయం,ପ୍ରକୃତ କାର୍ଯ୍ୟ ସମୟ
సిగ్నల్ యాక్చువేటింగ్,କାର୍ଯ୍ୟକ୍ଷମ ସଙ୍କେତ
అనుకూలత,ଅନୁକେତ
అడాప్టర్,ଆଡାପ୍ଟର
అడాప్టివ్ ఛానల్ కేటాయింపు,ଆଡାପ୍ଟିଭ୍ ଚ୍ୟାନେଲ୍ ଆବଣ୍ଟନ |
అడాప్టివ్ ఇంటిగ్రేషన్,ଆଡାପ୍ଟିଭ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |
అడాప్టివ్ ట్రాన్స్వర్సల్ ఈక్వలైజర్,ଆଡାପ୍ଟିଭ୍ ଟ୍ରାନ୍ସଭର୍ସାଲ୍ ସମାନତା |
ఎంట్రీ జోడించబడింది,ପ୍ରବେଶ ଯୋଗ କରାଯାଇଛି |
అనుబంధం,ଯୋଡି
Adder,ଆଡର୍
అడెర్ సబ్‌ట్రాక్టర్,ଆଡର୍ ସବଟ୍ରାକ୍ଟର |
ఫైల్ జోడించండి,ଫାଇଲ୍ ଯୋଡନ୍ତୁ
అదనపు అక్షరం (= ప్రత్యేక అక్షరం),ଅତିରିକ୍ତ ଅକ୍ଷର (= ବିଶେଷ ଅକ୍ଷର)
అదనంగా రికార్డర్,ଯୋଗ ରେକର୍ଡ |
అదనంగా పట్టిక,ଯୋଗ ଉପକରଣ
సంకలిత లక్షణం,ଯୋଗୀ ଗୁଣ
మోడ్‌ను జోడించండి,ମୋଡ୍ ଯୋଡନ୍ତୁ
ఆపరేషన్ జోడించండి,ଅପରେସନ୍ ଯୋଡନ୍ତୁ |
చిరునామా,ଠିକଣା
చిరునామా కొలత,ଠିକଣା ମାପ ମାପ |
చిరునామా క్షితిజ సమాంతర స్థానం,ଠିକଣା ଯୋଗ୍ୟ ଭୂସମାନ୍ତର ସ୍ଥିତି |
చిరునామా పాయింట్,ଠିକଣା ଯୋଗ୍ୟ ବିନ୍ଦୁ |
చిరునామా స్థానం,ଠିକଣା ଯୋଗ୍ୟ ଅବସ୍ଥାନ |
చిరునామా రిజిస్టర్,ଠିକଣା ଯୋଗ୍ୟ ରେଜିଷ୍ଟର |
చిరునామా నిల్వ,ଠିକଣା ଯୋଗ୍ୟ ଷ୍ଟୋରେଜ
చిరునామా నిలువు స్థానం,ଠିକଣା ଭୂଲମ୍ବ ସ୍ଥିତି |
చిరునామా బస్సు,ଠିକଣା ବସ୍
చిరునామా కోడ్,ଠିକଣା କୋଡ୍
చిరునామా కంపారిటర్,ଠିକଣା ତୁଳସୀତି
చిరునామా గణన,ଠିକଣା ଗଣନା
చిరునామా స్థిరాంకం,ସ୍ଥିର ଠିକଣା
చిరునామా మార్పిడి,ଠିକଣା କନଭର୍ସନ୍ |
చిరునామా డేటా,ଠିକଣା ତଥ୍ୟ
చిరునామా మెమరీ,ଠିକଣା ମେମୋରୀ |
చిరునామా ప్రభావవంతంగా ఉంటుంది,ଠିକଣା ପ୍ରଭାବଶାଳୀ |
చిరునామా ఫీల్డ్,ଠିକଣା କ୍ଷେତ୍ର
చిరునామా ఆకృతి,ଠିକଣା ଫର୍ମାଟ୍
చిరునామా ఉచిత ప్రోగ్రామ్,ଠିକଣା ମାଗଣା ପ୍ରୋଗ୍ରାମ୍ |
చిరునామా,ଠିକଣା
చిరునామా  పాత్ర,ଠିକଣା  ବର୍ଣ୍ଣ
అంతరాయాన్ని పరిష్కరించడం,ବାଧା ଠିକଣା
చిరునామా లూప్,ଲୁପ୍ ଠିକଣା
వర్చువల్ మెమరీని పరిష్కరించడం,ଭର୍ଚୁଆଲ୍ ମେମୋରୀ ଠିକଣା
చిరునామా ఇంటర్లేసింగ్,ଠିକଣା ଅନ୍ତରାପଳୀ
చిరునామా లేని సూచనల ఆకృతి,ଠିକଣାହୀନ ନିର୍ଦ୍ଦେଶ ଫର୍ମାଟ୍ |
చిరునామా లైన్,ଠିକଣା ରେଖା
చిరునామా మ్యాపింగ్,ଠିକଣା ମ୍ୟାପିଙ୍ଗ
చిరునామా గుర్తు,ଠିକଣା ଚିହ୍ନ
చిరునామా మార్పు,ଠିକଣା ପରିବର୍ତ୍ତନ
చిరునామా భాగం,ଠିକଣା ଅଂଶ
చిరునామా పాయింటర్,ଠିକଣା ସୂଚକ
చిరునామా రిజిస్టర్,ଠିକଣା ରେଜିଷ୍ଟର |
చిరునామా సిగ్నల్,ଠିକଣା ସଙ୍କେତ
చిరునామా పరిమాణం,ଠିକଣା ଆକାର
చిరునామా స్థలం,ଠିକଣା ସ୍ଥାନ
చిరునామా స్పేస్ ఐడెంటిఫైయర్,ଠିକଣା ସ୍ପେସ୍ ପରିଚାୟକ |
చిరునామా స్టాప్,ଠିକଣା ଷ୍ଟପ୍
చిరునామా ట్రేస్,ଠିକଣା ଚିହ୍ନ
చిరునామా ట్రాక్,ଠିକଣା ଟ୍ରାକ୍
చిరునామా అనువాదం,ଠିକଣା ଅନୁବାଦ
చిరునామా అనువాదకుడు,ଠିକଣା ଅନୁବାଦକ
జోడించు-ఉపశమనం సమయం,ଯୋଡନ୍ତୁ-ସବଟ୍ରାକ୍ଟ ଟାଇମ୍ |
సమయాన్ని జోడించండి,ସମୟ ଯୋଡନ୍ତୁ |
ప్రక్కనే,ସଂଲଗ୍ନ
ప్రక్కనే ఉన్న నిర్మాణం,ସଂଲଗ୍ନ structure ାଞ୍ଚା |
ప్రక్కనే ఉన్న ఛానల్,ସଂଲଗ୍ନ ଚ୍ୟାନେଲ |
ప్రక్కనే ఉన్న డొమైన్,ସଂଲଗ୍ନ ଡୋମେନ୍ |
ప్రక్కనే ఉన్న మాతృక,ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |
ప్రక్కనే ఉన్న నోడ్,ସଂଲଗ୍ନ ନୋଡ୍ |
ప్రక్కనే ఉన్న సబ్‌యారియా,ସଂଲଗ୍ନ ସୁବିରା |
అడ్జాయింట్ (సిస్టమ్),Adjone (ସିଷ୍ଟମ୍)
సర్దుబాటు,ଆଡଜଷ୍ଟ କରନ୍ତୁ |
సర్దుబాటు పరిధి,ନିୟନ୍ତ୍ରିତ ପରିମାଣ
టెక్స్ట్ మోడ్‌ను సర్దుబాటు చేయండి,ପାଠ୍ୟ ମୋଡ୍ ଆଡଜଷ୍ଟ କରନ୍ତୁ |
అడ్మినిస్ట్రేటివ్ డేటా ప్రాసెసింగ్,ପ୍ରଶାସନିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
పరిపాలనా ఆపరేషన్,ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ
అడ్మినిస్ట్రేటివ్ ఆపరేటర్,ପ୍ରଶାସନିକ ଅପରେଟର |
అడ్మినిస్ట్రేటివ్ ఆపరేటర్ స్టేషన్,ପ୍ରଶାସନିକ ଅପରେଟର୍ ଷ୍ଟେସନ୍ |
పరిపాలనా మద్దతు వ్యవస్థ,ପ୍ରଶାସନିକ ସମର୍ଥନ ସିଷ୍ଟମ୍ |
అధునాతన కమ్యూనికేషన్ సేవ,ଉନ୍ନତ ଯୋଗାଯୋଗ ସେବା |
అధునాతన సమాచార వ్యవస్థ,ଉନ୍ନତ ସୂଚନା ସିଷ୍ଟମ୍ |
అధునాతనమైన ఆప్టికల్ క్యారెక్టర్ రీడర్,ଅପ୍ଟିକାଲ୍ ବର୍ଣ୍ଣ ରିଡର୍ |
అధునాతన శాస్త్రీయ కంప్యూటర్,ଉନ୍ନତ ବ scientific ଜ୍ଞାନିକ କମ୍ପ୍ୟୁଟର |
ఆకాశయాన,ବାୟୁ
మొత్తం,ସମୁଦାୟ
మొత్తం వ్యక్తీకరణ,ସମୁଦାୟ ଅଭିବ୍ୟକ୍ତି |
లక్ష్య వృత్తం,ଲକ୍ଷ୍ୟ ସର୍କଲ୍ |
లక్ష్యం ఫీల్డ్ (= లక్ష్యం చిహ్నం),ଲକ୍ଷ୍ୟ କ୍ଷେତ୍ର (= ଲକ୍ଷ୍ୟ କରୁଥିବା ପ୍ରତୀକ)
లక్ష్యం చిహ్నం,ଲକ୍ଷ୍ୟମୂଳକ ପ୍ରତୀକ
వాయుమార్గాన కంప్యూటర్ వ్యవస్థ,ଏୟାରବୋର୍ନ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |
బీజగణిత ఈజెన్వాల్యూ సమస్య,ବୀଜେବ୍ରିକ୍ ଇଗେନ୍ଭିଲ୍ ସମସ୍ୟା ସମସ୍ୟା |
బీజగణితం  అనుసంధానం,ବ el ୍ଜନିକ୍ |  ଏକୀକରଣ
బీజగణిత భాష,ବଗିଳିନିକ୍ ଭାଷା |
బీజగణిత మానిప్యులేషన్,ବୀଜେବ୍ରିକ୍ ମନିପୁଲେସନ୍ |
బీజగణిత మానిప్యులేషన్ భాష,Algebric ମନିପୁଲେସନ୍ ଭାଷା |
బీజగణిత ఆధారిత భాష,ବୀଜେବ୍ରିକ୍ ଆଧାରିତ ଭାଷା |
బీజగణిత షిఫ్ట్,ଆଲଜେବ୍ରିକ୍ ସିଫ୍ଟ |
బీజగణిత సంకేత సమావేశం,ଆଲଜେବ୍ରିକ୍ ଚିହ୍ନ ସମ୍ମିଳନୀ |
ఆల్గోల్,ଆଲଗୋଲ୍ |
ఆల్గోల్ ఫీచర్,ଆଲଗୋଲ ବ feature ଶିଷ୍ଟ୍ୟ |
ఆల్గోల్ ప్రోగ్రామింగ్,Algol ପ୍ରୋଗ୍ରାମିଂ |
అల్గోరిథం,ଆଲଗୋରିଦମ
అల్గోరిథం అసోసియేటివ్ లాంగ్వేజ్,ଆଲଗୋରିଦମ ଆସୋସିଟିଭ୍ ଭାଷା |
అల్గోరిథం వర్గీకరణ,ଆଲଗୋରିଦମ ବର୍ଗୀକରଣ |
అల్గోరిథం సంక్లిష్టత,ଆଲଗୋରିଦମ ଜଟିଳତା |
అల్గోరిథం కంప్యూటబిలిటీ,ଆଲଗୋରିଦମ ଗଣନା |
అల్గోరిథమిక్ విశ్లేషణ,ଆଲଗୋରିଥେମିକ୍ ବିଶ୍ଳେଷଣ |
అల్గోరిథమిక్ విధానం,ଆଲଗୋରିଥମିକ୍ ଆଭିମୁଖ୍ୟ |
అల్గోరిథమిక్ భాష,ଆଲଗୋରିଥମିକ୍ ଭାଷା |
అల్గోరిథమిక్ దినచర్య,ଆଲଗୋରିଥେମିକ୍ ରୁଟିନ୍ |
అల్గోరిథమిక్ సిద్ధాంతం,ଆଲଗୋରିଥେମିକ୍ ସିଦ୍ଧାନ୍ତ |
అలియాస్,ଛଦ୍ମନାମ
అలియాసింగ్,ଛଦ୍ମନାମ
అలియాస్ పేరు (= ప్రత్యామ్నాయ పేరు),ଛଦ୍ମନାମ ନାମ (= ​​ବିକଳ୍ପ ନାମ)
అమరిక,ପରିଚାଳିତ
కేటాయించండి,ବଣ୍ଟନ କରନ୍ତୁ |
కేటాయింపు నిర్మాణం,ଆବଣ୍ଟନ ସଂରଚନା |
ఆల్-పర్పస్ కంప్యూటర్,ସମସ୍ତ ଉଦ୍ଦେଶ୍ୟମୂଳକ କମ୍ପ୍ୟୁଟର |
అక్షర పాత్ర,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ
అక్షర అక్షర సమితి,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ ସେଟ୍ |
అక్షర అక్షర ఉపసమితి,ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସବ୍ |
అక్షర కోడ్,ବର୍ଣ୍ଣମାଳା କୋଡ୍
అక్షర షిఫ్ట్,ବର୍ଣ୍ଣମାଳା ଶିଫ୍ଟ |
అక్షర స్ట్రింగ్,ବର୍ଣ୍ଣମାଳା ଷ୍ଟ୍ରିଙ୍ଗ୍ |
అక్షర పదం,ବର୍ଣ୍ଣମାଳା ଶବ୍ଦ
వర్ణమాల,ବର୍ଣ୍ଣମାଳା
ఆల్ఫాజియోమెట్రిక్స్,ଆଲଫେମେଟ୍ରିକ୍ସ
ఆల్ఫామెరిక్,ଆଲଫାମ୍
ఆల్ఫామోసాయిక్,ଆଲଫାମାସିକ୍ |
ఆల్ఫాన్యూమరిక్,ବର୍ଣ୍ଣମାଳା
ఆల్ఫాన్యూమరికల్ కీబోర్డ్ పరికరం,ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ ଉପକରଣ |
ఆల్ఫాన్యూమరిక్ క్యారెక్టర్ సెట్,ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସେଟ୍ |
ఆల్ఫాన్యూమరిక్ కోడ్,ବର୍ଣ୍ଣମାଳା କୋଡ୍
ఆల్ఫాన్యూమరిక్ కోడెడ్ క్యారెక్టర్ సెట్,ବର୍ଣ୍ଣମାଳା କୋଡେଡ୍ ଅକ୍ଷର ସେଟ୍ |
ఆల్ఫాన్యూమరిక్ డేటా,ବର୍ଣ୍ଣମାଳା ତଥ୍ୟ |
ఆల్ఫాన్యూమరిక్ డిస్ప్లే పరికరం,ବର୍ଣ୍ଣମାଳା ପ୍ରଦର୍ଶନ ଉପକରଣ |
ఆల్ఫాన్యూమరిక్ సవరించిన పాత్ర,ବର୍ଣ୍ଣମାଳା ସମ୍ପାଦିତ ବର୍ଣ୍ଣ |
ఆల్ఫాన్యూమరిక్ ఫీల్డ్,ବର୍ଣ୍ଣମାଳା କ୍ଷେତ୍ର
ఆల్ఫాన్యూమరిక్ ఇన్స్ట్రక్షన్,ବର୍ଣ୍ଣମାଳା ନିର୍ଦ୍ଦେଶ
ఆల్ఫాన్యూమరిక్ కీబోర్డ్,ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |
ఆల్ఫాన్యూమరిక్ విధమైన,ବର୍ଣ୍ଣମାଳା ପ୍ରକାର |
ఆల్ఫాన్యూమరిక్ స్టోరేజ్,ବର୍ଣ୍ଣମାଳା ଷ୍ଟୋରେଜ୍ |
మార్చగల మెమరీ,ବିକୃତ ସ୍ମୃତି
మార్పు స్విచ్,ପରିବର୍ତ୍ତନ ସୁଇଚ୍ |
మార్చడం,ପରିବର୍ତ୍ତନ
ఆల్టర్ మోడ్,ପରିବର୍ତ୍ତନ ମୋଡ୍
ప్రత్యామ్నాయ రికవరీ,ଅନ୍ୟ ପୁନରୁଦ୍ଧାର
ప్రత్యామ్నాయ మార్గం,ବିକଳ୍ପ ମାର୍ଗ
ప్రత్యామ్నాయ రౌటింగ్,ଅନ୍ୟ ଧାତାଳ
ప్రత్యామ్నాయ ట్రాక్,ବିକଳ୍ପ ଟ୍ରାକ୍
ప్రత్యామ్నాయం (= లేదా ఆపరేషన్),ବିକଳ୍ପ (= କିମ୍ବା ଅପରେସନ୍)
ప్రత్యామ్నాయ లక్షణం,ବିକଳ୍ପ ଗୁଣ
ప్రత్యామ్నాయ తిరస్కరణ (= మరియు ఆపరేషన్ కాదు),ବିକଳ୍ପ ଅସ୍ୱୀକାର (= ନୁହେଁ-ଏବଂ ଅପରେସନ୍)
అస్పష్టత లోపం,ଅସ୍ପଷ୍ଟତା ତ୍ରୁଟି |
అస్పష్టమైన సూచన,ଅସ୍ପଷ୍ଟ ରେଫରେନ୍ସ |
అనలాగ్,ଆନାଗଲଗ୍ |
అనలాగ్ యాడర్,ଆନାଗଲ୍ ଆଡର୍ |
అనలాగ్ ఛానల్,ଆନାଗଲ୍ ଚ୍ୟାନେଲ୍ |
అనలాగ్ కంప్యూటర్,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
అనలాగ్ కన్వర్టర్,ଆନାଗଲ୍ କନଭର୍ଟର |
అనలాగ్ డేటా,ଆନାଗଲ୍ ଡାଟା |
అనలాగ్ డివైడర్,ଆନାଗଲ୍ ଡିଭାଇଡର୍ |
అనలాగ్ ఫెసిలిటీ టెర్మినల్,ଆନାଗଲ୍ ସୁବିଧା ଟର୍ମିନାଲ୍ |
అనలాగ్ ఫంక్షన్  జనరేటర్,ଆନାଗଲ୍ ଫଙ୍କସନ୍ |  ଜେନେରେଟର
అనలాగ్ ఇంటిగ్రేషన్,ଆନାଗଲ୍ ଏକୀକରଣ |
అనలాగ్ గుణకం,ଆନାଗଲ୍ ମଲ୍ଟିୱାର୍ଡ |
అనలాగ్ ప్రోగ్రామింగ్,ଆନାଗଲ୍ ପ୍ରୋଗ୍ରାମିଂ |
అనలాగ్ స్కేలింగ్,ଆନାଗଲ୍ ସ୍କେଲିଂ |
అనలాగ్ సిగ్నల్,ଆନାଗଲ୍ ସିଗନାଲ୍ |
అనలాగ్ అనుకరణ,ଆନାଗଲ୍ ସିମୁଲେସନ୍
అనలాగ్ స్విచ్,ଆନାଗଲ୍ ସୁଇଚ୍ |
అనలాగ్ వ్యవస్థ,ଆନାଗୋଲଗ୍ ସିଷ୍ଟମ୍ |
డిజిటల్‌కు అనలాగ్  కన్వర్టర్,ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |  Convercer
డిజిటల్‌కు అనలాగ్  ఎన్కోడర్,ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |  ଏନକୋଡର୍ |
అనలాగ్ ట్రాన్స్మిషన్,ଆନାଗଲ୍ ଟ୍ରାନ୍ସମିସନ୍ |
అనలాగ్ రకం,ଆନାଗଲ୍ ପ୍ରକାର |
విశ్లేషణ బ్లాక్,ବିଶ୍ଳେଷଣ କ୍ଷେତ୍ର
విశ్లేషణ మోడ్,ବିଶ୍ଳେଷଣ ମୋଡ୍ |
విశ్లేషణాత్మక ఇంజిన్,ଆନାଲିଟିକାଲ୍ ଇଞ୍ଜିନ୍ |
పూర్వీకుల పని,ପ ancest ତୃକ କାର୍ଯ୍ୟ |
సహాయక పరికరాలు,ଆନୁଷଙ୍ଗିକ ଉପକରଣ |
మరియు,ଏବଂ
మరియు సర్క్యూట్,ଏବଂ ସର୍କିଟ |
మరియు మూలకం,ଏବଂ ଉପାଦାନ |
మరియు గేట్,ଏବଂ ଫାଟକ
మరియు మాస్కింగ్,ଏବଂ ମାସ୍କିଂ |
మరియు ఆపరేషన్ కాదు (= మినహాయింపు,ଏବଂ ଅପରେସନ୍ ନୁହେଁ (= ବହିଷ୍କାର |
మరియు ఆపరేషన్,ଏବଂ ଅପରେସନ୍ |
అనెక్స్ మెమరీ,ଆନେକ୍ସ ମେମୋରୀ |
ఉల్లేఖనం,ଟିପ୍ପଣୀ
అనన్సియేటర్,ଆନୁଷରାତ
తిరిగి సమాధానం ఇవ్వండి,ଉତ୍ତର ଦିଅ
సమాధానం ఆలస్యం,ବିଳମ୍ବର ଉତ୍ତର ଦିଅ |
సమయం సమాధానం,ସମୟର ଉତ୍ତର ଦେବା
సమాధానం దీపం,ଉତ୍ତର ପ୍ରଦୀପ
జవాబు జాబితా,ଉତ୍ତର ତାଲିକା
సమాధానం మాత్రమే,କେବଳ ଉତ୍ତର ଦିଅ
Ntic హించే మోడ్,ପ୍ରତୀକ୍ଷା ମୋଡ୍ |
ముందస్తు బఫరింగ్,ଆଣ୍ଟିସାଇପେଟୋରୀ ବଫର୍ |
ముందస్తు క్యారీ,ଆଣ୍ଟିସାଇପେଟୋରୀ ବହନ
ముందస్తు పేజింగ్,ଆଣ୍ଟିସାଇପେଟୋରୀ ପେଜିଂ |
