English,Odiya
aerodynamics,ଏରୋଡାଇନାମିକ୍ସ |
affine geometry,ଏକମାତ୍ର ଜ୍ୟାମିତି |
affine mapping,ଏକମାତ୍ର ମ୍ୟାପିଙ୍ଗ୍ |
affine transformation,ଏକମାତ୍ର ପରିବର୍ତ୍ତନ
aggregating variables,ଏଗ୍ରିଗେଟ୍ ଭେରିଏବଲ୍ |
algebra,"ବୀଜ ବିବେଚନା, ବୀଜ ବିବେଚନା, ବୀଜ ବିବେଚନା"
algebraically closed,"ବିହନ ବନ୍ଦ, ବିହନଯୁକ୍ତ |"
algebraic equation,ବୀଜ ବର୍ଣ୍ଣିତ ସମୀକରଣ |
algebraic expression,ବୀଜ ବର୍ଣ୍ଣନା
algebraic form,ବୀଜ ବର୍ଣ୍ଣିତ ଏକତା |
algebraic function,ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ
algebraic geometry,ବୀଜ ବର୍ଣ୍ଣିତ ଜ୍ୟାମିତି |
algebraic multiplicity,ବୀଜ ବର୍ଣ୍ଣିତ ବହୁଳତା |
algebraic system,ବୀଜ ବର୍ଣ୍ଣିତ ପ୍ରଣାଳୀ |
all-integer problem,ସମସ୍ତ-ପୂର୍ଣ୍ଣ ସମସ୍ୟା |
allocation problem,ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ୱାଟ ପ୍ରଶ୍ନ
alphabetical notation,ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |
alphabetic character,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ
alternate angle,ବିକଳ୍ପ କୋଣ
alternating form,ବ hom କଳ୍ପିକ ଏକମାତ୍ର ବିକଳ୍ପ ଫର୍ମ
alternating group,ବିକଳ୍ପ ଗୋଷ୍ଠୀ |
alternating matrix,ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |
alternating series,ବିକଳ୍ପ କ୍ରମ |
alternative hypothesis,ବିକଳ୍ପ ଅନୁମାନ
alternative optima,ବିକଳ୍ପ ସର୍ବୋତ୍କୃଷ୍ଟ |
alternative outcome,ବିକଳ୍ପ ଫଳାଫଳ |
analog-to-digital converter,analog-digit କନଭର୍ଟର |
analogue computer,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର
analysis,ବିଶ୍ଳେଷଣ |
analysis of covariance,କୋଭାରିଆନ୍ସ ବିଶ୍ଳେଷଣ |
analysis of enumeration data,ଗଣନା-ତଥ୍ୟ ବିଶ୍ଳେଷଣ |
analysis of variance,ଭିନ୍ନତା ବିଶ୍ଳେଷଣ |
analytic geometry,ଆନାଲିଟିକାଲ୍ ଜ୍ୟାମିତି |
analytic function,ବିଶ୍ଳେଷଣାତ୍ମକ କାର୍ଯ୍ୟ
angle,କୋଣ
angle of contact,ଟାଙ୍ଗେଣ୍ଟ୍ କୋଣ |
angle of deflection,ବିଘ୍ନ କୋଣ |
angle of depression,ଉଦାସୀନତା କୋଣ
angle of deviation,ବିଘ୍ନ କୋଣ |
angle of diffraction,ବିଭାଜନ କୋଣ |
angle of elevation,ଉଚ୍ଚତା କୋଣ
angle of incidence,ଘଟଣାର କୋଣ
angle of projection,ପ୍ରୋଜେକ୍ଟର କୋଣ
angle of reflection,ପ୍ରତିଫଳନ କୋଣ
angle of refraction,ପ୍ରତିଫଳନ କୋଣ
angle of rotation,ଘୂର୍ଣ୍ଣନ କୋଣ
angle of total reflection,ପ୍ରତିଫଳନର ସଂପୂର୍ଣ୍ଣ କୋଣ |
angular acceleration,କୋଣାର୍କ ତ୍ୱରଣ |
angular motion,କୋଣାର୍କ ବେଗ |
angular speed,କୋଣାର୍କ ଗତି
angular velocity,କୋଣାର୍କ ବେଗ |
annulus,ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |
answer,ଉତ୍ତର
anti – derivative,କାଉଣ୍ଟର ଡେରିଭେଟିଭ୍ |
antisymmetric function,ଆଇସୋମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ
applicable,"ଆଚ୍ଛାଦିତ, ପ୍ରଯୁଜ୍ୟ, ପ୍ରଯୁଜ୍ୟ |"
application,ଆବେଦନ ପ୍ରୟୋଗ
applied dynamic programming,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପ୍ରୟୋଗ |
applied geometry,ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |
applied mathematics,ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |
applied statistics,ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |
approximately,"ପ୍ରାୟ, ପ୍ରାୟ"
approximately continuous function,ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |
approximate method,"ମାକ୍ରୋ ପଦ୍ଧତି, ଆନୁମାନିକ ପଦ୍ଧତି |"
approximate solution,ଆନୁମାନିକ ସମାଧାନ
approximation problem,ଆନୁମାନିକ ସମସ୍ୟା
approximation property,ଆନୁମାନିକ ସମ୍ପତ୍ତି
aptitude test battery,ଦକ୍ଷତା ପରୀକ୍ଷା
Argand diagram,ଆର୍ଗନ୍ ଚିତ୍ର
arbitrarily chosen,ସ୍ବେଚ୍ଛାକୃତ
arbitrary,"ଅନିୟମିତ, ଅନିୟମିତ |"
arbitrary constant,ଇଚ୍ଛାଧୀନ ସ୍ଥିର |
arbitrary element,ମାଗଣା ଉପାଦାନ |
arbitrary point,ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |
Archemedean law,ଆର୍କିମିଡେଙ୍କ ନିୟମ |
Archimedes principle,ଆର୍କିମିଡିସ୍ ନିୟମ |
arc length,"ଆର୍କ-ଲମ୍ବ, ଆର୍କ-ଲମ୍ବ |"
arc of circle,ବୃତ୍ତାକାର
arc sine distribution,ଓଲଟା ସାଇନ ବଣ୍ଟନ |
arc sine transformation,ଓଲଟା ସାଇନ ରୂପାନ୍ତର |
area,"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର"
areal texture,ଆ regional ୍ଚଳିକ ସଂରଚନା
argument of complex number,ଏକ ଜଟିଳ ସଂଖ୍ୟାର କୋଣ |
arithmetic mean,ଗାଣିତିକ ଅର୍ଥ |
arithmetic operation,ଡିଜିଟାଲ୍ ଅପରେସନ୍
arithmetic unit,ଡିଜିଟାଲ୍ ୟୁନିଟ୍ |
arrangement,"ବିନ୍ୟାସ, ବ୍ୟବସ୍ଥା"
array,"ଆରେ, ଆରେ"
artificial satellite,କୃତ୍ରିମ ଉପଗ୍ରହ |
artificial variable,କୃତ୍ରିମ ଭେରିଏବଲ୍ |
ascend,ଚ imb ିବାକୁ
ascending,ଆରୋହଣ
ascending order of magnitude,ତୀବ୍ରତାର କ୍ରମ
ascending series,ଆରୋହଣ ଗ୍ରେଡ୍
assembler language,ଏକତ୍ରକାରୀ ଭାଷା |
assignment problem,ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ଆସାଇନମେଣ୍ଟ ପ୍ରଶ୍ନ
associative law,ସହଯୋଗୀ ନିୟମ |
associative law of operators,ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |
associative operation,ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |
associativity,ସାଥୀତା
assumed mean,ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |
assumed probability distribution,ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |
assumption,"କଳ୍ପିତ, ସ୍ୱୀକାର"
astrology,ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର
astronautical engineer,ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର ସ୍ପେସ୍ ଇଞ୍ଜିନିୟର
astronomer,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ *
astronomical clock,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |
astronomy,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ
asymmetrical curve,ଅସୀମିତ ବକ୍ର
asymmetry,ଅସୀମତା |
asymptote,ଅସ୍ମିପଟୋଟିକ୍ |
asymptotic,ବୃଦ୍ଧି
asymptotically efficient estimator,ପ୍ରଗତିଶୀଳ ଆକଳନକାରୀ |
asymptotically unbiased estimator,ରିଟ୍ରୋଗ୍ରେଡ୍ ଦ୍ୱିପାକ୍ଷିକ ଆକଳନକାରୀ |
asymptotic behavior,ପ୍ରତ୍ୟାବର୍ତ୍ତନ ଆଚରଣ |
asymptotic distribution function,ଆକ୍ରମଣାତ୍ମକ ବଣ୍ଟନ କାର୍ଯ୍ୟ |
asymptotic expansion,ଉପର ବିସ୍ତାର
atmospheric pressure,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
at random,ଅନିୟମିତ ଭାବରେ
attribute,ସମ୍ପତ୍ତି *
attributes sampling procedure,ଗୁଣଧର୍ମ-ନମୁନା-ଯାନ୍ତ୍ରିକ |
augmented matrix,ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ
autocorrelation coefficient,ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
autocorrelation function,ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍
autocovariance,କୋଭାରିଆନ୍ସ |
automatic computer,ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |
autoregression,ଆତ୍ମସମ୍ମାନ
auxiliary equation,ସହାୟକ ସମୀକରଣ
average sample number curve (A.S.N. Curve),ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (MPC ବକ୍ର)
axiom,"axiom, axiom"
axiomatic approach,axiom ପଦ୍ଧତି |
axiom of probability,ସମ୍ଭାବ୍ୟତା axiom |
axis,ଅକ୍ଷ
axis of abscissa,ଭୁଜାକ୍
axis of earth,ପୃଥିବୀ ଅକ୍ଷ
axis of revolution,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
axis of rotation,ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ
axis of spin,ସ୍ପିନ୍ ଅକ୍ଷ
back-substitution,ପୋଷ୍ଟ ରିପ୍ଲେସମେଣ୍ଟ
backward difference,ପରେ
backward-interpolation formula,ପଛ ସନ୍ନିବେଶ ସୂତ୍ର |
balance,"ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |"
balanced design,ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |
balance sheet,ତୂଳନା ପତ୍ର
ballistic missile,କ୍ଷେପଣାସ୍ତ୍ର
ballistics,"ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |"
bar,"ସ୍ତମ୍ଭ, ବାଡ଼ି, କୋବ୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ରେଖା, ରେଖା, ପରୀକ୍ଷା ରେଖା, ଧାର |"
base,"ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର |"
base angle,ମୂଳ କୋଣ
base of logarithm,"ଲୋଗାରିଦମର ଆଧାର, ଲୋଗାରିଦମର ଆଧାର |"
basic,"ମ basic ଳିକ, ମ basic ଳିକ"
basic feasible solution,ମୂଳ ସମନ୍ୱିତ ସମାଧାନ |
basic solution,ମୂଳ ସମାଧାନ |
basic variable,ବେସ୍ ଭେରିଏବଲ୍ |
basis,ଆଧାର
basis element,ମୂଳ ଉପାଦାନ |
basis matrix,ବେସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
basis of a vector space,ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |
basis of subspace,ଜନସଂଖ୍ୟା ଆଧାର |
Bayesian estimate,ଅସାଧୁ
Bayes' law,bez-rule
Bayes' theorem,ବେଜ୍-ଥିଓରେମ୍ |
Bernoulli distribution,bernoulli- ବଣ୍ଟନ |
Bernoulli number,ବର୍ନୁଲି ସଂଖ୍ୟା |
Bernoulli probability function,ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |
Bernoulli's equation,ବର୍ନୁଲି-ସମୀକରଣ |
Berry function,ବେରୀ କାର୍ଯ୍ୟ
best fit,ସର୍ବୋତ୍ତମ ଆଡିଶିନ୍ |
best - fit line,ସର୍ବୋତ୍ତମ ଆଡେସିନ୍ ରେଖା |
best solution,ସର୍ବୋତ୍ତମ ସମାଧାନ |
best strategies,ସର୍ବୋତ୍ତମ ଟିପ୍ସ |
beta distribution,ବିଟା ବଣ୍ଟନ |
bias,"ପକ୍ଷପାତ, ପକ୍ଷପାତ |"
biased estimate,ପକ୍ଷପାତିତ ମୂଲ୍ୟାଙ୍କନ |
biharmonic equation,ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |
bijection,ଏକକ କଭର |
bijective map,ଏକକ କଭର ମାନଚିତ୍ର
bijective mapping,ଏକକ କଭର ମ୍ୟାପିଂ |
bilinear form,ଚତୁର୍ଭୁଜ ଚତୁର୍ଭୁଜ |
bilinear function,ବିଲିନାର୍ ଫଙ୍କସନ୍
bilinear Hermitian form,bilinear hermitian homogeneity |
binary,"ଦ୍ୱି-ଭେରିଏବଲ୍, ବାଇନାରୀ, ଡୁଆଲ୍ |"
binary code,"ବାଇନାରୀ କୋଡ୍, ବାଇନାରୀ କୋଡ୍ |"
binary coded decimal,"ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ, ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |"
binary coding,ବାଇନାରୀ ଏନକୋଡିଂ |
binary computer,ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |
binary digit,ବାଇନାରୀ ସଂଖ୍ୟା
binary operation,ବାଇନାରୀ ଅପରେସନ୍ |
binary system,ବାଇନାରୀ ପଦ୍ଧତି |
binary variable,ବାଇନାରୀ ଭେରିଏବଲ୍ |
binomial coefficient,ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |
binomial distribution,ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |
binomial equation,ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |
binomial expansion,ଦ୍ୱିପାକ୍ଷିକ ଭିନ୍ନତା |
binomial expression,ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |
binomial random variable,ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
binomial theorem,ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |
bisection,"ଅଧା, ବିଫୁର୍କେସନ୍ |"
bisection method,"ବିସେକ୍ଟ ପଦ୍ଧତି, ସେମିଡିଭିଜନ୍ ପଦ୍ଧତି |"
bisector,ଅଧା ବିସେକ୍ଟର |
biserial,ଦ୍ୱିପାକ୍ଷିକ |
bit,"ଡୱେଙ୍କ୍ (ବାଇନାରୀ ସଂଖ୍ୟା), ଅନି, ବର୍ମା, ଟୁକ୍ |"
bivariate binomial distribution,ଦ୍ୱିପାକ୍ଷିକ ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ ଦ୍ୱିପାକ୍ଷିକ |
bivariate correlation coefficient,ବିଭାରିଏଟ୍ ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |
bivariate distribution,ବିଭାରିଏଟ୍ ବଣ୍ଟନ |
bivariate normal distribution,ସାଧାରଣ ବଣ୍ଟନ
bivector,ବିଭେକ୍ଟର୍ |
Boltzmann equation,ବୋଲ୍ଟମ୍ୟାନ୍ ସମୀକରଣ |
Boolean algebra,ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା *
Bose - Einstein statistics,ବୋଷ-ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |
boundary condition,ସୀମିତତା ପ୍ରତିବନ୍ଧକ |
boundary layer,ସୀମା ସ୍ତର |
boundary line,ସୀମା ରେଖା |
boundary value,ସୀମା ମୂଲ୍ୟ
boundary value problem,ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |
bounded function,ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ ସୀମିତ ଫଳ
bounded matrix,"ସୀମାବଦ୍ଧ ମ୍ୟାଟ୍ରିକ୍ସ, ସୀମାବଦ୍ଧ ମ୍ୟାଟ୍ରିକ୍ସ, ସୀମାବଦ୍ଧ ଟେବୁଲ୍"
bounded region,ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ
bounded set,ସୀମାବଦ୍ଧ ସେଟ୍ ସୀମାବଦ୍ଧ ସେଟ୍
Brownian motion,ବ୍ରାଉନି ଗତି |
calculate,ଗଣନା କରିବାକୁ
calculating,ଗଣନା
calculating machine,"କାଲକୁଲେଟର, କାଲକୁଲେଟର"
calculation,ଗଣନା *
calculational procedure,ଗଣନା କାର୍ଯ୍ୟ ପଦ୍ଧତି |
calculator,"କାଲକୁଲେଟର, କାଲକୁଲେଟର"
calculus,"କାଲକୁଲସ୍, କାଲ୍କୁଲସ୍"
calculus of variation,ଭିନ୍ନତା ଗଣନା
calorie,କ୍ୟାଲୋରୀ
cancellation law,ପ୍ରତ୍ୟାହାର ନିୟମ |
canonical equation,କାନୋନିକାଲ୍ ସମୀକରଣ |
canonical form,କାନୋନିକାଲ୍ ଫର୍ମ |
canonical matrix,"କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ, କେ କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |"
Cantor set,କ୍ୟାଣ୍ଟର ସେଟ୍ |
Cantor's ternary set,କ୍ୟାଣ୍ଟର ତ୍ରିକୋଣୀୟ ସେଟ୍ |
capacitated transportation problem,ବାଧାପ୍ରାପ୍ତ ପରିବହନ ସମସ୍ୟା |
capacity,ଦକ୍ଷତା
capillary force,କ୍ୟାପିଲାରୀ ଫୋର୍ସ |
cardinal number,"ଗଣନା ସଂଖ୍ୟା, କାର୍ଡିନାଲ୍ ସଂଖ୍ୟା |"
Cartesian axes,କାର୍ଟେସିଆନ୍ ଅକ୍ଷ |
Cartesian coordinates,କାର୍ଟେସିଆନ୍ ସଂଯୋଜନା |
Cartesian product,କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |
Cartesian product of sets,ସେଟ୍ ର କାର୍ଟେସିଆନ୍ ଗୁଣନ |
case study,"କେସ୍ ଷ୍ଟଡି, କେସ୍ ଷ୍ଟଡି |"
catastrophic fluctuation,ବିପର୍ଯ୍ୟସ୍ତ ବକ୍ତବ୍ୟ |
Catenary,କ୍ୟାଟିନାରୀ
Cauchy distribution,କାଚି ବଣ୍ଟନ |
Cauchy formula,କ ush ଶୀଙ୍କ ସୂତ୍ର |
Cauchy Goursat theorem,କ ush ଶୀ-ଗୁରୁସା-ଥିଓରେମ୍ |
Cauchy Riemann conditions,କ ush ସି-ରିମାନ୍-ବ୍ୟାନ୍ |
Cauchy sequence,କାଚି କ୍ରମ |
Cauchy integral,kaushi ଅବିଚ୍ଛେଦ୍ୟ |
Cauchy principal value,କ ush ଶୀ ମୁଖ୍ୟ ମୂଲ୍ୟ |
Cauchy residue theorem,କାଚି ରିମାଇଣ୍ଡର୍ ଥିଓରେମ୍ |
Cayley Hamilton theorem,କାଲ୍-ହାମିଲଟନ୍-ଥିଓରେମ୍ |
celestial body,ସ୍ୱର୍ଗୀୟ ଶରୀର |
celestial measurement,ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ମାପ |
celestial mechanics,ସ୍ୱର୍ଗୀୟ ଯାନ୍ତ୍ରିକ
celestial object,ସ୍ୱର୍ଗୀୟ ଶରୀର |
cell frequency,କକ୍ଷ ଫ୍ରିକ୍ୱେନ୍ସି |
census,"ଜନଗଣନା, ଜନଗଣନା"
centile,ଶତକଡା
centimeter,ସେଣ୍ଟିମିଟର |
centimeter gram second system,ସେଣ୍ଟିମିଟର-ଗ୍ରାମ-ଦ୍ୱିତୀୟ ପଦ୍ଧତି |
central,"କେନ୍ଦ୍ରୀୟ, ଏକାଗ୍ର"
central axis,କେନ୍ଦ୍ରୀୟ ଅକ୍ଷ
central difference,କେନ୍ଦ୍ରୀୟ ବ୍ୟବଧାନ |
central difference formula,କେନ୍ଦ୍ରୀୟ ପାର୍ଥକ୍ୟ ସୂତ୍ର |
central difference table,କେନ୍ଦ୍ରୀୟ ଭିନ୍ନକ୍ଷମ ସାରଣୀ |
central limit theorem,କେନ୍ଦ୍ରୀୟ ସୀମା ଥିଓରେମ୍ |
central moment,କେନ୍ଦ୍ରୀୟ ମୁହୂର୍ତ୍ତ |
central processing unit (C.P.U),କେନ୍ଦ୍ରୀୟ ଉତ୍ସ ଏକକ |
central tendency,କେନ୍ଦ୍ରୀୟ ପ୍ରବୃତ୍ତି |
centre,କେନ୍ଦ୍ର *
centre of gravity,ମାଧ୍ୟାକର୍ଷଣ କେନ୍ଦ୍ର |
centre of group,ଗୋଷ୍ଠୀ କେନ୍ଦ୍ର
centre of mass,ଜନ କେନ୍ଦ୍ର
centre of symmetry,ସମୃଦ୍ଧତାର କେନ୍ଦ୍ର |
centrifugal force,ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ଫୋର୍ସ |
centripetal force,ସେଣ୍ଟ୍ରିପେଟାଲ୍ ଫୋର୍ସ |
centroid,ସେଣ୍ଟ୍ରିପେଟାଲ୍ ମେରିଡିଆନ୍
certainty,ନିଶ୍ଚିତତା
c.g.s. system,cgs ପଦ୍ଧତି |
c.g.s. unit,cgs ଏକକ
chain rule of differentiation,ଭିନ୍ନତାର ଶୃଙ୍ଖଳା ନିୟମ |
chance causes,ସୁଯୋଗ ଦ୍ୱାରା
chance moves,ଅନିୟମିତ ପଦକ୍ଷେପ |
change of axes,ଅକ୍ଷ ଶିଫ୍ଟ |
change of basis,ଆଧାର ପରିବର୍ତ୍ତନ ପାୟାଦର-ପରିବର୍ତ୍ତନ
change of order,ଅନୁମତି
characteristic coefficient,ବ character ଶିଷ୍ଟ୍ୟ ଗୁଣବତ୍ତା
determinant,ଚରିତ୍ର ନିର୍ଣ୍ଣୟକାରୀ |
characteristic equation,ବ character ଶିଷ୍ଟ୍ୟ ସମୀକରଣ
characteristic function,"ଚରିତ୍ରଗତ କାର୍ଯ୍ୟ, ଚରିତ୍ରଗତ କାର୍ଯ୍ୟ |"
characteristic of logarithm,ଲୋଗାରିଦମର ପୂର୍ଣ୍ଣ ସଂଖ୍ୟା
characteristic polynomial,ଚରିତ୍ରିକ ବହୁଭୂତ
characteristic value,ଚରିତ୍ରିକ ମୂଲ୍ୟ
characteristic vector,ଚରିତ୍ର ଭେକ୍ଟର୍ |
character set,ବର୍ଣ୍ଣ ସମ୍ପ୍ରଦାୟ
chart,"ଚାର୍ଟ, ଚାର୍ଟ"
chi-square distribution,ଚି-ବର୍ଗ ବଣ୍ଟନ |
chi-square formula,ଚି-ବର୍ଗ ସୂତ୍ର |
chi-square test,ଚି-ବର୍ଗ ପରୀକ୍ଷା |
chord,ଧ୍ୱନି *
chord-bisection method,କୋର୍ଡ୍ ବିଭାଜନ ପଦ୍ଧତି |
cipher message (=coded message),ଲିଖିତ ବାର୍ତ୍ତା |
cipher (zero),"ଶୂନ, ସାଇଫର୍"
circle,ବୃତ୍ତ *
circle of convergence,ସମ୍ମିଶ୍ରଣ ବୃତ୍ତ |
circuit matrix,ସର୍କିଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ |
