Tamil,Hindi
அடிப்படை அணி,आधारी आव्यूह
திசையன் இடத்தின் அடிப்படை,सदिश समष्टि का आधार
துணை மக்கள்தொகை அடிப்படையில்,उपसमष्टि का आधार
நேர்மையற்ற,बेज़-आकल
bez-விதி,बेज़-नियम
bez-theorem,बेज़-प्रमेय
பெர்னோலி-விநியோகம்,बर्नूली-बंटन
பெர்னோலி எண்கள்,बर्नूली संख्या
பெர்னோலி நிகழ்தகவு செயல்பாடு,बर्नूली प्रायिकता-फलन
பெர்னோலி-சமன்பாடு,बर्नूली-समीकरण
பெர்ரி செயல்பாடு,बेरी फलन
சிறந்த ஒட்டுதல்,श्रेष्ठतम आसंजन
சிறந்த ஒட்டுதல் வரி,श्रेष्ठतम आसंजन रेखा
சிறந்த தீர்வு,सर्वोत्तम हल
சிறந்த குறிப்புகள்,सर्वोत्तम युक्तियाँ
பீட்டா விநியோகம்,बीटा बंटन
"சார்பு, சார்பு","अभिनति, बायस"
பாரபட்சமான மதிப்பீடு,अभिनत आकल
ஈருறுப்புச் சமன்பாடு,द्विप्रसंवादी समीकरण
ஒற்றை கவர்,एकैकी आच्छादन
ஒற்றை அட்டை வரைபடம்,एकैकी आच्छादी प्रतिचित्र
ஒற்றை அட்டை மேப்பிங்,एकैकी आच्छादी प्रतिचित्रण
இருபடி இருபடி,द्विएकघाती समघात
இருமுனை செயல்பாடு,द्विरैखिक फलन
பைலினியர் ஹெர்மிடியன் ஒருமைப்பாடு,द्विरैखिक हर्मिटीय समघात
"இருமாறு, இருமை, இரட்டை","द्वि-चर, द्वि-आधारी, द्वयी"
"பைனரி குறியீடு, பைனரி குறியீடு","द्वि-आधारी कोड, द्विआधारी कूट"
"பைனரி குறியிடப்பட்ட தசம, பைனரி குறியிடப்பட்ட தசம","द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव"
பைனரி குறியாக்கம்,द्वि-आधारी कूटलेखन
பைனரி கணினி,द्वि-आधारी अभिकलित्र
பைனரி எண்கள்,द्वि-आधारी अंक
பைனரி செயல்பாடு,द्विआधारी संक्रिया
பைனரி முறை,द्विआधारी पद्‌धति
பைனரி மாறி,द्विआधारी चर
ஈருறுப்புக் குணகம்,द्विपद गुणांक
இருவகைப் பரவல்,द्विपद बंटन
ஈருறுப்புச் சமன்பாடு,द्विपद समीकरण
இருவகை மாறுபாடு,द्विपद प्रसरण
இருமொழி வெளிப்பாடு,द्विपद व्यंजक
ஈருறுப்பு சீரற்ற மாறி,द्विपद यादृच्छिक चर
ஈருறுப்பு தேற்றம்,द्विपद-प्रमेय
"பாதி, பிளவு","अर्धन, द्विभाजन"
"இரு பிரிவு முறை, அரைப்பிரிவு முறை","समद्विभाजन विधि, अर्धीकरण विधि"
அரை இருசமவெட்டி,"अर्धक, द्विभाजक"
இருவகை,"द्विपंक्तिक, द्विश्रेणिक"
"ட்வயங்க் (பைனரி எண்), அனி, பர்மிஸ், துக்","द्वयंक (द्विआधारी अंक), अणी, बरमी, टूक"
ஈருறுப்பு இருவகைப் பரவல் இருவகை,द्विचर द्विपद-बंटन द्विचल
இருவகை தொடர்பு குணகம்,द्विचर सहसंबंध गुणांक
இருவகை விநியோகம்,द्विचर बंटन
இருவகை இயல்பான-விநியோகம்,द्विचर प्रसामान्य-बंटन
பைவெக்டர்,द्विसदिश
போல்ட்மேன் சமன்பாடு,बोल्ट्मान समीकरण
பூலியன் இயற்கணிதம்*,बूलीय बीजावली*
போஸ்-ஐன்ஸ்டீன் புள்ளிவிவரங்கள்,बोस-आइन्स्टाइन सांख्यिकी
வரம்பு கட்டுப்பாடுகள்,परिसीमा प्रतिबन्ध
எல்லை நிலை,परिसीमा स्तर
எல்லைக் கோடு,परिसीमा रेखा
வரம்பு மதிப்பு,परिसीमा मान
எல்லை மதிப்பு பிரச்சனை,परिसीमा मान समस्या
"எல்லைக்குட்பட்ட செயல்பாடு எல்லைக்குட்பட்ட பழம்,",परिबद्‌ध फलन परिबद्‌ध फल
"எல்லைக்குட்பட்ட அணி, எல்லைக்குட்பட்ட அணி எல்லைக்குட்பட்ட அட்டவணை,","परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी"
"எல்லைக்குட்பட்ட பிரதேசம் எல்லைக்குட்பட்ட பிரதேசம்,",परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश
"எல்லைக்குட்பட்ட தொகுப்பு எல்லைக்குட்பட்ட தொகுப்பு,",परिबद्‌ध समच्चय परिबद्‌ध संच
பிரவுனி இயக்கம்,ब्राउनी गति
கணக்கெடுக்க,परिकलन करना
கணக்கீடு,परिकलन
"கால்குலேட்டர், கால்குலேட்டர்","परिकलन-यंत्र, परिकलित्र"
கணக்கீடு*,परिकलन*
கணக்கீட்டு நடவடிக்கை முறை,परिकलनात्मक क्रिया विधि
"கால்குலேட்டர், கால்குலேட்டர்","परिकलित्र, परिकलक"
"கால்குலஸ், கால்குலஸ்","कलन, कैलकुलस"
மாறுபாடு கணக்கீடு,विचरण-कलन
கலோரிகள்,कैलोरी
ரத்து விதி,निरसन नियम
நியமன சமன்பாடு,विहित समीकरण
நியமன வடிவம்,विहित रूप
"கேனானிகல் மேட்ரிக்ஸ், கே கேனானிகல் மேட்ரிக்ஸ்","विहित मैट्रिक्स, के नानिकल मैट्रिक्स"
கேண்டர் தொகுப்பு,कैन्टर समुच्चय
கேண்டார் முக்கோண தொகுப்பு,कैन्टर त्रिआधारी समुच्चय
கட்டுப்படுத்தப்பட்ட போக்குவரத்து பிரச்சனை,परिबंधित परिवहन समस्या
திறன்,क्षमता
தந்துகி விசை,केशिका-बल
"எண்ணிக்கை எண், கார்டினல் எண்","गणन संख्या, कार्डिनल संख्या"
கார்ட்டீசியன் அச்சு,कार्तीय अक्ष
கார்ட்டீசியன் ஆயத்தொகுப்புகள்,कार्तीय निर्देशांक
கார்ட்டீசியன் தயாரிப்பு,कार्तीय गुणन
தொகுப்புகளின் கார்ட்டீசியன் பெருக்கல்,समुच्चयों का कार्तीय गुणन
"வழக்கு ஆய்வு, வழக்கு ஆய்வு","केस अध्ययन, वस्तुस्थिति अध्ययन"
பேரழிவு பேச்சு,विपत्तिपूर्ण उच्चावचन
பூனைக்குரிய,कैटिनरी
காச்சி விநியோகம்,कौशी बंटन
கௌசியின் சூத்திரம்,कौशी सूत्र
கௌசி-குர்சா-தேற்றம்,कौशी-गूर्सा-प्रमेय
கௌஷி-ரீமான்-பான்,कौशी-रीमान-प्रतिबंध
கௌச்சி வரிசை,कौशी अनुक्रम
கௌஷி ஒருங்கிணைந்த,कौशी समाकल
கௌசி முக்கிய மதிப்பு,कौशी मुख्य-मान
கௌச்சி எஞ்சிய தேற்றம்,कौशी अवशेष प्रमेय
கால்-ஹாமில்டன்-தேற்றம்,कैले-हैमिल्टन-प्रमेय
வானுலக,"खपिंड, खगोलीय पिंड"
வானியல் அளவீடு,खगोलीय माप
வான இயக்கவியல்,खगोलीय यांत्रिकी
வானுலக,खगोलीय पिंड
செல் அலைவரிசை,कोशिका बारंबारता
"மக்கள் தொகை கணக்கெடுப்பு, மக்கள் தொகை கணக்கெடுப்பு","गणना, जनगणना"
சதவீதம்,शततमक
சென்டிமீட்டர்,सेन्टीमीटर
சென்டிமீட்டர்-கிராம்-இரண்டாம் முறை,सेन्टीमीटर-ग्राम-सेकंड पद्‌धति
"மைய, மையமான","केन्द्रीय, सकेन्द्र"
மைய அச்சு,केन्द्रीय अक्ष
மத்திய இடைவெளி,केन्द्रीय अंतर
மைய வேறுபாடு சூத்திரம்,केन्द्रीय अंतर सूत्र
மைய வேறுபாடு அட்டவணை,केन्द्रीय अंतर सारणी
மத்திய வரம்பு தேற்றம்,केन्द्रीय सीमा प्रमेय
மைய தருணம்,केन्द्रीय आघूर्ण
மத்திய வள அலகு,केन्द्रीय संसाधन एकक
மைய உள்ளுணர்வு,केन्द्रीय प्रवतिृ
மையம்*,केन्द्र*
ஈர்ப்பு மையம்,गुरुत्व-केन्द्र
குழு மையம்,समूह-केन्द्र
வெகுஜன மையம்,संहति-केन्द्र
சமச்சீர் மையம்,सममिति-केन्द्र
மையவிலக்கு விசை,अपकेन्द्री बल
மையவிலக்கு விசை,अभिकेन्द्र-बल
"மையநோக்கு நடுக்கோடு,",केन्द्रक मध्यगासंपात
உறுதி,निश्चितता
cgs முறை,c.g.s.पद्‌धति
cgs அலகு,c.g.s.मात्रक
வேறுபாட்டின் சங்கிலி விதி,अवकलन का शृंखला नियम
ஒருவேளை,संयोग हेतु
சீரற்ற நகர்வு,सांयोगिक चाल
அச்சு மாற்றம்,अक्ष-परिवर्तन
"அடிப்படை மாற்றம் பயதார்-மாற்றம்,",आधार परिवर्तन पायाधार-बदल
வரிசைமாற்றம்,क्रम परिवर्तन
பண்பு குணகம்,अभिलक्षणिक गुणांक
பண்பு நிர்ணயம்,अभिलक्षणिक सारणिक
சிறப்பியல்பு சமன்பாடு,अभिलक्षण-समीकरण
"பண்பு செயல்பாடு, பண்பு செயல்பாடு","अभिलक्षण-फलन, कैरेक्टेरिस्टिक फलन"
மடக்கையின் முழு எண்,लघुगणक का पूर्णांश
"பண்பு பல்லுறுப்புக்கோவை,",अभिलक्षणिक बहुपद
பண்பு மதிப்பு,अभिलक्षणिक मान
பண்பு திசையன்,अभिलक्षणिक सदिश
பாத்திர சமூகம்,संप्रतीक समुदाय
"விளக்கப்படங்கள், விளக்கப்படங்கள்,","चार्ट, संचित्र तक्ता"
சி-சதுர விநியோகம்,काई-वर्ग बंटन
சி-சதுர சூத்திரம்,काई-वर्गं सूत्र
சி-சதுர சோதனை,काई-वर्ग परीक्षण
நாண்*,जीवा*
நாண் பிரிக்கும் முறை,जीवा-द्विभाजन-विधि
எழுதப்பட்ட செய்தி,बीजलिखित संदेश
"பூஜ்யம், மறைக்குறியீடு","शून्य, सिफर"
வட்டம்*,वृत्त*
ஒன்றிணைப்பு வட்டம்,अभिसरण वत्तृ
சுற்று அணி,परिपथ आव्यूह
"வட்ட, வட்ட,","वृत्ताकार, वर्तुल"
வட்ட அறிகுறிகள்,वर्तुल अनंतस्पर्शी
வட்ட குழாய்,वृत्तीय कंडुलिनी
வட்ட இயக்கம்,वर्तुल गति
சுற்று மையம்,परिकेन्द्र
ஓய்வு பெற்ற*,परिवृत्त*
"சுற்றி வர, சுற்றி வர","परिगत करना, परितः खींचना"
கடந்த,परिगत
சுற்றத்தார்,परिवृत
புகழ்பெற்ற கார்ப்பரேட்,चिरप्रतिष्ठित निगमनिक
உன்னதமான இயக்கவியல்,चिरप्रतिष्ठित गतिकी
உன்னதமான தேர்வுமுறை,चिरप्रतिष्ठित इष्टतमन
நாள்பட்ட நிதி பிரச்சனை,चिरप्रतिष्ठित वित्तनाश समस्या
கிளாசிக்கல் புள்ளியியல் இயக்கவியல்,चिरप्रतिष्ठित सांख्यिकीय यांत्रिकी
பிழைகளின் வகைப்பாடு,त्रुटियों का वर्गीकरण
வகுப்பு இடைவெளி,वर्ग-अंतराल
வகுப்பு இடைவெளி அலகு,वर्गांतराल एकक
வகுப்பு வரம்பு,वर्ग-सीमा
கடிகாரகடிகாரச்சுற்று,दक्षिणावर्त
மூடப்பட்டது,संविवृत
"மூடப்பட்டது, மூடப்பட்டது","संवृत, बंद"
மூடிய அடுக்கு கவர்,संवृत अवमख समावरक
மூடிய கன சதுரம்,संवृत घन
"மூடிய வளைவு, மூடிய வளைவு","बंद वक्र, संवृत वक्र"
மூடப்பட்ட மாகாணம்,संवृत प्रांत
மூடிய வடிவம்,बंद आकृति
மூடிய இடைவெளி,संवृत अंतराल
"மூடப்பட்ட பகுதி, மூடப்பட்ட பகுதி","संवृत प्रदेश, बंद प्रदेश"
மூடிய தொகுப்பு,संवृत समच्चय
"மூடிய பக்கம், மூடிய பக்கம்","बंद पृष्ठ, संवृत पृष्ठ"
விரோதி,"निमीलन, वेष्टन, संवरक"
முன்மொழிபவர்,संवरण-संकारक (संवरक)
குவிந்த புள்ளி,संवरक-बिन्दु
சிறைப்பட்ட-ஏற்றுக்கொள்ளப்பட்ட,संवरक-अभिगृहीत
சிறைப்பிடிக்கப்பட்ட தொகுப்பு,संवरक समुच्चय
கொத்து புள்ளி,गुच्छ बिन्दु
கொத்து மாதிரி,गुच्छ प्रतिचयन
கொத்து மொத்த,गुच्छ समुच्चय
கோஆக்சியல் வட்டம்,समाक्ष वृत्त
கோஆக்சியல் பரவளையம்,समाक्ष परवलय
கோஆக்சியல் விமானம்,समाक्ष समतल
கோஆக்சியல் முக்கோணம்,समाक्ष त्रिभुज
கோப்-டக்ளஸ் செயல்பாடு,कोब-डगलस फलन
"குறியாக்கம், குறியீட்டு முறை, குறியீடு","कूटलेखन, कोडन, संकेतन"
பொருள் குறியீடு,सामग्री का संकेतीकरण
இணை மாகாணம்,सहप्रांत
குணகம் அணி,गुणांक आव्यूह
தொடர்பு குணகம்,सहसंबंध-गुणांक
தீர்மான குணகம்,निर्धारण गुणांक
நெகிழ்ச்சி குணகம்,प्रत्यास्थता गुणांक
பரவல் குணகம்,प्रसार गुणांक
உராய்வு குணகம்,घर्षण गुणांक
நீளமான விரிவாக்கத்தின் குணகம்,अनुदैर्घ्य प्रसार का गुणांक
பின்னடைவு குணகம்,समाश्रयण गुणांक
மேற்பரப்பு பதற்றத்தின் குணகம்,पृष्ठ तनाव का गुणांक
மாறுபாட்டின் குணகம்,विचरण गुणांक
"இணை காரணி, இணை காரணி, இணை காரணி","सह-खण्ड, सह गुणन खंड, सहकारक"
நாணயத்தை சுண்டி எறி,सिक्का उछाल
மாதிரி சேகரிப்பு,प्रतिदर्श-संचय
கோலினியர்,सरेख
சீரமைப்பு,सरेखता
"நிரல், நிரல்","स्तंभ, कॉलम"
நெடுவரிசை,स्तंभतुल्यता
நெடுவரிசை,स्तंभ-तुल्य
நெடுவரிசை அணி,स्तंभ तुल्य आव्यूह
நிரல் அணி,स्तंभ आव्यूह
நெடுவரிசை ஒழுங்கு,स्तंभ कोटि
நெடுவரிசை படிநிலை அணி,स्तंभ समानीत सोपानक आव्यूह
நெடுவரிசை திசையன்,स्तंभ सदिश
பத்தி வாரியாக,स्तंभानुसार
கூட்டு சமன்பாடு,संयुक्त समीकरण
"பொதுவான கோணம், பொதுவான கோணம்","उभयनिष्ठ कोण, सर्वनिष्ठ कोण"
பொதுவான அச்சு,सर्वनिष्ठ अक्ष
