Hindi,Odiya
अक्षरांकीय संप्रतीक,ବର୍ଣ୍ଣମାଳା ଚରିତ୍ର |
अक्षरांकीय सूचना,ବର୍ଣ୍ଣମାଳା ସୂଚନା
प्रत्यावतब धारा (ए सी),ବିକଳ୍ପ ସାମ୍ପ୍ରତିକ (AC.)
प्रत्यावर्तन,ବିକଳ୍ପ
"प्रत्यावर्तक, प्रत्यावर्तित्र",Atternator
" तुंगता , उन्नतांश         , शीर्षलंब",ଉଚ୍ଚତା
अपभू-तुंगता,ଆପୋଜି ର ଉଚ୍ଚତା |
उपभू-तुंगता,PERIGEE ର ଉଚ୍ଚତା |
अव्यावसायिक रेडियो संचार,ଆମୋଦିତ ରେଡିଓ ଯୋଗାଯୋଗ |
परिवेश,ଅଭିଳାଷୀ |
परिवेश माइक्रोफोन,ଆମ୍ବିଏନ୍ସ ମାଇକ୍ରୋଫୋନ୍ |
परिवेशी दशा,ପରିବେଶ ସର୍ତ୍ତ
परिवेश प्रकाश व्यवस्था,ପରିବେଶ ଆଲୋକ |
परिवेशी रव,ଆମ୍ବିକ୍ ଶବ୍ଦ
"परिवेशी ताप, परिवेश ताप",ପରିବେଶ ତାପମାତ୍ରା |
अमरीकी मानक कोड,ଆମେରିକୀୟ ମାନକ କୋଡ୍ |
ऐम्पियर,ଆମ୍ପେର୍
ऐम्पियर मापी,ଆମ୍ପେର୍ ମିଟର |
प्रवर्धन,ବୃଦ୍ଧି
प्रवर्धन गुणक,Amplfication ଫ୍ୟାକ୍ଟର୍ |
प्रवर्धक,ଏମ୍ପ୍ଲିଫାୟର୍
प्रवर्धक लब्धि,ଏମ୍ପ୍ଲିଫାୟର୍ ଲାଭ |
प्रवर्धक रव,ଏମ୍ପ୍ଲିଫାୟର୍ ଶବ୍ଦ |
प्रवर्धन उपस्कर,ଯନ୍ତ୍ରପାତି ଯନ୍ତ୍ରପାତି |
प्रवर्धन क्लाइस्ट्रॉन,କାଲିଷ୍ଟ୍ରନ୍
प्रवर्धन एकक,Amplifying ୟୁନିଟ୍ |
" आयाम , कोणांक",ପ୍ରଶସ୍ତତା
आयाम विरूपण,ପ୍ରସଙ୍ଗଯୁକ୍ତ ବିକୃତି |
आयाम प्रसार,ପ୍ରୟୋଗ ହୋଇଥିବା ଭ୍ରମଣ |
आयाम गुणक,ପ୍ରଶସ୍ତତା ଫ୍ୟାକ୍ଟର୍ |
आयाम सीमक,ପ୍ରଶସ୍ତତା ସୀମା
आयाम मॉडुलित,ପ୍ରୟୋଗ ମୋଡ୍ୟୁଲେଟ୍ |
आयाम मॉडुलन,ପ୍ରଶସ୍ତତା ମୋଡ୍ୟୁଲେସନ୍ |
"अनुरूप, एनालॉग",ଆନାଗଲ୍ (ଆନାଗଲ୍)
अनुरूप परिपथ,ଆନାଗଲ୍ ସର୍କିଟ୍ |
अनुरूप कंप्यूटर,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
अनुरूप रेडियो आवृत्ति चैनल,ଆନାଗଲ୍ ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଚ୍ୟାନେଲ |
अनुरूप निरूपण,ଆନାଗଲ୍ ଉପସ୍ଥାପନା |
"अनुरूप संकेत, अनुरूप सिगनल",ଆନାଗଲ୍ ସିଗନାଲ୍ |
अनुरूप से अंकीय,ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |
अनुरूप-अंकीय परिवर्तक,ଡିଜିଟାଲ୍ କନଭର୍ଟର ପାଇଁ ଆନାଗଲ୍ |
अनुरूप वीडियो,ଆନାଗଲ୍ ଭିଡିଓ |
"अनुरूप, स–श",ଅନୁରୂପ
अनुरूपता,ଆନାଲୋଜି
विष्लेषण,ବିଶ୍ଳେଷଣ |
आंकड़ा विष्लेषण,ତଥ୍ୟର ବିଶ୍ଳେଷଣ |
विष्लेषी घनत्व,ଆନାଲିଟିକାଲ୍ ଘନତା |
विष्लेषण करना,ବିଶ୍ଳେଷଣ କର |
विष्लेषक,ଆନିପ୍ରିଣ୍ଟେଜର |
सहायक उपस्कर,ଅର୍କିଲିଡିଆ ଉପକରଣ |
"ऐन्ड गेट, तथा द्वार, AND गेट",ଏବଂ ଫାଟକ
समांतरण कोण,କଲିମିର କୋଣ |
धुवण कोण,ପୋଲାରାଇଜେସନ୍ କୋଣ |
घूर्णन कोण,ଘୂର୍ଣ୍ଣନର କୋଣ |
ऐंग्स्ट्रम(Å),Agtstom (å)
"कोणीय, d¨f.kd",କୋଣାର୍କ
d¨.kh; त्वरण,କୋଣାର୍କ ତ୍ୱରାନ୍ୱିତ |
कोणीय निर्देशांक,କୋଣାର୍କ ସମବେଦନା |
कोणीय विक्षेपण,କୋଣାର୍କ ବିବେକ |
कोणीय परिक्षेपण,କୋଣାର୍କ ବିପରୀତ |
कोणीय विस्थापन,କୋଣାର୍କ ବିସ୍ଥାପନ |
कोणीय त्रुटि,କୋଣାର୍କ ତ୍ରୁଟି |
कोणीय आवृत्ति,କୋଣାର୍କ ଫ୍ରିକ୍ୱେନ୍ସି |
कोणीय संवेग,କୋଣାର୍କ ଗତି |
कोणीय गति,କୋଣାର୍କ ଗତି
कोणीय वेग,କୋଣାର୍କ ବେଗ |
"ऐनीमेशन, सजीवन",ଆନିମେସନ୍
ऐनोड,Anode
ऐनोड बैटरी,Anodod ବ୍ୟାଟେରୀ |
ऐनोड अभिलक्षण,Andod ବ istic ଶିଷ୍ଟ୍ୟ |
ऐनोड परिपथ,ଆନୋଡ ସର୍କିଟ୍ |
ऐनोड क्षय,ଆନୁଷ୍ଠାନିକ ଡିସପିଏସନ
ऐनोड दक्षता,ଆନୁଷ୍ଠାନିକ ଦକ୍ଷତା |
ऐनोड निवेश षक्ति,ଆନୁଷ୍ଠାନିକ ଇନପୁଟ୍ ଶକ୍ତି |
ऐनोड मॉडुलन,ଆନୁଷ୍ଠାନିକ ମୋଡୁଲେସନ୍ |
ऐन्टेना,ଆଣ୍ଟେନା |
ऐन्टेना किरणपुंज चौड़ाई,ଆଣ୍ଟେନା ବିମ୍ୱିଡଥ୍ |
ऐन्टेना वर्धक,ଆଣ୍ଟେନା ବୁଷ୍ଟର୍ |
ऐन्टेना परिवर्तन स्विच,ଆଣ୍ଟେନା ପରିବର୍ତ୍ତନକାରୀ ସୁଇଚ୍ |
ऐन्टेना कुंडली,ଆଣ୍ଟେନା କୋଇଲ୍ |
"ऐन्टेना विन्यास, ऐन्टेना संरूपण",ଆଣ୍ଟେନା ବିନ୍ୟାସ
ऐन्टेना युग्मक,ଆଣ୍ଟେନା କପଟର୍ |
ऐन्टेना अनुप्रस्थ धुवीय प्रतिरूप,ଆଣ୍ଟେନା କ୍ରସ୍ ପୋଲାର୍ ପ୍ୟାଟର୍ |
ऐन्टेना धारा,ଆଣ୍ଟେନା କରେଣ୍ଟ୍ |
ऐन्टेना दैशिकता लब्धि,ଆଣ୍ଟେନା ପ୍ରତ୍ୟକ୍ଷ ପ୍ରତ୍ୟକ୍ଷ ଲାଭ |
ऐन्टेना द्वैध संकेतक,ଆଣ୍ଟେନା ଡୁପ୍ଲେକ୍ସର |
ऐन्टेना प्रभावी क्षेत्र,ଆଣ୍ଟେନା ପ୍ରଭାବଶାଳୀ କ୍ଷେତ୍ର |
ऐन्टेना दक्षता,ଆଣ୍ଟେନା ଦକ୍ଷତା |
ऐन्टेना प्रभरण,ଆଣ୍ଟେନା ଫିଡ୍ |
ऐन्टेना व्याप्ति,ଆଣ୍ଟେନା ପାଦ ପ୍ରିଣ୍ଟ୍ |
ऐन्टेना लब्धि,ଆଣ୍ଟେନା ଲାଭ
ऐन्टेना ऊंचाई,ଆଣ୍ଟେନା ଉଚ୍ଚତା |
ऐन्टेना प्रतिबाधा,ଆଣ୍ଟେନା ପ୍ରତିରକ୍ଷା |
ऐन्टेना प्रेरकत्व,ଆଣ୍ଟେନା ଇଣ୍ଡିକାନ୍ସ |
ऐन्टेना प्रतिरूप,ଆଣ୍ଟେନା ପାଟର୍ନ |
"ऐन्टेना द्विसंकेतक, ऐन्टेना द्वियुग्मक",ଆଣ୍ଟେନା ପ୍ଲେକ୍ସର୍ |
ऐन्टेना धुवण,ଆଣ୍ଟେନା ପୋଲାରାଇଜେସନ୍ |
ऐन्टेना षक्ति,ଆଣ୍ଟେନା ଶକ୍ତି |
ऐन्टेना षक्ति लब्धि,ଆଣ୍ଟେନା ପାୱାର ଲାଭ |
ऐन्टेना विकिरण प्रतिरोध,ଆଣ୍ଟିନା ବିକିରଣ ପ୍ରତିରୋଧ |
ऐन्टेना प्रतिघात,ଆଣ୍ଟେନା ପ୍ରତିକ୍ରିୟା |
ऐन्टेना परावर्तक,ଆଣ୍ଟେନା ରିଫଲେକ୍ଟର |
ऐन्टेना प्रतिरोध,ଆଣ୍ଟେନା ପ୍ରତିରୋଧ
ऐन्टेना अनुनादी आवृत्ति,ଆଣ୍ଟେନା ପର୍ଯ୍ୟଟକଗଣ ବିସ୍ତାରିତ ଫ୍ରିକ୍ୱେନ୍ସି |
ऐन्टेना अंतरालन,ଆଣ୍ଟେନା ବ୍ୟବଧାନ |
ऐन्टेना स्विचन कक्ष,ଆଣ୍ଟେନା ସୁଇଚ୍ ରୁମ୍ |
ऐन्टेना समस्वरक कुंडली,ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ କୋଇଲ୍ |
ऐन्टेना समस्वरक कुटीर,ଆଣ୍ଟେନା ଟ୍ୟୁନିଂ ହାଟ |
द्वारक,ଆପେଚର
"भूमि उच्च, अपभू",ଆପୋଲେଜ୍
अपभू राकेट,ଆପୋଲେ ରକେଟ୍ |
उपकरण,ଉପକରଣ
आभासी,ସ୍ପଷ୍ଟ
ऐपलेट (जावा में प्रोग्राम),ଆପଲେଟ୍
" अनुप्रयोग , आवेदन",ପ୍ରୟୋଗ
"आसन्न, लगभग, सन्निकट",ଆନୁମାନିକ
जलीय घोल,ଜଳପ୍ରବାହକାରୀ ସମାଧାନ |
" चाप , आर्क",ଆର୍କ
" संरचना , स्थापत्यकला    , वास्तुकला",ସ୍ଥାପତ୍ୟ
पुरालेखीय ध्वनि-अभिलेखन अंतरण,ଶବ୍ଦ ରେକର୍ଡିଂର ଅଭିଲେଖାଗାର ସ୍ଥାନାନ୍ତର |
अभिलेखागार; पुरालेख,ଅଭିଲେଖାଗାର
अंकगणितीय कोडन,ଗାଣିତିକ କୋଡିଂ |
आर्मेचर,ଅର୍ଗର
"आर्मेचर कुंडलन, आर्मेचर कुंडली",ଅରତା ପବନ
"व्यूह, सरणी",ଆରେ
"प्रग्राही, निरोधक",ଆରେଷ୍ଟ୍ରର୍
सुस्पष्ट उच्चारण,ଆର୍ଟଲେସନ୍
शिल्पतथ्य; छविदोष,କଳାକୃତି (= କଳାକୃତି)
आरोहण,ଆରୋହଣ
अभिमुखता अनुपात,ଆନୁମାନିକ ଅନୁପାତ
समायोजक,ଏକତ୍ରିତ |
निष्चयन,ଧାରଣା
"समनुदेशन, नियत कार्य",ଆସାଇନମେଣ୍ଟ
नियतन चैनल,ଆସାଇନମେଣ୍ଟ ଚ୍ୟାନେଲ୍ |
असममित,ଅସମାନଗତ
अतुल्यकालिक,ଅସନ୍ତୁଳିତ
वायुमंडल,ବାୟୁମଣ୍ଡଳ
वायुमंडलीय हानि,ବାୟୁମଣ୍ଡଳୀୟ କ୍ଷତି |
वायुमंडलीय रव,ବାୟୁମଣ୍ଡଳୀୟ ଶବ୍ଦ |
वायुमंडलीय दाब,ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |
वायुमंडलीय संचरण,ବାୟୁମଣ୍ଡଳୀୟ ପ୍ରସାର |
वायुमंडलीय रेडियो तरंग,ବାୟୁମଣ୍ଡଳୀୟ ରେଡିଓ-ତରଙ୍ଗ |
वायु-वैद्युत् क्षोभ,ବାୟୁମଣ୍ଡଳ
परमाणु,ପରମାଣୁ
परमाणु संरचना,ପରମାଣୁ ଗଠନ
संलग्नक,ସଂଲଗ୍ନ
क्षीणन,ସାଧନ
क्षीणन हानि,ଆଟେନେସନ୍ କ୍ଷତି |
ध्वनि तरंग क्षीणन,ଶବ୍ଦ ତରଙ୍ଗର ଆଭିମୁଖ୍ୟ |
क्षीणकारी,ଆଟେଟୋଲେଟର୍ |
क्षीणकारी पैड,ଆଟେନୁଏଟର୍-ପ୍ୟାଡ୍ |
श्रव्यता देहली,ପରିମାପ ସୀମା
श्रव्य,ମୂଳଦୁଆ
श्रव्य आवृत्ति,ଶରଣଯୋଗର ଫ୍ରିକ୍ୱେନ୍ସି |
श्रव्य स्वरक,ଶ୍ରବଣୀୟ ସ୍ୱର
श्रव्य स्पेक्ट्रम,ଶ୍ରୋଚନା-ସ୍ପେକ୍ଟ୍ରମ୍ |
"श्रोतागण, दर्शकगण, श्रोता समुदाय",ଦର୍ଶକ |
"श्रव्य, ऑडियो",ଅଡିଓ
श्रव्य प्रवर्धक,ଅଡିଓ ଏମ୍ପ୍ଲିଫାୟର୍ |
श्रव्य विष्लेषक,ଅଡିଓ ଆନାଲିଜର |
श्रव्य प्रसारण,ଅଡିଓ ପ୍ରସାରଣକାରୀ |
"श्रव्य केबल, ऑडियो केबल",ଅଡିଓ କେବୁଲ୍ |
श्रव्य  शृंखला,ଅଡିଓ ଶୃଙ୍ଖଳା
"श्रव्य कोडेक, श्रव्य कोडक-विकोडक",ଅଡିଓ କୋଡେକ
श्रव्य संपीडन,ଅଡିଓ ସଙ୍କୋଚନ |
श्रव्य संपीडक,ଅଡିଓ ସଙ୍କୋଚନ |
श्रव्य कंसोल,ଅଡିଓ କୋନସୋଲ |
श्रव्य विरूपण,ଅଡିଓ ବିକୃତ |
"श्रव्य गतिक सीमा, श्रव्य गतिक परास",ଅଡିଓ ଗତିଶୀଳ ପରିସର |
श्रव्य संचिका आरूप,ଅଡିଓ ଫାଇଲ୍ ଫର୍ମାଟ୍ |
श्रव्य फ्रेम आरूप,ଅଡିଓ ଫ୍ରେମ୍ ଫର୍ମାଟ୍ |
श्रव्य आवृत्ति प्रवर्धक,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |
श्रव्य आवृत्ति जनित्र,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଜେନେରେଟର |
श्रव्य आवृत्ति परास,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ରେଞ୍ଜ |
श्रव्य आवृत्ति अनुक्रिया,ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |
श्रव्य सीमक,ଅଡିଓ ସୀମା
श्रव्य लाइन,ଅଡିଓ ରେଖା |
श्रव्य मिश्रक,ଅଡିଓ ମିକ୍ସର୍ |
श्रव्य मॉडुलन,ଅଡିଓ ମୋଣ୍ଟୁଲେସନ୍ |
"श्रव्य दोलक, श्रव्य दोलित्र",ଅଡିଓ ଓସକ୍ଲଟର |
श्रव्य निर्गत,ଅଡିଓ ଆଉଟପୁଟ୍
श्रव्य षक्ति,ଅଡିଓ ଶକ୍ତି |
श्रव्य गुणवत्ता,ଅଡିଓ ଗୁଣ
"श्रव्य संकेत, ध्वनि संकेत, ध्वनि सिगनल",ଅଡିଓ ସଙ୍କେତ
श्रव्य संकेत प्रक्रमण,ଅଡିଓ ସଙ୍କେତ ପ୍ରକ୍ରିୟାକରଣ |
"श्रव्य स्पेक्ट्रम, ध्वनि स्पेक्ट्रम",ଅଡିଓ ସ୍ପେକ୍ଟ୍ରମ୍
श्रव्य भंडारण,ଅଡିଓ ଷ୍ଟୋରେଜ୍ |
श्रव्य (आवृत्ति) उपवाहक,ଅଡିଓ ସବ୍-କ୍ୟାରିଅର୍ |
श्रव्य रूपांतरक,ଅଡିଓ ଟ୍ରାନ୍ସଫର୍ମର |
श्रव्य प्रेषित्र,ଅଡିଓ ଟ୍ରାନ୍ସମିଟର |
–श्य/श्रव्य संपीडन,ଅଡିଓ / ଭିଡିଓ ସଙ୍କୋଚନ |
श्रव्य आवृत्ति दोलक,ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ଓସକ୍ଲୁଟର |
"श्रव्य आवृत्ति संकेत, श्रव्य आवृत्ति सिगनल",ଅଡିଓ-ଫ୍ରିକ୍ୱେନ୍ସି ସିଗ୍ନାଲ୍ |
श्रव्यमिति,ଅଡିଓମେଟ୍ରି |
–ष्य-श्रव्य साधन,ଅଡିଓ-ଭିଜୁଆଲ୍ ସାହାଯ୍ୟ |
श्रवण बोध,ଅଡିଟୋରୀ ଧାରଣା |
"अधिप्रमाणन, प्रमाणीकरण",ପ୍ରାମାଣିକିକରଣ
"प्राधिकृत वाहक आवृति, अधिकृत वाहक आवृत्ति",ପ୍ରାଧିକୃତ ବାହକ ଫ୍ରିକ୍ୱେନ୍ସି |
"ऑटो कैड, ऑटो CAD",ଅଟୋ କ୍ୟାଡ୍
स्वतः नैदानिकी,ଅଟୋ ଡାଇଗ୍ନୋଷ୍ଟିକ୍ |
"स्वचल, स्वचालित, स्वतः, स्व",ସ୍ୱୟଂଚାଳିତ |
स्वतः नियंत्रण,ସ୍ୱୟଂଚାଳିତ ନିୟନ୍ତ୍ରଣ |
स्वतः संसूचन,ସ୍ୱୟଂଚାଳିତ ଚିହ୍ନଟ |
स्वचालित उपस्कर,ସ୍ୱୟଂଚାଳିତ ଯନ୍ତ୍ରପାତି |
स्वतःआवृत्ति नियंत्रण,ସ୍ୱୟଂଚାଳିତ ଫ୍ରିକ୍ୱେନ୍ସି କଣ୍ଟ୍ରୋଲ୍ |
स्वचालित सीमक,ସ୍ୱୟଂଚାଳିତ ସୀମା |
स्वचालित मशीन,ସ୍ୱୟଂଚାଳିତ ଯନ୍ତ୍ର
स्वतः कला नियंत्रण,ସ୍ୱୟଂଚାଳିତ ଫାସା ନିୟନ୍ତ୍ରଣ |
स्वतः चित्र प्रेषण,ସ୍ୱୟଂଚାଳିତ ଚିତ୍ର ଟ୍ରାନ୍ସମିସନ୍ |
" स्व प्रतिश्रवण ,स्व प्रति–श्यण",ସ୍ୱୟଂଚାଳିତ ପ୍ଲେକ୍ |
स्वतः षक्ति नियंत्रण,ସ୍ୱୟଂଚାଳିତ ଶକ୍ତି ନିୟନ୍ତ୍ରଣ |
"स्वतःप्रोग्रामन, स्वतः क्रमादेशन",ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |
