Odiya,Tamil
adiabat,அடியாபட்
ଆଡିଆବାଟିକ୍ |,அடியாபாடிக்
ଉତ୍ତାପ ଇନସୁଲେଟିଂ,வெப்ப காப்பு
ସଂଲଗ୍ନ,இணைப்பு
ନିୟନ୍ତ୍ରିତ,அனுசரிப்பு
ଅନୁପ୍ରବେଶ,ஊடுருவல்
ବିଜ୍ or ାପନ,உறிஞ்சுதல்
ଆଗକୁ,முன்னோக்கி
ପ୍ରଗତିଶୀଳ |,முற்போக்கானது
"akashi, air (v।), aerial (ed।)","ஆகாஷி, காற்று (வி.), வான்வழி (பதிப்பு)"
ଆଣ୍ଟେନା ଷ୍ଟ୍ରିମ୍ |,ஆண்டெனா ஸ்ட்ரீம்
ବାୟୁ ସର୍ବେକ୍ଷଣ |,வான்வழி ஆய்வு
ବାୟୁ ବେଗ,காற்று வேகம்
ଏରୋଡାଇନାମିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ஏரோடைனமிக் குணகம்
ଏରୋଡାଇନାମିକ୍ |,காற்றியக்கவியல்
ଏରୋଡାଇନାମିକ୍ସ |,காற்றியக்கவியல்
ଏରୋନେଟିକାଲ୍ |,வானூர்தி
ଏରୋନେଟିକ୍ସ |,ஏரோநாட்டிக்ஸ்
ବାୟୁ ନାଡ,காற்று துடிப்பு
"ବାୟୁମଣ୍ଡଳ, ଗ୍ୟାସୋସଫର |","வளிமண்டலம், வாயுக்கோளம்"
ଫୋକସ୍ ସିଷ୍ଟମ୍ |,கவனம் அமைப்பு
ପଛ ଇଗ୍ନିସନ୍ |,மீண்டும் பற்றவைப்பு
ପଛ ଆଲୋକ,பின் ஒளி
ସଂକଟ,அதிர்ச்சி
"ବୟସ, ବୟସ, ବୟସ, ଯୁଗ (ଏଡି।), ସମୟ (ver।), ସମୟ, ସମୟ ଦ୍ୱାରା ପ୍ରଭାବିତ ହେବା |","வயது, வயது, வயது, சகாப்தம் (பதிப்பு), நேரத்தை பாதிக்க (ver.), நேரம், காலத்தால் பாதிக்கப்படுவது"
ସମୟ ପ୍ରଭାବିତ |,நேரம் பாதிக்கப்பட்டது
"ବାର୍ଦ୍ଧକ୍ୟ, ବାର୍ଦ୍ଧକ୍ୟ","முதுமை, முதுமை"
ସମୟ ପ୍ରଭାବ,நேர விளைவு
ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା,நேர விளைவு சோதனை
ମାଧ୍ୟାକର୍ଷଣ |,புவியீர்ப்பு இல்லாதது
ପୁନ iliation ନିର୍ମାଣ,நல்லிணக்கம்
"ବାୟୁବାହୀ ରାଡାର, ଏରିଆଲ୍ ରାଡାର୍ |","வான்வழி ரேடார், வான்வழி ரேடார்"
"ଏରିଲ୍ ଟାର୍ଗେଟ୍, ଏରିଲ୍ ଟାର୍ଗେଟ୍ |","வான் இலக்கு, வான் இலக்கு"
ବାୟୁ ଶ୍ ir ାସକ୍ରିୟା,காற்று சுவாசக் கருவி
ଶୀତତାପ ନିୟନ୍ତ୍ରଣ,ஏர் கண்டிஷனிங்
ଏୟାରକ୍ରାଫ୍ ଟ୍ରାନ୍ସଫର୍ମର |,காற்று எதிர்ப்பு மின்மாற்றி
ବିମାନ,விமானம்
ଶ୍ରେଣୀବଦ୍ଧତା |,சீரமைப்பு
ଶ୍ରେଣୀବଦ୍ଧ ତ୍ରୁଟି |,சீரமைப்பு பிழை
ଲାଇଭ୍ ସର୍କିଟ୍ |,நேரடி சுற்று
ପୂର୍ଣ୍ଣ ଗ୍ଲାସ୍ ଟ୍ୟୁବ୍ |,முழு கண்ணாடி குழாய்
ପୁରା ଧାତୁ ଟ୍ୟୁବ୍ |,முழு உலோக குழாய்
ଠିକ କରିବା ପାଇଁ,சரி செய்ய
"ମିସ୍ରାଟୁ (ଏଡି।), ମିଶ୍ରଭାନ୍ (କ୍ର।)","மிஸ்ரது (பதிப்பு), மிஷ்ரத்வான் (சிஆர்.)"
ମିଶ୍ର,மிஷ்ரத்வான்
ସର୍ବବ୍ୟାପୀ ମାଧ୍ୟମ |,எங்கும் நிறைந்த ஊடகம்
omni ଆଣ୍ଟେନା |,ஆம்னி ஆண்டெனா
ଆଲମାନାକ |,பஞ்சாங்கம்
ଆଲଫା,ஆல்பா
ଆଲଫା-କାର୍ଯ୍ୟକଳାପ |,ஆல்பா-செயல்பாடு
ବର୍ଣ୍ଣମାଳା,எண்ணெழுத்து
ଆଲଫା ରଶ୍ମି |,ஆல்பா கதிர்
ପରିବର୍ତ୍ତନ କରନ୍ତୁ |,மாற்றம்
"ବିକଳ୍ପ, ବିକଳ୍ପ","மாற்று, மாற்று"
ବିକଳ୍ପ,மின்மாற்றி
ଉଚ୍ଚତା,உயரமானி
ଉଚ୍ଚତା,உயரமானி
ଉଚ୍ଚତା,அல்டிமெட்ரி
"ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା |","உயரம், உயரம், உயரம், உயரம்"
ଗାଣିତିକ ଯୁକ୍ତିଯୁକ୍ତ ୟୁନିଟ୍ (ALU),எண்கணித ரீசனிங் யூனிட் (ALU)
amaget ନିୟମ |,அமுத விதி
ପରିବେଶ,சூழல்
ଆମିକ୍ରନ୍ |,அமிக்ரான்
ଆମ୍ମିଟର,அம்மீட்டர்
ଆମ୍ପେର୍,ஆம்பியர்
ampere-law,ஆம்பியர்-சட்டம்
ଆମ୍ଫିବିଆନ୍ ଆୟନ |,நீர்வீழ்ச்சி அயனி
ବୃଦ୍ଧି,பெருக்கம்
ଏମ୍ପ୍ଲିଫାୟର୍,பெருக்கி
"କୋଣ, ପରିମାପ","கோணம், பரிமாணம்"
a। M. U. (ପରମାଣୁ ମାସ ଏକକ),அ. எம்.யு. (அணு நிறை அலகு)
ସୁସଙ୍ଗତ,இணக்கமான
ଅନୁରୂପ,ஒப்புமை
ବିଶ୍ଳେଷକ |,ஆய்வாளர்
ବିଶ୍ଳେଷଣ |,பகுப்பாய்வு
ବିଶ୍ଳେଷଣାତ୍ମକ |,பகுப்பாய்வு
ଅଣ-ବିନ୍ଦୁ |,புள்ளி அல்லாத
ଅସନ୍ତୁଷ୍ଟ |,முரண்பாடான
ଏବଂ ଦ୍ୱାର,மற்றும் கதவு
ଅଣ-ଆକାଶବାଣୀ |,ஒலி அல்லாத
ଅନୋମାଲ୍ ଇଲାସ୍ଟିସିଟି |,ஒழுங்கற்ற நெகிழ்ச்சி
ଆନ୍ହାଇଡ୍ରସ୍,நீரற்ற
କୋଣ,கோணம்
ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |,angstrom அலகு
କୋଣାର୍କ |,கோணல்
ପ୍ରୋଟ୍ରାକ୍ଟର ଭର୍ନିଅର୍ |,நீடிப்பான் வெர்னியர்
ବିବାଦୀୟ |,சர்ச்சைக்குரிய
ସମ୍ମାନଜନକ |,மரியாதையற்ற
ଆକ୍ରୋମାଟିକ୍ ଚୁମ୍ବକୀୟକରଣ |,வண்ணமயமான காந்தமாக்கல்
ଅଳସୁଆ |,மந்தமான
ଆୟନ,அயனி
ଅସୀମିତ |,சமச்சீரற்ற
ଆଇସୋଟ୍ରୋପିକ୍ |,ஐசோட்ரோபிக்
ଆଇସୋଟ୍ରୋପିଜିମ୍ |,ஐசோட்ரோபிசம்
ବିଲୋପ,நீக்குதல்
ଷଡଯନ୍ତ୍ରକାରୀ,சதிகாரர்கள்
anode,நேர்மின்முனை
ଆନାଡାଇଜେସନ୍ |,அனோடைசேஷன்
ଅସଙ୍ଗତ,சீரற்ற
ଅପ୍ଟିକାଲ୍ ସିଷ୍ଟମ୍ |,ஒளியியல் அமைப்பு
ଆଣ୍ଟେନା |,ஆண்டெனா
ଆଣ୍ଟିବାୟର୍,ஆன்டிபெரியன்
ଆଣ୍ଟି-ବଣ୍ଡିଂ ଗୁଣ |,பிணைப்பு எதிர்ப்பு சொத்து
କାଉଣ୍ଟର ବଣ୍ଡ |,எதிர் பத்திரம்
ଓଲଟା ଶକ୍ତି |,தலைகீழ் சக்தி
ଡାଇମାଗ୍ନେଟିକ୍ |,காந்தவியல்
ହୀରା ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |,காந்தப் பொருள்
ଆଣ୍ଟି-ଇନଫ୍ଲାମେଟୋରୀ |,அழற்சி எதிர்ப்பு
ଆଣ୍ଟିଗ୍ରାଭିଟି,ஈர்ப்பு எதிர்ப்பு
ଆଣ୍ଟିଲାମଡା କଣିକା |,ஆன்டிலாம்டா துகள்
ଆଲେଲେପଟନ୍ |,அலெப்டன்
ଡାଇମାଗ୍ନେଟିକ୍ |,காந்தவியல்
ଆଣ୍ଟିମାଟର୍ |,எதிர்ப்பொருள்
ଆଣ୍ଟି ମିସାଇଲ୍,எதிர்ப்பு ஏவுகணை
ଆଣ୍ଟିନାଟ୍ରନ୍ |,எதிர்நியூட்ரான்
ପଲସିଂ,துடிக்கும்
ଆଣ୍ଟିନ୍ୟୁକ୍ଲିଅନ୍ |,எதிர் அணுக்கரு
ଆଣ୍ଟିପାର୍ଟିକଲ୍ |,எதிர் துகள்
ଆଣ୍ଟିପ୍ରୋଟନ୍ |,ஆன்டிபுரோட்டான்
ଆଣ୍ଟିରେଫ୍ଲେକ୍ଟିଭ୍ |,எதிர் பிரதிபலிப்பு
ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ |,சமச்சீரற்ற
ପୁନରାବୃତ୍ତି ନୁହେଁ |,மீண்டும் நிகழாதது
ଆନାକ୍ରୋନିଜିମ୍ |,காலமற்ற தன்மை
ଛିଦ୍ର ହୋଇଥିବା ସ୍କାନିଂ ଡିସ୍କ |,துளையிடப்பட்ட ஸ்கேனிங் வட்டு
ଦ୍ୱାରକ,துவாரக்
"ଉପର, ଉପର, ଆଗ","மேல், மேல், முன்"
"ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ଆପସୋର୍ |","சூரியன் உயர், அதிக சூரியன்"
ଉଦାସୀନ ଲେସ୍ |,அக்கறையற்ற சரிகை
ଅଣ-ଦୁ hetic ଖଦାୟକ |,பரிதாபமற்றது
ଅକ୍ଷମତା |,இயலாமை
ବହୁତ ଆକ୍ରୋମାଟିକ୍ |,மிகவும் வண்ணமயமான
"ଭୂମି ଉଚ୍ଚ, ଆପୋଜି |","நிலம்-உயர்ந்த, உச்சநிலை"
"ଅଣପୋଲାର୍, ସର୍କମ୍ପୋଲାର୍ |","துருவமற்ற, சுற்றளவு"
ପାରାପୋଲାରିଟି |,பார்ப்பனியம்
ଉପକରଣ,சாதனம்
"ଭର୍ଚୁଆଲ୍, ଭିଜୁଆଲ୍ |","மெய்நிகர், காட்சி"
ଦୃଶ୍ୟମାନ ସୂର୍ଯ୍ୟ |,தெரியும் சூரியன்
ଭିଜୁଆଲ୍ ସମୟ |,காட்சி நேரம்
ଉଦୀୟମାନ ରୂପ,வெளிப்படும் தோற்றம்
ଆବେଦନ,விண்ணப்பம்
ପ୍ରଯୁଜ୍ୟତା |,பொருந்தக்கூடிய தன்மை
ପ୍ରୟୋଗ ହୋଇଛି |,விண்ணப்பித்தார்
ପର୍ଯ୍ୟବେକ୍ଷଣଯୋଗ୍ୟ |,கவனிக்கத்தக்கது
ଉପାୟ,அணுகுமுறை
"ପାଖାପାଖି, ପାଖାପାଖି","அருகில், தோராயமாக"
ଆନୁମାନିକତା,தோராயம்
ବାଷ୍ପ ଚାପ,நீராவி அழுத்தம்
ସ୍ବେଚ୍ଛାକୃତ,தன்னார்வ
"ଆର୍କ ଫର୍ଣ୍ଣେସ୍, ଆର୍କ ଫର୍ଣ୍ଣେସ୍ |","வில் உலை, வில் உலை"
ଆର୍କିମିଡିସ୍ ନିୟମ |,ஆர்க்கிமிடிஸ் சட்டம்
ସ୍ଥାପତ୍ୟ ଆକାଶବାଣୀ |,கட்டிடக்கலை ஒலியியல்
ଆର୍କ ଦୀପ,பரிதி விளக்கு
ଆର୍କ-ସ୍ପେକ୍ଟ୍ରମ୍ |,வில்-ஸ்பெக்ட்ரம்
"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର","பகுதி, பகுதி"
"ଆଞ୍ଚଳିକ, ଆଞ୍ଚଳିକ","பிராந்திய, பிராந்திய"
"ବାହୁ, ବାହୁ, ଶାଖା |","கை, கை, கிளை"
ଶ୍ରଦ୍ଧାଳୁ,அமெச்சூர்
"ଆରେ, ଆରେ","வரிசை, வரிசை"
ରସିଦ,பெறுபவர்
ଉଚ୍ଚାରଣ ସ୍ୱଚ୍ଛତା |,உச்சரிப்பு தெளிவு
ସିନ୍ଥେଟିକ୍ |,செயற்கை
କୃତ୍ରିମ ସଂକ୍ରମଣ,செயற்கை மாற்றம்
ଆରୋହଣ,ஏறுமுகம்
ଆରୋହଣ,ஏற்றம்
ଆରୋହଣ,ஏறும்
ଆଗୋଲି,அகோலி
ଏକୀକରଣ,திரட்டுதல்
ର ସେଟ୍,தொகுப்பு
"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |","கூட்டுதல், கூட்டுதல்"
"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |","அசெம்பிளிங், அசெம்பிள், அசெம்பிள்"
ସଠିକତା ଆକଳନ,துல்லியமான மதிப்பீடு
ନିର୍ଦ୍ଦିଷ୍ଟ (କ୍ୱାଣ୍ଟମ୍ ସଂଖ୍ୟା) ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,குறிப்பிடப்பட்ட (குவாண்டம் எண்களின்) விவரக்குறிப்புகள்
"ସମ୍ବନ୍ଧୀୟ, ଆସୋସିଏଟିଭ୍, କଞ୍ଜୁଗେଟ୍ |","தொடர்புடைய, துணை, இணைந்த"
ସ୍ ow ର ଶବ୍ଦ,உயிர் ஒலி
ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |,தானியங்கி மல்டிவிபிரேட்டர்
asthenic,ஆஸ்தெனிக்
"ନିବୃତ୍ତତା, astigmatism |","மதுவிலக்கு, astigmatism"
ସ୍ପେସ୍ ଭ୍ରମଣ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |,விண்வெளி பயண மின்னணுவியல்
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,வானியற்பியல்
ମହାକାଶଚାରୀ,விண்வெளி
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ,வானியலாளர்
ସ୍ୱର୍ଗୀୟ,விண்ணுலகம்
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,வானியல்
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,வானியற்பியல்
ଅସୀମିତ |,சமச்சீரற்ற
ଅସ୍ମିପଟୋଟିକ୍ |,அறிகுறியற்ற
ବୃଦ୍ଧି,மோசமாக்கும்
ଅସନ୍ତୁଳିତ |,ஒத்திசைவற்ற
"ପରିବେଶ, ପରିବେଶ","வளிமண்டலம், வளிமண்டலம்"
ବାୟୁମଣ୍ଡଳ,வளிமண்டலம்
ପବନ ଅଶାନ୍ତି |,காற்று கொந்தளிப்பு
ପରମାଣୁ,அணுக்கரு
ପରମାଣୁ,அணு
ପରମାଣୁ,அணுசக்தி
ଆଣବିକ ମାସ,அணுக்கரு நிறை
ପରମାଣୁ ସଂଖ୍ୟା,அணு எண்
"ଆଣବିକ ରିଆକ୍ଟର, ଆଣବିକ ଗଦା |","அணு உலை, அணுக் குவியல்"
ପରମାଣୁ,அணு
କଣିକା,துகள்
କଣିକା,துகள்
ଆଘାତ,"தணிவு, தணிவு"
"ଆଘାତ, ଆଘାତ","தணித்தல், தணித்தல்"
ଚମତ୍କାର |,வசீகரம்
ଆକର୍ଷଣର ଶକ୍ତି |,ஈர்ப்பு சக்தி
ଶ୍ରବଣତା |,கேட்கக்கூடிய தன்மை
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |,ஒலி அதிர்வெண் பெருக்கி
ଶ୍ରବଣଯୋଗ୍ୟ |,கேட்கக்கூடிய
ଅଡିଓ ଜେନେରେଟର,ஆடியோ ஜெனரேட்டர்
ଶ୍ରବଣତା ଗ୍ରାଫ୍ |,கேட்கக்கூடிய வரைபடம்
ବିଜ୍ଞାନ ଶୁଣିବା |,கேட்கும் அறிவியல்
ଅଡିଓମିଟର |,ஒலிமானி
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |,கேட்கக்கூடிய அதிர்வெண் ஆஸிலேட்டர்
ଶବ୍ଦ ସଙ୍କେତ,ஒலி சமிக்ஞை
ଅଡିଓ-ଭିଜୁଆଲ୍ |,ஒலி-ஒளி காட்சி
"ଅଡିଟୋରିୟମ୍, ଅଡିଟୋରିୟମ୍ |","ஆடிட்டோரியம், ஆடிட்டோரியம்"
OZ ପ୍ରଭାବ,OZ விளைவு
ପଦୋନ୍ନତି,பதவி உயர்வு
ଉନ୍ନତିକାରୀ,மேம்படுத்துபவர்
ପୋଲାର ଅଗ୍ନି,துருவ சுடர்
ଦକ୍ଷିଣ ପୋଲାର ଅଗ୍ନି,தென் துருவ சுடர்
ଉତ୍ତର ପୋଲାର ଅଗ୍ନି,வட துருவ சுடர்
ସ୍ୱୟଂଚାଳିତ ଆଲର୍ଟ |,தானியங்கி எச்சரிக்கை
ଅଟୋ ସମାନ୍ତରାଳ,தானாக இணையாக
"ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ |","தானியங்கி, தானியங்கி, தானியங்கி"
"ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ","ஆட்டோமேஷன், ஆட்டோமேஷன்"
"ସହାୟକ, ସହଯୋଗୀ, ଅତିରିକ୍ତ |","உதவியாளர், கூட்டுறவு, கூடுதல்"
"ଅଭଡାଭା, ଆଭାଲଚେନ୍","அவடவா, அவலாஞ்சி"
"ଅର୍ଥ, ଅର୍ଥ","சராசரி, சராசரி"
parivaran,பரிவாரன்
ଅକ୍ଷୀୟ |,அச்சு
ଅକ୍ଷ,அச்சு
ଆଜିମ୍ୟୁଥ୍,அஜிமுத்
ଆଜିମ୍ୟୁଥ୍,அஜிமுத்
ପଛକୁ,மீண்டும்
"ପୃଷ୍ଠଭୂମି, ପୃଷ୍ଠଭୂମି","பின்னணி, பின்னணி"
"ପଛକୁ, ପଛକୁ","பின்தங்கிய, பின்தங்கிய"
ବୁଲି ପଡ,திருப்புமுனை
ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ ପଲ୍ସର୍ |,பின் மின்னழுத்த துடிப்பு
ସମ୍ପର୍କ ପରବର୍ତ୍ତୀ,பிந்தைய உறவு
ପରିଶୋଧ,கொடுக்கப்படுவதுடன்
ଆଣ୍ଟି ଭୋଲଟେଜ୍ |,எதிர்ப்பு மின்னழுத்தம்
ପରବର୍ତ୍ତୀ ବିଛାଇବା |,பின்புற சிதறல்
ଆନ୍ତର୍ଜାତୀୟ ତରଙ୍ଗ |,இடைநிலை அலை
ଇନସୁଲେଟର,இன்சுலேட்டர்
ପାରାଚ୍ୟୁଟ୍ ଜମ୍ପ୍ |,பாராசூட் ஜம்ப்
ଗରମ,வெப்பமூட்டும்
"ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |","சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை, சமநிலை"
ବାଲାନ୍ସର୍,சமநிலைப்படுத்துபவர்
ସନ୍ତୁଳନ,சமநிலை
ଗ୍ଲୋବୁଲ୍,உருண்டை
"ବାଲିଷ୍ଟିକ୍, ବାଲିଷ୍ଟିକ୍ |","பாலிஸ்டிக், பாலிஸ்டிக்"
"ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର, ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର |","ப்ராஜெக்ஷன் கால்வனோமீட்டர், ப்ராஜெக்ஷன் கால்வனோமீட்டர்"
କ୍ଷେପଣାସ୍ତ୍ର,ஏவுகணை
"ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |","பந்துவீச்சு, ஆயுதம்"
ପ୍ରୋଜେକସନ,கணிப்பு
ମାଗଣା ପଥ,இலவச பாதை
"ବେଲୁନ୍, ବେଲୁନ୍ |","பலூன், பலூன்"
ବାଲ୍ମର୍ ବିଚ୍ଛିନ୍ନତା |,பால்மர் இடைநிறுத்தம்
"ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ |","இசைக்குழு, இசைக்குழு, இசைக்குழு"
ବିସ୍ଫୋରଣ,குண்டு வெடிப்பு
"ଆରେ, ବିମ୍, କୂଳ, ବ୍ୟାଙ୍କ, ଉପକୂଳ |","வரிசை, கற்றை, கரை, கரை, கடற்கரை"
"ସ୍ତମ୍ଭ, ବାର୍, କୋବ୍, ବ୍ଲକ୍, ବାର୍, ବାଡ଼ି, ବାର୍, 8. କାନ୍ଥ, 9. ରେଖା, 10. ଧାର, 1 ବ୍ଲକ, 1, ବାର୍, 1, ରେଖା, 1, ପରୀକ୍ଷା ରେଖା |","நெடுவரிசை, பட்டை, கோப், தொகுதி, பட்டை, கம்பி, பட்டை, 8. சுவர், 9. கோடு, 10. விளிம்பு, 1 தொகுதி, 1, பட்டை, 1, கோடு, 1, சோதனைக் கோடு"
ବାର୍ଡେନ୍ ନୀତି |,பார்டீன் கொள்கை
ବାର୍କହାଉନ୍ ପ୍ରଭାବ |,barkhausen விளைவு
ବାର୍ଲୋ ଚକ୍ର |,பார்லோ சுழற்சி
ବାର୍ ଚୁମ୍ବକ,பட்டை காந்தம்
ଭଣ୍ଡାର,கொட்டகை
ବାୟୁ ଚାପ ଗ୍ରାଫ୍ |,காற்று அழுத்த வரைபடம்
"ବାରୋଗ୍ରାଫ୍, ବାରୋଗ୍ରାଫ୍ |","barograph, barograph"
ବାରୋମିଟର |,காற்றழுத்தமானி
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,வளிமண்டல அழுத்தம்
"ବ୍ରହ୍ମାଣ୍ଡ, ବାରୋମୋସଫର |","அண்டம், காற்றழுத்தம்"
ପେଣ୍ଡୁଲମ୍ |,ஊசல்
