Marathi,English
अँजेविन (=अंजेविन),Angevin (=anjevin)
कोन,Angles
अँग्लिकन,Anglican
अँग्लिकन कम्युनियन,Anglican Communion
अँग्लिकनवाद,Anglicanism
अँग्लो-फोब,Anglo-phobe
अँग्लो-फोबिया,Anglo-phobia
अँग्लो-सॅक्सन,Anglo-Saxon
अँग्लो-सॅक्सोनवाद,Anglo-Saxonism
अॅनालिस्ट,Annalist
इतिहास,Annals
संलग्नीकरण,Annexation
अँटी-बेलम,Ante-bellum
पूर्वीची तारीख,Ante date
कारकुनविरोधी,Anti-clericalism
कारकुनी विरोधी कायदा,Anti-clerical legislation
पुरातन वास्तू,Antiquity
विरोधी भाडे,Anti-rent
विरोधी भाडे,Anti-rent
सेमिटिझम विरोधी,Anti Semitism
अँझॅक,Anzac
अपेला,Apella
अरालू,Aralu
आर्च बिशप,Arch bishop
आर्च डची,Arch duchy
आर्च ड्यूक,Arch duke
आर्काइफ (=अभिलेख संग्रह),Archief (=archival collection)
आर्किपिस्कोपेट,Archiepiscopate
अभिजात वर्ग,Aristocracy
कुलीन,Aristocrat
खानदानी स्नोबरी,Aristocratic snobbery
अॅरिस्टोटेलियन,Aristotelian
आरमार,Armada
आरमार (=स्पॅनिश आरमार),Armada (=The Spanish Armada)
आर्मोरिस्ट (= आर्मरिस्ट),Armorist (=armourist)
चिलखत (= चिलखत),Armour (=armor)
आर्मरिस्ट,Armourist
आर्यन,Aryan
आर्यन,Aryan
अस्करी,Askari
नियुक्त करा,Assignat
Assize,Assize
Assize,Assize
Assize,Assize
शस्त्रास्त्र कायद्याची मदत,Assize of Arms Act
डॅरेन प्रेझेंटमेंटची मदत,Assize of Darrein Presentment
मॉर्ट &#39;डी&#39; पूर्वजांची मदत,Assize of Mort 'D' Ancestor
कादंबरी Disseisin च्या Assize,Assize of Novel Disseisin
अत्याचार,Atrocity
हल्ला,Attack
ऑलिक कौन्सिल,Aulic Council
देवीची कुर्‍हाड (= देवी कुर्हाड),Axe of the Geddess (=the Geddess axe)
अक्ष (=रोम-बर्लिन-टोकियो अक्ष),Axis (=The Rome-Berlin-Tokyo Axis)
बॅबिलोन,Babylon
बॅबिलोनियन बंदिवास (= बॅबिलोनी कैद),Babylonian captivity (=Babylonish captivity)
बचनाल भक्त,Bacchanal devotee
बचनालिया,Bacchanalia
बॅचलर,Bachelor
बगदाद करार,Baghdad Pact
बाल्कन लीग,Balkan League
बाल्कन करार,Balkan Pact
बाल्कन युद्धे,Balkan Wars
बाल्टिक करार,Baltic Pact
डाकू,Bandit
बांडुंग परिषद,Bandung Conference
हद्दपार,Banishment
बॅनर,Banner
रानटी,Barbarian
बार्बिकन,Barbican
बारडोली सत्याग्रह,Bardoli satyagraha
धान्याचे कोठार बर्नर्स,Barn Burners
जहागीरदार,Baron
बॅरोनेज,Baronage
Barones majores,Barones majores
बॅरोन्स अल्पवयीन,Barones minores
जहागीरदार,Baroness
बॅरोनेट,Baronet
बॅरोनेटेज,Baronetage
बॅरोनेटेज,Baronetage
बॅरोनेटसी,Baronetcy
बॅरोनी,Barony
बॅराकून,Barracoon
बॅराकून,Barracoon
बॅरिकेड (= बॅरिकेडो),Barricade (=barricado)
बॅरिकेड (= बॅरिकेडो),Barricade (=barricado)
बॅरिकेड (= बॅरिकेडो),Barricade (=barricado)
बेस कॅम्प,Base camp
बॅसिलिका,Basilica
बॅसिलिका,Basilica
बॅस्टिला,Bastila
बॅस्टिल,Bastille
बॅस्टिल,Bastille
बॅटरी,Battery
लढाई,Battle
Batlle-array,Batlle-array
लढाई रडणे,Battle cry
लढाई दिन,Battle din
युद्धक्षेत्र,Battle field
लढाई भजन,Battle hymn
स्पर्सची लढाई,Battle of the Spurs
स्टँडर्डची लढाई,Battle of the Standard
युद्धनौका,Battleship
युद्धनौका-शक्ती,Battleship-strength
Bayeux टेपेस्ट्री,Bayeux tapestry
बीकन,Beacon
बीकन टॉवर,Beacon tower
बीव्हर,Beaver
बीव्हर,Beaver
समुद्राचे भिकारी,Beggars of the sea
बेलिकोज,Bellicose
बेलिकोज,Bellicose
बेलिकोज,Bellicose
बेलिकोसिटी,Bellicosity
बेलोना,Bellona
फायदा,Benefice
धर्मगुरूंचा लाभ,Benefit of clergy
बेनेलक्स,Benelux
बर्लिन डिक्री,Berlin Decree
बेसरकर,Berserker
बेझंट (=बेझंट),Besant (=bezant)
बेथेल,Bethel
बिब्लिओलेटर,Bibliolater
ग्रंथदिंडी,Bibliolatry
मोठा बर्था,Big Bertha
धर्मांध,Bigot
बिलेटिंग,Billeting
अटेंडरचे बिल,Bill of Attainder
अधिकारांचे विधेयक,Bill of Rights
चरित्रकार,Biographer
जन्मकथा,Birth stories
बिव्होक,Bivouac
बिव्होक,Bivouac
बिव्होक,Bivouac
बिझोनिया,Bizonia
काळा पक्षी,Black birding
काळा झेंडा,Black flag
कृष्ण विवर,Black Hole
कृष्ण विवर,Black Hole
काळा पाय (= खरुज),Black leg (=scab)
काळा शर्ट,Black Shirt
ब्लेझोन,Blazon
ब्लेझोन,Blazon
झगमगाट,Blazonry
झगमगाट,Blazonry
ब्लिट्झक्रीग,Blitzkrieg
रक्तहीन क्रांती (=वैभवशाली क्रांती),Bloodless Revolution (=Glorious Revolution)
ब्लडवाईट,Bloodwite
ब्लडी मेरी,Bloody Mary
निळा,Blue
निळे रक्त,Blue blood
निळे पुस्तक,Blue book
निळी फीत,Blue ribbon
निळी फीत,Blue ribbon
ब्लूज (=रॉयल हॉर्स गार्ड),Blues (=Royal Horse Guards)
निळा शर्ट,Blue Shirt
ब्लू वॉटर स्कूल,Blue Water School
नियंत्रण मंडळ,Board of Control
शरीर चिलखत,Body armour
बोअर,Boer
लूट,Booty
बरो,Borough
बुलेउटेरियन,Bouleuterion
बोरबॉन,Bourbon
बॉक्सर बंडखोरी,Boxer rebellion
ब्रेस,Brace
ब्रासर्ड,Brassard
ब्रासर्ड,Brassard
ब्रेड वसाहती,Bread colonies
ब्रेस्ट प्लेट,Breast Plate
स्तनाचे काम,Breast work
ब्रेटवाल्डा,Bretwalda
ब्रिगेंड,Brigand
दलाल,Brigandage
ब्रिटिश कॉमनवेल्थ ऑफ नेशन्स,British Commonwealth of Nations
तपकिरी शर्ट (=नाझी),Brown Shirts (=The Nazis)
ब्रुसेल्स ट्रीटी (पॅक्ट) संस्था (=वेस्टर्न युरोपियन युनियन),Brussels Treaty (Pact) organisation (=Western Europeon union)
बफ,Buff
बफ,Buff
बफ-कोट,Buff-coat
बफ्स,Buffs
बुले (=परिषद),Bule (=council)
बर्गेज,Burgage
बर्जेस,Burgess
बायझँटाईन,Byzantine
बायझँटाईन चर्च,Byzantine church
बायझँटाईन साम्राज्य,Byzantine Empire
बायझँटाईन युग,Byzantine Era
बायझँटाईन इतिहासकार,Byzantine historians
कॅबल,Cabal
सीझरवाद,Caesarism
खलिफा,Caliph
कॅलिग्राफर,Calligrapher
कॅलिग्राफिस्ट,Calligraphist
कॅलिग्राफी,Calligraphy
कॅल्ट्रॉप,Caltrop
सौहार्द,Camaraderie
कॅमरिला,Camarilla
कॅमरिला,Camarilla
कॅमेलॅकम,Camelaucum
क्लृप्ती,Camouflage
मोहीम,Campaign
शिबिराचे अनुयायी,Camp follower
कॅम्पो सॅंटो,Campo santo
कॅम्पस मार्टियस,Campus martius
कॅनेफोरा,Canephora
कॅंग्यू,Cangue
तोफखाना,Cannonade
तोफ चारा,Cannon fodder
कॅनन,Canon
कॅनन कायदा,Canon law
कॅनोपस डिक्री,Canopus decree
कण्टिंग शस्त्र,Canting arms
बंदिवान,Captive
कॅप्टर,Captor
कार्डिनल,Cardinal
कार्ल,Carl
कॅरोलिंगियन राजवंश,Carolingian dynasty
कार्थुशियन पंथ,Carthusian sect
कार्टोसा,Cartosa
कॅस्टेलियन,Castelian
कॅस्टेलियन,Castelian
जाती व्यवस्था,Caste system
वाडा,Castle
वाडा,Castle
वाड्याचे शहर,Castle town
कास्त्रा,Castra
कास्त्रा,Castra
कॅथेड्रा,Cathedra
कॅथेड्रल,Cathedral
केटो स्ट्रीट कट,Cato Street conspiracy
कौडिल्लो,Caudillo
घोडेस्वार,Cavalier
घोडेस्वार,Cavalier
घोडदळ संसद,Cavalier Parliament
अदुल्लमची गुहा,Cave of Adullam
गुहा चित्रकला,Cave painting
गुहा चित्रकला,Cave painting
सेंटमवीर,Centumvir
सेंच्युरियन,Centurion
शतक,Century
साखळी चिलखत (=साखळी मेल),Chain armour (=chain mail)
चंत्री,Chantry
चंत्री,Chantry
चॅप बुक,Chap book
धर्मगुरू,Chaplain
धडा,Chapter
अपघातांचा अध्याय,Chapter of accidents
चार्ज करा,Charge
चार्ज डी अफेयर्स,Charge d'affaires
चार्ज विभाजन,Charge parting
चार्जर,Charger
रथ,Chariot
सारथी,Charioteer
सारथी,Charioteer
सारथी,Charioteer
धर्मादाय स्वयंपाकघर,Charity kitchen
सनद,Charter
चार्टिस्ट चळवळ (=चार्टिझम),Chartist Movement (=Chartism)
चार्टोफिलेशियम,Chartophylacium
Chateau,Chateau
चेक पोस्ट,Check post
रासायनिक युद्ध,Chemical Warfare
चेस्टर,Chester
प्रमुख,Chief
सरदार,Chieftain
सरदार,Chieftain
सरदार,Chieftain
शिफॉन,Chiffon
शौर्य,Chivalry
निवडलेले लोक,Chosen People
ख्रिसमोग्राफीन,Chrismographion
ख्रिस्ती धर्म,Christendom
ख्रिश्चन युग,Christian era
ख्रिश्चन समाजवाद,Christian Socialism
क्रॉनिकल,Chronicle
क्रॉनिकलर,Chronicler
Chryse Chersonese,Chryse Chersonese
सिमेलियम,Cimelium
Cinquecento शैली,Cinquecento Style
परिक्रमा,Circumnavigation
सिस्टर्सियन साधू,Cistercian monk
किल्ला,Citadel
उद्धरण,Citation
उद्धरण,Citation
सविनय कायदेभंग,Civil disobedience
नागरी युद्ध,Civil war
सिव्हिस रोमनस,Civis Romanus
शास्त्रीय वय,Classical age
Clepht (=klepht),Clepht (=klepht)
कारकुनीवाद,Clericalism
लिपिक,Cleruch
क्लुनियाक हालचाली,Cluniac movement
कोट चिलखत,Coat armour
अंगरखा,Coat of arms
अंगरखा,Coat of arms
अंगरखा,Coat of arms
मेलचा कोट,Coat of mail
पलटण,Cohort
कॉमिटिया,Comitia
Comitia Centuriata,Comitia Centuriata
Comitia Curiata,Comitia Curiata
कमिटीया ट्रिबुटा,Comitia Tributa
स्मारक कमान,Commemorative arch
स्मारक नाणे,Commemorative coin
स्मारक शिक्का,Commemorative seal
सामान्य फील्ड,Common field
Communard,Communard
कॉन्कॉर्डॅट,Concordat
कॉन्कॉर्डॅट,Concordat
कॉन्डोटिएरे,Condottiere
पुष्टीकरण कार्टारम,Confirmation Cartarum
संघर्ष,Conflict
मंडळी,Congregation
जिंकणारे राज्य,Conquering state
जिंकणारा,Conqueror
जिंकणारा,Conquistador
कॉन्सिलियम,Consilium
कंसिस्टरी,Consistory
षडयंत्र,Conspiracy
षडयंत्र,Conspiracy
वाणिज्य दूतावास,Consulate
सल्लामसलत पुस्तक,Consulation book
खंडीय प्रणाली,Continental system
अधिवेशन संसद,Convention Parliament
कॉपरहेड्स (=पीस डेमोक्रॅट्स),Copperheads (=peace democrats)
कॉपीहोल्ड,Copyhold
कोर्डनिंग,Cordoning
कोरोना,Corona
राज्याभिषेक,Coronation
राज्याभिषेक दगड,Coronation stone
कॉर्पस,Corpus
Corsair,Corsair
Corsair,Corsair
कॉर्सेट (=कॉर्सलेट),Corset (=corselet)
कोर्टेस,Cortes
कोटर (=कोटीर),Cottar (=cottier)
कोटर (= cottier),Cottar (=cottier)
काउंट पॅलेटिनेट,Count Palatinate
देशाचे घर,Country house
परगणा,County
काउंटी बरो,County borough
काउंटी न्यायालये,County courts
काउंटी पॅलाटिन,County palatine
कोर्ट,Court
कोर्ट,Court
न्यायालयाचे परिपत्रक,Court circular
न्यायालयीन शिष्टाचार,Court etiquette
दरबारी,Courtier
कोर्ट ऑफ कॅसेशन,Court of cassation
कोर्ट ऑफ डायरेक्टर्स (EIC),Court of Directors (E. I. C.)
मालकांचे न्यायालय,Court of Proprietors
दरबारी कवी,Court poet
करार केला कॅमेरोनियन,Covenanted Cameronians
मुकुट,Crown
मुकुट,Crown
मुकुट,Crown
मुकुट जमीन,Crown land
मुकुट जमीन,Crown land
राजकुमार,Crown Prince
धर्मयुद्ध,Crusade
धर्मयुद्ध,Crusader
क्रिप्टोग्राम,Cryptogram
कुइरास,Cuirass
क्युरासियर,Cuirassier
पंथ देवता,Cult deity
कुरिया,Curia
कुरिया,Curia
झारवाद,Czarism
गडद खंड,Dark continent
न्यायाचा दिवस,Day of judgement
न्यायाचा दिवस,Day of judgement
डीन,Dean
दशक,Decade
दिनारियस,Denarius
पदच्युत सम्राट,Deposed monarch
उध्वस्त करा,Despoil
उध्वस्त,Despoilation
डिथ्रोन,Dethrone
डायडेम,Diadem
डायडेम,Diadem
डायडेम,Diadem
डायशिया,Diasia
डिकॅस्टेरियम,Dicasterium
डिलुवालिस्ट,Diluvialist
बिशपच्या अधिकारातील प्रदेश,Diocese
बिशपच्या अधिकारातील प्रदेश,Diocese
डायरेक्टरी (=निर्देशिका),Directoire (=Directry)
डायरेक्टरी (=निर्देशिका),Directoire (=Directry)
दिरहाम,Dirham
अविश्वासू,Disloyal
अविश्वासू,Disloyal
चूकीचा सिद्धांत,Doctrine of lapse
दस्तऐवज,Document
कागदोपत्री पुरावा,Documentary evidence
डोम्सडे बुक,Domesday Book
कॉन्स्टंटाईनचे दान,Donation of Constantine
नशिबात,Doom
डोगर राणी,Dowager queen
ड्रॅगन,Dragoon
ड्रोमेडरियन,Dromedarian
ड्रोमेडरी,Dromedary
ड्रोमंड,Dromond
दुहेरी,Dual
दुहेरी युती,Dual alliance
दुहेरी entente,Dual entente
दुहेरी प्रणाली (= दुहेरी सरकार),Dual system (=dual government)
सरदार,Duke
ड्यूमा,Duma
बटू अवतार,Dwarf incarnation
राजवंश,Dynasty
राजवंश,Dynasty
गरुड,Eagle
मोठा माणूस,Ealder man
अर्ल,Earl
अर्लडम,Earldom
लवकर गुप्त,Early Guptas
प्रारंभिक (ऐतिहासिक) साइट,Early (historic) sites
प्रारंभिक वैदिक काळ,Early Vedic period
उपदेशक,Ecclesia
पुनर्स्थापना आदेश,Edict of Restitution
आठ पट मार्ग,Eight fold path
वडीलधारे,Elders
ज्येष्ठ राजकारणी (= genro),Elder statesman (=genro)
हत्तीचा गोडा,Elephant goad
अकरा वर्षांचा जुलूम,Eleven Years' Tyranny
एलिसी (=एलिसी),Elysae (=Elysee)
बंदिस्त चळवळ,Enclosure Movement
एनसायकिकल,Encyclical
विश्वकोशवादी चळवळ,Encyclopaedist movement
एंटेंट,Entente
एंटेंट कॉर्डियल,Entente cordiale
सिंहासन,Enthrone
दलाल,Entourage
एफोद,Ephod
एफोर,Ephor
महाकाव्य युग,Epic age
महाकाव्य नायक,Epic hero
एपिग्राफ,Epigraph
एपिस्कोपसी,Episcopacy
एपिस्कोपेट,Episcopate
भाग,Episode
युग,Epoch
युग निर्माण करणारी घटना,Epoch-making event
युग निर्माण करणारा माणूस,Epoch-making man
उपनाम,Eponym
इक्वरी,Equerry
इक्वरी,Equerry
अश्वारूढ पुतळा,Equestrian statue
युग,Era
एर्गस्टुलम,Ergastulum
युकेरिस्ट,Eucharist
इव्हेंजेलिकलिझम,Evangelicalism
इव्हँजेलिकल चळवळ,Evangelical movement
प्रचारक,Evangelist
Exarch,Exarch
Exilarch,Exilarch
फालंगिस्ट,Falangist
वडिलांची जमीन,Father land
वडिलांची जमीन,Father land
फेरी,Feriae
फेटिश,Fetish
जहागीरदार धारण,Feudal holdings
सरंजामशाही (=सामंत व्यवस्था),Feudalism (=feudal system)
सरंजामशाही व्यवस्था,Feudal system
सामंत,Feudatory
फिदेई बचावकर्ता (=विश्वासाचा रक्षक),Fidei defensor (=Defender of the Faith)
फिफ,Fief
फील्ड सिस्टम,Field system
पंधरावा कर,Fifteenth tax
आकृती डोके,Figure head
फिन डी siecle,Fin de siecle
आग भक्षक,Fire eater
पाच मैल कायदा,Five Mile Act
झेंडा,Flag
फ्लेमेन डायलिस,Flamen Dialis
फ्लेमेन मार्शियलिस,Flamen Martialis
ज्वलंत मशाल,Flaming torch
पार्श्वभाग,Flank
flanking चळवळ,Flanking movement
भरभराट होत असलेली सभ्यता,Flourishing civilization
प्रवाही विश्वास,Fluvialistic belief
लोकदेवता,Folk god
लोकदेवता,Folk goddess
लोक स्मृती,Folk memory
लोककथा (=लोककथा),Folk myth (=folklore)
चारा,Foraging
धाड,Foray
पूर्वापार,Forebear
पूर्वज,Forefather
अग्रदूत,Forerunner
उदासीन आशा,Forlorn hope
निर्मितीचा टप्पा,Formative stage
किल्ला,Fort
तटबंदी,Fortification
तटबंदी असलेले शहर,Fortified town
किल्ला,Fortress
फॉर्च्युना,Fortuna
फोरम रोमनम,Forum Romanum
फ्रान्सिस्कन,Franciscan
फ्रँकलिन,Franklin
भ्रातृसंहारक युद्ध,Fratricidal war
मोफत चर्च,Free Church
फ्रीहोल्डर,Freeholder
फ्रीलान्स सैनिक,Freelance soldier
फ्रीलान्स सैनिक,Freelance soldier
फ्रीमॅन,Freeman
फ्रीमॅन,Freeman
मोफत पास,Freepass
फ्रेंच क्रांती,French Revolution
तपस्वी,Friar
फ्रियाशियन भाडोत्री,Friasian mercenaries
सीमावर्ती माणूस,Frontier'a man
गॅलिओन,Galleon
गॅलिकन (=गॅलिकनिस्ट),Gallican (=Gallicanist)
गॅलिकनिझम,Gallicanism
गॅरिसन,Garrison
गॉल,Gaul
गॉन्टलेट,Gauntlet
गॉन्टलेट,Gauntlet
गॅझेबो,Gazebo
गॅझेबो,Gazebo
गॅझेबो,Gazebo
वंशावळीचा इतिहास,Genealogical history
वंशावळी रेकॉर्ड,Genealogical record
वंशावळी सारणी,Genealogical table
वंशावळीचे झाड,Genealogical tree
वंशावळी,Genealogy
वंशावळी,Genealogy
पिढी,Generation
नरसंहार,Genocide
परराष्ट्रीय,Gentile
परराष्ट्रीय,Gentile
परराष्ट्रीय,Gentile
परराष्ट्रीय,Gentile
वस्ती,Ghetto
वस्ती,Ghetto
गिबेट,Gibbet
गिल्ड (=गिल्ड),Gild (=guild)
ग्लॅडिएटर,Gladiater
गौरवशाली क्रांती,Glorious Revolution
गोल्डन हॉर्डे,Golden Horde
महाआघाडी,Grand Alliance
ग्रँडी,Grandee
ग्रँड सिग्नर,Grand Signor
ग्रँड सिग्नर,Grand Signor
महान गृहयुद्ध,Great Civil War
महान प्रस्थान (बुद्धाचे),Great Departure (of Buddha)
ग्रेटर इंडिया,Greater India
ग्रेट हेलास,Great Hellas
ग्रेट होर्डे,Great Horde
महान त्याग (=महान प्रस्थान),Great Renunciation (=great departure)
ग्रेट सील,Great Seal
ग्रेट ट्रॅक,Great Trak
उत्तम वाहन,Great Vehicle
चीनची महान भिंत,Great Wall of China
ग्रीव्ह,Greave
गार्ड-चेंबर,Guard-chamber
गार्ड-चेंबर,Guard-chamber
गार्ड-चेंबर,Guard-chamber
गुप्ता,Guptas
हॅगिओग्राफी,Hagiography
हॅगिओग्राफी,Hagiography
हॅगिओलॉजी,Hagiology
हॅगिओलॉजी,Hagiology
खाजगी प्रेक्षकांचा हॉल,Hall of private audience
सार्वजनिक प्रेक्षकांचा हॉल,Hall of public audience
हॅचमेंट,Hatchment
हिथन,Heathen
हिथन,Heathen
हिथिनिझम,Heathenism
हेगिरा (हेजेरा),Hegira (Hejera)
हेलेनिझम,Hellenism
हेलोट,Helot
हेरलड्री,Heraldry
वारसा,Heritage
चित्रलिपी रेखीय वर्ण,Hieroglyphic linear characters
चित्रलिपी लिपी,Hieroglyphic script
उच्च चर्च,High Church
उंच लँडर,High Lander
हिंदू धर्म,Hinduism
इतिहासकार,Historian
इतिहासकार,Historian
ऐतिहासिक भौतिकवाद,Historical materialism
ऐतिहासिक युग,Historic era
ऐतिहासिक सीमा,Historic frontier
इतिहासकार,Historiographer
इतिहासकार,Historiographer
इतिहासलेखन,Historiography
इतिहासलेखन,Historiography
इतिहास,History
हिटाइट साम्राज्य,Hittite empire
पवित्र युती,Holy Alliance
पवित्र शहर,Holy city
पवित्र शहर,Holy city
पवित्र भूमी,Holy land
पवित्र भूमी,Holy land
होली लीग,Holy League
होली लीग,Holy League
पवित्र रोमन साम्राज्य (=द एम्पायर),Holy Roman Empire (=The Empire)
पवित्र समुद्र,Holy Sea
पवित्र समुद्र,Holy Sea
पवित्र युद्ध,Holy war
पवित्र युद्ध,Holy war
गृह सरकार,Home Government
होमगार्ड,Home Guard
जन्मभुमी,Homeland
घरचा नियम,Home rule
होम रूल,Home Rule
होर्डे,Horde
होर्डे,Horde
शत्रु देश,Hostile country
प्रतिकूल जमीन,Hostile land
गरम पाठलाग,hot pursuit
घर,House
घर,House
हाऊस ऑफ कॉमन्स,House of Commons
हाऊस ऑफ लॉर्ड्स,House of Lords
प्रतिनिधीगृह,House of Representatives
Huguenots,Huguenots
मानवतावाद,Humanism
मानवतावादी,Humanist
शंभर येसर्स युद्ध,Hundred Yesrs' War
हुंकार,Hunker
इबादत खाना (पूजागृह),Ibadat Khana (House of Worship)
आयकॉनोक्लास्ट,Iconoclast
मूर्तिपूजक,Idolater
इलाही युग,Ilahi era
बेकायदेशीर युद्ध,Illegal war
प्रकाशित हस्तलिखित,Illuminated manuscript
सचित्र हस्तलिखित,Illustrated manuscript
सचित्र हस्तलिखित,Illustrated manuscript
इमाम (इम्माम),Imam (Immaum)
इमामते,Imamate
इमामते,Imamate
इमामबारा,Imambarah
शाही,Imperial
शाही शहर,Imperial city
साम्राज्यवाद,Imperialism
शाही प्राधान्य,Imperial preference
बेधडकपणा,Impolicy
ढोंगी,Impostor
तुरुंगवास,Imprisonment
तुरुंगवास,Imprisonment
घुसखोरी,Incursion
घुसखोर,Incursionist
स्वातंत्र्य,Independence
स्वातंत्र्यदिन,Independence day
इंडिपेंडन्स हॉल,Independence Hall
भारतीय अमेरिकन (=रेड इंडियन=अमेरिकन भारतीय),Indian Amerian (=Red Indian=American Indian)
इंडियन होम रूल लीग,Indian Home Rule League
औद्योगिक क्रांती,Industrial Revolution
काफिर,Infidel
काफिर,Infidel
घुसखोरी,Infiltration
घुसखोर,Infiltrator
माहिती देणारा,Informant
माहिती देणारा,Informant
माहिती देणारा,Informer
माहिती देणारा,Informer
प्रवेश,Ingress
प्रवेश,Ingress
प्रवेश,Ingress
वस्ती,Inhabitance
रहिवासी,Inhabitant
वारसा,Inheritance
वारसा,Inheritance
वारसा,Inheritance
शिलालेख,Inscription
बोधचिन्ह,Insignia
प्रवेशाचे साधन,Instrument of Accession
शासनाचे साधन,Instrument of Government
बंड (बंड),Insurgence (insurgency)
बंडखोर,Insurgent
बंड,Insurrection
बंड,Insurrection
एकत्रीकरण,Integration
रेकॉर्डची अखंडता,Integrity of records
राज्यांची अखंडता,Integrity of states
बुद्धिमत्ता (बुद्धिमान),Intelligentsia (Intelligentzia)
मध्यस्थी,Intercession
मध्यस्थी करणारा,Intercessor
मध्यस्थ,Intermediary
आंतरराष्ट्रीयवाद,Internationalism
आंतरराष्ट्रीयवाद,Internationalism
आंतरराष्ट्रीयवादी,Internationalist
परस्पर युद्ध,Internecine war
इंटर्नी,Internee
इंटर्नी,Internee
इंटर्नी कॅम्प,Internee camp
नजरबंदी,Internment
नजरबंदी,Internment
नजरबंदी,Internment
Internuncio,Internuncio
दुभाषी,Interpreter
दुभाषी,Interpreter
दुभाषी,Interpreter
हस्तक्षेप,Intervention
Intestacy,Intestacy
Intestate,Intestate
कारस्थान,Intrigue
घुसखोर,Intruder
घुसखोर,Intruder
घुसखोरी,Intrusion
आक्रमण,Invasion
आक्रमण,Invasion
गुंतवणूक करा,Invest
गुंतवणूक करा,Invest
गुंतवणूक करा,Invest
गुंतवणूक करा,Invest
गुंतवणूक,Investiture
गुंतवणूक,Investiture
गुंतवणूक,Investiture
गुंतवणूक समारंभ,Investiture ceremony
राष्ट्रीयत्वासह गुंतवणूक करा,Invest with nationality
अजिंक्य आरमार,Invincible Armada
उल्लंघन (राज्याचे),Inviolateness (of state)
उल्लंघन स्थिती,Inviolate state
अभेद्य किल्ला,Invulnerable castle
लोह वय,Iron age
लोखंडी पडदा,Iron curtain
लोखंडी रक्षक,Iron guard
लोखंडी शिधा,Iron rations
लोखंडी बाजू,Iron sides
लोखंडी टिपलेला बाण,Iron tipped arrow
इस्थमियन खेळ,Isthmian games
जॅनिसरी,Janissary
रखवालदार,Janitor
रखवालदार,Janitor
भाला,Javelin
जिम क्रो कायदे,Jim Crow Laws
जिंगो,Jingo
जिंगो,Jingo
जिंगो,Jingo
जिंगोइझम,Jingoism
संयुक्त कारवाई,Joint action
संयुक्त नियंत्रण,Joint control
संयुक्त वहिवाट,Joint occupancy
ज्युरी,Jury
फक्त कारण,Just cause
ठेवा,Keep
अभिलेखागाराचा रक्षक,Keeper of Archives
केटल-ड्रम,Kettle-drum
मुख्य शब्द,Key word
राजा,King
राज्य,Kingdom
किंगलेट,Kinglet
किंग मेकर,King maker
राजेशाही,Kingship
राजेशाही,Kingship
किचन कॅबिनेट,Kitchen cabinet
नाइट,Knight
राजत्व,Kinghthood
Kinghts हॉस्पिटलर्स,Kinghts hospitalers
सेंट जॉनचे शूरवीर,Knights of Saint John
