Tamil,Odiya
புவிசார்ந்த உயரமானி,ଜିଓ-ଆପେକ୍ଷିକ ଉଚ୍ଚତା |
புவியியல் உயரம்,ଭ ge ଗୋଳିକ ଉଚ୍ଚତା |
முழுமையான ஆம்பியர்,ସଂପୂର୍ଣ୍ଣ ଆମ୍ପେର୍ |
முழுமையான கொதிநிலை,ସଂପୂର୍ଣ୍ଣ ଫୁଟିବା ବିନ୍ଦୁ |
முழுமையான ஒளிர்வு,ସଂପୂର୍ଣ୍ଣ ଉଜ୍ଜ୍ୱଳତା |
முழுமையான கொள்ளளவு,ସଂପୂର୍ଣ୍ଣ କ୍ଷମତା
முழுமையான உயரம்,ସଂପୂର୍ଣ୍ଣ ଉଚ୍ଚତା |
முழுமையான நிறமி,ସଂପୂର୍ଣ୍ଣ ପିଗମେଣ୍ଟ |
"முழுமையான கட்டமைப்பு, தெளிவற்ற கட்டமைப்பு","ସଂପୂର୍ଣ୍ଣ ବିନ୍ୟାସ, ଅସ୍ପଷ୍ଟ ବିନ୍ୟାସ |"
முழுமையான கூலம்,ସଂପୂର୍ଣ୍ଣ କୁଲମ୍ବ |
முழு இருள்,ସମ୍ପୂର୍ଣ୍ଣ ଅନ୍ଧକାର |
முழுமையான திட்டமிடல்,ସଂପୂର୍ଣ୍ଣ କାର୍ଯ୍ୟସୂଚୀ
முழுமையான அடர்த்தி*,ସଂପୂର୍ଣ୍ଣ ଘନତା *
முழுமையான வடிகால்,ସଂପୂର୍ଣ୍ଣ ଜଳ ନିଷ୍କାସନ |
முழுமையான EMU (மின்காந்த அலகு),ସଂପୂର୍ଣ୍ଣ EMU | (ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ଏକକ)
முழுமையான ESU (நிலையான அலகு),ସଂପୂର୍ଣ୍ଣ ESU | (ଷ୍ଟାଟିକ୍ ୟୁନିଟ୍)
முழுமையான செயல்திறன்,ସଂପୂର୍ଣ୍ଣ ଦକ୍ଷତା |
முழுமையான எலக்ட்ரோமீட்டர்,ସଂପୂର୍ଣ୍ଣ ଇଲେକ୍ଟ୍ରୋମିଟର |
முழுமையான அதிர்வெண் முழுமையான அதிர்வெண்,ସଂପୂର୍ଣ୍ଣ ଫ୍ରିକ୍ୱେନ୍ସି ସଂପୂର୍ଣ୍ଣ ଫ୍ରିକ୍ୱେନ୍ସି |
முழுமையான ஈரப்பதம்,ସଂପୂର୍ଣ୍ଣ ଆର୍ଦ୍ରତା |
முழுமையான நிகழ்வு,ସଂପୂର୍ଣ୍ଣ ଘଟଣା
முழுமையான ஒளிவிலகல் குறியீடு,ସଂପୂର୍ଣ୍ଣ ପ୍ରତୀକାତ୍ମକ ସୂଚକାଙ୍କ |
முழுமையான உறுதியற்ற தன்மை,ସଂପୂର୍ଣ୍ଣ ଅସ୍ଥିରତା |
முழுமையான உறுதியற்ற தன்மை,ସଂପୂର୍ଣ୍ଣ ଅସ୍ଥିରତା |
"முழுமையான தீவிரம், முழுமையான தீவிரம்","ସଂପୂର୍ଣ୍ଣ ତୀବ୍ରତା, ସଂପୂର୍ଣ୍ଣ ତୀବ୍ରତା |"
ஆஸ்தீனியாவின் முழுமையான வரம்பு,ଆଥେନିଆର ସଂପୂର୍ଣ୍ଣ ସୀମା |
முழுமையான வெளிச்சம் சன்னல்,ସଂପୂର୍ଣ୍ଣ ଆଲୋକୀକରଣ ସିଲ୍ |
முழுமையான ஒளி வளைவு,ସଂପୂର୍ଣ୍ଣ ଆଲୋକ ବକ୍ର
முழுமையான அளவு,ସଂପୂର୍ଣ୍ଣ ପରିମାଣ
முழுமையான காற்றழுத்தமானி,ସଂପୂର୍ଣ୍ଣ ବାରୋମିଟର |
உச்ச உச்ச,ସର୍ବୋଚ୍ଚ ସର୍ବୋଚ୍ଚ
முழுமையான தீவிர,ସଂପୂର୍ଣ୍ଣ ଚରମ
முற்றிலும் குறைந்த,ସଂପୂର୍ଣ୍ଣ ସର୍ବନିମ୍ନ |
முழுமையான வேகம்,ସଂପୂର୍ଣ୍ଣ ଗତି
முழுமையான வேகம்,ସଂପୂର୍ଣ୍ଣ ଗତି
முழுமையான இசை,ସଂପୂର୍ଣ୍ଣ ସଂଗୀତ |
முழுமையான கவனிப்பு,ସଂପୂର୍ଣ୍ଣ ନିରୀକ୍ଷଣ |
முழுமையான ஓம்,ସଂପୂର୍ଣ୍ଣ ଓହମ୍ |
முழுமையான நோக்குநிலை,ସଂପୂର୍ଣ୍ଣ ଆଭିମୁଖ୍ୟ
முழுமையான எலக்ட்ரோநெக்டிவிட்டி,ସଂପୂର୍ଣ୍ଣ ଇଲେକ୍ଟ୍ରୋନେଗେଟିଭିଟି |
முழுமையான ஈர்ப்பு,ସଂପୂର୍ଣ୍ଣ ମାଧ୍ୟାକର୍ଷଣ |
முழுமையான அழுத்தம்,ସଂପୂର୍ଣ୍ଣ ଚାପ |
முழுமையான சொத்து,ସଂପୂର୍ଣ୍ଣ ସମ୍ପତ୍ତି |
முழுமையான அளவிடல்,ସଂପୂର୍ଣ୍ଣ ସ୍କାଲାର୍ |
வெப்பநிலையின் இறுதி அளவு*,ତାପମାତ୍ରାର ଚରମ ମାପ *
"absolute synchrony, absolute synchrony","ସଂପୂର୍ଣ୍ଣ ସିଙ୍କ୍ରୋନି, ସଂପୂର୍ଣ୍ଣ ସିଙ୍କ୍ରୋନି |"
முழுமையான மன அழுத்தம்,ସଂପୂର୍ଣ୍ଣ ଚାପ |
முழுமையான சமச்சீர்,ସଂପୂର୍ଣ୍ଣ ସମୃଦ୍ଧତା |
முழுமையான இயக்க உடல்,ସଂପୂର୍ଣ୍ଣ ଗତି ଶରୀର |
முழுமையான அலகு அமைப்பு,ସଂପୂର୍ଣ୍ଣ ୟୁନିଟ୍ ସିଷ୍ଟମ୍ |
முழுமையான வெப்பநிலை,ସଂପୂର୍ଣ୍ଣ ତାପମାତ୍ରା |
முழுமையான நேரம்,ସଂପୂର୍ଣ୍ଣ ସମୟ |
முழுமையான அலகுகள்,ସଂପୂର୍ଣ୍ଣ ଏକକ |
துல்லியமான மதிப்பு,ସଂପୂର୍ଣ୍ଣ ମୂଲ୍ୟ
முழு எண் கால்குலேட்டர்,ପୂର୍ଣ୍ଣ କାଲକୁଲେଟର
முழுமையான வேகம்,ସଂପୂର୍ଣ୍ଣ ବେଗ
முழுமையான பாகுத்தன்மை,ସଂପୂର୍ଣ୍ଣ ସାନ୍ଦ୍ରତା |
முழுமையான எடை,ସଂପୂର୍ଣ୍ଣ ଓଜନ |
முழுமையான பூஜ்ஜியம்*,ସଂପୂର୍ଣ୍ଣ ଶୂନ *
பூஜ்ஜியத்தின் முழுமையான வகுப்பான்,ଶୂନ୍ୟର ସଂପୂର୍ଣ୍ଣ ବିଭାଜନକାରୀ |
உறிஞ்சி,ଶୋଷଣ
உறிஞ்சுதல் குறியீடு*,ଅବସାଦ ସୂଚକାଙ୍କ *
உறிஞ்சப்பட்ட ஆற்றல்,ଶୋଷିତ ଶକ୍ତି
"உறிஞ்சும், உறிஞ்சும்","ଶୋଷକ, ଶୋଷକ"
உறிஞ்சும் ஊடகம்*,ଅବଶୋଷକ ମାଧ୍ୟମ *
உறிஞ்சும் திறன்,ଅବଶୋଷଣ କ୍ଷମତା |
உறிஞ்சுதல்,ଅବସାଦ |
உறிஞ்சும் அளவி*,ଶୋଷଣକାରୀ *
உறிஞ்சும் அளவீடு*,ଶୋଷଣକାରୀ *
உறிஞ்சுதல்,ଅବଶୋଷଣ
உறிஞ்சுதல் - இசைக்குழு*,ଅବଶୋଷଣ - ବ୍ୟାଣ୍ଡ *
உறிஞ்சுதல் சுற்று,ଅବଶୋଷଣ ସର୍କିଟ |
உறிஞ்சுதல் குணகம்,ଶୋଷଣ ଗୁଣବତ୍ତା
உறிஞ்சுதல் நெடுவரிசை,ଅବଶୋଷଣ ସ୍ତମ୍ଭ
உறிஞ்சுதல் மாறிலி,ଅବଶୋଷଣ ସ୍ଥିର |
உறிஞ்சுதல் தொடர்ச்சி,ଅବଶୋଷଣ କ୍ରମାଗତ |
உறிஞ்சுதல் மண்டலம்,ଅବଶୋଷଣ ଜୋନ୍ |
உறிஞ்சுதல் மின்னோட்டம்,ଅବଶୋଷଣ କରେଣ୍ଟ |
உறிஞ்சுதல் வளைவு*,ଅବଶୋଷଣ ବକ୍ର *
உறிஞ்சுதல் முறிவு,ଅବଶୋଷଣ ଭଙ୍ଗା |
உறிஞ்சுதல் மைய,ଅବଶୋଷଣ କୋର୍ |
உறிஞ்சுதல் காரணி,ଅବଶୋଷଣ କାରକ |
உறிஞ்சுதல் வடிகட்டி,ଅବଶୋଷଣ ଫିଲ୍ଟର୍ |
உறிஞ்சுதல் ஃபிளேம் ஃபோட்டோமெட்ரி*,ଅବଶୋଷଣ ଫ୍ଲେମ୍ ଫୋଟୋମେଟ୍ରି *
உறிஞ்சும் ஹைக்ரோமீட்டர்,ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |
உறிஞ்சுதல் அடுக்கு,ଅବଶୋଷଣ ପ୍ରଦର୍ଶକ |
உறிஞ்சுதல் விளிம்பு,ଶୋଷଣ ମାର୍ଜିନ
உறிஞ்சுதல் வரி,ଅବଶୋଷଣ ରେଖା |
உறிஞ்சுதல் இழப்பு,ଅବଶୋଷଣ କ୍ଷତି |
உறிஞ்சுதல் பண்பேற்றம்,ଅବଶୋଷଣ ମଡ୍ୟୁଲେସନ୍ |
ஒளி உறிஞ்சுதல்,ହାଲୁକା ଅବଶୋଷଣ |
கதிர்வீச்சு ஆற்றலை உறிஞ்சுதல்,ବିକିରଣ ଶକ୍ତିର ଅବଶୋଷଣ |
உறிஞ்சுதல் உச்சம்,ଅବଶୋଷଣ ଶିଖର |
உறிஞ்சுதல் ஒளி அளவீடு,ଅବଶୋଷଣ ଫୋଟୋମେଟ୍ରି |
உறிஞ்சுதல் விகிதம்,ଅବଶୋଷଣ ଅନୁପାତ |
உறிஞ்சுதல் வரம்பு*,ଅବଶୋଷଣ ପରିସର *
உறிஞ்சும் நிறமாலை ஒளி அளவீடு*,ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ୍ ଫୋଟୋମେଟ୍ରି *
உறிஞ்சுதல் ஸ்பெக்ட்ரம்*,ଅବଶୋଷଣ ସ୍ପେକ୍ଟ୍ରମ *
"உறிஞ்சும் குழாய், உறிஞ்சும் குழாய்","ଅବଶୋଷଣ ଟ୍ୟୁବ୍, ଅବଶୋଷଣ ଟ୍ୟୁବ୍ |"
உறிஞ்சும் ஹைக்ரோமீட்டர்,ଅବଶୋଷଣ ହାଇଗ୍ରୋମିଟର |
உறிஞ்சக்கூடிய*,ଶୋଷଣକାରୀ *
உறிஞ்சும் ஆவியாக்கி,ଶୋଷକ ବାଷ୍ପୀକରଣକାରୀ |
உறிஞ்சுதல் சட்டம்*,ଅବଶୋଷଣ ନିୟମ *
உறிஞ்சுதல் ஊடகம்,ଅବଶୋଷଣ ମାଧ୍ୟମ |
"உறிஞ்சும் திறன், உறிஞ்சுதல்*","ଅବଶୋଷଣ କ୍ଷମତା, ଅବଶୋଷଣ *"
உறிஞ்சுதல்*,ଅବସାଦ *
ஸ்டூடியோ அலங்காரம்,ଷ୍ଟୁଡିଓ ସାଜସଜ୍ଜା |
பன்மடங்கு விகிதம்,ବହୁଗୁଣ ଅନୁପାତ |
கைவிடு,abvolt
பற்றி,ବିଷୟରେ
முடுக்கி,ତ୍ୱରାନ୍ୱିତ କର |
முடுக்கம்-நிறுத்த தூரம்,ତ୍ୱରଣ-ସ୍ଥଗିତ ଦୂରତା |
விரைந்தார்,ଶୀଘ୍ର ଶୀଘ୍ର
விரைவான நேர விளைவு சோதனை,ଶୀଘ୍ର ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା |
விரைவான ஓட்டம்,ଶୀଘ୍ର ପ୍ରବାହ
விரைவான வேகம்,ଦ୍ରୁତ ଗତି
விரைவான உடல்,ଶୀଘ୍ର ଶରୀର
முடுக்கி எடை,ତ୍ୱରଣକାରୀ ଓଜନ
முடுக்கி மின்முனை*,ତ୍ୱରକ ଇଲେକ୍ଟ୍ରୋଡ୍ *
முடுக்கி நேரம்*,ତ୍ୱରକ ସମୟ *
முடுக்கி கட்டம்,ତ୍ୱରକ ପର୍ଯ୍ୟାୟ |
முடுக்கி விகிதம்,ତ୍ୱରଣକାରୀ ହାର
முடுக்கி மின்னழுத்தம்*,ତ୍ୱରକ ଭୋଲଟେଜ୍ *
முடுக்கம்,ତ୍ୱରଣ
துரிதப்படுத்தப்பட்ட எரிப்பு,ତ୍ୱରିତ ଜାଳେଣି |
முடுக்கம் குணகம்,ତ୍ୱରଣ ଗୁଣବତ୍ତା
முடுக்கம் கூறு,ତ୍ୱରଣ ଉପାଦାନ
புவியீர்ப்பு காரணமாக முடுக்கம்,ମାଧ୍ୟାକର୍ଷଣ ହେତୁ ତ୍ୱରଣ |
முடுக்கம் காரணி,ତ୍ୱରଣ କାରକ
துரிதப்படுத்தப்பட்ட கட்டணம்,ତ୍ୱରିତ ଚାର୍ଜ |
ஈர்ப்பு முடுக்கம்,ମାଧ୍ୟାକର୍ଷଣର ତ୍ୱରଣ
முடுக்கம் சாத்தியம்,ତ୍ୱରଣ ସମ୍ଭାବନା |
முடுக்கம் சட்டம்,ତ୍ୱରଣ ନିୟମ
முடுக்கம் செயல்முறை,ତ୍ୱରଣ ପ୍ରକ୍ରିୟା
முடுக்கம் மண்டலம்,ତ୍ୱରଣ କ୍ଷେତ୍ର
முடுக்கம் முறை,ତ୍ୱରଣ ପଦ୍ଧତି
"முடுக்கம் சகிப்புத்தன்மை, முடுக்கம் சகிப்புத்தன்மை","ତ୍ୱରଣ ସହନଶୀଳତା, ତ୍ୱରଣ ସହନଶୀଳତା |"
முடுக்கம் திசையன்,ତ୍ୱରଣ ଭେକ୍ଟର
முடுக்கம்-மின்னழுத்தம்,ତ୍ୱରଣ-ଭୋଲଟେଜ୍
முடுக்கம் அலை,ତ୍ୱରଣ ତରଙ୍ଗ
முடுக்கி,ତ୍ୱରକ
"முடுக்கி, முடுக்கி*","ତ୍ୱରାନ୍ୱିତ, ତ୍ୱରକ *"
முடுக்கி சமன்பாடு,ତ୍ୱରକ ସମୀକରଣ |
முடுக்கி*,ତ୍ୱରକ *
முடுக்கமானி,ଆକ୍ସିଲେରୋମିଟର
முடுக்கமானி பொருத்தம்,ଆକ୍ସିଲେରୋମିଟର ମେଳ |
முன் அழுத்தம் கொடுப்பவர்,ସମ୍ମାନ
சரியான எழுத்துக்கள்,ବ valid ଧ ବର୍ଣ୍ଣଗୁଡିକ |
ஏற்றுக்கொள்ளும் கோணம்,ଗ୍ରହଣ କୋଣ
ஏற்றுக்கொள்ளும் விவரக்குறிப்பு,ଗ୍ରହଣ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
ஏற்றுக்கொள்ளக்கூடிய சோதனை,ଗ୍ରହଣୀୟ ପରୀକ୍ଷା
"ஏற்பவர்*, ஏற்பவர்","ଗ୍ରହଣକାରୀ *, ଗ୍ରହଣକାରୀ"
ஏற்பி அணு,ରିସେପ୍ଟର ପରମାଣୁ |
ஏற்பி பிணைப்பு,ରିସେପ୍ଟର ବଣ୍ଡ |
பெறுதல் சுற்று,ରିସିଭର୍ ସର୍କିଟ୍ |
ஏற்பி நிலை,ରିସେପ୍ଟର ସ୍ତର
நன்கொடையாளர் மூலக்கூறு,ଦାତା ଅଣୁ
ஏற்பி சொத்து,ରିସେପ୍ଟର ସମ୍ପତ୍ତି |
ஏற்பி சொத்து நிலை,ରିସେପ୍ଟର ସମ୍ପତ୍ତି ସ୍ତର |
முடுக்கி குழாய்,ତ୍ୱରକ ହୋସ୍ |
"அணுகல், காத்திருப்பு, அணுகல்","ପ୍ରବେଶ, ଅପେକ୍ଷା, ପ୍ରବେଶ"
புஜை அணுகவும்,ଭୁଜ୍ ପ୍ରବେଶ କରନ୍ତୁ |
அணுகல் அமைப்பு,ଆକ୍ସେସ୍ ସିଷ୍ଟମ୍ |
அணுகல் நேரம்,ପ୍ରବେଶ ସମୟ
அணுகல்,ଅଭିଗମ୍ୟତା
"கூடுதல், துணை, துணை (v, ), துணைக்கருவிகள்","ଅତିରିକ୍ତ, ସହାୟକ, ଆନୁଷଙ୍ଗିକ (v, ), ଆନୁଷଙ୍ଗିକ |"
கூடுதல் கட்டுப்பாடுகள்,ଅତିରିକ୍ତ ପ୍ରତିବନ୍ଧକ |
தற்செயல்,ସୁଯୋଗ ସମକକ୍ଷ |
தற்செயலான திருத்தம்,ଆକସ୍ମିକ ସଂଶୋଧନ |
தற்செயலான உயிர் உருவாக்கம்,ଆକସ୍ମିକ ବାୟୋଜେନେସିସ୍ |
தற்செயலான திசைதிருப்பல்,ଆକସ୍ମିକ ବିଭ୍ରାଟ |
பார்வையாளர் பிழை,ପରିଦର୍ଶକ ତ୍ରୁଟି |
"திடீர் நிறுத்தம், திடீர் கவ்வி","ହଠାତ୍ ବନ୍ଦ, ଆକସ୍ମିକ ବନ୍ଦ |"
தற்செயலான பரிமாற்றம்,ଆକସ୍ମିକ ସଂକ୍ରମଣ
சீரற்ற மாறுபாடு,ଅନିୟମିତ ଭିନ୍ନତା |
சரிசெய்தல்,ଆଡଜଷ୍ଟମେଣ୍ଟ୍
அமைந்துள்ளது,ସ୍ଥିତ
திரட்டப்பட்ட பிழை,ସଂଗୃହିତ ତ୍ରୁଟି |
"திரட்சி, குவிப்பு","ଜମା, ଜମା"
ஆற்றல் சேமிப்பு,ଶକ୍ତି ସଂରକ୍ଷଣ
திரட்டி*,ଜମାକାରୀ *
துல்லியம்,ସଠିକତା
யதார்த்தம்,ବାସ୍ତବତା
உண்மையான கருவி கவனிப்பு,ପ୍ରକୃତ ଯନ୍ତ୍ରର ପର୍ଯ୍ୟବେକ୍ଷଣ |
துல்லியமான வரம்பு குறிப்பான்,ସଠିକ୍ ପରିସର ମାର୍କର |
துல்லியமான ஸ்கேனிங்,ସଠିକତା ସ୍କାନିଂ |
பயிற்சி,ଅଭ୍ୟାସ କର |
முடுக்கி செல்*,ତ୍ୱରକ କକ୍ଷ *
நிறமற்ற லென்ஸ்*,ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ *
நிறமற்ற*,ଆକ୍ରୋମାଟିକ୍ *
நிறமற்ற பகுப்பாய்வி,ଆକ୍ରୋମାଟିକ୍ ଆନାଲିଜର୍ |
அதிர்வெண் நடுநிலை ஆண்டெனா,ଫ୍ରିକ୍ୱେନ୍ସି ନିରପେକ୍ଷ ଆଣ୍ଟେନା |
நிறமற்ற வடிவம்,ଆକ୍ରୋମାଟିକ୍ ଆକୃତି |
நிறமற்ற விளிம்பு,ଆକ୍ରୋମାଟିକ୍ ଫ୍ରିଙ୍ଗ୍ |
நிறமற்ற லென்ஸ்*,ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ *
நிறமற்ற புள்ளி பாதை,ଆକ୍ରୋମାଟିକ୍ ପଏଣ୍ଟ ପଥ |
நிறமற்ற லென்ஸ்,ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ |
வண்ணப் பட்டகம்,ଆକ୍ରୋମାଟିକ୍ ପ୍ରିଜିମ୍ |
வண்ணமயமான தொலைநோக்கி,ଆକ୍ରୋମାଟିକ୍ ଟେଲିସ୍କୋପ୍ |
நிறமற்ற தன்மை*,ଆକ୍ରୋମାଟିଟି *
நிறமாற்றம்*,ଆକ୍ରୋମାଟାଇଜେସନ୍ *
நிறமற்ற தன்மை*,ଆକ୍ରୋମାଟିଟି *
"மீள், பயனற்ற, பயனற்ற","ଇଲାଷ୍ଟିକ୍, ଅପ୍ରାକୃତିକ, ଚିତ୍ତାକର୍ଷକ |"
"ஏகோர்ன் ஹோஸ், பாஞ்சு ஹோஸ்","ଆକୋରନ୍ ହୋସ୍, ବାଞ୍ଜୁ ହୋସ୍ |"
மினியேச்சர் வால்வு,କ୍ଷୁଦ୍ର ଭଲଭ୍ |
அகோஃபோனி,ଇକୋଫୋନି |
ஒலியியல்,ଶବ୍ଦ
ஒலி உறிஞ்சுதல்,ଆକାଶବାଣୀ ଅବଶୋଷଣ |
ஒலியியல் குறைப்பு குணகம்,ଆକାଶବାଣୀ ଆଟେଣ୍ଡେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
ஒலிக் குறைப்பு,ଆକାଶବାଣୀ
ஒலி திருடன் அலாரம்,ଶବ୍ଦ ଚୋର ଆଲାର୍ମ |
ஒலியியல் கொள்ளளவு,ଆକାଶବାଣୀ କ୍ଷମତା |
கேட்கும் மையம்,ଶ୍ରବଣ କେନ୍ଦ୍ର
ஒலியியல் விளக்கம்,ଆକାଶବାଣୀ ବ୍ୟାଖ୍ୟା
ஒலி உறை,ଶବ୍ଦ କଭର |
ஒலி பதில்,ଆକାଶବାଣୀ ପ୍ରତିକ୍ରିୟା |
ஒலியியல் கூறு,ଆକାଶବାଣୀ ଉପାଦାନ |
ஒலி கடத்துத்திறன்,ଆକାଶବାଣୀ
ஒலி தணித்தல்,ଆକାଶବାଣୀ ଡମ୍ପିଂ |
ஒலி சிதறல்,ଆକାଶବାଣୀ ବିଚ୍ଛେଦ |
ஒலி ஹேக்கர்,ସାଉଣ୍ଡ ହ୍ୟାକର୍ |
ஒலி ஆற்றல்*,ଶବ୍ଦ ଶକ୍ତି *
ஒலி ஆற்றல் சமன்பாடு,ଶବ୍ଦ ଶକ୍ତି ସମୀକରଣ |
ஒலி சமன்பாடு,ଆକାଶବାଣୀ ସମୀକରଣ |
ஒலி மறுசீரமைப்பு,ଶବ୍ଦ ପୁନ st ସ୍ଥାପନ |
கிளாட்னி வடிவங்கள்,କ୍ଲାଡନି ଆକୃତି |
ஒலி வடிகட்டி,ଶବ୍ଦ ଫିଲ୍ଟର୍ |
ஒலி ஜெனரேட்டர்,ଶବ୍ଦ ଜେନେରେଟର
ஒலி தட்டு,ଆକାଶବାଣୀ
ஒலி மின்மறுப்பு*,ଶବ୍ଦଗତ ପ୍ରତିରୋଧ *
ஒலி மந்தநிலை,ଶବ୍ଦଗତ ନିଷ୍କ୍ରିୟତା |
ஒலி தீவிரம்,ଶବ୍ଦ ତୀବ୍ରତା |
ஒலி குறுக்கீடு மீட்டர்,ଆକାଶବାଣୀ ବାଧା ମିଟର |
ஒலி குறுக்கீடு கண்டறிதல்,ଆକାଶବାଣୀ ବାଧା ଚିହ୍ନଟକାରୀ |
ஒலி லென்ஸ்,ଶବ୍ଦ ଲେନ୍ସ |
ஒலி வரி,ଧ୍ୱନି ରେଖା |
ஒலி நிறை,ଆକାଶବାଣୀ
ஒலி பொருள்,ଶବ୍ଦ ପଦାର୍ଥ |
ஒலியியல் என்பது இலவச பாதை,ଶବ୍ଦର ଅର୍ଥ ହେଉଛି ମୁକ୍ତ ପଥ |
ஒலி முறை,ଆକାଶବାଣୀ ମୋଡ୍ |
ஒலி சத்தம்,ଶବ୍ଦ ଶବ୍ଦ
ஒலி ஓம்*,ଆକାଶବାଣୀ ଓମ୍ *
"ஒலியியல் குழு, ஒலி பலகை","ଆକାଶବାଣୀ ପ୍ୟାନେଲ୍, ଆକାଶବାଣୀ ବୋର୍ଡ |"
ஒலி நிலை மாறிலி,ଶବ୍ଦ ଚରଣ ସ୍ଥିର |
ஒலி ரிசீவர்,ଆକାଶବାଣୀ
ஒலி அழுத்தம்,ଶବ୍ଦ ଚାପ
ஒலியின் சமச்சீர் விதி,ଶବ୍ଦର ସମୃଦ୍ଧ ନିୟମ |
