Punjabi,Telugu
ਵਿਰੋਧੀ ਮੌਲਵੀਵਾਦ,మత వ్యతిరేకత
ਕਲੈਰੀਕਲ ਵਿਰੋਧੀ ਕਾਨੂੰਨ,మతాధికారుల వ్యతిరేక చట్టం
ਪੁਰਾਤਨਤਾ,ప్రాచీనకాలం
ਵਿਰੋਧੀ ਕਿਰਾਇਆ,వ్యతిరేక అద్దె
ਵਿਰੋਧੀ ਕਿਰਾਇਆ,వ్యతిరేక అద్దె
ਵਿਰੋਧੀ ਸਾਮੀਵਾਦ,సెమిటిజం వ్యతిరేకత
ਐਨਜ਼ੈਕ,అంజాక్
ਅਪੇਲਾ,అపెల్లా
ਅਰਲੂ,అరలు
ਆਰਕ ਬਿਸ਼ਪ,ఆర్చ్ బిషప్
ਆਰਕ ਡਚੀ,ఆర్చ్ డచీ
ਆਰਕ ਡਿਊਕ,ఆర్చ్ డ్యూక్
ਪੁਰਾਲੇਖ (=ਪੁਰਾਲੇਖ ਸੰਗ੍ਰਹਿ),ఆర్కైఫ్ (=ఆర్కైవల్ సేకరణ)
ਆਰਚੀਪੀਸਕੋਪੇਟ,ఆర్కిపిస్కోపేట్
ਕੁਲੀਨ,దొర
ਰਈਸ,దొర
ਕੁਲੀਨ ਸਨੋਬਰੀ,కులీన స్నోబరీ
ਅਰਿਸਟੋਟਲੀਅਨ,అరిస్టాటిలియన్
ਆਰਮਾਡਾ,ఆర్మడ
ਆਰਮਾਡਾ (= ਸਪੇਨੀ ਆਰਮਾਡਾ),ఆర్మడ (=ది స్పానిష్ ఆర్మడ)
ਸ਼ਸਤਰਧਾਰਕ (=ਸ਼ਸਤਰਧਾਰਕ),ఆయుధాగాడు (=ఆయుధాకారుడు)
ਸ਼ਸਤ੍ਰ (= ਸ਼ਸਤ੍ਰ),కవచం (=కవచం)
ਸ਼ਸਤਰਧਾਰਕ,ఆయుధాగాడు
ਆਰੀਅਨ,ఆర్యన్
ਆਰੀਅਨ,ఆర్యన్
ਅਸਕਰੀ,అస్కారి
ਅਸਾਈਨੈਟ,కేటాయించండి
ਅਸਾਈਜ਼,అసైజ్ చేయండి
ਅਸਾਈਜ਼,అసైజ్ చేయండి
ਅਸਾਈਜ਼,అసైజ్ చేయండి
ਅਸਲਾ ਐਕਟ ਦੀ ਸਹਾਇਤਾ,అసైజ్ ఆఫ్ ఆర్మ్స్ యాక్ట్
ਡੈਰੇਨ ਪ੍ਰੈਜ਼ੈਂਟਮੈਂਟ ਦੀ ਸਹਾਇਤਾ,డారీన్ ప్రెజెంట్‌మెంట్ అసైజ్
ਮੋਰਟ &#39;ਡੀ&#39; ਪੂਰਵਜ ਦੀ ਸਹਾਇਤਾ,మోర్ట్ &#39;D&#39; పూర్వీకుల అస్సైజ్
ਨਾਵਲ ਡੀਸੀਸਿਨ ਦੀ ਸਹਾਇਤਾ,అసైజ్ ఆఫ్ నవల డిస్సీసిన్
ਅੱਤਿਆਚਾਰ,దారుణం
ਹਮਲਾ,దాడి
ਔਲਿਕ ਕੌਂਸਲ,ఆలిక్ కౌన్సిల్
ਦੇਵੀ ਦੀ ਕੁਹਾੜੀ (= ਦੇਵੀ ਦੀ ਕੁਹਾੜੀ),గెడ్డెస్ యొక్క గొడ్డలి (=ది గెడెస్ గొడ్డలి)
ਐਕਸਿਸ (=ਰੋਮ-ਬਰਲਿਨ-ਟੋਕੀਓ ਐਕਸਿਸ),యాక్సిస్ (=ది రోమ్-బెర్లిన్-టోక్యో యాక్సిస్)
ਬਾਬਲ,బాబిలోన్
ਬਾਬਲੀ ਗ਼ੁਲਾਮੀ (=ਬੇਬੀਲੋਨ ਦੀ ਗ਼ੁਲਾਮੀ),బాబిలోనియన్ బందిఖానా (=బాబిలోనియన్ బందిఖానా)
ਬਚਨਲ ਭਗਤ,బచ్చనాల్ భక్తుడు
ਬਚਨਲਿਆ,బచ్చనాలియా
ਕੁਆਰਾ,బ్రహ్మచారి
ਬਗਦਾਦ ਸਮਝੌਤਾ,బాగ్దాద్ ఒప్పందం
ਬਾਲਕਨ ਲੀਗ,బాల్కన్ లీగ్
ਬਾਲਕਨ ਸਮਝੌਤਾ,బాల్కన్ ఒప్పందం
ਬਾਲਕਨ ਯੁੱਧ,బాల్కన్ యుద్ధాలు
ਬਾਲਟਿਕ ਸਮਝੌਤਾ,బాల్టిక్ ఒప్పందం
ਡਾਕੂ,బందిపోటు
ਬੈਂਡੁੰਗ ਕਾਨਫਰੰਸ,బాండుంగ్ కాన్ఫరెన్స్
ਦੇਸ਼ ਨਿਕਾਲੇ,బహిష్కరణ
ਬੈਨਰ,బ్యానర్
ਵਹਿਸ਼ੀ,బార్బేరియన్
ਬਾਰਬੀਕਨ,బార్బికన్
ਬਾਰਡੋਲੀ ਸੱਤਿਆਗ੍ਰਹਿ,బార్డోలీ సత్యాగ్రహం
ਬਾਰਨ ਬਰਨਰ,బార్న్ బర్నర్స్
ਬੈਰਨ,బారన్
ਬੈਰੋਨੇਜ,బారోనేజ్
ਬੈਰੋਨਸ ਮੇਜਰਸ,బారోన్స్ మేజర్లు
ਬੈਰੋਨਸ ਨਾਬਾਲਗ,బారోన్స్ మైనర్లు
ਬੈਰੋਨੇਸ,బారోనెస్
ਬੈਰੋਨੇਟ,బారోనెట్
ਬੈਰੋਨੇਟੇਜ,బారోనెటేజ్
ਬੈਰੋਨੇਟੇਜ,బారోనెటేజ్
ਬੈਰੋਨੇਟਸੀ,బారోనెట్సీ
ਬੈਰੋਨੀ,బారోనీ
ਬੈਰਾਕੂਨ,బారకూన్
ਬੈਰਾਕੂਨ,బారకూన్
ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ),బారికేడ్ (=బారికాడో)
ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ),బారికేడ్ (=బారికాడో)
ਬੈਰੀਕੇਡ (= ਬੈਰੀਕੇਡੋ),బారికేడ్ (=బారికాడో)
ਬੇਸ ਕੈਂਪ,మూల శిబిరం
ਬੇਸਿਲਿਕਾ,బసిలికా
ਬੇਸਿਲਿਕਾ,బసిలికా
ਬਸਤੀਲਾ,బస్తీలా
ਬੈਸਟਿਲ,బాస్టిల్
ਬੈਸਟਿਲ,బాస్టిల్
ਬੈਟਰੀ,బ్యాటరీ
ਲੜਾਈ,యుద్ధం
ਬੈਟਲੇ-ਐਰੇ,బాటిల్-అరే
ਲੜਾਈ ਦਾ ਰੋਣਾ,యుద్ధానికి వెళ్ళే సైనికులు చేసే నినాదాలు
ਲੜਾਈ ਦੀਨ,బాటిల్ డిన్
ਲੜਾਈ ਦਾ ਮੈਦਾਨ,యుద్ధ క్షేత్రం
ਲੜਾਈ ਦਾ ਭਜਨ,యుద్ధ శ్లోకం
ਸਪਰਸ ਦੀ ਲੜਾਈ,స్పర్స్ యుద్ధం
ਸਟੈਂਡਰਡ ਦੀ ਲੜਾਈ,స్టాండర్డ్ యుద్ధం
ਬੈਟਲਸ਼ਿਪ,యుద్ధనౌక
ਬੈਟਲਸ਼ਿਪ-ਤਾਕਤ,యుద్ధనౌక-బలం
Bayeux tapestry,Bayeux వస్త్రం
ਬੀਕਨ,బెకన్
ਬੀਕਨ ਟਾਵਰ,బెకన్ టవర్
ਬੀਵਰ,బీవర్
ਬੀਵਰ,బీవర్
ਸਮੁੰਦਰ ਦੇ ਭਿਖਾਰੀ,సముద్రపు బిచ్చగాళ్ళు
ਬੇਲੀਕੋਜ਼,బెల్లికోస్
ਬੇਲੀਕੋਸ,బెల్లికోస్
ਬੇਲੀਕੋਜ਼,బెల్లికోస్
ਬੇਲੀਕੋਸਿਟੀ,బెల్లికోసిటీ
ਬੇਲੋਨਾ,బెలోనా
ਲਾਭ,ప్రయోజనం
ਪਾਦਰੀਆਂ ਦਾ ਲਾਭ,మతపెద్దల వల్ల ప్రయోజనం
ਬੇਨੇਲਕਸ,బెనెలక్స్
ਬਰਲਿਨ ਫ਼ਰਮਾਨ,బెర్లిన్ డిక్రీ
ਬੇਸਰਕਰ,బెర్సెర్కర్
ਬੇਸੰਤ (=ਬੇਜ਼ੰਤ),బెసెంట్ (=బెజాంట్)
ਬੈਥਲ,బేతేలు
ਬਾਈਬਲੀਓਲੇਟਰ,గ్రంథకర్త
ਬਿਬਲਿਓਲਾਟਰੀ,గ్రంథారాధన
ਵੱਡੀ ਬਰਥਾ,బిగ్ బెర్తా
ਬਿਗੌਟ,మతోన్మాదుడు
ਬਿਲੀਟਿੰਗ,బిల్లేటింగ్
ਅਟੈਂਡਰ ਦਾ ਬਿੱਲ,అటెయిండర్ బిల్లు
ਅਧਿਕਾਰਾਂ ਦਾ ਬਿੱਲ,హక్కుల చట్టం
ਜੀਵਨੀਕਾਰ,జీవిత చరిత్ర రచయిత
ਜਨਮ ਕਹਾਣੀਆਂ,జన్మ కథలు
ਬਿਵੁਆਕ,తాత్కాలిక శిబిరం
ਬਿਵੁਆਕ,తాత్కాలిక శిబిరం
ਬਿਵੁਆਕ,తాత్కాలిక శిబిరం
ਬਿਜੋਨੀਆ,బిజోనియా
ਕਾਲਾ ਪੰਛੀ,బ్లాక్ బర్డింగ్
ਕਾਲਾ ਝੰਡਾ,నల్ల జండా
ਕਾਲਾ ਮੋਰੀ,కృష్ణ బిలం
ਕਾਲਾ ਮੋਰੀ,కృష్ణ బిలం
ਕਾਲੀ ਲੱਤ (= ਖੁਰਕ),నల్ల కాలు (=స్కాబ్)
ਕਾਲੀ ਕਮੀਜ਼,నల్ల చొక్కా
ਬਲੇਜ਼ਨ,బ్లజోన్
ਬਲੇਜ਼ਨ,బ్లజోన్
ਧਮਾਕੇਦਾਰ,బ్లేజోన్రీ
ਧਮਾਕੇਦਾਰ,బ్లజోన్రీ
ਬਲਿਟਜ਼ਕਰੀਗ,బ్లిట్జ్‌క్రీగ్
ਖੂਨ ਰਹਿਤ ਇਨਕਲਾਬ (= ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ),రక్తరహిత విప్లవం (=గ్లోరియస్ రివల్యూషన్)
ਬਲੱਡਵਾਈਟ,బ్లడ్వైట్
ਖੂਨੀ ਮੈਰੀ,బ్లడీ మేరీ
ਨੀਲਾ,నీలం
ਨੀਲਾ ਖੂਨ,నీలం రక్తం
ਨੀਲੀ ਕਿਤਾਬ,నీలి పుస్తకం
ਨੀਲਾ ਰਿਬਨ,నీలం రంగు రిబ్బన్
ਨੀਲਾ ਰਿਬਨ,నీలం రంగు రిబ్బన్
ਬਲੂਜ਼ (=ਰਾਇਲ ਹਾਰਸ ਗਾਰਡ),బ్లూస్ (=రాయల్ హార్స్ గార్డ్స్)
ਨੀਲੀ ਕਮੀਜ਼,నీలం చొక్కా
ਬਲੂ ਵਾਟਰ ਸਕੂਲ,బ్లూ వాటర్ స్కూల్
ਕੰਟਰੋਲ ਬੋਰਡ,బోర్డ్ ఆఫ్ కంట్రోల్
ਸਰੀਰ ਦੇ ਬਸਤ੍ਰ,శరీర కవచం
ਬੋਅਰ,బోయర్
ਲੁੱਟ,దోపిడి
ਬੋਰੋ,బరో
ਬੁਲੇਉਟੇਰੀਅਨ,బౌల్యూటేరియన్
ਬੋਰਬਨ,బోర్బన్
ਮੁੱਕੇਬਾਜ਼ ਬਗਾਵਤ,బాక్సర్ తిరుగుబాటు
ਬ੍ਰੇਸ,బ్రేస్
ਬ੍ਰਾਸਾਰਡ,బ్రాస్సార్డ్
ਬ੍ਰਾਸਾਰਡ,బ్రాస్సార్డ్
ਰੋਟੀ ਦੀਆਂ ਬਸਤੀਆਂ,బ్రెడ్ కాలనీలు
ਛਾਤੀ ਪਲੇਟ,బ్రెస్ట్ ప్లేట్
ਛਾਤੀ ਦਾ ਕੰਮ,రొమ్ము పని
ਬਰੇਟਵਾਲਡਾ,బ్రెట్వాల్డా
ਬ੍ਰਿਗੈਂਡ,బ్రిగాండ్
ਬ੍ਰਿਗੇਂਡੇਜ,బ్రిగేండేజ్
ਬ੍ਰਿਟਿਸ਼ ਕਾਮਨਵੈਲਥ ਆਫ ਨੇਸ਼ਨਜ਼,బ్రిటిష్ కామన్వెల్త్ ఆఫ్ నేషన్స్
ਭੂਰੇ ਰੰਗ ਦੀਆਂ ਕਮੀਜ਼ਾਂ (=ਨਾਜ਼ੀਆਂ),బ్రౌన్ షర్ట్స్ (=నాజీలు)
ਬ੍ਰਸੇਲਜ਼ ਸੰਧੀ (ਪੈਕਟ) ਸੰਗਠਨ (= ਪੱਛਮੀ ਯੂਰਪੀਅਨ ਯੂਨੀਅਨ),బ్రస్సెల్స్ ట్రీటీ (పాక్ట్) సంస్థ (=వెస్ట్రన్ యూరోపియన్ యూనియన్)
ਮੱਝ,యెదురు
ਮੱਝ,యెదురు
ਮੱਝ-ਕੋਟ,బఫ్-కోటు
ਮੱਝਾਂ,బఫ్స్
ਬੁਲੇ (=ਕੌਂਸਲ),బులే (=మండలి)
ਬਰਗੇਜ,బర్గేజ్
ਬਰਗੇਸ,బర్గెస్
ਬਿਜ਼ੰਤੀਨੀ,బైజాంటైన్
ਬਿਜ਼ੰਤੀਨੀ ਚਰਚ,బైజాంటైన్ చర్చి
ਬਿਜ਼ੰਤੀਨੀ ਸਾਮਰਾਜ,బైజాంటైన్ సామ్రాజ్యం
ਬਿਜ਼ੰਤੀਨੀ ਯੁੱਗ,బైజాంటైన్ యుగం
ਬਿਜ਼ੰਤੀਨੀ ਇਤਿਹਾਸਕਾਰ,బైజాంటైన్ చరిత్రకారులు
ਕਾਬਲ,కాబాల్
ਕੈਸਰਵਾਦ,సీజరిజం
ਖਲੀਫਾ,ఖలీఫ్
ਕੈਲੀਗ੍ਰਾਫਰ,కాలిగ్రాఫర్
ਕੈਲੀਗ੍ਰਾਫਿਸਟ,కాలిగ్రాఫిస్ట్
ਕੈਲੀਗ੍ਰਾਫੀ,కాలిగ్రఫీ
ਕੈਲਟ੍ਰੋਪ,కాల్ట్రాప్
ਦੋਸਤੀ,సాహచర్యం
ਕੈਮਰਿਲਾ,కమరిల్లా
ਕੈਮਰਿਲਾ,కమరిల్లా
ਕੈਮਲੌਕਮ,కామెలాకమ్
ਕੈਮੋਫਲੇਜ,మభ్యపెట్టడం
ਮੁਹਿੰਮ,ప్రచారం
ਕੈਂਪ ਫਾਲੋਅਰ,క్యాంపు అనుచరుడు
ਕੈਂਪੋ ਸੈਂਟੋ,కాంపో శాంటో
ਕੈਂਪਸ ਮਾਰਟੀਅਸ,క్యాంపస్ మార్టియస్
ਕੈਨੇਫੋਰਾ,కనెఫోరా
ਕੈਂਗੂ,కంగు
ਕੈਨੋਨੇਡ,ఫిరంగి
ਤੋਪ ਚਾਰਾ,ఫిరంగి మేత
ਕੈਨਨ,కానన్
ਕੈਨਨ ਕਾਨੂੰਨ,కానన్ చట్టం
ਕੈਨੋਪਸ ਫ਼ਰਮਾਨ,కానోపస్ డిక్రీ
ਕੈਂਟਿੰਗ ਹਥਿਆਰ,ఆయుధాలు పట్టుకోవడం
ਬੰਦੀ,బందీ
ਕੈਪਟਰ,కాప్టర్
ਕਾਰਡੀਨਲ,కార్డినల్
ਕਾਰਲ,కార్ల్
ਕੈਰੋਲਿੰਗੀਅਨ ਰਾਜਵੰਸ਼,కరోలింగియన్ రాజవంశం
ਕਾਰਥੁਸੀਅਨ ਸੰਪਰਦਾ,కార్తుసియన్ శాఖ
ਕਾਰਟੋਸਾ,కార్టోసా
ਕੈਸਟਲੀਅਨ,కాస్టేలియన్
ਕੈਸਟਲੀਅਨ,కాస్టేలియన్
ਜਾਤ ਪ੍ਰਣਾਲੀ,కుల వ్యవస్థ
ਕਿਲ੍ਹਾ,కోట
ਕਿਲ੍ਹਾ,కోట
ਕੈਸਲ ਸ਼ਹਿਰ,కోట పట్టణం
ਕਾਸਟਰਾ,కాస్ట్రా
ਕਾਸਟਰਾ,కాస్ట్రా
ਕੈਥੇਡਰਾ,కేథడ్రా
ਗਿਰਜਾਘਰ,కేథడ్రల్
ਕੈਟੋ ਸਟ੍ਰੀਟ ਸਾਜ਼ਿਸ਼,కాటో స్ట్రీట్ కుట్ర
ਕਾਉਡੀਲੋ,కౌడిల్లో
ਕੈਵਲੀਅਰ,కావలీర్
ਕੈਵਲੀਅਰ,కావలీర్
ਕੈਵਲੀਅਰ ਸੰਸਦ,కావలీర్ పార్లమెంట్
ਅਦੁੱਲਮ ਦੀ ਗੁਫਾ,అదుల్లాం గుహ
ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ,గుహ పెయింటింగ్
ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ,గుహ పెయింటింగ్
ਸੇਂਟਮਵੀਰ,సెంటంవిర్
ਸੈਂਚੁਰੀਅਨ,సెంచూరియన్
ਸਦੀ,సెంచరీ
ਚੇਨ ਆਰਮਰ (= ਚੇਨ ਮੇਲ),చైన్ ఆర్మర్ (=చైన్ మెయిల్)
ਛੰਤਰੀ,చాంట్రీ
ਛੰਤਰੀ,చాంట్రీ
ਚੈਪ ਕਿਤਾਬ,చాప్ పుస్తకం
ਪਾਦਰੀ,చాప్లిన్
ਅਧਿਆਇ,అధ్యాయం
ਹਾਦਸਿਆਂ ਦਾ ਅਧਿਆਇ,ప్రమాదాల అధ్యాయం
ਚਾਰਜ,ఆరోపణ
ਚਾਰਜ ਡੀ,ఛార్జ్ డి&#39;ఎఫైర్స్
ਚਾਰਜ ਵਿਭਾਜਨ,ఛార్జ్ విడిపోవడం
ਚਾਰਜਰ,ఛార్జర్
ਰੱਥ,రథము
ਰੱਥ,రథసారధి
ਰੱਥ,రథసారధి
ਰੱਥ,రథసారధి
ਚੈਰਿਟੀ ਰਸੋਈ,ఛారిటీ వంటగది
ਚਾਰਟਰ,చార్టర్
ਚਾਰਟਿਸਟ ਅੰਦੋਲਨ (=ਚਾਰਟਿਜ਼ਮ),చార్టిస్ట్ ఉద్యమం (=చార్టిజం)
ਚਾਰਟੋਫਾਈਲੇਸ਼ੀਅਮ,చార్టోఫిలాసియం
Chateau,చాటౌ
ਚੈੱਕ ਪੋਸਟ,చెక్ పోస్ట్
ਰਸਾਇਣਕ ਯੁੱਧ,రసాయన యుద్ధం
ਚੈਸਟਰ,చెస్టర్
ਮੁੱਖ,చీఫ్
ਸਰਦਾਰ,అధిపతి
ਸਰਦਾਰ,అధిపతి
ਸਰਦਾਰ,అధిపతి
ਸ਼ਿਫੋਨ,షిఫాన్
ਸ਼ਿਸ਼ਟਾਚਾਰ,శూరత్వం
ਚੁਣੇ ਹੋਏ ਲੋਕ,ఎంచుకున్న వ్యక్తులు
ਕ੍ਰਿਸਮੋਗ੍ਰਾਫੀ,క్రిస్మోగ్రఫీ
ਈਸਾਈ-ਜਗਤ,క్రైస్తవమత సామ్రాజ్యం
ਈਸਾਈ ਯੁੱਗ,క్రైస్తవ యుగం
ਈਸਾਈ ਸਮਾਜਵਾਦ,క్రిస్టియన్ సోషలిజం
ਇਤਹਾਸ,క్రానికల్
ਇਤਿਹਾਸਕਾਰ,క్రానికల్
Chryse Chersonese,Chryse Chersonese
ਸਿਮਲੀਅਮ,సిమిలియం
Cinquecento ਸ਼ੈਲੀ,సింక్వెసెంటో స్టైల్
ਸਰਕਮਨੇਵੀਗੇਸ਼ਨ,ప్రదక్షిణ
ਸਿਸਟਰਸੀਅਨ ਭਿਕਸ਼ੂ,సిస్టెర్సియన్ సన్యాసి
ਕਿਲਾ,కోట
ਹਵਾਲਾ,అనులేఖనం
ਹਵਾਲਾ,అనులేఖనం
ਸਿਵਲ ਅਣਆਗਿਆਕਾਰੀ,శాసన ఉల్లంఘన
ਸਿਵਲ ਯੁੱਧ,పౌర యుద్ధం
ਸਿਵਿਸ ਰੋਮਨਸ,సివిస్ రోమనస్
ਕਲਾਸੀਕਲ ਉਮਰ,సాంప్రదాయ వయస్సు
ਕਲੀਫ਼ਟ (=ਕਲੇਫ਼ਟ),క్లెఫ్ట్ (=క్లెఫ్ట్)
ਕਲਰਕਵਾਦ,మతాధికారం
ਕਲਰਚ,క్లర్చ్
ਕਲੀਨਿਕ ਅੰਦੋਲਨ,క్లినియాక్ ఉద్యమం
ਕੋਟ ਸ਼ਸਤ੍ਰ,కోటు కవచం
ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ,కోట్ ఆఫ్ ఆర్మ్స్
ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ,కోట్ ఆఫ్ ఆర్మ్స్
ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ,కోట్ ఆఫ్ ఆర్మ్స్
ਡਾਕ ਦਾ ਕੋਟ,కోట్ ఆఫ్ మెయిల్
ਸਮੂਹ,కోహోర్ట్
ਕੋਮੀਟੀਆ,కమిటియా
Comitia Centuriata,కమిటియా సెంచురియాటా
Comitia Curiata,కమిటియా క్యూరియాటా
ਕੋਮੀਟੀਆ ਟ੍ਰਿਬੂਟਾ,కమిటియా ట్రిబ్యూటా
ਯਾਦਗਾਰੀ arch,స్మారక వంపు
ਯਾਦਗਾਰੀ ਸਿੱਕਾ,స్మారక నాణెం
ਯਾਦਗਾਰੀ ਮੋਹਰ,స్మారక ముద్ర
ਆਮ ਖੇਤਰ,సాధారణ క్షేత్రం
Communard,కమ్యూనార్డ్
ਕਨਕੋਰਡੈਟ,కాంకోర్డాట్
ਕਨਕੋਰਡੈਟ,కాంకోర్డాట్
ਕੰਡੋਟੀਏਰ,కండోటియర్
ਪੁਸ਼ਟੀਕਰਣ ਕਾਰਟਾਰਮ,నిర్ధారణ కార్టరమ్
ਟਕਰਾਅ,సంఘర్షణ
