Marathi,Punjabi
अ‍ॅम्फिमिक्सिस,ਐਮਫੀਮਿਕਸਿਸ
अ‍ॅम्फोटेरिक,ਐਮਫੋਟੇਰਿਕ
अ‍ॅनाबोलिझम,ਐਨਾਬੋਲਿਜ਼ਮ
अनरोब,ਅਨੀਰੋਬ
Eneuploid,ਅਨੀਉਟਲੋਇਡ
कोन लागवड,ਕੋਣ ਲਾਉਣਾ
पशुसंवर्धन,ਪਸ਼ੂ ਪਾਲਣ
प्राणी नकार,ਪਸ਼ੂਆਂ ਤੋਂ ਇਨਕਾਰ ਕਰੋ
एनिमेट एनर्जी,Energy ਰਜਾ ਐਨੀਮੇਟ ਕਰੋ
एनिसोप्लॉइड,ਅਨੀਸੋਪਲੋਇਡ
वार्षिक वनस्पती,ਸਾਲਾਨਾ ਪੌਦਾ
वार्षिक,ਸਾਲਾਨਾ
अँथेसिस,ਐਥੇਸਮਿਸ
अँथ्रॅक्स,ਐਂਥ੍ਰੈਕਸ
मानववंशिक घटक,ਐਂਥ੍ਰੋਪੋਜਾਈਜਿਕ ਫੈਕਟਰ
प्रतिजैविक,ਐਂਟੀਬਾਇਸਿਸ
प्रतिजैविक,ਐਂਟੀਬਾਇਓਟਿਕ
प्रतिजैविक,ਐਂਟੀਡੋਟਾ
अँटीऑक्सिडेंट्स,ਐਂਟੀਆਕਸੀਡੈਂਟਸ
अँटीटॉक्सिन,Antitoxin
अ‍ॅनुलस,ਐਨਾਬੁਲਸ
Ph फिड,Aphid
एपिकल अंकुर,Apical ਮੁਕੁਲ
एपिकल वर्चस्व,ਏਪਿਕਲ ਦਬਦਬਾ
एपिकल्चर (मधमाशी पाळणे),Apsiculturuet (ਮਧੂ ਮੱਖੀ ਰੱਖਣ)
अपोमिक्सिस,ਅਪੋਮਿਕਸ
अ‍ॅपॉप्टोसिस,ਅਪੋਪੋਟੋਸਿਸ
परिशिष्ट,ਅੰਤਿਕਾ
भूक,ਭੁੱਖ
लागू,ਲਾਗੂ ਕੀਤਾ
जलीय तण,ਐਕੁਆਟਿਕ ਬੂਟੀ
आर्बोरियल,ਅਰਬੋਰੀਅਲ
आर्बोरायझेशन,ਅਰਬਰਾਈਜ਼ੇਸ਼ਨ
आर्चीओ-बॉटॅनिकल रेकॉर्ड,ਏ ਆਰਚਿਓ-ਬੋਟੈਨੀਕਲ ਰਿਕਾਰਡ
क्षेत्र आकडेवारी,ਖੇਤਰ ਦੇ ਅੰਕੜੇ
क्षेत्र,ਖੇਤਰ
शुष्क इकोसिस्टम,ਐੱਫ.ਡੀ.ਆਈ.
एरिल,ਅਰਿਲ
सुगंध,ਖੁਸ਼ਬੂ
सुगंधित वनस्पती,ਖੁਸ਼ਬੂਦਾਰ ਪੌਦਾ
सुगंधित तांदूळ,ਖੁਸ਼ਬੂਦਾਰ ਚਾਵਲ
बाण,ਐਰੋਇੰਗ
Asepsis,Espesisis
Se सेप्टिक,Sseptic
अलौकिक प्रसार,ਅਸਪਸ਼ਟ ਪ੍ਰਸਾਰ
परख,ਅਨੀ
मालमत्ता,ਸੰਪਤੀ
आत्मसात,ਸਹਿਯੋਗ
असोसिएशन,ਐਸੋਸੀਏਸ਼ਨ
तुरट,ਤੂਫਾਨੀ
एसिनॅप्सिस,ਅਸਟੀਪਿਸਿਸ
अटाविझम,ਅਟਵੀਵਾਦ
अ‍ॅटोमायझर,ਐਟੋਮਾਈਜ਼ਰ
अ‍ॅट्रोफी,ਸ਼ੋਸ਼ਣ
ऑटोगॅमी,ਆਟੋਗ੍ਰਾਮ
ऑटोलिसिस,ਆਟੋਲਿਸਸਿਸ
ऑटोक्सिडेशन,ਆਟੋਮਿਡੇਸ਼ਨ
ऑटोपॉलिपॉइड,ਆਟੋਪਲਿਪਲਾਈਡ
ऑक्सिन,Auxins
ओएन (ब्रिस्टल),ਅੱਲ (ਬ੍ਰਿਸਟਲ)
बदाम,ਬਦਾਮ
कोरफड,ਐਲੋ
अमरॅन्थस,ਅਮੈਸ਼ਨਥਸ
अम्मी,ਅਮਮੀ
अंजान गवत,ਅੰਜਨ ਘਾਹ
अँथुरियम,ਐਂਥਿਰੀਅਮ
"अणला, भारतीय हंसबेरी","ਅੋਂਲਾ, ਇੰਡੀਅਨ ਕਰੌਦਾ"
Apple पल,ਸੇਬ
जर्दाळू,ਖੜਮਾਨੀ
अरबियन चमेली,ਅਰਬੀਅਨ ਜੈਸਮੀਨ
अरेका नट,ਅਰੇਕਾ ਗਿਰੀਦਾਰ
अर्जुन,ਅਰਜੁਨ
असफोएटिडा,ਓਡੋਏਟਿਡਾ
राख लबाडी,ਸੁਆਹ
अशोका वृक्ष,ਅਸ਼ੋਕ ਦਾ ਰੁੱਖ
अश्थमा तण (युफोर्बिया),ਅਸ਼ਥਮਾ ਬੂਟੀ (ਯੂਫੋਰਬੀਆ)
शतावरी,ਐਸਪੈਰਾਗਸ
एवोकॅडो,ਆਵਾਕੈਡੋ
अल्फाल्फा (ल्युसर्न),ਅਲਫਾਲਫਾ (LUSEREN)
मुंग्या,ਕੀੜੀਆਂ
Ph फिडस्,ਐਫੀਡਜ਼
आर्मी जंत,ਆਰਮੀ ਕੀੜੀ
कृषी अर्थशास्त्रज्ञ,ਖੇਤੀਬਾੜੀ ਅਰਥਵਾਦੀ
कृषी विस्तारवादी,ਖੇਤੀਬਾੜੀ ਵਿਸਤ੍ਰਿਤ
कृषी वैज्ञानिक,ਖੇਤੀਬਾੜੀ ਵਿਗਿਆਨੀ
कृषी अभियंता,ਖੇਤੀਬਾੜੀ ਇੰਜੀਨੀਅਰ
अ‍ॅग्रोबायोलॉजिस्ट,ਅਗਾਹੀਵੌਇਲੋਜਿਸਟ
कृषीशास्त्रज्ञ,ਖੇਤੀਬਾਮੀ
अ‍ॅग्रोफिसिकस्ट,ਅਸ਼ੋਲੀ
प्राणी ब्रीडर,ਜਾਨਵਰ ਬ੍ਰੀਡਰ
बॅसिलस विषाणू,ਬੇਸਿਲਸ ਵਾਇਰਸ
बॅसिलस,ਬੈਸੀਲਸ
जिवाणू,ਬੈਕਟੀਰੀਆ
बॅक्टेरियोटॉक्सिन,ਬੈਕਟੀਰੋਅਟੌਕਸਿਨ
बागसे,ਬੈਗਸ
शिल्लक पत्रक,ਸੰਤੁਲਨ ਸ਼ੀਟ
संतुलित फर्टिलायझेशन,ਸੰਤੁਲਿਤ ਖਾਦ
बार आकृती,ਬਾਰ ਡਾਇਗਰਾਮ
साल,ਸੱਕ
बॅरोमीटर,ਬੈਰੋਮੀਟਰ
वांझ,ਬੰਜਰ
पाया,ਅਧਾਰ
बेसिन,ਬੇਸਿਨ
बासिपेटल,ਬਾਸਿਪਟਲ
बासेस्टर्नम,ਬਾਸੈਸਟਰਨੀਮ
बे मॉन्सून,ਬੇ ਮਾਨਸੂਨ
बेअरिंग प्लांट,ਬੇਅਰਿੰਗ ਪੌਦਾ
बेड,ਬਿਸਤਰੇ
बेडर,ਬੇਡਰ
बेडिंग,ਬਿਸਤਰੇ
बीट गुळ,ਬੀਟ ਗੁੜ
धनुष्य,ਝੁਕੋ
बेल्ट,ਬੈਲਟ
लाभ-खर्च विश्लेषण,ਲਾਭ-ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ
पक्षपाती (सॅम्पलिंग),ਪੱਖਪਾਤੀ (ਸੈਂਲਿੰਗ)
द्विवार्षिक,ਬਨੀਅਲ
द्विपक्षीय,ਬਿਨੀਮਾਇਲ
बायोएजेन्ट,ਬਾਇਓਜੈਂਟ
बायोक्लीमेट,ਬਾਇਓਸੈਲਮੇਟ
बायोएनर्जी,ਬਾਇਓਨੇਰਜੀ
बायोनोमिक्स,ਬਯਨੋਮਿਕਸ
बायोरिएक्टर,ਬਾਇਓਰੇਟਰ
जीवशास्त्र,ਬਾਇਓਸਪੇਅਰ
बायोटिक,ਬਾਇਓਟਿਕ
बायोटाइप,ਬਾਇਓਟਾਈਪ
उभयलिंगी,ਲਿੰਗੀ
ब्लान्चिंग,ਬਲੈਂਚਿੰਗ
ब्लास्ट,ਧਮਾਕਾ
मिश्रण,ਮਿਸ਼ਰਣ
ब्लाइट,ਝੁਲਸਣ
फोड,ਛਾਲੇ
निळा क्रांती,ਨੀਲਾ ਇਨਕਲਾਬ
तळाशी उष्णता कक्ष,ਤਲ ਗਰਮੀ ਚੈਂਬਰ
तळाशी उष्णता तंत्र,ਤਲ ਹੀਟ ਤਕਨੀਕ
कोंडा,ਬ੍ਰੈਨ
शाखा,ਸ਼ਾਖਾ
शाखा,ਬ੍ਰੀਚਲੇਟ
प्रजनन,ਨਸਲ
प्रजनन,ਪ੍ਰਜਨਨ
ब्रिमिंग,ਝਗੜਾ
ब्रूड,ਬਰੂਦ
नवोदित,ਉਭਰਦਾ
अर्थसंकल्प,ਬਜਟ
बफर,ਬਫਰ
बल्ब,ਬੱਲਬ
बंट,ਬੈਂਟ
उप-उत्पादन,ਉਪ-ਉਤਪਾਦ
बाबुल बाभूळ,ਬਾਬੂਬਦ ਬੱਬੀ
बाळ कॉर्न,ਬੇਬੀ ਮੱਕੀ
बाईल,ਬਾਲ
बेली,ਬਿਲ
बाल्सम,ਬਾਲਸਮ
बांबू,ਬਾਂਸ
केळी,ਕੇਲਾ
वडाचे झाड,ਬੈਨੀਅਨ ਦਾ ਰੁੱਖ
बार्ली,ਜੌ
धान्याचे कोठार मिलेट,ਬਾਰਨੀਅਰ ਬਾਜਰੇ
तुळस,ਤੁਲਸੀ
बस्टर्ड सिडर,ਬਾਸਟਰਡ ਸੀਡਰ
बस्टार्ड मायरोबालन,ਬਾਸਟਰਡ ਮਾਈਰੋਬੇਲਾ
बौहिनिया,Bauhinia
बे बेरी,ਬੇ ਬੇਰੀ
बीन,ਬੀਨ
बीट,ਚੁਕੰਦਰ
बेलॅडोना,ਬੇਲਾਡੋਨਾ
बेर,ਬੇਰ
Berseem,ਸੋਰਸਮ
सुपारी,ਸੁਪਾਰੀ
बिलीमबी,ਬਿਲੀਮਬੀ
कारले,ਕੌੜਾ ਬੈਰ
काळा हरभरा,ਕਾਲਾ ਗ੍ਰਾਮ
ब्लॅक नाईटशेड,ਕਾਲੀ ਨਾਈਟਸੈਡ
बोगेनविले,ਬੌਗੇਨਵਿਲੇਸਾ
बाटली ब्रश,ਬੋਤਲ ਬੁਰਸ਼
दुधीभोपळा,ਬੋਤਲ ਬਘਿਆੜ
बॉक्स ट्री,ਬਾਕਸ ਲੜੀ
ब्रेड फळ,ਬਰੈੱਡ ਫਲਾਂ
ब्राइडल क्रिपर,ਵਿਆਹ ਦੀ ਨਿੰਬੂ
वांगे,ਬ੍ਰਿੰਜਲ
ब्रॉड बीन,ਬ੍ਰੌਡ ਬੀਨ
ब्रोकोली,ਬ੍ਰੋ CC ਓਲਿ
ब्रुसेलचा अंकुर,ਬ੍ਰਸੇਸਲ ਦਾ ਫੁੱਟ
बकव्हीट,ਬੱਕਵੈਟ
बुटिया,ਬੁਟੀਆ
बॅन्डिकूट,ਬੈਂਡਿਕੋਟ
अस्वल,ਰਿੱਛ
बीटल,ਬੀਟਲ
ब्लिस्टर बीटल,ਛਾਲੇ ਬੀਟਲ
निळा बैल,ਨੀਲਾ ਬੁੱਲ
बोल वर्म,ਬੁਲ ਕੀੜਾ
फुलपाखरू,ਬਟਰਫਲਾਈ
बॅक्टेरियोलॉजिस्ट,ਜੀਵਾਣੂ-ਵਿਗਿਆਨੀ
बायोकेमिस्ट,ਬਾਇਓਕੈਮਿਸਟ
जीवशास्त्रज्ञ,ਜੀਵ ਵਿਗਿਆਨੀ
बायोटेक्नॉलॉजिस्ट,ਬਾਇਓਟੈਕਨੋਲੋਜਿਸਟ
वनस्पतिशास्त्रज्ञ,ਬੋਟੈਨਿਸਟ
सी ओलावा वैशिष्ट्यपूर्ण वक्र,ਸੀ ਨਮੀ ਦੇ ਗੁਣ
केक,ਕੇਕ
कॅल्केरियस,ਕੈਲਕਿਸ
कॅल्सीफिकेशन,ਕੈਲਸੀਫਿਕੇਸ਼ਨ
फॉस्फेटचे कॅल्किनेशन,ਫਾਸਫੇਟ ਦਾ ਹਿਸਾਬ
कॉलिटी,ਕਲੇਸ਼
कॉलस,ਕਾਲਸ
कॅलेक्स,ਕੈਲੀਕਸ
कॅलेक्स-एंड,ਕੈਲੀਕਸ-ਐਂਡ
कॅम्बियम,ਕੈਮਬੀਅਮ
कॅंकर,ਕੈਨਕਰ
कॅनिंग,ਕੈਨਿੰਗ
छत,ਕੈਨੋਪੀ
भांडवल,ਪੂੰਜੀ
केप्रीफिकेशन,ਕੈਪਟੇਸ਼ਨ
कॅप्सूल,ਕੈਪਸੂਲ
कार्बोनेटेड,ਕਾਰਬੋਨੇਟਡ
कार्बनायझेशन,ਕਾਰਬੋਨਾਈਜ਼ੇਸ਼ਨ
कार्पेल,ਕਾਰਪਲ
कार्पस,ਕਾਰਪਸ
कास्टिंग,ਕਾਸਟਿੰਗ
कॅटाबोलिझम,ਕੈਟਾਬੋਲਿਜ਼ਮ
कॅटॅलिसिस,ਉਤਪ੍ਰੇਸਿਆ
सुरवंट,ਕੇਟਰਪਿਲਰ
सी-डीएनए लायब्ररी,ਸੀ-ਡੀ ਐਨ ਏ ਲਾਇਬ੍ਰੇਰੀ
कमाल मर्यादा,ਛੱਤ
सेल,ਸੈੱਲ
केंद्रीय नेता प्रणाली,ਕੇਂਦਰੀ ਲੀਡਰ ਸਿਸਟਮ
सेंट्रिक,ਕੇਂਦਰਿਤ
सेंट्रीफ्यूगेशन,ਸੈਂਟਰਿਫੁਗਾਸ਼ਨ
सेंट्रीफ्यूज,ਸੈਂਟਰਿਫਿ ize ਜ
सेंट्रीओल,ਸੈਂਟਰਿਓਲ
सेंट्रोजेनिक,CentRogenic
केंद्रीत,ਸੈਂਟੀਗਨੌਜ਼
Cercus,ਚੱਕਰ
अन्नधान्य,ਅਨਾਜ
प्रमाणपत्र,ਸਰਟੀਫਿਕੇਸ਼ਨ
प्रमाणित बियाणे,ਪ੍ਰਮਾਣਿਤ ਬੀਜ
चाफ,ਤੂਫਾਨ
चालझा,ਚਮਜ਼ਾ
केमोट्रोपिझम,ਮੈਕੌਟ੍ਰੋਜ਼ਿਜ਼ਮ
चियास्मा,ਚਿਆਸਮਾ
शीतकरण तास,ਚਿਲਿੰਗ ਘੰਟੇ
शीतकरण इजा,ਸੱਟ ਲੱਗ ਰਹੀ ਸੱਟ
चिमेरा,Chimera
क्लोरॅन्थी,ਚਲੋਟਰੈਠੀ
क्लोरोफिल,ਕਲੋਰੋਫਿਲ
क्लोरोसिस,ਕਲੋਰੋਸਿਸ
क्लोरोलॉजी,ਕਲੋਰੋਲੋਜੀ
क्रोमॅटिड,Chrimindidd
क्रोमॅटिन,ਕ੍ਰੋਮੈਟਿਨ
क्रोमॅटोग्राफी,ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ
क्रोमॅटोलिसिस,ਕ੍ਰੋਮੈਟੋਲਸਿਸ
क्रोमोसेन्ट्रे,ਕ੍ਰੋਮੋਸੀਸਟਰ
क्रोमोजेनेसिस,ਕ੍ਰੋਮੋਜੇਨੇਸਿਸ
क्रोमोप्रोटीन,ਕ੍ਰੋਮੋਪ੍ਰੋਟੀਨ
क्रोमोसोम,ਕ੍ਰੋਮੋਸੋਮ
जुनाट,ਦੀਰਘ
सिट्रेंज,ਸਾਇੰਗ
क्लेडोड,ਕਲੇਡਡ
वर्गीकरण,ਵਰਗੀਕਰਣ
क्ले,ਮਿੱਟੀ
स्वच्छता,ਸਫਾਈ
क्लीस्टोगॅमी,ਕਲੇਰਿਸਟਾਗਮੀ
क्लायमॅक्टेरिक फळ,ਜਲਦਬਾਜ਼ੀ ਦਾ ਫਲ
हवामान,ਮੌਸਮ
हवामानशास्त्र,ਜਲਵਾਯੂ
क्लिपर,ਕਲੀਪਰ
क्लॉड,ਕਲੋਡ
क्लोन,ਕਲੋਨ
ढग,ਬੱਦਲ
गठ्ठा,ਕਲੰਪ
क्लस्टर,ਕਲੱਸਟਰ
खडबडीत,ਮੋਟੇ
कोट (बियाणे),ਕੋਟ (ਬੀਜ)
कोकून,ਕੋਕੂਨ
कोएन्झाइम,ਸਿੱਕੇ
एकत्रीकरण,ਏਕਤਾ
कॉर,ਕੋਇਰ
कोलोरिझा,ਕੋਲੀੋਰਿਹਿਜ਼ਾ
कॉलर,ਕਾਲਰ
कोलोइड (माती),ਕੋਲੋਇਡ (ਮਿੱਟੀ)
कोलंबेला,ਕੋਲਮੂਲਾ
स्तंभ,ਕਾਲਮ
Comensalism,ਰਿਮੈਂਸੀਵਾਦ
व्यावसायिक बँक,ਵਪਾਰਕ ਬੈਂਕ
वस्तू,ਕਮੋਡਿਟੀ
समुदाय,ਕਮਿ Community ਨਿਟੀ
कॉम्पॅक्शन (मातीची),ਸੰਕੁਚਨ (ਮਿੱਟੀ ਦਾ)
सुसंगतता,ਅਨੁਕੂਲਤਾ
सुसंगतता,ਅਨੁਕੂਲਤਾ
भरपाई,ਮੁਆਵਜ਼ਾ
स्पर्धात्मक संवाद,ਮੁਕਾਬਲੇਬਾਜ਼ੀ ਨਾਲ ਗੱਲਬਾਤ
पूरक पीक,ਪੂਰਕ ਫਸਲ
कॉम्प्लेक्स,ਗੁੰਝਲਦਾਰ
घटक,ਭਾਗ
रचना,ਰਚਨਾ
कंपोस्ट,ਖਾਦ
चक्रवाढ व्याज,ਮਿਸ਼ਰਿਤ ਦਿਲਚਸਪੀ
गणना,ਗਣਨਾ
संगणक,ਕੰਪਿ computer ਟਰ
एकाग्रता,ਧਿਆਨ ਟਿਕਾਉਣਾ
कंडिशनर,ਕੰਡੀਸ਼ਨਰ
आवाहन,ਚਾਲ-ਚਲਣ
कॉन्फिगरेशन,ਕੌਨਫਿਗਰੇਸ਼ਨ
अनुरूपता,ਅਨੁਕੂਲਤਾ
गोंधळात टाकणारे,ਉਲਝਣ
संयोजन,ਸੰਜੋਗ
संयोजी,ਕੁਨੈਕਟਿਵ
संवर्धन,ਸੰਭਾਲ
एकत्रीकरण,ਇਕਜੁੱਟ
घटक,ਹਲਕੇ
ग्राहक,ਖਪਤਕਾਰ
वापर,ਖਪਤ
दूषित,ਗੰਦਗੀ
समोच्च लागवड,ਕੋਟੌਰ ਲਾਉਣਾ
समोच्च,ਸਮਾਲ
कॉन्ट्रॅक्ट शेती,ਇਕਰਾਰਨਾਮਾ ਖੇਤੀ
नियंत्रित स्टोरेज,ਨਿਯੰਤਰਿਤ ਸਟੋਰੇਜ
सहकारी बँक,ਸਹਿਕਾਰਤਾ ਵਾਲਾ ਬੈਂਕ
सहकारी,ਸਹਿਕਾਰਤਾ
कॉपिस,ਕਾੱਪੀਸ
कॉर्म,ਕੋਰਮ
कोरोला,ਕੋਰੋਲਾ
कॉर्टेक्स,ਕੋਰਟੇਕਸ
किंमत,ਲਾਗਤ
कॉटिलेडन (बियाणे),ਕੋਟੀਲਡਨ (ਬੀਜ)
क्रेडिट सोसायटी,ਕਰੈਡਿਟ ਸੁਸਾਇਟੀ
पत,ਕ੍ਰੈਡਿਟ
लेखादार,ਲੈਣਦਾਰ
माथा,ਕਰੈਸਟ
Rickly,Crinkle
संकट,ਸੰਕਟ
निकष,ਮਾਪਦੰਡ
गंभीर,ਆਲੋਚਨਾਤਮਕ
पीक विमा,ਫਸਲੀ ਬੀਮਾ
पीक कर्ज,ਫਸਲ ਲੋਨ
पीक,ਫਸਲ
पीक क्षेत्र,ਕਰੂਪਿੰਗ ਖੇਤਰ
क्रॉस-इनकॉम्पॅन्सिबल,ਕਰਾਸ-ਅਨੁਕੂਲ
मुकुट (वनस्पती),ਤਾਜ (ਪੌਦਾ)
क्रंब,ਟੁਕੜਾ
कवच,ਛਾਲੇ
क्रिप्टोगॅम,ਕ੍ਰਿਪਟੌਗਮ
कुल (फळे),ਕੂਲ (ਫਲ)
कुल्म,ਕੂਲਮ
लागवड,ਕਾਸ਼ਤਕਾਰ
लागवड,ਕਾਸ਼ਤ
लागवड करणारा,ਕਾਸ਼ਤਕਾਰ
संस्कृती,ਸਭਿਆਚਾਰ
उपचार,ਕਰਿੰਗ
कर्लिंग,ਕਰਲਿੰਗ
चलन,ਮੁਦਰਾ
क्यूटिकल,ਕਟੀਲ
कटिंग,ਕੱਟਣਾ
गळू,ਗੱਠ
साइटोक्रोम,Cytochromo
सायटोगामी,ਸਾਈਨੋਗਮੀ
सायटोजेनेसिस,Cytegeenesis
सायटोजेनेटिक्स,ਸਾਇਟਾਈਜਨੇਟਿਕ
सायटोकिनेसिस,ਸਾਇਟੋਕਿਨੇਸਿਸ
सायटोलॉजी,ਸਾਇਟੋਲੋਜੀ
सायटोलिसिस,ਸਾਈਂਟਾਈਸਿਸ
सायटोमेरे,ਸਾਇਟੋਮਰੇ
साइटोप्लाझम,ਸਾਇਟੋਪਲਾਜ਼ਮ
कोबी,ਪੱਤਾਗੋਭੀ
