Bengali,Marathi
আভিজাত্য,अभिजात वर्ग
অভিজাত,कुलीन
আভিজাত্য স্নোবারি,खानदानी स्नोबरी
এরিস্টটলীয়,अॅरिस्टोटेलियन
আরমাডা,आरमार
আরমাদা (=স্প্যানিশ আরমাদা),आरमार (=स्पॅनिश आरमार)
আর্মোরিস্ট (= আর্মারিস্ট),आर्मोरिस्ट (= आर्मरिस्ट)
বর্ম (= বর্ম),चिलखत (= चिलखत)
আর্মারিস্ট,आर्मरिस्ट
আরিয়ান,आर्यन
আরিয়ান,आर्यन
আসকারী,अस्करी
বরাদ্দ,नियुक्त करा
সহায়তা,Assize
সহায়তা,Assize
সহায়তা,Assize
অস্ত্র আইনের সহায়তা,शस्त्रास्त्र कायद्याची मदत
ড্যারিন প্রেজেন্টমেন্টের সহায়তা,डॅरेन प्रेझेंटमेंटची मदत
মর্ট &#39;ডি&#39; পূর্বপুরুষের সহায়তা,मॉर्ट &#39;डी&#39; पूर्वजांची मदत
নভেল ডিসিসিনের অ্যাসাইজ,कादंबरी Disseisin च्या Assize
নৃশংসতা,अत्याचार
আক্রমণ,हल्ला
অলিক কাউন্সিল,ऑलिक कौन्सिल
দেবীর কুঠার (=দেহী কুঠার),देवीची कुर्‍हाड (= देवी कुर्हाड)
অক্ষ (=রোম-বার্লিন-টোকিও অক্ষ),अक्ष (=रोम-बर्लिन-टोकियो अक्ष)
ব্যাবিলন,बॅबिलोन
ব্যাবিলনীয় বন্দিত্ব (=ব্যাবিলনীয় বন্দিত্ব),बॅबिलोनियन बंदिवास (= बॅबिलोनी कैद)
বাচনাল ভক্ত,बचनाल भक्त
বাচনালিয়া,बचनालिया
ব্যাচেলর,बॅचलर
বাগদাদ চুক্তি,बगदाद करार
বলকান লীগ,बाल्कन लीग
বলকান চুক্তি,बाल्कन करार
বলকান যুদ্ধ,बाल्कन युद्धे
বাল্টিক চুক্তি,बाल्टिक करार
দস্যু,डाकू
বান্দুং সম্মেলন,बांडुंग परिषद
নির্বাসন,हद्दपार
ব্যানার,बॅनर
অসভ্য,रानटी
বারবিকান,बार्बिकन
বারদোলী সত্যাগ্রহ,बारडोली सत्याग्रह
শস্যাগার বার্নার্স,धान्याचे कोठार बर्नर्स
ব্যারন,जहागीरदार
ব্যারোনেজ,बॅरोनेज
ব্যারনস মেজরস,Barones majores
ব্যারোনস মাইনরস,बॅरोन्स अल्पवयीन
ব্যারনেস,जहागीरदार
ব্যারোনেট,बॅरोनेट
ব্যারোনেটেজ,बॅरोनेटेज
ব্যারোনেটেজ,बॅरोनेटेज
ব্যারোনেটসি,बॅरोनेटसी
ব্যারনি,बॅरोनी
ব্যারাকুন,बॅराकून
ব্যারাকুন,बॅराकून
ব্যারিকেড (=ব্যারিকেড),बॅरिकेड (= बॅरिकेडो)
ব্যারিকেড (=ব্যারিকেড),बॅरिकेड (= बॅरिकेडो)
ব্যারিকেড (=ব্যারিকেড),बॅरिकेड (= बॅरिकेडो)
সেনাঘাঁটি,बेस कॅम्प
ব্যাসিলিকা,बॅसिलिका
ব্যাসিলিকা,बॅसिलिका
বাস্তিলা,बॅस्टिला
বাস্তিল,बॅस्टिल
বাস্তিল,बॅस्टिल
ব্যাটারি,बॅटरी
যুদ্ধ,लढाई
ব্যাটলে-অ্যারে,Batlle-array
যুদ্ধ কান্না,लढाई रडणे
যুদ্ধ দিন,लढाई दिन
যুদ্ধক্ষেত্র,युद्धक्षेत्र
যুদ্ধের স্তব,लढाई भजन
স্পার্সের যুদ্ধ,स्पर्सची लढाई
স্ট্যান্ডার্ড যুদ্ধ,स्टँडर्डची लढाई
যুদ্ধজাহাজ,युद्धनौका
যুদ্ধজাহাজ-শক্তি,युद्धनौका-शक्ती
Bayeux ট্যাপেস্ট্রি,Bayeux टेपेस्ट्री
বীকন,बीकन
বীকন টাওয়ার,बीकन टॉवर
বিভার,बीव्हर
বিভার,बीव्हर
সমুদ্রের ভিক্ষুক,समुद्राचे भिकारी
বেলিকোস,बेलिकोज
বেলিকোস,बेलिकोज
বেলিকোস,बेलिकोज
বেলিকোসিটি,बेलिकोसिटी
বেলোনা,बेलोना
উপকারিতা,फायदा
যাজকদের সুবিধা,धर्मगुरूंचा लाभ
বেনেলাক্স,बेनेलक्स
বার্লিন ডিক্রি,बर्लिन डिक्री
বেসার,बेसरकर
বেসান্ট (=বেজেন্ট),बेझंट (=बेझंट)
বেথেল,बेथेल
বিবিলিওলেটর,बिब्लिओलेटर
বিবিলিওলাট্রি,ग्रंथदिंडी
বিগ বার্থা,मोठा बर्था
বিগট,धर्मांध
বিলেটিং,बिलेटिंग
অ্যাটেন্ডারের বিল,अटेंडरचे बिल
অধিকার বিল,अधिकारांचे विधेयक
জীবনীকার,चरित्रकार
জন্মের গল্প,जन्मकथा
বিভাক,बिव्होक
বিভাক,बिव्होक
বিভাক,बिव्होक
বিজোনিয়া,बिझोनिया
কালো পাখি,काळा पक्षी
কালো পতাকা,काळा झेंडा
কৃষ্ণ গহ্বর,कृष्ण विवर
কৃষ্ণ গহ্বর,कृष्ण विवर
কালো পা (= স্ক্যাব),काळा पाय (= खरुज)
কালো শার্ট,काळा शर्ट
ব্লাজন,ब्लेझोन
ব্লাজন,ब्लेझोन
ব্লাজনরি,झगमगाट
ব্লাজনরি,झगमगाट
Blitzkrieg,ब्लिट्झक्रीग
রক্তহীন বিপ্লব (=গৌরবময় বিপ্লব),रक्तहीन क्रांती (=वैभवशाली क्रांती)
ব্লাডওয়াইট,ब्लडवाईट
ব্লাডি মেরি,ब्लडी मेरी
নীল,निळा
আভিজাত্য,निळे रक्त
নীল বই,निळे पुस्तक
নীল পটি,निळी फीत
নীল পটি,निळी फीत
ব্লুজ (=রয়্যাল হর্স গার্ড),ब्लूज (=रॉयल हॉर्स गार्ड)
নীল শার্ট,निळा शर्ट
ব্লু ওয়াটার স্কুল,ब्लू वॉटर स्कूल
নিয়ন্ত্রণ বোর্ড,नियंत्रण मंडळ
শরীরবর্ম,शरीर चिलखत
বোয়ার,बोअर
লুঠ,लूट
বরো,बरो
বুলিউটেরিয়ন,बुलेउटेरियन
বোরবন,बोरबॉन
বক্সার বিদ্রোহ,बॉक्सर बंडखोरी
বন্ধনী,ब्रेस
ব্রাসার্ড,ब्रासर्ड
ব্রাসার্ড,ब्रासर्ड
রুটি উপনিবেশ,ब्रेड वसाहती
ব্রেস্ট প্লেট,ब्रेस्ट प्लेट
স্তনের কাজ,स्तनाचे काम
ব্রেটওয়াল্ডা,ब्रेटवाल्डा
ব্রিগ্যান্ড,ब्रिगेंड
ব্রিগ্যান্ডেজ,दलाल
ব্রিটিশ কমনওয়েলথ অফ নেশনস,ब्रिटिश कॉमनवेल्थ ऑफ नेशन्स
ব্রাউন শার্ট (=নাৎসি),तपकिरी शर्ट (=नाझी)
ব্রাসেলস চুক্তি (চুক্তি) সংস্থা (=পশ্চিম ইউরোপীয় ইউনিয়ন),ब्रुसेल्स ट्रीटी (पॅक्ट) संस्था (=वेस्टर्न युरोपियन युनियन)
বাফ,बफ
বাফ,बफ
বাফ-কোট,बफ-कोट
বাফস,बफ्स
বুলে (= পরিষদ),बुले (=परिषद)
বার্গেজ,बर्गेज
বার্গেস,बर्जेस
বাইজেন্টাইন,बायझँटाईन
বাইজেন্টাইন গির্জা,बायझँटाईन चर्च
বাইজেন্টাইন সাম্রাজ্য,बायझँटाईन साम्राज्य
বাইজেন্টাইন যুগ,बायझँटाईन युग
বাইজেন্টাইন ইতিহাসবিদ,बायझँटाईन इतिहासकार
ক্যাবল,कॅबल
সিজারিজম,सीझरवाद
খলিফা,खलिफा
ক্যালিগ্রাফার,कॅलिग्राफर
ক্যালিগ্রাফিস্ট,कॅलिग्राफिस्ट
ক্যালিগ্রাফি,कॅलिग्राफी
ক্যালট্রপ,कॅल्ट्रॉप
বন্ধুত্ব,सौहार्द
ক্যামারিলা,कॅमरिला
ক্যামারিলা,कॅमरिला
ক্যামেলাউকাম,कॅमेलॅकम
ছদ্মবেশ,क्लृप्ती
প্রচারণা,मोहीम
শিবিরের অনুসারী,शिबिराचे अनुयायी
ক্যাম্পো সান্টো,कॅम्पो सॅंटो
ক্যাম্পাস মার্টিয়াস,कॅम्पस मार्टियस
ক্যানেফোরা,कॅनेफोरा
ক্যাঙ্গু,कॅंग्यू
কামান,तोफखाना
কামানের খাদ্যরুপে পরিগণিত মানুষ,तोफ चारा
ক্যানন,कॅनन
ক্যানন আইন,कॅनन कायदा
ক্যানোপাস ডিক্রি,कॅनोपस डिक्री
ক্যান্টিং অস্ত্র,कण्टिंग शस्त्र
বন্দী,बंदिवान
বন্দী,कॅप्टर
মৌলিক,कार्डिनल
কার্ল,कार्ल
ক্যারোলিংজিয়ান রাজবংশ,कॅरोलिंगियन राजवंश
কার্থুসিয়ান সম্প্রদায়,कार्थुशियन पंथ
কার্টোসা,कार्टोसा
কাস্টেলীয়,कॅस्टेलियन
কাস্টেলীয়,कॅस्टेलियन
বর্ণপ্রথা,जाती व्यवस्था
দুর্গ,वाडा
দুর্গ,वाडा
দুর্গ শহর,वाड्याचे शहर
কাস্ত্রা,कास्त्रा
কাস্ত্রা,कास्त्रा
ক্যাথেড্রা,कॅथेड्रा
ক্যাথিড্রাল,कॅथेड्रल
ক্যাটো স্ট্রিট ষড়যন্ত্র,केटो स्ट्रीट कट
কাউডিলো,कौडिल्लो
অশ্বারোহী,घोडेस्वार
অশ্বারোহী,घोडेस्वार
অশ্বারোহী সংসদ,घोडदळ संसद
আদুল্লামের গুহা,अदुल्लमची गुहा
গুহাচিত্র,गुहा चित्रकला
গুহাচিত্র,गुहा चित्रकला
সেন্টুমভির,सेंटमवीर
সেঞ্চুরিয়ান,सेंच्युरियन
সেঞ্চুরি,शतक
চেইন আর্মার (= চেইন মেইল),साखळी चिलखत (=साखळी मेल)
চ্যানট্রি,चंत्री
চ্যানট্রি,चंत्री
চ্যাপ বই,चॅप बुक
চ্যাপলিন,धर्मगुरू
অধ্যায়,धडा
দুর্ঘটনার অধ্যায়,अपघातांचा अध्याय
চার্জ,चार्ज करा
চার্জ ডি অ্যাফেয়ার্স,चार्ज डी अफेयर्स
চার্জ বিভাজন,चार्ज विभाजन
চার্জার,चार्जर
রথ,रथ
সারথি,सारथी
সারথি,सारथी
সারথি,सारथी
দাতব্য রান্নাঘর,धर्मादाय स्वयंपाकघर
সনদ,सनद
চার্টিস্ট আন্দোলন (=চার্টিজম),चार्टिस्ट चळवळ (=चार्टिझम)
চার্টোফাইলাসিয়াম,चार्टोफिलेशियम
Chateau,Chateau
চেক পোস্ট,चेक पोस्ट
রাসায়নিক যুদ্ধ,रासायनिक युद्ध
চেস্টার,चेस्टर
প্রধান,प्रमुख
প্রধান,सरदार
প্রধান,सरदार
প্রধান,सरदार
শিফন,शिफॉन
বীরত্ব,शौर्य
নির্বাচিত মানুষ,निवडलेले लोक
ক্রিসমোগ্রাফিয়ন,ख्रिसमोग्राफीन
খ্রিস্টধর্ম,ख्रिस्ती धर्म
খ্রিস্টীয় যুগ,ख्रिश्चन युग
খ্রিস্টান সমাজতন্ত্র,ख्रिश्चन समाजवाद
ক্রনিকল,क्रॉनिकल
ক্রনিকলার,क्रॉनिकलर
Chryse Chersonese,Chryse Chersonese
সিমেলিয়াম,सिमेलियम
সিনকুয়েসেন্টো স্টাইল,Cinquecento शैली
পরিক্রমা,परिक्रमा
সিস্টারসিয়ান সন্ন্যাসী,सिस्टर्सियन साधू
সিটাডেল,किल्ला
উদ্ধৃতি,उद्धरण
উদ্ধৃতি,उद्धरण
আইন অমান্য,सविनय कायदेभंग
গৃহযুদ্ধ,नागरी युद्ध
সিভিস রোমানাস,सिव्हिस रोमनस
শাস্ত্রীয় বয়স,शास्त्रीय वय
ক্লেফ্ট (=ক্লেফ্ট),Clepht (=klepht)
কেরানিবাদ,कारकुनीवाद
ক্লারাচ,लिपिक
ক্লুনিয়াক আন্দোলন,क्लुनियाक हालचाली
কোট বর্ম,कोट चिलखत
অস্ত্রের কোট,अंगरखा
অস্ত্রের কোট,अंगरखा
অস্ত্রের কোট,अंगरखा
ডাকের কোট,मेलचा कोट
সমদল,पलटण
কমিটিয়া,कॉमिटिया
Comitia Centuriata,Comitia Centuriata
কমিটিয়া কুরিয়াটা,Comitia Curiata
Comitia Tributa,कमिटीया ट्रिबुटा
স্মারক খিলান,स्मारक कमान
স্মারক মুদ্রা,स्मारक नाणे
স্মারক সীলমোহর,स्मारक शिक्का
সাধারণ ক্ষেত্র,सामान्य फील्ड
কমুনার্ড,Communard
কনকর্ড্যাট,कॉन्कॉर्डॅट
কনকর্ড্যাট,कॉन्कॉर्डॅट
কনডোটিয়ের,कॉन्डोटिएरे
নিশ্চিতকরণ Cartarum,पुष्टीकरण कार्टारम
দ্বন্দ্ব,संघर्ष
ধর্মসভা,मंडळी
বিজয়ী রাষ্ট্র,जिंकणारे राज्य
বিজয়ী,जिंकणारा
বিজয়ী,जिंकणारा
কনসিলিয়াম,कॉन्सिलियम
কনসিস্টরি,कंसिस्टरी
ষড়যন্ত্র,षडयंत्र
ষড়যন্ত্র,षडयंत्र
কনস্যুলেট,वाणिज्य दूतावास
কনসুলেশন বই,सल्लामसलत पुस्तक
মহাদেশীয় ব্যবস্থা,खंडीय प्रणाली
কনভেনশন সংসদ,अधिवेशन संसद
কপারহেডস (=শান্তি গণতন্ত্রী),कॉपरहेड्स (=पीस डेमोक्रॅट्स)
কপিহোল্ড,कॉपीहोल्ड
কর্ডনিং,कोर्डनिंग
করোনা,कोरोना
রাজ্যাভিষেক,राज्याभिषेक
রাজ্যাভিষেক পাথর,राज्याभिषेक दगड
কর্পাস,कॉर्पस
কর্সেয়ার,Corsair
কর্সেয়ার,Corsair
কাঁচুলি (= কর্সেলেট),कॉर्सेट (=कॉर्सलेट)
কর্টেস,कोर्टेस
কোটার (=কোটিয়ার),कोटर (=कोटीर)
কোটার (=কোটিয়ার),कोटर (= cottier)
কাউন্ট প্যালাটিনেট,काउंट पॅलेटिनेट
দেশের বাড়ি,देशाचे घर
কাউন্টি,परगणा
কাউন্টি বরো,काउंटी बरो
কাউন্টি আদালত,काउंटी न्यायालये
কাউন্টি প্যালাটাইন,काउंटी पॅलाटिन
আদালত,कोर्ट
আদালত,कोर्ट
আদালতের সার্কুলার,न्यायालयाचे परिपत्रक
আদালতের শিষ্টাচার,न्यायालयीन शिष्टाचार
দরবারী,दरबारी
ক্যাসেশন আদালত,कोर्ट ऑफ कॅसेशन
কোর্ট অফ ডিরেক্টরস (EIC),कोर्ट ऑफ डायरेक्टर्स (EIC)
মালিকদের আদালত,मालकांचे न्यायालय
দরবারের কবি,दरबारी कवी
চুক্তিবদ্ধ ক্যামেরোনিয়ান,करार केला कॅमेरोनियन
মুকুট,मुकुट
মুকুট,मुकुट
মুকুট,मुकुट
মুকুট জমি,मुकुट जमीन
মুকুট জমি,मुकुट जमीन
ক্রাউন প্রিন্স,राजकुमार
ক্রুসেড,धर्मयुद्ध
ক্রুসেডার,धर्मयुद्ध
ক্রিপ্টোগ্রাম,क्रिप्टोग्राम
কুইরাস,कुइरास
কুইরাসিয়ার,क्युरासियर
কাল্ট দেবতা,पंथ देवता
কুরিয়া,कुरिया
কুরিয়া,कुरिया
জারবাদ,झारवाद
অন্ধকার মহাদেশ,गडद खंड
বিচারের দিন,न्यायाचा दिवस
বিচারের দিন,न्यायाचा दिवस
যাজক,डीन
দশক,दशक
ডেনারিয়াস,दिनारियस
ক্ষমতাচ্যুত রাজা,पदच्युत सम्राट
নষ্ট করা,उध्वस्त करा
বিলুপ্তি,उध्वस्त
ডিথ্রোন,डिथ्रोन
ডায়ডেম,डायडेम
ডায়ডেম,डायडेम
ডায়ডেম,डायडेम
ডায়াসিয়া,डायशिया
ডিকাস্টেরিয়াম,डिकॅस्टेरियम
ডিলুভিয়ালিস্ট,डिलुवालिस्ट
ডায়োসিস,बिशपच्या अधिकारातील प्रदेश
ডায়োসিস,बिशपच्या अधिकारातील प्रदेश
নির্দেশিকা (=নির্দেশনা),डायरेक्टरी (=निर्देशिका)
নির্দেশিকা (=নির্দেশনা),डायरेक्टरी (=निर्देशिका)
দিরহাম,दिरहाम
অবিশ্বাসী,अविश्वासू
অবিশ্বাসী,अविश्वासू
ভুলের মতবাদ,चूकीचा सिद्धांत
দলিল,दस्तऐवज
দালিলিক প্রমাণ,कागदोपत्री पुरावा
গম্বুজের বই,डोम्सडे बुक
কনস্টানটাইনের দান,कॉन्स्टंटाईनचे दान
নিয়তি,नशिबात
ডাওগার রানী,डोगर राणी
ড্রাগন,ड्रॅगन
ড্রোমেডারিয়ান,ड्रोमेडरियन
ড্রোমেডারি,ड्रोमेडरी
ড্রমন্ড,ड्रोमंड
দ্বৈত,दुहेरी
দ্বৈত জোট,दुहेरी युती
ডুয়েল এন্টেন্টে,दुहेरी entente
দ্বৈত ব্যবস্থা (= দ্বৈত সরকার),दुहेरी प्रणाली (= दुहेरी सरकार)
ডিউক,सरदार
ডুমা,ड्यूमा
বামন অবতার,बटू अवतार
রাজবংশ,राजवंश
রাজবংশ,राजवंश
ঈগল,गरुड
বুড়ো মানুষ,मोठा माणूस
আর্ল,अर्ल
প্রাচীনত্ব,अर्लडम
প্রারম্ভিক গুপ্ত,लवकर गुप्त
প্রারম্ভিক (ঐতিহাসিক) সাইট,प्रारंभिक (ऐतिहासिक) साइट
প্রারম্ভিক বৈদিক যুগ,प्रारंभिक वैदिक काळ
ইক্লেসিয়া,उपदेशक
পুনরুদ্ধারের আদেশ,पुनर्स्थापना आदेश
আট ভাঁজ পথ,आठ पट मार्ग
প্রবীণ,वडीलधारे
বয়স্ক রাষ্ট্রনায়ক (=জেনরো),ज्येष्ठ राजकारणी (= genro)
হাতির ছাগু,हत्तीचा गोडा
এগারো বছরের অত্যাচার,अकरा वर्षांचा जुलूम
Elysae (=Elysee),एलिसी (=एलिसी)
ঘের আন্দোলন,बंदिस्त चळवळ
এনসাইক্লিক্যাল,एनसायकिकल
বিশ্বকোষবাদী আন্দোলন,विश्वकोशवादी चळवळ
Entente,एंटेंट
Entente cordiale,एंटेंट कॉर्डियल
সিংহাসন,सिंहासन
এনট্যুরেজ,दलाल
এফোদ,एफोद
ইফোর,एफोर
মহাকাব্য যুগ,महाकाव्य युग
মহাকাব্যিক নায়ক,महाकाव्य नायक
এপিগ্রাফ,एपिग्राफ
এপিস্কোপ্যাসি,एपिस्कोपसी
এপিস্কোপেট,एपिस्कोपेट
পর্ব,भाग
যুগ,युग
যুগ তৈরির ঘটনা,युग निर्माण करणारी घटना
যুগ সৃষ্টিকারী মানুষ,युग निर्माण करणारा माणूस
উপনাম,उपनाम
ইকুয়েরি,इक्वरी
ইকুয়েরি,इक्वरी
অশ্বারোহী মূর্তি,अश्वारूढ पुतळा
যুগ,युग
এরগাস্টুলাম,एर्गस्टुलम
ইউক্যারিস্ট,युकेरिस्ट
ধর্মপ্রচার,इव्हेंजेलिकलिझम
ধর্মপ্রচার আন্দোলন,इव्हँजेलिकल चळवळ
ধর্মপ্রচারক,प्रचारक
Exarch,Exarch
এক্সিল্যার্ক,Exilarch
ফালাঙ্গিস্ট,फालंगिस्ट
পিতার জমি,वडिलांची जमीन
পিতার জমি,वडिलांची जमीन
ফেরিয়া,फेरी
ফেটিশ,फेटिश
সামন্ত জোত,जहागीरदार धारण
সামন্ততন্ত্র (=সামন্ততন্ত্র),सरंजामशाही (=सामंत व्यवस्था)
সামন্ততান্ত্রিক ব্যবস্থা,सरंजामशाही व्यवस्था
সামন্ত,सामंत
ফিদেই রক্ষাকারী (=বিশ্বাসের রক্ষক),फिदेई बचावकर्ता (=विश्वासाचा रक्षक)
ফিফ,फिफ
ক্ষেত্র ব্যবস্থা,फील्ड सिस्टम
পঞ্চদশ কর,पंधरावा कर
ফিগার হেড,आकृती डोके
ফিন ডি siecle,फिन डी siecle
আগুন ভক্ষক,आग भक्षक
পাঁচ মাইল আইন,पाच मैल कायदा
পতাকা,झेंडा
ফ্ল্যামেন ডায়ালিস,फ्लेमेन डायलिस
ফ্ল্যামেন মার্শালিস,फ्लेमेन मार्शियलिस
জ্বলন্ত মশাল,ज्वलंत मशाल
ফ্ল্যাঙ্ক,पार्श्वभाग
ফ্ল্যাঙ্কিং আন্দোলন,flanking चळवळ
বিকশিত সভ্যতা,भरभराट होत असलेली सभ्यता
fluvialistic বিশ্বাস,प्रवाही विश्वास
লোকদেবতা,लोकदेवता
লোকদেবী,लोकदेवता
লোক স্মৃতি,लोक स्मृती
লোককথা (=লোককাহিনী),लोककथा (=लोककथा)
চারণ,चारा
অভিযান,धाड
পূর্বাবস্থায়,पूर्वापार
পূর্বপুরুষ,पूर्वज
অগ্রদূত,अग्रदूत
অসহায় আশা,उदासीन आशा
গঠনমূলক পর্যায়,निर्मितीचा टप्पा
দুর্গ,किल्ला
দুর্গ,तटबंदी
সুরক্ষিত শহর,तटबंदी असलेले शहर
দুর্গ,किल्ला
ফরচুনা,फॉर्च्युना
ফোরাম রোমানাম,फोरम रोमनम
ফ্রান্সিসকান,फ्रान्सिस्कन
ফ্র্যাঙ্কলিন,फ्रँकलिन
ভ্রাতৃঘাতী যুদ্ধ,भ्रातृसंहारक युद्ध
বিনামূল্যে চার্চ,मोफत चर्च
ফ্রিহোল্ডার,फ्रीहोल्डर
ফ্রিল্যান্স সৈনিক,फ्रीलान्स सैनिक
ফ্রিল্যান্স সৈনিক,फ्रीलान्स सैनिक
ফ্রিম্যান,फ्रीमॅन
ফ্রিম্যান,फ्रीमॅन
ফ্রিপাস,मोफत पास
ফরাসি বিপ্লব,फ्रेंच क्रांती
ভদ্র,तपस्वी
ফ্রিশিয়ান ভাড়াটে,फ्रियाशियन भाडोत्री
সীমান্তের মানুষ,सीमावर्ती माणूस
গ্যালিওন,गॅलिओन
গ্যালিকান (=গ্যালিকানিস্ট),गॅलिकन (=गॅलिकनिस्ट)
গ্যালিকানিজম,गॅलिकनिझम
গ্যারিসন,गॅरिसन
গল,गॉल
গান্টলেট,गॉन्टलेट
গান্টলেট,गॉन्टलेट
গাজেবো,गॅझेबो
গাজেবো,गॅझेबो
গাজেবো,गॅझेबो
বংশগত ইতিহাস,वंशावळीचा इतिहास
বংশগত রেকর্ড,वंशावळी रेकॉर्ड
বংশগত সারণী,वंशावळी सारणी
বংশগত গাছ,वंशावळीचे झाड
বংশতালিকা,वंशावळी
বংশতালিকা,वंशावळी
প্রজন্ম,पिढी
গণহত্যা,नरसंहार
বিধর্মী,परराष्ट्रीय
বিধর্মী,परराष्ट्रीय
বিধর্মী,परराष्ट्रीय
বিধর্মী,परराष्ट्रीय
ঘেটো,वस्ती
ঘেটো,वस्ती
গিবত,गिबेट
গিল্ড (=গিল্ড),गिल्ड (=गिल्ड)
গ্ল্যাডিয়েটার,ग्लॅडिएटर
গৌরবময় বিপ্লব,गौरवशाली क्रांती
গোল্ডেন হোর্ড,गोल्डन हॉर्डे
মহাজোট,महाआघाडी
গ্র্যান্ডি,ग्रँडी
গ্র্যান্ড সাইনর,ग्रँड सिग्नर
গ্র্যান্ড সাইনর,ग्रँड सिग्नर
