Odiya,Marathi
ଦାତା ଅଣୁ,दाता रेणू
"ପ୍ରବେଶ, ଅପେକ୍ଷା, ଅଭିଗମ୍ୟତା |","प्रवेश, प्रतीक्षा, प्रवेशयोग्यता"
ଅଭିଗମ୍ୟତା,प्रवेशयोग्यता
"ଅତିରିକ୍ତ, ଆନୁଷଙ୍ଗିକ, ଆନୁଷଙ୍ଗିକ (v।), ଆସେସୋରିଜ୍ (ଏଡି।)","सुटे, ऍक्सेसरी, ऍक्सेसरी (v.), ऍक्सेसरी (सं.)"
ପ୍ରବେଶ ସମୟ,प्रवेश वेळ
ପରିଦର୍ଶକ ତ୍ରୁଟି |,अभ्यागत त्रुटी
ଆଡଜଷ୍ଟେସନ୍,समायोजन
ସଂଗୃହିତ,जमा
"ଜମା, ଜମା","जमा करणे, जमा करणे"
ଜମାକାରୀ,संचयक
ସଠିକତା,अचूकता
ବାସ୍ତବତା,वास्तव
ଆକ୍ରୋମାଟିକ୍ ଲେନ୍ସ |,अॅक्रोमॅटिक लेन्स
ଆକ୍ରୋମାଟିକ୍ |,अक्रोमॅटिक
ଆକ୍ରୋମାଟିଟି,अक्रोमॅटिकता
ଶବ୍ଦ,ध्वनिक
ସାଉଣ୍ଡ ପ୍ରୁଫ୍ |,ध्वनीरोधक
ଆକାଶବାଣୀ ଫୋନନ୍ |,ध्वनिक फोनन
ଧ୍ୱନି ଏକକ |,ध्वनी युनिट
ଶବ୍ଦ,ध्वनिक
ଶବ୍ଦ ଜେନେରେଟର,ध्वनी जनरेटर
କାର୍ଯ୍ୟ ଏବଂ ପ୍ରତିକ୍ରିୟା,क्रिया आणि प्रतिक्रिया
ସକ୍ରିୟ,सक्रियकरण
ସକ୍ରିୟ ଶକ୍ତି,सक्रियता ऊर्जा
"ସକ୍ରିୟକାରୀ, ସକ୍ରିୟକାରୀ |","सक्रिय करणारा, सक्रिय करणारा"
ସକ୍ରିୟ |,सक्रिय
ସକ୍ରିୟତା,सक्रियता
ପ୍ରକୃତ ଚାପ,वास्तविक ताण
ଫୁସ୍ଫୁସ୍,कुजबुजणे
ସଂକ୍ଷେପରେ,बेरीज करणे
"ରାଶି, ଯୋଗ, ସମୁଦାୟ (ଏଡି।), ଯୋଗୀ (v।)","बेरीज, बेरीज, एकत्रित (सं.), बेरीज (v.)"
"ସଂଯୋଗ ସ୍ୱର, ଅତିରିକ୍ତ ସ୍ୱର (ସ୍ ow ର)","संयुक्त स्वर, अतिरिक्त स्वर (स्वर)"
ଯୋଗୀ,additive
ଆଡିଶିନ୍ |,आसंजन
ଆଡେସିଭ୍ ଶକ୍ତି |,चिकट ऊर्जा
adiabat,adiabat
ଆଡିଆବାଟିକ୍ |,adiabatic
ଉତ୍ତାପ ଇନସୁଲେଟିଂ,उष्णता इन्सुलेट
ସଂଲଗ୍ନ,संलग्नक
ନିୟନ୍ତ୍ରିତ,बदलानुकारी
ଅନୁପ୍ରବେଶ,प्रवेश
ବିଜ୍ or ାପନ,शोषण
ଆଗକୁ,पुढे
ପ୍ରଗତିଶୀଳ |,प्रगतीशील
"akashi, air (v।), aerial (ed।)","आकाशी, वायु (वि.), हवाई (सं.)"
ଆଣ୍ଟେନା ଷ୍ଟ୍ରିମ୍ |,अँटेना प्रवाह
ବାୟୁ ସର୍ବେକ୍ଷଣ |,हवाई सर्वेक्षण
ବାୟୁ ବେଗ,हवेचा वेग
ଏରୋଡାଇନାମିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,वायुगतिकीय गुणांक
ଏରୋଡାଇନାମିକ୍ |,वायुगतिकीय
ଏରୋଡାଇନାମିକ୍ସ |,वायुगतिकी
ଏରୋନେଟିକାଲ୍ |,वैमानिक
ଏରୋନେଟିକ୍ସ |,वैमानिक
ବାୟୁ ନାଡ,हवेची नाडी
"ବାୟୁମଣ୍ଡଳ, ଗ୍ୟାସୋସଫର |","वातावरण, वायूमंडल"
ଫୋକସ୍ ସିଷ୍ଟମ୍ |,फोकस सिस्टम
ପଛ ଇଗ୍ନିସନ୍ |,परत प्रज्वलन
ପଛ ଆଲୋକ,परत प्रकाश
ସଂକଟ,आघात
"ବୟସ, ବୟସ, ବୟସ, ଯୁଗ (ଏଡି।), ସମୟ (ver।), ସମୟ, ସମୟ ଦ୍ୱାରା ପ୍ରଭାବିତ ହେବା |","वय, वय, वय, युग (सं.), वेळेवर परिणाम करणे (व्हेर.), वेळ, काळाने प्रभावित होणे"
ସମୟ ପ୍ରଭାବିତ |,वेळ प्रभावित
"ବାର୍ଦ୍ଧକ୍ୟ, ବାର୍ଦ୍ଧକ୍ୟ","वृद्धत्व, वृद्धत्व"
ସମୟ ପ୍ରଭାବ,वेळेचा प्रभाव
ସମୟ ପ୍ରଭାବ ପରୀକ୍ଷା,वेळ प्रभाव चाचणी
ମାଧ୍ୟାକର୍ଷଣ |,गुरुत्वाकर्षणरहित
ପୁନ iliation ନିର୍ମାଣ,समेट
"ବାୟୁବାହୀ ରାଡାର, ଏରିଆଲ୍ ରାଡାର୍ |","हवाई रडार, हवाई रडार"
"ଏରିଲ୍ ଟାର୍ଗେଟ୍, ଏରିଲ୍ ଟାର୍ଗେଟ୍ |","हवाई लक्ष्य, हवाई लक्ष्य"
ବାୟୁ ଶ୍ ir ାସକ୍ରିୟା,हवा श्वसन यंत्र
ଶୀତତାପ ନିୟନ୍ତ୍ରଣ,वातानुकुलीत
ଏୟାରକ୍ରାଫ୍ ଟ୍ରାନ୍ସଫର୍ମର |,विंडप्रूफ ट्रान्सफॉर्मर
ବିମାନ,विमान
ଶ୍ରେଣୀବଦ୍ଧତା |,संरेखन
ଶ୍ରେଣୀବଦ୍ଧ ତ୍ରୁଟି |,संरेखन त्रुटी
ଲାଇଭ୍ ସର୍କିଟ୍ |,थेट सर्किट
ପୂର୍ଣ୍ଣ ଗ୍ଲାସ୍ ଟ୍ୟୁବ୍ |,पूर्ण काचेची ट्यूब
ପୁରା ଧାତୁ ଟ୍ୟୁବ୍ |,संपूर्ण धातूची नळी
ଠିକ କରିବା ପାଇଁ,निराकरण
"ମିସ୍ରାଟୁ (ଏଡି।), ମିଶ୍ରଭାନ୍ (କ୍ର।)","मिश्रातु (सं.), मिश्रत्व (क्र.)"
ମିଶ୍ର,मिश्रत्व
ସର୍ବବ୍ୟାପୀ ମାଧ୍ୟମ |,सर्वव्यापी माध्यम
omni ଆଣ୍ଟେନା |,सर्व अँटेना
ଆଲମାନାକ |,पंचांग
ଆଲଫା,अल्फा
ଆଲଫା-କାର୍ଯ୍ୟକଳାପ |,अल्फा क्रियाकलाप
ବର୍ଣ୍ଣମାଳା,अल्फान्यूमेरिक
ଆଲଫା ରଶ୍ମି |,अल्फा किरण
ପରିବର୍ତ୍ତନ କରନ୍ତୁ |,बदला
"ବିକଳ୍ପ, ବିକଳ୍ପ","पर्यायी, पर्यायी"
ବିକଳ୍ପ,अल्टरनेटर
ଉଚ୍ଚତା,अल्टिमीटर
ଉଚ୍ଚତା,अल्टिमीटर
ଉଚ୍ଚତା,altimetry
"ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା |","उंची, उंची, उंची, उंची"
ଗାଣିତିକ ଯୁକ୍ତିଯୁକ୍ତ ୟୁନିଟ୍ (ALU),अंकगणित तर्क युनिट (ALU)
amaget ନିୟମ |,amaget नियम
ପରିବେଶ,वातावरण
ଆମିକ୍ରନ୍ |,amicron
ଆମ୍ମିଟର,ammeter
ଆମ୍ପେର୍,अँपिअर
ampere-law,अँपिअर-लॉ
ଆମ୍ଫିବିଆନ୍ ଆୟନ |,उभयचर आयन
ବୃଦ୍ଧି,प्रवर्धन
ଏମ୍ପ୍ଲିଫାୟର୍,अॅम्प्लीफायर
"କୋଣ, ପରିମାପ","कोन, परिमाण"
a। M. U. (ପରମାଣୁ ମାସ ଏକକ),a एम. यू. (अणु वस्तुमान एकक)
ସୁସଙ୍ଗତ,सुसंगत
ଅନୁରୂପ,साधर्म्य
ବିଶ୍ଳେଷକ |,विश्लेषक
ବିଶ୍ଳେଷଣ |,विश्लेषण
ବିଶ୍ଳେଷଣାତ୍ମକ |,विश्लेषणात्मक
ଅଣ-ବିନ୍ଦୁ |,नॉन पॉइंट
ଅସନ୍ତୁଷ୍ଟ |,विसंगत
ଏବଂ ଦ୍ୱାର,आणि दरवाजा
ଅଣ-ଆକାଶବାଣୀ |,गैर-ध्वनी
ଅନୋମାଲ୍ ଇଲାସ୍ଟିସିଟି |,विसंगत लवचिकता
ଆନ୍ହାଇଡ୍ରସ୍,निर्जल
କୋଣ,कोन
ଆଙ୍ଗଷ୍ଟ୍ରମ୍ ୟୁନିଟ୍ |,अँग्स्ट्रोम युनिट
କୋଣାର୍କ |,टोकदार
ପ୍ରୋଟ୍ରାକ୍ଟର ଭର୍ନିଅର୍ |,protractor vernier
ବିବାଦୀୟ |,विवादास्पद
ସମ୍ମାନଜନକ |,अनादर
ଆକ୍ରୋମାଟିକ୍ ଚୁମ୍ବକୀୟକରଣ |,अक्रोमॅटिक चुंबकीकरण
ଅଳସୁଆ |,सुस्त
ଆୟନ,anion
ଅସୀମିତ |,असममित
ଆଇସୋଟ୍ରୋପିକ୍ |,समस्थानिक
ଆଇସୋଟ୍ରୋପିଜିମ୍ |,isotropism
ବିଲୋପ,हटवणे
ଷଡଯନ୍ତ୍ରକାରୀ,कटकारस्थान
anode,एनोड
ଆନାଡାଇଜେସନ୍ |,anodization
ଅସଙ୍ଗତ,विसंगत
ଅପ୍ଟିକାଲ୍ ସିଷ୍ଟମ୍ |,ऑप्टिकल प्रणाली
ଆଣ୍ଟେନା |,अँटेना
ଆଣ୍ଟିବାୟର୍,अँटीबेरियन
ଆଣ୍ଟି-ବଣ୍ଡିଂ ଗୁଣ |,अँटी-बॉन्डिंग गुणधर्म
କାଉଣ୍ଟର ବଣ୍ଡ |,काउंटर बाँड
ଓଲଟା ଶକ୍ତି |,उलट शक्ती
ଡାଇମାଗ୍ନେଟିକ୍ |,डायमॅग्नेटिक
ହୀରା ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |,डायमॅग्नेटिक सामग्री
ଆଣ୍ଟି-ଇନଫ୍ଲାମେଟୋରୀ |,विरोधी दाहक
ଆଣ୍ଟିଗ୍ରାଭିଟି,गुरुत्वाकर्षण
ଆଣ୍ଟିଲାମଡା କଣିକା |,antilamda कण
ଆଲେଲେପଟନ୍ |,ऍलेलेप्टन
ଡାଇମାଗ୍ନେଟିକ୍ |,डायमॅग्नेटिक
ଆଣ୍ଟିମାଟର୍ |,प्रतिपदार्थ
ଆଣ୍ଟି ମିସାଇଲ୍,क्षेपणास्त्र विरोधी
ଆଣ୍ଟିନାଟ୍ରନ୍ |,अँटीन्यूट्रॉन
ପଲସିଂ,pulsating
ଆଣ୍ଟିନ୍ୟୁକ୍ଲିଅନ୍ |,अँटीन्यूक्लिओन
ଆଣ୍ଟିପାର୍ଟିକଲ୍ |,प्रतिकण
ଆଣ୍ଟିପ୍ରୋଟନ୍ |,अँटीप्रोटॉन
ଆଣ୍ଟିରେଫ୍ଲେକ୍ଟିଭ୍ |,परावर्तक
ଆଣ୍ଟିସାଇମେଟ୍ରିକ୍ |,विषमताविरोधी
ପୁନରାବୃତ୍ତି ନୁହେଁ |,आवर्ती नाही
ଆନାକ୍ରୋନିଜିମ୍ |,अनाक्रोनिझम
ଛିଦ୍ର ହୋଇଥିବା ସ୍କାନିଂ ଡିସ୍କ |,छिद्रित स्कॅनिंग डिस्क
ଦ୍ୱାରକ,द्वारक
"ଉପର, ଉପର, ଆଗ","वर, वर, समोर"
"ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ସୂର୍ଯ୍ୟ ଉଚ୍ଚ, ଆପସୋର୍ |","उच्च सूर्य, उच्च सूर्य"
ଉଦାସୀନ ଲେସ୍ |,उदासीन लेस
ଅଣ-ଦୁ hetic ଖଦାୟକ |,गैर-दयनीय
ଅକ୍ଷମତା |,अपंगत्व नसणे
ବହୁତ ଆକ୍ରୋମାଟିକ୍ |,अतिशय वर्णवर्धक
"ଭୂମି ଉଚ୍ଚ, ଆପୋଜି |","जमीन-उंच, apogee"
"ଅଣପୋଲାର୍, ସର୍କମ୍ପୋଲାର୍ |","nonpolar, circumpolar"
ପାରାପୋଲାରିଟି |,parapolarity
ଉପକରଣ,साधन
"ଭର୍ଚୁଆଲ୍, ଭିଜୁଆଲ୍ |","आभासी, दृश्य"
ଦୃଶ୍ୟମାନ ସୂର୍ଯ୍ୟ |,दृश्यमान सूर्य
ଭିଜୁଆଲ୍ ସମୟ |,दृश्य वेळ
ଉଦୀୟମାନ ରୂପ,उदयोन्मुख देखावा
ଆବେଦନ,अर्ज
ପ୍ରଯୁଜ୍ୟତା |,लागू
ପ୍ରୟୋଗ ହୋଇଛି |,लागू
ପର୍ଯ୍ୟବେକ୍ଷଣଯୋଗ୍ୟ |,निरीक्षण करण्यायोग्य
ଉପାୟ,दृष्टीकोन
"ପାଖାପାଖି, ପାଖାପାଖି","जवळ, अंदाजे"
ଆନୁମାନିକତା,अंदाजे
ବାଷ୍ପ ଚାପ,बाष्प दाब
ସ୍ବେଚ୍ଛାକୃତ,ऐच्छिक
"ଆର୍କ ଫର୍ଣ୍ଣେସ୍, ଆର୍କ ଫର୍ଣ୍ଣେସ୍ |","चाप भट्टी, चाप भट्टी"
ଆର୍କିମିଡିସ୍ ନିୟମ |,आर्किमिडीजचा कायदा
ସ୍ଥାପତ୍ୟ ଆକାଶବାଣୀ |,आर्किटेक्चरल ध्वनीशास्त्र
ଆର୍କ ଦୀପ,चाप दिवा
ଆର୍କ-ସ୍ପେକ୍ଟ୍ରମ୍ |,आर्क-स्पेक्ट्रम
"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର","क्षेत्र, क्षेत्र"
"ଆଞ୍ଚଳିକ, ଆଞ୍ଚଳିକ","प्रादेशिक, प्रादेशिक"
"ବାହୁ, ବାହୁ, ଶାଖା |","हात, हात, शाखा"
ଶ୍ରଦ୍ଧାଳୁ,हौशी
"ଆରେ, ଆରେ","अॅरे, अॅरे"
ରସିଦ,प्राप्तकर्ता
ଉଚ୍ଚାରଣ ସ୍ୱଚ୍ଛତା |,उच्चार स्पष्टता
ସିନ୍ଥେଟିକ୍ |,सिंथेटिक
କୃତ୍ରିମ ସଂକ୍ରମଣ,कृत्रिम संक्रमण
ଆରୋହଣ,चढत्या
ଆରୋହଣ,आरोहण
ଆରୋହଣ,चढणे
ଆଗୋଲି,अगोली
ଏକୀକରଣ,एकत्रीकरण
ର ସେଟ୍,संच
"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |","एकत्र करणे, एकत्र करणे"
"ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା, ଏକତ୍ର କରିବା |","एकत्र करणे, एकत्र करणे, एकत्र करणे"
ସଠିକତା ଆକଳନ,अचूक अंदाज
ନିର୍ଦ୍ଦିଷ୍ଟ (କ୍ୱାଣ୍ଟମ୍ ସଂଖ୍ୟା) ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |,निर्दिष्ट (क्वांटम संख्यांची) वैशिष्ट्ये
"ସମ୍ବନ୍ଧୀୟ, ଆସୋସିଏଟିଭ୍, କଞ୍ଜୁଗେଟ୍ |","संबंधित, सहयोगी, संयुग्मित"
ସ୍ ow ର ଶବ୍ଦ,स्वराचा उच्चार
ସ୍ୱୟଂଚାଳିତ ମଲ୍ଟିଭାଇବ୍ରେଟର |,स्वयंचलित मल्टीव्हायब्रेटर
asthenic,अस्थेनिक
"ନିବୃତ୍ତତା, astigmatism |","संयम, दृष्टिवैषम्य"
ସ୍ପେସ୍ ଭ୍ରମଣ ଇଲେକ୍ଟ୍ରୋନିକ୍ସ |,अंतराळ प्रवास इलेक्ट्रॉनिक्स
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,खगोल भौतिकशास्त्र
ମହାକାଶଚାରୀ,अंतराळवीर
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ,खगोलशास्त्रज्ञ
ସ୍ୱର୍ଗୀୟ,आकाशीय
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,खगोलशास्त्र
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ |,खगोल भौतिकशास्त्र
ଅସୀମିତ |,असममित
ଅସ୍ମିପଟୋଟିକ୍ |,लक्षणे नसलेला
ବୃଦ୍ଧି,त्रासदायक
ଅସନ୍ତୁଳିତ |,असिंक्रोनस
"ପରିବେଶ, ପରିବେଶ","वातावरण, वातावरण"
ବାୟୁମଣ୍ଡଳ,वातावरणीय
ପବନ ଅଶାନ୍ତି |,वारा अशांतता
ପରମାଣୁ,आण्विक
ପରମାଣୁ,अणू
ପରମାଣୁ,आण्विकता
ଆଣବିକ ମାସ,आण्विक वस्तुमान
ପରମାଣୁ ସଂଖ୍ୟା,अणुक्रमांक
"ଆଣବିକ ରିଆକ୍ଟର, ଆଣବିକ ଗଦା |","आण्विक अणुभट्टी, आण्विक ढीग"
ପରମାଣୁ,अणू
କଣିକା,कण
କଣିକା,कण
ଆଘାତ,"क्षीणता, क्षीणता"
"ଆଘାତ, ଆଘାତ","कमी करणे, कमी करणे"
ଚମତ୍କାର |,मोहिनी
ଆକର୍ଷଣର ଶକ୍ତି |,आकर्षण शक्ती
ଶ୍ରବଣତା |,ऐकण्याची क्षमता
ଅଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ଏମ୍ପ୍ଲିଫାୟର୍ |,ऑडिओ वारंवारता अॅम्प्लिफायर
ଶ୍ରବଣଯୋଗ୍ୟ |,ऐकण्यायोग्य
ଅଡିଓ ଜେନେରେଟର,ऑडिओ जनरेटर
ଶ୍ରବଣତା ଗ୍ରାଫ୍ |,श्रवणक्षमता आलेख
ବିଜ୍ଞାନ ଶୁଣିବା |,श्रवण विज्ञान
ଅଡିଓମିଟର |,ऑडिओमीटर
ଶ୍ରବଣ ଫ୍ରିକ୍ୱେନ୍ସି ଓସିଲେଟର |,ऐकण्यायोग्य वारंवारता ऑसिलेटर
ଶବ୍ଦ ସଙ୍କେତ,ध्वनी सिग्नल
ଅଡିଓ-ଭିଜୁଆଲ୍ |,दृकश्राव्य
"ଅଡିଟୋରିୟମ୍, ଅଡିଟୋରିୟମ୍ |","सभागृह, सभागृह"
OZ ପ୍ରଭାବ,ओझेड प्रभाव
ପଦୋନ୍ନତି,जाहिरात
ଉନ୍ନତିକାରୀ,वर्धक
ପୋଲାର ଅଗ୍ନି,ध्रुवीय ज्योत
ଦକ୍ଷିଣ ପୋଲାର ଅଗ୍ନି,दक्षिण ध्रुवीय ज्वाला
ଉତ୍ତର ପୋଲାର ଅଗ୍ନି,उत्तर ध्रुवीय ज्योत
ସ୍ୱୟଂଚାଳିତ ଆଲର୍ଟ |,स्वयंचलित सूचना
ଅଟୋ ସମାନ୍ତରାଳ,स्वयं समांतर
"ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ |","स्वयंचलित, स्वयंचलित, स्वयंचलित"
"ସ୍ୱୟଂଚାଳିତ, ସ୍ୱୟଂଚାଳିତ","ऑटोमेशन, ऑटोमेशन"
"ସହାୟକ, ସହଯୋଗୀ, ଅତିରିକ୍ତ |","सहाय्यक, सहकारी, अतिरिक्त"
"ଅଭଡାଭା, ଆଭାଲଚେନ୍","आडवा, हिमस्खलन"
"ଅର୍ଥ, ଅର୍ଥ","अर्थ, क्षुद्र"
parivaran,परिवार
ଅକ୍ଷୀୟ |,अक्षीय
ଅକ୍ଷ,अक्ष
ଆଜିମ୍ୟୁଥ୍,दिगंश
ଆଜିମ୍ୟୁଥ୍,दिगंश
ପଛକୁ,परत
"ପୃଷ୍ଠଭୂମି, ପୃଷ୍ଠଭୂମି","पार्श्वभूमी, पार्श्वभूमी"
"ପଛକୁ, ପଛକୁ","मागासलेला, मागासलेला"
ବୁଲି ପଡ,टर्नअराउंड
ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ ପଲ୍ସର୍ |,बॅक व्होल्टेज पल्सर
ସମ୍ପର୍କ ପରବର୍ତ୍ତୀ,पोस्ट-रिलेशनशिप
ପରିଶୋଧ,प्रतिपूर्ती
ଆଣ୍ଟି ଭୋଲଟେଜ୍ |,अँटी व्होल्टेज
ପରବର୍ତ୍ତୀ ବିଛାଇବା |,पोस्टरियर स्कॅटरिंग
ଆନ୍ତର୍ଜାତୀୟ ତରଙ୍ଗ |,इंटरस्टिशियल लाट
ଇନସୁଲେଟର,इन्सुलेटर
ପାରାଚ୍ୟୁଟ୍ ଜମ୍ପ୍ |,हवाई छत्री वापरून घेतलेली उडी
ଗରମ,गरम करणे
"ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |","शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक, शिल्लक"
ବାଲାନ୍ସର୍,बॅलन्सर
ସନ୍ତୁଳନ,शिल्लक
ଗ୍ଲୋବୁଲ୍,गोलाकार
"ବାଲିଷ୍ଟିକ୍, ବାଲିଷ୍ଟିକ୍ |","बॅलिस्टिक, बॅलिस्टिक"
"ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର, ପ୍ରୋଜେକସନ ଗାଲଭାନୋମିଟର |","प्रोजेक्शन गॅल्व्हानोमीटर, प्रोजेक्शन गॅल्व्हानोमीटर"
କ୍ଷେପଣାସ୍ତ୍ର,क्षेपणास्त्र
"ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |","बॅलिस्टिक्स, शस्त्रे"
ପ୍ରୋଜେକସନ,प्रक्षेपण
ମାଗଣା ପଥ,मुक्त मार्ग
"ବେଲୁନ୍, ବେଲୁନ୍ |","फुगा, फुगा"
ବାଲ୍ମର୍ ବିଚ୍ଛିନ୍ନତା |,balmer खंडितता
"ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ, ବ୍ୟାଣ୍ଡ |","बँड, बँड, बँड"
ବିସ୍ଫୋରଣ,स्फोट
"ଆରେ, ବିମ୍, କୂଳ, ବ୍ୟାଙ୍କ, ଉପକୂଳ |","अॅरे, बीम, किनारा, किनारा, किनारा"
"ସ୍ତମ୍ଭ, ବାର୍, କୋବ୍, ବ୍ଲକ୍, ବାର୍, ବାଡ଼ି, ବାର୍, 8. କାନ୍ଥ, 9. ରେଖା, 10. ଧାର, 1 ବ୍ଲକ, 1, ବାର୍, 1, ରେଖା, 1, ପରୀକ୍ଷା ରେଖା |","स्तंभ, बार, कोब, ब्लॉक, बार, रॉड, बार, 8. भिंत, 9. रेखा, 10. किनारा, 1 ब्लॉक, 1, बार, 1, रेखा, 1, चाचणी रेखा"
ବାର୍ଡେନ୍ ନୀତି |,bardeen तत्त्व
ବାର୍କହାଉନ୍ ପ୍ରଭାବ |,barkhausen प्रभाव
ବାର୍ଲୋ ଚକ୍ର |,बारलो सायकल
ବାର୍ ଚୁମ୍ବକ,बार चुंबक
ଭଣ୍ଡାର,धान्याचे कोठार
ବାୟୁ ଚାପ ଗ୍ରାଫ୍ |,हवेचा दाब आलेख
"ବାରୋଗ୍ରାଫ୍, ବାରୋଗ୍ରାଫ୍ |","बॅरोग्राफ, बॅरोग्राफ"
ବାରୋମିଟର |,बॅरोमीटर
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,वातावरणाचा दाब
"ବ୍ରହ୍ମାଣ୍ଡ, ବାରୋମୋସଫର |","कॉसमॉस, बॅरोमोस्फियर"
ପେଣ୍ଡୁଲମ୍ |,पेंडुलम पेंडुलम
"ପ୍ରତିବନ୍ଧକ, ପରମାଣୁ ପ୍ରତିବନ୍ଧକ, ପରମାଣୁ ପ୍ରତିବନ୍ଧକ |","अडथळा, आण्विक, आण्विक अडथळा"
ପ୍ରତିବନ୍ଧକ ସ୍ତର |,अडथळा पातळी
ବାରିଅନ୍ |,बेरियन
ଗୁରୁମାଣ୍ଡଲ |,गुरुमंडळ
ବେସ୍ ବ୍ୟାଣ୍ଡ |,बेस बँड
"ମ basic ଳିକ, ମ basic ଳିକ, କ୍ଷାରୀୟ |","मूलभूत, मूलभूत, अल्कधर्मी"
ଆଧାର,पाया
"ଗଣନା, ଦଳ ଗଠନ |","गणना, संघ निर्मिती"
"କୂଅ, କୂଅ, ହିଟର, ଗରମ ପାତ୍ର, ସ୍ନାନ |","टाकी, टाकी, हीटर, गरम करण्याचे भांडे, आंघोळ"
ବ୍ୟାଟେରୀ,बॅटरी
"ଆରେ ସେଗମେଣ୍ଟ, ଚାମ୍ବର, ବେ |","अॅरे सेगमेंट, चेंबर, बे"
ପ୍ରଦର୍ଶନ,प्रदर्शन
କିବାନ୍,किबान
"ମାଣିକା, ବିଡ୍ |","माणिका, बीड"
"ବିମ୍, ବିମ୍, ବିମ୍, ଟ୍ରମ୍ପ |","तुळई, तुळई, तुळई, ट्रम्प"
"ଡିକମ୍ୟାନ୍, ଡିକ୍କନ୍ |","डिकमन, डिकॉन"
"ଡୋଲ୍, ଭିସପ୍ୟାଣ୍ଡ୍ |","dole, vispand"
becquerel ପ୍ରଭାବ |,बेकरेल प्रभाव
ଘଣ୍ଟି ପାତ୍ର,बेल जार
ଘଣ୍ଟି,घुंगरू
ଘଣ୍ଟି ଘଣ୍ଟା |,घंटा घड्याळ
