Punjabi,English
ਵਾਧੂ ਅੱਖਰ (= ਵਿਸ਼ੇਸ਼ ਚਰਿੱਤਰ),Additional character (= special character)
ਜੋੜ ਰਿਕਾਰਡਰ,Addition recorder
ਜੋੜ ਸਾਰਣੀ,Addition table
ਜੋੜ,Additive attribute
ਮੋਡ ਸ਼ਾਮਲ ਕਰੋ,Add mode
ਓਪਰੇਸ਼ਨ ਸ਼ਾਮਲ ਕਰੋ,Add operation
ਪਤਾ,Address
ਸੰਬੋਧਿਤਯੋਗਤਾ ਉਪਾਅ,Addressability measure
ਪਤਾ ਕਰਨ ਯੋਗ ਹਰੀਜੱਟਲ ਸਥਿਤੀ,Addressable horizontal position
ਪਤਾ ਕਰਨ ਯੋਗ ਬਿੰਦੂ,Addressable point
ਪਤਾ ਕਰਨ ਯੋਗ ਸਥਿਤੀ,Addressable position
ਪਤਾ ਕਰਨ ਯੋਗ ਰਜਿਸਟਰ,Addressable register
ਪਤਾ ਕਰਨ ਯੋਗ ਸਟੋਰੇਜ,Addressable storage
ਪਤਾ ਕਰਨ ਯੋਗ ਲੰਬਕਾਰੀ ਸਥਿਤੀ,Addressable vertical position
ਪਤਾ ਬੱਸ,Address bus
ਪਤਾ ਕੋਡ,Address code
ਪਤਾ ਕੰਪਰੇਟਰ,Address comparator
ਪਤਾ ਬਕਾਏ,Address computation
ਪਤਾ ਲਗਾਤਾਰ,Address constant
ਪਤਾ ਬਦਲਣਾ,Address conversion
ਪਤਾ ਡਾਟਾ,Address data
ਸੰਬੋਧਿਤ ਮੈਮੋਰੀ,Addressed memory
ਪਤਾ ਪ੍ਰਭਾਵਸ਼ਾਲੀ,Address effective
ਪਤਾ ਖੇਤਰ,Address field
ਪਤਾ ਫਾਰਮੈਟ,Address format
ਪਤਾ ਮੁਫਤ ਪ੍ਰੋਗਰਾਮ,Address free program
ਸੰਬੋਧਨ ਕਰਨਾ,Addressing
ਸੰਬੋਧਨ ਕਰਨਾ  ਅੱਖਰ,Addressing  Character
ਰੁਕਾਵਟ ਨੂੰ ਸੰਬੋਧਿਤ ਕਰਨਾ,Addressing interrupt
ਪਤਾ ਲਗਾਉਣ,Addressing loop
ਵਰਚੁਅਲ ਮੈਮੋਰੀ ਨੂੰ ਸੰਬੋਧਨ ਕਰਨਾ,Addressing virtual memory
ਪਤਾ ਲਗਾਉਣਾ,Address interlacing
ਬਰੇਸ਼ਨ ਰਹਿਤ ਨਿਰਦੇਸ਼ ਦਾ ਫਾਰਮੈਟ,Addressless instruction format
ਐਡਰੈੱਸ ਲਾਈਨ,Address line
ਪਤਾ ਮੈਪਿੰਗ,Address mapping
ਪਤਾ ਮਾਰਕ,Address mark
ਪਤਾ ਸੋਧ,Address modification
ਪਤਾ ਭਾਗ,Address part
ਪਤਾ ਪੁਆਇੰਟਰ,Address pointer
ਪਤਾ ਰਜਿਸਟਰ,Address register
ਪਤਾ ਸਿਗਨਲ,Address signal
ਪਤਾ ਅਕਾਰ,Address size
ਪਤਾ ਸਪੇਸ,Address space
ਪਤਾ ਸਪੇਸ ਪਛਾਣਕਰਤਾ,Address space identifier
ਪਤਾ ਬੰਦ,Address stop
ਪਤਾ ਟਰੇਸ,Address trace
ਪਤਾ ਟਰੈਕ,Address track
ਪਤਾ ਅਨੁਵਾਦ,Address translation
ਪਤਾ ਅਨੁਵਾਦਕ,Address translator
ਸ਼ਾਮਲ ਕਰੋ-ਘਟਾਓ,Add-subtract time
ਸਮਾਂ ਸ਼ਾਮਲ ਕਰੋ,Add time
ਅਡਜੈਂਸੀ,Adjacency
ਐਡਜੈਂਸੀ structure ਾਂਚਾ,Adjacency structure
ਨਾਲ ਲੱਗਦੇ ਚੈਨਲ,Adjacent channel
ਨਾਲ ਲੱਗਦੇ ਡੋਮੇਨ,Adjacent domain
ਨਾਲ ਲੱਗਦੀ ਮੈਟ੍ਰਿਕਸ,Adjacent matrix
ਨਾਲ ਲੱਗਦੀ ਨੋਡ,Adjacent node
ਆਸ ਪਾਸ ਦੇ ਉਪਰਾਸਾ,Adjacent subarea
ਐਡਰਜਾਈਨ (ਸਿਸਟਮ),Adjoint (system)
ਵਿਵਸਥਤ ਕਰੋ,Adjust
ਵਿਵਸਥਤ ਹੱਦ ਤੱਕ,Adjustable extent
ਟੈਕਸਟ ਮੋਡ ਨੂੰ ਵਿਵਸਥਤ ਕਰੋ,Adjust text mode
ਪ੍ਰਬੰਧਕੀ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,Administrative data processing
ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ,Administrative operation
ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ,Administrative operator
ਪ੍ਰਬੰਧਕੀ ਆਪਰੇਟਰ ਸਟੇਸ਼ਨ,Administrative operator station
ਪ੍ਰਬੰਧਕੀ ਸਹਾਇਤਾ ਸਿਸਟਮ,Administrative support system
ਤਕਨੀਕੀ ਸੰਚਾਰ ਸੇਵਾ,Advanced communication service
ਐਡਵਾਂਸਡ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,Advanced information system
ਐਡਵਾਂਸਡ ਆਪਟੀਕਲ ਅੱਖਰ ਪਾਠਕ,Advanced optical character reader
ਤਕਨੀਕੀ ਵਿਗਿਆਨਕ ਕੰਪਿ computer ਟਰ,Advanced scientific computer
ਏਰੀਅਲ,Aerial
ਸਮੁੱਚੀ,Aggregate
ਸਮੁੱਚੀ ਸਮੀਕਰਨ,Aggregate expression
ਉਦੇਸ਼ ਸਰਕਲ,Aiming circle
ਉਦੇਸ਼ ਖੇਤਰ (= ਪ੍ਰਤੀਕ ਦਾ ਨਿਸ਼ਾਨਾ),Aiming field (= aiming symbol)
ਪ੍ਰਤੀਕ ਬਣਾਉਣਾ,Aiming symbol
ਏਅਰਬੋਰਨ ਕੰਪਿ Computer ਟਰ ਸਿਸਟਮ,Airborne computer system
ਅਲਜਬ੍ਰਿਕ ਈਗਨਵੈਲਯੂ ਦੀ ਸਮੱਸਿਆ,Algebraic eigenvalue problem
ਅਲਜਬ੍ਰਿਕ  ਏਕੀਕਰਣ,Algebraic  Integration
ਅਲਜਬ੍ਰਿਕ ਭਾਸ਼ਾ,Algebraic language
ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ,Algebraic manipulation
ਅਲਜਬਰਾਇਕ ਹੇਰਾਫੇਰੀ ਭਾਸ਼ਾ,Algebraic manipulation language
ਐਲਜਬਰੇਕ ਅਧਾਰਤ ਭਾਸ਼ਾ,Algebraic oriented language
ਅਲਜਬੈਰਾਿਕ ਸ਼ਿਫਟ,Algebraic shift
ਐਲਜਬ੍ਰਿਕ ਸਾਈਨ ਕਨਵੈਨਸ਼ਨ,Algebraic sign convention
ਐਲਗੋਲ,Algol
ਐਲਗੋਲ ਵਿਸ਼ੇਸ਼ਤਾ,Algol feature
ਐਲਗੋਲ ਪ੍ਰੋਗਰਾਮਿੰਗ,Algol Programming
ਐਲਗੋਰਿਦਮ,Algorithm
ਐਲਗੋਰਿਦਮ ਐਸੋਸੀਏਟਿਵ ਭਾਸ਼ਾ,Algorithm associative language
ਐਲਗੋਰਿਦਮ ਵਰਗੀਕਰਣ,Algorithm classification
ਐਲਗੋਰਿਦਮ ਦੀ ਗੁੰਝਲਤਾ,Algorithm complexity
ਐਲਗੋਰਿਦਮ ਕੰਪੂਟਿਟੀ,Algorithm computability
ਐਲਗੋਰਿਦਮ ਵਿਸ਼ਲੇਸ਼ਣ,Algorithmic analysis
ਐਲਗੋਰਿਦਮਿਕ ਪਹੁੰਚ,Algorithmic approach
ਐਲਗੋਰਿਦਮਿਕ ਭਾਸ਼ਾ,Algorithmic language
ਐਲਗੋਰਿਦਮਿਕ ਰੁਟੀਨ,Algorithmic routine
ਐਲਗੋਰਿਧੀਮਿਕ ਸਿਧਾਂਤ,Algorithmic theory
ਉਪਨਾਮ,Alias
ਅਲਾਇਸਿੰਗ,Aliasing
ਅਲਾਇਸ ਨਾਮ (= ਵਿਕਲਪਿਕ ਨਾਮ),Alias name (= alternative name)
ਅਲਾਈਨਮੈਂਟ,Alignment
ਨਿਰਧਾਰਤ ਕਰੋ,Allocate
ਅਲਾਕਸੇਸ਼ਨ structure ਾਂਚਾ,Allocation structure
ਸਾਰੇ-ਉਦੇਸ਼ ਕੰਪਿ computer ਟਰ,All-purpose computer
ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ,Alphabetic character
ਵਰਣਮਾਲਾ ਅੱਖਰ ਸੈਟ,Alphabetic character set
ਵਰਣਮਾਲਾ ਅੱਖਰ ਸਬਸੈੱਟ,Alphabetic character subset
ਵਰਣਮਾਲਾ ਕੋਡ,Alphabetic code
ਵਰਣਮਾਲਾ ਸ਼ਿਫਟ,Alphabetic shift
ਵਰਣਮਾਲਾ ਸਤਰ,Alphabetic string
ਵਰਣਮਾਲਾ ਸ਼ਬਦ,Alphabetic word
ਵਰਣਮਾਲਾ,Alphabetization
ਕਫਾਈਜੋਮੈਟ੍ਰਿਕਸ,Alphageometrics
ਅਲਫ਼ਾਮਿਕ,Alphameric
ਅਲਫੋਮੋਸੈਕ,Alphamosaic
ਅਲਫਾਨੁਮਿਕ,Alphanumeric
ਅਲਫਾਨੂਮੇਰਿਕਲ ਕੀਬੋਰਡ ਡਿਵਾਈਸ,Alphanumerical keyboard device
ਅਲਫਾਨੁਮਿਕ ਅੱਖਰ ਸਮੂਹ,Alphanumeric character set
ਅੱਖਰ ਕੋਡ,Alphanumeric code
ਅੱਖਰ ਕੋਡਿਡ ਅੱਖਰ ਸਮੂਹ,Alphanumeric coded character set
ਅਲਫਾਨੁਮਿਕ ਡੇਟਾ,Alphanumeric data
ਅਲਫਾਨਮੋਰਿਕ ਡਿਸਪਲੇਅ ਡਿਵਾਈਸ,Alphanumeric display device
ਅੱਖਰ ਸੰਪਾਦਕੀ ਅੱਖਰ,Alphanumeric edited character
ਅਲਫਾਨੁਮਿਕ ਖੇਤਰ,Alphanumeric field
ਅਲਫਨੀਮਿਕ ਹਦਾਇਤ,Alphanumeric instruction
ਅਲਫਾਨੁਮਿਕ ਕੀਬੋਰਡ,Alphanumeric keyboard
ਅੱਖਰ ਛਾਂਟੀ,Alphanumeric sort
ਅਲਫਾਨਮੂਮਿਕ ਸਟੋਰੇਜ,Alphanumeric storage
ਅਸ਼ੁੱਧ ਮੈਮੋਰੀ,Alterable memory
ਤਬਦੀਲੀ ਸਵਿੱਚ,Alteration switch
ਬਦਲਣਾ,Altering
ਬਦਲੋ,Alter mode
ਵਿਕਲਪਿਕ ਰਿਕਵਰੀ,Alternate recovery
ਵਿਕਲਪੀ ਰਸਤੇ,Alternate route
ਵਿਕਲਪਿਕ ਰੂਟਿੰਗ,Alternate routing
ਵਿਕਲਪਿਕ ਟਰੈਕ,Alternate track
ਬਦਲ (= ਜਾਂ ਆਪ੍ਰੇਸ਼ਨ),Alternation (= OR operation)
ਵਿਕਲਪਕ ਗੁਣ,Alternative attribute
ਵਿਕਲਪਿਕ ਇਨਕਾਰ (= ਨਾ-ਅਤੇ ਓਪਰੇਸ਼ਨ),Alternative denial (= NOT-AND operation)
ਅਸਪਸ਼ਟਤਾ ਗਲਤੀ,Ambiguity error
ਅਸਪਸ਼ਟ ਹਵਾਲਾ,Ambiguous reference
ਐਨਾਲਾਗ,Analog
ਐਨਾਲਾਗ ਐਡਰਰ,Analog adder
ਐਨਾਲਾਗ ਚੈਨਲ,Analog channel
ਐਨਾਲਾਗ ਕੰਪਿ .ਟਰ,Analog computer
ਐਨਾਲਾਗ ਕਨਵਰਟਰ,Analog converter
ਐਨਾਲਾਗ ਡੇਟਾ,Analog data
ਐਨਾਲਾਗ ਡਿਵਾਈਡਰ,Analog divider
ਐਨਾਲਾਗ ਸਹੂਲਤ ਟਰਮੀਨਲ,Analog facility terminal
ਐਨਾਲਾਗ ਫੰਕਸ਼ਨ  ਜੇਨਰੇਟਰ,Analog function  Generator
ਐਨਾਲਾਗ ਏਕੀਕਰਣ,Analog integration
ਐਨਾਲਾਗ ਮਲਟੀਪਲਾਇਰ,Analog multiplier
ਐਨਾਲਾਗ ਪ੍ਰੋਗਰਾਮਿੰਗ,Analog programming
ਐਨਾਲਾਗ ਸਕੇਲਿੰਗ,Analog scaling
ਐਨਾਲਾਗ ਸਿਗਨਲ,Analog signal
ਐਨਾਲਾਗ ਸਿਮੂਲੇਸ਼ਨ,Analog simulation
ਐਨਾਲਾਗ ਸਵਿਚ,Analog switch
ਐਨਾਲਾਗ ਸਿਸਟਮ,Analog system
ਐਨਾਲਾਗ ਡਿਜੀਟਲ  ਕਨਵਰਟਰ,Analog to digital  Converter
ਐਨਾਲਾਗ ਡਿਜੀਟਲ  ਏਨਕੋਡਰ,Analog to digital  Encoder
ਐਨਾਲਾਗ ਪ੍ਰਸਾਰਣ,Analog transmission
ਐਨਾਲਾਗ ਕਿਸਮ,Analog type
ਵਿਸ਼ਲੇਸ਼ਣ ਬਲਾਕ,Analysis block
ਵਿਸ਼ਲੇਸ਼ਣ ਮੋਡ,Analysis mode
ਵਿਸ਼ਲੇਸ਼ਣ ਇੰਜਣ,Analytical engine
ਪੂਰਵਜ ਦਾ ਕੰਮ,Ancestral task
ਸਹਾਇਕ ਉਪਕਰਣ,Ancillary equipment
ਅਤੇ,AND
ਅਤੇ ਸਰਕਟ,AND circuit
ਅਤੇ ਤੱਤ,AND element
ਅਤੇ ਗੇਟ,AND gate
ਅਤੇ ਮਾਸਕਿੰਗ,AND masking
ਅਤੇ ਓਪਰੇਸ਼ਨ ਨਹੀਂ (= ਬਾਹਰ ਕੱ .ਣਾ),AND NOT operation (=exclusion
ਅਤੇ ਓਪਰੇਸ਼ਨ,AND operation
ਅਨੇਕਸ ਮੈਮੋਰੀ,Annex memory
ਐਨੋਟੇਸ਼ਨ,Annotation
ਐਨੀਨੀਸੀਆਟਰ,Annunciator
ਵਾਪਸ ਜਵਾਬ,Answer back
ਉੱਤਰ ਦੇਰੀ,Answer delay
ਜਵਾਬ ਦੇਣ ਦਾ ਸਮਾਂ,Answering time
ਦੀਵੇ ਦਾ ਜਵਾਬ,Answer lamp
ਜਵਾਬ ਸੂਚੀ,Answer list
ਜਵਾਬ ਸਿਰਫ,Answer only
ਐਂਟੀਪੇਸ਼ਨ ਮੋਡ,Anticipation mode
ਅਨੁਮਾਨਤ ਬਫਰਿੰਗ,Anticipatory buffering
ਅਨੁਮਾਨਤ ਕੈਰੀ,Anticipatory carry
ਅਨੁਮਾਨਤ ਪੈਜਿੰਗ,Anticipatory paging
ਐਂਟੀਕਾਇਸਿਸ ਓਪਰੇਂਸ,Anticoincidence operation
ਐਂਟੀਕੋਇੰ.ਰਤਸ ਇੰਦਰਾ ਤੱਤ,Anticoincident element
ਅਫੀਮਿਕ ਐਂਟੀਨਾ,Aperiodic antenna
ਅਪਰਚਰ ਕਾਰਡ,Aperture card
ਅਪਰਚਰ ਕੋਡ,Aperture code
ਅਪਰਚਰ ਟਾਈਮ,Aperture time
ਅੰਤਿਕਾ,Appendage
ਅਪੰਡਿਤ ਕੰਮ,Appendage task
ਐਪਲੀਕੇਸ਼ਨ ਡਿਵੈਲਪਰ,Application developer
ਐਪਲੀਕੇਸ਼ਨ ਲੇਅਰ,Application layer
ਐਪਲੀਕੇਸ਼ਨ ਓਨੀਐਂਟਡ ਭਾਸ਼ਾ,Application oriented language
ਐਪਲੀਕੇਸ਼ਨ ਪੈਕੇਜ,Application package
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮ,Application program
ਐਪਲੀਕੇਸ਼ਨ ਪ੍ਰੋਗਰਾਮਿੰਗ,Application programming
ਐਪਲੀਕੇਸ਼ਨ ਲੋੜੀਂਦੀ ਭਾਸ਼ਾ,Application required language
ਐਪਲੀਕੇਸ਼ਨ ਸਾਫਟਵੇਅਰ,Application software
ਐਪਲੀਕ,Applique
ਲਗਭਗ ਸਿਧਾਂਤ,Approximation theory
ਮਨਮਾਨੀ ਪਹੁੰਚ,Arbitrary access
ਆਰਬਿਟਰੇਰੀ ਤਰਤੀਬ ਕੰਪਿ computer ਟਰ,Arbitrary sequence computer
ਆਰਬਿਟਰੇਸ਼ਨ,Arbitration
ਆਰਕੀਟੈਕਚਰ,Architecture
ਪੁਰਾਲੇਖ,Archiving
ਖੇਤਰ ਕੋਡ,Area code
ਖੇਤਰ ਖੋਜ,Area search
ਖੇਤਰ ਸੰਚਾਰ,Area transfer
ਖੇਤਰ ਵੇਰੀਏਬਲ,Area variable
ਦਲੀਲ,Argument
ਆਰਗੁਮੈਂਟ ਪਤਾ,Argument address
ਆਰਗੁਮੈਂਟ ਸੂਚੀ,Argument list
ਹਿਸਾਬ ਦੀ ਹਦਾਇਤ,Arithmetical instruction
ਹਿਸਾਬ ਅਤੇ ਤਰਕ ਇਕਾਈ,Arithmetic and logic unit
ਹਿਸਾਬ ਦੇ ਅਸਾਈਨਮੈਂਟ ਸਟੇਟਮੈਂਟ,Arithmetic assignment statement
ਹਿਸਾਬ ਦੀ ਜਾਂਚ,Arithmetic check
ਹਿਸਾਬ ਸਥਿਰ,Arithmetic constant
ਹਿਸਾਬ ਦਾ ਰੂਪਾਂਤਰਣ,Arithmetic conversion
ਹਿਸਾਬ ਦਾ ਅੰਕੜਾ,Arithmetic data
ਹਿਸਾਬ ਅਪਵਾਦ,Arithmetic exception
ਹਿਸਾਬ ਸਮੀਕਰਨ,Arithmetic expression
ਹਿਸਾਬ ਨਿਰਧਾਰਤ ਬਿੰਦੂ,Arithmetic fixed point
ਹਿਸਾਬ ਵਾਲੀ ਲੜੀ,Arithmetic hierarchy
ਹਿਸਾਬ ਜੇ ਬਿਆਨ,Arithmetic IF statement
ਹਿਸਾਬ ਦਾ ਤਰਕ,Arithmetic logic
ਗਣਿਤ ਦੀ ਤਰਕ ਦੀ ਇਕਾਈ,Arithmetic logic unit
ਗਣਿਤ ਦਾ ਕੰਮ,Arithmetic operation
ਗਣਿਤ ਦਾ ਆਪਰੇਟਰ,Arithmetic operator
ਹਿਸਾਬ ਓਵਰਫਲੋ,Arithmetic overflow
ਹਿਸਾਬ ਦੀ ਤਸਵੀਰ ਡਾਟਾ,Arithmetic picture data
ਹਿਸਾਬ ਨਾਲ ਤਰਜੀਹ,Arithmetic precedence
ਹਿਸਾਬ ਪ੍ਰਾਇਮਰੀ ਪ੍ਰਾਇਮਰੀ,Arithmetic primary
ਗਣਿਤ ਦਾ ਰਜਿਸਟਰ,Arithmetic register
ਗਣਿਤ ਦਾ ਸੰਬੰਧ,Arithmetic relation
ਹਿਸਾਬ ਸਕੈਨ,Arithmetic scan
ਹਿਸਾਬ ਭਾਗ,Arithmetic section
ਹਿਸਾਬ ਦੀ ਸ਼ਿਫਟ,Arithmetic shift
ਹਿਸਾਬ ਨਾਲ ਤਬਦੀਲ,Arithmetic shifting
ਗਣਿਤ ਦਾ ਬਿਆਨ,Arithmetic statement
ਹਿਸਾਬ ਦੀ ਮਿਆਦ,Arithmetic term
ਹਿਸਾਬ ਅੰਡਰਫਲੋ,Arithmetic underflow
ਹਿਸਾਬ ਇਕਾਈ,Arithmetic unit
ਐਰੇ,Array
ਐਰੇ ਬੱਝ,Array bound
ਐਰੇ ਕੰਪਿ computer ਟਰ,Array computer
ਐਰੇ ਦੀ ਪਹਿਲੂ,Array dimension
ਐਰੇ ਐਲੀਮੈਂਟ,Array element
ਐਰੇ ਸਮੀਕਰਨ,Array expression
ਐਰੇ ਦਾ ਨਾਮ,Array name
Structures ਾਂਚਿਆਂ ਦੀ ਐਰੇ,Array of structures
ਐਰੇ ਦੀ ਛਪਾਈ,Array printing
ਐਰੇ ਪ੍ਰੋਸੈਸਿੰਗ,Array processing
ਐਰੇ ਪ੍ਰੋਸੈਸਰ,Array processor
ਕਲਾਤਮਕਤਾ ਬਿੰਦੂ,Articulation point
ਨਕਲੀ ਬੋਧ,Artificial cognition
ਬਣਾਵਟੀ ਗਿਆਨ,Artificial intelligence
ਨਕਲੀ ਭਾਸ਼ਾ,Artificial language
ਨਕਲੀ ਵੇਰੀਏਬਲ,Artificial variable
ਆਰਟਸ ਐਪਲੀਕੇਸ਼ਨ ਡਾਟਾ ਬੈਂਕ,Arts application data bank
ਆਰਟਸ ਐਪਲੀਕੇਸ਼ਨ ਸੰਗੀਤ,Arts application music
ਆਰਟਸ ਐਪਲੀਕੇਸ਼ਨ ਪੈਟਰਨ ਪੀੜ੍ਹੀ,Arts application pattern generation
ਚੜ੍ਹਨਾ,Ascender
ਚੜ੍ਹਾਈ ਜਾ ਰਹੀ ਕ੍ਰਮਬੱਧ,Ascending sort
ਐਸਿਲ,ASCIL
ASCII ਕੰਟਰੋਲ ਅੱਖਰ,ASCII control character
