Malayalam,Telugu
കാർഷിക മാർക്കറ്റിംഗ്,వ్యవసాయ మార్కెటింగ్
കാർഷിക സാങ്കേതികവിദ്യ,వ్యవసాయ సాంకేతిక పరిజ్ఞానం
കൃഷിപ്പണി,వ్యవసాయం
അഗ്രിസിൾവികൾച്ചർ,అగ్రిసిల్వికల్చర్
കാർഷികൈവൻവിറ്റി,అగ్రోబియోడివైవర్సిటీ
അഗ്രോബയോളജിക്കൽ വൈകല്യങ്ങൾ,అగ్రోబయోలాజికల్ లోపాలు
അഗ്രോബയോളജി,అగ్రోబయాలజీ
അഗ്രോകീല വൈവിധ്യമാർന്ന വൈവിധ്യമാർന്ന,అగ్రోక్లిమాటిక్ వైవిధ్యం
അഗ്രോക്ലിമാറ്റിക് സോണിംഗ്,అగ్రోక్లిమాటిక్ జోనింగ్
അഗ്രോഫോറസ്ട്രി,అగ్రోఫారెస్ట్రీ
ങ്ങളോട്,వ్యవసాయ శాస్త్రం
അഗ്രോണമി,వ్యవసాయ శాస్త్రం
അഗ്രോപസ്റ്റോറൽ,అగ్రోపాస్టోరల్
കാർഷികസംരക്ഷണം,అగ్రోప్రాసెసింగ్
അഗ്രോസ്റ്റോസ്റ്റിയോളജി,అగ్రోస్టాలజీ
അഗ്രോട്ടിപ്പ്,అగ్రోటైప్
എയർ പ്ലാന്റ്,ఎయిర్ ప్లాంట్
അക്കിയോച്ചി മണ്ണ്,అకియోచి నేల
ആൽബിനിസം,అల్బినిజం
ആൽഫിസോളുകൾ,ఆల్ఫిసోల్స్
ആല്ഗകൾ,ఆల్గే
ആൽഗൽ രോഗം,ఆల్గల్ వ్యాధి
ക്ഷാളി വെള്ളം,క్షార నీరు
ആൽക്കലൈൻ,ఆల్కలీన్
അല്ലലേ,యుగ్మ వికల్పం
അല്ലോകെമിക്കലുകൾ,అల్లెలోకెమికల్స్
AllloMorph,అల్లెలోమోర్ఫ్
നിയോവദാതി,అల్లెలోపతి
ഓൺലൈൻ ക്രോപ്പിംഗ്,అల్లే క్రాపింగ్
അലോക്കർപി,కేటాయింపు
അലോഗാമി,అయోగాగమి
അലറിരം,అలోమెట్రీ
Allopolyplogid,అల్లోపాలిప్లోయిడ్
Allosynapsis (Allowsyndesis),(అలోసిన్సిస్ఐలు
ഇതര ബെയറിംഗ്,ప్రత్యామ్నాయ బేరింగ్
ഇതര ഭൂമി ഉപയോഗം,ప్రత్యామ్నాయ భూ వినియోగం
ആംബിയന്റ്സ്,పరిసర
സൗഹാർഭോഗം,అమేలియోరెంట్
അമിറ്റോസിസ്,అమిటోసిస్
അമിനിവൽക്കരണം,అమినైజేషన్
അമ്മോണിഫിക്കേഷൻ,అమ్మోనిఫికేషన్
അമോമോണിഫയർ,అమ్మోనిఫైయర్
അമോഫ്,AMORFH
ആംഫിമിക്സിസ്,యాంఫిమిక్సిస్
ആംഫോടെക്,యాంఫోటెరిక్
അനാബോളിസം,అనాబాలిజం
അയ്റോബ്,Anaerobe
Aneuplogode,అనూప్లోయిడ్
ആംഗിൾ നടുക്കം,యాంగిల్ నాటడం
മൃഗസംരക്ഷണം,పశుసంరక్షణ
മൃഗങ്ങളെ പ്രതിഫലിപ്പിക്കൽ,జంతు తిరస్కరణ
ആത്യന്തിക .ർജ്ജം,శక్తిని యానిమేట్ చేయండి
Anisoplode,అనిసోప్లాయిడ్
വാർഷിക സസ്യം,వార్షిక ప్లాంట్
ആണ്ടുതോറുമുള്ള,వార్షిక
ആന്തീസിസ്,సంశ్లేషణ
ആന്ത്രാക്സ്,ఆంత్రాక్స్
ആന്ത്രോപെനിക് ഘടകം,మానవ కారకం
ആന്റിബിയോസിസ്,యాంటీబయోసిస్
രോഗനാശിനി,యాంటీబయాటిక్
മറുമരുന്ന്,విరుగుడు
ആന്റിഓക്സിഡന്റുകൾ,యాంటీఆక్సిడెంట్లు
ആന്റിടോക്സിൻ,యాంటిటాక్సిన్
അപര്യാഘാതം,యాన్యులస్
ആഫിഡ്,అఫిడ్
അഗ്രമുദിനം,ఎపికల్ బడ్
അഗ്ര ആധിപത്യം,ఎపికల్ ఆధిపత్యం
അപ്പോർച്ചർ (ബീ സൂപ്പർഡിംഗ്),పుష్పగుచ్ఛము
അപ്പോമിക്സിസ്,అపోమిక్సిస్
അപ്പോപ്ടോസിസ്,అపోప్టోసిస్
അനുബന്ധം,అనుబంధం
വിശപ്പ്,ఆకలి
പ്രയോഗിച്ചു,అనువర్తిత
അക്വാട്ടിക് കള,జల కలుపు
അർബോറിയൽ,అర్బోరియల్
അർബോറൈസേഷൻ,అర్బరైజేషన్
ആർഎംജിയോ-ബൊട്ടാണിക്കൽ റെക്കോർഡുകൾ,ఆర్కియో-బొటానికల్ రికార్డులు
ഏരിയ സ്ഥിതിവിവരക്കണക്കുകൾ,ప్రాంత గణాంకాలు
പദേശം,ప్రాంతం
വരണ്ട ആവാസവ്യവസ്ഥ,శుష్క పర్యావరణ వ్యవస్థ
വര്ഷ്ടിക്കുക,అరిల్
സൗരഭം,వాసన
ആരോമാറ്റിക് പ്ലാന്റ്,సుగంధ మొక్క
ആരോമാറ്റിക് അരി,సుగంధ బియ్యం
അഴുക്കുചാല്,బాంజింగ్
അശെപ്സിസ്,అసేప్సిస్
അസെപ്ലെവ്,అసెప్టిక్
അസുഖകരമായ പ്രചരണം,అలైంగిక ప్రచారం
അസേ,పరీక్ష
ആസ്തി,ఆస్తులు
ഉറപ്പ്,సమీకరణ
ചങ്ങാത്തം,అసోసియేషన్
രേണിംഗന്റ്,రక్తస్రావం
അസിനാപ്സിസ്,అసినప్సిస్
Atawavism,అటావిజం
ആലേറ്ററിജർ,అటామైజర్
അട്രോഫി,క్షీణత
ഓട്ടോഗാമി,ఆటోగామి
ഓട്ടോലിസിസ്,ఆటోలిసిస్
യന്തവഹനം,ఆటోక్సీడేషన్
ഓട്ടോപോളിപ്ലോയിഡ്,ఆటోపోలిప్లోయిడ్
ഓക്സിൻസ്,ఆక్సిన్లు
Awn (ബ്രിട്ട്),దంపతులు
ബദാം കായ്,బాదం
കറ്റാർ,కలబంద
അമരന്തസ്,అమరాంథస్
ആംമി,Ammi
അഞ്ജൻ പുല്ല്,అంజన్ గడ్డి
ആന്തറിയം,ఆంథూరియం
"ആരോള, ഇന്ത്യൻ നെല്ലിക്ക","అయోన్లా, ఇండియన్ గూస్బెర్రీ"
ആപ്പിൾ,ఆపిల్
ആപ്രിക്കോട്ട്,నేరేడు పండు
Arbian ജാസ്മിൻ,అర్బియన్ జాస్మిన్
Arcaunt,అరేకా గింజ
അർജുൻ,అర్జున్
അസ്ഫോറ്റിഡ,అస్ఫోటిడా
ആഷ് പൊറോട്ട,యాష్ పొట్లకాయ
അശോക ട്രീ,అశోక చెట్టు
അഷെതർ കള (യൂഫോർബിയ),కవచము కలుపు
ശതാവരിച്ചെടി,ఆస్పరాగస్
അവോക്കാഡോ,అవోకాడో
പയറുവർഗ്ഗങ്ങൾ (ലൂസെർൻ),అంతా అల్నాఫ్న్నే
ഉറുമ്പുകൾ,చీమలు
മുഞ്ഞ,అఫిడ్స్
സൈനിക വേം,ఆర్మీ పురుగు
കാർഷിക സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ,వ్యవసాయ ఆర్థికవేత్త
കാർഷിക വിപുലീകരണവാദി,వ్యవసాయ పొడిగింపు
കാർഷിക ശാസ്ത്രജ്ഞൻ,వ్యవసాయ శాస్త్రవేత్త
കാർഷിക എഞ്ചിനീയർ,వ్యవసాయ ఇంజనీర్
അഗ്രോബയോളജിസ്റ്റിക്,అగ్రోబయాలజిస్ట్
അഗ്രോണമിസ്റ്റ്,వ్యవసాయ శాస్త్రవేత్త
Agrofysicst,అగ్రోఫిసిక్
മൃഗങ്ങളുടെ ബ്രീഡർ,జంతువుల పెంపకందారుడు
ബാസിലസ് വൈറസ്,బాసిల్లస్ వైరస్
ബാസിലസ്,బాసిల్లస్
ബാക്ടീരിയ,బాక్టీరియా
ബാക്ടറോമോക്സിൻ,బాక్టీరియోటాక్సిన్
ബാഗസ്,బాగస్సే
ബാലൻസ് ഷീറ്റ്,బ్యాలెన్స్ షీట్
സമതുലിതമായ ബീജസങ്കലനം,సమతుల్య ఫలదీకరణం
ബാർ ഡയഗ്രം,బార్ రేఖాచిత్రం
കുര,బెరడు
ബാരോമീമീറ്റർ,బేరోమీటర్
തരിശായ,బంజరు
അടിത്തറ,బేస్
പരന്നപാതം,బేసిన్
അടിസ്ഥാനപരമായ,బాసిపెటల్
ബസിസ്റ്റർനം,బేసిథెర్నమ్
ബേ മൺസൂൺ,బే రుతుపవనాలు
വഹിക്കുന്ന പ്ലാന്റ്,బేరింగ్ ప్లాంట్
കിടക്ക,మం చం
അടിദേഡർ,బెడర్
ശയ്യോപകരണങ്ങള്,పరుపు
ബീറ്റ്റൂട്ട് മോളസ്,దుంప మొలాసిస్
മണിനാദം,బెలోస్
അരപ്പട്ട,బెల్ట్
ആനുകൂല്യ-വില വിശകലനം,బెనిఫిట్-కాస్ట్ అనాలిసిస్
പക്ഷപാതപരമായ (സാമ്പിൾ),పక్షపాతం
ബിനാത്തില്,ద్వైవార్షిక
ബിനോമിയൽ,ద్విపద
ബയോജന്റ്,బయోజెంట్
ബയോക്രിമേറ്റ്,బయోక్లైమేట్
ബയോ എനെർജി,బయోఎనర్జీ
ബയോണോമിക്സ്,బయోనోమిక్స్
BIOREACTOR,బయోఇయాక్టర్
ബയോസ്ഫിയർ,బయోస్పియర్
ഉപകാരന്,బయోటిక్
ബയോട്ടിവൈപ്പ്,బయోటైప్
ബൈസെക്ഷ്വൽ,ద్విలింగ
ബ്ലാഞ്ചിംഗ്,బ్లాంచింగ్
സ്ഫോടനം,పేలుడు
സങ്കലനം,కలపండి
വരണ്ടതാണ,ముడత
പൊള്ളല്,పొక్కు
നീല വിപ്ലവം,నీలం విప్లవం
ചുവടെ ചൂട് ചേമ്പർ,దిగువ వేడి గది
ചുവടെയുള്ള താപ രീതി,దిగువ ఉష్ణ సాంకేతికత
തണ്ണീര്,బ్రాన్
ശാചിനമായ,శాఖ
ലഘുലേഖ,బ్రాంచ్లెట్
ഇനം,జాతి
പ്രജനനം,పెంపకం
തിളങ്ങുന്ന,బ్రిమ్మింగ్
കുഞ്ഞുങ്ങള്,సంతానం
വളർന്നുകാരി,బడ్డింగ్
വരവ്ചെലവ് മതിപ്പ്,బడ్జెట్
ബഫർ,బఫర్
ബൾബ്,బల్బ్
മുണ്ടു,బంట్
ഉപോൽപ്പന്നം,ఉప-ఉత్పత్తి
ബാബുൾ അക്കേഷ്യ,బాబుల్ అకాసియా
കുഞ്ഞ് ധാന്യം,బేబీ మొక్కజొన్న
ബാലിനെ,బేల్
ബില്ലാൻ,బైల్
ബൽസം,బాల్సం
മുള,వెదురు
വാഴപ്പഴം,అరటి
ബനിയൻ ട്രീ,మర్రి చెట్టు
യവം,బార్లీ
ബാർയ്യാർഡ് മില്ലറ്റ്,బార్నియార్డ్ మిల్లెట్
തുളക്ടി,తులసి
ബാസ്റ്റാർഡ് ദേവദാരു,బాస్టర్డ్ సెడార్
ബാസ്റ്റാർഡ് മൈറോബലൻ,బాస్టర్డ్ మైరోబాలన్
ബവായീനിയ,బౌహినియా
ബേ ബെറി,బే బెర్రీ
അമര,బీన్
മധുരക്കിഴങ്ങുചെടി,దుంప
ബെല്ലഡോണ,బెల్లడోన్నా
മുളകു,బెర్
പതുക്കമുള്ള,బెర్సీమ్
മുയേറ്റ,బెటెల్
ബിലിമ്പി,బిలింబి
പാവയ്ക്ക,కాకరకాయ
കറുത്ത ഗ്രാം,బ్లాక్ గ్రామ్
കറുത്ത നൈറ്റ്ഷെയ്ഡ്,బ్లాక్ నైట్ షేడ్
ബ g ഗൻവില്ല,బౌగెన్విలియా
കുപ്പി ബ്രഷ്,బాటిల్ బ్రష్
ബോട്ടിൽ പൊറോട്ട,బాటిల్ పొట్లకాయ
ബോക്സ് മരം,బాక్స్ ట్రీ
ബ്രെഡ് ഫലം,బ్రెడ్ ఫ్రూట్
വധുവിന്റെ ക്രീപ്പർ,పెళ్లి లత
വശ്ശീല,బ్రింజల్
വിശാലമായ ബീൻ,బ్రాడ్ బీన్
ബ്രോക്കോളി,బ్రోకలీ
ബ്രസ്സൽസ് മുള,బ్రస్సెల్ మొలక
താനിന്നു,బుక్వీట్
ബദ്ധ,బ్యూటియా
ബാൻഡികാൂട്ട്,బాండికూట్
കരടി,ఎలుగుబంటి
വണ്ട്,బీటిల్
ബ്ലിസ്റ്റർ വണ്ട്,బొబ్బ బీటిల్
നീല കാള,బ్లూ బుల్
ബോൾ വേം,బోల్ పురుగు
ചിതശലഭം,సీతాకోకచిలుక
ബാക്ടീരിയോളജിസ്റ്റ്,బాక్టీరియాలజిస్ట్
ബയോകെമിസ്റ്റ്,బయోకెమిస్ట్
ജീവശാസ്തജ്ഞന്,జీవశాస్త్రవేత్త
ബയോടെക്നോളജിക്,బయోటెక్నాలజిస్ట్
സസ്യശാസ്ത്രജ്ഞൻ,వృక్షశాస్త్రజ్ఞుడు
സി ഈർപ്പം സ്വഭാവ വക്ര,సి తేమ లక్షణ వక్రత
കേയ്ക്ക്,కేక్
കണക്കാക്കാന്വേമികമായ,కాల్కారియస్
കണക്കുകഷ്ടം,కాల్సిఫికేషన్
ഫോസ്ഫേറ്റിന്റെ കാൽനികം,ఫాస్ఫేట్ యొక్క లెక్కింపు
കൗണം,కాలోసిటీ
ഞങ്ങളെ വിളിക്കൂ,కాలిస్
കാലിക്സ്,కాలిక్స్
കാലിക്സ്-അവസാനം,కాలిక్స్-ఎండ్
കാമ്പി,కాంబియం
കാൻകെറർ,క్యాంకర్
കാനിംഗ്,క్యానింగ్
മേലാപ്പ്,పందిరి
തലസ്ഥാനം,రాజధాని
പിസേരിഫിക്കേഷൻ,కాప్రిఫికేషన్
കാപ്സ്യൂൾ,క్యాప్సూల్
കാർബണേറ്റഡ്,కార్బోనేటేడ్
കാർബണലൈസേഷൻ,కార్బోనైజేషన్
പരല്പം,కార్పెల్
കാർപസ്,కార్పస్
കാസ്റ്റിംഗ്,కాస్టింగ్
കാറ്റബോളിസം,క్యాటాబోలిజం
കവചലിസ്,ఉత్ప్రేరక
ചിതശലഭപ്പുഴു,గొంగళి పురుగు
സി-ഡിഎൻഎ ലൈബ്രറി,సి-డిఎన్ఎ లైబ్రరీ
മച്ച്,పైకప్పు
കോശം,సెల్
കേന്ദ്ര നേതാവ് സംവിധാനം,కేంద్ర నాయకుడు వ్యవస్థ
ഒരിനംവീപ്പ്,సెంట్రిక్
സെൻറ്ഫ്യൂഗേഷൻ,సెంట్రిఫ్యూగేషన్
കേന്ദ്രീകൃത,సెంట్రిఫ్యూజ్
സെൻട്രിയോൾ,సెంట్రియోల్
നൂന്കോജാനിക്,సెంట్రోజెనిక్
നൂനിശ്ചയമുള്ള,సెంట్రోజెనస్
കടല്ചലട്,సెర్కస్
ധാനം,ధాన్యం
സാക്ഷപ്പെടുത്തല്,ధృవీకరణ
സാക്ഷ്യപ്പെടുത്തിയ വിത്ത്,ధృవీకరించబడిన విత్తనం
ചാട്ട,చాఫ్
ചാലസ,చలాజా
പരോപപാതം,కెమోట్రోపిజం
ചിയാസ്മ,చియాస్మా
ചില്ലിംഗ് സമയം,చిల్లింగ్ గంటలు
ചില്ലിംഗ് പരിക്ക്,చిల్లింగ్ గాయం
ചിമേര,చిమెరా
ക്ലോറോറാന്തി,క్లోరాంథీ
ക്ലോറോഫിൽ,క్లోరోఫిల్
ക്ലോറോസിസ്,క్లోరోసిస్
ക്ലോറോളജി,క్లోరాలజీ
ക്രോമാറ്റിഡ്,క్రోమాటిడ్
ക്രോമാറ്റിൻ,క్రోమాటిన్
ക്രോമാറ്റോഗ്രാഫി,క్రోమాటోగ్రఫీ
ക്രോമാറ്റോളിസിസ്,క్రోమాటోలిసిస్
ക്രോമസെന്റ്റന്റ്,క్రోమోసెంట్రే
ക്രോമോജെനിസിസ്,క్రోమోజెనిసిస్
ക്രോമോപ്രോട്ടൻ,క్రోమోప్రొటీన్
ക്രോമസോം,క్రోమోజోమ్
വിട്ടുമാറാത്ത,దీర్ఘకాలిక
സിട്രഞ്ച്,సిట్రేంజ్
പചാരു,క్లాడోడ్
വര്ഗീകരണം,వర్గీకరణ
കളിമണ്ണ്,మట్టి
ശുചിയാക്കല്,శుభ్రపరచడం
Clistogay,క్లిస్టోగామి
ക്ലൈമാക്രിക് ഫ്രൂട്ട്,క్లైమాక్టెరిక్ పండు
കാലാവസ്ഥ,వాతావరణం
കാലാവസ്ഥയുള്ള,క్లైమాటాలజీ
ക്ലിപ്പര്,క్లిప్పర్
വലം,క్లాడ్
ക്ലോൺ,క్లోన్
മേഘം,మేఘం
തോപ്പ്,క్లాంప్
ക്ലസ്റ്റർ,క్లస్టర్
പരുക്കനായ,ముతక
കോട്ട് (വിത്ത്),విత్తనం
കീടകോശം,కోకన్
Coenzyme,కోఎంజైమ్
ഏകീകരണം,సమన్వయం
കയർ,కోయిర్
കൊളോറൈസ,కోలియోరిజా
കുപ്പായക്കഴുത്ത്,కాలర్
കൊളോയിഡ് (മണ്ണ്),ఘోథ
കൊളംറ്റെല്ല,కొలుమెల్లా
കോളം,కాలమ్
ആമേനസം,ప్రారంభం
വാണിജ്യ ബാങ്ക്,వాణిజ్య బ్యాంకు
ചരക്ക്,వస్తువు
സമൂഹം,సంఘం
കോംപാക്ഷൻ (മണ്ണിന്റെ),సంపీడన (మట్టి)
അനുയോജ്യത,అనుకూలత
അനുയോജ്യത,అనుకూలత
നഷ്ടപരിഹാരം,పరిహారం
മത്സര ഇടപെടൽ,పోటీ పరస్పర చర్య
പൂരക വിള,పరిపూరకరమైన పంట
കോംപ്ലമായ,క్లిష్టమైన
ഘടകം,భాగం
രചന,కూర్పు
കമ്പോസ്റ്റ്,కంపోస్ట్
കൂട്ടുപലിശ,చక్రవడ్డీ
കണക്കുകൂട്ടൽ,గణన
കന്വൂട്ടര്,కంప్యూటర్
ഏകാഗത,ఏకాగ్రత
കണ്ടന്റർ,కండీషనర్
മാര്ഗ്ഗം,ప్రవర్తన
കോൺഫിഗറേഷൻ,ఆకృతీకరణ
അനുരൂപത,అనుగుణ్యత
ആശയക്കുഴപ്പത്തില്,గందరగోళం
സംയോജനം,సంయోగం
കണക്റ്റീവ്,కనెక్టివ్
സംരക്ഷണം,పరిరక్షణ
ഏകീകരണം,ఏకీకరణ
ഘടകങ്ങൾ,భాగాలు
ഉപഭോക്താവ്,వినియోగదారు
ഉപഭോഗം,వినియోగం
മലിനമാക്കല്,కాలుష్యం
കോണ്ടൂർ നടീൽ,ఆకృతి నాటడం
ബാഹരേഖ,ఆకృతి
കരാർ കൃഷി,కాంట్రాక్ట్ వ్యవసాయం
നിയന്ത്രിത സംഭരണം,నియంత్రిత నిల్వ
കോ-ഓപ്പറേറ്റീവ് ബാങ്ക്,సహకార బ్యాంక్
സഹകരണക്കാരൻ,సహకారం
ചെവിസിസ്,కాపిస్
വലം,కార్మ్
കൊറോള്ള,కొరోల్లా
Cuortex,కార్టెక్స్
ചെലവ്,ధర
കോട്ടിലെഡൺ (വിത്ത്),కోడిలిడాన్
ക്രെഡിറ്റ് സമൂഹം,క్రెడిట్ సొసైటీ
കീര്ത്തി,క్రెడిట్
കടക്കാരന്,రుణదాత
ചിഹ്നം,క్రెస్ట్
കാശി,ముడతలు
പതിസന്ധി,సంక్షోభం
മാനദണ്ഡം,ప్రమాణం
വിമര്ശിക്കുന്ന,క్లిష్టమైన
വിള ഇൻഷുറൻസ്,పంట భీమా
വിള വായ്പ,పంట రుణం
വിള,పంట
വിളവെടുപ്പ് പ്രദേശം,పంట ప్రాంతం
ക്രോസ്-പൊരുത്തപ്പെടുന്നില്ല,క్రాస్ ఇన్ఫాంపిబుల్
കിരീടം (പ്ലാന്റ്),క్రౌన్ (మొక్క)
അപ്പക്കഷണം,ముక్క
അപ്പത്തിന്റെമൊരിഞ്ഞപുറം,క్రస్ట్
ക്രിപ്റ്റോഗം,క్రిప్టోమ్
കല്ല് (പഴങ്ങൾ),మెడ (పండ్లు)
കുള,కుల్మ్
കൃഷിചെയ്യുക,సాగు
കൃഷി,సాగు
കൃഷിക്കാരൻ,సాగు
സംസ്കാരം,సంస్కృతి
രോഗശമനം,క్యూరింగ్
കേവിംഗ്,కర్లింగ్
പവാഹം,కరెన్సీ
ഉപയാകൃതിയായ,క్యూటికల్
മുറിക്കൽ,కట్టింగ్
തൊലി,తిత్తి
സൈറ്റോക്രോം,సైటోక్రోమ్
Cytogy,సైటోగామి
Cretogenesis,సైటోజెనిసిస్
സൈറ്റോജെനിറ്റിക്സ്,సైటోజెనెటిక్స్
സൈറ്റോകിനിസ്,సైటోకినిసిస్
സൈറ്റിയോളജി,సైటోలజీ
സൈനോളിസിസ്,సైటోలిసిస్
സൈറ്റോമിയർ,సైటోమీర్
സൈറ്റോപ്ലാസം,సైటోప్లాజమ్
കാബേജ്,క్యాబేజీ
കള്ളിച്ചെടി,కాక్టస్
കലണ്ടുല,కలేన్ద్యులా
കാനറി പുല്ല് (ഫലാരിസ്),ఫలారిస్
കാന,Canna
കപ്പരിസ്,కాపారిస్
കാപ്സിക്കം,క్యాప్సికం
കാരാംബോള,కారాంబోలా
കാരാപ്പ,కారాపా
ഏലാമി,ఏలకులు
മാംസവര്ണ്ണം,కార్నేషన్
കാരറ്റ്,కారెట్
കശുവണ്ടി,జీడి పప్పు
കാസിയ,కాసియా
നായക,కాస్టర్
കോളിഫ്ലവർ,కాలీఫ్లవర్
മുള്ളങ്കി,సెలెరీ
ഖപായം,ఛాంపాక్
ചെനോപോഡിയം,చెనోపోడియం
ചെറി തക്കാളി,చెర్రీ టమొూటా
ചെറി,చెర్రీ
"ചിക്കൻ, ഗ്രാം","చిక్పా, గ్రామ్"
മുള്ളികൾ,మిరపకాయలు
ചൈന ടർപ്പന്റൈൻ ട്രീ,చైనా టర్పెంటైన్ చెట్టు
ച ow-ച ow,చౌ చౌ
ക്രിസന്തമം,క్రిసాన్తిమం
"ചുഫ, എർത്ത് ബദാം","చుఫా, ఎర్త్ బాదం"
സിക്കോറി,సికోరీ
കറുവ,దాల్చిన చెక్క
സിട്രൺ,సిట్రాన్
സിട്രോൻസെല്ല പുല്ല്,సిట్రోనెల్లా గడ్డి
ജസ്മിൻ കയറുന്നു,క్లైంబింగ్ జాస్మిన్
ചൂള,లవంగం
ക്ലസ്റ്റർ ബീൻ,క్లస్టర్ బీన్
കൊക്കോ,కోకో
നാളികേരം,కొబ్బరి
കോഫി,కాఫీ
കൊളാസ്,కోలియస్
കൊളോസാസിയ,కోలోకాసియా
"കൊളോസിന്ത്, കയ്പേറിയ ആപ്പിൾ","కోలోసిన్త్, చేదు ఆపిల్"
സാധാരണ പർപ്പഴം,సాధారణ పర్స్లేన్
മല്ലി,కొత్తిమీర
പരുത്തി,పత్తి
കൗപിയ,కౌపీయా
ക്യൂബ്,క్యూబ్బ్
വെള്ളരിക്ക,దోసకాయ
കുക്കർബിറ്റുകൾ,కుకుర్బిట్స్
കുമിൻ,జీలకర్ర
കറി ഇല,కరివేపాకు ఆకు
കസ്റ്റാർഡ് ആപ്പിൾ,సీతాఫలం
കാപ്സ്യൂൾ ബോറർ,క్యాప్సూల్ బోరర్
കാറ്റർപില്ലർ,గొంగళి పురుగు
സിട്രസ് സൈല,సిట్రస్ సైలా
കിക്കറ്റ്,క్రికెట్
കാക്ക,కాకి
പുഴുവിനെ മുറിക്കുക,కట్ పురుగు
പാല്ശേഖരണകേന്ദം,పాల
ക്ഷീണം,పాల
അണക്കെട്ട്,ఆనకట్ట
ഡേ-ന്യൂട്രൽ,రోజు-తటస్థ
പൂവിടുമ്പോൾ ദിവസങ്ങൾ,పుష్పించే రోజుల తరువాత
നിറച്ച ദിവസങ്ങൾ,పూర్తి బ్లూమ్ తర్వాత రోజులు
വഴുതിവീഴുന്നു,డెబ్లోసింగ్
നിര്ണ്ണായകീകരണം,డీకాల్సిఫికేషన్
പാനമായ,డికాంట్
അഴുകല്,క్షయం
ഇലപന്തം,ఆకురాల్చే
ദശാംശ,దశాంశం
അപരാപ്തത,లోపం
ഡെഫ്ലോക്യൂളിറ്റ് (മണ്ണ്),మట్టి
വസതിരൂപം,డెఫ్లోరేషన్
വികോപനം,డీఫోలియేషన్
വനനശീകരണം,అటవీ నిర్మూలన
അപചയം,క్షీణత
അധalal അപലതം,క్షీణత
ഡിഗ്രി ദിവസങ്ങൾ,డిగ్రీ రోజులు
ഡിഗ്രി,డిగ్రీ
വിജ്ഞാനം,డీహిస్సెన్స్
മാലിംഗം,డెహల్లింగ్
വീതിക്കുറയ്ക്കല്,డెహస్కింగ్
