Odiya,Malayalam
"1. ଅପ୍ଟିମାଇଜର୍, 2 ଅପ୍ଟିମାଇଜର୍","1. ഒപ്റ്റിമൈസർ, 2. ഒപ്റ്റിമൈസർ"
to sum),ആകെ)
ରାଶି ଫାଇଲ୍ |,തുക ഫയൽ
"1. ଯୋଗ କାର୍ଯ୍ୟ, 2 ରାଶି କାର୍ଯ୍ୟ","1. കൂട്ടിച്ചേർക്കൽ പ്രവർത്തനം, 2. ആകെ പ്രവർത്തനം"
ଆଡର୍,ചേർക്കുന്നയാൾ
ଜାଣନ୍ତୁ |,അറിയുക
ଠିକଣା ବସ୍,വിലാസം ബസ്
ଠିକଣା ଫାଇଲ୍ |,വിലാസ ഫയൽ
ଠିକଣା ଫର୍ମାଟ୍,വിലാസ ഫോർമാറ്റ്
ଠିକଣା ଜେନେରେଟର,വിലാസ ജനറേറ്റർ
ଠିକଣା ରେଖା,വിലാസ ലൈൻ
ଠିକଣା ମ୍ୟାପିଂ,വിലാസ മാപ്പിംഗ്
ଠିକଣା ସୂଚକ,വിലാസ സൂചകം
ଠିକଣା ରେଜିଷ୍ଟର,വിലാസ രജിസ്റ്റർ
ଠିକଣା ଭାଙ୍ଗିବା,വിലാസ തകർച്ച
ଠିକଣା ଅନୁବାଦ,വിലാസ വിവർത്തനം
"1. ଠିକଣା ଯୋଗ୍ୟ ସ୍ମୃତି, ୨। ଠିକଣା ସ୍ମୃତି","1. അഡ്രസ് ചെയ്യാവുന്ന മെമ്മറി, 2. അഭിസംബോധന ചെയ്യാവുന്ന മെമ്മറി"
ଠିକଣା,അഭിസംബോധന
"1. ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ, 2 ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ |","1. പര്യാപ്തത മാനദണ്ഡം, 2. പര്യാപ്തത മാനദണ്ഡം"
ସଂଲଗ୍ନ,ബന്ധം
"1. ପରିଚାଳନା, 2 ନିୟନ୍ତ୍ରଣ","1. മാനേജ്മെന്റ്, 2. നിയന്ത്രണം"
"1. ପରିଚାଳକ, 2 ନିୟନ୍ତ୍ରକ","1. മാനേജർ, 2. കണ്ട്രോളർ"
ଆଡୋବ ଆକ୍ରୋବାଟ୍ |,അഡോബ് അക്രോബാറ്റ്
ଆଡୋବ ଫଟୋସପ୍ |,അഡോബ് ഫോട്ടോഷോപ്പ്
ABAP (ଉନ୍ନତ ବ୍ୟବସାୟ ପ୍ରୋଗ୍ରାମିଂ),ABAP (അഡ്വാൻസ്ഡ് ബിസിനസ് പ്രോഗ്രാമിംഗ്)
"1. ଉନ୍ନତ ତଥ୍ୟ, ୨। ଉନ୍ନତ ତଥ୍ୟ","1. വിപുലമായ ഡാറ്റ, 2. വിപുലമായ ഡാറ്റ"
ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |,വിപുലമായ വിവര സംവിധാനം
ଉନ୍ନତ ଜ୍ଞାନକ Technology ଶଳ (AT),അഡ്വാൻസ്ഡ് ടെക്നോളജി (AT)
କାର୍ଯ୍ୟ,നടപടി
ଏକୀକରଣ,സമാഹരണം
ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |,വായുവിലൂടെയുള്ള കമ്പ്യൂട്ടർ സംവിധാനം
aldus page-make,ആൽഡസ് പേജ് മേക്ക്
ଆଲର୍ଟ ବାକ୍ସ,മുന്നറിയിപ്പ് ബോക്സ്
algol (କମ୍ପ୍ୟୁଟର ଭାଷା),അൽഗോൾ (കമ്പ്യൂട്ടർ ഭാഷ)
"1. ଆଲଗୋରିଦମ, ୨ ଆଲଗୋରିଦମ |","1. അൽഗോരിതം, 2. അൽഗോരിതം"
"1. ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ, ୨। ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |","1. അൽഗോരിതം വിശകലനം, 2. അൽഗോരിതം വിശകലനം"
ଆଲଗୋରିଦମ ଦକ୍ଷତା |,അൽഗോരിതം കാര്യക്ഷമത
"1. ଏଲିୟସ୍, ୨ ଡାକନାମ, 3 ଆକା","1. ഏലിയാസ്, 2. വിളിപ്പേര്, 3. അല്ലെങ്കിൽ"
ଶ୍ରେଣୀବଦ୍ଧତା |,വിന്യാസം
"1. ବଣ୍ଟନ, ୨ ଆବଣ୍ଟନ","1. വിഹിതം, 2. വിഹിതം"
"1. ବର୍ଣ୍ଣାନୁକ୍ରମିକ, ୨ ବର୍ଣ୍ଣାନୁକ୍ରମିକ କ୍ରମ |","1. അക്ഷരമാല, 2. അക്ഷരമാല ക്രമത്തിൽ"
ବର୍ଣ୍ଣମାଳା,ആൽഫാന്യൂമെറിക്
"1. ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍, 2 ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |","1. ആൽഫാന്യൂമെറിക് കീബോർഡ്, 2. ആൽഫാന്യൂമെറിക് കീബോർഡ്"
ଆଲଫା-ପରୀକ୍ଷା (ପ୍ରଥମ ସ୍ତର ପରୀକ୍ଷା),ആൽഫ-ടെസ്റ്റിംഗ് (ഒന്നാം ലെവൽ ടെസ്റ്റ്)
"1. ଆଲଫା ସଂସ୍କରଣ, ୨ ଆଲଫା ଫର୍ମ |","1. ആൽഫ പതിപ്പ്, 2. ആൽഫ രൂപം"
alt କି,alt കീ
altavista,ആൾട്ടാവിസ്റ്റ
ବହୁଗୁଣ,ബഹുസ്വരത
ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ,അവ്യക്തമായ വ്യാകരണം
ଆମେରିକୀୟ ନ୍ୟାସନାଲ ଷ୍ଟାଣ୍ଡିସ୍ ଇନଷ୍ଟିଚ୍ୟୁଟ୍ (ANSI),അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡീസ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI)
ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କଟ୍ (ascii),അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കട്ട് (ascii)
"1. ଅନୁରୂପ, 2 analog","1. സാദൃശ്യം, 2. അനലോഗ്"
"1. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର, 2. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |","1. അനലോഗ് കമ്പ്യൂട്ടർ, 2. അനലോഗ് കമ്പ്യൂട്ടർ"
"1. ଆନାଗଲ୍ ଡିଭାଇସ୍, 2 analog ଉପକରଣ","1. അനലോഗ് ഉപകരണം, 2. അനലോഗ് ഉപകരണം"
"1. ଆନାଗଲ୍ ମୋଡେମ୍, ୨ ଆନାଗଲ୍ ମୋଡେମ୍ |","1. അനലോഗ് മോഡം, 2. അനലോഗ് മോഡം"
ଡିଜିଟାଲ୍ କନଭର୍ଟର ସହିତ ଅନୁରୂପ |,അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ
ଶେଷ (ଡିଜିଟାଲ୍ / ବିମାନ ତର୍କ &#39;ଏବଂ&#39; ବ୍ୟବହୃତ),അവസാനം (ഡിജിറ്റൽ/പ്ലെയിൻ ലോജിക് &#39;ഉം&#39; ഉപയോഗിച്ചു)
ଶେଷ ସର୍କିଟ |,അവസാന സർക്യൂട്ട്
ଶେଷ ଫାଟକ ଏବଂ ଫାଟକ |,അവസാന ഗേറ്റും ഗേറ്റും
ଶେଷ ନୁହେଁ ଅପରେସନ୍ (ବହିଷ୍କାର),എൻഡ് അല്ല ഓപ്പറേഷൻ (ഒഴിവാക്കൽ)
"1. ଆନିମେସନ୍, 2. କମ୍ପନ |","1. ആനിമേഷൻ, 2. വൈബ്രേഷൻ"
ଧ୍ୟାନ ଦିଅନ୍ତୁ,കുറിപ്പ്
ଅସଙ୍ଗତି |,പൊരുത്തക്കേട്
ପୂର୍ବ,മുമ്പത്തെ
ଆଶାକର୍ମୀ ପେଜିଂ |,മുൻകൂർ പേജിംഗ്
କାଉଣ୍ଟର-ସିମେଟ୍ରିକ୍ |,എതിർ-സമമിതി
ଆଣ୍ଟିଭାଇରାଲ୍ ପ୍ରୋଗ୍ରାମ୍ |,ആൻറിവൈറൽ പ്രോഗ്രാം
"1. ଆପଲେଟ୍, 2 ପ୍ରୟୋଗ","1. ആപ്ലെറ്റ്, 2. അപേക്ഷ"
ପ୍ରୟୋଗ ବିକାଶକାରୀ |,ആപ്ലിക്കേഷൻ ഡെവലപ്പർ
ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ,ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്
"1. ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍, 2 ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API)","1. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ്, 2. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API)"
ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍,ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ
ପ୍ରୟୋଗ ଭାଷା,ആപ്ലിക്കേഷൻ ഭാഷ
ଆନୁମାନିକ ନୀତି,ഏകദേശ തത്വം
ଗଠନ,ഘടന
କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର,ഫീൽഡ് കൈമാറ്റം
"1. ପାରାମିଟର, ସ୍ independent ାଧୀନ ଭେରିଏବଲ୍, 2. କୋଣ","1. പരാമീറ്റർ, സ്വതന്ത്ര വേരിയബിൾ, 2. ആംഗിൾ"
"1. ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ, ୨। ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |","1. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്, 2. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്"
ଗାଣିତିକ ଯାଞ୍ଚ |,ഗണിത പരിശോധന
ଗାଣିତିକ ସ୍ଥିର |,ഗണിത സ്ഥിരാങ്കം
ଗାଣିତିକ ତଥ୍ୟ,ഗണിത ഡാറ്റ
ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ,ഗണിത നിർദ്ദേശം
ଗାଣିତିକ ଏବଂ ଲଜିକାଲ୍ ୟୁନିଟ୍ (ALU),മാത്തമാറ്റിക്കൽ ആൻഡ് ലോജിക്കൽ യൂണിറ്റ് (ALU)
ARPA ନେଟ (RPNet),ARPA നെറ്റ് (RPNet)
ଆରେ,അറേ
"1. ଆରେ କ୍ୟାଚ୍, 2 ଆରେ ଗତି, 3 ଆରେ ମେମୋରୀ","1. അറേ കാഷെ, 2. അറേ വേഗത, 3. അറേ മെമ്മറി"
ଆରେ କମ୍ପ୍ୟୁଟର |,അറേ കമ്പ്യൂട്ടർ
ଆରେ ଉପାଦାନ |,അറേ ഘടകം
ଆରେ ନାମ,അറേ പേര്
ଆରେ ସଞ୍ଚାଳକ,അറേ പ്രോസസർ
ତୀର କି,അമ്പടയാള കീ
ଚୁକ୍ତି,ഉടമ്പടി
ଜଙ୍କସନ୍ ପଏଣ୍ଟ |,ജംഗ്ഷൻ പോയിന്റ്
କୃତ୍ରିମ ସଙ୍କୋଚନ |,കൃത്രിമ കോംപാക്ഷൻ
କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |,കൃത്രിമ നിയന്ത്രണം
କୃତ୍ରିମ ଅର୍ଥ |,കൃത്രിമബോധം
ଆରୋହଣ,മൗണ്ട്
ଆରୋହଣ କ୍ରମ,ആരോഹണ തരം
ascii ବର୍ଣ୍ଣମାଳା |,ascii അക്ഷരമാല
ascii ନିୟନ୍ତ୍ରଣ ପ୍ରତୀକ |,ascii നിയന്ത്രണ ചിഹ്നം
ascii ଫାଇଲ୍ |,ascii ഫയൽ
ascii ଫଣ୍ଟ,ascii ഫോണ്ട്
ASCII ସ୍ଥାନାନ୍ତର |,ASCII കൈമാറ്റം
ଆନୁମାନିକ ଅନୁପାତ,വീക്ഷണാനുപാതം
"1. ଆସ୍ପି, ୨ ASPI","1. ആസ്പി, 2. എ.എസ്.പി.ഐ"
ଏକ S R କାଲାଡ୍ |,എ എസ് ആർ കാലാട്
"1. ସ୍ମରଣ, ୨ ଏକତ୍ରିତ, 3 ଏକତ୍ର ହେବା","1. ഓർമ്മപ്പെടുത്തൽ, 2. കൂട്ടിച്ചേർക്കൽ, 3. കൂട്ടിച്ചേർക്കാൻ"
"1. ଏକତ୍ରକାରୀ, 2 ସ୍ମରଣୀୟ","1. അസംബ്ലർ, 2. ഓർമ്മപ്പെടുത്തൽ"
"1. ଏକତ୍ର ହେବା, 2 ସ୍ମରଣ","1. അസംബ്ലിംഗ്, 2. അനുസ്മരണം"
"1. ସ୍ମୃତି ଭାଷା, ୨। ଭାଷା ଏକତ୍ର କରିବା |","1. ഓർമ്മപ്പെടുത്തൽ ഭാഷ, 2. അസംബ്ലിംഗ് ഭാഷ"
ନିଷ୍ଠା,ദൃഢനിശ്ചയം
"1. ନିର୍ଦ୍ଦିଷ୍ଟ କାର୍ଯ୍ୟ, 2 ଆବଣ୍ଟନ","1. നിർദ്ദിഷ്ട ജോലി, 2. വിഹിതം"
ସାଥୀତା,കൂട്ടുകെട്ട്
ସହଯୋଗୀ ଠିକଣା,അനുബന്ധ വിലാസം
"1. ଆସୋସିଏଟିଭ୍ ମେମୋରୀ, 2 ସହଯୋଗୀ ସ୍ମୃତି","1. അനുബന്ധ മെമ്മറി, 2. അനുബന്ധ മെമ്മറി"
ନକ୍ଷତ୍ର (* ଚିହ୍ନ),നക്ഷത്രചിഹ്നം (* ചിഹ്നം)
ଅସୀମିତ |,അസമമായ
"1. ଅସନ୍ତୁଳିତ, 2 ଅସନ୍ତୁଳିତ |","1. അസമന്വിത, 2. അസമന്വിത"
ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL),അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL)
ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM),അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM)
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |,അസമന്വിത കൈമാറ്റം
ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍),അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം)
"1. ପରମାଣୁ, ୨ ପରମାନ","1. ആറ്റം, 2. പരമൻ"
ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |,അറ്റാച്ചുചെയ്ത പ്രമാണം
"1. ସଂଲଗ୍ନ ଫାଇଲ୍ / ମିସାଇଲ୍, 2 ସଂଲଗ୍ନ ଫାଇଲ୍ |","1. അറ്റാച്ചുചെയ്ത ഫയൽ/മിസിൽ, 2. അറ്റാച്ചുചെയ്ത ഫയൽ"
"1. ଆବଦ୍ଧ, 2 ଅନୁବନ୍ଧିତ","1. എൻക്ലോഷർ, 2. അഫിലിയേറ്റഡ്"
"1. ଗୁଣ, 2 ବିଶେଷତା","1. പ്രോപ്പർട്ടികൾ, 2. സ്പെഷ്യാലിറ്റി"
ଶ୍ରବଣଯୋଗ୍ୟ |,കേൾക്കാവുന്ന
"1. ଅଡିଟ୍ ପ୍ରୋଗ୍ରାମିଂ, 2 ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |","1. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്, 2. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്"
ଖାତା ଯାଞ୍ଚ |,അക്കൗണ്ട് സ്ഥിരീകരണം
ପଦୋନ୍ନତି,പ്രമോഷൻ
ପ୍ରମାଣପତ୍ର ପ୍ରୋଟୋକଲ୍ |,സർട്ടിഫിക്കേഷൻ പ്രോട്ടോക്കോൾ
ଲେଖକ ପଦ୍ଧତି,എഴുത്ത് രീതി
"1. ପ୍ରାଧିକରଣ, ୨ ପ୍ରାଧିକରଣ, 3 ଟ୍ରିବ୍ୟୁନାଲ","1. അധികാരം, 2. അധികാരം, 3. ട്രിബ്യൂണൽ"
ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |,യാന്ത്രിക സംഗ്രഹം
"1. ଅଟୋ ବୁଟିଙ୍ଗ୍, 2 ସେଲ୍ ବୁଟ୍","1. ഓട്ടോ ബൂട്ടിംഗ്, 2. സ്വയം ബൂട്ട്"
ଅଟୋକ୍ୟାଡ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା),ഓട്ടോകാഡ് (ഒരു കമ്പ്യൂട്ടർ ഭാഷ)
ଅଟୋ ଲଗ୍ ଅନ୍ |,യാന്ത്രിക ലോഗ്-ഓൺ
ଅଟୋମେଟା |,ഓട്ടോമാറ്റ
ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |,ഓട്ടോമാറ്റ സിദ്ധാന്തം
ସ୍ୱୟଂଚାଳିତ ଗଣନା,ഓട്ടോമാറ്റിക് കണക്കുകൂട്ടൽ
ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്
ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |,യാന്ത്രിക പിശക് തിരുത്തൽ
ଅଟୋ ଫଙ୍କସନ୍,യാന്ത്രിക പ്രവർത്തനം
"1. ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ, 2 ସ୍ୱୟଂଚାଳିତ ତାଲିକା |","1. ഓട്ടോമാറ്റിക് ഇൻഡക്‌സിംഗ്, 2. യാന്ത്രിക ലിസ്റ്റിംഗ്"
ଅଟୋ-ସଂଗ୍ରହ କଲ୍ |,യാന്ത്രിക ശേഖരണ കോൾ
"1. ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ, 2 ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |","1. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്, 2. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്"
"1. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ, 2. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |","1. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം, 2. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം"
ଅଟୋ ରୁଟିନ୍ |,യാന്ത്രിക ദിനചര്യ
ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର,ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ
"1. ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍), ୨ | ଆତ୍ମ ପ୍ରତ୍ୟାହାର ପାଇଁ ବ୍ୟାଙ୍କ ଏଟିଏମ୍ |","1. ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീനുകൾ (എടിഎം), 2. സ്വയം പിൻവലിക്കാൻ ബാങ്ക് എ.ടി.എം"
ସ୍ୱୟଂଚାଳିତ,ഓട്ടോമേഷൻ
"1. ଅଟୋପ୍ଲେ, 2 ଅଟୋ ଚାଲିବା |","1. ഓട്ടോപ്ലേ, 2. ഓട്ടോ നടത്തം"
କଣ୍ଠଦାନ,വോക്കലൈസേഷൻ
ସହକାରୀ,അസിസ്റ്റന്റ്
ସହାୟକ ସ୍ମୃତି,സഹായ മെമ്മറി
ସହାୟକ ଷ୍ଟୋରେଜ୍,സഹായ സംഭരണം
ଉପଲବ୍ଧ ତାଲିକା |,ലഭ്യമായ പട്ടിക
ଉପଲବ୍ଧ ସମୟ |,ലഭ്യമായ സമയം
ହାରାହାରି,ശരാശരി
AWK (ଏକ କମ୍ପ୍ୟୁଟର ନିର୍ଦ୍ଦେଶ),AWK (ഒരു കമ്പ്യൂട്ടർ കമാൻഡ്)
ପରେ,ശേഷം
ପୋଷ୍ଟ ପ୍ରୋସେସର୍ |,പോസ്റ്റ് പ്രോസസർ
ପରବର୍ତ୍ତୀ କାର୍ଯ୍ୟ ବିଲୋପ |,പിൻഭാഗത്തെ പ്രവർത്തനം ഇല്ലാതാക്കൽ
ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |,പശ്ചാത്തല പ്രോസസ്സിംഗ്
ଆନୁଷଙ୍ଗିକ ଷ୍ଟୋରଗୁଡିକ |,അനുബന്ധ സ്റ്റോറുകൾ
ପଛ ପ୍ୟାଚିଂ |,ബാക്ക് പാച്ചിംഗ്
"1. ପଶ୍ଚିମ, ୨ ବ୍ୟାକସ୍ପେସ୍ |","1. പടിഞ്ഞാറ്, 2. ബാക്ക്സ്പേസ്"
ବ୍ୟାକଟ୍ରାକ୍,ബാക്ക്ട്രാക്കിംഗ്
"1. ବ୍ୟାକ୍ ଅପ୍, 2 ପରିଶୋଧ","1. ബാക്കപ്പ്, 2. തിരിച്ചടവ്"
"1. ସଂପୃକ୍ତ ସ୍ମୃତି, ୨। ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |","1. കോംപ്ലിമെന്ററി മെമ്മറി, 2. ബാക്കപ്പ് മെമ്മറി"
ପଛ ତ୍ରୁଟି ସଂଶୋଧନ |,പിന്നിലെ പിശക് തിരുത്തൽ
