English,Bengali
audit trail,অ্যাকাউন্ট পরীক্ষা
augmentation,পদোন্নতি
authentication protocol,সার্টিফিকেশন প্রোটোকল
authoring system,রচনা পদ্ধতি
authorization,"1. কর্তৃপক্ষ, 2. কর্তৃপক্ষ, 3. ট্রাইব্যুনাল"
auto abstract,স্বয়ংক্রিয় বিমূর্ত
autobooting,"1. অটো বুটিং, 2. স্ব বুট"
autocad,অটোক্যাড (একটি কম্পিউটার ভাষা)
autolog on,স্বয়ংক্রিয় লগ-অন
automata,স্বয়ংক্রিয়
automata theory,স্বয়ংক্রিয় তত্ত্ব
automatic computing,স্বয়ংক্রিয় গণনা
automatic data processing,স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ
automatic error correction,স্বয়ংক্রিয় ত্রুটি সংশোধন
automatic function,স্বয়ংক্রিয় ফাংশন
automatic indexing,"1. স্বয়ংক্রিয় সূচীকরণ, 2. স্বয়ংক্রিয় তালিকা"
automatic library call,স্বয়ংক্রিয় সংগ্রহ কল
automatic programming,"1. স্বয়ংক্রিয় প্রোগ্রামিং, 2. স্বয়ংক্রিয় প্রোগ্রামিং"
automatic recovery program,"1. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম, 2. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম"
automatic routine,স্বয়ংক্রিয় রুটিন
automatic system recovery,স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার
automatic teller machine (ATM),"1. অটোমেটিক টেলার মেশিন (ATM), 2. নিজে তোলার জন্য ব্যাঙ্ক এটিএম"
automation,অটোমেশন
autoplay,"1. অটোপ্লে, 2. স্বয়ংক্রিয় হাঁটা"
autosave,কণ্ঠস্বর
auxiliary,সহকারী
auxiliary memory,অক্জিলিয়ারী মেমরি
auxiliary storage,অক্জিলিয়ারী স্টোরেজ
available list,প্রাপ্তিসাধ্য তালিকা
available time,উপলব্ধ সময়
average,গড়
awk (language),AWK (একটি কম্পিউটার কমান্ড)
backend,পরে
backend processor,পোস্ট প্রসেসর
backface removal,পোস্টেরিয়র ফাংশন মুছে ফেলা
background processing,পটভূমি প্রক্রিয়াকরণ
backing store,আনুষঙ্গিক দোকান
backpatching,ব্যাক প্যাচিং
backspace,"1. পশ্চিম, 2. ব্যাকস্পেস"
backtracking,ব্যাকট্র্যাকিং
back-up,"1. ব্যাক আপ, 2. প্রতিদান"
back-up memory,"1. পরিপূরক স্মৃতি, 2. ব্যাক আপ মেমরি"
backward error recovery,পিছনে ত্রুটি সংশোধন
balance sheet,(আয়-ব্যয়) ব্যালেন্স শীট
band,ব্যান্ডেজ
band width,"1. ব্যান্ড প্রস্থ, 2. ব্যান্ডউইথ/ক্ষমতা"
banker's algorithm,ব্যাংকারের অ্যালগরিদম
bar code,"1. বার কোড, 2. বার কোড"
bar code scanner,বারকোড স্ক্যানার
bar graph,বার গ্রাফ
base address,ভিত্তি ঠিকানা
base band,বেস ব্যান্ড
base number,আধার নম্বর
base table,ভিত্তি টেবিল
BASIC,বেসিক (একটি কম্পিউটার ভাষা)
basic control,"1. মৌলিক নিয়ন্ত্রণ, 2. ভিত্তি নিয়ন্ত্রণ"
basic input,"1. মূল বিনিয়োগ, 2. ভিত্তি বিনিয়োগ"
basic instruction,মৌলিক নির্দেশ
basic output,ভিত্তি সমস্যা
basic step,মৌলিক পর্যায়
batch,"1. ব্যাচ, 2। গ্রুপ, 3। বিপর্যয়"
batch file,"1. ব্যাচ ফাইল, 2. ব্যাচ ফাইল"
batch position,ব্যাচ অবস্থা
batch processing,"1. ব্যাচ প্রসেসিং, 2. গ্রুপ প্রক্রিয়াকরণ"
batch system,"1. ব্যাচ সিস্টেম, 2. ক্যাটাপল্ট সিস্টেম"
baud,বউড
baud rate,বড হার
beam,মরীচি মরীচি
benchmark,"1. নির্দেশিকা, 2. ব্যাচ চিহ্ন"
bidirectional communication,দ্বিমুখী যোগাযোগ
bidirectional link,সরাসরি লিঙ্ক
binary code,বাইনারি কোড
binary digit,বাইনারি সংখ্যা
binary Input output system (BIOS),বাইনারি ইনভেস্টমেন্ট আউটপুট সিস্টেম (BIOS)
binary number,বাইনারি সংখ্যা
binary operator,বাইনারি অপারেটর
binary relation,বাইনারি সম্পর্ক
binary search,বাইনারি অনুসন্ধান
binary search tree (BST),বাইনারি এক্সপ্লোরেশন ট্রি (বিএসটি)
binary transfer,"1. বাইনারি ট্রান্সফার ট্রি, 2. বাইনারি স্থানান্তর"
binary tree,বাইনারি গাছ
bipolar memory,"1. বাইপোলার মেমরি, 2. বাইপোলার মেমরি"
birth death model,"1. জন্ম ও মৃত্যু মডেল, 2. জন্ম মৃত্যু মডেল"
birth death process,জন্ম মৃত্যু প্রক্রিয়া
bit,"1. ডুয়েক, 2। বিট"
bit fault,বিট দোষ
bit map,বিট মানচিত্র
bit map pixel (BMP),"1. বিট, 2। মানচিত্র, 3. পিক্সেল (BMP)"
bit matrix,"1. বিট ম্যাট্রিক্স, 2. বিট টেবিল"
bit pattern,বিট প্যাটার্ন
bit position,বিট অবস্থান
bit rate,"1. বিট রেট, 2. বিট হার"
black box testing,চোখ বেঁধে পরীক্ষা
blinking,শিমার
block,ব্লক
block cache,"1. ব্লক ক্যাশে, 2. ব্লক ক্যাশে / খণ্ড মেমরি"
block check,ব্লক প্রোব
block copy,ভলিউম কপি
block diagram,ব্লক ডায়াগ্রাম
blocking network,"1. ব্লক করা নেটওয়ার্ক, 2. ব্লক করা নেটওয়ার্ক"
board,বোর্ড
book mark,পৃষ্ঠা মেমরি
boolean algebra,বুলিয়ান বীজগণিত
boolean relation,বুলিয়ান সম্পর্ক
boot partition,বুট পার্টিশন
boot strapping,বুট strapping
boot-strap loader,1. বুটস্ট্র্যাপ লোডার
bridge,"1.ব্রিজ, 2.ব্রিজ"
broadband networking,ব্রডব্যান্ড নেটওয়ার্ক
broadcast,সম্প্রচার
broadcast radio,রেডিও সম্প্রচার
browse,(নেট) ভিন্নতা
browser,(net) vicar
B-Tree,বি-ট্রু
bubble memory,"1.বুদবুদ মেমরি, 2.বাবল মেমরি"
bubble sort,বুদবুদ সাজানোর
bucket,"1.বালতি, 2.বালতি"
buddy system,"1. ভ্রাতৃত্ব ব্যবস্থা, 2. বড় সিস্টেম"
budget effective control,বাজেট কার্যকর নিয়ন্ত্রণ
buffer,বাফার
bug,ঘাটতি
bus,যথেষ্ট
byte,"1. অষ্ট ব্যাঙ্ক, 2. বিট (আট বিট)"
byte code,বাইট কোড
c,সি (কম্পিউটার ভাষা)
C++,"1.C প্লাস প্লাস, 2.C++ (কম্পিউটার ভাষা)"
cache,"1.নগদ, 2. দ্রুত, 3. দ্রুত"
cache buffer,"1.ক্যাশ বাফার, 2.মেমরি বাফার"
cache memory,"1.ক্যাশ মেমরি, 2.ক্যাশ মেমরি, 3.ফাস্ট মেমরি"
calculation,গণনা
calculator,"1.ক্যালকুলেটর, 2.ক্যালকুলেটর"
calculator chip,"1.ক্যালকুলেটর চিপ, 2. ক্যালকুলেটর চিপ"
call,আহ্বান করুন
call by name,নাম কল
call by reference,রেফারেন্স কল
call by value,সম্মান কল
call by variables,পরিবর্তনশীল কল
call gate,আমন্ত্রণ গেট
cancel,"1. বাতিল, 2. বাতিল"
cancel button,প্রত্যাহার বোতাম
canonical,"1. নির্ধারিত, 2. ক্যানোনিকাল"
canonical form,ক্যানোনিকাল ফর্ম
capability,ক্ষমতা
capability list,ক্ষমতা তালিকা
capacity,"1. সক্ষমতা, 2. ধারণ"
caps lock key,ক্যাপ লক কী
card,"1.কার্ড, 2. শীট"
card reader,কার্ড পাঠক
cardinality,বিশিষ্টতা
carrier,বাহক
carrier band,ক্যারিয়ার ব্যান্ড
carrier load,ক্যারিয়ার লোড
carrier signal,ক্যারিয়ার সংকেত
carrier wave,ক্যারিয়ার তরঙ্গ
carry,অর্জন
carry digit,স্কোর অর্জিত
carry flag,পতাকা অর্জন
cartridge disk,"1.কারটিজ ডিস্ক, 2.কারটিজ ডিস্ক"
cascade,"1. ক্যাসকেড, 2. ক্যাসকেড"
case,মামলা
cathod ray tube (CRT),ক্যাথোড-রে-টিউব (সিআরটি)
cathode ray tube (CRT),ক্যাথোড রে টিউব (CRT) ক্যাথোড রে টিউব
CD ROM disk drive,সিডি রম ডিস্ক ড্রাইভ
cell,সেল
cell animation,সেল অ্যানিমেশন
cellular phone,মোবাইল ফোন
central memory,"1. কেন্দ্রীয় স্মৃতি, 2. কেন্দ্রীয় স্মৃতি"
central processing unit (CPU),কেন্দ্রীয় প্রক্রিয়াকরণ ইউনিট (CPU)
centralized system,কেন্দ্রীভূত ব্যবস্থা
certified tape,প্রমাণীকৃত টেপ
chain,চেইন
chain data,"1.সিরিজ ডেটা, 2.সিরিজ কন্টেন্ট"
chain link,চেইন লিঙ্ক
chaining,চেইনিং
channel,"1.চ্যানেল, 2.চ্যানেল"
channel busy tone,"1.চ্যানেল ব্যস্ত টোন, 2.চ্যানেল ব্যস্ত টোন"
channel capacity,"1.চ্যানেল ক্ষমতা, 2.চ্যানেল ক্ষমতা"
channel controller,"1.চ্যানেল কন্ট্রোলার, 2.চ্যানেল কন্ট্রোলার"
channel error,"1. চ্যানেল ত্রুটি, 2. চ্যানেল ত্রুটি৷"
channel program,"1.চ্যানেল প্রোগ্রাম, 2.চ্যানেল প্রোগ্রাম"
channel reliability,"1.চ্যানেল নির্ভরযোগ্যতা, 2.চ্যানেল নির্ভরযোগ্যতা"
channel set,"1.চ্যানেল সেট, 2.চ্যানেল সেট"
character,প্রতীক
character code,"1. অক্ষর কোড, 2. অক্ষর কোড"
character key,অক্ষর কী
character reader,চরিত্র পাঠক
character size,"1. প্রতীকের আকার, 2. প্রতীকের আকার"
chart,সচিত্র
chassis,"1.চ্যাসিস, 2.চ্যাসিস"
check bit,বিট চেক
check digit,চেক পয়েন্ট
check sum,মোট চেক
check word,চেক শব্দ
chip,চিপ
chip set,চিপ সেট
choose,"1. চয়ন করুন, 2. চয়ন করুন৷"
chromatically,বর্ণানুক্রমিকভাবে
cipher,"1.সফর, 2. শূন্য, 3. নাবিক"
circuit,সার্কিট
circular list,চেনাশোনা তালিকা
cirus,সেরেস
citation,উল্লেখ
class,"1.শ্রেণী, 2.শ্রেণী"
class variable,ক্লাস পরিবর্তনশীল
classification,শ্রেণীবিভাগ
clear,স্ক্যাভেঞ্জিং
clear area,পরিষ্কার এলাকা
clear channel,"1. সিস্টেম পরিষ্কার করুন, 2. চ্যানেল পরিষ্কার করুন"
click,চাপুন
client,"1. গ্রাহক, 2. ক্লায়েন্ট"
client server,"1.ক্লায়েন্ট সার্ভার, 2.ক্লায়েন্ট সার্ভার"
client stub,গ্রাহক স্টাব
clip art,কর্তন
clip art library,শিয়ারিং আর্ট লাইব্রেরি
clip board,ক্লিপ বোর্ড
clipper,ক্লিপার
clipper chip,ক্লিপার চিপ
clique,উপদল
clock,"1.ঘড়ি, 2. ক্যালাড"
clock cycle,ঘড়ি চক্র
clock frequency,ঘড়ি ফ্রিকোয়েন্সি
clock hardware,কালাদ হার্ডওয়্যার
clock pulse,কালাদ স্প্যান্ড
clock speed,ঘরির গতি
clock synchronization,সময় সিঙ্ক্রোনাইজেশন
clock tick,ঘড়ির টিক টিক
clone,ক্লোন
close,বন্ধ
close circuit TV (CCTV),ক্লোজড সার্কিট টিভি (সিসিটিভি)
closure,বর্ণনা
cloud computing,"1.ক্লাউড কম্পিউটিং, 2.ক্লাউড কম্পিউটিং"
cluster,গুচ্ছ
coated card,"1.কভারড কার্ড, 2. প্রলিপ্ত শীট"
coated paper,লেপা কাগজ
coaxial,সমাক্ষীয়
coaxial cable,সমাক্ষ তারের
codasyl,কোডাসিল
code,"1.কোড, 2.কোড"
code generator,"1. কোড জেনারেটর, 2. উৎপাদকের কোড"
code page,কোড পৃষ্ঠা
code word,"1.কোড শব্দ, 2.কোড শব্দ"
coder,"1.কোডার, 2.কোডার"
coding check,"1. এনকোডিং পরীক্ষা, 2. কোডিং পরীক্ষা"
coding form,এনকোডিং ফর্ম
coding sheet,"1. এনকোডিং শীট, 2. কোডিং শীট"
coefficient,গুণাঙ্ক
coherence,সংহতি
cold boot,"1.কোল্ড বুট, 2.কোল্ড স্টার্ট"
cold start,ঠান্ডা শুরু
collaboration,সাহায্য
collapse,পতন
collate,"1.সংগঠন, 2.সংযুক্তি"
collate tape,"1. ইন্ডেক্সড টেপ, 2. কলেট টেপ"
collision,সংঘর্ষ
colon,কোলন
colour (color),"1.অক্ষর, 2.রঙ"
colour saturation,রঙ স্যাচুরেশন
colour table,রঙের টেবিল
column,স্তম্ভ
combination,সংমিশ্রণ
combo box,যৌগিক বাক্স
command,"1.command, 2.command"
command button,আদেশ বোতাম
command list,কমান্ড তালিকা
comment,মন্তব্য করুন
commitment,"1. অঙ্গীকার, 2. অঙ্গীকার"
commodity,জিনিস
Common Business Oriented Language (Cobol),কমন বিজনেস ওরিয়েন্টেড ল্যাঙ্গুয়েজ (COBOL)
common error,সাধারণ ত্রুটি
common language,সাধারণ ভাষা
common routine,"1.সাধারণ নাম, 2. স্বাভাবিক রুটিন"
communication,যোগাযোগ
communication line,যোগাযোগ লাইন
communication mode,যোগাযোগ মোড
communication network,"1. যোগাযোগ নেটওয়ার্ক, 2. যোগাযোগ নেটওয়ার্ক"
communication parameter,যোগাযোগ পরামিতি
communication system,যোগাযোগ ব্যবস্থা
compaction,কম্প্যাকশন
compander,কম্প্রেসার
companding,কম্প্রেশন ট্রান্সমিশন
company network,কোম্পানি নেটওয়ার্ক
comparison test,তুলনা পরীক্ষা
compatibility,"1. সামঞ্জস্য, 2. সামঞ্জস্য"
compatible,উপযুক্ত
compilation,সংকলন
compile and go,সংকলন এবং নির্বাহ
compiler,"1.কম্পাইলার, 2.প্রোগ্রাম ট্রান্সফার"
compiler language,কম্পাইলার ভাষা
complementary,সাপ্লিমেন্ট
complement-on-ten,দশের পরিপূরক
complementor,সাপ্লিমেন্ট
complete carry,"1. সম্পূর্ণরূপে অর্জিত, 2. সম্পূর্ণরূপে অর্জিত"
complex,যৌগিক
complex number,জটিল সংখ্যা
component,গঠনকারী
component object model (COM),com
composite,যৌথ
composition,সংমিশ্রণ
computational,"1. গণনাযোগ্য, 2. গণনাযোগ্য"
computer,কম্পিউটার
computer centre,কম্পিউটার কেন্দ্র
computer expert,কম্পিউটার বিশেষজ্ঞ
computer graphics,কম্পিউটার গ্রাফিক্স
computer instruction,কম্পিউটার নির্দেশনা
computer language,"1.কম্পিউটার ভাষা, 2.কম্পিউটার ভাষা"
computer network,"1.কম্পিউটার নেটওয়ার্ক, 2.কম্পিউটার নেটওয়ার্ক"
computer science,কম্পিউটার বিজ্ঞান
computer security,কম্পিউটার নিরাপত্তা
computer simulaton,কম্পিউটার সিমুলেশন
computer specialist,কম্পিউটার বিশেষজ্ঞ
computerisation,কম্পিউটারাইজেশন
computerist,কম্পিউটারবিদ
computerize,কম্পিউটারাইজেশন
computing,"1. গণনা, 2. গণনা"
concept,ধারণা
concurrency,"1.প্রতিসাম্য, 2.সঙ্গতি, 3.সঙ্গম"
concurrent,"সমবর্তী, অভিন্ন"
condition variable,সীমাবদ্ধতা পরিবর্তনশীল
conditional operator,সীমাবদ্ধ অপারেটর
conditional statement,সীমাবদ্ধ বিবৃতি
conductor,ড্রাইভার
conferencing,"1. দূরবর্তী সম্মেলন, 2. সম্মেলন"
confidentiality,গোপনীয়তা
configuration,"1. কনফিগারেশন, 2. কনফিগারেশন"
congestion,যানজট
conjunction,সংমিশ্রণ
connect speed,সংযোগের গতি
connection,সংযোগ
connection less communication,সংযোগহীন যোগাযোগ
connection release,অধিভুক্তি প্রকাশ
connectivity,সংযোগ
connector,"1. সংযোগকারী, 2. সংযোগকারী"
consecutive,একটানা
consequent,অনুসরণ করা
console,কনসোল
consolidation,একত্রীকরণের
constant,"1.অ্যাসাইনমেন্ট, 2. ধ্রুবক"
constant instruction,ধ্রুবক নির্দেশ
constraint,সীমাবদ্ধ
constructor,নির্মাণকারী
container,পাত্র
content,"1. বিষয়বস্তু, 2. উদ্ধৃতি"
context,প্রসঙ্গ
context free grammar (CFG),প্রসঙ্গ মুক্ত ব্যাকরণ (cfg)
context switch,প্রসঙ্গ সুইচ
contingency,"1. নৈমিত্তিক, 2. কন্টিনজেন্ট"
contraction,অসঙ্গতি
contrast,বিপরীত
control,নিয়ন্ত্রণ
control area,কন্টেনমেন্ট জোন
control bit,নিয়ন্ত্রণ বিট
control bus,নিয়ামক বাস
control card,নিয়ন্ত্রণ কার্ড
control circuit,নিয়ন্ত্রণ বর্তনী
control cycle,নিয়ন্ত্রণ চাকা
control engineering,"1. কন্ট্রোল ইঞ্জিনিয়ারিং, 2. কন্ট্রোল ইঞ্জিনিয়ারিং"
control key,নিয়ন্ত্রণ কী
control logic,নিয়ন্ত্রণ যুক্তি
control loop,নিয়ন্ত্রণ লুপ
control mark,নিয়ন্ত্রণ চিহ্ন
control operation,নিয়ন্ত্রণ অপারেশন
control panel,কন্ট্রোল প্যানেল
control signal,নিয়ন্ত্রণ সংকেত
control switch,কন্ট্রোল সুইচ
control tape,নিয়ন্ত্রণ টেপ
control terminal,"1. কন্ট্রোল টার্মিনাল, 2. কন্ট্রোল টার্মিনাল"
control unit (CU),"1. কন্ট্রোল ইউনিট, 2. নিয়ন্ত্রণ ইউনিট"
convergence,অভিন্নতা
conversation,সংলাপ
conversational time sharing,কথোপকথন কল
conversion,রূপান্তর
converter,রূপান্তরকারী
Cook's theorem,কুকের উপপাদ্য
co-processor,সহ-প্রসেসর
copy,অনুলিপি
copyright,কপিরাইট
cord,কর্ড
cordless telephone,"1. কর্ডলেস টেলিফোন, 2. বেতার টেলিফোন, 3. বেতার টেলিফোন"
corollary,উপতত্ত্ব
correction,সংশোধন
corrupted,"1. অব্যবহারযোগ্য, 2. বিকৃত"
count,হিসাব
counter,স্কোরার
country code,কান্ট্রি কোড
covariance,সহবাস
coverage,"1. ব্যাপ্তি এলাকা, 2. সম্প্রচার"
crash,পতন
critical path,জটিল পথ
critical path method (CPM),ক্রিটিক্যাল পাথ মেথড (CPM)
