Marathi,Tamil
अ‍ॅडॉप्टिव्ह ट्रान्सव्हर्सल इक्वेलायझर,தகவமைப்பு குறுக்குவெட்டு சமநிலை
जोडलेली प्रविष्टी,நுழைவு சேர்க்கப்பட்டது
परिशिष्ट,கூடுதல்
अ‍ॅडर,அடி
अ‍ॅडडर सबट्रॅक्टर,சேர்க்கை துணைப்பிரிவு
फाईल जोडा,கோப்பைச் சேர்க்கவும்
अतिरिक्त वर्ण (= विशेष वर्ण),கூடுதல் எழுத்து (= சிறப்பு எழுத்து)
व्यतिरिक्त रेकॉर्डर,கூடுதலாக ரெக்கார்டர்
व्यतिरिक्त सारणी,கூடுதலாக அட்டவணை
अ‍ॅडिटिव्ह विशेषता,சேர்க்கை பண்புக்கூறு
मोड जोडा,பயன்முறையைச் சேர்க்கவும்
ऑपरेशन जोडा,செயல்பாட்டைச் சேர்க்கவும்
पत्ता,முகவரி
पत्तेपणाचा उपाय,முகவரி அளவீடு
पत्ते करण्यायोग्य क्षैतिज स्थिती,முகவரியிடக்கூடிய கிடைமட்ட நிலை
पत्ता योग्य बिंदू,முகவரிக்குரிய புள்ளி
पत्ता योग्य स्थिती,முகவரி செய்யக்கூடிய நிலை
पत्ते करण्यायोग्य नोंदणी,முகவரிக்குரிய பதிவு
पत्ता योग्य स्टोरेज,முகவரியிடக்கூடிய சேமிப்பு
पत्ता योग्य अनुलंब स्थिती,முகவரியிடக்கூடிய செங்குத்து நிலை
अ‍ॅड्रेस बस,முகவரி பஸ்
पत्ता कोड,முகவரி குறியீடு
पत्ता तुलनात्मक,முகவரி ஒப்பீட்டாளர்
पत्ता गणना,முகவரி கணக்கீடு
पत्ता स्थिर,முகவரி மாறிலி
पत्ता रूपांतरण,முகவரி மாற்றம்
पत्ता डेटा,முகவரி தரவு
संबोधित मेमरी,உரையாற்றப்பட்ட நினைவகம்
पत्ता प्रभावी,முகவரி பயனுள்ளதாக இருக்கும்
पत्ता फील्ड,முகவரி புலம்
पत्ता स्वरूप,முகவரி வடிவம்
पत्ता विनामूल्य कार्यक्रम,முகவரி இலவச நிரல்
पत्ता,முகவரி
पत्ता  वर्ण,முகவரி  எழுத்து
व्यत्यय संबोधित करणे,குறுக்கீடு
पळवाट पळवाट,முகவரி லூப்
आभासी मेमरी संबोधित करणे,மெய்நிகர் நினைவகத்தை உரையாற்றுதல்
पत्ता इंटरलॅकिंग,முகவரி ஒன்றோடொன்று
पत्ता नसलेली सूचना स्वरूप,முகவரி இல்லாத அறிவுறுத்தல் வடிவம்
पत्ता ओळ,முகவரி வரி
पत्ता मॅपिंग,முகவரி மேப்பிங்
पत्ता चिन्ह,முகவரி குறி
पत्ता बदल,முகவரி மாற்றம்
पत्ता भाग,முகவரி பகுதி
पत्ता पॉईंटर,முகவரி சுட்டிக்காட்டி
पत्ता नोंदणी,முகவரி பதிவு
पत्ता सिग्नल,முகவரி சமிக்ஞை
पत्ता आकार,முகவரி அளவு
पत्ता जागा,முகவரி இடம்
पत्ता जागा अभिज्ञापक,முகவரி விண்வெளி அடையாளங்காட்டி
पत्ता थांबा,முகவரி நிறுத்தம்
पत्ता ट्रेस,முகவரி சுவடு
पत्ता ट्रॅक,முகவரி பாடல்
पत्ता अनुवाद,முகவரி மொழிபெயர்ப்பு
पत्ता अनुवादक,முகவரி மொழிபெயர்ப்பாளர்
अ‍ॅड-सबस्ट्रॅक्ट वेळ,கூடுதல் துணை நேரம்
वेळ जोडा,நேரம் சேர்க்கவும்
समीप,அடுத்துள்ள
जवळची रचना,அருகிலுள்ள அமைப்பு
समीप चॅनेल,அருகிலுள்ள சேனல்
समीप डोमेन,அருகிலுள்ள டொமைன்
समीप मॅट्रिक्स,அருகிலுள்ள மேட்ரிக்ஸ்
समीप नोड,அருகிலுள்ள முனை
समीप सुबेरिया,அருகிலுள்ள சப்ரியா
संक्षिप्त रुप (सिस्टम),தொடை (அமைப்பு)
समायोजित करा,சரிசெய்யவும்
समायोज्य मर्यादा,சரிசெய்யக்கூடிய அளவு
मजकूर मोड समायोजित करा,உரை பயன்முறையை சரிசெய்யவும்
प्रशासकीय डेटा प्रक्रिया,நிர்வாக தரவு செயலாக்கம்
प्रशासकीय ऑपरेशन,நிர்வாக செயல்பாடு
प्रशासकीय ऑपरेटर,நிர்வாக ஆபரேட்டர்
प्रशासकीय ऑपरेटर स्टेशन,நிர்வாக ஆபரேட்டர் நிலையம்
प्रशासकीय समर्थन प्रणाली,நிர்வாக ஆதரவு அமைப்பு
प्रगत संप्रेषण सेवा,மேம்பட்ட தொடர்பு சேவை
प्रगत माहिती प्रणाली,மேம்பட்ட தகவல் அமைப்பு
प्रगत ऑप्टिकल कॅरेक्टर रीडर,மேம்பட்ட ஆப்டிகல் கேரக்டர் ரீடர்
प्रगत वैज्ञानिक संगणक,மேம்பட்ட அறிவியல் கணினி
हवाई,வான்வழி
एकूण,மதிப்பீட்டு
एकूण अभिव्यक्ती,மொத்த வெளிப்பாடு
लक्ष्य वर्तुळ,இலக்கு வட்டம்
लक्ष्य फील्ड (= लक्ष्य चिन्ह),இலக்கு புலம் (= இலக்கு சின்னம்)
लक्ष्य प्रतीक,நோக்கம் சின்னம்
एअरबोर्न संगणक प्रणाली,வான்வழி கணினி அமைப்பு
बीजगणित ईगेनव्हल्यू समस्या,இயற்கணித ஈஜென்வெல்யூ சிக்கல்
बीजगणित  एकत्रीकरण,இயற்கணித  ஒருங்கிணைப்பு
बीजगणित भाषा,இயற்கணித மொழி
बीजगणित हाताळणी,இயற்கணித கையாளுதல்
बीजगणित मॅनिपुलेशन भाषा,இயற்கணித கையாளுதல் மொழி
बीजगणित ओरिएंटेड भाषा,இயற்கணித சார்ந்த மொழி
बीजगणित शिफ्ट,இயற்கணித மாற்றம்
बीजगणित साइन कन्व्हेन्शन,இயற்கணித அடையாளம் மாநாடு
अल्गोल,அல்கோல்
अल्गोल वैशिष्ट्य,அல்கோல் அம்சம்
अल्गोल प्रोग्रामिंग,அல்கோல் நிரலாக்க
अल्गोरिदम,வழிமுறை
अल्गोरिदम असोसिएटिव्ह भाषा,அல்காரிதம் துணை மொழி
अल्गोरिदम वर्गीकरण,வழிமுறை வகைப்பாடு
अल्गोरिदम जटिलता,வழிமுறை சிக்கலானது
अल्गोरिदम संगणन,அல்காரிதம் கணக்கீடு
अल्गोरिदम विश्लेषण,வழிமுறை பகுப்பாய்வு
अल्गोरिदम दृष्टिकोन,வழிமுறை அணுகுமுறை
अल्गोरिदम भाषा,வழிமுறை மொழி
अल्गोरिदम नित्यक्रम,வழிமுறை வழக்கம்
अल्गोरिदम सिद्धांत,வழிமுறை கோட்பாடு
उर्फ,மாற்றுப்பெயர்
अलियासिंग,மாற்றுப்பெயர்ச்சி
उर्फ नाव (= वैकल्पिक नाव),மாற்றுப்பெயர் பெயர் (= மாற்று பெயர்)
संरेखन,சீரமைப்பு
वाटप,ஒதுக்கவும்
वाटप रचना,ஒதுக்கீடு அமைப்பு
सर्व हेतू संगणक,அனைத்து நோக்கம் கொண்ட கணினி
वर्णमाला वर्ण,அகரவரிசை எழுத்து
वर्णमाला वर्ण सेट,அகரவரிசை எழுத்து தொகுப்பு
अल्फाबेटिक कॅरेक्टर सबसेट,அகரவரிசை எழுத்து துணைக்குழு
वर्णमाला कोड,அகரவரிசை குறியீடு
वर्णमाला शिफ्ट,அகரவரிசை மாற்றம்
वर्णमाला स्ट्रिंग,அகரவரிசை சரம்
वर्णमाला शब्द,அகரவரிசை சொல்
वर्णमाला,அகரவரிசை
अल्फेजोमेट्रिक्स,ஆல்பாஜோமெட்ரிக்ஸ்
अल्फामेरिक,ஆல்பமெரிக்
अल्फामोसॅक,ஆல்பமோசைக்
अल्फान्यूमेरिक,எண்ணெழுத்து
अल्फान्यूमरिकल कीबोर्ड डिव्हाइस,எண்ணெழுத்து விசைப்பலகை சாதனம்
अल्फान्यूमेरिक कॅरेक्टर सेट,எண்ணெழுத்து எழுத்து தொகுப்பு
अल्फान्यूमेरिक कोड,எண்ணெழுத்து குறியீடு
अल्फान्यूमेरिक कोडेड कॅरेक्टर सेट,எண்ணெழுத்து குறியீட்டு எழுத்து தொகுப்பு
अल्फान्यूमेरिक डेटा,எண்ணெழுத்து தரவு
अल्फान्यूमेरिक डिस्प्ले डिव्हाइस,எண்ணெழுத்து காட்சி சாதனம்
अल्फान्यूमेरिक संपादित वर्ण,எண்ணெழுத்து திருத்தப்பட்ட எழுத்து
अल्फान्यूमेरिक फील्ड,எண்ணெழுத்து புலம்
अल्फान्यूमेरिक सूचना,எண்ணெழுத்து அறிவுறுத்தல்
अल्फान्यूमेरिक कीबोर्ड,எண்ணெழுத்து விசைப்பலகை
अल्फान्यूमेरिक क्रमवारी,எண்ணெழுத்து வகை
अल्फान्यूमेरिक स्टोरेज,எண்ணெழுத்து சேமிப்பு
बदलण्यायोग्य मेमरी,மாற்றக்கூடிய நினைவகம்
बदल स्विच,மாற்ற சுவிட்ச்
बदल,மாற்றுதல்
बदल मोड,மாற்று பயன்முறை
वैकल्पिक पुनर्प्राप्ती,மாற்று மீட்பு
वैकल्पिक मार्ग,மாற்று பாதை
वैकल्पिक मार्ग,மாற்று ரூட்டிங்
वैकल्पिक ट्रॅक,மாற்று பாதை
अल्टरनेशन (= किंवा ऑपरेशन),மாற்று (= அல்லது செயல்பாடு)
वैकल्पिक गुणधर्म,மாற்று பண்புக்கூறு
वैकल्पिक नकार (= नाही आणि ऑपरेशन),மாற்று மறுப்பு (= இல்லை-மற்றும் செயல்பாடு)
अस्पष्टता त्रुटी,தெளிவற்ற பிழை
संदिग्ध संदर्भ,தெளிவற்ற குறிப்பு
एनालॉग,அனலாக்ஸ்
एनालॉग अ‍ॅडडर,அனலாக் சேர்க்கை
एनालॉग चॅनेल,அனலாக் சேனல்
एनालॉग संगणक,அனலாக் கணினி
एनालॉग कन्व्हर्टर,அனலாக் மாற்றி
एनालॉग डेटा,அனலாக் தரவு
एनालॉग विभाजक,அனலாக் டிவைடர்
अ‍ॅनालॉग सुविधा टर्मिनल,அனலாக் வசதி முனையம்
एनालॉग फंक्शन  जनरेटर,அனலாக் செயல்பாடு  ஜெனரேட்டர்
एनालॉग एकत्रीकरण,அனலாக் ஒருங்கிணைப்பு
एनालॉग गुणक,அனலாக் பெருக்கி
एनालॉग प्रोग्रामिंग,அனலாக் நிரலாக்க
एनालॉग स्केलिंग,அனலாக் அளவிடுதல்
एनालॉग सिग्नल,அனலாக் சிக்னல்
एनालॉग सिम्युलेशन,அனலாக் உருவகப்படுத்துதல்
एनालॉग स्विच,அனலாக் சுவிட்ச்
एनालॉग सिस्टम,அனலாக் அமைப்பு
डिजिटल टू डिजिटल  कन्व्हर्टर,டிஜிட்டலுக்கு அனலாக்  மாற்றி
डिजिटल टू डिजिटल  एन्कोडर,டிஜிட்டலுக்கு அனலாக்  குறியாக்கி
एनालॉग ट्रान्समिशन,அனலாக் பரிமாற்றம்
एनालॉग प्रकार,அனலாக் வகை
विश्लेषण ब्लॉक,பகுப்பாய்வு தொகுதி
विश्लेषण मोड,பகுப்பாய்வு முறை
विश्लेषणात्मक इंजिन,பகுப்பாய்வு இயந்திரம்
वडिलोपार्जित कार्य,மூதாதையர் பணி
सहायक उपकरणे,துணை உபகரணங்கள்
आणि,மற்றும்
आणि सर्किट,மற்றும் சுற்று
आणि घटक,மற்றும் உறுப்பு
आणि गेट,மற்றும் வாயில்
आणि मुखवटा,மற்றும் மறைத்தல்
आणि ऑपरेशन नाही (= अपवर्जन),மற்றும் செயல்பாடு அல்ல (= விலக்கு
आणि ऑपरेशन,மற்றும் செயல்பாடு
अनुबंध मेमरी,இணைப்பு நினைவகம்
भाष्य,சிறுகுறி
अ‍ॅन्युन्सिएटर,அறிவிப்பாளர்
उत्तर परत,பதில்
उत्तर विलंब,பதில் தாமதம்
उत्तर वेळ,பதிலளிக்கும் நேரம்
उत्तर दिवा,பதில் விளக்கு
उत्तर यादी,பதில் பட்டியல்
फक्त उत्तर द्या,பதில்
अपेक्षित मोड,எதிர்பார்ப்பு பயன்முறை
अपेक्षित बफरिंग,எதிர்பார்ப்பு இடையக
अपेक्षित वाहून नेणे,எதிர்பார்ப்பு கேரி
अपेक्षित पेजिंग,எதிர்பார்ப்பு பேஜிங்
अँटीकोइन्सिडन्स ऑपरेशन,எதிர்விளைவு செயல்பாடு
अँटीकोइन्सींट घटक,எதிர்விளைவு உறுப்பு
अ‍ॅपरिओडिक ten न्टीना,அபீரியோடிக் ஆண்டெனா
छिद्र कार्ड,துளை அட்டை
छिद्र कोड,துளை குறியீடு
छिद्र वेळ,துளை நேரம்
परिशिष्ट,இணைப்பு
परिशिष्ट कार्य,இணைப்பு பணி
अनुप्रयोग विकसक,பயன்பாட்டு உருவாக்குநர்
अनुप्रयोग स्तर,பயன்பாட்டு அடுக்கு
अनुप्रयोग देणारं भाषा,பயன்பாட்டு சார்ந்த மொழி
अनुप्रयोग पॅकेज,பயன்பாட்டு தொகுப்பு
अनुप्रयोग कार्यक्रम,பயன்பாட்டு நிரல்
अनुप्रयोग प्रोग्रामिंग,பயன்பாட்டு நிரலாக்க
अर्ज आवश्यक भाषा,பயன்பாடு தேவையான மொழி
अनुप्रयोग सॉफ्टवेअर,பயன்பாட்டு மென்பொருள்
अ‍ॅप्लिक,Applique
अंदाजे सिद्धांत,தோராயக் கோட்பாடு
अनियंत्रित प्रवेश,தன்னிச்சையான அணுகல்
अनियंत्रित अनुक्रम संगणक,தன்னிச்சையான வரிசை கணினி
लवाद,நடுவர்
आर्किटेक्चर,கட்டிடக்கலை
संग्रहण,காப்பகப்படுத்துதல்
क्षेत्र कोड,பகுதி குறியீடு
क्षेत्र शोध,பகுதி தேடல்
क्षेत्र हस्तांतरण,பகுதி பரிமாற்றம்
क्षेत्र चल,பகுதி மாறி
युक्तिवाद,வாதம்
युक्तिवाद पत्ता,வாத முகவரி
युक्तिवाद यादी,வாத பட்டியல்
अंकगणित सूचना,எண்கணித அறிவுறுத்தல்
अंकगणित आणि तर्कशास्त्र युनिट,எண்கணித மற்றும் தர்க்க அலகு
अंकगणित असाइनमेंट स्टेटमेंट,எண்கணித ஒதுக்கீட்டு அறிக்கை
अंकगणित तपासणी,எண்கணித சோதனை
अंकगणित स्थिर,எண்கணித மாறிலி
अंकगणित रूपांतरण,எண்கணித மாற்றம்
अंकगणित डेटा,எண்கணித தரவு
अंकगणित अपवाद,எண்கணித விதிவிலக்கு
अंकगणित अभिव्यक्ती,எண்கணித வெளிப்பாடு
अंकगणित निश्चित बिंदू,எண்கணித நிலையான புள்ளி
अंकगणित पदानुक्रम,எண்கணித வரிசைமுறை
अंकगणित जर विधान,அறிக்கை என்றால் எண்கணிதம்
अंकगणित तर्कशास्त्र,எண்கணித தர்க்கம்
अंकगणित लॉजिक युनिट,எண்கணித தர்க்க அலகு
अंकगणित ऑपरेशन,எண்கணித செயல்பாடு
अंकगणित ऑपरेटर,எண்கணித ஆபரேட்டர்
अंकगणित ओव्हरफ्लो,எண்கணித வழிதல்
अंकगणित चित्र डेटा,எண்கணித படத் தரவு
अंकगणित प्राधान्य,எண்கணித முன்னுரிமை
अंकगणित प्राथमिक,எண்கணித முதன்மை
अंकगणित नोंदणी,எண்கணித பதிவு
अंकगणित संबंध,எண்கணித உறவு
अंकगणित स्कॅन,எண்கணித ஸ்கேன்
अंकगणित विभाग,எண்கணித பிரிவு
अंकगणित शिफ्ट,எண்கணித மாற்றம்
अंकगणित शिफ्टिंग,எண்கணித மாற்றம்
अंकगणित विधान,எண்கணித அறிக்கை
अंकगणित संज्ञा,எண்கணித கால
अंकगणित अंडरफ्लो,எண்கணித கீழ்ப்படிதல்
अंकगणित युनिट,எண்கணித அலகு
रचना,வரிசை
अ‍ॅरे बाउंड,வரிசை
अ‍ॅरे संगणक,வரிசை கணினி
अ‍ॅरे आयाम,வரிசை பரிமாணம்
अ‍ॅरे घटक,வரிசை உறுப்பு
अ‍ॅरे अभिव्यक्ती,வரிசை வெளிப்பாடு
अ‍ॅरे नाव,வரிசை பெயர்
संरचनांचा अ‍ॅरे,கட்டமைப்புகளின் வரிசை
अ‍ॅरे प्रिंटिंग,வரிசை அச்சிடுதல்
अ‍ॅरे प्रक्रिया,வரிசை செயலாக்கம்
अ‍ॅरे प्रोसेसर,வரிசை செயலி
बोलण्याचे बिंदू,வெளிப்பாடு புள்ளி
कृत्रिम अनुभूती,செயற்கை அறிவாற்றல்
कृत्रिम बुद्धिमत्ता,செயற்கை நுண்ணறிவு
कृत्रिम भाषा,செயற்கை மொழி
कृत्रिम चल,செயற்கை மாறி
कला अनुप्रयोग डेटा बँक,கலை பயன்பாட்டு தரவு வங்கி
कला अनुप्रयोग संगीत,கலை பயன்பாட்டு இசை
कला अनुप्रयोग नमुना निर्मिती,கலை பயன்பாட்டு முறை உருவாக்கம்
आरोहण,அசெண்டர்
चढत्या क्रमवारी,ஏறும் வரிசை
एएससीएल,ASCIL
एएससीआयआय नियंत्रण वर्ण,ASCII கட்டுப்பாட்டு தன்மை
एएससीआयआय की बोर्ड,ASCII விசை வாரியம்
पैलू,அம்சம்
पैलू आणि,அம்சம் மற்றும்
एकत्र करा,ஒன்றுகூடு
एकत्रित मूळ,கூடியிருந்த தோற்றம்
कालावधी एकत्र करा,காலத்தை ஒன்றிணைக்கவும்
असेंबलर,அசெம்பிளர்
असेंबलर डायरेक्टिव्ह,அசெம்பிளர் டைரெக்டிவ்
असेंबलर सुविधा,அசெம்பிளர் வசதி
असेंबलर भाषा,அசெம்பிளர் மொழி
एकत्र करणे,அசெம்பிளிங்
एकत्रित टप्पा,அசெம்பிளிங் கட்டம்
वेळ एकत्र करणे,நேரம் திரட்டுதல்
असेंब्ली,சட்டசபை
असेंब्ली भाषा,சட்டசபை மொழி
असेंब्ली भाषा प्रोग्रामिंग,சட்டசபை மொழி நிரலாக்க
असेंब्ली भाषा सॉफ्टवेअर लवचिकता,சட்டசபை மொழி மென்பொருள் நெகிழ்வுத்தன்மை
असेंब्ली सूची,சட்டசபை பட்டியல்
असेंब्ली फेज,சட்டசபை கட்டம்
असेंब्लीची दिनचर्या,சட்டசபை வழக்கம்
असेंब्ली वेळ,சட்டசபை நேரம்
असेंब्ली युनिट,சட்டசபை பிரிவு
असाइनमेंट इंडेक्सिंग,ஒதுக்கீட்டு அட்டவணைப்படுத்தல்
असाइनमेंट ऑपरेशन,ஒதுக்கீட்டு செயல்பாடு
असाइनमेंट स्टेटमेंट,ஒதுக்கீட்டு அறிக்கை
असोसिएटिव्ह पत्ता,துணை முகவரி
असोसिएटिव्ह अ‍ॅरे रजिस्टर,துணை வரிசை பதிவு
असोसिएटिव्ह की,துணை விசை
असोसिएटिव्ह भाषा,துணை மொழி
असोसिएटिव्ह मेमरी,துணை நினைவகம்
असोसिएटिव्ह स्टोरेज,துணை சேமிப்பு
गृहीत दशांश बिंदू,தசம புள்ளி என்று கருதப்படுகிறது
असममित डिव्हाइस,சமச்சீரற்ற சாதனம்
असममित I/O,சமச்சீரற்ற i/o
एसिन्क्रोनस,ஒத்திசைவற்ற
एसिन्क्रोनस संगणक,ஒத்திசைவற்ற கணினி
एसिन्क्रोनस डेटा ट्रान्सफर,ஒத்திசைவற்ற தரவு பரிமாற்றம்
एसिन्क्रोनस डेटा ट्रान्समिशन,ஒத்திசைவற்ற தரவு பரிமாற்றம்
एसिन्क्रोनस डिव्हाइस,ஒத்திசைவற்ற சாதனங்கள்
एसिन्क्रोनस ऑपरेशन,ஒத்திசைவற்ற செயல்பாடு
एसिन्क्रोनस सिग्नलिंग,ஒத்திசைவற்ற சமிக்ஞை
एसिन्क्रोनस टाइम डिव्हिजन मल्टिप्लेक्सिंग,ஒத்திசைவற்ற நேர பிரிவு மல்டிபிளெக்சிங்
एसिन्क्रोनस ट्रान्समिशन,ஒத்திசைவற்ற பரிமாற்றம்
एसिन्क्रोनस वर्किंग,ஒத்திசைவற்ற வேலை
संलग्न प्रक्रिया,இணைக்கப்பட்ட செயலாக்கம்
संलग्न प्रोसेसर,இணைக்கப்பட்ட செயலி
संलग्न समर्थन प्रोसेसर,இணைக்கப்பட்ட ஆதரவு செயலி
ऑपरेशन उपस्थित,செயல்பாட்டில் கலந்து கொண்டார்
ट्रेल प्रिंटरला हजेरी लावली,பாதை அச்சுப்பொறியில் கலந்து கொண்டார்
लक्ष व्यत्यय,கவனம் குறுக்கீடு
लक्ष की,கவனம் விசை
क्षीणन,விழிப்புணர்வு
क्षीणन स्थिर,விழிப்புணர்வு மாறிலி
क्षीणकरण विकृती,விழிப்புணர்வு விலகல்
अ‍ॅटेन्युएशन इक्वेलायझर,விழிப்புணர்வு சமநிலை
अ‍ॅटेन्युएटर,அட்டென்யூட்டர்
विशेषता,பண்புக்கூறு
ऐकण्यायोग्य अलार्म,கேட்கக்கூடிய அலாரம்
ऑडिओ कॅसेट,ஆடியோ கேசட்
ऑडिओ चौकशी,ஆடியோ விசாரணை
ऑडिओ लाइन,ஆடியோ வரி
ऑडिओ प्रतिसाद,ஆடியோ பதில்
ऑडिओ प्रतिसाद संदेश,ஆடியோ மறுமொழி செய்தி
ऑडिओ प्रतिसाद युनिट,ஆடியோ மறுமொழி அலகு
ऑडिओटेप स्टोरेज युनिट,ஆடியோடேப் ஸ்டோரேஜ் யூனிட்
ऑडिओ टेलिकम्युनिकेशन लाइन,ஆடியோ தொலைத்தொடர்பு வரி
ऑडिओ टर्मिनल,ஆடியோ முனையம்
ऑडिट कमांड भाषा,தணிக்கை கட்டளை மொழி
ऑडिट प्रोग्रामिंग,தணிக்கை நிரலாக்க
तपासणीचे सूत्र,தணிக்கை சோதனை
ऑगेंड,ஆகஸ்ட்
वाढवणे,அதிகரிப்பு
ऑगमेंटर,ஆக்மென்டர்
लेखक,நூலாசிரியர்
लेखन,படைப்பாற்றல்
लेखन प्रणाली,படைப்பாற்றல் அமைப்பு
अधिकार,அதிகாரம்
अधिकृतता कोड,அங்கீகார குறியீடு
अधिकृत लायब्ररी,அங்கீகரிக்கப்பட்ட நூலகம்
अधिकृत कार्यक्रम,அங்கீகரிக்கப்பட்ட திட்டம்
अधिकृत कार्यक्रम सुविधा,அங்கீகரிக்கப்பட்ட நிரல் வசதி
ऑटो अ‍ॅबस्ट्रॅक्ट,வாகன சுருக்கம்
