Hindi,Bengali
ग्रसित अंग,ক্ষতিগ্রস্থ অঙ্গ
वनरोपण,Afforastation
अनिषेकबीजता,আগামোস্পার্মি
ऐगार,আগর
ऐगेरोस,আগারোজ
ऐगेरोस जेल वैद्युतकण संचलन,আগারোজ জেল এ্যালেট্রোফোরেসিস
एगेरोस बहुलक जेल,আগারোজ পলিমার জেল
एगास्ट,আগস্ট
अगेव,আগাভা
आयु अनुसार वितरण,বয়স বিতরণ
आयु पिरैमिड,বয়স পিরামিড
आश्लेषण,আগ্রাসন
पुंज,সমষ্টি
पुटक पुंज,ফলিকেলের সমষ্টি
पुटक समुच्चय,ফলিকেলের সমষ্টি
"समुच्चय, समुच्चयन",সমষ্টি
आक्रामकता,আগ্রাসন
प्रक्षोभक तंत्र,আন্দোলনকারী সিস্টেম
ऐग्नेथा,অগ্নিথা
अगूटी,আগৌটি
ग्रेना-रहित हरितलवक,অ্যাগ্রানাল ক্লোরোপ্লাস্ট
"अकणकीय, रवाहीन",অ্যাগ্রানুলার
अकणिकाणु,অ্যাগ্রানুলোকাইট
"कृषि, खेती",কৃষি
कृषिवानिकी,কৃষি
"ऐग्रोबैक्टीरियम माध्यित, कृषि-जीवाणु माध्यित",অ্যাগ্রোব্যাক্টেরিয়াম মধ্যস্থতা
ऐग्रोबैक्टीरियम टूमिफेसियन्स,অ্যাগ্রোব্যাক্টেরিয়াম টিউফেসিয়েনস
कृषि-रसायन,এগ্রোকেমিক্যাল
कृषि रसायनिक,এগ্রোকেমিক্যাল
कृषि-जलवायु अंचल,অ্যাগ্রোক্লিম্যাটিক জোন
सस्यीय विशेषक,কৃষি বৈশিষ্ট্য
सस्यविज्ञान,কৃষি
एड्स,এইডস
वायु आशय,বায়ুকোষ
वातानुकूलक,এয়ার কন্ডিশনার
वायु पथ,বাতাস চলাচলের স্থান বা গলি
वायु प्रदूषण,বায়ু দূষণ
वायु कोश,এয়ার স্যাক
वायु धानी,এয়ার ভ্যাকুওল
वायु-श्वसन,বায়ু শ্বাস প্রশ্বাস
एलेन,আলাইন
पक्षाकार पेशी,অ্যালারি পেশী
अलास्काई भूरा भालू,আলাস্কান ব্রাউন বিয়ার
वर्णकहीन,আলবিনো
ऐल्बूगो,আলবুগো
ऐल्बूमिन,অ্যালবামিন
ऐल्बूमिनी बीज,অ্যালবামিনাস বীজ
"ऐल्बूमिनमेह, ऐल्बूमिन्यूरिया",অ্যালবামিনুরিয়া
"रसकाष्ठ, एल्बर्नम",অ্যালবার্নাম
ऐल्सीडी,আলসিডে
ऐल्डिहाइड,আলডিহেড
ऐल्डोस्टेरोन तंत्र,অ্যালডোস্টেরন সিস্টেম
ऐल्डोस्टेरोन,অ্যালডোস্টেরন
ऐल्यूरॉन परत,আলেউরোন স্তর
ऐल्यूरोप्लास्ट,আলেউরোপ্লাস্ট
ऐल्फाल्फा,আলফালফা
शैवाल प्रस्फुटन,অ্যালগাল ব্লুম
ऐल्जिन,অ্যালগিন
विजातीय डी. एन. ए,এলিয়েন ডিএনএ
विदेशी जाति,এলিয়েন প্রজাতি
संरेखण,প্রান্তিককরণ
अनुयोजन,প্রান্তিককরণ
आहार नाल,খাদ্যনালী
आहार-तंत्र,অ্যালিমেন্টারি সিস্টেম
ऐलिस्मेसी,আলিসম্যাসেস
ऐल्केलॉइड,ক্ষারীয়
क्षारीय,ক্ষারীয়
ऐल्कैप्टनमेह,অ্যালকাপ্টোনুরিয়া
अपरापोषिका,অ্যালান্টোইস
विकल्पी आवृत्ति,অ্যালিল ফ্রিকোয়েন্সি
"विकल्पी, युग्मविकल्पी",অ্যালিল
विकल्पी युग्म,Allelomorphic জুটি
"प्रत्यूर्जक, एलर्जन",অ্যালার্জেন
"नक्र, ऐलिगेटर",অলিগেটর
ऐलियम सीपा,অ্যালিয়াম সিইপিএ
परनिषेचन,অ্যালোগ্যামি
अपरनिरोप,অলোগ্রাফ্ট
विस्थानिक जाति-उद्भवन,অ্যালোপ্যাট্রিক স্পেসিফিকেশন
अपरबहुगुणित,অ্যালোপলিপ্লয়েড
अपरस्थली प्रभाव,অ্যালোস্টেরিক প্রভাব
अपरस्थली एंजाइम,অ্যালোস্টেরিক এনজাইম
अपरस्थलीय संदमक,অ্যালোস্টেরিক ইনহিবিটার
अपरस्थली मॉडुलन,অ্যালোস্টেরিক মড্যুলেশন
अपरस्थलीय स्थान,অ্যালোস্টেরিক সাইট
अपरस्थली संदमन,অ্যালোস্টেরিক বাধা
अपरचतुर्गुणित,Allotetraploid
ऐलनस,অ্যালাস
ऐलो,অ্যালো
ऐक्सॉन की दिशा में,অ্যাক্সন বরাবর
ऐल्फा-ऐंटीट्रीप्सिन,আলফা-অ্যান্টিট্রিপসিন
"ऐल्फा लैक्टऐल्बूमिन, ऐल्फा-दुग्धऐल्बूमिन",আলফা-ল্যাকটালবুমিন
अल्पाइन जलवायवीय परिस्थिति,আলপাইন জলবায়ু অবস্থা
अल्पाइन शाद्वल,আল্পাইন মেডো
अल्पाइन क्षेत्र,আলপাইন জোন
ऐल्स्टोनिया,অ্যালস্টোনিয়া
आल्टर्नेरिया,বিকল্প
एकांतर,বিকল্প
पीढ़ी-एकांतरण,প্রজন্মের বিকল্প
तुंगता अस्वस्थता,উচ্চতায় অসুস্থতা
तुगंता,উচ্চতা
कूपिका वाहिनी,অ্যালভোলার নালী
एलाइटीज,অ্যালাইটেস
ऐल्जाइमर रोग,আলঝেইমার রোগ
अतंत्रिकाक्षी कोशिका,আমাক্রাইন সেল
अमारेंथेसी,অমরান্থেসি
अमारेंथस (चौलाई),অমরান্থাস
परिवेश परासरणी सांद्रण,পরিবেষ্টিত ওসমোটিক ঘনত্ব
ऐम्बिस्टोमा,অ্যাম্বিস্টোমা
ऐमाइड,অ্যামাইড
ऐमीनो अम्ल,অ্যামিনো অ্যাসিড
ऐमीनो अम्ल-ग्राही,অ্যামিনো অ্যাসিড গ্রহণকারী
ऐमीनोएसिल टी-आर.एन.ए.सिन्थेटेज,অ্যামিনোসিল টি আরএনএ সিনথেটিজ
ऐमीनोएसिलीयन,অ্যামিনোসিলেশন
असूत्री विभाजन,অ্যামিটোসিস
अमोनिया,অ্যামোনিয়া
अमोनीकरण,অ্যামোনিফিকেশন
अमोनिया-उत्सर्जन,অ্যামোনোটেলিজম
उल्बवेधन,অ্যামনিওসেন্টেসিস
उल्बवेधन तकनीक,অ্যামনিওসেন্টেসিস কৌশল
उल्बकोशिका,অ্যামনিওসাইট
उल्ब,অ্যামনিয়ন
उल्ब तरल,অ্যামনিয়োটিক তরল
उल्ब कला,অ্যামনিয়োটিক ঝিল্লি
उल्ब कोश,Amniotic কোষ
अमीबा,অ্যামিবা
"अमीबाणु, अमीबीकोशिका",অ্যামিবোসাইট
"अमीबाभ, अमीबीय",অ্যামোবয়েড
अमीबाभ लसीकाणु,অ্যামোবয়েড লিম্ফোসাইট
"अमीबीय गति, अमीबाभ गति",অ্যামোবয়েড আন্দোলন
"रवाहीन, अक्रिस्टलीय",নিরাকার
"मात्रा, परिमाण",পরিমাণ
ऐम्फेटैमीन,অ্যাম্ফিটামিন
ऐम्फिबिया,উভচর
ऐम्फिबियन (प्राणी),উভচর
उभयचर,উভচর
एम्फिऑक्सस,অ্যাম্ফিওক্সাস
ऐम्फिऑक्सस लेन्सयोलेटस,অ্যাম্ফিওক্সাস ল্যানসোল্যাটাস
उभयसंवेदी,অ্যাম্পিপ্যাথিক
उभयसंवेदी वसा,অ্যাম্পিপ্যাথিক লিপিড
ऐम्फिसार्का,অ্যাম্ফিসারকা
ऐम्पिसिलिन,অ্যাম্পিসিলিন
"तुंबिका, ऐंपुला",আম্পুল্লা
तुंबिका ग्रंथि,অ্যাম্পুলারি গ্রন্থি
ऐमिग्डल,অ্যামিগডাল
वातामक,অ্যামিগডেল
ऐमिग्डालिन,অ্যামিগডালিন
एमिलेज,অ্যামাইলেস
मंडलवक,অ্যামাইলোপ্লাস্ট
ऐनाबीना,আনাবেনা
ऐनाबस,আনাবাস
उपचय पथक्रम,অ্যানাবোলিক পথ
उपचय,অ্যানাবোলিজম
ऐनाकार्डिएसी,Anacardiaceae
अरक्तता,রক্তাল্পতা
"अवायुजीव, अनॉक्सी जीव",অ্যানেরোব
अवायवी ईंधन,অ্যানেরোবিক জ্বালানী
"अवायु-श्वसन, अनॉक्सीय श्वसन",অ্যানেরোবিক শ্বাস প্রশ্বাস
अवायवी आपंक पाचित्र,অ্যানেরোবিক স্ল্যাজ ডাইজেস্টর
"अवायवी, अवायुजीवी",অ্যানেরোবিক
एनाइमा,আনাইমা
"गुदीय, गुद",মলদ্বার
पक्षांत,মলদ্বার
"गुदीय द्वारक, गुद छिद्र",মলদ্বার অ্যাপারচার
गुदलूम,মলদ্বার সেরসি
पक्षांत पाश,মলদ্বার লুপ
गुदशूक,মলদ্বার শৈলী
समवृत्ति,সাদৃশ্য
"सदृश, अनुरूप",সাদৃশ্য
समवृत्तिता,উপমা
"सादृश्य, अनुरूपता",উপমা
विश्लेषण,বিশ্লেষণ
पश्चावस्था,অ্যানাফেজ
शारीरी रोध,শারীরবৃত্তীয় বাধা
शारीरीय पक्ष,শারীরবৃত্তীয় দিক
शारीरज्ञ,অ্যানাটোমিস্ট
शारीर,অ্যানাটমি
पूर्वज वंशज अनुक्रम,পূর্বপুরুষ বংশোদ্ভূত ক্রম
पूर्वज वंशक्रम,পৈতৃক বংশ
पूर्वज अनुक्रम,পৈতৃক ক্রম
ऐंकिलोस्टोमा,অ্যান্সিলোস্টোমা
पुमंग,অ্যান্ড্রোসিয়াম
"ऐंड्रोजेन, पुंजन",অ্যান্ড্রোজেন
अरक्तता,রক্তাল্পতা
अनेमनी,অ্যানিমোন
असुगुणित,অ্যানিউপ্লয়েড
असुगुणिता,Aneuploidy
ऐंजाइना,এনজিনা
वाहिकाचित्र,অ্যাঞ্জিওগ্রাম
ऐंजिओग्राफ,অ্যাঞ্জিওগ্রাফ
"वाहिकाचित्रण, ऐंजिओग्राफी",অ্যাঞ্জিওগ্রাফি
"वाहिका-संधान, ऐंजिओप्लास्टी",অ্যাঞ্জিওপ্লাস্টি
आवृतबीजी,সপুষ্পক
ऐंजिओटेन्सिन,অ্যাঞ্জিওটেনসিন
ऐंजिओटेन्सिनोजन,অ্যাঞ্জিওটেনসিনোজেন
वडिश मीन,অ্যাংলার ফিশ
ऐंग्विना,অ্যাঙ্গুইনা
ऐन्गुइस,অ্যাঙ্গুইস
प्राणी,প্রাণী
पशु,প্রাণী
पशु शमल,প্রাণী গোবর
पशुपालन,পশুপালন
प्राणी गुणसूत्रप्ररूपण,প্রাণী ক্যারিওটাইপিং
प्राणिजगत्,প্রাণী কিংডম
प्राणि-ऊतक,প্রাণী টিস্যু
ऐनिमेलिया,অ্যানিমালিয়া
ऋणायन,অ্যানিয়ন
विषमदैशिक पट्ट,অ্যানিসোট্রপিক ব্যান্ড
अनीलन,অ্যানিলিং
ऐनेलिड (प्राणी),অ্যানেলিড
ऐनेलिडा,অ্যানেলিডা
वार्षिक वलय,বার্ষিক রিং
वलयाकार,কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায় কথায়
"वलयांश, ऐन्यूल",অ্যানুল
असंगत प्ररूप,অসাধারণ প্রকার
ऐनोफेलीज,অ্যানোফিলস
चींटीखोर,পিঁপড়া ইটার
विरोधी,বিরোধী
दक्षिण ध्रुवीय,অ্যান্টার্কটিক
शृंगिका,অ্যান্টেনা
ऐन्टेना संकुल,অ্যান্টেনা কমপ্লেক্স
शृंगिका ग्रंथि,অ্যান্টেনাল গ্রন্থি
अग्र (अधर) घूसर शृंग,পূর্ববর্তী (ভেন্ট্রাল) ধূসর শিং
अग्र पीयूषिका,পূর্ববর্তী হাইপোফাইসিস
अग्र अंतरानिलयी परिखा,পূর্ববর্তী ইন্টারভেন্ট্রিকুলার সালকাস
परागकोश,অ্যান্থার
पराग संवर्धन,অ্যান্থার সংস্কৃতি
पुंधानी,অ্যানথেরিডিয়াম
पुमणु,অ্যানথেরোজয়েড
ऐन्थोसिरोस,অ্যান্থোসেরোস
ऐन्थोसिरोटॉप्सिडा,অ্যান্থোসারোটোপিডিডা
ऐन्थ्रैक्स,অ্যানথ্রাক্স
मानवजनित विलोपन,অ্যানথ্রোপোজেনিক বিলুপ্তি
मानवविज्ञान,নৃবিজ্ঞান
प्रतिजीवाणुक,অ্যান্টিব্যাকটেরিয়াল
प्रतिजैविक पेनिसिलिन,অ্যান্টিবায়োটিক পেনিসিলিন
प्रतिजैविक प्रतिरोधी,অ্যান্টিবায়োটিক প্রতিরোধী
प्रतिजैविक,অ্যান্টিবায়োটিক (গুলি)
"प्रतिरक्षी, प्रतिपिंड",অ্যান্টিবডি
"प्रतिरक्षी युग्म, प्रतिपिंड युग्म",অ্যান্টিবডি দম্পতি
प्रतिरक्षी माध्यित प्रतिरक्षा,অ্যান্টিবডি মধ্যস্থতা অনাক্রম্যতা
प्रतिस्कंदक,অ্যান্টিকোয়ুল্যান্ট
प्रतिप्रकूट पाश (प्रतिकोडॉन पाश),অ্যান্টিকোডন লুপ
प्रति-अवसादक,এন্টিডিপ্রেসেন্ট
प्रतिमूत्रल हॉर्मोन,অ্যান্টিডিউরেটিক হরমোন (এডিএইচ)
प्रतिजन जीन,অ্যান্টিজেন জিন
प्रतिजन-प्रतिरक्षी सम्मिश्र,অ্যান্টিজেন-অ্যান্টিবডি কমপ্লেক্স
प्रतिजनी निर्धारक,অ্যান্টিজেনিক নির্ধারক
प्रतिपोषक कारक,অ্যান্টিনিউট্রিশনাল ফ্যাক্টর
प्रतिऑक्सीकारक,অ্যান্টিঅক্সিড্যান্ট
प्रतिव्यासांत केंद्रक,অ্যান্টিপোডাল নিউক্লিয়াস
प्रति-अर्थक आर.एन.ए.,অ্যান্টি-সেন্স আরএনএ
प्रतिविषाणुक प्रोटीन,অ্যান্টিভাইরাল প্রোটিন
गह्वर,অ্যান্ট্রাম
अकेंद्रकी,Nucleate
गुदा,মলদ্বার
दुश्चिंता विकार,উদ্বেগ ব্যাধি
महाधमनी चाप,মহাধমনীর খিলান
कर्ण गुच्छिका,অর্টিক গ্যাংলিওন
महाधमनी अर्धचंद्र कपाट,অর্টিক সেমিলুনার ভালভ
महाधमनी कपाट,মহাধমনীর ভালভ
पश्चावस्था वर्धक संमिश्र,এপিসি (অ্যানাফেজ প্রচার জটিল)
कपि-सम पूर्वज,অ্যাপেলাইক পূর্বপুরুষ
ऐफिड,এফিড
ऐफ्रोडाइट,এফ্রোডাইট
शीर्ष प्रभाविता,অ্যাপিকাল আধিপত্য
शीर्ष तल्प,অ্যাপিকাল প্যাড
मधुमक्खीपालन,অ্যাপিক্যালচার
ऐपिस इंडिका,এপিস ইন্ডিকা
अचलबीजाणु,Aplanopore
ऐप्लीसिया,অ্যাপলিসিয়া
ऐपोकार्पी,অ্যাপোকার্পে
वियुक्तांडपी,অ্যাপোকার্পাস
वियुक्तांडपी अंडाशय,অ্যাপোকার্পাস ডিম্বাশয়
अपस्रावी ग्रंथि,অ্যাপোক্রাইন গ্রন্থি
एपोएंजाइम,অ্যাপোয়েনজাইম
असंगजनिक,অ্যাপোমিক্ট
असंगजनन,অ্যাপোমিক্সিস
ऐपोप्लाज्म,অ্যাপোপ্লাজম
सुप्रवाही पथक्रम,অ্যাপোপ্লাস্টিক পথ
एपोप्टोसिस,অ্যাপোপটোসিস
उपकरण,যন্ত্রপাতি
उपांगी कंकाल,খিল কঙ্কাল
अंधनाल की परिशेषिका,কেকুমের পরিশিষ্ট
ऐपल घोंघा,অ্যাপল শামুক
जलकृषि,জলজ চাষ
ऐक्वापॉरिन,অ্যাকোয়াপুরিন
जलीय ऐम्फिबियन,জলজ উভচর
जलीय रूप,জলজ ফর্ম
जलीय पर्यावास,জলজ আবাস
जलीय जीव,জলজ জীব
जलीय पादप,জলজ উদ্ভিদ
जलीय श्वसन,জলজ শ্বাস প্রশ্বাস
जलीय तरल,জলীয় তরল
"नेत्रोद, ऐक्विअस ह्यूमर",জলীয় হুমুর
जलीय अंतःकोशिका तरल,জলীয় আন্তঃকোষীয় তরল
जलीय नमूना,জলীয় নমুনা
जलीय विलयन,জলীয় দ্রবণ
एक्विला,অ্যাকিলা
ऐरेबिडॉप्सिस,আরবিডোপসিস
एरेक्निडा,আরাচনিদা
एरेक्नॉइड (लूताजालाभ),আরাকনয়েড
अरेनियस,আরেনিয়াস
वृक्षवत्,আরবোরসেন্ট
वृक्षवत् लाइकोपॉड,আরবোরসেন্ট লাইকোপড
आद्य जीवाणु,প্রত্নতাত্ত্বিক
स्त्रीधानी,আর্কেগনিয়াম
द्वीपसमूह,দ্বীপপুঞ্জ
"उत्तरध्रुवीय, आर्कटिक",আর্কটিক
आर्कटिक टर्न,সুমেরু ত্রয়ী
"उत्तरध्रुवीय टुंड्रा, आर्कटिक टुंड्रा",আর্কটিক তুন্দ্রা
आर्डिया,আর্ডিয়া
एरियोली ऊतक,Areolar টিস্যু
"आर्जिमनी, पीली कंटीली",আর্গমোন (প্রিকলি পোস্ত)
आर्जिमनी मेक्सिकाना,আর্গমোন মেক্সিকান
आर्जिनीन,আর্গিনাইন
शुष्क प्रक्षेत्र,শুকনো অঞ্চল
ऐरिस्टोलोकिएसी,অ্যারিস্টোলোচিয়া
भुजाकृत अशन,বাহু খাওয়ানো
सैनिक शलभ (चने की सूंडी),আর্মিওয়ার্ম
ऐरॉयड,অ্যারয়েড
ऐरोमा,সুগন্ধ
प्रग्राही,অ্যারেস্টার
आर्टिमिजिया,আর্টেমিসিয়া
धमनी प्रकुंचनी,ধমনী সিস্টোলিক
धमनीकाठिन्यकारी,আর্টেরিওস্লেরোটিক
संधिपाद,আর্থ্রোপড
संधिशोथ,বাত
"संधिपाद संघ, आथ्रोपोडा",আর্থ্রোপোডা
संधायक उपास्थि,আর্টিকুলার কারটিলেজ
संधिल,স্পষ্ট
संधित,স্পষ্ট
कृत्रिम गतिचालक,কৃত্রিম পেসমেকার
कृत्रिम वरण,কৃত্রিম নির্বাচন
आर्टोकार्पस हेटेरोफिलस (कटहल),আর্টোকার্পাস হেটেরোফিলাস
ऐस्बेस्टॉस रेशा,অ্যাসবেস্টস ফাইবার
"ऐस्बेस्टॉसिता, ऐस्बेस्टॉस-आर्ति",অ্যাসবেস্টোসিস
ऐस्केरिस,এসকারিস
आरोही वर्णलेखन,আরোহী ক্রোমাটোগ্রাফি
ऐसिडिआ,অ্যাসিডিয়া
ऐसिडियन,এসিডিয়ান
ऐस्कोकार्प,অ্যাসোকার্প
ऐस्कोमाइसिटीज,অ্যাসকোমাইসেটস
ऐस्कॉर्बिक अम्ल,অ্যাসকরবিক অ্যাসিড
"ऐस्कस बीजाणु, ऐस्कोस्पोर",অ্যাসোস্পোর
ऐस्कस,এস্কাস
पटहीन,Aspetate
अलैंगिक जनन,অস্ত্রোপচার
अलैंगिक बीजाणु,অ্যাসেক্সুয়াল স্পোর
ऐस्पेराजीन सिन्थेटेस,অ্যাস্পারাগাইন সিনথেটিজ
"ऐस्पैरागस, शतावरी",অ্যাস্পারাগাস
ऐस्पार्टिक अम्ल,অ্যাস্পার্টিক অ্যাসিড
ऐस्पर्जिलस नाइजर,এস্পারগিলাস নাইজার
ऐस्पर्जिलस,এস্পারগিলাস
ऐस्फोडेलस टेनुईफोलियस,অ্যাসফোডেলাস টেনুইফোলিয়াস
ऐस्पिरिन,অ্যাসপিরিন
"आमापन, ऐसे",অ্যাস
समुच्चय,সমাবেশ
स्वांगीकरण दक्षता,সংমিশ্রণ দক্ষতা
स्वांगीकारी जड़,একীভূত মূল
सहायित जननिक तकनीक,সহায়তা প্রজনন কৌশল
"साहचर्य क्षेत्र, सहभागिता क्षेत्र",সমিতি অঞ্চল
सहचारी सहजीविता,সহযোগী সিম্বিওসিস
अपव्यूहन और पुनर्योजन,ভাণ্ডার এবং পুনঃসংযোগ
कारक का अपव्यूहन,ফ্যাক্টরের ভাণ্ডার
ऐस्टाकस,অ্যাস্টাকাস
ऐस्टेरेसी,অস্টেরেসি
ऐस्टरेलीज,গ্রহাণু
"क्षुद्र ग्रह, ग्रहिका",গ্রহাণু
दमा,হাঁপানি
ऐस्ट्रागेलस गुमीफर,অ্যাস্ট্রাগালাস গুমিফার
तारक तर्कु ध्रुव,অ্যাস্ট্রাল স্পিন্ডল মেরু
खगोलज्ञ,জ্যোতির্বিজ্ঞানী
