Malayalam,English
മാട്രിക്സ് കോവേരിയൻസ്,adjoint of matrix
ഏകീകൃത മാട്രിക്സ്,adjugate matrix
സ്വീകാര്യമായ തീരുമാന പ്രവർത്തനം,admissible decision function
സ്വീകാര്യമായ സിദ്ധാന്തം,admissible hypothesis
എയറോഡൈനാമിക് ശക്തി,aerodynamic force
എയറോഡൈനാമിക്സ്,aerodynamics
ഏകതാനമായ ജ്യാമിതി,affine geometry
ഏകതാനമായ മാപ്പിംഗ്,affine mapping
ഏകതാനമായ പരിവർത്തനം,affine transformation
മൊത്തം വേരിയബിൾ,aggregating variables
"ബീജഗണിതം, ബീജഗണിതം, ബീജഗണിതം, ബീജഗണിതം",algebra
"സീഡി അടഞ്ഞ, വിത്ത്",algebraically closed
ബീജഗണിത സമവാക്യം,algebraic equation
ബീജഗണിത പദപ്രയോഗം,algebraic expression
ബീജഗണിത ഏകത,algebraic form
ബീജഗണിത പ്രവർത്തനം,algebraic function
ബീജഗണിത ജ്യാമിതി,algebraic geometry
ബീജഗണിത ബഹുത്വം,algebraic multiplicity
ബീജഗണിത വ്യവസ്ഥ,algebraic system
എല്ലാ-പൂർണ്ണസംഖ്യാ പ്രശ്നം,all-integer problem
"അസൈൻമെന്റ് പ്രശ്നം വാട്ട് ചോദ്യം,",allocation problem
അക്ഷരമാലാ ക്രമം,alphabetical notation
അക്ഷരമാലാക്രമം,alphabetic character
ഇതര കോണുകൾ,alternate angle
"ഇതര ഏകതാനമായ ഇതര രൂപം,",alternating form
ഇതര ഗ്രൂപ്പ്,alternating group
ഇതര മാട്രിക്സ്,alternating matrix
ഇതര പരമ്പര,alternating series
ഇതര സിദ്ധാന്തം,alternative hypothesis
ബദൽ ഒപ്റ്റിമം,alternative optima
ഇതര ഫലം,alternative outcome
അനലോഗ് അക്ക കൺവെർട്ടർ,analog-to-digital converter
"അനലോഗ് കമ്പ്യൂട്ടർ,",analogue computer
വിശകലനം,analysis
സഹവർത്തിത്വ വിശകലനം,analysis of covariance
എണ്ണൽ-വിവര വിശകലനം,analysis of enumeration data
വ്യതിയാന വിശകലനം,analysis of variance
അനലിറ്റിക്കൽ ജ്യാമിതി,analytic geometry
വിശകലന പ്രവർത്തനം,analytic function
കോൺ,angle
ടാൻജന്റ് കോൺ,angle of contact
വ്യതിചലന കോൺ,angle of deflection
വിഷാദം ആംഗിൾ,angle of depression
വ്യതിയാനം കോൺ,angle of deviation
ഡിഫ്രാക്ഷൻ ആംഗിൾ,angle of diffraction
എലവേഷൻ കോൺ,angle of elevation
സംഭവത്തിന്റെ കോൺ,angle of incidence
പ്രൊജക്ഷൻ കോൺ,angle of projection
പ്രതിഫലനത്തിന്റെ കോൺ,angle of reflection
അപവർത്തന കോൺ,angle of refraction
റൊട്ടേഷൻ കോൺ,angle of rotation
പ്രതിഫലനത്തിന്റെ സമ്പൂർണ്ണ കോൺ,angle of total reflection
കോണീയ ത്വരണം,angular acceleration
കോണീയ പ്രവേഗം,angular motion
കോണീയ വേഗത,angular speed
കോണീയ പ്രവേഗം,angular velocity
മോതിര വിരൽ,annulus
ഉത്തരം,answer
കൌണ്ടർ ഡെറിവേറ്റീവ്,anti – derivative
ഐസോമെട്രിക് ഫംഗ്ഷൻ,antisymmetric function
"കവർ ചെയ്യാവുന്ന, ബാധകമായ, ബാധകമായ",applicable
"അപേക്ഷ അപേക്ഷ,",application
പ്രയോഗിച്ച ഡൈനാമിക് പ്രോഗ്രാമിംഗ്,applied dynamic programming
പ്രയോഗിച്ച ജ്യാമിതി,applied geometry
പ്രയോഗിച്ച ഗണിതശാസ്ത്രം,applied mathematics
പ്രയോഗിച്ച സ്ഥിതിവിവരക്കണക്കുകൾ,applied statistics
"ഏകദേശം, ഏകദേശം",approximately
ഏകദേശം തുടർച്ചയായ പ്രവർത്തനം,approximately continuous function
"മാക്രോ രീതി, ഏകദേശ രീതി",approximate method
ഏകദേശ പരിഹാരം,approximate solution
ഏകദേശ പ്രശ്നം,approximation problem
ഏകദേശ സ്വത്ത്,approximation property
അഭിരുചി പരീക്ഷ,aptitude test battery
ആർഗോൺ ഡയഗ്രം,Argand diagram
സ്വമേധയാ,arbitrarily chosen
"ക്രമരഹിതമായ, ക്രമരഹിതമായ",arbitrary
ഏകപക്ഷീയമായ സ്ഥിരാങ്കം,arbitrary constant
സ്വതന്ത്ര ഘടകം,arbitrary element
ഏകപക്ഷീയമായ പോയിന്റ്,arbitrary point
ആർക്കിമിഡീസിന്റെ നിയമം,Archemedean law
ആർക്കിമിഡീസിന്റെ നിയമം,Archimedes principle
"കമാനം നീളം, കമാനം നീളം",arc length
സർക്കിൾ ആർക്ക്,arc of circle
വിപരീത സൈൻ വിതരണം,arc sine distribution
വിപരീത സൈൻ പരിവർത്തനം,arc sine transformation
"പ്രദേശം, പ്രദേശം",area
പ്രാദേശിക കോൺഫിഗറേഷൻ,areal texture
ഒരു സങ്കീർണ്ണ സംഖ്യയുടെ കോൺ,argument of complex number
ഗണിത അർത്ഥം,arithmetic mean
ഡിജിറ്റൽ പ്രവർത്തനം,arithmetic operation
ഡിജിറ്റൽ യൂണിറ്റ്,arithmetic unit
"കോൺഫിഗറേഷൻ, ക്രമീകരണം",arrangement
"അറേ, അറേ",array
കൃത്രിമ ഉപഗ്രഹം,artificial satellite
കൃത്രിമ വേരിയബിൾ,artificial variable
കയറാൻ,ascend
ആരോഹണം,ascending
മാഗ്നിറ്റ്യൂഡിന്റെ ആരോഹണ ക്രമം,ascending order of magnitude
ആരോഹണ ഗ്രേഡ്,ascending series
അസംബ്ലർ ഭാഷ,assembler language
"അസൈൻമെന്റ് പ്രശ്നം അസൈൻമെന്റ് ചോദ്യം,",assignment problem
സഹകാരി നിയമം,associative law
ഓപ്പറേറ്റർമാരുടെ അനുബന്ധ നിയമം,associative law of operators
അനുബന്ധ പ്രവർത്തനം,associative operation
കൂട്ടുകെട്ട്,associativity
അർത്ഥമാക്കുന്നത്,assumed mean
പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ അനുമാനിച്ചു,assumed probability distribution
"സങ്കല്പിച്ചു, സമ്മതിച്ചു,",assumption
ജ്യോതിഷം,astrology
"ബഹിരാകാശ എഞ്ചിനീയർ ബഹിരാകാശ എഞ്ചിനീയർ,",astronautical engineer
ജ്യോതിശാസ്ത്രജ്ഞൻ*,astronomer
ജ്യോതിശാസ്ത്ര ഘടികാരം,astronomical clock
ജ്യോതിശാസ്ത്രം,astronomy
അസമമായ വക്രം,asymmetrical curve
അസമമിതി,asymmetry
അസിംപ്റ്റോട്ടിക്,asymptote
വഷളാക്കുന്നു,asymptotic
പുരോഗമന എസ്റ്റിമേറ്റർ,asymptotically efficient estimator
റിട്രോഗ്രേഡ് ബയസ്ഡ് എസ്റ്റിമേറ്റർ,asymptotically unbiased estimator
പിന്തിരിപ്പൻ പെരുമാറ്റം,asymptotic behavior
ആക്രമണാത്മക വിതരണ പ്രവർത്തനം,asymptotic distribution function
മുകളിലേക്ക് വ്യാപിച്ചു,asymptotic expansion
അന്തരീക്ഷമർദ്ദം,atmospheric pressure
"ക്രമരഹിതമായി,",at random
സ്വത്ത്*,attribute
ആട്രിബ്യൂട്ട്-സാമ്പിൾ-മെക്കാനിസം,attributes sampling procedure
വർദ്ധിപ്പിച്ച മാട്രിക്സ്,augmented matrix
ഓട്ടോകോറിലേഷൻ കോഫിഫിഷ്യന്റ്,autocorrelation coefficient
ഓട്ടോകോറിലേഷൻ ഫംഗ്ഷൻ,autocorrelation function
സഹവർത്തിത്വം,autocovariance
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ,automatic computer
സ്വയം റിഗ്രഷൻ,autoregression
സഹായ സമവാക്യം,auxiliary equation
ശരാശരി സാമ്പിൾ നമ്പർ വക്രം (MPC കർവ്),average sample number curve (A.S.N. Curve)
"സിദ്ധാന്തം, സിദ്ധാന്തം",axiom
axiom സമീപനം,axiomatic approach
സംഭാവ്യത സിദ്ധാന്തം,axiom of probability
അച്ചുതണ്ട്,axis
ഭുജാക്ഷ,axis of abscissa
ഭൂമിയുടെ അച്ചുതണ്ട്,axis of earth
ഭ്രമണ അക്ഷം,axis of revolution
ഭ്രമണ അക്ഷം,axis of rotation
സ്പിൻ അക്ഷം,axis of spin
പോസ്റ്റ് മാറ്റിസ്ഥാപിക്കൽ,back-substitution
പിന്നീട്,backward difference
തിരികെ ചേർക്കൽ സൂത്രവാക്യം,backward-interpolation formula
"ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്, ബാലൻസ്",balance
സമതുലിതമായ ഡിസൈൻ,balanced design
ബാലൻസ് ഷീറ്റ്,balance sheet
മിസൈൽ,ballistic missile
"ബാലിസ്റ്റിക്സ്, ആയുധം",ballistics
"നിര, വടി, കോബ്, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ബാർ, ലൈൻ, ലൈൻ, ടെസ്റ്റ് ലൈൻ, എഡ്ജ്",bar
"അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം, അടിസ്ഥാനം",base
അടിസ്ഥാന കോൺ,base angle
"ലോഗരിതം അടിസ്ഥാനം, ലോഗരിതം അടിസ്ഥാനം",base of logarithm
"അടിസ്ഥാന, അടിസ്ഥാന,",basic
അടിസ്ഥാന യോജിച്ച പരിഹാരം,basic feasible solution
അടിസ്ഥാന പരിഹാരം,basic solution
അടിസ്ഥാന വേരിയബിൾ,basic variable
അടിസ്ഥാനം,basis
അടിസ്ഥാന ഘടകം,basis element
അടിസ്ഥാന മാട്രിക്സ്,basis matrix
വെക്റ്റർ സ്ഥലത്തിന്റെ അടിസ്ഥാനം,basis of a vector space
ഉപജനസംഖ്യാ അടിസ്ഥാനം,basis of subspace
സത്യസന്ധമല്ലാത്ത,Bayesian estimate
ബെസ്-റൂൾ,Bayes' law
bez-theorem,Bayes' theorem
ബെർണൂലി-വിതരണം,Bernoulli distribution
ബെർണൂലി നമ്പറുകൾ,Bernoulli number
ബെർണൂലി പ്രോബബിലിറ്റി ഫംഗ്‌ഷൻ,Bernoulli probability function
ബെർണൂലി-സമവാക്യം,Bernoulli's equation
ബെറി ഫംഗ്ഷൻ,Berry function
മികച്ച അഡീഷൻ,best fit
മികച്ച അഡീഷൻ ലൈൻ,best - fit line
മികച്ച പരിഹാരം,best solution
മികച്ച നുറുങ്ങുകൾ,best strategies
ബീറ്റ വിതരണം,beta distribution
"പക്ഷപാതം, പക്ഷപാതം",bias
പക്ഷപാതപരമായ വിലയിരുത്തൽ,biased estimate
ദ്വിപദ സമവാക്യം,biharmonic equation
ഒറ്റ കവർ,bijection
ഒറ്റ കവർ മാപ്പ്,bijective map
ഒറ്റ കവർ മാപ്പിംഗ്,bijective mapping
ക്വാഡ്രാറ്റിക് ക്വാഡ്രാറ്റിക്,bilinear form
ബിലീനിയർ ഫംഗ്ഷൻ,bilinear function
ബൈലീനിയർ ഹെർമിഷ്യൻ ഹോമോജെനിറ്റി,bilinear Hermitian form
"ദ്വി-വേരിയബിൾ, ബൈനറി, ഡ്യുവൽ",binary
"ബൈനറി കോഡ്, ബൈനറി കോഡ്",binary code
"ബൈനറി കോഡ് ചെയ്ത ദശാംശം, ബൈനറി കോഡഡ് ദശാംശം",binary coded decimal
ബൈനറി എൻകോഡിംഗ്,binary coding
ബൈനറി കമ്പ്യൂട്ടർ,binary computer
ബൈനറി അക്കങ്ങൾ,binary digit
ബൈനറി പ്രവർത്തനം,binary operation
ബൈനറി രീതി,binary system
ബൈനറി വേരിയബിൾ,binary variable
ദ്വിപദ ഗുണകം,binomial coefficient
ദ്വിപദ വിതരണം,binomial distribution
ദ്വിപദ സമവാക്യം,binomial equation
ദ്വിപദ വ്യത്യാസം,binomial expansion
ദ്വിപദ പദപ്രയോഗം,binomial expression
ബൈനോമിയൽ റാൻഡം വേരിയബിൾ,binomial random variable
ദ്വിപദ സിദ്ധാന്തം,binomial theorem
"പകുതി, വിഭജനം",bisection
"വിഭജന രീതി, സെമിഡിവിഷൻ രീതി",bisection method
പകുതി ദ്വിമുഖം,bisector
"ദ്വിപദം, ദ്വിമുഖം",biserial
"ഡ്വയങ്ക് (ബൈനറി സംഖ്യ), ആനി, ബർമീസ്, തുക്",bit
ദ്വിപദ ദ്വിപദ വിതരണം ദ്വിപദം,bivariate binomial distribution
ദ്വിവസ്ത്ര പരസ്പര ബന്ധ ഗുണകം,bivariate correlation coefficient
ദ്വിവിധ വിതരണം,bivariate distribution
bivariate സാധാരണ-വിതരണം,bivariate normal distribution
ബിവെക്ടർ,bivector
ബോൾട്ട്മാൻ സമവാക്യം,Boltzmann equation
ബൂളിയൻ ബീജഗണിതം*,Boolean algebra
ബോസ്-ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ,Bose - Einstein statistics
പരിമിതി നിയന്ത്രണങ്ങൾ,boundary condition
അതിർത്തി നില,boundary layer
അതിർത്തി രേഖ,boundary line
പരിധി മൂല്യം,boundary value
അതിർത്തി മൂല്യ പ്രശ്നം,boundary value problem
"പരിമിതമായ പ്രവർത്തനം പരിമിതമായ ഫലം,",bounded function
"ബൗണ്ടഡ് മാട്രിക്സ്, ബൗണ്ടഡ് മാട്രിക്സ്, ബൗണ്ടഡ് ടേബിൾ,",bounded matrix
"അതിർത്തി പ്രദേശം അതിർത്തി പ്രദേശം,",bounded region
"ബൗണ്ടഡ് സെറ്റ് ബൗണ്ടഡ് സെറ്റ്,",bounded set
ബ്രൗണി ചലനം,Brownian motion
കണക്കാക്കാൻ,calculate
കണക്കുകൂട്ടല്,calculating
"കാൽക്കുലേറ്റർ, കാൽക്കുലേറ്റർ",calculating machine
കണക്കുകൂട്ടല്*,calculation
കമ്പ്യൂട്ടേഷണൽ പ്രവർത്തന രീതി,calculational procedure
"കാൽക്കുലേറ്റർ, കാൽക്കുലേറ്റർ",calculator
"കാൽക്കുലസ്, കാൽക്കുലസ്",calculus
വേരിയൻസ് കാൽക്കുലസ്,calculus of variation
കലോറികൾ,calorie
ഭരണം റദ്ദാക്കുക,cancellation law
കാനോനിക്കൽ സമവാക്യം,canonical equation
കാനോനിക്കൽ രൂപം,canonical form
"കാനോനിക്കൽ മാട്രിക്സ്, കെ കാനോനിക്കൽ മാട്രിക്സ്",canonical matrix
കാന്റർ സെറ്റ്,Cantor set
കാന്റർ ത്രികോണ സെറ്റ്,Cantor's ternary set
പരിമിതമായ ഗതാഗത പ്രശ്നം,capacitated transportation problem
കഴിവ്,capacity
കാപ്പിലറി ബലം,capillary force
"എണ്ണം നമ്പർ, കാർഡിനൽ നമ്പർ",cardinal number
കാർട്ടിസിയൻ അക്ഷം,Cartesian axes
കാർട്ടീഷ്യൻ കോർഡിനേറ്റുകൾ,Cartesian coordinates
കാർട്ടീഷ്യൻ ഉൽപ്പന്നം,Cartesian product
സെറ്റുകളുടെ കാർട്ടീഷ്യൻ ഗുണനം,Cartesian product of sets
"കേസ് പഠനം, കേസ് പഠനം",case study
ആപത്കരമായ പ്രസംഗം,catastrophic fluctuation
കാറ്ററി,Catenary
കോച്ചി വിതരണം,Cauchy distribution
കൗശിയുടെ സൂത്രം,Cauchy formula
കൗശി-ഗുർസാ സിദ്ധാന്തം,Cauchy Goursat theorem
കൗശി-റീമാൻ-ബാൻ,Cauchy Riemann conditions
Cauchy ക്രമം,Cauchy sequence
കൗശി അവിഭാജ്യ,Cauchy integral
കൗശി പ്രധാന മൂല്യം,Cauchy principal value
കൗച്ചി ശേഷിക്കുന്ന സിദ്ധാന്തം,Cauchy residue theorem
കാൾ-ഹാമിൽട്ടൺ-സിദ്ധാന്തം,Cayley Hamilton theorem
ആകാശ ശരീരം,celestial body
ജ്യോതിശാസ്ത്രപരമായ അളവ്,celestial measurement
ആകാശ മെക്കാനിക്സ്,celestial mechanics
ആകാശ ശരീരം,celestial object
സെൽ ആവൃത്തി,cell frequency
"സെൻസസ്, സെൻസസ്",census
ശതമാനം,centile
സെന്റീമീറ്റർ,centimeter
സെന്റീമീറ്റർ-ഗ്രാം-രണ്ടാം രീതി,centimeter gram second system
"കേന്ദ്ര, കേന്ദ്രീകൃത",central
കേന്ദ്ര അക്ഷം,central axis
കേന്ദ്ര വിടവ്,central difference
കേന്ദ്ര വ്യത്യാസ ഫോർമുല,central difference formula
കേന്ദ്ര ഡിഫറൻഷ്യൽ പട്ടിക,central difference table
കേന്ദ്ര പരിധി സിദ്ധാന്തം,central limit theorem
കേന്ദ്ര നിമിഷം,central moment
കേന്ദ്ര റിസോഴ്സ് യൂണിറ്റ്,central processing unit (C.P.U)
കേന്ദ്ര സഹജാവബോധം,central tendency
കേന്ദ്രം*,centre
ഗുരുത്വാകർഷണ കേന്ദ്രം,centre of gravity
ഗ്രൂപ്പ് കേന്ദ്രം,centre of group
ബഹുജന കേന്ദ്രം,centre of mass
സമമിതിയുടെ കേന്ദ്രം,centre of symmetry
അപകേന്ദ്ര ബലം,centrifugal force
അപകേന്ദ്രബലം,centripetal force
"സെൻട്രിപെറ്റൽ മെറിഡിയൻ,",centroid
ഉറപ്പ്,certainty
cgs രീതി,c.g.s. system
cgs യൂണിറ്റ്,c.g.s. unit
വ്യത്യാസത്തിന്റെ ശൃംഖല,chain rule of differentiation
ആകസ്മികമായി,chance causes
ക്രമരഹിതമായ നീക്കം,chance moves
അച്ചുതണ്ട് ഷിഫ്റ്റ്,change of axes
"അടിസ്ഥാന മാറ്റം പേയാധാര് മാറ്റം,",change of basis
ക്രമമാറ്റം,change of order
സ്വഭാവ ഗുണകം,characteristic coefficient
സ്വഭാവ നിർണ്ണയം,determinant
സ്വഭാവ സമവാക്യം,characteristic equation
"സ്വഭാവ പ്രവർത്തനം, സ്വഭാവ പ്രവർത്തനം",characteristic function
ലോഗരിതം പൂർണ്ണസംഖ്യ,characteristic of logarithm
"സ്വഭാവ ബഹുപദം,",characteristic polynomial
സ്വഭാവ മൂല്യം,characteristic value
സ്വഭാവ വെക്റ്റർ,characteristic vector
സ്വഭാവ സമൂഹം,character set
"ചാർട്ടുകൾ, ചാർട്ടുകൾ,",chart
ചി-സ്ക്വയർ വിതരണം,chi-square distribution
ചി-സ്ക്വയർ ഫോർമുല,chi-square formula
ചി-സ്ക്വയർ ടെസ്റ്റ്,chi-square test
കോർഡ്*,chord
കോർഡ് വിഭജന രീതി,chord-bisection method
എഴുതിയ സന്ദേശം,cipher message (=coded message)
"പൂജ്യം, സൈഫർ",cipher (zero)
വൃത്തം*,circle
ഒത്തുചേരൽ വൃത്തം,circle of convergence
സർക്യൂട്ട് മാട്രിക്സ്,circuit matrix
"വൃത്താകൃതിയിലുള്ള, വൃത്താകൃതിയിലുള്ള,",circular
വൃത്താകൃതിയിലുള്ള അസിംപ്റ്റോട്ടുകൾ,circular asymptote
വൃത്താകൃതിയിലുള്ള ചാലകം,circular helix
വൃത്താകൃതിയിലുള്ള ചലനം,circular motion
ചുറ്റളവ്,circumcentre
വിരമിച്ചു*,circumcircle
പ്രദക്ഷിണം ചെയ്യാൻ,circumscribe
കഴിഞ്ഞ,circumscribed
പരിമിതപ്പെടുത്തിയിരിക്കുന്നു,circumscribed circle
പ്രമുഖ കോർപ്പറേറ്റ്,classical deductive technique
ക്ലാസിക് ഡൈനാമിക്സ്,classical dynamics
ക്ലാസിക് ഒപ്റ്റിമൈസേഷൻ,classical optimization
വിട്ടുമാറാത്ത സാമ്പത്തിക പ്രശ്നം,classical ruin problem
ക്ലാസിക്കൽ സ്റ്റാറ്റിസ്റ്റിക്കൽ മെക്കാനിക്സ്,classical statistical mechanics
പിശകുകളുടെ വർഗ്ഗീകരണം,classification of errors
ക്ലാസ് ഇടവേള,class interval
ക്ലാസ് ഇടവേള യൂണിറ്റ്,class-interval unit
ക്ലാസ് പരിധി,class limit
ഘടികാരദിശയിൽ,clockwise
അടച്ചു,clopen (= closed and open)
"അടഞ്ഞ, അടഞ്ഞ",closed
അടഞ്ഞ പാളി കവർ,closed convex hull
അടച്ച ക്യൂബ്,closed cube
"അടഞ്ഞ വക്രം, അടഞ്ഞ വക്രം",closed curve
അടച്ച പ്രവിശ്യ,closed domain
അടഞ്ഞ രൂപം,closed figure
അടച്ച ഇടവേള,closed interval
"അടഞ്ഞ പ്രദേശം, അടഞ്ഞ പ്രദേശം",closed region
അടച്ച സെറ്റ്,closed set
"അടച്ച പേജ്, അടച്ച പേജ്",closed surface
ശത്രുത,closure
സഫിക്സ്-ഓപ്പറേറ്റർ,closure operator
കോൺവെക്സ് പോയിന്റ്,closure point (= contact point)
ബന്ദി-അംഗീകരിച്ചു,closure postulate
ക്യാപ്റ്റീവ് സെറ്റ്,closure set
ക്ലസ്റ്റർ പോയിന്റ്,cluster point
ക്ലസ്റ്റർ സാമ്പിൾ,cluster sampling
ക്ലസ്റ്റർ അഗ്രഗേറ്റ്,cluster set
ഏകപക്ഷീയ വൃത്തം,coaxial circles
ഏകപക്ഷീയ പരവലയം,coaxial parabolas
ഏകപക്ഷീയ തലം,coaxial planes
ഏകപക്ഷീയ ത്രികോണം,coaxial triangles
കോബ്-ഡഗ്ലസ് പ്രവർത്തനം,Cobb - Douglas function
"എൻകോഡിംഗ്, കോഡിംഗ്, നൊട്ടേഷൻ",coding
മെറ്റീരിയൽ നൊട്ടേഷൻ,coding of data
സഹ-പ്രവിശ്യ,co-domain
കോഫിഫിഷ്യന്റ് മാട്രിക്സ്,coefficient matrix
പരസ്പരബന്ധം ഗുണകം,coefficient of correlation
നിർണയ ഗുണകം,coefficient of determination
ഇലാസ്തികത ഗുണകം,coefficient of elasticity
ഡിഫ്യൂഷൻ കോഫിഫിഷ്യന്റ്,coefficient of expansion
ഘർഷണ ഗുണകം,coefficient of friction
രേഖാംശ വികാസത്തിന്റെ ഗുണകം,coefficient of linear expansion
റിഗ്രഷൻ കോഫിഫിഷ്യന്റ്,coefficient of regression
ഉപരിതല പിരിമുറുക്കത്തിന്റെ ഗുണകം,coefficient of surface tension
വ്യത്യാസത്തിന്റെ ഗുണകം,coefficient of variation
"സഹഘടകം, സഹഘടകം, സഹഘടകം",cofactor
നാണയം ടോസ്,coin throw (coin toss)
സാമ്പിൾ ശേഖരണം,collection of sample
കോളിനിയർ,collinear
വിന്യാസം,collinearity
"കോളം, കോളം",column
സ്തംഭനാവസ്ഥ,column equivalence
സ്തംഭം,column equivalent
നിര മാട്രിക്സ്,column equivalent matrix
കോളം മാട്രിക്സ്,column matrix
നിര ക്രമം,column rank
സ്തംഭ ശ്രേണിയിലുള്ള മാട്രിക്സ്,column reduced echolon matrix
നിര വെക്റ്റർ,column vector
കോളം തിരിച്ച്,columnwise
സംയുക്ത സമവാക്യം,combined equation
"പൊതുകോണ്, പൊതുകോണ്",common angle
പൊതു അക്ഷം,common axis
"പൊതുവായ അടിസ്ഥാനം, പൊതു അടിത്തറ",common base
സാർവത്രികമായ,common denominator
പൊതുവായ വ്യത്യാസം,common difference
"പൊതു ഘടകം, പൊതു ഘടകം, പൊതു ഘടകം",common factor
"ലളിതമായ ലോഗരിതം, ലളിതമായ ലോഗരിതം",common logarithm
"പൊതുവായ ഒന്നിലധികം, പൊതുവായ",common multiple
പൊതു അനുപാതം,common ratio
ഇന്റർസെക്ഷൻ ക്ലോസ്,common section
സാധാരണ ഭുജം,common side
"പൊതു സ്പർശം, പൊതു സ്പർശം",common tangent
പൊതു സ്ഥാനം,common term
കമ്മ്യൂട്ടേറ്റീവ് റൂൾ,commutative law
കമ്മ്യൂട്ടേറ്റീവ് പ്രോപ്പർട്ടി,commutative property
കമ്മ്യൂട്ടേറ്റീവ് റൂൾ,commutative rule
തുകയുടെ കമ്മ്യൂട്ടേറ്റീവ് നിയമം,commutative law of addition
ഗുണനത്തിന്റെ കമ്മ്യൂട്ടേറ്റീവ് നിയമം,commutative law of multiplication
കമ്മ്യൂട്ടേറ്റീവ് ഓപ്പറേഷൻ,commutative operation
കമ്മ്യൂട്ടേറ്റീവ് ഗ്രൂപ്പ്,commutator group
മെട്രിക്സുകളുടെ കമ്മ്യൂട്ടേറ്റീവ്,commuting of matrices
കോംപാക്റ്റ് സെറ്റ്,compact set
"താരതമ്യത, താരതമ്യത",comparability
മാർഗങ്ങളുടെ താരതമ്യം,comparision of means
ശതമാനം താരതമ്യം,comparision of percentage
താരതമ്യ പരിശോധന,comparision test
യോജിച്ച സമവാക്യം,compatibility equation
മത്സര ഗെയിം,competitive game
മത്സര സ്ഥാനം,competitive situation
മത്സര തന്ത്രം,competitive strategy
"വ്യാഖ്യാതാവ്, കമ്പൈലർ",compiler
സപ്ലിമെന്റ്,complementary
പൂരക കോൺ,complementary angle
പൂരക സംഭവം,complementary event पूरक घटना
പൂരക ഘടകം,complementary factor
പൂരക പ്രവർത്തനം,complementary function
