Bengali,Tamil
শোষণ বক্ররেখা*,உறிஞ்சுதல் வளைவு*
শোষণ ফ্র্যাকচার,உறிஞ்சுதல் முறிவு
শোষণ কোর,உறிஞ்சுதல் மைய
শোষণ ফ্যাক্টর,உறிஞ்சுதல் காரணி
শোষণ ফিল্টার,உறிஞ்சுதல் வடிகட்டி
শোষণ শিখা ফটোমেট্রি*,உறிஞ்சுதல் ஃபிளேம் ஃபோட்டோமெட்ரி*
শোষণ হাইগ্রোমিটার,உறிஞ்சும் ஹைக்ரோமீட்டர்
শোষণ সূচক,உறிஞ்சுதல் அடுக்கு
শোষণ প্রান্তিক,உறிஞ்சுதல் விளிம்பு
শোষণ লাইন,உறிஞ்சுதல் வரி
শোষণ ক্ষতি,உறிஞ்சுதல் இழப்பு
শোষণ মড্যুলেশন,உறிஞ்சுதல் பண்பேற்றம்
আলো শোষণ,ஒளி உறிஞ்சுதல்
বিকিরণ শক্তি শোষণ,கதிர்வீச்சு ஆற்றலை உறிஞ்சுதல்
শোষণ শিখর,உறிஞ்சுதல் உச்சம்
শোষণ ফটোমেট্রি,உறிஞ்சுதல் ஒளி அளவீடு
শোষণ অনুপাত,உறிஞ்சுதல் விகிதம்
শোষণ পরিসীমা*,உறிஞ்சுதல் வரம்பு*
শোষণ স্পেকট্রাম ফটোমেট্রি*,உறிஞ்சும் நிறமாலை ஒளி அளவீடு*
শোষণ বর্ণালী*,உறிஞ்சுதல் ஸ்பெக்ட்ரம்*
"শোষণ নল, শোষণ নল","உறிஞ்சும் குழாய், உறிஞ்சும் குழாய்"
শোষণ হাইগ্রোমিটার,உறிஞ்சும் ஹைக்ரோமீட்டர்
শোষক*,உறிஞ்சக்கூடிய*
শোষক বাষ্পীভবনকারী,உறிஞ்சும் ஆவியாக்கி
শোষণ আইন*,உறிஞ்சுதல் சட்டம்*
শোষণ মাধ্যম,உறிஞ்சுதல் ஊடகம்
"শোষণ ক্ষমতা, শোষণ*","உறிஞ்சும் திறன், உறிஞ்சுதல்*"
শোষণ*,உறிஞ்சுதல்*
স্টুডিও সজ্জা,ஸ்டூடியோ அலங்காரம்
বহুগুণ অনুপাত,பன்மடங்கு விகிதம்
বিভ্রান্তি,கைவிடு
সম্পর্কিত,பற்றி
ত্বরান্বিত করা,முடுக்கி
ত্বরণ-স্টপ দূরত্ব,முடுக்கம்-நிறுத்த தூரம்
তাড়াতাড়ি,விரைந்தார்
দ্রুত সময়ের প্রভাব পরীক্ষা,விரைவான நேர விளைவு சோதனை
দ্রুত প্রবাহ,விரைவான ஓட்டம்
দ্রুত গতি,விரைவான வேகம்
দ্রুত শরীর,விரைவான உடல்
এক্সিলারেটর ওজনকারী,முடுக்கி எடை
এক্সিলারেটর ইলেক্ট্রোড*,முடுக்கி மின்முனை*
এক্সিলারেটরের সময়*,முடுக்கி நேரம்*
এক্সিলারেটর ফেজ,முடுக்கி கட்டம்
অ্যাক্সিলারেটর হার,முடுக்கி விகிதம்
এক্সিলারেটর ভোল্টেজ*,முடுக்கி மின்னழுத்தம்*
ত্বরণ,முடுக்கம்
ত্বরিত জ্বলন,துரிதப்படுத்தப்பட்ட எரிப்பு
ত্বরণ সহগ,முடுக்கம் குணகம்
ত্বরণ উপাদান,முடுக்கம் கூறு
মাধ্যাকর্ষণ বলের প্রভাবে গতি বৃদ্ধি,புவியீர்ப்பு காரணமாக முடுக்கம்
ত্বরণ ফ্যাক্টর,முடுக்கம் காரணி
ত্বরিত চার্জ,துரிதப்படுத்தப்பட்ட கட்டணம்
অভিকর্ষের ত্বরণ,ஈர்ப்பு முடுக்கம்
ত্বরণ সম্ভাবনা,முடுக்கம் சாத்தியம்
ত্বরণ আইন,முடுக்கம் சட்டம்
ত্বরণ প্রক্রিয়া,முடுக்கம் செயல்முறை
ত্বরণ অঞ্চল,முடுக்கம் மண்டலம்
ত্বরণ পদ্ধতি,முடுக்கம் முறை
"ত্বরণ সহনশীলতা, ত্বরণ সহনশীলতা","முடுக்கம் சகிப்புத்தன்மை, முடுக்கம் சகிப்புத்தன்மை"
ত্বরণ ভেক্টর,முடுக்கம் திசையன்
ত্বরণ-ভোল্টেজ,முடுக்கம்-மின்னழுத்தம்
ত্বরণ তরঙ্গ,முடுக்கம் அலை
এক্সিলারেটর,முடுக்கி
"ত্বরণ, ত্বরণক*","முடுக்கி, முடுக்கி*"
অ্যাক্সিলারেটর সমীকরণ,முடுக்கி சமன்பாடு
এক্সিলারেটর*,முடுக்கி*
অ্যাক্সিলোমিটার,முடுக்கமானி
অ্যাক্সিলোমিটার মিল,முடுக்கமானி பொருத்தம்
prestresser,முன் அழுத்தம் கொடுப்பவர்
বৈধ অক্ষর,சரியான எழுத்துக்கள்
গ্রহণযোগ্যতা কোণ,ஏற்றுக்கொள்ளும் கோணம்
গ্রহণযোগ্যতা স্পেসিফিকেশন,ஏற்றுக்கொள்ளும் விவரக்குறிப்பு
গ্রহণযোগ্য পরীক্ষা,ஏற்றுக்கொள்ளக்கூடிய சோதனை
"গ্রহণকারী*, গ্রহণকারী","ஏற்பவர்*, ஏற்பவர்"
রিসেপ্টর পরমাণু,ஏற்பி அணு
রিসেপ্টর বন্ড,ஏற்பி பிணைப்பு
রিসিভার সার্কিট,பெறுதல் சுற்று
রিসেপ্টর স্তর,ஏற்பி நிலை
দাতা অণু,நன்கொடையாளர் மூலக்கூறு
রিসেপ্টর সম্পত্তি,ஏற்பி சொத்து
রিসেপ্টর সম্পত্তি স্তর,ஏற்பி சொத்து நிலை
অ্যাক্সিলারেটর পায়ের পাতার মোজাবিশেষ,முடுக்கி குழாய்
"অ্যাক্সেস, অপেক্ষা, অ্যাক্সেস","அணுகல், காத்திருப்பு, அணுகல்"
ভুজ অ্যাক্সেস করুন,புஜை அணுகவும்
অ্যাক্সেস সিস্টেম,அணுகல் அமைப்பு
প্রবেশাধিকার সময়,அணுகல் நேரம்
অ্যাক্সেসযোগ্যতা,அணுகல்
"অতিরিক্ত, সহায়ক, আনুষঙ্গিক (v, ), আনুষাঙ্গিক","கூடுதல், துணை, துணை (v, ), துணைக்கருவிகள்"
অতিরিক্ত সীমাবদ্ধতা,கூடுதல் கட்டுப்பாடுகள்
কাকতালীয়,தற்செயல்
আকস্মিক সংশোধন,தற்செயலான திருத்தம்
দুর্ঘটনাজনিত বায়োজেনেসিস,தற்செயலான உயிர் உருவாக்கம்
আকস্মিক ডাইভারশন,தற்செயலான திசைதிருப்பல்
ভিজিটর ত্রুটি,பார்வையாளர் பிழை
"হঠাৎ বন্ধ, হঠাৎ বাতা","திடீர் நிறுத்தம், திடீர் கவ்வி"
দুর্ঘটনাজনিত সংক্রমণ,தற்செயலான பரிமாற்றம்
এলোমেলো পার্থক্য,சீரற்ற மாறுபாடு
সমন্বয়,சரிசெய்தல்
অবস্থিত,அமைந்துள்ளது
সঞ্চিত ত্রুটি,திரட்டப்பட்ட பிழை
"accumulation, accumulation","திரட்சி, குவிப்பு"
শক্তি সঞ্চয়,ஆற்றல் சேமிப்பு
সঞ্চয়ক*,திரட்டி*
সঠিকতা,துல்லியம்
বাস্তবতা,யதார்த்தம்
বাস্তব যন্ত্র পর্যবেক্ষণ,உண்மையான கருவி கவனிப்பு
সঠিক পরিসীমা চিহ্নিতকারী,துல்லியமான வரம்பு குறிப்பான்
নির্ভুলতা স্ক্যানিং,துல்லியமான ஸ்கேனிங்
অনুশীলন করা,பயிற்சி
এক্সিলারেটর সেল*,முடுக்கி செல்*
অ্যাক্রোমেটিক লেন্স*,நிறமற்ற லென்ஸ்*
অ্যাক্রোমেটিক*,நிறமற்ற*
অ্যাক্রোম্যাটিক বিশ্লেষক,நிறமற்ற பகுப்பாய்வி
ফ্রিকোয়েন্সি নিরপেক্ষ অ্যান্টেনা,அதிர்வெண் நடுநிலை ஆண்டெனா
অ্যাক্রোমেটিক আকৃতি,நிறமற்ற வடிவம்
অ্যাক্রোম্যাটিক ফ্রিঞ্জ,நிறமற்ற விளிம்பு
অ্যাক্রোমেটিক লেন্স*,நிறமற்ற லென்ஸ்*
অ্যাক্রোম্যাটিক পয়েন্ট পাথ,நிறமற்ற புள்ளி பாதை
অ্যাক্রোম্যাটিক লেন্স,நிறமற்ற லென்ஸ்
অ্যাক্রোমেটিক প্রিজম,வண்ணப் பட்டகம்
অ্যাক্রোম্যাটিক টেলিস্কোপ,வண்ணமயமான தொலைநோக்கி
বর্ণহীনতা*,நிறமற்ற தன்மை*
অ্যাক্রোমাটাইজেশন*,நிறமாற்றம்*
বর্ণহীনতা*,நிறமற்ற தன்மை*
"স্থিতিস্থাপক, অবাধ্য, অবাধ্য","மீள், பயனற்ற, பயனற்ற"
"আকর্ণ হোস, বানজু হোস","ஏகோர்ன் ஹோஸ், பாஞ்சு ஹோஸ்"
ক্ষুদ্রাকৃতির ভালভ,மினியேச்சர் வால்வு
ইকোফোনি,அகோஃபோனி
শাব্দিক,ஒலியியல்
শাব্দ শোষণ,ஒலி உறிஞ்சுதல்
অ্যাকোস্টিক অ্যাটেন্যুয়েশন সহগ,ஒலியியல் குறைப்பு குணகம்
অ্যাকোস্টিক অ্যাটেন্যুয়েশন,ஒலிக் குறைப்பு
শাব্দ চোর অ্যালার্ম,ஒலி திருடன் அலாரம்
অ্যাকোস্টিক ক্যাপাসিট্যান্স,ஒலியியல் கொள்ளளவு
শ্রবণ কেন্দ্র,கேட்கும் மையம்
শাব্দ ব্যাখ্যা,ஒலியியல் விளக்கம்
শাব্দ আবরণ,ஒலி உறை
শাব্দ প্রতিক্রিয়া,ஒலி பதில்
শাব্দিক উপাদান,ஒலியியல் கூறு
শাব্দ পরিবাহিতা,ஒலி கடத்துத்திறன்
শাব্দ স্যাঁতসেঁতে,ஒலி தணித்தல்
শাব্দ বিচ্ছুরণ,ஒலி சிதறல்
শব্দ হ্যাকার,ஒலி ஹேக்கர்
শাব্দ শক্তি*,ஒலி ஆற்றல்*
শাব্দ শক্তি সমীকরণ,ஒலி ஆற்றல் சமன்பாடு
শাব্দিক সমীকরণ,ஒலி சமன்பாடு
শাব্দ পুনঃস্থাপন,ஒலி மறுசீரமைப்பு
ক্ল্যাডনি আকার,கிளாட்னி வடிவங்கள்
শাব্দ ফিল্টার,ஒலி வடிகட்டி
শব্দ জেনারেটর,ஒலி ஜெனரேட்டர்
শাব্দ ঝাঁঝরি,ஒலி தட்டு
শব্দের সংরোধ*,ஒலி மின்மறுப்பு*
শাব্দিক জড়তা,ஒலி மந்தநிலை
শাব্দ তীব্রতা,ஒலி தீவிரம்
শাব্দ হস্তক্ষেপ মিটার,ஒலி குறுக்கீடு மீட்டர்
শাব্দ হস্তক্ষেপ আবিষ্কারক,ஒலி குறுக்கீடு கண்டறிதல்
শাব্দ লেন্স,ஒலி லென்ஸ்
শব্দ লাইন,ஒலி வரி
শাব্দ ভর,ஒலி நிறை
শাব্দ উপাদান,ஒலி பொருள்
অ্যাকোস্টিক মানে মুক্ত পথ,ஒலியியல் என்பது இலவச பாதை
শাব্দ মোড,ஒலி முறை
শাব্দিক শব্দ,ஒலி சத்தம்
শাব্দিক ওহম*,ஒலி ஓம்*
"অ্যাকোস্টিক প্যানেল, অ্যাকোস্টিক বোর্ড","ஒலியியல் குழு, ஒலி பலகை"
শাব্দ ফেজ ধ্রুবক,ஒலி நிலை மாறிலி
শাব্দ রিসিভার,ஒலி ரிசீவர்
শাব্দ চাপ,ஒலி அழுத்தம்
শব্দের প্রতিসাম্য নিয়ম,ஒலியின் சமச்சீர் விதி
শাব্দ সংক্রমণ,ஒலி பரிமாற்றம்
শাব্দ বৈশিষ্ট্য,ஒலியியல் பண்புகள்
শাব্দ চতুর্ভুজ,ஒலி நாற்புறம்
শাব্দ বিকিরণ উপাদান,ஒலி கதிர்வீச்சு உறுப்பு
শাব্দ বিকিরণ,ஒலி கதிர்வீச்சு
শব্দরোধী,ஒலி எதிர்ப்பு
অ্যাকোস্টিক রেডিওমিটার,ஒலி ரேடியோமீட்டர்
শাব্দ প্রতিক্রিয়া,ஒலி அதிர்ச்சி
অ্যাকোস্টিক পারস্পরিক তত্ত্ব,ஒலி பரஸ்பர தேற்றம்
শাব্দ হ্রাস ফ্যাক্টর,ஒலி குறைப்பு காரணி
শাব্দ প্রতিফলন সহগ,ஒலி பிரதிபலிப்பு குணகம்
শাব্দ প্রতিসরণ,ஒலி ஒளிவிலகல்
শাব্দ প্রতিরোধের,ஒலி எதிர்ப்பு
শাব্দ প্রতিক্রিয়া,ஒலி பதில்
শাব্দ বিচ্ছুরণ,ஒலி சிதறல்
শ্রবণ বিন্দু,கேட்கும் புள்ளி
শাব্দিক অনমনীয়তা,ஒலி விறைப்பு
শাব্দ ব্যবস্থা,ஒலி அமைப்பு
শাব্দ থার্মোমিটার,ஒலி வெப்பமானி
শাব্দ বেগ,ஒலி வேகம்
শব্দ - তরঙ্গ,ஒலி அலை
শাব্দিক,ஒலியியல்
শব্দ শোষণ সহগ,ஒலி உறிஞ்சுதல் குணகம்
শব্দ শোষণ উপাদান,ஒலி உறிஞ்சுதல் கூறு
শাব্দ সার্কিট,ஒலி சுற்று
শাব্দ প্রতিক্রিয়া,ஒலி பதில்
শাব্দ বিলম্ব লাইন,ஒலி தாமதக் கோடு
শাব্দ বিকৃতি,ஒலி சிதைவு
শাব্দিক ধ্বনিবিদ্যা,ஒலி ஒலியியல்
শাব্দ ফিল্টার,ஒலி வடிகட்டி
শব্দের সংরোধ*,ஒலி மின்மறுப்பு*
ফোনোগ্রাফ,ஃபோனோகிராஃப்
শাব্দিক ওহম*,ஒலி ஓம்*
শাব্দিক ধ্রুবক,ஒலி மாறிலி
শাব্দিক ফোনন,ஒலி ஃபோனான்
শাব্দ সংক্রমণ ধ্রুবক,ஒலி பரிமாற்ற மாறிலி
শব্দ পরিবর্তন সহগ,ஒலி மாற்று குணகம்
শাব্দ প্রতিরোধের,ஒலி எதிர்ப்பு
শাব্দিক অনমনীয়তা,ஒலி விறைப்பு
শব্দ ইউনিট,ஒலி அலகு
শব্দরোধী,ஒலி எதிர்ப்பு
শাব্দ পার্শ্ব লাইন,ஒலி பக்கக் கோடு
"ধ্বনিবিদ্যা, ধ্বনিবিদ্যা","ஒலியியல், ஒலியியல்"
শব্দ মিটার,ஒலி மீட்டர்
শব্দ চাপ,ஒலி அழுத்தம்
অধিগ্রহণ রাডার,கையகப்படுத்தல் ரேடார்
সালোকসংশ্লেষী বিকিরণ,ஒளிச்சேர்க்கை கதிர்வீச்சு
অ্যাক্টিনিয়াম নির্গমন,ஆக்டினியம் உமிழ்வு
অ্যাক্টিনো-ইউরেনিয়াম,ஆக்டினோ-யுரேனியம்
অ্যাক্টিনো-ইউরেনিয়াম সিরিজ,ஆக்டினோ-யுரேனியம் தொடர்
তেজস্ক্রিয়,கதிரியக்க மின்சாரம்
"অ্যাক্টিনোমিটার, ফটোমাইক্রোমিটার","ஆக்டினோமீட்டர், ஃபோட்டோமிக்ரோமீட்டர்"
"কর্ম, কাজ","செயல், செயல்"
কর্ম এবং প্রতিক্রিয়া,செயல் மற்றும் எதிர்வினை
কর্ম ধ্রুবক,செயல் மாறிலி
প্রভাব গোলক,செல்வாக்கு மண்டலம்
"সক্রিয়, সক্রিয়","செயல்படுத்தப்பட்டது, செயல்படுத்தப்பட்டது"
সক্রিয় বিস্তার,செயலில் பரவல்
"সক্রিয় ফাইবার, সক্রিয় ফাইবার","செயல்படுத்தப்பட்ட ஃபைபர், செயல்படுத்தப்பட்ட ஃபைபர்"
সক্রিয়করণ প্রভাব,செயல்படுத்தும் விளைவு
সক্রিয়করণ প্রভাব,செயல்படுத்தும் விளைவு
সক্রিয়করণ বিশ্লেষণ,செயல்படுத்தும் பகுப்பாய்வு
কার্যকলাপ কেন্দ্র,செயல்பாட்டு மையம்
সক্রিয়করণ পরীক্ষক,செயல்படுத்தும் சோதனையாளர்
অ্যাক্টিভেশন শক্তি,செயல்படுத்தும் ஆற்றல்
সক্রিয়করণ এনট্রপি,செயல்படுத்தும் என்ட்ரோபி
সক্রিয়করণ ওভারভোল্টেজ,செயல்படுத்தல் அதிக மின்னழுத்தம்
সক্রিয়করণ হার,செயல்படுத்தும் விகிதம்
"সক্রিয়কারী, সক্রিয়কারী","செயல்படுத்துபவர், செயல்படுத்துபவர்"
অ্যাক্টিভেটর পরমাণু,செயல்படுத்தும் அணு
এক্সিলারেটর,முடுக்கி
সক্রিয় শোষণ,செயலில் உறிஞ்சுதல்
সক্রিয় বায়বীয়,செயலில் வான்வழி
বিকিরণ বিপদ অঞ্চল,கதிர்வீச்சு ஆபத்து மண்டலம்
সক্রিয় ডিভাইস,செயலில் உள்ள சாதனம்
সক্রিয় টার্গেটিং,செயலில் இலக்கு
সক্রিয় হাইড্রোজেন*,செயலில் உள்ள ஹைட்ரஜன்*
সক্রিয় জাল,செயலில் கண்ணி
সক্রিয় লাইন সক্রিয় লাইন,செயலில் வரி செயலில் வரி
সক্রিয় লুপ,செயலில் வளையம்
সক্রিয় কোড*,செயலில் உள்ள குறியீடு*
সক্রিয় উপাদান,செயலில் உள்ள பொருட்கள்
সক্রিয় অণু,செயலில் உள்ள மூலக்கூறு
সক্রিয় জাল,செயலில் கண்ணி
সক্রিয় পুনর্শোষণ,செயலில் மறுஉருவாக்கம்
সক্রিয় এলাকা,செயலில் உள்ள பகுதி
সক্রিয় নিয়ন্ত্রণ,செயலில் கட்டுப்பாடு
সক্রিয় স্যাটেলাইট,செயலில் உள்ள செயற்கைக்கோள்
সক্রিয় বিচ্ছিন্ন সৌর শিখা,செயலில் பிளவுபட்ட சூரிய சுடர்
সক্রিয় মাইক্রোনিউট্রিয়েন্ট,செயலில் நுண்ணூட்டச்சத்துக்கள்
সক্রিয় ট্র্যাকিং সিস্টেম,செயலில் கண்காணிப்பு அமைப்பு
সক্রিয় ট্রান্সডুসার,செயலில் மின்மாற்றி
সক্রিয় গ্রহণ,செயலில் உட்கொள்ளல்
কার্যকলাপ সহগ*,செயல்பாட்டு குணகம்*
কার্যকলাপ সূচক,செயல்பாட்டுக் குறியீடு
কার্যকলাপ অনুপাত,செயல்பாட்டு விகிதம்
কার্যকলাপ ভেক্টর,செயல்பாட்டு திசையன்
বাস্তব মনিটর,உண்மையான மானிட்டர்
প্রকৃত চাপ,உண்மையான மன அழுத்தம்
ট্রিগার করতে,தூண்டுதல்
জন্মদাতা,தொடங்குபவர்
জন্মদাতা,தொடங்குபவர்
acuityometer,தீவிரமானி
শ্রবণ তীক্ষ্ণতা,கேட்கும் கூர்மை
ছবির তীক্ষ্ণতা মান,புகைப்படக் கூர்மை மதிப்பு
তীব্র কোণ,குறுங்கோணம்
ফিসফিস,கிசுகிசுத்தல்
তীব্র ত্রিভুজ,கடுமையான முக்கோணம்
অ্যাসাইক্লিক,அசைக்ளிக்
অপ্টিমাইজেশান অ্যাপ্লিকেশন,தேர்வுமுறை பயன்பாடு
অপ্টিমাইজ করা অবস্থা,உகந்த நிலை
অভিযোজিত নিয়ন্ত্রণ ব্যবস্থা,தகவமைப்பு கட்டுப்பாட்டு அமைப்பு
অ্যাডাপ্টোমিটার,அடாப்டோமீட்டர்
অ্যাডকক অ্যান্টেনা,அட்காக் ஆண்டெனா
যোগফল,மொத்தத்தில்
সংকলন সময়,தொகுப்பு நேரம்
সংকলন-বিয়োগের সময়,தொகுத்தல்-கழித்தல் நேரம்
যোগকারী,சேர்ப்பான்
"যোগফল, যোগ, যোগফল (সম্পাদনা), যোজক (v.)","தொகை, கூட்டல், கூட்டுத்தொகை (பதிப்பு), சேர்க்கை (v.)"
যোগ ধ্রুবক,கூட்டல் மாறிலி
ত্বরণ-সমষ্টি নিয়ম,முடுக்கம்-தொகை விதி
