Gujarati,Hindi
હોલ્ડિંગ ડિસ્ટ્રીબ્યુટર,धारिता वितरक
સંધિ હોલ્ડિંગ,संधि धारिता
કેપેસિટેન્સ ગેજ,धारिता मापी
હોલ્ડિંગ કલેક્ટર,धारिता उद्ग्राही
ક્ષમતા પ્રતિક્રિયા,धारिता प्रतिघात
"કેપેસિટીવ એનર્જી કન્વર્ટર, ટ્રાન્સડ્યુસર","संधारी ऊर्जा परिवर्तित्र, ट्रासड्यूसर"
કેપેસિટર,संधारित्र
કેપેસિટર બેંક,संधारित्र बैंक
કેપેસિટર ફિલ્ટર,संधारित्र फिल्टर
કેપેસિટર ઇનપુટ ફિલ્ટર,संधारित्र निवेश फिल्टर
વિંચ મોટર,चर्खी मोटर
પુલી સર્વો બોડી,चर्खी सर्वो निकाय
ચરખી,चर्खी
કેપ્ચર,प्रग्रहण
કેપ્ચર કલમ,प्रग्रहण परिच्छेद
કેપ્ચર અસર,प्रग्रहण प्रभाव
વાહક અવાજ ગુણોત્તર,वाहक रव अनुपात
કાર રેડિયો,कार रेडियो
કાર્બન રેઝિસ્ટર,कार्बन प्रतिरोधक
કાર્ડ રીડર,कार्ड वाचक
કાર્ડિયોઇડ ડાયાગ્રામ,कार्डिऑड आरेख
વાહન,कैरेज
વાહન વળતર,कैरेज वापसी
વાહક,वाहक
વાહક સંચાર,वाहक संचार
વાહક એકાગ્રતા,वाहक संकेंद्रण
વાહક આવર્તન,वाहक आवृत्ति
વાહક પ્રજનન,वाहक जनन
વાહક સ્તર,वाहक स्तर
વાહક જીવન,वाहक आयुकाल
વાહક ગતિશીલતા,वाहक गतिशीलता
વાહક ગુણાકાર,वाहक गुणन
વાહક અવાજ સ્તર,वाहक रव स्तर
વાહક શ્રેણી,वाहक परास
વાહક પુનઃપ્રાપ્તિ સર્કિટ,वाहक पुनर्प्राप्ति परिपथ
વાહક પુનઃનિર્માણ,वाहक पुनर्निवेशन
વાહક છૂટાછવાયા,वाहकीय प्रकीर्णन
વાહક દમન,वाहक संदमन
વાહક પાંજરું,वाहक पिंजरन
વાહક વેગ,वाहक वेग
હેન્ડ બીટ,हस्तगत बिट
ધ્વજ રાખવામાં આવ્યો,हस्तगत ध्वज
"કબજાની નોંધણી, કબજાની નોંધણી","हस्तगत रजिस्टर, हस्तगत पंजी"
પોર્ટેબલ જનરેટર,सुवाह्य जनित्र
કાર્સનનો કાયદો,कार्सन-नियम
કારતૂસ ફ્યુઝ,कार्ट्रिज फ्यूज
કારતૂસ ટેપ,कार्ट्रिज टेप
કેરી ફોસ્ટર બ્રિજ,कैरी फोस्टर सेतु
સ્ટેપ એમ્પ્લીફાયર,सोपानी प्रवर्धक
ગ્રેડેશન,सोपानन
કાસ્કેડ એમ્પ્લીફાયર,कैसकेड प्रवर्धक
"કાસ્કોડ એમ્પ્લીફાયર, સ્ટેપ એમ્પ્લીફાયર","कैसकोड प्रवर्धक, सोपानी प्रवर्धक"
કેસેટ,कैसेट
પ્રેરિત,उत्प्रेरण
કેપ્ટિવ કોટર,प्रग्राही कोटर
કેથોડ,कैथोड
કેથોડ પાછળનું,कैथोड अनुगामी
કેથોડ ટ્રેલિંગ એમ્પ્લીફાયર,कैथोड अनुगामी प्रवर्धक
કેથોડ લ્યુમિનન્સ,कैथोड संदीप्ति
કેથોડ સામગ્રી,कैथोड सामग्री
કેથોડ રે ઓસિલોસ્કોપ,कैथोड किरण दोलनदर्शी
કેથોડ રે ટ્યુબ,कैथोड किरण नलिका
કેથોડ કણો જુબાની,कैथोड कण क्षेपण
કેથોડ લ્યુમિનન્સ,कैथोड संदीप्ति
કોયર ફિલ્ટર,कौयर फिल्टर
કેવર ફિલ્ટર,कावेर फिल्टर
કોટર,कोटर
એન્ટ્રાલ રેડિયેશન,कोटरीय विकिरण
કોટર રેઝોનેટર,कोटर अनुनादी
ફેટ ચાર્જ કપલ્ડ ડિવાઇસ (CCD),फेट आवेश युग्मित युक्ति(सी सी डी)
સીડી રોમ,सी.डी.रोम
સીડી રોમ ડ્રાઇવ,सी. डी. रोम ड्राइव
સેલ (બેટરી),सेल (बैटरी)
કેન્દ્રીય સંસાધન તત્વ,केंद्रीय संसाधन तत्व
કેન્દ્રીય સંસાધન એકમ,केंद्रीय संसाधन इकाई
કેન્દ્રીય પ્રોસેસર,केंद्रीय संसाधित्र
સરેરાશ સ્કેલ,मध्यमान
મધ્ય આવર્તન,मध्य आवृत्ति
મધ્યમ એક્ઝોસ્ટ ટ્રાન્સફોર્મર,मध्य निष्कासी ट्रांसफॉर्मर
"સિરામિક, માટી","सिरेमिक, मृत्तिका"
સિરામિક ફિલર,सिरेमिक पूरक
સિરામિક ફિલ્ટર,सिरेमिक फिल्टर
સિરામિક સામગ્રી,सिरेमिक पदार्थ
સિરામિક રેઝોનેટર,सिरेमिक अनुनादी
સિરામિક સાઉન્ડ રીસીવર,सिरेमिक ध्वनि उद्ग्राही
સેરેનકોવ કેલ્ક્યુલેટર,सेरेन्कोव गणित्र
સરમત,सरमेट
chalcogenide,कैल्कोजेनाइड
કેલ્કોપીરાઈટ,कैल्कोपाइराइट
"ચેનલ, ચેનલ","चैनल, वाहिका"
ચેનલ બેન્ડ વિસ્તરણ,चैनल बैंड विस्तार
ચેનલ કોડર,चैनल कोडित्र
ચેનલ આવર્તન,चैनल आवृत्ति
ચેનલ પાત્ર,चैनल वरित्र
ચેનલ અલગ,चैनल पृथक्करण
ચેનલ સિદ્ધાંત,चैनल सिद्धांत
અક્ષર જનરેટર,वर्ण जनित्र
પાત્રની ઓળખ,संप्रतीक पहचान
લાક્ષણિક અવબાધ,अभिलाक्षणिक प्रतिबाधा
ચાર્જ કેરિયર,आवेश वाहक
ચાર્જ નિયંત્રણ પરિમાણ,आवेश नियंत्रक प्राचल
ચાર્જ જોડી ઉપકરણ,आवेश युग्मित युक्ति
ચાર્જ જોડી રેન્ડમ એક્સેસ મેમરી,आवेश युग्मित यादृच्छिक अभिगम स्मृति
ચાર્જ ઘનતા,आवेश घनत्व
ચાર્જ ઈન્જેક્શન ઉપકરણ,आवेश अंतःक्षेपण युक्ति
ચાર્જ નુકશાન,आवेश हानि
ચાર્જ પમ્પિંગ,आवेश पंपन
ચાર્જ સેન્સિંગ એમ્પ્લીફાયર,आवेश संवेदी प्रवर्धक
ચાર્જ સંગ્રહ,आवेश संचयन
ચાર્જ કણો,आवेशित कण
જુસ્સાદાર,आवेशक
ફ્રેમ,ढाँचा
રોબીશેવ ફિલ્ટર,रोबिशेव फिल्टर
કુલ તપાસો,जाँच योग
આવર્તન તપાસો,जाँच आवृत्ति
રાસાયણિક બંધન,रासायनिक आबंध
રાસાયણિક વરાળ જુબાની,रासायनिक वाष्प निक्षेपण
ચાઇલ્ડ લોક સુવિધા,चाइल्ड लॉक सुविधा
બાળકનો કાયદો,चाइल्ड का नियम
ચિપ,चिप
ચિપ સક્રિયકરણ,चिप सक्रियन
ગૂંગળામણ,चोक
તૂટક તૂટક,अन्तरायिक
તૂટક તૂટક એમ્પ્લીફાયર,अन्तरायिक प्रवर्धक
તૂટક તૂટક એમ્પ્લીફાયર,अन्तरायिक प्रवर्धक
તૂટક તૂટક મોડ,अन्तरायिक विधा
ક્રોમા એમ્પ્લીફાયર,क्रोमा प्रवर्धक
લાક્ષણિકતા રેખાકૃતિ,वर्णकता आरेख
પિગમેન્ટેશન,वर्णकत्व
વર્તુળ રેખાકૃતિ,वृत्त आरेख
સર્કિટ,परिपथ
સર્કિટ વિશ્લેષણ,परिपथ विश्लेषण
સર્કિટ બ્રેકર,परिपथ विच्छेदक
પરિપથ આકૃતિ,परिपथ आरेख
સર્કિટ નોટેશન,परिपथ संकेतन
સર્કિટ સ્વિચિંગ,परिपथ स्विचन
ગોળાકાર તરંગ માર્ગ,वृत्ताकार तरंग पथ
ફરતી મેમરી,परिसंचारक स्मृति
બંધન સર્કિટ,बंधन परिपथ
ક્લૅપ ઓસિલેટર,क्लैप दोलित्र
વર્ગ A એમ્પ્લીફાયર,वर्ग ए प्रवर्धक
વર્ગ A] B] C] D કામગીરી,वर्ग A] B] C] D प्रचालन
વર્ગ બી એમ્પ્લીફાયર,वर्ग B प्रवर्धक
વર્ગ સી એમ્પ્લીફાયર,वर्ग C प्रवर्धक
વર્ગ ડી એમ્પ્લીફાયર,वर्ग D प्रवर्धक
એસ વર્ગ શરીર,S वर्ग निकाय
"હકાલપટ્ટી, સ્વચ્છ","निष्कासन, निर्मल"
ઉતારવું,कर्तन
ઉતારવાની સર્કિટ,कर्तन परिपथ
કેલાડ,कालद
ઘડિયાળની આવર્તન,कालद आवृत्ति
ઘડિયાળ પલ્સ જનરેટર,कालद स्पंद जनित्र
