Bengali,English
শস্যাগার বার্নার্স,Barn Burners
ব্যারন,Baron
ব্যারোনেজ,Baronage
ব্যারনস মেজরস,Barones majores
ব্যারোনস মাইনরস,Barones minores
ব্যারনেস,Baroness
ব্যারোনেট,Baronet
ব্যারোনেটেজ,Baronetage
ব্যারোনেটেজ,Baronetage
ব্যারোনেটসি,Baronetcy
ব্যারনি,Barony
ব্যারাকুন,Barracoon
ব্যারাকুন,Barracoon
ব্যারিকেড (=ব্যারিকেড),Barricade (=barricado)
ব্যারিকেড (=ব্যারিকেড),Barricade (=barricado)
ব্যারিকেড (=ব্যারিকেড),Barricade (=barricado)
সেনাঘাঁটি,Base camp
ব্যাসিলিকা,Basilica
ব্যাসিলিকা,Basilica
বাস্তিলা,Bastila
বাস্তিল,Bastille
বাস্তিল,Bastille
ব্যাটারি,Battery
যুদ্ধ,Battle
ব্যাটলে-অ্যারে,Batlle-array
যুদ্ধ কান্না,Battle cry
যুদ্ধ দিন,Battle din
যুদ্ধক্ষেত্র,Battle field
যুদ্ধের স্তব,Battle hymn
স্পার্সের যুদ্ধ,Battle of the Spurs
স্ট্যান্ডার্ড যুদ্ধ,Battle of the Standard
যুদ্ধজাহাজ,Battleship
যুদ্ধজাহাজ-শক্তি,Battleship-strength
Bayeux ট্যাপেস্ট্রি,Bayeux tapestry
বীকন,Beacon
বীকন টাওয়ার,Beacon tower
বিভার,Beaver
বিভার,Beaver
সমুদ্রের ভিক্ষুক,Beggars of the sea
বেলিকোস,Bellicose
বেলিকোস,Bellicose
বেলিকোস,Bellicose
বেলিকোসিটি,Bellicosity
বেলোনা,Bellona
উপকারিতা,Benefice
যাজকদের সুবিধা,Benefit of clergy
বেনেলাক্স,Benelux
বার্লিন ডিক্রি,Berlin Decree
বেসার,Berserker
বেসান্ট (=বেজেন্ট),Besant (=bezant)
বেথেল,Bethel
বিবিলিওলেটর,Bibliolater
বিবিলিওলাট্রি,Bibliolatry
বিগ বার্থা,Big Bertha
বিগট,Bigot
বিলেটিং,Billeting
অ্যাটেন্ডারের বিল,Bill of Attainder
অধিকার বিল,Bill of Rights
জীবনীকার,Biographer
জন্মের গল্প,Birth stories
বিভাক,Bivouac
বিভাক,Bivouac
বিভাক,Bivouac
বিজোনিয়া,Bizonia
কালো পাখি,Black birding
কালো পতাকা,Black flag
কৃষ্ণ গহ্বর,Black Hole
কৃষ্ণ গহ্বর,Black Hole
কালো পা (= স্ক্যাব),Black leg (=scab)
কালো শার্ট,Black Shirt
ব্লাজন,Blazon
ব্লাজন,Blazon
ব্লাজনরি,Blazonry
ব্লাজনরি,Blazonry
Blitzkrieg,Blitzkrieg
রক্তহীন বিপ্লব (=গৌরবময় বিপ্লব),Bloodless Revolution (=Glorious Revolution)
ব্লাডওয়াইট,Bloodwite
ব্লাডি মেরি,Bloody Mary
নীল,Blue
আভিজাত্য,Blue blood
নীল বই,Blue book
নীল পটি,Blue ribbon
নীল পটি,Blue ribbon
ব্লুজ (=রয়্যাল হর্স গার্ড),Blues (=Royal Horse Guards)
নীল শার্ট,Blue Shirt
ব্লু ওয়াটার স্কুল,Blue Water School
নিয়ন্ত্রণ বোর্ড,Board of Control
শরীরবর্ম,Body armour
বোয়ার,Boer
লুঠ,Booty
বরো,Borough
বুলিউটেরিয়ন,Bouleuterion
বোরবন,Bourbon
বক্সার বিদ্রোহ,Boxer rebellion
বন্ধনী,Brace
ব্রাসার্ড,Brassard
ব্রাসার্ড,Brassard
রুটি উপনিবেশ,Bread colonies
ব্রেস্ট প্লেট,Breast Plate
স্তনের কাজ,Breast work
ব্রেটওয়াল্ডা,Bretwalda
ব্রিগ্যান্ড,Brigand
ব্রিগ্যান্ডেজ,Brigandage
ব্রিটিশ কমনওয়েলথ অফ নেশনস,British Commonwealth of Nations
ব্রাউন শার্ট (=নাৎসি),Brown Shirts (=The Nazis)
ব্রাসেলস চুক্তি (চুক্তি) সংস্থা (=পশ্চিম ইউরোপীয় ইউনিয়ন),Brussels Treaty (Pact) organisation (=Western Europeon union)
বাফ,Buff
বাফ,Buff
বাফ-কোট,Buff-coat
বাফস,Buffs
বুলে (= পরিষদ),Bule (=council)
বার্গেজ,Burgage
বার্গেস,Burgess
বাইজেন্টাইন,Byzantine
বাইজেন্টাইন গির্জা,Byzantine church
বাইজেন্টাইন সাম্রাজ্য,Byzantine Empire
বাইজেন্টাইন যুগ,Byzantine Era
বাইজেন্টাইন ইতিহাসবিদ,Byzantine historians
ক্যাবল,Cabal
সিজারিজম,Caesarism
খলিফা,Caliph
ক্যালিগ্রাফার,Calligrapher
ক্যালিগ্রাফিস্ট,Calligraphist
ক্যালিগ্রাফি,Calligraphy
ক্যালট্রপ,Caltrop
বন্ধুত্ব,Camaraderie
ক্যামারিলা,Camarilla
ক্যামারিলা,Camarilla
ক্যামেলাউকাম,Camelaucum
ছদ্মবেশ,Camouflage
প্রচারণা,Campaign
শিবিরের অনুসারী,Camp follower
ক্যাম্পো সান্টো,Campo santo
ক্যাম্পাস মার্টিয়াস,Campus martius
ক্যানেফোরা,Canephora
ক্যাঙ্গু,Cangue
কামান,Cannonade
কামানের খাদ্যরুপে পরিগণিত মানুষ,Cannon fodder
ক্যানন,Canon
ক্যানন আইন,Canon law
ক্যানোপাস ডিক্রি,Canopus decree
ক্যান্টিং অস্ত্র,Canting arms
বন্দী,Captive
বন্দী,Captor
মৌলিক,Cardinal
কার্ল,Carl
ক্যারোলিংজিয়ান রাজবংশ,Carolingian dynasty
কার্থুসিয়ান সম্প্রদায়,Carthusian sect
কার্টোসা,Cartosa
কাস্টেলীয়,Castelian
কাস্টেলীয়,Castelian
বর্ণপ্রথা,Caste system
দুর্গ,Castle
দুর্গ,Castle
দুর্গ শহর,Castle town
কাস্ত্রা,Castra
কাস্ত্রা,Castra
ক্যাথেড্রা,Cathedra
ক্যাথিড্রাল,Cathedral
ক্যাটো স্ট্রিট ষড়যন্ত্র,Cato Street conspiracy
কাউডিলো,Caudillo
অশ্বারোহী,Cavalier
অশ্বারোহী,Cavalier
অশ্বারোহী সংসদ,Cavalier Parliament
আদুল্লামের গুহা,Cave of Adullam
গুহাচিত্র,Cave painting
গুহাচিত্র,Cave painting
সেন্টুমভির,Centumvir
সেঞ্চুরিয়ান,Centurion
সেঞ্চুরি,Century
চেইন আর্মার (= চেইন মেইল),Chain armour (=chain mail)
চ্যানট্রি,Chantry
চ্যানট্রি,Chantry
চ্যাপ বই,Chap book
চ্যাপলিন,Chaplain
অধ্যায়,Chapter
দুর্ঘটনার অধ্যায়,Chapter of accidents
চার্জ,Charge
চার্জ ডি অ্যাফেয়ার্স,Charge d'affaires
চার্জ বিভাজন,Charge parting
চার্জার,Charger
রথ,Chariot
সারথি,Charioteer
সারথি,Charioteer
সারথি,Charioteer
দাতব্য রান্নাঘর,Charity kitchen
সনদ,Charter
চার্টিস্ট আন্দোলন (=চার্টিজম),Chartist Movement (=Chartism)
চার্টোফাইলাসিয়াম,Chartophylacium
Chateau,Chateau
চেক পোস্ট,Check post
রাসায়নিক যুদ্ধ,Chemical Warfare
চেস্টার,Chester
প্রধান,Chief
প্রধান,Chieftain
প্রধান,Chieftain
প্রধান,Chieftain
শিফন,Chiffon
বীরত্ব,Chivalry
নির্বাচিত মানুষ,Chosen People
ক্রিসমোগ্রাফিয়ন,Chrismographion
খ্রিস্টধর্ম,Christendom
খ্রিস্টীয় যুগ,Christian era
খ্রিস্টান সমাজতন্ত্র,Christian Socialism
ক্রনিকল,Chronicle
ক্রনিকলার,Chronicler
Chryse Chersonese,Chryse Chersonese
সিমেলিয়াম,Cimelium
সিনকুয়েসেন্টো স্টাইল,Cinquecento Style
পরিক্রমা,Circumnavigation
সিস্টারসিয়ান সন্ন্যাসী,Cistercian monk
সিটাডেল,Citadel
উদ্ধৃতি,Citation
উদ্ধৃতি,Citation
আইন অমান্য,Civil disobedience
গৃহযুদ্ধ,Civil war
সিভিস রোমানাস,Civis Romanus
শাস্ত্রীয় বয়স,Classical age
ক্লেফ্ট (=ক্লেফ্ট),Clepht (=klepht)
কেরানিবাদ,Clericalism
ক্লারাচ,Cleruch
ক্লুনিয়াক আন্দোলন,Cluniac movement
কোট বর্ম,Coat armour
অস্ত্রের কোট,Coat of arms
অস্ত্রের কোট,Coat of arms
অস্ত্রের কোট,Coat of arms
ডাকের কোট,Coat of mail
সমদল,Cohort
কমিটিয়া,Comitia
Comitia Centuriata,Comitia Centuriata
কমিটিয়া কুরিয়াটা,Comitia Curiata
Comitia Tributa,Comitia Tributa
স্মারক খিলান,Commemorative arch
স্মারক মুদ্রা,Commemorative coin
স্মারক সীলমোহর,Commemorative seal
সাধারণ ক্ষেত্র,Common field
কমুনার্ড,Communard
কনকর্ড্যাট,Concordat
কনকর্ড্যাট,Concordat
কনডোটিয়ের,Condottiere
নিশ্চিতকরণ Cartarum,Confirmation Cartarum
দ্বন্দ্ব,Conflict
ধর্মসভা,Congregation
বিজয়ী রাষ্ট্র,Conquering state
বিজয়ী,Conqueror
বিজয়ী,Conquistador
কনসিলিয়াম,Consilium
কনসিস্টরি,Consistory
ষড়যন্ত্র,Conspiracy
ষড়যন্ত্র,Conspiracy
কনস্যুলেট,Consulate
কনসুলেশন বই,Consulation book
মহাদেশীয় ব্যবস্থা,Continental system
কনভেনশন সংসদ,Convention Parliament
কপারহেডস (=শান্তি গণতন্ত্রী),Copperheads (=peace democrats)
কপিহোল্ড,Copyhold
কর্ডনিং,Cordoning
করোনা,Corona
রাজ্যাভিষেক,Coronation
রাজ্যাভিষেক পাথর,Coronation stone
কর্পাস,Corpus
কর্সেয়ার,Corsair
কর্সেয়ার,Corsair
কাঁচুলি (= কর্সেলেট),Corset (=corselet)
কর্টেস,Cortes
কোটার (=কোটিয়ার),Cottar (=cottier)
কোটার (=কোটিয়ার),Cottar (=cottier)
কাউন্ট প্যালাটিনেট,Count Palatinate
দেশের বাড়ি,Country house
কাউন্টি,County
কাউন্টি বরো,County borough
কাউন্টি আদালত,County courts
কাউন্টি প্যালাটাইন,County palatine
আদালত,Court
আদালত,Court
আদালতের সার্কুলার,Court circular
আদালতের শিষ্টাচার,Court etiquette
দরবারী,Courtier
ক্যাসেশন আদালত,Court of cassation
কোর্ট অফ ডিরেক্টরস (EIC),Court of Directors (E. I. C.)
মালিকদের আদালত,Court of Proprietors
দরবারের কবি,Court poet
চুক্তিবদ্ধ ক্যামেরোনিয়ান,Covenanted Cameronians
মুকুট,Crown
মুকুট,Crown
মুকুট,Crown
মুকুট জমি,Crown land
মুকুট জমি,Crown land
ক্রাউন প্রিন্স,Crown Prince
ক্রুসেড,Crusade
ক্রুসেডার,Crusader
ক্রিপ্টোগ্রাম,Cryptogram
কুইরাস,Cuirass
কুইরাসিয়ার,Cuirassier
কাল্ট দেবতা,Cult deity
কুরিয়া,Curia
কুরিয়া,Curia
জারবাদ,Czarism
অন্ধকার মহাদেশ,Dark continent
বিচারের দিন,Day of judgement
বিচারের দিন,Day of judgement
যাজক,Dean
দশক,Decade
ডেনারিয়াস,Denarius
ক্ষমতাচ্যুত রাজা,Deposed monarch
নষ্ট করা,Despoil
বিলুপ্তি,Despoilation
ডিথ্রোন,Dethrone
ডায়ডেম,Diadem
ডায়ডেম,Diadem
ডায়ডেম,Diadem
ডায়াসিয়া,Diasia
ডিকাস্টেরিয়াম,Dicasterium
ডিলুভিয়ালিস্ট,Diluvialist
ডায়োসিস,Diocese
ডায়োসিস,Diocese
নির্দেশিকা (=নির্দেশনা),Directoire (=Directry)
নির্দেশিকা (=নির্দেশনা),Directoire (=Directry)
দিরহাম,Dirham
অবিশ্বাসী,Disloyal
অবিশ্বাসী,Disloyal
ভুলের মতবাদ,Doctrine of lapse
দলিল,Document
দালিলিক প্রমাণ,Documentary evidence
গম্বুজের বই,Domesday Book
কনস্টানটাইনের দান,Donation of Constantine
নিয়তি,Doom
ডাওগার রানী,Dowager queen
ড্রাগন,Dragoon
ড্রোমেডারিয়ান,Dromedarian
ড্রোমেডারি,Dromedary
ড্রমন্ড,Dromond
দ্বৈত,Dual
দ্বৈত জোট,Dual alliance
ডুয়েল এন্টেন্টে,Dual entente
দ্বৈত ব্যবস্থা (= দ্বৈত সরকার),Dual system (=dual government)
ডিউক,Duke
ডুমা,Duma
বামন অবতার,Dwarf incarnation
রাজবংশ,Dynasty
রাজবংশ,Dynasty
ঈগল,Eagle
বুড়ো মানুষ,Ealder man
আর্ল,Earl
প্রাচীনত্ব,Earldom
প্রারম্ভিক গুপ্ত,Early Guptas
প্রারম্ভিক (ঐতিহাসিক) সাইট,Early (historic) sites
প্রারম্ভিক বৈদিক যুগ,Early Vedic period
ইক্লেসিয়া,Ecclesia
পুনরুদ্ধারের আদেশ,Edict of Restitution
আট ভাঁজ পথ,Eight fold path
প্রবীণ,Elders
বয়স্ক রাষ্ট্রনায়ক (=জেনরো),Elder statesman (=genro)
হাতির ছাগু,Elephant goad
এগারো বছরের অত্যাচার,Eleven Years' Tyranny
Elysae (=Elysee),Elysae (=Elysee)
ঘের আন্দোলন,Enclosure Movement
এনসাইক্লিক্যাল,Encyclical
বিশ্বকোষবাদী আন্দোলন,Encyclopaedist movement
Entente,Entente
Entente cordiale,Entente cordiale
সিংহাসন,Enthrone
এনট্যুরেজ,Entourage
এফোদ,Ephod
ইফোর,Ephor
মহাকাব্য যুগ,Epic age
মহাকাব্যিক নায়ক,Epic hero
এপিগ্রাফ,Epigraph
এপিস্কোপ্যাসি,Episcopacy
এপিস্কোপেট,Episcopate
পর্ব,Episode
যুগ,Epoch
যুগ তৈরির ঘটনা,Epoch-making event
যুগ সৃষ্টিকারী মানুষ,Epoch-making man
উপনাম,Eponym
ইকুয়েরি,Equerry
ইকুয়েরি,Equerry
অশ্বারোহী মূর্তি,Equestrian statue
যুগ,Era
এরগাস্টুলাম,Ergastulum
ইউক্যারিস্ট,Eucharist
ধর্মপ্রচার,Evangelicalism
ধর্মপ্রচার আন্দোলন,Evangelical movement
ধর্মপ্রচারক,Evangelist
Exarch,Exarch
এক্সিল্যার্ক,Exilarch
ফালাঙ্গিস্ট,Falangist
পিতার জমি,Father land
পিতার জমি,Father land
ফেরিয়া,Feriae
ফেটিশ,Fetish
সামন্ত জোত,Feudal holdings
সামন্ততন্ত্র (=সামন্ততন্ত্র),Feudalism (=feudal system)
সামন্ততান্ত্রিক ব্যবস্থা,Feudal system
সামন্ত,Feudatory
ফিদেই রক্ষাকারী (=বিশ্বাসের রক্ষক),Fidei defensor (=Defender of the Faith)
ফিফ,Fief
ক্ষেত্র ব্যবস্থা,Field system
পঞ্চদশ কর,Fifteenth tax
ফিগার হেড,Figure head
ফিন ডি siecle,Fin de siecle
আগুন ভক্ষক,Fire eater
পাঁচ মাইল আইন,Five Mile Act
পতাকা,Flag
ফ্ল্যামেন ডায়ালিস,Flamen Dialis
ফ্ল্যামেন মার্শালিস,Flamen Martialis
জ্বলন্ত মশাল,Flaming torch
ফ্ল্যাঙ্ক,Flank
ফ্ল্যাঙ্কিং আন্দোলন,Flanking movement
বিকশিত সভ্যতা,Flourishing civilization
fluvialistic বিশ্বাস,Fluvialistic belief
লোকদেবতা,Folk god
লোকদেবী,Folk goddess
লোক স্মৃতি,Folk memory
লোককথা (=লোককাহিনী),Folk myth (=folklore)
চারণ,Foraging
অভিযান,Foray
পূর্বাবস্থায়,Forebear
পূর্বপুরুষ,Forefather
অগ্রদূত,Forerunner
অসহায় আশা,Forlorn hope
গঠনমূলক পর্যায়,Formative stage
দুর্গ,Fort
দুর্গ,Fortification
সুরক্ষিত শহর,Fortified town
দুর্গ,Fortress
ফরচুনা,Fortuna
ফোরাম রোমানাম,Forum Romanum
ফ্রান্সিসকান,Franciscan
ফ্র্যাঙ্কলিন,Franklin
ভ্রাতৃঘাতী যুদ্ধ,Fratricidal war
বিনামূল্যে চার্চ,Free Church
ফ্রিহোল্ডার,Freeholder
ফ্রিল্যান্স সৈনিক,Freelance soldier
ফ্রিল্যান্স সৈনিক,Freelance soldier
ফ্রিম্যান,Freeman
ফ্রিম্যান,Freeman
ফ্রিপাস,Freepass
ফরাসি বিপ্লব,French Revolution
ভদ্র,Friar
ফ্রিশিয়ান ভাড়াটে,Friasian mercenaries
সীমান্তের মানুষ,Frontier'a man
গ্যালিওন,Galleon
গ্যালিকান (=গ্যালিকানিস্ট),Gallican (=Gallicanist)
গ্যালিকানিজম,Gallicanism
গ্যারিসন,Garrison
গল,Gaul
গান্টলেট,Gauntlet
গান্টলেট,Gauntlet
গাজেবো,Gazebo
গাজেবো,Gazebo
গাজেবো,Gazebo
বংশগত ইতিহাস,Genealogical history
বংশগত রেকর্ড,Genealogical record
বংশগত সারণী,Genealogical table
বংশগত গাছ,Genealogical tree
বংশতালিকা,Genealogy
বংশতালিকা,Genealogy
প্রজন্ম,Generation
গণহত্যা,Genocide
বিধর্মী,Gentile
বিধর্মী,Gentile
বিধর্মী,Gentile
বিধর্মী,Gentile
ঘেটো,Ghetto
ঘেটো,Ghetto
গিবত,Gibbet
গিল্ড (=গিল্ড),Gild (=guild)
গ্ল্যাডিয়েটার,Gladiater
গৌরবময় বিপ্লব,Glorious Revolution
গোল্ডেন হোর্ড,Golden Horde
মহাজোট,Grand Alliance
গ্র্যান্ডি,Grandee
গ্র্যান্ড সাইনর,Grand Signor
গ্র্যান্ড সাইনর,Grand Signor
মহান গৃহযুদ্ধ,Great Civil War
মহান প্রস্থান (বুদ্ধের),Great Departure (of Buddha)
বৃহত্তর ভারত,Greater India
গ্রেট হেলাস,Great Hellas
গ্রেট হোর্ড,Great Horde
মহান ত্যাগ (= মহান প্রস্থান),Great Renunciation (=great departure)
মহান সীল,Great Seal
মহান Trak,Great Trak
দারুণ যানবাহন,Great Vehicle
চীনের মহাপ্রাচীর,Great Wall of China
গ্রীভ,Greave
গার্ড-চেম্বার,Guard-chamber
গার্ড-চেম্বার,Guard-chamber
গার্ড-চেম্বার,Guard-chamber
গুপ্ত,Guptas
হ্যাজিওগ্রাফি,Hagiography
হ্যাজিওগ্রাফি,Hagiography
হ্যাজিওলজি,Hagiology
হ্যাজিওলজি,Hagiology
ব্যক্তিগত দর্শকদের হল,Hall of private audience
পাবলিক দর্শক হল,Hall of public audience
হ্যাচমেন্ট,Hatchment
বিধর্মী,Heathen
বিধর্মী,Heathen
হিথেনিজম,Heathenism
হেগিরা (হেজেরা),Hegira (Hejera)
হেলেনবাদ,Hellenism
হেলট,Helot
হেরাল্ড্রি,Heraldry
ঐতিহ্য,Heritage
হায়ারোগ্লিফিক রৈখিক অক্ষর,Hieroglyphic linear characters
হায়ারোগ্লিফিক লিপি,Hieroglyphic script
উচ্চ গির্জা,High Church
উচ্চ ল্যান্ডার,High Lander
হিন্দুধর্ম,Hinduism
ঐতিহাসিক,Historian
ঐতিহাসিক,Historian
ঐতিহাসিক বস্তুবাদ,Historical materialism
ঐতিহাসিক যুগ,Historic era
ঐতিহাসিক সীমান্ত,Historic frontier
ইতিহাসবিদ,Historiographer
ইতিহাসবিদ,Historiographer
ইতিহাস রচনা,Historiography
ইতিহাস রচনা,Historiography
ইতিহাস,History
হিট্টাইট সাম্রাজ্য,Hittite empire
পবিত্র জোট,Holy Alliance
পবিত্র শহর,Holy city
পবিত্র শহর,Holy city
পবিত্র ভূমি,Holy land
পবিত্র ভূমি,Holy land
পবিত্র লীগ,Holy League
পবিত্র লীগ,Holy League
পবিত্র রোমান সাম্রাজ্য (= সাম্রাজ্য),Holy Roman Empire (=The Empire)
পবিত্র সাগর,Holy Sea
পবিত্র সাগর,Holy Sea
জেহাদ,Holy war
জেহাদ,Holy war
হোম সরকার,Home Government
ঘরের রক্ষক,Home Guard
স্বদেশ,Homeland
স্বায়ত্তশাসন,Home rule
স্বায়ত্তশাসন,Home Rule
Horde,Horde
Horde,Horde
শত্রু দেশ,Hostile country
প্রতিকূল ভূমি,Hostile land
গরম সাধনা,hot pursuit
গৃহ,House
গৃহ,House
হাউস অফ কমন্স,House of Commons
হাউস অফ লর্ডস,House of Lords
হাউস অফ রিপ্রেজেন্টেটিভস,House of Representatives
Huguenots,Huguenots
মানবতাবাদ,Humanism
মানবতাবাদী,Humanist
শত ইয়েসের যুদ্ধ,Hundred Yesrs' War
হুংকার,Hunker
ইবাদত খানা (উপাসনা ঘর),Ibadat Khana (House of Worship)
আইকনোক্লাস্ট,Iconoclast
মূর্তিপূজক,Idolater
ইলাহী যুগ,Ilahi era
অবৈধ যুদ্ধ,Illegal war
আলোকিত পাণ্ডুলিপি,Illuminated manuscript
সচিত্র পাণ্ডুলিপি,Illustrated manuscript
সচিত্র পাণ্ডুলিপি,Illustrated manuscript
ইমাম (ইমাম),Imam (Immaum)
ইমামতি,Imamate
ইমামতি,Imamate
ইমামবাড়া,Imambarah
ইম্পেরিয়াল,Imperial
ইম্পেরিয়াল সিটি,Imperial city
সাম্রাজ্যবাদ,Imperialism
ইম্পেরিয়াল পছন্দ,Imperial preference
ইমপলিসি,Impolicy
প্রতারক,Impostor
কারাবাস,Imprisonment
কারাবাস,Imprisonment
অনুপ্রবেশ,Incursion
অনুপ্রবেশকারী,Incursionist
স্বাধীনতা,Independence
স্বাধীনতা দিবস,Independence day
স্বাধীনতা হল,Independence Hall
ভারতীয় আমেরিকান (=লাল ভারতীয়=আমেরিকান ভারতীয়),Indian Amerian (=Red Indian=American Indian)
ইন্ডিয়ান হোম রুল লিগ,Indian Home Rule League
শিল্প বিপ্লব,Industrial Revolution
কাফের,Infidel
কাফের,Infidel
অনুপ্রবেশ,Infiltration
অনুপ্রবেশকারী,Infiltrator
তথ্যদাতা,Informant
তথ্যদাতা,Informant
তথ্যদাতা,Informer
তথ্যদাতা,Informer
প্রবেশ,Ingress
প্রবেশ,Ingress
প্রবেশ,Ingress
বাসস্থান,Inhabitance
বাসিন্দা,Inhabitant
উত্তরাধিকার,Inheritance
উত্তরাধিকার,Inheritance
উত্তরাধিকার,Inheritance
শিলালিপি,Inscription
চিহ্ন,Insignia
যোগদানের যন্ত্র,Instrument of Accession
সরকারের যন্ত্র,Instrument of Government
