Punjabi,Kannada
ਸਵੀਕ੍ਰਿਤੀ ਨਮੂਨਾ,ಸ್ವೀಕಾರ ಮಾದರಿ
ਸੰਚਿਤ ਗਲਤੀ,ಸಂಚಿತ ದೋಷ
ਸ਼ੁੱਧਤਾ,ನಿಖರತೆ
ਲਾਗੂ ਫੋਰਸ,ಅನ್ವಯಿಸಿದ ಬಲ
"ਕਾਰਵਾਈ, ਕੰਮ","ಕ್ರಿಯೆ, ಕಾರ್ಯ"
ਕਾਰਵਾਈ ਅਤੇ ਪ੍ਰਤੀਕਰਮ,ಕ್ರಿಯೆ ಮತ್ತು ಪ್ರತಿಕ್ರಿಯೆ
ਬੀਮਾ ਵਿਗਿਆਨ,ವಿಮಾ ವಿಜ್ಞಾನ
ਤੀਬਰ ਤਿਕੋਣ,ತೀವ್ರ ತ್ರಿಕೋನ
acyclic,ಅಸೈಕ್ಲಿಕ್
ਸੰਪੇਕਸ਼ਤ,ಒಟ್ಟುಗೂಡಿಸಲು
ਜੋੜਨ ਵਾਲਾ,ಸೇರಿಸುವವನು
"ਜੋੜ, ਜੋੜ, ਜੋੜ (c.), ਜੋੜ (v.)","ಮೊತ್ತ, ಸಂಕಲನ, ಸಂಕಲನ (ಸಿ.), ಸಂಯೋಜಕ (ವಿ.)"
ਯੋਗਾ ਦਾ ਫਾਰਮੂਲਾ,ಯೋಗದ ಸೂತ್ರ
ਮਿਸ਼ਰਿਤ ਸੰਖਿਆਵਾਂ ਦਾ ਜੋੜ,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಗಳ ಮೊತ್ತ
ਫੰਕਸ਼ਨਾਂ ਦਾ ਜੋੜ,ಕಾರ್ಯಗಳ ಮೊತ್ತ
ਮੈਟ੍ਰਿਕਸ ਦਾ ਜੋੜ,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಮೊತ್ತ
ਬਹੁਪਦ ਦਾ ਜੋੜ,ಬಹುಪದಗಳ ಮೊತ್ತ
ਸੰਭਾਵਨਾਵਾਂ ਦਾ ਜੋੜ,ಸಂಭವನೀಯತೆಗಳ ಮೊತ್ತ
ਵੈਕਟਰਾਂ ਦਾ ਜੋੜ,ವಾಹಕಗಳ ಮೊತ್ತ
"ਜੋੜ ਥਿਊਰਮ, ਬੇਰੀ ਥਿਊਰੀ,","ಯೋಗ ಪ್ರಮೇಯ, ಬೆರ್ರಿ ಸಿದ್ಧಾಂತ"
additive ਗਰੁੱਪ,ಸಂಯೋಜಕ ಗುಂಪು
additive ਉਲਟ,ಸಂಯೋಜಕ ವಿಲೋಮ
ਜੋੜਨ ਦੀ ਯੋਗਤਾ,ಸೇರಿಸುವಿಕೆ
ਜੋੜਨ ਦੀ ਯੋਗਤਾ,ಸೇರಿಸುವಿಕೆ
ਆਸਪਾਸ ਮੈਟ੍ਰਿਕਸ,ಪಕ್ಕದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
"ਨੇੜੇ, ਨਾਲ ਲੱਗਦੇ, ਨਾਲ ਲੱਗਦੇ","ಪಕ್ಕದ, ಪಕ್ಕದ, ಪಕ್ಕದ"
ਨੇੜੇ ਦੇ ਕੋਣ,ಪಕ್ಕದ ಕೋನ
ਨੇੜੇ ਦਾ ਸਿਰਾ,ಪಕ್ಕದ ಶೃಂಗ
ਜੋੜਨ ਲਈ,ಸಂಯೋಜಿಸಲು
"ਨੱਥੀ ਨੱਥੀ,",ಲಗತ್ತಿಸಲಾದ ಸುತ್ತುವರಿದ
ਆਮ ਨਿਰਣਾਇਕ,ಸಾಮಾನ್ಯ ನಿರ್ಣಾಯಕ
ਅਟੈਚਡ ਡਿਫਰੈਂਸ਼ੀਅਲ ਸਮੀਕਰਨ,ಲಗತ್ತಿಸಲಾದ ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
ਜੁੜੇ ਸਮੀਕਰਨ,ಲಗತ್ತಿಸಲಾದ ಸಮೀಕರಣ
ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ,ಏಕರೂಪದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ਮੈਟ੍ਰਿਕਸ ਕੋਵੇਰੀਅੰਸ,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಒಗ್ಗಟ್ಟು
ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ,ಏಕರೂಪದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ਸਵੀਕਾਰਯੋਗ ਫੈਸਲੇ ਫੰਕਸ਼ਨ,ಸ್ವೀಕಾರಾರ್ಹ ನಿರ್ಧಾರ ಕಾರ್ಯ
ਸਵੀਕਾਰਯੋਗ ਪਰਿਕਲਪਨਾ,ಸ್ವೀಕಾರಾರ್ಹ ಊಹೆ
ਐਰੋਡਾਇਨਾਮਿਕ ਫੋਰਸ,ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಶಕ್ತಿ
ਐਰੋਡਾਇਨਾਮਿਕਸ,ವಾಯುಬಲವಿಜ್ಞಾನ
ਸਮਰੂਪ ਜਿਓਮੈਟਰੀ,ಏಕರೂಪದ ಜ್ಯಾಮಿತಿ
ਸਮਰੂਪ ਮੈਪਿੰਗ,ಏಕರೂಪದ ಮ್ಯಾಪಿಂಗ್
ਸਮਰੂਪ ਤਬਦੀਲੀ,ಏಕರೂಪದ ರೂಪಾಂತರ
ਕੁੱਲ ਵੇਰੀਏਬਲ,ಒಟ್ಟು ವೇರಿಯಬಲ್
"algebra, algebra, algebra, algebra","ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ, ಬೀಜಗಣಿತ"
"ਬੀਜੀ ਬੰਦ, ਬੀਜੀ","ಬೀಜದ ಮುಚ್ಚಿದ, ಬೀಜದ"
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,ಬೀಜಗಣಿತದ ಸಮೀಕರಣ
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,ಬೀಜಗಣಿತದ ಅಭಿವ್ಯಕ್ತಿ
ਬੀਜਗਣਿਤ ਸਮਰੂਪਤਾ,ಬೀಜಗಣಿತದ ಏಕರೂಪತೆ
ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ,ಬೀಜಗಣಿತದ ಕಾರ್ಯ
ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ,ಬೀಜಗಣಿತದ ರೇಖಾಗಣಿತ
ਬੀਜਗਣਿਤ ਬਹੁਲਤਾ,ಬೀಜಗಣಿತದ ಬಹುತ್ವ
ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ,ಬೀಜಗಣಿತ ವ್ಯವಸ್ಥೆ
ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ,ಎಲ್ಲಾ ಪೂರ್ಣಾಂಕ ಸಮಸ್ಯೆ
"ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਵਾਟ ਸਵਾਲ,",ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ವ್ಯಾಟ್ ಪ್ರಶ್ನೆ
ਵਰਣਮਾਲਾ ਸੰਕੇਤ,ವರ್ಣಮಾಲೆಯ ಸಂಕೇತ
ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ
ਬਦਲਵੇਂ ਕੋਣ,ಪರ್ಯಾಯ ಕೋನಗಳು
"ਬਦਲਵੇਂ ਸਮਰੂਪ ਬਦਲਵੇਂ ਰੂਪ,",ಪರ್ಯಾಯ ಏಕರೂಪದ ಪರ್ಯಾಯ ರೂಪ
ਵਿਕਲਪਕ ਸਮੂਹ,ಪರ್ಯಾಯ ಗುಂಪು
ਵਿਕਲਪਕ ਮੈਟ੍ਰਿਕਸ,ಪರ್ಯಾಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ਵਿਕਲਪਿਕ ਲੜੀ,ಪರ್ಯಾಯ ಸರಣಿ
ਵਿਕਲਪਕ ਅਨੁਮਾਨ,ಪರ್ಯಾಯ ಕಲ್ಪನೆ
ਵਿਕਲਪਿਕ ਸਰਵੋਤਮ,ಪರ್ಯಾಯ ಆಪ್ಟಿಮಮ್
ਵਿਕਲਪਿਕ ਨਤੀਜਾ,ಪರ್ಯಾಯ ಫಲಿತಾಂಶ
ਐਨਾਲਾਗ-ਅੰਕ ਕਨਵਰਟਰ,ಅನಲಾಗ್-ಅಂಕಿಯ ಪರಿವರ್ತಕ
"ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,",ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್
ਵਿਸ਼ਲੇਸ਼ਣ,ವಿಶ್ಲೇಷಣೆ
ਸਹਿਵਿਹਾਰ ਵਿਸ਼ਲੇਸ਼ਣ,ಸಹವರ್ತಿ ವಿಶ್ಲೇಷಣೆ
ਗਣਨਾ-ਡਾਟਾ ਵਿਸ਼ਲੇਸ਼ਣ,ಎಣಿಕೆ-ಡೇಟಾ ವಿಶ್ಲೇಷಣೆ
ਪਰਿਵਰਤਨ ਵਿਸ਼ਲੇਸ਼ਣ,ವ್ಯತ್ಯಾಸ ವಿಶ್ಲೇಷಣೆ
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਫੰਕਸ਼ਨ,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಕಾರ್ಯ
ਕੋਣ,ಕೋನ
ਸਪਰਸ਼ ਕੋਣ,ಸ್ಪರ್ಶ ಕೋನ
ਡਿਫਲੈਕਸ਼ਨ ਕੋਣ,ವಿಚಲನ ಕೋನ
ਡਿਪਰੈਸ਼ਨ ਕੋਣ,ಖಿನ್ನತೆಯ ಕೋನ
ਭਟਕਣ ਕੋਣ,ವಿಚಲನ ಕೋನ
ਵਿਭਿੰਨ ਕੋਣ,ವಿವರ್ತನೆಯ ಕೋನ
ਉਚਾਈ ਕੋਣ,ಎತ್ತರದ ಕೋನ
ਘਟਨਾ ਦਾ ਕੋਣ,ಘಟನೆಯ ಕೋನ
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ,ಪ್ರೊಜೆಕ್ಷನ್ ಕೋನ
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,ಪ್ರತಿಬಿಂಬದ ಕೋನ
ਅਪਵਰਤਨ ਦਾ ਕੋਣ,ವಕ್ರೀಭವನದ ಕೋನ
ਰੋਟੇਸ਼ਨ ਕੋਣ,ತಿರುಗುವ ಕೋನ
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਪੂਰਨ ਕੋਣ,ಪ್ರತಿಫಲನದ ಸಂಪೂರ್ಣ ಕೋನ
ਕੋਣੀ ਪ੍ਰਵੇਗ,ಕೋನೀಯ ವೇಗವರ್ಧನೆ
ਕੋਣੀ ਵੇਗ,ಕೋನೀಯ ವೇಗ
ਕੋਣੀ ਗਤੀ,ಕೋನೀಯ ವೇಗ
ਕੋਣੀ ਵੇਗ,ಕೋನೀಯ ವೇಗ
ਰਿੰਗ ਉਂਗਲ,ಉಂಗುರದ ಬೆರಳು
ਜਵਾਬ,ಉತ್ತರ
ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ,ಕೌಂಟರ್ ಉತ್ಪನ್ನ
isometric ਫੰਕਸ਼ਨ,ಸಮಮಾಪನ ಕಾರ್ಯ
"ਕਵਰ ਕਰਨ ਯੋਗ, ਲਾਗੂ, ਲਾਗੂ","ಆವರಿಸಬಹುದಾದ, ಅನ್ವಯಿಸುವ, ಅನ್ವಯಿಸುವ"
"ਐਪਲੀਕੇਸ਼ਨ ਐਪਲੀਕੇਸ਼ਨ,",ಅರ್ಜಿ ಅರ್ಜಿ
ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,ಅನ್ವಯಿಕ ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ,ಅನ್ವಯಿಕ ಜ್ಯಾಮಿತಿ
ਲਾਗੂ ਗਣਿਤ,ಅನ್ವಯಿಕ ಗಣಿತ
ਲਾਗੂ ਅੰਕੜੇ,ಅನ್ವಯಿಕ ಅಂಕಿಅಂಶಗಳು
"ਲਗਭਗ, ਲਗਭਗ","ಸರಿಸುಮಾರು, ಸರಿಸುಮಾರು"
ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,ಸರಿಸುಮಾರು ನಿರಂತರ ಕಾರ್ಯ
"ਮੈਕਰੋ ਵਿਧੀ, ਅਨੁਮਾਨ ਵਿਧੀ","ಮ್ಯಾಕ್ರೋ ವಿಧಾನ, ಅಂದಾಜು ವಿಧಾನ"
ਅੰਦਾਜ਼ਨ ਹੱਲ,ಅಂದಾಜು ಪರಿಹಾರ
ਲਗਭਗ ਸਮੱਸਿਆ,ಅಂದಾಜು ಸಮಸ್ಯೆ
ਲਗਭਗ ਸੰਪਤੀ,ಅಂದಾಜು ಆಸ್ತಿ
ਯੋਗਤਾ ਟੈਸਟ,ಯೋಗ್ಯತಾ ಪರೀಕ್ಷೆ
ਆਰਗਨ ਚਿੱਤਰ,ಆರ್ಗಾನ್ ರೇಖಾಚಿತ್ರ
ਸਵੈ-ਇੱਛਤ,ಸ್ವಯಂಪ್ರೇರಿತ
"ਬੇਤਰਤੀਬ, ਬੇਤਰਤੀਬ","ಯಾದೃಚ್ಛಿಕ, ಯಾದೃಚ್ಛಿಕ"
ਆਪਹੁਦਰੇ ਸਥਿਰ,ಅನಿಯಂತ್ರಿತ ಸ್ಥಿರ
ਮੁਫ਼ਤ ਤੱਤ,ಉಚಿತ ಅಂಶ
ਮਨਮਾਨੀ ਬਿੰਦੂ,ಅನಿಯಂತ್ರಿತ ಬಿಂದು
ਆਰਕੀਮੀਡ ਦਾ ਕਾਨੂੰਨ,ಆರ್ಕಿಮಿಡೀಸ್ ಕಾನೂನು
ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ,ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು
"ਚਾਪ-ਲੰਬਾਈ, ਚਾਪ-ਲੰਬਾਈ","ಚಾಪ-ಉದ್ದ, ಚಾಪ-ಉದ್ದ"
ਚੱਕਰ ਚਾਪ,ವೃತ್ತದ ಚಾಪ
ਉਲਟ ਸਾਈਨ ਵੰਡ,ವಿಲೋಮ ಸೈನ್ ವಿತರಣೆ
ਉਲਟ ਸਾਈਨ ਪਰਿਵਰਤਨ,ವಿಲೋಮ ಸೈನ್ ಪರಿವರ್ತನೆ
"ਖੇਤਰ, ਖੇਤਰ","ಪ್ರದೇಶ, ಪ್ರದೇಶ"
ਖੇਤਰੀ ਸੰਰਚਨਾ,ಪ್ರಾದೇಶಿಕ ಸಂರಚನೆ
ਇੱਕ ਮਿਸ਼ਰਿਤ ਸੰਖਿਆ ਦਾ ਕੋਣ,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಯ ಕೋನ
ਗਣਿਤ ਦਾ ਮਤਲਬ,ಅಂಕಗಣಿತದ ಸರಾಸರಿ
ਡਿਜ਼ੀਟਲ ਕਾਰਵਾਈ,ಡಿಜಿಟಲ್ ಕಾರ್ಯಾಚರಣೆ
ਡਿਜ਼ੀਟਲ ਯੂਨਿਟ,ಡಿಜಿಟಲ್ ಘಟಕ
"ਸੰਰਚਨਾ, ਵਿਵਸਥਾ","ಸಂರಚನೆ, ವ್ಯವಸ್ಥೆ"
"ਐਰੇ, ਐਰੇ","ವ್ಯೂಹ, ವ್ಯೂಹ"
ਨਕਲੀ ਉਪਗ੍ਰਹਿ,ಕೃತಕ ಉಪಗ್ರಹ
ਨਕਲੀ ਵੇਰੀਏਬਲ,ಕೃತಕ ವೇರಿಯಬಲ್
ਚੜ੍ਹਨ ਲਈ,ಏರಲು
ਚੜ੍ਹਦਾ,ಆರೋಹಣ
ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ,ಪರಿಮಾಣದ ಆರೋಹಣ ಕ್ರಮ
ਚੜ੍ਹਦਾ ਗ੍ਰੇਡ,ಆರೋಹಣ ದರ್ಜೆ
ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ,ಅಸೆಂಬ್ಲರ್ ಭಾಷೆ
"ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਅਸਾਈਨਮੈਂਟ ਸਵਾਲ,",ನಿಯೋಜನೆ ಸಮಸ್ಯೆ ನಿಯೋಜನೆ ಪ್ರಶ್ನೆ
ਸਹਿਯੋਗੀ ਨਿਯਮ,ಸಹಾಯಕ ನಿಯಮ
ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਨਿਯਮ,ನಿರ್ವಾಹಕರ ಸಹಾಯಕ ನಿಯಮ
ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ,ಸಹಾಯಕ ಕಾರ್ಯಾಚರಣೆ
ਸਾਥੀ,ಒಡನಾಟ
ਮਤਲਬ ਮੰਨਿਆ,ಸರಾಸರಿ ಊಹಿಸಲಾಗಿದೆ
ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ,ಸಂಭವನೀಯತೆಯ ವಿತರಣೆಯನ್ನು ಊಹಿಸಲಾಗಿದೆ
"ਕਲਪਨਾ, ਮੰਨਿਆ,","ಕಲ್ಪಿಸಿಕೊಂಡ, ಒಪ್ಪಿಕೊಂಡ"
ਜੋਤਿਸ਼,ಜ್ಯೋತಿಷ್ಯ
"ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ ਸਪੇਸ ਇੰਜੀਨੀਅਰ,",ಗಗನಯಾತ್ರಿ ಎಂಜಿನಿಯರ್ ಬಾಹ್ಯಾಕಾಶ ಎಂಜಿನಿಯರ್
ਖਗੋਲ ਵਿਗਿਆਨੀ*,ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ*
ਖਗੋਲੀ ਘੜੀ,ಖಗೋಳ ಗಡಿಯಾರ
ਖਗੋਲ ਵਿਗਿਆਨ,ಖಗೋಳಶಾಸ್ತ್ರ
ਅਸਮਿਤ ਵਕਰ,ಅಸಮಪಾರ್ಶ್ವದ ಕರ್ವ್
ਅਸਮਿਤੀ,ಅಸಿಮ್ಮೆಟ್ರಿ
asymptotic,ಲಕ್ಷಣರಹಿತ
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ,ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ
ਪ੍ਰਗਤੀਸ਼ੀਲ ਅਨੁਮਾਨਕ,ಪ್ರಗತಿಪರ ಅಂದಾಜುಗಾರ
ਪਿਛਾਖੜੀ ਪੱਖਪਾਤੀ ਅਨੁਮਾਨਕ,ಹಿಮ್ಮುಖ ಪಕ್ಷಪಾತದ ಅಂದಾಜುಗಾರ
ਪਿਛਾਖੜੀ ਵਿਹਾਰ,ಹಿಮ್ಮುಖ ನಡವಳಿಕೆ
ਹਮਲਾਵਰ ਵੰਡ ਫੰਕਸ਼ਨ,ಆಕ್ರಮಣಕಾರಿ ವಿತರಣಾ ಕಾರ್ಯ
ਉੱਪਰ ਵੱਲ ਫੈਲਣਾ,ಮೇಲ್ಮುಖವಾಗಿ ಹರಡಿತು
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,ವಾತಾವರಣದ ಒತ್ತಡ
"ਬੇਤਰਤੀਬੇ,",ಯಾದೃಚ್ಛಿಕವಾಗಿ
ਸੰਪਤੀ*,ಆಸ್ತಿ*
ਗੁਣ-ਨਮੂਨਾ-ਪ੍ਰਣਾਲੀ,ಗುಣಲಕ್ಷಣ-ಮಾದರಿ-ಯಾಂತ್ರಿಕತೆ
ਵਧਿਆ ਹੋਇਆ ਮੈਟਰਿਕਸ,ವರ್ಧಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ,ಸ್ವಯಂ ಸಂಬಂಧ ಗುಣಾಂಕ
ਸਵੈ-ਸੰਬੰਧ ਫੰਕਸ਼ਨ,ಸ್ವಯಂ ಸಂಬಂಧ ಕಾರ್ಯ
ਸਹਿਵਿਹਾਰ,ಸಹವರ್ತಿತ್ವ
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ,ಸ್ವಯಂಚಾಲಿತ ಕಂಪ್ಯೂಟರ್
ਆਟੋਰਿਗਰੇਸ਼ਨ,ಸ್ವಯಂ ಹಿನ್ನಡೆ
ਸਹਾਇਕ ਸਮੀਕਰਨ,ಸಹಾಯಕ ಸಮೀಕರಣ
ਮੀਨ ਸੈਂਪਲ ਨੰਬਰ ਕਰਵ (MPC ਕਰਵ),ಸರಾಸರಿ ಮಾದರಿ ಸಂಖ್ಯೆ ಕರ್ವ್ (MPC ಕರ್ವ್)
"axiom, axiom","ಮೂಲತತ್ವ, ಮೂಲತತ್ವ"
axiom ਪਹੁੰਚ,ಮೂಲತತ್ವ ವಿಧಾನ
ਸੰਭਾਵਨਾ axiom,ಸಂಭವನೀಯತೆಯ ಮೂಲತತ್ವ
ਧੁਰਾ,ಅಕ್ಷರೇಖೆ
ਭੁਜਕਸ਼ਾ,ಭುಜಾಕ್ಷ
ਧਰਤੀ ਦਾ ਧੁਰਾ,ಭೂಮಿಯ ಅಕ್ಷ
ਰੋਟੇਸ਼ਨ ਧੁਰਾ,ತಿರುಗುವ ಅಕ್ಷ
ਰੋਟੇਸ਼ਨ ਧੁਰਾ,ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ
ਸਪਿਨ ਧੁਰਾ,ಸ್ಪಿನ್ ಅಕ್ಷ
ਪੋਸਟ ਬਦਲੀ,ಪೋಸ್ಟ್ ಬದಲಿ
ਬਾਅਦ ਵਿੱਚ,ನಂತರ
ਵਾਪਸ ਸੰਮਿਲਨ ਫਾਰਮੂਲਾ,ಹಿಂದಿನ ಅಳವಡಿಕೆ ಸೂತ್ರ
"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ","ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ"
ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ,ಸಮತೋಲಿತ ವಿನ್ಯಾಸ
ਸੰਤੁਲਨ ਸ਼ੀਟ,ಬ್ಯಾಲೆನ್ಸ್ ಶೀಟ್
ਮਿਜ਼ਾਈਲ,ಕ್ಷಿಪಣಿ
"ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ","ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ"
"ਕਾਲਮ, ਰਾਡ, ਕੋਬ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਲਾਈਨ, ਲਾਈਨ, ਟੈਸਟ ਲਾਈਨ, ਕਿਨਾਰਾ","ಕಾಲಮ್, ಬಾರ್, ಕಾಬ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಬಾರ್, ಲೈನ್, ಲೈನ್, ಟೆಸ್ಟ್ ಲೈನ್, ಎಡ್ಜ್"
"ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ","ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್, ಬೇಸ್"
ਅਧਾਰ ਕੋਣ,ಮೂಲ ಕೋನ
"ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ, ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ","ಲಾಗರಿಥಮ್ನ ಆಧಾರ, ಲಾಗರಿಥಮ್ನ ಆಧಾರ"
"ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ,","ಮೂಲಭೂತ, ಮೂಲಭೂತ"
ਅਧਾਰ ਇਕਸਾਰ ਹੱਲ,ಮೂಲ ಸುಸಂಬದ್ಧ ಪರಿಹಾರ
ਅਧਾਰ ਹੱਲ,ಮೂಲ ಪರಿಹಾರ
ਅਧਾਰ ਵੇਰੀਏਬਲ,ಮೂಲ ವೇರಿಯಬಲ್
ਅਧਾਰ,ಬೇಸ್
ਅਧਾਰ ਤੱਤ,ಮೂಲ ಅಂಶ
ਬੇਸ ਮੈਟ੍ਰਿਕਸ,ಮೂಲ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ,ವೆಕ್ಟರ್ ಜಾಗದ ಆಧಾರ
ਉਪ-ਜਨਸੰਖਿਆ ਦੇ ਆਧਾਰ &#39;ਤੇ,ಉಪಜನಸಂಖ್ಯೆಯ ಆಧಾರ
ਬੇਈਮਾਨ,ನಿರ್ಲಜ್ಜ
bez-ਨਿਯਮ,ಬೆಜ್-ನಿಯಮ
ਬੇਜ਼-ਪ੍ਰਮੇਯ,ಬೆಜ್-ಪ್ರಮೇಯ
bernoulli-ਵੰਡ,ಬರ್ನೌಲಿ-ವಿತರಣೆ
