Kannada,Gujarati
ಕೃಷಿ ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ,કૃષિ -અર્થશાસ્ત્રી
ಕೃಷಿ ವಿಸ್ತರಣಾವಾದಿ,કૃષિ વિસ્તરણવાદી
ಕೃಷಿ ವಿಜ್ಞಾನಿ,કૃષિ -વિજ્ scientાન
ಕೃಷಿ ಎಂಜಿನಿಯರ್,ખેતી ઈજનેર
ಕೃಷಿ ವಿಜ್ಞಾನಿ,કેરોગવિજ્ologistાન
ಕೃಷಿವಾದಿ,કૃષિવિજ્istાની
ಕೃಷಿ ಭೌತ,કૃષિવિજ્stાન
ಪ್ರಾಣಿ ತಳಿಗಾರ,પશુ સંવર્ધક
ಬ್ಯಾಸಿಲಸ್ ವೈರಸ್,બેસિલસ વાયરસ
ಗಾಡಿ,દંભ
ಬ್ಯಾಕ್ಟೀರಿಯಾ,જીવાત
ಬ್ಯಾಕ್ಟೀರಿಯೊಕ್ಸಿನ್,કોઇ
ಬಜಾಸ್ಸೆ,મસાલા
ಸಮತೋಲನ,સરવૈયા
ಸಮತೋಲನೀಕರಣ,શેતરાન
ಗಿರಣಿ ರೇಖೆ,આકૃતિ
ತೊಗಟೆ,ભડકો
ಮಾಪಕ,બાહુદ માળખાં
ಬಂಜೆ,ઉજ્જડ
ಬೇನೆ,પાયો
ಜಲಾನಯನ ಪ್ರದೇಶ,ઉજવણી
ಸ್ವಲ್ಪ,બીક
ಬಾಸದ,દરિયાકાંઠે
ಕೊಂಬೆ ಮಾನ್ಸುನ್,ચોમાસા
ಹೊಳಪಿನ,પધ્ધદનો છોડ
ಹಾಸಿಗೆ,પથારી
ದಟ್ಟಕಾರ,ઘાને
ಹಾಸಿಗೆ,નાળ
ಬೀಟ್ ಮೊಲಾಸಸ್,બીટ દાળ
ಬೆನ್ನೆಲುಬು,ધૂન
ಪಟ್ಟಿಗೆ,બેલ્ટ
ಲಾಭ-ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ,લાભ આપતી કિંમતે વિશ્લેષણ
ಪಕ್ಷಪಾತ (ಮಾದರಿ),પક્ષપાતી (નમૂના)
ದ್ವೈವಾರ್ಷಿಕ,દ્વિવાર્ષિક
ದ್ವಿಪದೀಯ,દ્વિપદી
ಜೈವಿಕ ವ್ಯಾಪ್ತಿಯ,જૈવિક
ಜೈ ಜೈವಿಕ ಗ್ರಂಥಾಲಯ,જૈવ
ಜೈವಿಕ ಕರ್ತವ್ಯ,બાયનર્જી
ಜೈವಿಕಶಾಸ್ತ್ರ,જીવવિજ્icsાન
ಜೈವಿಕ ರಿಯಾಯಿತಿ,બાયરોએક્ટર
ಜೀವಗೋಳ,જીવશોષ
ಜೈವಿಕ,જૈવિક
ಬಯೋಟೈತನ,જંતુઓ
ದ್ವಿಲಿಂಗಿ,દ્વિલિંગી
ಚಿರತೆ,નિસ્તેજ
ಹರಡು,વિનોદ
ಮಿಶ್ರಣ,મિશ્રણ
ಗದ್ದಲ,વાંક કા blવો
ಗುಳ್ಳೆ,ફટકો
ನೀಲಿ ಕ್ರಾಂತಿ,ક્રાંતિ
ಕೆಳಗಿನ ಶಾಖ ಕೊಠಡಿ,તળિયે ગરમીનો ઓરડો
ಕೆಳಗಿನ ಶಾಖ ತಂತ್ರ,તળિય ગરમીની તકનીક
ಹೊಟ್ಟು,ક brંગું
ಕವಲೊಡೆ,શાખા
ಸಣ್ಣ ಕೊಂಬೆ,શાખા -શાખા -શાખ્ય
ತಳಿ,ઉછેર
ತಳಿ,ઉછેર
ಕಂಗುರು,કોઇ
ಸಂಸಾರ,ક brંગું
ಮೊಳಕೆಯ,જાંબુડી
ಬಜೆ,અંદાજપત્ર
ಬಫಲು,બફર
ಬಟಗು,ગોળાકાર
ಚೂರುಚೂರಾಗಿ,સંલગ્ન
ಉಪ-ಉತ್ಪನ್ನ,પેટા-પેદાશ
ಬಾಬುಲ್ ಅಕೇಶಿಯ,બબુલ બાવળ
ಬೇಬಿ ಕಾರ್ನ್,બાળક મકાઈ
ಬುದ್ದಿ,બેલ
ಬಾಯಿ,બાલ
ಕಸಕ,બાલસમ
ಬಿದಿರು,વાંસ
ಬಾಳೆಹಣ್ಣು,કરડ
ಆಲದ ಮರ,વડ નું વૃક્ષ
ಬಾರ್ಲಿ,જવ
ಬಾರ್ನ್ಯಾರ್ಡ್ ರಾಗಿ,બાર્નેયાર્ડ બાજરી
ತುಳಸಿ,એક જાતનો છોડ
ಬಾಸ್ಟರ್ಡ್ ಸೀಡರ್,બેસ્ટાર્ડ દેવદાર
ಬಾಸ್ಟರ್ಡ್ ಮೈರೋಬಾಲನ್,બેસ્ટર્ડ માયરોબાલન
ಮಾಟ,બૌહિનીયા
ಕೊಲ್ಲಿ ಬೆರ್ರಿ,ખાડી
ಹುರುಳಿ,બીન
ಬೀಟ್,સલાદ
ಬೆಲ್ಲ,બાલ્ટડોન્ના
ಗಡಿ,બેવકૂફ
ಗಡಿ,ઠપકો આપવો
ಬಿಲ್ಲೆ,સોપારી
ಬಿಲಿಂಬಿ,બિલોમ્બી
ಹಾಗಲಕಾಯಿ,કડવી દારૂ
ಕಪ್ಪು ಗ್ರಾಂ,કાળો ગ્રામ
ಕಪ್ಪು ನೈಟ್ಶೇಡ್,કાળી નાઈટશેડ
ಬಾಗ್‌ನ್ವಿಲ್ಲಾ,બોગૈનવિલે
ಬಾಟಲಿ ಕುಂಚ,બોટ
ಬಾಟಲಿ ಸೋರೆ,બોટલ ગોળા
ಬಾಕ್ಸ್ ಮರ,બ boxટ -ઝાડ
ಬ್ರೆಡ್ ಹಣ್ಣು,બ્રેડ ફળો
ವಧುವಿನ,લગ્ન સમારંભ
ಬಿಲ್ಲಾ,શોરબકોર
ವಿಶಾಲ ಹುರುಳಿ,વ્યાપક બીન
ಕೋಸುಗಡ್ಡೆ,કોતરણી
ಬ್ರಸೆಲ್ ಮೊಳಕೆ,બ્રસેલ્સ sprout
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯೆಟ್,બિયાં સાથેનો દાણો
ದೆವ್ವ,Butોરિયા
ದಳ,એક જાતની નાની ભડકી
ಕರಾರು,સહન કરવું
ಜೀರುಂಡೆ,ભમરો
ಗುಳ್ಳೆ ಜೀರುಂಡೆ,ફોલ્લો ભમરો
ನೀಲಿ ಬುಲ್,વાદળી બળદ
ಬಾಲ್ ಹುಳು,Bણપત્ર
ಚಿಟ್ಟೆ,બ butterટરફ્લાય
ಬ್ಯಾಕ್ಟೀರಿಯವಿಜ್ಞಾನಿ,જીવાણુવિજ્ologistાની
ಜೈವಿಕ ರಸಾಯನಶಾಸ್ತ್ರಜ್ಞ,જૈવ રસાયણાકાર
ಜೀವಶಾಸ್ತ್ರಜ್ಞ,જીવવિજ્ologistાન
ಜೈವಿಕ ತಂತ್ರಜ್ಞಾನಶಾಸ್ತ್ರಜ್ಞ,જીવવિજ્ologistાની
ಸಸ್ಯಶಾಸ್ತ್ರಜ್ಞ,વનસ્પતિશાસ્ત્ર
ಸಿ ತೇವಾಂಶ ವಿಶಿಷ್ಟ ವಕ್ರರೇಖೆ,સી ભેજ લાક્ષણિકતા વળાંક
ಕೇಕು,કેક
ಕ್ಯಾಲ್ಕೇರಿಯ,ગુણવાળું
ಲೆಕ್ಕಪರಿಶೋಧನೆ,ચુન્યાસ
ಫಾಸ್ಫೇಟ್ನ ಲೆಕ್ಕಾಚಾರ,ફોસ્ફેટનું ગણતરી
ಗಲಾಟೆ,ઉશ્કેરાટ
ನಮ್ಮನ್ನು ಕರೆ ಮಾಡಿ,ક callલસ
ಕಣಿವೆ,Calાળ
ಕ್ಯಾಲಿಕ್ಸ್ ಅಂತ್ಯ,ક calલિક્સનો અંત
ಕ್ಯಾಂಬಿಯಂ,કણસ
ಗೋಪುರ,ક canંગું
ಡಬ್ಬಿ,ડબ્બા
ಮೇಲಾವರಣ,છત્ર
ಬಂಡವಾಳ,પાટનગર
ರಭಸ,કરચલીકરણ
ಬಿರಡೆ,ક capંગલ
ಇಂಗಾಲದ,કાર્બન
ಇಂಗಾಲೀಕರಣ,કાર્બનલાઇઝેશન
ಗಡಿ,કળ
ಗಾಡಿ,કળશ
ಬಿಂಚು,કિલ્લો
ಕಟಾಬೋಲಿಸಂ,વિસર્જન
ವೇಗವರ್ಧನೆ,ઉદ્દીપન
ಮರಿಹುಳು,ઈયળ
ಸಿ-ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ,સી-ડી.એન.એ.
ಚಾವಣಿಯ,છત
ಕೋಶ,ઓરડું
ಕೇಂದ್ರ ನಾಯಕ ವ್ಯವಸ್ಥೆ,કેન્દ્રીય નેતા પદ્ધતિ
ಕೇಂದ್ರೀಯ,કેન્દ્ર બનાવવી
ಕೇಂದ್ರೀಕರಣ,કેન્દ્રો
ಕೇಂದ್ರಾಪಗಾಮಿ,કેન્દ્ર
ಕೇಂದ್ರ,કેન્દ્ર
ಮಧ್ಯಭಾಗದ,કેન્દ્રોવાળું
ಮಧ್ಯಮ ಜನಕ,કેન્દ્રો
ಸರ್ಕಸ್,કરકસર
ಏಕದಳ,ધારણ
ಪ್ರಮಾಣೀಕರಣ,પ્રમાણપત્ર
ಬೀಜ,પ્રમાણિત બીજ
ಚಾವಟಿ,કણ
ದನಗಳು,ચલાઝા
ರಾಸಾಯನಿಕತೆ,વાદળવિજ્ismાન
ಚಿರತೆ,જાંબુડિયા રંગ
ತಣ್ಣಗಾಗುವ ಸಮಯ,ઠંડક કલાકો
ತಣ್ಣಗಾಗುವುದು,ઠંડક ઇજા
ಚಿಮಿಯ,તંગ
ಕ್ಲೋರಾಂಥಿ,કળ
ಚೂರು,હરિતદ્રવ્ય
ಕ್ಲೋರೋಸಿಸ್,હરિતદ્રવ્ય
ಕ್ಲೋರಸ್ ಶಾಸ್ತ್ರ,હરિતદ્રવ્ય
ವರ್ಣರಂಜಿತ,ક્રોમેટિડ
ಕ್ರೊಮ್ಯಾಟಿನ್,ક્રોમટિન
ವರ್ಣರೇಖನ,ક્રોમશલિઓ
ವರ್ಣರಂಗೀಕರಣ,ક્રોધિતતા
ವರ್ಣಚಿತ್ರ,ક્રોમોસેન્ટ્રી
ವರ್ಣಗುವನ,ક્રોમતત્વ
ವರ್ಣರಂಜಿತ,રંગભૂમિ
ವರ್ಣತಂತು,રંગબેરંગી
ದೀರ್ಘಕಾಲದ,કાયમી
ನಲಿದ,સિત્તર
ಕ್ಲಾಡೋಡ್,કવડો
ವರ್ಗೀಕರಣ,વર્ગીકરણ
ಮಣ್ಣಿನ,માટી
ಸ್ವಚ್ aning ಗೊಳಿಸುವುದು,સફાઈ
ಕ್ಲಿಸ್ಟೊಗಮಿ,રોટી
ಕ್ಲೈಮ್ಯಾಕ್ಟರಿಕ್ ಹಣ್ಣು,ઘાતકી ફળ
ವಶ,વાતાવરણ
ಹವಾಮಾನಶಾಸ್ತ್ರ,આબોહવાવિજ્ologyાન
ಹಸುರು,જાડું
ಹೆಪ್ಪುಗಟ್ಟಿಸು,ગાલ
ತದ್ರೂಪಿ,ક્લોન
ಮೋಡ,વાદળ
ಕಡು,ઝગડો
ಚೂರು,ઝગડો
ಒರಟಾದ,બરછટ
ಕೋಟ್ (ಬೀಜ),કોટ (બીજ)
ಕೋಕೂನ್,કોપરો
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,કોનઝાઇમ
ಒಗ್ಗಟ್ಟು,સુશોભન
ಗುಣ,Coાંકણ
ಕೋಲೀರರಿ iz ಾ,કોયડો
ಕತ್ತುಪಟ್ಟಿ,કોઠાર
ಕೊಲಾಯ್ಡ್ (ಮಣ್ಣು),કોલોઇડ (માટી)
ಕೊಲ್ಯುಮೆಲ್ಲಾ,જાંબુડિયા રંગનું બનેલું
ಕಾಲಮ್,કોલમ
ಆರಂಭದ ಆರಂಭ,સંપ્રદાય
ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್,વેપારી બેંક
ಸರಕು,કોડ્યુ
ಸಮುದಾಯ,સમુદાય
ಸಂಕೋಚನ (ಮಣ್ಣಿನ),કોમ્પેક્શન (માટીનું)
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,સુસંગતતા
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,સુસંગતતા
ಪರಿಹಾರ,વળતર
ಸ್ಪರ್ಧಾತ್ಮಕ ಸಂವಹನ,સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા
ಪೂರಕ ಬೆಳೆ,પૂરક પાક
ಸಂಕೀರ್ಣ,સંકુલ
ಅಂಶ,ઘટક
ಸಂಯೋಜನೆ,-નું જોડાણ
ಕಾಂಪೋಸ್ಟ್,કંપોસ્ટ
ಚಕ್ರಬಡ್ಡಿ,સંયોજન વ્યાજ
ಗಣನೆ,ગણતરી
ಕಂಪ್ಯೂಟರ್,કોમ્પ્યુટર
ಏಕಾಗ್ರತೆ,એકાગ્રતા
ಷರತ್ತು,શરત
ಹೋರಾಡುವಿಕೆ,વાહકતા
ಸಂರಚನೆ,ગોઠવણી
ಅನುರೂಪತೆ,સુસંગતતા
ಗೊಂದಲಕ್ಕೊಳಗಾಗುವ,મૂંઝવણભર્યું
ಸಂಯೋಗ,જોડાણ
ಸಂಯೋಜಕ,સંબંધક
ಸಂರಕ್ಷಣಾ,સંરક્ષણ
ಬಲವರ್ಧನೆ,એકીકરણ
ಸಂಕುಚಿತತೆಗಳು,ઘટ
ಗ್ರಾಹಕ,ગ્રાહક
ಸೇವನೆ,વપરાશ
ಮಾಲಿನ್ಯ,દૂષણ
ಬಾಹ್ಯರೇಖೆ ನೆಡುವಿಕೆ,સમોચ્ચ વાવેતર
ಬಾಹ್ಯರೇಖೆ,સમતૈલી
ಒಪ್ಪಂದದ ಕೃಷಿ,કરાર -ખેતી
ನಿಯಂತ್ರಿತ ಸಂಗ್ರಹಣೆ,નિયંત્રિત સંગ્રહ
ಸಹಕಾರ ಬ್ಯಾಂಕ್,સહકારી બેંક
ಸಹಕಾರ,ભૌતિક
ತಗ್ಗಿಸು,ક copંગું
ಗಂಡಿ,કોતર
ಹುಲ್ಲುಗಾವಲು,કોથળી
ಕಂದುಬಣ್ಣ,કોતરણી
ಬೆಲೆ,ખર્ચ
ಕೋಟಿಲೆಡಾನ್ (ಬೀಜ),કોટિલેડોન (બીજ)
ಕ್ರೆಡಿಟ್ ಸೊಸೈಟಿ,ધિરાણ મંડળી
ಮನ್ನಣೆ,જમા
ಸಾಲದಾತ,લેણદાર
ಕ್ರೆಸ್ಟ್,ખરબચડું
ಸುಕ್ಕುಗಟ್ಟುವುದು,કરચલી
ಬಿಕ್ಕಟ್ಟು,સંકટ
ಮಾನದಂಡ,માપદંડ
ನಿರ್ಣಾಯಕ,વિવેકી
ಬೆಳೆ ವಿಮೆ,પાક વીમો
ಬೆಳೆ ಸಾಲ,પાક -લોન
ಬೆಳೆ,પાક
ಬೆಳೆ ಪ್ರದೇಶ,પાક વિસ્તાર
ಶಿಲುಬೆಯಿಲ್ಲದ,વળગાડ
ಕಿರೀಟ (ಸಸ್ಯ),તાજ (છોડ)
ತುಂಡು,ભડકો
ಪಟ್ಟು,બંદર
ಪಡಗಳ್ಳ,ગુપ્ત
ಕಲ್ (ಹಣ್ಣುಗಳು),કુલ (ફળો)
ಕಸ,ક culંગું
ತಳಿ,ખેડૂત
ಕೃಷಿ,ખેતી
ಕೃಷಿ,ખેડૂત
ಸಂಸ್ಕೃತಿ,સંસ્કાર
ನಿರಾಸಕ್ತಿ,ઉપચાર
ಕನ್ನಡಿ,કરચલી
ಕರೆನ್ಸಿ,ચલણ
ಹೊರಚರ್ಮ,પહાડીચણો
ಕತ್ತರಿಸುವುದು,કાપવા
ಸಿಸ್ಟ್,કોતરણી
ಸೈಟೋಕ್ರೋಮ್,કોયડો
ಸೈಟೊಗಮಿ,ચિત્ત્રમણિકા
ಸೈಟೊಜೆನಿಸ್,ચક્રાક્રમ
ಸೈಟೊಜೆನೆಟಿಕ್ಸ್,સાયટોજેનેટિક્સ
ಸೈಟೊಕಿನಿಸ್,ચિત્તભ્રમ
ಸೈದ್ಧಾಂತಿಕ ವಿಜ್ಞಾನ,મનોહરવિજ્ cyાન
