English,Punjabi
Battle of the Standard,ਸਟੈਂਡਰਡ ਦੀ ਲੜਾਈ
Battleship,ਬੈਟਲਸ਼ਿਪ
Battleship-strength,ਬੈਟਲਸ਼ਿਪ-ਤਾਕਤ
Bayeux tapestry,Bayeux tapestry
Beacon,ਬੀਕਨ
Beacon tower,ਬੀਕਨ ਟਾਵਰ
Beaver,ਬੀਵਰ
Beaver,ਬੀਵਰ
Beggars of the sea,ਸਮੁੰਦਰ ਦੇ ਭਿਖਾਰੀ
Bellicose,ਬੇਲੀਕੋਜ਼
Bellicose,ਬੇਲੀਕੋਸ
Bellicose,ਬੇਲੀਕੋਜ਼
Bellicosity,ਬੇਲੀਕੋਸਿਟੀ
Bellona,ਬੇਲੋਨਾ
Benefice,ਲਾਭ
Benefit of clergy,ਪਾਦਰੀਆਂ ਦਾ ਲਾਭ
Benelux,ਬੇਨੇਲਕਸ
Berlin Decree,ਬਰਲਿਨ ਫ਼ਰਮਾਨ
Berserker,ਬੇਸਰਕਰ
Besant (=bezant),ਬੇਸੰਤ (=ਬੇਜ਼ੰਤ)
Bethel,ਬੈਥਲ
Bibliolater,ਬਾਈਬਲੀਓਲੇਟਰ
Bibliolatry,ਬਿਬਲਿਓਲਾਟਰੀ
Big Bertha,ਵੱਡੀ ਬਰਥਾ
Bigot,ਬਿਗੌਟ
Billeting,ਬਿਲੀਟਿੰਗ
Bill of Attainder,ਅਟੈਂਡਰ ਦਾ ਬਿੱਲ
Bill of Rights,ਅਧਿਕਾਰਾਂ ਦਾ ਬਿੱਲ
Biographer,ਜੀਵਨੀਕਾਰ
Birth stories,ਜਨਮ ਕਹਾਣੀਆਂ
Bivouac,ਬਿਵੁਆਕ
Bivouac,ਬਿਵੁਆਕ
Bivouac,ਬਿਵੁਆਕ
Bizonia,ਬਿਜੋਨੀਆ
Black birding,ਕਾਲਾ ਪੰਛੀ
Black flag,ਕਾਲਾ ਝੰਡਾ
Black Hole,ਕਾਲਾ ਮੋਰੀ
Black Hole,ਕਾਲਾ ਮੋਰੀ
Black leg (=scab),ਕਾਲੀ ਲੱਤ (= ਖੁਰਕ)
Black Shirt,ਕਾਲੀ ਕਮੀਜ਼
Blazon,ਬਲੇਜ਼ਨ
Blazon,ਬਲੇਜ਼ਨ
Blazonry,ਧਮਾਕੇਦਾਰ
Blazonry,ਧਮਾਕੇਦਾਰ
Blitzkrieg,ਬਲਿਟਜ਼ਕਰੀਗ
Bloodless Revolution (=Glorious Revolution),ਖੂਨ ਰਹਿਤ ਇਨਕਲਾਬ (= ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ)
Bloodwite,ਬਲੱਡਵਾਈਟ
Bloody Mary,ਖੂਨੀ ਮੈਰੀ
Blue,ਨੀਲਾ
Blue blood,ਨੀਲਾ ਖੂਨ
Blue book,ਨੀਲੀ ਕਿਤਾਬ
Blue ribbon,ਨੀਲਾ ਰਿਬਨ
Blue ribbon,ਨੀਲਾ ਰਿਬਨ
Blues (=Royal Horse Guards),ਬਲੂਜ਼ (=ਰਾਇਲ ਹਾਰਸ ਗਾਰਡ)
Blue Shirt,ਨੀਲੀ ਕਮੀਜ਼
Blue Water School,ਬਲੂ ਵਾਟਰ ਸਕੂਲ
Board of Control,ਕੰਟਰੋਲ ਬੋਰਡ
Body armour,ਸਰੀਰ ਦੇ ਬਸਤ੍ਰ
Boer,ਬੋਅਰ
Booty,ਲੁੱਟ
Borough,ਬੋਰੋ
Bouleuterion,ਬੁਲੇਉਟੇਰੀਅਨ
Bourbon,ਬੋਰਬਨ
Boxer rebellion,ਮੁੱਕੇਬਾਜ਼ ਬਗਾਵਤ
Brace,ਬ੍ਰੇਸ
Brassard,ਬ੍ਰਾਸਾਰਡ
Brassard,ਬ੍ਰਾਸਾਰਡ
Bread colonies,ਰੋਟੀ ਦੀਆਂ ਬਸਤੀਆਂ
Breast Plate,ਛਾਤੀ ਪਲੇਟ
Breast work,ਛਾਤੀ ਦਾ ਕੰਮ
Bretwalda,ਬਰੇਟਵਾਲਡਾ
Brigand,ਬ੍ਰਿਗੈਂਡ
Brigandage,ਬ੍ਰਿਗੇਂਡੇਜ
British Commonwealth of Nations,ਬ੍ਰਿਟਿਸ਼ ਕਾਮਨਵੈਲਥ ਆਫ ਨੇਸ਼ਨਜ਼
Brown Shirts (=The Nazis),ਭੂਰੇ ਰੰਗ ਦੀਆਂ ਕਮੀਜ਼ਾਂ (=ਨਾਜ਼ੀਆਂ)
Brussels Treaty (Pact) organisation (=Western Europeon union),ਬ੍ਰਸੇਲਜ਼ ਸੰਧੀ (ਪੈਕਟ) ਸੰਗਠਨ (= ਪੱਛਮੀ ਯੂਰਪੀਅਨ ਯੂਨੀਅਨ)
Buff,ਮੱਝ
Buff,ਮੱਝ
Buff-coat,ਮੱਝ-ਕੋਟ
Buffs,ਮੱਝਾਂ
Bule (=council),ਬੁਲੇ (=ਕੌਂਸਲ)
Burgage,ਬਰਗੇਜ
Burgess,ਬਰਗੇਸ
Byzantine,ਬਿਜ਼ੰਤੀਨੀ
Byzantine church,ਬਿਜ਼ੰਤੀਨੀ ਚਰਚ
Byzantine Empire,ਬਿਜ਼ੰਤੀਨੀ ਸਾਮਰਾਜ
Byzantine Era,ਬਿਜ਼ੰਤੀਨੀ ਯੁੱਗ
Byzantine historians,ਬਿਜ਼ੰਤੀਨੀ ਇਤਿਹਾਸਕਾਰ
Cabal,ਕਾਬਲ
Caesarism,ਕੈਸਰਵਾਦ
Caliph,ਖਲੀਫਾ
Calligrapher,ਕੈਲੀਗ੍ਰਾਫਰ
Calligraphist,ਕੈਲੀਗ੍ਰਾਫਿਸਟ
Calligraphy,ਕੈਲੀਗ੍ਰਾਫੀ
Caltrop,ਕੈਲਟ੍ਰੋਪ
Camaraderie,ਦੋਸਤੀ
Camarilla,ਕੈਮਰਿਲਾ
Camarilla,ਕੈਮਰਿਲਾ
Camelaucum,ਕੈਮਲੌਕਮ
Camouflage,ਕੈਮੋਫਲੇਜ
Campaign,ਮੁਹਿੰਮ
Camp follower,ਕੈਂਪ ਫਾਲੋਅਰ
Campo santo,ਕੈਂਪੋ ਸੈਂਟੋ
Campus martius,ਕੈਂਪਸ ਮਾਰਟੀਅਸ
Canephora,ਕੈਨੇਫੋਰਾ
Cangue,ਕੈਂਗੂ
Cannonade,ਕੈਨੋਨੇਡ
Cannon fodder,ਤੋਪ ਚਾਰਾ
Canon,ਕੈਨਨ
Canon law,ਕੈਨਨ ਕਾਨੂੰਨ
Canopus decree,ਕੈਨੋਪਸ ਫ਼ਰਮਾਨ
Canting arms,ਕੈਂਟਿੰਗ ਹਥਿਆਰ
Captive,ਬੰਦੀ
Captor,ਕੈਪਟਰ
Cardinal,ਕਾਰਡੀਨਲ
Carl,ਕਾਰਲ
Carolingian dynasty,ਕੈਰੋਲਿੰਗੀਅਨ ਰਾਜਵੰਸ਼
Carthusian sect,ਕਾਰਥੁਸੀਅਨ ਸੰਪਰਦਾ
Cartosa,ਕਾਰਟੋਸਾ
Castelian,ਕੈਸਟਲੀਅਨ
Castelian,ਕੈਸਟਲੀਅਨ
Caste system,ਜਾਤ ਪ੍ਰਣਾਲੀ
Castle,ਕਿਲ੍ਹਾ
Castle,ਕਿਲ੍ਹਾ
Castle town,ਕੈਸਲ ਸ਼ਹਿਰ
Castra,ਕਾਸਟਰਾ
Castra,ਕਾਸਟਰਾ
Cathedra,ਕੈਥੇਡਰਾ
Cathedral,ਗਿਰਜਾਘਰ
Cato Street conspiracy,ਕੈਟੋ ਸਟ੍ਰੀਟ ਸਾਜ਼ਿਸ਼
Caudillo,ਕਾਉਡੀਲੋ
Cavalier,ਕੈਵਲੀਅਰ
Cavalier,ਕੈਵਲੀਅਰ
Cavalier Parliament,ਕੈਵਲੀਅਰ ਸੰਸਦ
Cave of Adullam,ਅਦੁੱਲਮ ਦੀ ਗੁਫਾ
Cave painting,ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ
Cave painting,ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ
Centumvir,ਸੇਂਟਮਵੀਰ
Centurion,ਸੈਂਚੁਰੀਅਨ
Century,ਸਦੀ
Chain armour (=chain mail),ਚੇਨ ਆਰਮਰ (= ਚੇਨ ਮੇਲ)
Chantry,ਛੰਤਰੀ
Chantry,ਛੰਤਰੀ
Chap book,ਚੈਪ ਕਿਤਾਬ
Chaplain,ਪਾਦਰੀ
Chapter,ਅਧਿਆਇ
Chapter of accidents,ਹਾਦਸਿਆਂ ਦਾ ਅਧਿਆਇ
Charge,ਚਾਰਜ
Charge d'affaires,ਚਾਰਜ ਡੀ
Charge parting,ਚਾਰਜ ਵਿਭਾਜਨ
Charger,ਚਾਰਜਰ
Chariot,ਰੱਥ
Charioteer,ਰੱਥ
Charioteer,ਰੱਥ
Charioteer,ਰੱਥ
Charity kitchen,ਚੈਰਿਟੀ ਰਸੋਈ
Charter,ਚਾਰਟਰ
Chartist Movement (=Chartism),ਚਾਰਟਿਸਟ ਅੰਦੋਲਨ (=ਚਾਰਟਿਜ਼ਮ)
Chartophylacium,ਚਾਰਟੋਫਾਈਲੇਸ਼ੀਅਮ
Chateau,Chateau
Check post,ਚੈੱਕ ਪੋਸਟ
Chemical Warfare,ਰਸਾਇਣਕ ਯੁੱਧ
Chester,ਚੈਸਟਰ
Chief,ਮੁੱਖ
Chieftain,ਸਰਦਾਰ
Chieftain,ਸਰਦਾਰ
Chieftain,ਸਰਦਾਰ
Chiffon,ਸ਼ਿਫੋਨ
Chivalry,ਸ਼ਿਸ਼ਟਾਚਾਰ
Chosen People,ਚੁਣੇ ਹੋਏ ਲੋਕ
Chrismographion,ਕ੍ਰਿਸਮੋਗ੍ਰਾਫੀ
Christendom,ਈਸਾਈ-ਜਗਤ
Christian era,ਈਸਾਈ ਯੁੱਗ
Christian Socialism,ਈਸਾਈ ਸਮਾਜਵਾਦ
Chronicle,ਇਤਹਾਸ
Chronicler,ਇਤਿਹਾਸਕਾਰ
Chryse Chersonese,Chryse Chersonese
Cimelium,ਸਿਮਲੀਅਮ
Cinquecento Style,Cinquecento ਸ਼ੈਲੀ
Circumnavigation,ਸਰਕਮਨੇਵੀਗੇਸ਼ਨ
Cistercian monk,ਸਿਸਟਰਸੀਅਨ ਭਿਕਸ਼ੂ
Citadel,ਕਿਲਾ
Citation,ਹਵਾਲਾ
Citation,ਹਵਾਲਾ
Civil disobedience,ਸਿਵਲ ਅਣਆਗਿਆਕਾਰੀ
Civil war,ਸਿਵਲ ਯੁੱਧ
Civis Romanus,ਸਿਵਿਸ ਰੋਮਨਸ
Classical age,ਕਲਾਸੀਕਲ ਉਮਰ
Clepht (=klepht),ਕਲੀਫ਼ਟ (=ਕਲੇਫ਼ਟ)
Clericalism,ਕਲਰਕਵਾਦ
Cleruch,ਕਲਰਚ
Cluniac movement,ਕਲੀਨਿਕ ਅੰਦੋਲਨ
Coat armour,ਕੋਟ ਸ਼ਸਤ੍ਰ
Coat of arms,ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ
Coat of arms,ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ
Coat of arms,ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ
Coat of mail,ਡਾਕ ਦਾ ਕੋਟ
Cohort,ਸਮੂਹ
Comitia,ਕੋਮੀਟੀਆ
Comitia Centuriata,Comitia Centuriata
Comitia Curiata,Comitia Curiata
Comitia Tributa,ਕੋਮੀਟੀਆ ਟ੍ਰਿਬੂਟਾ
Commemorative arch,ਯਾਦਗਾਰੀ arch
Commemorative coin,ਯਾਦਗਾਰੀ ਸਿੱਕਾ
Commemorative seal,ਯਾਦਗਾਰੀ ਮੋਹਰ
Common field,ਆਮ ਖੇਤਰ
Communard,Communard
Concordat,ਕਨਕੋਰਡੈਟ
Concordat,ਕਨਕੋਰਡੈਟ
Condottiere,ਕੰਡੋਟੀਏਰ
Confirmation Cartarum,ਪੁਸ਼ਟੀਕਰਣ ਕਾਰਟਾਰਮ
Conflict,ਟਕਰਾਅ
Congregation,ਮੰਡਲੀ
Conquering state,ਜਿੱਤਣ ਵਾਲਾ ਰਾਜ
Conqueror,ਜੇਤੂ
Conquistador,ਵਿਜੇਤਾ
Consilium,ਕੌਸਿਲਿਅਮ
Consistory,ਕੰਸਿਸਟਰੀ
Conspiracy,ਸਾਜ਼ਿਸ਼
Conspiracy,ਸਾਜ਼ਿਸ਼
Consulate,ਕੌਂਸਲੇਟ
Consulation book,ਸਲਾਹ-ਮਸ਼ਵਰੇ ਦੀ ਕਿਤਾਬ
Continental system,ਮਹਾਂਦੀਪੀ ਪ੍ਰਣਾਲੀ
Convention Parliament,ਕਨਵੈਨਸ਼ਨ ਸੰਸਦ
Copperheads (=peace democrats),ਕਾਪਰਹੈੱਡਸ (=ਪੀਸ ਡੈਮੋਕਰੇਟਸ)
Copyhold,ਕਾਪੀਹੋਲਡ
Cordoning,ਘੇਰਾਬੰਦੀ
Corona,ਕਰੋਨਾ
Coronation,ਤਾਜਪੋਸ਼ੀ
Coronation stone,ਤਾਜਪੋਸ਼ੀ ਪੱਥਰ
Corpus,ਕਾਰਪਸ
Corsair,Corsair
Corsair,Corsair
Corset (=corselet),ਕੋਰਸੇਟ (=ਕੋਰਸਲੇਟ)
Cortes,ਕੋਰਟੇਸ
Cottar (=cottier),ਕੋਟਰ (=ਕੋਟੀਅਰ)
Cottar (=cottier),ਕੋਟਰ (=ਕੋਟੀਅਰ)
Count Palatinate,ਪੈਲੇਟਿਨੇਟ ਦੀ ਗਿਣਤੀ ਕਰੋ
Country house,ਦੇਸ਼ ਦਾ ਘਰ
County,ਕਾਉਂਟੀ
County borough,ਕਾਉਂਟੀ ਬੋਰੋ
County courts,ਕਾਉਂਟੀ ਅਦਾਲਤਾਂ
County palatine,ਕਾਉਂਟੀ ਪੈਲਾਟਾਈਨ
Court,ਅਦਾਲਤ
Court,ਅਦਾਲਤ
Court circular,ਅਦਾਲਤੀ ਸਰਕੂਲਰ
Court etiquette,ਅਦਾਲਤੀ ਸ਼ਿਸ਼ਟਾਚਾਰ
Courtier,ਦਰਬਾਰੀ
Court of cassation,ਕੇਸੇਸ਼ਨ ਦੀ ਅਦਾਲਤ
Court of Directors (E. I. C.),ਕੋਰਟ ਆਫ਼ ਡਾਇਰੈਕਟਰਜ਼ (EIC)
Court of Proprietors,ਮਾਲਕਾਂ ਦੀ ਅਦਾਲਤ
Court poet,ਦਰਬਾਰੀ ਕਵੀ
Covenanted Cameronians,ਨੇਮਬੱਧ ਕੈਮਰੋਨੀਅਨ
Crown,ਤਾਜ
Crown,ਤਾਜ
Crown,ਤਾਜ
Crown land,ਤਾਜ ਜ਼ਮੀਨ
Crown land,ਤਾਜ ਜ਼ਮੀਨ
Crown Prince,ਕ੍ਰਾਊਨ ਪ੍ਰਿੰਸ
Crusade,ਕਰੂਸੇਡ
Crusader,ਕਰੂਸੇਡਰ
Cryptogram,ਕ੍ਰਿਪਟੋਗ੍ਰਾਮ
Cuirass,ਕੁਇਰਾਸ
Cuirassier,ਕੁਇਰਾਸੀਅਰ
Cult deity,ਪੰਥ ਦੇਵਤਾ
Curia,ਕਰਿਆ
Curia,ਕਰਿਆ
Czarism,ਜ਼ਾਰਵਾਦ
Dark continent,ਹਨੇਰਾ ਮਹਾਂਦੀਪ
Day of judgement,ਨਿਰਣੇ ਦਾ ਦਿਨ
Day of judgement,ਨਿਰਣੇ ਦਾ ਦਿਨ
Dean,ਡੀਨ
Decade,ਦਹਾਕਾ
Denarius,ਡੇਨਾਰੀਅਸ
Deposed monarch,ਬਰਖਾਸਤ ਬਾਦਸ਼ਾਹ
Despoil,ਉਜਾੜ
Despoilation,ਬਰਬਾਦੀ
Dethrone,Dethrone
Diadem,ਡਾਇਡੇਮ
Diadem,ਡਾਇਡੇਮ
Diadem,ਡਾਇਡੇਮ
Diasia,ਡਾਇਸੀਆ
Dicasterium,ਡਿਕੈਸਟਰੀਅਮ
Diluvialist,ਦਿਲੁਵੀਆਵਾਦੀ
Diocese,ਡਾਇਓਸਿਸ
Diocese,ਡਾਇਓਸਿਸ
Directoire (=Directry),ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ)
Directoire (=Directry),ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ)
Dirham,ਦਿਰਹਾਮ
Disloyal,ਬੇਵਫ਼ਾ
Disloyal,ਬੇਵਫ਼ਾ
Doctrine of lapse,ਭੁੱਲ ਦਾ ਸਿਧਾਂਤ
Document,ਦਸਤਾਵੇਜ਼
Documentary evidence,ਦਸਤਾਵੇਜ਼ੀ ਸਬੂਤ
Domesday Book,ਡੋਮੇਸਡੇ ਬੁੱਕ
Donation of Constantine,Constantine ਦਾ ਦਾਨ
Doom,ਕਿਆਮਤ
Dowager queen,ਦਾਜ ਦੀ ਰਾਣੀ
Dragoon,ਡਰੈਗਨ
Dromedarian,ਡਰੋਮੇਡੇਰੀਅਨ
Dromedary,ਡਰੋਮੇਡਰੀ
Dromond,ਡਰੋਮੰਡ
Dual,ਦੋਹਰਾ
