Tamil,Marathi
பெருக்கம்,प्रवर्धन
பெருக்க காரணி,प्रवर्धन घटक
பெருக்கி,एम्पलीफायर
பெருக்கி ஆதாயம்,एम्पलीफायर गेन
பெருக்கி சத்தம்,एम्पलीफायर आवाज
உபகரணங்கள் பெருக்குதல்,एम्प्लिफाइंग उपकरणे
கிளிஸ்ட்ரான் பெருக்குதல்,क्लीस्ट्रॉनचे विस्तार
பெருக்குதல் அலகு,एम्प्लिफाइंग युनिट
வீச்சு,मोठेपणा
வீச்சு விலகல்,मोठेपणा विकृती
வீச்சு உல்லாசப் பயணம்,मोठेपणा सहन
வீச்சு காரணி,मोठेपणा घटक
அலைவீச்சு வரம்பு,मोठेपणा मर्यादा
வீச்சு பண்பேற்றப்பட்டது,मोठेपणा मॉड्यूलेटेड
வீச்சு பண்பேற்றம்,मोठेपणा मॉड्यूलेशन
ஒப்புமை (அனலாக்),एनालॉग (अ‍ॅनालॉग)
அனலாக் சுற்று,एनालॉग सर्किट
அனலாக் கணினி,एनालॉग संगणक
அனலாக் ரேடியோ அதிர்வெண் சேனல்,एनालॉग रेडिओ फ्रिक्वेन्सी चॅनेल
அனலாக் பிரதிநிதித்துவம்,एनालॉग प्रतिनिधित्व
அனலாக் சிக்னல்,एनालॉग सिग्नल
டிஜிட்டலுக்கு அனலாக்,डिजिटल टू डिजिटल
டிஜிட்டல் மாற்றிக்கு அனலாக்,डिजिटल कन्व्हर्टर टू एनालॉग
அனலாக் வீடியோ,एनालॉग व्हिडिओ
ஒப்பீட்டு,समान
ஒப்புமை,समानता
பகுப்பாய்வு,विश्लेषण
தரவின் பகுப்பாய்வு,डेटाचे विश्लेषण
பகுப்பாய்வு அடர்த்தி,विश्लेषणात्मक घनता
பகுப்பாய்வு செய்யுங்கள்,विश्लेषण
பகுப்பாய்வி,विश्लेषक
துணை உபகரணங்கள்,उपकरणे
மற்றும் வாயில்,आणि गेट
மோதலின் கோணம்,कोलिमेशनचा कोन
துருவமுனைப்பு கோணம்,ध्रुवीकरणाचा कोन
சுழற்சியின் கோணம்,रोटेशनचा कोन
ஆங்ஸ்ட்ரோம் (Å),अँगस्ट्रॉम (Å)
கோண,कोनीय
கோண முடுக்கம்,कोनीय प्रवेग
கோண ஒருங்கிணைப்புகள்,कोनीय समन्वय
கோண அழிவு,कोनीय विक्षेपण
கோண சிதறல்,कोनीय फैलाव
கோண இடப்பெயர்ச்சி,कोनीय विस्थापन
கோண பிழை,कोनीय त्रुटी
கோண அதிர்வெண்,कोनीय वारंवारता
கோண உந்தம்,कोनीय गती
கோண இயக்கம்,कोनीय गती
கோண வேகம்,कोनीय गती
இயங்குபடம்,अ‍ॅनिमेशन
நேர்மறை,एनोड
நேர்மறை பேட்டரி,एनोड बॅटरी
நேர்மறை பண்பு,एनोड वैशिष्ट्य
நேர்மறை சுற்று,एनोड सर्किट
அனோட் சிதறல்,एनोड अपव्यय
அனோட் செயல்திறன்,एनोड कार्यक्षमता
அனோட் உள்ளீட்டு சக்தி,एनोड इनपुट पॉवर
அனோட் மாடுலேஷன்,एनोड मॉड्यूलेशन
ஆண்டெனா,अँटेना
ஆண்டெனா பீம் அகலம்,अँटेना बीमविड्थ
ஆண்டெனா பூஸ்டர்,अँटेना बूस्टर
ஆண்டெனா மாற்ற சுவிட்ச்,अँटेना चेंजओव्हर स्विच
ஆண்டெனா சுருள்,अँटेना कॉइल
ஆண்டெனா உள்ளமைவு,अँटेना कॉन्फिगरेशन
ஆண்டெனா கப்ளர்,अँटेना कपलर
ஆண்டெனா குறுக்கு துருவ முறை,अँटेना क्रॉस ध्रुवीय नमुना
ஆண்டெனா நடப்பு,अँटेना करंट
ஆண்டெனா டைரக்டிவிட்டி ஆதாயம்,अँटेना डायरेक्टिव्हिटी गेन
ஆண்டெனா டூப்ளெக்சர்,अँटेना डुप्लेक्सर
ஆண்டெனா பயனுள்ள பகுதி,अँटेना प्रभावी क्षेत्र
ஆண்டெனா செயல்திறன்,अँटेना कार्यक्षमता
ஆண்டெனா ஊட்டம்,अँटेना फीड
ஆண்டெனா கால் அச்சு,अँटेना फूट प्रिंट
ஆண்டெனா ஆதாயம்,अँटेना गेन
ஆண்டெனா உயரம்,अँटेना उंची
ஆண்டெனா மின்மறுப்பு,अँटेना प्रतिबाधा
ஆண்டெனா தூண்டல்,अँटेना इंडक्टन्स
ஆண்டெனா முறை,अँटेना पॅटर्न
ஆண்டெனா பிளெக்ஸர்,अँटेना प्लेक्सर
ஆண்டெனா துருவமுனைப்பு,अँटेना ध्रुवीकरण
ஆண்டெனா சக்தி,अँटेना पॉवर
ஆண்டெனா சக்தி ஆதாயம்,अँटेना पॉवर गेन
ஆண்டெனா கதிர்வீச்சு எதிர்ப்பு,अँटेना रेडिएशन प्रतिरोध
ஆண்டெனா எதிர்வினை,अँटेना रिएक्टन्स
ஆண்டெனா பிரதிபலிப்பாளர்,अँटेना परावर्तक
ஆண்டெனா எதிர்ப்பு,अँटेना प्रतिकार
ஆண்டெனா அதிர்வு அதிர்வெண்,अँटेना रेझोनंट वारंवारता
ஆண்டெனா இடைவெளி,अँटेना स्पेसिंग
ஆண்டெனா மாறுதல் அறை,अँटेना स्विचिंग रूम
ஆண்டெனா டியூனிங் சுருள்,अँटेना ट्यूनिंग कॉइल
ஆண்டெனா ட்யூனிங் ஹட்,अँटेना ट्यूनिंग झोपडी
துவாரம்,छिद्र
Apogee,अपोजी
அபோஜி ராக்கெட்,अपोजी रॉकेट
கருவி,उपकरणे
தோன்றும்,उघड
Applet,Let पलेट
விண்ணப்பம்,अर्ज
தோராயமான,अंदाजे
நீர்வாழ் தீர்வு,जलीय द्रावण
வில்,कंस
கட்டிடக்கலை,आर्किटेक्चर
ஒலி பதிவின் காப்பக பரிமாற்றம்,ध्वनी रेकॉर्डिंगचे संग्रहण हस्तांतरण
காப்பகங்கள்,संग्रहण
எண்கணித குறியீட்டு முறை,अंकगणित कोडिंग
ஆர்மேச்சர்,आर्मेचर
ஆர்மேச்சர் முறுக்கு,आर्मेचर विंडिंग
வரிசை,रचना
கைது செய்பவர்,अरेस्टर
வெளிப்பாடு,बोलता
கலைப்பொருள் (= கலைப்பொருள்),कलाकृती (= कलाकृती)
ஏறுதல்,चढत्या
விகிதம்,प्रसर गुणोत्तर
அசெம்பிளர்,असेंबलर
கூற்று,प्रतिपादन
ஒதுக்கீடு,असाइनमेंट
ஒதுக்கீட்டு சேனல்,असाइनमेंट चॅनेल
சமச்சீரற்ற,असममित
ஒத்திசைவற்ற,एसिन्क्रोनस
வளிமண்டலம்,वातावरण
வளிமண்டல இழப்பு,वातावरणीय नुकसान
வளிமண்டல சத்தம்,वातावरणीय आवाज
வளிமண்டல அழுத்தம்,वातावरणीय दबाव
வளிமண்டல பரவல்,वातावरणीय प्रसार
வளிமண்டல வானொலி-அலை,वातावरणीय रेडिओ-वेव्ह
வளிமண்டலங்கள்,वातावरण
அணு,अणू
அணு அமைப்பு,अणु रचना
இணைப்பு,संलग्नक
விழிப்புணர்வு,क्षीणन
விழிப்புணர்வு இழப்பு,क्षमतेचे नुकसान
ஒலி அலைகளின் விழிப்புணர்வு,ध्वनी लहरींचे लक्ष वेधणे
அட்டென்யூட்டர்,अ‍ॅटेन्युएटर
அட்டென்யூட்டர்-பேட்,अ‍ॅटेन्युएटर-पॅड
கேட்கக்கூடிய வாசல்,ऑडिबिलिटी थ्रेशोल्ड
கேட்கக்கூடியது,ऐकण्यायोग्य
கேட்கக்கூடிய அதிர்வெண்,ऐकण्यायोग्य वारंवारता
கேட்கக்கூடிய தொனி,ऐकण्यायोग्य टोन
கேட்கக்கூடிய-ஸ்பெக்ட்ரம்,ऐकण्यायोग्य-स्पेक्ट्रम
பார்வையாளர்கள்,प्रेक्षक
ஆடியோ,ऑडिओ
ஆடியோ பெருக்கி,ऑडिओ एम्पलीफायर
ஆடியோ பகுப்பாய்வி,ऑडिओ विश्लेषक
ஆடியோ ஒளிபரப்பு,ऑडिओ प्रसारण
ஆடியோ கேபிள்,ऑडिओ केबल
ஆடியோ சங்கிலி,ऑडिओ साखळी
ஆடியோ கோடெக்,ऑडिओ कोडेक
ஆடியோ சுருக்கம்,ऑडिओ कॉम्प्रेशन
ஆடியோ அமுக்கி,ऑडिओ कॉम्प्रेसर
ஆடியோ கன்சோல்,ऑडिओ कन्सोल
ஆடியோ விலகல்,ऑडिओ विकृती
ஆடியோ டைனமிக் வரம்பு,ऑडिओ डायनॅमिक श्रेणी
ஆடியோ கோப்பு வடிவம்,ऑडिओ फाइल स्वरूप
ஆடியோ பிரேம் வடிவம்,ऑडिओ फ्रेम स्वरूप
ஆடியோ அதிர்வெண் பெருக்கி,ऑडिओ फ्रिक्वेन्सी एम्पलीफायर
ஆடியோ அதிர்வெண் ஜெனரேட்டர்,ऑडिओ फ्रिक्वेन्सी जनरेटर
ஆடியோ அதிர்வெண் வரம்பு,ऑडिओ वारंवारता श्रेणी
ஆடியோ அதிர்வெண் பதில்,ऑडिओ वारंवारता प्रतिसाद
ஆடியோ லிமிட்டர்,ऑडिओ लिमिटर
ஆடியோ வரி,ऑडिओ लाइन
ஆடியோ மிக்சர்,ऑडिओ मिक्सर
ஆடியோ பண்பேற்றம்,ऑडिओ मॉड्यूलेशन
ஆடியோ ஆஸிலேட்டர்,ऑडिओ ऑसीलेटर
ஆடியோ வெளியீடு,ऑडिओ आउटपुट
ஆடியோ சக்தி,ऑडिओ पॉवर
ஆடியோ தரம்,ऑडिओ गुणवत्ता
ஆடியோ சிக்னல்,ऑडिओ सिग्नल
ஆடியோ சிக்னல் செயலாக்கம்,ऑडिओ सिग्नल प्रक्रिया
ஆடியோ ஸ்பெக்ட்ரம்,ऑडिओ स्पेक्ट्रम
ஆடியோ சேமிப்பு,ऑडिओ स्टोरेज
ஆடியோ துணை கேரியர்,ऑडिओ सब-कॅरियर
ஆடியோ மின்மாற்றி,ऑडिओ ट्रान्सफॉर्मर
ஆடியோ டிரான்ஸ்மிட்டர்,ऑडिओ ट्रान्समीटर
ஆடியோ/வீடியோ சுருக்க,ऑडिओ/व्हिडिओ कॉम्प्रेशन
ஆடியோ-அதிர்வெண் ஆஸிலேட்டர்,ऑडिओ-फ्रिक्वेन्सी ऑसीलेटर
ஆடியோ-அதிர்வெண் சமிக்ஞை,ऑडिओ-फ्रिक्वेन्सी सिग्नल
ஆடியோமெட்ரி,ऑडिओमेट्री
ஆடியோ காட்சி உதவி,ऑडिओ-व्हिज्युअल मदत
செவிவழி கருத்து,श्रवणविषयक समज
அங்கீகார,प्रमाणीकरण
அங்கீகரிக்கப்பட்ட கேரியர் அதிர்வெண்,अधिकृत वाहक वारंवारता
ஆட்டோ கேட்,ऑटो कॅड
ஆட்டோ கண்டறிதல்,ऑटो डायग्नोस्टिक्स
தானியங்கி,स्वयंचलित
தானியங்கி கட்டுப்பாடு,स्वयंचलित नियंत्रण
தானியங்கி கண்டறிதல்,स्वयंचलित शोध
தானியங்கி உபகரணங்கள்,स्वयंचलित उपकरणे
தானியங்கி அதிர்வெண் கட்டுப்பாடு,स्वयंचलित वारंवारता नियंत्रण
தானியங்கி வரம்பு,स्वयंचलित मर्यादा
தானியங்கி இயந்திரம்,स्वयंचलित मशीन
தானியங்கி கட்டக் கட்டுப்பாடு,स्वयंचलित Phasae नियंत्रण
தானியங்கி பட பரிமாற்றம்,स्वयंचलित चित्र संप्रेषण
தானியங்கி பிளேபேக்,स्वयंचलित प्लेबॅक
தானியங்கி சக்தி கட்டுப்பாடு,स्वयंचलित उर्जा नियंत्रण
தானியங்கி நிரலாக்க,स्वयंचलित प्रोग्रामिंग
தானியங்கி பதிவு,स्वयंचलित रेकॉर्डिंग
தானியங்கி மீட்டமைப்பு,स्वयंचलित रीसेट
தானியங்கி ஷட்டர்,स्वयंचलित शटर
தானியங்கி அமைப்பு,स्वयंचलित प्रणाली
தானியங்கி தொலைபேசி,स्वयंचलित टेलिफोन
தானியங்கி வெப்பநிலை கட்டுப்பாடு,स्वयंचलित तापमान नियंत्रण
தானியங்கி மின்னழுத்த சீராக்கி,स्वयंचलित व्होल्टेज नियामक
தானியங்கி தொகுதி அமுக்கி,स्वयंचलित व्हॉल्यूम कॉम्प्रेसर
தானியங்கி தொகுதி கட்டுப்பாடு,स्वयंचलित व्हॉल्यूम नियंत्रण
தானியங்கி தொகுதி விரிவாக்கம்,स्वयंचलित व्हॉल्यूम विस्तारक
தானியங்கு,ऑटोमेशन
ஆட்டோமேஷன் கட்டுப்பாடு,ऑटोमेशन नियंत्रण
ஆட்டோமேஷன் அதிர்வெண் கட்டுப்படுத்தி,ऑटोमेशन फ्रिक्वेन्सी कंट्रोलर
துணை,सहाय्यक
துணை ஆடியோ பஸ்,सहाय्यक ऑडिओ बस
கிடைக்கும் சக்தி,उपलब्ध शक्ती
பனிச்சரிவு முறிவு,हिमस्खलन ब्रेकडाउन
சராசரி வாழ்க்கை,सरासरी जीवन
சராசரி அழுத்தம்,सरासरी दबाव
சராசரி வேகம்,सरासरी वेग
சுழல் அச்சு,फिरकीची अक्ष
அசிமுத்,अजीमुथ
அஜிமுத் கோணம்,अजीमुथ कोन
அஜிமுத் பிழை,अजीमुथ त्रुटी
பின் ஒளி,मागे प्रकाश
பின் திட்டம்,बॅक प्रोजेक्शन
பின் மின்னழுத்தம் (= தலைகீழ் மின்னழுத்தம்),बॅक व्होल्टेज (= रिव्हर्स व्होल्टेज)
பின்னணி (வில் மீண்டும்),बॅकफायर (आर्क बॅक)
பின்னணி ஒளி,पार्श्वभूमी प्रकाश
பின்னணி இரைச்சல்,पार्श्वभूमी आवाज
பின்னணி திட்டம்,पार्श्वभूमी प्रोजेक्शन
காப்புப்பிரதி,बॅकअप
தடுப்பு,बफल
பேக்கிங்,बेकिंग
சீரான ஆடியோ,संतुलित ऑडिओ
சீரான ஆடியோ வரி,संतुलित ऑडिओ लाइन
சீரான பரிமாற்ற வரி,संतुलित ट्रान्समिशन लाइन
சமநிலைப்படுத்துதல்,संतुलन
நிலைப்படுத்தல்,गिट्टी
நிலைப்படுத்தும் காரணி,गिट्टी फॅक्टर
பலூன்,बालुन
பேண்ட்,बँड
பேண்ட் பாஸ் வடிகட்டி,बँड पास फिल्टर
இசைக்குழு தேர்வாளர்,बँड निवडकर्ता
பேண்ட் பிரித்தல்,बँड स्प्लिटिंग
பேண்ட் ஸ்டாப் வடிகட்டி,बँड स्टॉप फिल्टर
பேண்ட் சுவிட்ச்,बँड स्विच
பேண்ட் ட்யூனிங்,बँड ट्यूनिंग
அலைவரிசை,बँडविड्थ
மதுக்கூடம்,बार
பார் குறியீடு,बार कोड
பார் தரவு,बार डेटा
வெற்று இசைக்குழு,बेअर बँड
வெற்று விளக்கு,बेअर दिवा
கொட்டகையின் கதவு,धान्याचे कोठार
தள இசைக்குழு,बेस बँड
அடிப்படை இசைக்குழு சமிக்ஞை,बेस बँड सिग्नल
அடிப்படை இசைக்குழு அமைப்பு,बेस बँड सिस्टम
அடிப்படை உலாவி,बेस ब्राउझर
அடிப்படை சேகரிப்பான் சந்தி,बेस कलेक्टर जंक्शन
அடிப்படை இன்சுலேட்டர்,बेस इन्सुलेटर
பாஸ்,बास
பாஸ் இழப்பீடு,बास भरपाई
பாஸ் ஒலிபெருக்கி (வூஃபர்),बास लाऊडस्पीकर (वूफर)
தொகுதி ஸ்கேனிங்,बॅच स्कॅनिंग
பேட்டரி சார்ஜிங்,बॅटरी चार्जिंग
உத்திரம்,तुळई
அடி,बीट
அதிர்வெண் ஆஸிலேட்டரை வெல்லுங்கள்,बीट फ्रिक्वेन्सी ऑसीलेटर
பெல்,बेल
சார்பு,पूर्वाग्रह
சார்பு சுற்று,बायस सर्किट
சார்பு அதிர்வெண்,पूर्वाग्रह वारंवारता
சார்பு மின்னழுத்தம்,बायस व्होल्टेज
முன்னோக்கி திசையில் பக்கச்சார்பானது,पुढील दिशेने पक्षपाती
இரு திசை மைக்ரோஃபோன்,द्वि-दिशात्मक मायक्रोफोन
விளம்பர பலகை,बिलबोर्ड
விளம்பர பலகை விண்ணப்பம்,बिलबोर्ड अर्ज
இரு-உலோக உறுப்பு,द्वि-धातूचा घटक
இரும,बायनरी
பைனரி குறியீட்டு தசம,बायनरी कोडित दशांश
ஈராண்டின் இலக்கியம் (பிட்),बायनरी अंक (बिट)
இரும எண்,बायनरी नंबर
பைனரல் விசாரணை,बिनौरल सुनावणी
தொலைநோக்கி,दुर्बिणी
பயோமெட்ரிக்,बायोमेट्रिक
இருமுனை டிரான்சிஸ்டர்,द्विध्रुवीय ट्रान्झिस्टर
பிட் ஒதுக்கீடு,बिट वाटप
பிட் வீதம்,बिट रेट
கருப்பு & வெள்ளை டிவி,काळा आणि पांढरा टीव्ही
வெற்று,रिक्त
வெற்று இடைவெளி,ब्लँकिंग मध्यांतर
வெற்று நிலை,ब्लँकिंग लेव्हल
ரத்தான் எதிர்ப்பு,ब्लेडर रेझिस्टन्स
பிளம்பட் கேமரா,ब्लिम्पेड कॅमेरा
கண்மூடித்தனமான கண்ணை கூசும்,आंधळे चकाकी
கண் சிமிட்டுங்கள்,डोळे मिचकावणे
ஒளிரும்,डोळे मिचकावणे
தொகுதி குறியீடு,ब्लॉक कोड
தொகுதி வரைபடம்,ब्लॉक आकृती
தொகுதி இடைக்கணிப்பு,ब्लॉक इंटरलीव्ह
மின்தேக்கியைத் தடுக்கும்,कॅपेसिटर अवरोधित करणे
ஆஸிலேட்டரைத் தடுக்கும்,ऑसीलेटर अवरोधित करणे
பூக்கும்,ब्लूम
விளக்கு ஊது,ब्लो दिवा
குழாய் குழாய்,ब्लो पाईप
ஊதுகுழல்,ब्लोअर
புளூடூத்,ब्लूटूथ
உடல் கொள்ளளவு,बॉडी कॅपेसिटन्स
புத்தககுறி,बुकमार्क
பூலியன் இயற்கணிதம்,बुलियन बीजगणित
ஏற்றம்,भरभराट
பூஸ்ட்,चालना
பூஸ்டர்,बूस्टर
பூஸ்டர் ஒளி,बूस्टर लाइट
அதிகரிக்கும்,चालना
துவக்க,बूटिंग
பூட்ஸ்ட்ராப்,बूटस्ट्रॅप
கீழே ஒளி,तळाशी प्रकाश
பவுன்ஸ் லைட்,बाउन्स लाइट
உடைக்கவும்,यंत्रातील बिघाड
முறிவு மின்னழுத்தம்,व्होल्टेज खाली करा
பாலம் உறுப்பு,पूल घटक
பாலம் திருத்தி,ब्रिज रेक्टिफायर
பிரிட்ஜ் ‘டி’ அட்டென்யூட்டர்,ब्रिज केलेले ‘टी’ अ‍ॅटेन्युएटर
பிரிட்ஜ் அமைப்பு,ब्रिज केलेली रचना
பாலம்,ब्रिजिंग
பாலம் பெருக்கி,ब्रिजिंग एम्पलीफायर
பாலம் இழப்பு,ब्रिजिंग लॉस
பிரகாசம்,चमक
பிரகாசம் கட்டுப்பாடு,ब्राइटनेस कंट्रोल
உடையக்கூடிய,ठिसूळ
உடையக்கூடிய பொருள்,ठिसूळ पदार्थ
பிராட்பேண்ட்,ब्रॉडबँड
பிராட்பேண்ட் பெருக்கி,ब्रॉडबँड एम्पलीफायर
பிராட்பேண்ட் ஐ.எஸ்.டி.என்,ब्रॉडबँड आयएसडीएन
பிராட்பேண்ட் அமைப்பு,ब्रॉडबँड सिस्टम
ஒளிபரப்பு மற்றும் தொடர்பு தொழில்நுட்பம்,प्रसारण आणि संप्रेषण तंत्रज्ञान
ஒளிபரப்பு பாதுகாப்பு,प्रसारण कव्हरेज
ஒளிபரப்பு ரிசீவர்,ब्रॉडकास्ट रिसीव्हर
ஒளிபரப்பு சேவை திட்டமிடல்,प्रसारण सेवा नियोजन
ஒளிபரப்பு டிரான்ஸ்மிட்டர்,ब्रॉडकास्ट ट्रान्समीटर
ஒளிபரப்பாளர்,प्रसारक
ஒளிபரப்பு,प्रसारण
ஒளிபரப்பு நிலையம்,प्रसारण स्टेशन
உடைந்த,तुटलेली
உலாவி,ब्राउझर
உலாவுதல்,ब्राउझिंग
குமிழி,बबल
இடையக,बफर
இடையக பெருக்கி,बफर एम्पलीफायर
இடையக குழாய்,बफर ट्यूब
பிழை,किडा
உள்ளமைக்கப்பட்ட ஆண்டெனா,अंगभूत अँटेना
பர்னர்,बर्नर
எரியும்,बर्निंग
வெடிப்பு பிழை,स्फोट त्रुटी
வெடிப்பு செருகும் துடிப்பு,स्फोट अंतर्भूत नाडी
வெடிப்பு கட்டம்,स्फोट टप्पा
பேருந்து,बस
வணிக நுண்ணறிவு,व्यवसाय बुद्धिमत्ता
பஸர்,बजर
வழங்கியவர்,पास द्वारे
கடந்து செல்வதன் மூலம்,पास करून
