Bengali,Odiya
"1. ঠিকানাযোগ্য স্মৃতি, 2. ঠিকানাযোগ্য মেমরি","1. ଠିକଣା ଯୋଗ୍ୟ ସ୍ମୃତି, ୨। ଠିକଣା ସ୍ମୃତି"
সম্বোধন,ଠିକଣା
"1. পর্যাপ্ততার মানদণ্ড, 2. পর্যাপ্ততার মানদণ্ড","1. ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ, 2 ପର୍ଯ୍ୟାପ୍ତ ମାନଦଣ୍ଡ |"
সংযুক্তি,ସଂଲଗ୍ନ
"1. ব্যবস্থাপনা, 2. নিয়ন্ত্রণ","1. ପରିଚାଳନା, 2 ନିୟନ୍ତ୍ରଣ"
"1. ম্যানেজার, 2. নিয়ামক","1. ପରିଚାଳକ, 2 ନିୟନ୍ତ୍ରକ"
অ্যাডোবি অ্যাক্রোব্যাট,ଆଡୋବ ଆକ୍ରୋବାଟ୍ |
অ্যাডোবি ফটোশপ,ଆଡୋବ ଫଟୋସପ୍ |
ABAP (অ্যাডভান্সড বিজনেস প্রোগ্রামিং),ABAP (ଉନ୍ନତ ବ୍ୟବସାୟ ପ୍ରୋଗ୍ରାମିଂ)
"1. উন্নত তথ্য, 2. উন্নত তথ্য","1. ଉନ୍ନତ ତଥ୍ୟ, ୨। ଉନ୍ନତ ତଥ୍ୟ"
উন্নত তথ্য সিস্টেম,ଉନ୍ନତ ସୂଚନା ପ୍ରଣାଳୀ |
উন্নত প্রযুক্তি (AT),ଉନ୍ନତ ଜ୍ଞାନକ Technology ଶଳ (AT)
কর্ম,କାର୍ଯ୍ୟ
সমষ্টি,ଏକୀକରଣ
বায়ুবাহিত কম্পিউটার সিস্টেম,ବାୟୁବାହୀ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |
aldus পৃষ্ঠা তৈরি,aldus page-make
সতর্কতা বাক্স,ଆଲର୍ଟ ବାକ୍ସ
আলগোল (কম্পিউটার ভাষা),algol (କମ୍ପ୍ୟୁଟର ଭାଷା)
"1. অ্যালগরিদম, 2. অ্যালগরিদম","1. ଆଲଗୋରିଦମ, ୨ ଆଲଗୋରିଦମ |"
"1. অ্যালগরিদম বিশ্লেষণ, 2. অ্যালগরিদম বিশ্লেষণ","1. ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ, ୨। ଆଲଗୋରିଦମ ବିଶ୍ଳେଷଣ |"
অ্যালগরিদম দক্ষতা,ଆଲଗୋରିଦମ ଦକ୍ଷତା |
"1. ইলিয়াস, 2। ডাকনাম, ৩. ওরফে","1. ଏଲିୟସ୍, ୨ ଡାକନାମ, 3 ଆକା"
প্রান্তিককরণ,ଶ୍ରେଣୀବଦ୍ଧତା |
"1. বরাদ্দ, 2. বরাদ্দ","1. ବଣ୍ଟନ, ୨ ଆବଣ୍ଟନ"
"1. বর্ণানুক্রমিক, 2. বর্ণা ক্রমানুসারে","1. ବର୍ଣ୍ଣାନୁକ୍ରମିକ, ୨ ବର୍ଣ୍ଣାନୁକ୍ରମିକ କ୍ରମ |"
আলফানিউমেরিক,ବର୍ଣ୍ଣମାଳା
"1. আলফানিউমেরিক কীবোর্ড, 2. আলফানিউমেরিক কীবোর্ড","1. ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍, 2 ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |"
আলফা-পরীক্ষা (প্রথম স্তরের পরীক্ষা),ଆଲଫା-ପରୀକ୍ଷା (ପ୍ରଥମ ସ୍ତର ପରୀକ୍ଷା)
"1. আলফা সংস্করণ, 2। আলফা ফর্ম","1. ଆଲଫା ସଂସ୍କରଣ, ୨ ଆଲଫା ଫର୍ମ |"
alt কী,alt କି
আলতাভিস্তা,altavista
বহুগুণ,ବହୁଗୁଣ
অস্পষ্ট ব্যাকরণ,ଅସ୍ପଷ୍ଟ ବ୍ୟାକରଣ
আমেরিকান ন্যাশনাল স্ট্যান্ডিস ইনস্টিটিউট (ANSI),ଆମେରିକୀୟ ନ୍ୟାସନାଲ ଷ୍ଟାଣ୍ଡିସ୍ ଇନଷ୍ଟିଚ୍ୟୁଟ୍ (ANSI)
আমেরিকান স্ট্যান্ডার্ড কাট (ascii),ଆମେରିକୀୟ ଷ୍ଟାଣ୍ଡାର୍ଡ କଟ୍ (ascii)
"1. সাদৃশ্যপূর্ণ, 2. এনালগ","1. ଅନୁରୂପ, 2 analog"
"1. এনালগ কম্পিউটার, 2. এনালগ কম্পিউটার","1. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର, 2. ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |"
"1. এনালগ ডিভাইস, 2. এনালগ ডিভাইস","1. ଆନାଗଲ୍ ଡିଭାଇସ୍, 2 analog ଉପକରଣ"
"1. এনালগ মডেম, 2. এনালগ মডেম","1. ଆନାଗଲ୍ ମୋଡେମ୍, ୨ ଆନାଗଲ୍ ମୋଡେମ୍ |"
এনালগ থেকে ডিজিটাল কনভার্টার,ଡିଜିଟାଲ୍ କନଭର୍ଟର ସହିତ ଅନୁରୂପ |
শেষ (ডিজিটাল/প্লেন লজিক &#39;এবং&#39; ব্যবহৃত),ଶେଷ (ଡିଜିଟାଲ୍ / ବିମାନ ତର୍କ &#39;ଏବଂ&#39; ବ୍ୟବହୃତ)
শেষ সার্কিট,ଶେଷ ସର୍କିଟ |
শেষ গেট এবং গেট,ଶେଷ ଫାଟକ ଏବଂ ଫାଟକ |
শেষ নয় অপারেশন (বর্জন),ଶେଷ ନୁହେଁ ଅପରେସନ୍ (ବହିଷ୍କାର)
"1. অ্যানিমেশন, 2. কম্পন","1. ଆନିମେସନ୍, 2. କମ୍ପନ |"
বিঃদ্রঃ,ଧ୍ୟାନ ଦିଅନ୍ତୁ
অসঙ্গতি,ଅସଙ୍ଗତି |
আগে,ପୂର୍ବ
প্রত্যাশিত পেজিং,ଆଶାକର୍ମୀ ପେଜିଂ |
কাউন্টার-সিমেট্রিক,କାଉଣ୍ଟର-ସିମେଟ୍ରିକ୍ |
অ্যান্টিভাইরাল প্রোগ্রাম,ଆଣ୍ଟିଭାଇରାଲ୍ ପ୍ରୋଗ୍ରାମ୍ |
"1. অ্যাপলেট, 2। আবেদন","1. ଆପଲେଟ୍, 2 ପ୍ରୟୋଗ"
অ্যাপ্লিকেশন ডেভেলপার,ପ୍ରୟୋଗ ବିକାଶକାରୀ |
অ্যাপ্লিকেশন প্রোগ্রামিং,ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ
"1. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস, 2. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API)","1. ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍, 2 ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ ଇଣ୍ଟରଫେସ୍ (API)"
অ্যাপ্লিকেশন সফ্টওয়্যার,ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍
অ্যাপ্লিকেশন ভাষা,ପ୍ରୟୋଗ ଭାଷା
আনুমানিক নীতি,ଆନୁମାନିକ ନୀତି
গঠন,ଗଠନ
ক্ষেত্র স্থানান্তর,କ୍ଷେତ୍ର ସ୍ଥାନାନ୍ତର
"1. প্যারামিটার, স্বাধীন পরিবর্তনশীল, 2. কোণ","1. ପାରାମିଟର, ସ୍ independent ାଧୀନ ଭେରିଏବଲ୍, 2. କୋଣ"
"1. পাটিগণিত এবং যুক্তি ইউনিট, 2. পাটিগণিত এবং যুক্তি ইউনিট","1. ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ, ୨। ଗାଣିତିକ ଏବଂ ତର୍କ ଏକକ |"
পাটিগণিত পরীক্ষা,ଗାଣିତିକ ଯାଞ୍ଚ |
গাণিতিক ধ্রুবক,ଗାଣିତିକ ସ୍ଥିର |
গাণিতিক তথ্য,ଗାଣିତିକ ତଥ୍ୟ
গাণিতিক নির্দেশ,ଗାଣିତିକ ନିର୍ଦ୍ଦେଶ
গাণিতিক ও লজিক্যাল ইউনিট (ALU),ଗାଣିତିକ ଏବଂ ଲଜିକାଲ୍ ୟୁନିଟ୍ (ALU)
ARPA নেট (RPNet),ARPA ନେଟ (RPNet)
অ্যারে,ଆରେ
"1. অ্যারে ক্যাশে, 2. অ্যারের গতি, 3. অ্যারে মেমরি","1. ଆରେ କ୍ୟାଚ୍, 2 ଆରେ ଗତି, 3 ଆରେ ମେମୋରୀ"
অ্যারে কম্পিউটার,ଆରେ କମ୍ପ୍ୟୁଟର |
অ্যারে উপাদান,ଆରେ ଉପାଦାନ |
অ্যারের নাম,ଆରେ ନାମ
অ্যারে প্রসেসর,ଆରେ ସଞ୍ଚାଳକ
তীর কী,ତୀର କି
সন্ধি,ଚୁକ୍ତି
সংযোগ বিন্দু,ଜଙ୍କସନ୍ ପଏଣ୍ଟ |
কৃত্রিম কম্প্যাকশন,କୃତ୍ରିମ ସଙ୍କୋଚନ |
কৃত্রিম নিয়ন্ত্রণ,କୃତ୍ରିମ ନିୟନ୍ତ୍ରଣ |
কৃত্রিম অনুভূতি,କୃତ୍ରିମ ଅର୍ଥ |
মাউন্ট,ଆରୋହଣ
আরোহী সাজানোর,ଆରୋହଣ କ୍ରମ
ascii বর্ণমালা,ascii ବର୍ଣ୍ଣମାଳା |
ascii নিয়ন্ত্রণ প্রতীক,ascii ନିୟନ୍ତ୍ରଣ ପ୍ରତୀକ |
ascii ফাইল,ascii ଫାଇଲ୍ |
ascii ফন্ট,ascii ଫଣ୍ଟ
ASCII স্থানান্তর,ASCII ସ୍ଥାନାନ୍ତର |
আনুমানিক অনুপাত,ଆନୁମାନିକ ଅନୁପାତ
"1. Aspy, 2. এএসপিআই","1. ଆସ୍ପି, ୨ ASPI"
এ এস আর কালাদ,ଏକ S R କାଲାଡ୍ |
"1. স্মরণ, 2. সমাবেশ, 3. জড় করা","1. ସ୍ମରଣ, ୨ ଏକତ୍ରିତ, 3 ଏକତ୍ର ହେବା"
"1. অ্যাসেম্বলার, 2. অনুস্মারক","1. ଏକତ୍ରକାରୀ, 2 ସ୍ମରଣୀୟ"
"1. সমাবেশ, 2. স্মরণ","1. ଏକତ୍ର ହେବା, 2 ସ୍ମରଣ"
"1. মুখস্থ ভাষা, 2. একত্রিত ভাষা","1. ସ୍ମୃତି ଭାଷା, ୨। ଭାଷା ଏକତ୍ର କରିବା |"
সংকল্প,ନିଷ୍ଠା
"1. নির্দিষ্ট কাজ, 2. বরাদ্দ","1. ନିର୍ଦ୍ଦିଷ୍ଟ କାର୍ଯ୍ୟ, 2 ଆବଣ୍ଟନ"
সাহচর্য,ସାଥୀତା
সহযোগী ঠিকানা,ସହଯୋଗୀ ଠିକଣା
"1. সহযোগী স্মৃতি, 2. সহযোগী স্মৃতি","1. ଆସୋସିଏଟିଭ୍ ମେମୋରୀ, 2 ସହଯୋଗୀ ସ୍ମୃତି"
তারকাচিহ্ন (* চিহ্ন),ନକ୍ଷତ୍ର (* ଚିହ୍ନ)
অপ্রতিসম,ଅସୀମିତ |
"1. অ্যাসিঙ্ক্রোনাস, 2. অ্যাসিঙ্ক্রোনাস","1. ଅସନ୍ତୁଳିତ, 2 ଅସନ୍ତୁଳିତ |"
অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL),ଅସନ୍ତୁଳିତ ଡିଜିଟାଲ୍ ସବସ୍କ୍ରାଇବର ଲାଇନ (ADSL)
অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM),ଅସନ୍ତୁଳିତ ସମୟ ବିଭାଗ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (ATDM)
অ্যাসিঙ্ক্রোনাস স্থানান্তর,ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର |
অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম),ଅସନ୍ତୁଳିତ ସ୍ଥାନାନ୍ତର ମୋଡ୍ (ଏଟିଏମ୍)
"1. পরমাণু, 2. পরমণ","1. ପରମାଣୁ, ୨ ପରମାନ"
সংযুক্ত নথি,ସଂଲଗ୍ନିତ ଡକ୍ୟୁମେଣ୍ଟ୍ |
"1. সংযুক্ত ফাইল/মিসিল, 2. সংযুক্ত ফাইল","1. ସଂଲଗ୍ନ ଫାଇଲ୍ / ମିସାଇଲ୍, 2 ସଂଲଗ୍ନ ଫାଇଲ୍ |"
"1. ঘের, 2. সম্বন্ধযুক্ত","1. ଆବଦ୍ଧ, 2 ଅନୁବନ୍ଧିତ"
"1. বৈশিষ্ট্য, 2. বিশেষত্ব","1. ଗୁଣ, 2 ବିଶେଷତା"
শ্রবণযোগ্য,ଶ୍ରବଣଯୋଗ୍ୟ |
"1. অডিট প্রোগ্রামিং, 2. অডিট প্রোগ্রামিং","1. ଅଡିଟ୍ ପ୍ରୋଗ୍ରାମିଂ, 2 ପ୍ରୋଗ୍ରାମିଂ ଅଡିଟ୍ କରନ୍ତୁ |"
অ্যাকাউন্ট পরীক্ষা,ଖାତା ଯାଞ୍ଚ |
পদোন্নতি,ପଦୋନ୍ନତି
সার্টিফিকেশন প্রোটোকল,ପ୍ରମାଣପତ୍ର ପ୍ରୋଟୋକଲ୍ |
রচনা পদ্ধতি,ଲେଖକ ପଦ୍ଧତି
"1. কর্তৃপক্ষ, 2. কর্তৃপক্ষ, 3. ট্রাইব্যুনাল","1. ପ୍ରାଧିକରଣ, ୨ ପ୍ରାଧିକରଣ, 3 ଟ୍ରିବ୍ୟୁନାଲ"
স্বয়ংক্রিয় বিমূর্ত,ଅଟୋ ଅବଷ୍ଟ୍ରାକ୍ଟ |
"1. অটো বুটিং, 2. স্ব বুট","1. ଅଟୋ ବୁଟିଙ୍ଗ୍, 2 ସେଲ୍ ବୁଟ୍"
অটোক্যাড (একটি কম্পিউটার ভাষা),ଅଟୋକ୍ୟାଡ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା)
স্বয়ংক্রিয় লগ-অন,ଅଟୋ ଲଗ୍ ଅନ୍ |
স্বয়ংক্রিয়,ଅଟୋମେଟା |
স্বয়ংক্রিয় তত্ত্ব,ସ୍ୱୟଂଚାଳିତ ତତ୍ତ୍। |
স্বয়ংক্রিয় গণনা,ସ୍ୱୟଂଚାଳିତ ଗଣନା
স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ,ସ୍ୱୟଂଚାଳିତ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
স্বয়ংক্রিয় ত্রুটি সংশোধন,ସ୍ୱୟଂଚାଳିତ ତ୍ରୁଟି ସଂଶୋଧନ |
স্বয়ংক্রিয় ফাংশন,ଅଟୋ ଫଙ୍କସନ୍
"1. স্বয়ংক্রিয় সূচীকরণ, 2. স্বয়ংক্রিয় তালিকা","1. ସ୍ୱୟଂଚାଳିତ ସୂଚକାଙ୍କ, 2 ସ୍ୱୟଂଚାଳିତ ତାଲିକା |"
স্বয়ংক্রিয় সংগ্রহ কল,ଅଟୋ-ସଂଗ୍ରହ କଲ୍ |
"1. স্বয়ংক্রিয় প্রোগ্রামিং, 2. স্বয়ংক্রিয় প্রোগ্রামিং","1. ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ, 2 ସ୍ୱୟଂଚାଳିତ ପ୍ରୋଗ୍ରାମିଂ |"
"1. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম, 2. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম","1. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ, 2. ସ୍ୱୟଂଚାଳିତ ପୁନରୁଦ୍ଧାର ପ୍ରୋଗ୍ରାମ |"
স্বয়ংক্রিয় রুটিন,ଅଟୋ ରୁଟିନ୍ |
স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার,ସ୍ୱୟଂଚାଳିତ ତନ୍ତ୍ର ପୁନରୁଦ୍ଧାର
"1. অটোমেটিক টেলার মেশিন (ATM), 2. নিজে তোলার জন্য ব্যাঙ্ক এটিএম","1. ସ୍ୱୟଂଚାଳିତ ଟେଲର୍ ମେସିନ୍ (ଏଟିଏମ୍), ୨ | ଆତ୍ମ ପ୍ରତ୍ୟାହାର ପାଇଁ ବ୍ୟାଙ୍କ ଏଟିଏମ୍ |"
অটোমেশন,ସ୍ୱୟଂଚାଳିତ
"1. অটোপ্লে, 2. স্বয়ংক্রিয় হাঁটা","1. ଅଟୋପ୍ଲେ, 2 ଅଟୋ ଚାଲିବା |"
কণ্ঠস্বর,କଣ୍ଠଦାନ
সহকারী,ସହକାରୀ
অক্জিলিয়ারী মেমরি,ସହାୟକ ସ୍ମୃତି
অক্জিলিয়ারী স্টোরেজ,ସହାୟକ ଷ୍ଟୋରେଜ୍
প্রাপ্তিসাধ্য তালিকা,ଉପଲବ୍ଧ ତାଲିକା |
উপলব্ধ সময়,ଉପଲବ୍ଧ ସମୟ |
গড়,ହାରାହାରି
AWK (একটি কম্পিউটার কমান্ড),AWK (ଏକ କମ୍ପ୍ୟୁଟର ନିର୍ଦ୍ଦେଶ)
পরে,ପରେ
পোস্ট প্রসেসর,ପୋଷ୍ଟ ପ୍ରୋସେସର୍ |
পোস্টেরিয়র ফাংশন মুছে ফেলা,ପରବର୍ତ୍ତୀ କାର୍ଯ୍ୟ ବିଲୋପ |
পটভূমি প্রক্রিয়াকরণ,ପୃଷ୍ଠଭୂମି ପ୍ରକ୍ରିୟାକରଣ |
আনুষঙ্গিক দোকান,ଆନୁଷଙ୍ଗିକ ଷ୍ଟୋରଗୁଡିକ |
ব্যাক প্যাচিং,ପଛ ପ୍ୟାଚିଂ |
"1. পশ্চিম, 2. ব্যাকস্পেস","1. ପଶ୍ଚିମ, ୨ ବ୍ୟାକସ୍ପେସ୍ |"
ব্যাকট্র্যাকিং,ବ୍ୟାକଟ୍ରାକ୍
"1. ব্যাক আপ, 2. প্রতিদান","1. ବ୍ୟାକ୍ ଅପ୍, 2 ପରିଶୋଧ"
"1. পরিপূরক স্মৃতি, 2. ব্যাক আপ মেমরি","1. ସଂପୃକ୍ତ ସ୍ମୃତି, ୨। ବ୍ୟାକ୍ ଅପ୍ ମେମୋରୀ |"
পিছনে ত্রুটি সংশোধন,ପଛ ତ୍ରୁଟି ସଂଶୋଧନ |
(আয়-ব্যয়) ব্যালেন্স শীট,(ଆୟ-ବ୍ୟୟ) ବାଲାନ୍ସ ସିଟ୍ |
ব্যান্ডেজ,ବ୍ୟାଣ୍ଡେଜ୍ |
"1. ব্যান্ড প্রস্থ, 2. ব্যান্ডউইথ/ক্ষমতা","1. ବ୍ୟାଣ୍ଡ ଓସାର, 2 ବ୍ୟାଣ୍ଡୱିଡଥ୍ / ସାମର୍ଥ୍ୟ |"
ব্যাংকারের অ্যালগরিদম,ବ୍ୟାଙ୍କର ଆଲଗୋରିଦମ |
"1. বার কোড, 2. বার কোড","1. ବାର୍ କୋଡ୍, 2 ବାର୍ କୋଡ୍"
বারকোড স্ক্যানার,ବାରକୋଡ୍ ସ୍କାନର୍ |
বার গ্রাফ,ବାର୍ ଗ୍ରାଫ୍ |
ভিত্তি ঠিকানা,ମୂଳ ଠିକଣା
বেস ব্যান্ড,ବେସ୍ ବ୍ୟାଣ୍ଡ |
আধার নম্বর,ଆଧାର ସଂଖ୍ୟା
ভিত্তি টেবিল,ଆଧାର ଟେବୁଲ୍ |
বেসিক (একটি কম্পিউটার ভাষা),ବେସିକ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା)
"1. মৌলিক নিয়ন্ত্রণ, 2. ভিত্তি নিয়ন্ত্রণ","1. ମ Basic ଳିକ ନିୟନ୍ତ୍ରଣ, ୨। ଆଧାର ନିୟନ୍ତ୍ରଣ |"
"1. মূল বিনিয়োগ, 2. ভিত্তি বিনিয়োগ","1. ମୂଳ ବିନିଯୋଗ, ୨। ମୂଳ ବିନିଯୋଗ |"
মৌলিক নির্দেশ,ମ basic ଳିକ ନିର୍ଦ୍ଦେଶ
ভিত্তি সমস্যা,ମୂଳ ସମସ୍ୟା |
মৌলিক পর্যায়,ମ basic ଳିକ ପର୍ଯ୍ୟାୟ |
"1. ব্যাচ, 2। গ্রুপ, 3। বিপর্যয়","1. ବ୍ୟାଚ୍, ୨ ଗୋଷ୍ଠୀ, 3 ବିପର୍ଯ୍ୟୟ |"
"1. ব্যাচ ফাইল, 2. ব্যাচ ফাইল","1. ବ୍ୟାଚ୍ ଫାଇଲ୍, 2 ବ୍ୟାଚ୍ ଫାଇଲ୍ |"
ব্যাচ অবস্থা,ବ୍ୟାଚ୍ ସ୍ଥିତି
"1. ব্যাচ প্রসেসিং, 2. গ্রুপ প্রক্রিয়াকরণ","1. ବ୍ୟାଚ୍ ପ୍ରକ୍ରିୟାକରଣ, 2 ଗୋଷ୍ଠୀ ପ୍ରକ୍ରିୟାକରଣ |"
