Bengali,Punjabi
একাডেমিক রেকর্ড,ਅਕਾਦਮਿਕ ਰਿਕਾਰਡ
প্রশংসা,ਐੱਸ
গ্রহণ,ਸਵੀਕਾਰ ਕਰੋ
গ্রহণযোগ্যতা,ਮਨਜ਼ੂਰ
অফিস গ্রহণ,ਦਫਤਰ ਦੀ ਪ੍ਰਵਾਨਗੀ
দরপত্র গ্রহণ,ਟੈਂਡਰ ਦੀ ਪ੍ਰਵਾਨਗੀ
অ্যাক্সেস,ਪਹੁੰਚ
প্রবেশ,ਐਕਸੈਸਿੰਗ
আনুষঙ্গিক,ਸਹਾਇਕ
দুর্ঘটনা,ਹਾਦਸਾ
প্রশংসাপত্র,ਅਨੁਕੂਲਤਾ
থাকার ব্যবস্থা,ਰਿਹਾਇਸ਼
সহকারী,ਦੇ ਨਾਲ
চুক্তি,ਸਮਝੌਤਾ
অ্যাকশন,ਦੇ ਅਨੁਸਾਰ
তদনুসারে,ਇਸ ਅਨੁਸਾਰ
অ্যাকাউন্ট,ਖਾਤਾ
দায়িত্ব,ਜਵਾਬਦੇਹੀ
দায়ী,ਜਵਾਬਦੇਹ
হিসাবরক্ষণ,ਖਾਤੇ ਦੀ
হিসাবরক্ষক,ਲੇਖਾਕਾਰ
কি কারণে,ਲਈ ਖਾਤਾ
অ্যাকাউন্ট হেড,ਖਾਤਾ ਸਿਰ
অর্জিত সুবিধা,ਇਕੱਠਾ ਕੀਤਾ ਲਾਭ
পেনশন আদায়,ਇਕੱਠੀ ਕੀਤੀ ਪੈਨਸ਼ਨ
জমা,ਇਕੱਠਾ
সঠিকতা,ਸ਼ੁੱਧਤਾ
নির্ভুল,ਸਹੀ
অভিযোগ,ਦੋਸ਼ ਲਾਉਂਦਾ ਹੈ
অভিযুক্ত,ਦੋਸ਼ੀ
অর্জন,ਪ੍ਰਾਪਤੀ
স্বীকৃতি,ਪ੍ਰਵਾਨਗੀ
স্বীকৃতি বকেয়া,ਬਣ ਰਹੇ
পরিচিত,ਜਾਣ-ਪਛਾਣ
অধিগ্রহণ,ਗ੍ਰਹਿਣ
খালাস,ਬਰੀ
আইন,ਐਕਟ
অভিনয় ভাতা,ਅਦਾਕਾਰੀ ਭੱਤਾ
কর্ম,ਕਾਰਵਾਈ
অ্যাকশন প্ল্যান,ਕਾਰਵਾਈ ਜੁਗਤ
সক্রিয়,ਕਿਰਿਆਸ਼ੀਲ
সক্রিয়ভাবে,ਸਰਗਰਮੀ ਨਾਲ
কর্মী,ਕਾਰਜਕਰਤਾ
Of শ্বরের আইন,ਰੱਬ ਦਾ ਕੰਮ
অসদাচরণের আইন,ਦੁਰਵਿਵਹਾਰ ਦਾ ਕੰਮ
কমিশন ও বাদ দেওয়া আইন,ਕਮਿਸ਼ਨ ਅਤੇ ਗਲਤੀ ਦਾ ਕੰਮ
আসল,ਅਸਲ
বাস্তব,ਅਸਲ
অভিযোজন,ਅਨੁਕੂਲਤਾ
সংযোজন,ਜੋੜ
অতিরিক্ত চার্জ,ਅਤਿਰਿਕਤ ਚਾਰਜ
অতিরিক্ত তহবিল,ਵਾਧੂ ਫੰਡ
অতিরিক্ত অনুদান,ਅਤਿਰਿਕਤ ਗ੍ਰਾਂਟ
অতিরিক্ত তথ্য,ਵਧੀਕ ਜਾਣਕਾਰੀ
অতিরিক্ত বেতন,ਵਾਧੂ ਤਨਖਾਹ
সংযোজন এবং পরিবর্তন,ਜੋੜ ਅਤੇ ਤਬਦੀਲੀ
ঠিকানা,ਪਤਾ
ঠিকানা,ਐਡਰੈਸਸ
স্বাগত ঠিকানা,ਸਵਾਗਤ ਦਾ ਪਤਾ
পর্যাপ্ত,ਕਾਫ਼ੀ
মেনে চলুন,ਦਾ ਪਾਲਣ ਕਰੋ
অ্যাডহক,ਐਡ ਹੋਕ
অ্যাডহক দাবি,ਐਡਹਕ ਕਲੇਮ
তদর্থক কমিটি,ਐਡਹੌਕ ਕਮੇਟੀ
অ্যাডহক বৃদ্ধি,ਐਡਹੌਕ ਵਾਧਾ
অ্যাডহক পেমেন্ট,ਐਡਹੌਕ ਭੁਗਤਾਨ
সংলগ্ন,ਨਾਲ ਲੱਗਦੀ
সংলগ্ন (= সংহত),ਨਾਲ ਲੱਗਦੀ (= ਸੰਜੋਗ)
স্থগিতাদেশ,ਮੁਲਤਵੀ
স্থগিতের গতি,ਮੁਲਤਵੀ ਮੋਸ਼ਨ
রায়,ਇਜਾਜ਼ਤ
বিচারক,ਨਿਰਣਾਇਕ
বিচার,ਨਿਰਣਾ
বিচারক,ਨਿਰਣਾਇਕ
সামঞ্জস্য,ਵਿਵਸਥਾ
প্রশাসনিক,ਪ੍ਰਬੰਧਿਤ
শপথ পরিচালনা করুন,ਸਹੁੰ ਪ੍ਰਬੰਧ
প্রশাসন,ਪ੍ਰਸ਼ਾਸਨ
বিচার প্রশাসন,ਜਸਟਿਸ ਦਾ ਪ੍ਰਬੰਧਨ
প্রশাসনিক,ਪ੍ਰਬੰਧਕੀ
প্রশাসনিক ক্রিয়া,ਪ੍ਰਬੰਧਕੀ ਕਾਰਵਾਈ
প্রশাসনিক মূল্যায়ন,ਪ੍ਰਬੰਧਕੀ ਮੁੱਲ
প্রশাসনিক অনুমোদন,ਪ੍ਰਬੰਧਕੀ ਪ੍ਰਵਾਨਗੀ
প্রশাসনিক কর্তৃপক্ষ,ਪ੍ਰਬੰਧਕੀ ਅਥਾਰਟੀ
প্রশাসনিক নিয়ন্ত্রণ,ਪ੍ਰਬੰਧਕੀ ਨਿਯੰਤਰਣ
প্রশাসনিক সিদ্ধান্ত,ਪ੍ਰਬੰਧਕੀ ਫੈਸਲਾ
প্রশাসনিক দপ্তর,ਪ੍ਰਬੰਧਕੀ ਵਿਭਾਗ
প্রশাসনিক মাথা,ਪ੍ਰਬੰਧਕੀ ਸਿਰ
প্রশাসনিক সদর দফতর,ਪ੍ਰਬੰਧਕੀ ਹੈੱਡਕੁਆਰਟਰ
প্রশাসনিক ব্যবস্থা,ਪ੍ਰਬੰਧਕੀ ਉਪਾਅ
প্রশাসনিক শক্তি,ਪ੍ਰਬੰਧਕੀ ਪਾਵਰ
প্রশাসনিক অনুমোদন,ਪ੍ਰਬੰਧਕੀ ਮਨਜੂਰੀ
প্রশাসনিক কৌশল,ਪ੍ਰਬੰਧਕੀ ਤਕਨੀਕ
প্রশাসনিক ট্রাইব্যুনাল,ਪ੍ਰਬੰਧਕੀ ਟ੍ਰਿਬਿ al ਨਲ
প্রবেশযোগ্যতা,ਮੰਨਣਯੋਗਤਾ
স্বীকৃত ব্যয়,ਮੰਨਣਯੋਗ ਖਰਚ
স্বীকার করুন,ਮੰਨ ਲਓ
ভর্তি কার্ড,ਐਡਮਿਟ ਕਾਰਡ
ভর্তি,ਦਾਖਲ
উপদেশ,ਅਸ਼ੁੱਧ
গ্রহণ,ਗੋਦ
গ্রহণকারী,ਗੋਣਾਟਰ
গ্রহণ,ਗੋਦ ਲੈਣਾ
প্রাপ্তবয়স্ক,ਬਾਲਗ
ভেজাল,ਵਿਭਚਾਰ
ব্যভিচার,ਵਿਭਚਾਰ
প্রাপ্তবয়স্ক ভোটাধিকার,ਬਾਲਗ ਫਰੈਂਚਾਇਜ਼ੀ
বিজ্ঞাপন ভ্যালোরেম ডিউটি,ਐਡ ਵੈਲੋਰਮ ਡਿ duty ਟੀ
অগ্রিম,ਪੇਸ਼ਗੀ
আগাম বুকিং,ਐਡਵਾਂਸ ਬੁਕਿੰਗ
অগ্রিম অনুলিপি,ਐਡਵਾਂਸ ਕਾਪੀ
অগ্রিম বৃদ্ধি,ਪੇਸ਼ਗੀ ਵਾਧਾ
অগ্রিম প্রদান,ਪੇਸ਼ਗੀ ਭੁਗਤਾਨ ਦੀ
প্রতিকূল এন্ট্রি,ਗਲਤ ਪ੍ਰਵੇਸ਼
বিরূপ মন্তব্য,ਗਲਤ ਟਿੱਪਣੀ
প্রতিকূল প্রতিবেদন,ਗਲਤ ਰਿਪੋਰਟ
বিজ্ঞাপন,ਇਸ਼ਤਿਹਾਰ
পরামর্শ,ਸਲਾਹ
অর্থ প্রদানের পরামর্শ,ਭੁਗਤਾਨ ਦੀ ਸਲਾਹ
উপদেষ্টা কমিটি,ਸਲਾਹਕਾਰ ਕਮੇਟੀ
উপদেষ্টা পরিষদ,ਸਲਾਹਕਾਰ ਪਰਿਸ਼ਦ
অ্যাডভোকেট,ਐਡਵੋਕੇਟ
বিষয়,ਮਾਮਲੇ
হলফনামা,ਹਲਫੀਆ ਬਿਆਨ
অধিভুক্তি,ਮਾਨਤਾ
নিশ্চিতকরণ,ਪੁਸ਼ਟੀਕਰਣ
ইতিবাচক,ਸਕਾਰਾਤਮਕ
সামর্থ্য,ਬਰਦਾਸ਼ਤ
উপরোক্ত,ਉਪਰੋਕਤ
নতুন করে,ਅਫਰੇਸ਼
বিরুদ্ধে,ਦੇ ਵਿਰੁੱਧ
বয়স,ਉਮਰ
বয়স শংসাপত্র,ਉਮਰ ਦਾ ਸਰਟੀਫਿਕੇਟ
ভোটাধিকার জন্য বয়স,ਦੁਖੀ ਲਈ ਉਮਰ
বয়স সীমা,ਉਮਰ ਸੀਮਾ
এজেন্সি,ਏਜੰਸੀ
আলোচ্যসূচি,ਏਜੰਡਾ
অবসর বয়স,ਰਿਟਾਇਰਮੈਂਟ ਦੀ ਉਮਰ
তদারকির বয়স,ਪੂਰਕ ਦੀ ਉਮਰ
সমষ্টি,ਇਕੱਤਰਤਾ
আক্রান্ত,ਦੁਖਦਾਈ
আন্দোলন,ਅੰਦੋਲਨ
এজিএম,ਏਜੀਐਮ
চুক্তি,ਸਮਝੌਤਾ
চুক্তি ফর্ম,ਸਮਝੌਤਾ ਫਾਰਮ
কৃষি,ਖੇਤੀ ਬਾੜੀ
শস্য উৎপাদন কেন্দ্র,ਖੇਤੀ-ਉਦਯੋਗ
সাহায্য,ਸਹਾਇਤਾ
অ্যালার্ম,ਅਲਾਰਮ
সতর্কতা,ਚੇਤਾਵਨੀ
ওরফে,ਉਪਨਾਮ
অভিযোগ,ਇਲਜ਼ਾਮ
আনুগত্য,ਵਫ਼ਾਦਾਰੀ
জোট,ਗਠਜੋੜ
মিত্র পরিষেবা,ਸਹਿਯੋਗੀ ਸੇਵਾਵਾਂ
সমস্ত অন্তর্ভুক্ত ব্যয়,ਸਾਰੇ ਸੰਮਲਿਤ ਲਾਗਤ
সমস্ত ভারত পরিষেবা,ਸਾਰੇ ਭਾਰਤ ਸੇਵਾਵਾਂ
বরাদ্দ,ਅਲਾਟਮੈਂਟ
বরাদ্দ,ਅਲਾਟਮੈਂਟ
বরাদ্দ চিঠি,ਅਲਾਟਮੈਂਟ ਪੱਤਰ
বরাদ্দ,ਅਲਾਟੀਟੀ
অনুমোদিত,ਮਨਜ਼ੂਰ
অনুমোদিত ব্যয়,ਮਨਜ਼ੂਰ ਖਰਚੇ
একটি আপিলের অনুমতি দিন,ਇੱਕ ਅਪੀਲ ਦੀ ਆਗਿਆ ਦਿਓ
ভাতা,ਭੱਤਾ
সমস্ত অধিকার সংরক্ষিত,ਸਾਰੇ ਹੱਕ ਰਾਖਵੇਂ ਹਨ
বর্ণমালা অর্ডার,ਵਰਣਮਾਲਾ ਕ੍ਰਮ
বিক্ষোভ,ਗਰੈਟਰਕੇਸ਼ਨ
বিকল্প,ਵਿਕਲਪਿਕ
বিকল্প,ਵਿਕਲਪਿਕ
সংমিশ্রণ,ਏਕੀਕਰਨ
সংশোধিত খসড়া,ਸੋਧਿਆ ਖਰੜਾ
সংশোধন,ਸੋਧ
সুযোগ,ਸਹੂਲਤ
মায়াময়,ਅਮਲ
গোলাবারুদ,ਬਾਰੂਦ
Debt ণের or ণদান,ਕਰਜ਼ੇ ਦਾ ਅਮੋਰਾਈਜ਼ੇਸ਼ਨ
পরিমাণ,ਦੀ ਰਕਮ
পেনশন পরিমাণ,ਪੈਨਸ਼ਨ ਦੀ ਮਾਤਰਾ
সাদৃশ্য পোস্ট,ਸਮਾਨ ਪੋਸਟ
বিশ্লেষণ,ਵਿਸ਼ਲੇਸ਼ਣ
বিশ্লেষণাত্মক অধ্যয়ন,ਵਿਸ਼ਲੇਸ਼ਣ ਅਧਿਐਨ
পূর্বপুরুষ,ਪੂਰਵਜ
আনুষঙ্গিক শিল্প,ਸਹਾਇਕ ਉਦਯੋਗ
শত্রুতা,ਵੈਰ
সংযুক্তি,ਅਨੁਲੱਗ
বার্ষিকী,ਵਰ੍ਹੇਗੰ
ঘোষণা,ਘੋਸ਼ਣਾ
বিরক্তি,ਨਾਰਾਜ਼ਗੀ
বার্ষিক আর্থিক বিবৃতি,ਸਾਲਾਨਾ ਵਿੱਤੀ ਬਿਆਨ
বার্ষিক প্রতিবেদন,ਸਾਲਾਨਾ ਰਿਪੋਰਟ
বার্ষিকী,ਐਨੂਅਟੀ
বেনামে,ਅਗਿਆਤ
বেনামে অভিযোগ,ਅਗਿਆਤ ਸ਼ਿਕਾਇਤ
উত্তরযোগ্যতা,ਜਵਾਬ
উত্তরপত্র,ਜਵਾਬ ਸ਼ੀਟ
বিরোধী,ਵਿਰੋਧੀ
পূর্বসূরি,ਅਨੌਖੇ
প্রত্যাশিত ব্যয়,ਅਨੁਮਾਨਤ ਖਰਚੇ
প্রত্যাশিত আয়,ਅਨੁਮਾਨਤ ਆਮਦਨੀ
অগ্রজ্ঞান,ਉਮੀਦ
প্রত্যাশিত জামিন,ਅਗਾ .ਂ ਜ਼ਮਾਨਤ
দুর্নীতি দমন ব্যবস্থা,ਭ੍ਰਿਸ਼ਟਾਚਾਰ ਵਿਰੋਧੀ ਉਪਾਅ
অ্যান্টি-ডাম্পিং,ਐਂਟੀ-ਡੰਪਿੰਗ
প্রাচীন,ਪੁਰਾਣੀ
বর্ণবাদ,ਨਸਲਵਾਦ
উদাসীনতা,ਉਦਾਸੀ
অ্যাপেক্স বডি,ਸੁਪਰੀਮ ਬਾਡੀ
ক্ষমা প্রার্থনা,ਮੁਆਫੀ
আবেদন,ਅਪੀਲ
চেহারা,ਦਿੱਖ
সন্তুষ্টি,ਭੁੱਖ
আপিল ট্রাইব্যুনাল,ਅਪੀਲ ਟ੍ਰਿਬਿ al ਨਲ
পরিশিষ্ট,ਅੰਤਿਕਾ
যন্ত্রপাতি,ਉਪਕਰਣ
প্রযোজ্য,ਲਾਗੂ
প্রার্থী,ਬਿਨੈਕਾਰ
আবেদন,ਐਪਲੀਕੇਸ਼ਨ
আবেদনপত্র,ਅਰਜ਼ੀ ਫਾਰਮ
প্রয়োগ,ਲਾਗੂ ਕੀਤਾ
প্রয়োগ করুন,ਲਾਗੂ ਕਰੋ
নিয়োগ,ਨਿਯੁਕਤ
কর্তৃপক্ষ নিয়োগ,ਨਿਯੁਕਤ ਕਰਨ ਦਾ ਅਧਿਕਾਰ
অ্যাপয়েন্টমেন্ট,ਨਿਯੁਕਤੀ
নিয়োগপত্র,ਮੁਲਾਕਾਤ ਪੱਤਰ
মন্ত্রিপরিষদের অ্যাপয়েন্টমেন্ট কমিটি,ਮੰਤਰੀ ਮੰਡਲ ਦੀ ਨਿਯੁਕਤੀਆਂ ਕਮੇਟੀ
মজুরির অংশ,ਤਨਖਾਹ ਦੀ ਵੰਡ
মূল্যায়ন,ਮੁਲਾਂਕਣ
মূল্যায়নকারী,ਮੁਲਾਂਕਣ
প্রশংসা,ਕਦਰ
আশঙ্কা,ਖਦਸ਼ਾ
শিক্ষানবিশ,ਅਪ੍ਰੈਂਟਿਸ
পদ্ধতির,ਪਹੁੰਚ
যথাযথ,ਉਚਿਤ
যথাযথ ব্যবস্থা,ਉਚਿਤ ਕਾਰਵਾਈ
উপযুক্ত মাথা,ਉਚਿਤ ਸਿਰ
বরাদ্দ,ਨਿਰਧਾਰਤ
অনুমোদন,ਮਨਜ਼ੂਰੀ
আনুমানিক,ਲਗਭਗ
বুদ্ধিমত্তার পরীক্ষা,ਯੋਗਤਾ ਟੈਸਟ
ইচ্ছামত,ਮਨਮਾਨੀ
সালিশ,ਆਰਬਿਟਰੇਟ
সালিশ,ਆਰਬਿਟਰੇਸ਼ਨ
আরবিট্রেশন ট্রাইব্যুনাল,ਆਰਬਿਟਰੇਸ਼ਨ ਟ੍ਰਿਬਿ al ਨਲ
সালিস,ਆਰਬਿਟਰੇਟਰ
আর্কিটেকচার,ਆਰਕੀਟੈਕਚਰ
সংরক্ষণাগার,ਪੁਰਾਲੇਖ
অঞ্চল,ਖੇਤਰ
অঞ্চল সদর দফতর,ਖੇਤਰ ਹੈੱਡਕੁਆਰਟਰ
যুক্তি,ਦਲੀਲ
উত্থিত,ਪੈਦਾ
সশস্ত্র বাহিনী,ਸੁਰਖਿਆ ਬਲ
ব্যবস্থা,ਪ੍ਰਬੰਧ
বকেয়া,ਬਰੀਅਰ
বকেয়া বিবৃতি,ਅਰੇਅਰ ਬਿਆਨ
আগমনের প্রতিবেদন,ਆਗਮਨ ਰਿਪੋਰਟ
অহংকার,ਹੰਕਾਰ
আর্সেনাল,ਅਰਸੇਨਲ
নিবন্ধ,ਲੇਖ
সমিতির নিবন্ধ,ਐਸੋਸੀਏਸ਼ਨ ਦੇ ਲੇਖ
নিবন্ধ,ਲੇਖ
উর্দ্ধক্রমানুসারে,ਚੜ੍ਹਦੇ ਕ੍ਰਮ
নিরূপণ করা,ਪਤਾ ਲਗਾਓ
যেমনটি যেখানে,ਜਿਵੇਂ ਕਿ ਕਿੱਥੇ ਹੈ
দিক,ਪਹਿਲੂ
Aspersion,ਦਾਖਲਾ
হত্যাকাণ্ড,ਕਤਲ
হামলা,ਹਮਲਾ
একত্রিত করা,ਇਕੱਠਾ ਕਰਨ ਯੋਗ
সমাবেশ,ਅਸੈਂਬਲੀ
সম্মতি,ਸਹਿਮਤੀ
জাহির করা,ਦਾਅਵਾ ਕਰੋ
মূল্যায়নকারী,ਮੁਲਾਂਕਣ
মূল্যায়ন,ਮੁਲਾਂਕਣ
মূল্যায়ন বছর,ਮੁਲਾਂਕਣ ਸਾਲ
মূল্যায়নকারী,ਮੁਲਾਂਕਣ ਕਰਨ ਵਾਲਾ
সম্পদ,ਸੰਪਤੀ
Assignee,Assigneee
অ্যাসাইনমেন্ট,ਅਸਾਈਨਮੈਂਟ
নিয়োগকারী,ਅਸਾਈਨਟਰ
সহায়তা,ਸਹਾਇਤਾ
সহযোগী,ਸਹਿਯੋਗੀ
সংঘ,ਐਸੋਸੀਏਸ਼ਨ
চার্জ অনুমান,ਚਾਰਜ ਦੀ ਧਾਰਨਾ
আশ্বাস,ਭਰੋਸਾ
আশ্বাস সংস্থা,ਅਸ਼ੋਰੈਂਸ ਕੰਪਨੀ
আশ্বাস,ਭਰੋਸਾ
ছাড় এ,ਛੂਟ 'ਤੇ
পারমাণবিক শক্তি,ਪਰਮਾਣੂ ਸ਼ਕਤੀ
সমমূল্যে,ਬਰਾਬਰ ਵਿਚ
প্রিমিয়ামে,ਪ੍ਰੀਮੀਅਮ 'ਤੇ
সংযুক্ত,ਅਟੈਚ ਕਰੋ
সংযুক্ত অফিস,ਨੱਥੀ ਦਫ਼ਤਰ
সংযুক্তি,ਲਗਾਵ
সংযুক্তি আদেশ,ਅਟੈਚਮੈਂਟ ਆਰਡਰ
অর্জন,ਪ੍ਰਾਪਤੀ
চেষ্টা,ਕੋਸ਼ਿਸ਼
উপস্থিতি,ਹਾਜ਼ਰੀ
উপস্থিতি নিবন্ধ,ਹਾਜ਼ਰੀ ਰਜਿਸਟਰ
উপস্থিতি স্লিপ,ਹਾਜ਼ਰੀ ਤਿਲਕ
মনোযোগ,ਧਿਆਨ
সত্যতা,ਤਸਦੀਕ
সত্যায়িত অনুলিপি,ਪ੍ਰਮਾਣਿਤ ਕਾੱਪੀ
মনোভাব,ਰਵੱਈਆ
আকর্ষণীয় বেতন,ਆਕਰਸ਼ਕ ਤਨਖਾਹ
নিলাম,ਨਿਲਾਮੀ
নিলামকারী,ਨਿਲਾਮੀ
নিলাম বিক্রয়,ਨਿਲਾਮੀ ਵਿਕਰੀ
শ্রোতা,ਹਾਜ਼ਰੀਨ
অডিও-ভিজ্যুয়াল ডিসপ্লে,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਡਿਸਪਲੇਅ
অডিও-ভিজ্যুয়াল প্রচার,ਆਡੀਓ-ਵਿਜ਼ੂਅਲ ਪ੍ਰਚਾਰ
নিরীক্ষা,ਆਡਿਟ
নিরীক্ষিত অ্যাকাউন্ট,ਆਡਿਟ ਕੀਤੇ ਖਾਤੇ
নিরীক্ষিত ব্যালেন্স শীট,ਆਡਿਟ ਬੈਲੇਂਸ ਸ਼ੀਟ
নিরীক্ষণ,ਆਡਿਟਿੰਗ
নিরীক্ষা আপত্তি,ਆਡਿਟ ਇਤਰਾਜ਼
নিরীক্ষকের প্রতিবেদন,ਆਡੀਟਰ ਦੀ ਰਿਪੋਰਟ
অডিটোরিয়াম,ਆਡੀਟੋਰੀਅਮ
অডিট অনুচ্ছেদ,ਆਡਿਟ ਪੈਰਾ
অডিট রিপোর্ট,ਆਡਿਟ ਰਿਪੋਰਟ
কঠোরতা,ਤਪੱਸਿਆ
কঠোরতা ব্যবস্থা,ਤਪੱਸਿਆ ਉਪਾਅ
খাঁটি,ਪ੍ਰਮਾਣਿਕ
অনুমোদিত প্রতিনিধি,ਅਧਿਕਾਰਤ ਪ੍ਰਤੀਨਿਧੀ
কর্তৃত্বমূলক,ਅਧਿਕਾਰਤ
কর্তৃপক্ষ,ਅਧਿਕਾਰ
কর্তৃপক্ষের চিঠি,ਅਥਾਰਟੀ ਅੱਖਰ
অনুমোদিত,ਅਧਿਕਾਰਤ
স্বীকৃত মূলধন,ਅਧਿਕਾਰਤ ਪੂੰਜੀ
স্বয়ংক্রিয়,ਆਟੋਮੈਟਿਕ
স্বায়ত্তশাসিত,ਖੁਦਮੁਖਤਿਆਰੀ
স্বায়ত্তশাসিত শরীর,ਖੁਦਮੁਖਤਿਆਰੀ ਸਰੀਰ
স্বায়ত্তশাসন,ਖੁਦਮੁਖਤਿਆਰੀ
সহায়ক,ਸਹਾਇਕ
উপলব্ধ,ਉਪਲੱਬਧ
গড়,Average ਸਤ
গড় ছুটি,Ratuver ਸਤ ਛੁੱਟੀ
বিপর্যয়,ਘ੍ਰਿਣਾ
এড়ানো,ਟਾਲਣਾ
এড়াতে,ਬਚਣ
কর এড়ানো,ਟੈਕਸ ਤੋਂ ਪਰਹੇਜ਼ ਕਰੋ
অপেক্ষা করছি,ਉਡੀਕ ਕੀਤੀ
পুরষ্কার,ਪੁਰਸਕਾਰ
পুরষ্কার কর্তৃপক্ষ,ਅਥਾਰਟੀ
সচেতনতা,ਜਾਗਰੂਕਤਾ
ব্যাকডেটেড,ਵਾਪਸ
পটভূমি,ਪਿਛੋਕੜ
জমা কাজ,ਬੈਕ ਲਾਗ
ফিরে,ਪਿਛੇ ਹਟ ਜਾਣਾ
পিছনে রেফারেন্স,ਬੈਕ ਹਵਾਲਾ
ব্যাক আপ,ਬੈਕ ਅਪ
পশ্চাদপদ শ্রেণি,ਬੈਕਵਾਰਡ ਕਲਾਸਾਂ
পশ্চাদপদ উপজাতি,ਪਿਛਲਾ ਕਬੀਲੇ
খারাপ দর কষাকষি,ਮਾੜੀ ਸੌਦਾ
খারাপ আচরণ,ਮਾੜਾ ਵਿਵਹਾਰ
খারাপ চরিত্র,ਬੁਰਾ ਚਰਿੱਤਰ
খারাপ জলবায়ু ভাতা,ਮਾੜੀ ਜਲਵਾਯੂ ਭੱਤਾ
খারাপ আচরণ,ਬੁਰਾ ਚਾਲ
খারাপ ঋণ,ਬੁਰਾ ਕਰਜਾ
লাগেজ,ਸਾਮਾਨ
জামিন,ਜ਼ਮਾਨਤ
ভারসাম্য,ਸੰਤੁਲਨ
ভারসাম্য নামা,ਸੰਤੁਲਨ ਲਿਆਂਦਾ ਗਿਆ
ভারসাম্য এগিয়ে আনা,ਸੰਤੁਲਨ ਅੱਗੇ ਲਿਆਇਆ
সুষম বাজেট,ਸੰਤੁਲਿਤ ਬਜਟ
ব্যালেন্স শীট,ਸੰਤੁਲਨ ਸ਼ੀਟ
ব্যালট,ਬੈਲਟ
ব্যালট বাক্স,ਬੈਲਟ ਬਾਕਸ
ভোট পত্র,ਬੈਲਟ ਪੇਪਰ
নিষেধাজ্ঞা,ਪਾਬੰਦੀ
ব্যাংক,ਬੈਂਕ
ব্যাংক হিসাব,ਬੈੰਕ ਖਾਤਾ
ব্যাংক ভারসাম্য,ਬੈਂਕ ਬੈਲੰਸ
ব্যাংক চার্জ,ਬੈਂਕ ਖਰਚੇ
ব্যাংক গ্যারান্টি,ਬੈਂਕ ਗਰੰਟੀ
ব্যাংক ছুটির দিন,ਬੈਂਕ ਦੀ ਛੁਟੀ
ব্যাংকিং সুবিধা,ਬੈਂਕਿੰਗ ਸਹੂਲਤ
ব্যাংকিং সময়,ਬੈਂਕਿੰਗ ਘੰਟੇ
ব্যাংকিং লেনদেন,ਬੈਂਕਿੰਗ ਟ੍ਰਾਂਜੈਕਸ਼ਨ
ব্যাংক হার,ਬੈਂਕ ਰੇਟ
ব্যাংক পুনর্মিলন,ਬੈਂਕ ਮੇਲ-ਮਿਲਾਪ
দেউলিয়া,ਦੀਵਾਲੀਆ
ব্যাংক সুরক্ষা,ਬੈਂਕ ਸੁਰੱਖਿਆ
ব্যাংক দলিল,ਬੈਂਕ ਸਟੇਟਮੈਂਟ
বনভোজন,ਦਾਅਵਤ
বার কাউন্সিল,ਬਾਰ ਕੌਂਸਲ
দর কষাকষি,ਸੌਦੇਬਾਜ਼ੀ
দর কষাকষি,ਸੌਦੇਬਾਜ਼ੀ
