Hindi,Bengali
सजातीय ज्यामिति,সমজাতীয় জ্যামিতি
सजातीय प्रतिचित्रण,সমজাতীয় ম্যাপিং
सजातीय रूपांतरण,একজাতীয় রূপান্তর
समुच्चयी चर,সামগ্রিক পরিবর্তনশীল
" बीजगणित, ऐलजेब्रा , बीजावली , बीजक्रिया","বীজগণিত, বীজগণিত, বীজগণিত, বীজগণিত"
"बीजतः संवृत, बीजतः","seedy বন্ধ, বীজাণু"
बीजीय समीकरण,বীজগণিত সমীকরণ
बीजीय व्यंजक,বীজগাণিতিক এক্সপ্রেশন
बीजीय समघात,বীজগণিতের একজাতীয়তা
बीजीय फलन,বীজগণিতের ফাংশন
बीजीय ज्यामिति,বীজগণিত জ্যামিতি
बीजीय बहुकता,বীজগণিত বহুত্ব
बीजीय निकाय,বীজগণিত ব্যবস্থা
सर्व-पूर्णांक समस्या,সমস্ত পূর্ণসংখ্যা সমস্যা
"नियतन समस्या वाटपप्रश्न,",অ্যাসাইনমেন্ট সমস্যা ওয়াট প্রশ্ন
अक्षरात्मक संकेत पद्‌धति,বর্ণানুক্রমিক স্বরলিপি
अक्षरात्मक संप्रतीक,বর্ণানুক্রমিক অক্ষর
एकांतर कोण,বিকল্প কোণ
"एकांतर समघात प्रत्यावर्ती रूप,",বিকল্প সমজাতীয় বিকল্প ফর্ম
एकांतर समूह,বিকল্প গোষ্ঠী
एकांतर आव्यूह,বিকল্প ম্যাট্রিক্স
एकांतर श्रेणी,বিকল্প সিরিজ
वैकल्पिक परिकल्पना,বিকল্প অনুমান
वैकल्पिक इष्टमत,বিকল্প সর্বোত্তম
वैकल्पिक परिणाम,বিকল্প ফলাফল
अनुरूप-अंकीय परिवर्तक,এনালগ-ডিজিট কনভার্টার
"अनुरूप कम्प्यूटर,",এনালগ কম্পিউটার
विश्लेषण,বিশ্লেষণ
सहप्रसरण-विश्लेषण,সহভক্তি বিশ্লেষণ
गणन-आंकड़ों का विश्लेषण,গণনা-ডেটা বিশ্লেষণ
प्रसरण-विश्लेषण,বৈচিত্র্য বিশ্লেষণ
विश्लेषिक ज्यामिति,বিশ্লেষণাত্মক জ্যামিতি
विश्लेषिक फलन,বিশ্লেষণাত্মক ফাংশন
कोण,কোণ
स्पर्श-कोण,স্পর্শক কোণ
विक्षेप-कोण,বিচ্যুতি কোণ
अवनमन-कोण,বিষণ্নতা কোণ
विचलन-कोण,বিচ্যুতি কোণ
विवर्तन-कोण,বিবর্তন কোণ
उन्नयन-कोण,উচ্চতা কোণ
आपतन-कोण,ঘটনার কোণ
प्रक्षेप-कोण,অভিক্ষেপ কোণ
परावर्तन-कोण,প্রতিফলন কোণ
अपवर्तन-कोण,প্রতিসরণ কোণ
घूर्णन-कोण,ঘূর্ণন কোণ
पूर्ण परावर्तन-कोण,প্রতিফলনের পরম কোণ
कोणीय त्वरण,কৌণিক ত্বরণ
कोणीय गति,কৌণিক বেগ
कोणीय चाल,কৌণিক গতি
कोणीय वेग,কৌণিক বেগ
वलयिका,অনামিকা আঙুল
उत्तर,উত্তর
प्रति-अवकलज,কাউন্টার ডেরিভেটিভ
प्रतिसममित फलन,আইসোমেট্রিক ফাংশন
"आच्छाद्य , अनु प्रयोज्य, लागू","আচ্ছাদনযোগ্য, প্রযোজ্য, প্রযোজ্য"
"अनुप्रयोग उपयोजन,",আবেদনের আবেদন
अनुप्रयुक्त गतिशील प्रोग्रामन,প্রয়োগকৃত গতিশীল প্রোগ্রামিং
अनुप्रयुक्त ज्यामिति,প্রয়োগ করা জ্যামিতি
अनुप्रयुक्त गणित,ফলিত গণিত
अनुप्रयुक्त सांख्यिकी,ফলিত পরিসংখ্যান
"सन्निकटतः, लगभग","প্রায়, প্রায়"
सन्निकटतः संतत फलन,প্রায় একটানা ফাংশন
"स्थूल विधि, सन्निकट विधि","ম্যাক্রো পদ্ধতি, আনুমানিক পদ্ধতি"
सन्निकट हल,আনুমানিক সমাধান
सन्निकटन-समस्या,আনুমানিক সমস্যা
सन्निकटन-गुणधर्म,আনুমানিক সম্পত্তি
अभिक्षमता-परीक्षावली,বুদ্ধিমত্তার পরীক্ষা
आरगाँ आरेख,আর্গন ডায়াগ্রাম
स्वेच्छगहीतृ,স্বেচ্ছায়
"स्वेच्छ, यादृच्छिक","এলোমেলো, এলোমেলো"
स्वेच्छ अचर,নির্বিচারে ধ্রুবক
स्वेच्छ अवयव,বিনামূল্যে উপাদান
स्वेच्छ बिन्दु,নির্বিচারে পয়েন্ট
आर्किमीडी नियम,আর্কিমিডের আইন
आर्किमीडीज़ का नियम,আর্কিমিডিসের আইন
"चाप-दैर्घ्य, चाप-लम्बाई","চাপ-দৈর্ঘ্য, চাপ-দৈর্ঘ্য"
वत्तृ चाप,বৃত্ত চাপ
प्रतिलोम ज्या बंटन,ইনভার্স সাইন ডিস্ট্রিবিউশন
प्रतिलोम ज्या रूपांतरण,বিপরীত সাইন রূপান্তর
" क्षेत्र , क्षेत्रफल","এলাকা, এলাকা"
क्षेत्रीय विन्यास,আঞ্চলিক কনফিগারেশন
सम्मिश्र संख्या का कोणांक,একটি জটিল সংখ্যার কোণ
समांतर माध्य,গাণিতিক গড়
अंकीय संक्रिया,ডিজিটাল অপারেশন
अंकीय एकक,ডিজিটাল ইউনিট
"विन्यास, व्यवस्था","কনফিগারেশন, বিন্যাস"
"व्यूह , सरणी","অ্যারে, অ্যারে"
कृत्रिम उपग्रह,কৃত্রিম উপগ্রহ
कृत्रिम चर,কৃত্রিম পরিবর্তনশীল
आरोहण करना,আরোহন করা
आरोही,আরোহী
परिमाण का आरोही क्रम,মাত্রার আরোহী ক্রম
आरोही श्रेणी,আরোহী গ্রেড
कोडांतरक भाषा,সংযোজনকারী ভাষা
"नियतन समस्या नियतन प्रश्न,",অ্যাসাইনমেন্ট সমস্যা অ্যাসাইনমেন্ট প্রশ্ন
साहचर्य नियम,সহযোগী নিয়ম
संकारकों का साहचर्य नियम,অপারেটরদের সহযোগী নিয়ম
साहचर्य-संक्रिया,সহযোগী অপারেশন
सहचारिता,সাহচর্য
कल्पित माध्य,ধরে নেওয়া গড়
कल्पित प्रायिकता बंटन,অনুমান সম্ভাব্যতা বন্টন
" कल्पना , गृहीत,","কল্পনা করা, স্বীকার করা"
ज्योतिष,জ্যোতিষশাস্ত্র
"अंतरिक्षयानिक इंजीनियर अंतराळी अभियंता,",মহাকাশচারী প্রকৌশলী মহাকাশ প্রকৌশলী
खगोलज्ञ*,জ্যোতির্বিদ*
खगोलीय घड़ी,জ্যোতির্বিদ্যা ঘড়ি
खगोलिकी,জ্যোতির্বিদ্যা
असममित वक्र,অপ্রতিসম বক্ররেখা
असममिति,অসমতা
अनंतस्पर्शी,অ্যাসিম্পোটিক
उपगामी,উত্তেজক
उपगामी दक्ष आकलक,প্রগতিশীল অনুমানকারী
उपगामी अनभिनत आकलक,বিপরীতমুখী পক্ষপাতমূলক অনুমানকারী
उपगामी आचरण,বিপরীতমুখী আচরণ
उपगामी बंटन-फलन,আক্রমনাত্মক বিতরণ ফাংশন
उपगामी प्रसार,ঊর্ধ্বগামী বিস্তার
वायु मंडलीय दाब,বায়ুমণ্ডলীয় চাপ
"यदृच्छया,",এলোমেলোভাবে
गुण*,সম্পত্তি*
गुण-प्रतिचयन-क्रियाविधि,অ্যাট্রিবিউট-স্যাম্পলিং-মেকানিজম
संवर्धित आव्यूह,অগমেন্টেড ম্যাট্রিক্স
स्वसहसंबंध गुणांक,স্বয়ংক্রিয় সম্পর্ক সহগ
स्वसहसंबंध फलन,স্বয়ংক্রিয় সম্পর্ক ফাংশন
स्वसहप्रसरण,সহবাস
स्वचालित अभिकलित्र,স্বয়ংক্রিয় কম্পিউটার
स्वसमाश्रयण,অটোরিগ্রেশন
सहायक समीकरण,সহায়ক সমীকরণ
माध्य प्रतिदर्श संख्या वक्र (मा.प्र.सं. वक्र),গড় নমুনা সংখ্যা বক্ররেখা (MPC বক্ররেখা)
" स्वयंसिद्‌ध , अभिगृहीत","axiom, axiom"
अभिगहीती दृष्टिकोण,স্বতঃসিদ্ধ পদ্ধতি
प्रायिकता अभिगृहीत,সম্ভাব্যতা স্বতঃসিদ্ধ
अक्ष,অক্ষ
भुजाक्ष,ভুজক্ষ
भू-अक्ष,পৃথিবী অক্ষ
परिक्रमण-अक्ष,ঘূর্ণন অক্ষ
घूर्णन अक्ष,ঘূর্ণন অক্ষ
प्रचक्रण-अक्ष,স্পিন অক্ষ
पश्च-प्रतिस्थापन,পোস্ট প্রতিস্থাপন
पश्चांतर,পরে
पश्च अंतर्वेशन-सूत्र,ফিরে সন্নিবেশ সূত্র
"तुला, तराजू , संतु लन , शेष, बाकी , संतुलित होना, संतुलित करना","ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য"
संतुलित अभिकल्पना,সুষম নকশা
तुलन-पत्र,ব্যালেন্স শীট
प्रक्षेपास्त्र,মিসাইল
"प्राक्षेपिकी, अस्त्र विज्ञान","ব্যালিস্টিক, অস্ত্র"
" स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी , रोधिका, भित्ति , बार , रेखा, रेखिका , परीक्षण रेखा, धार","কলাম, রড, কোব, বার, বার, বার, বার, বার, বার, লাইন, লাইন, টেস্ট লাইন, প্রান্ত"
"आधार , क्षारक , अधम , मूल , बेस","ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি"
आधार कोण,ভিত্তি কোণ
"लघुगणक का आधार, लॉगरिथ्म का आधार","লগারিদমের ভিত্তি, লগারিদমের ভিত্তি"
"आधारी, मूल,","মৌলিক, মৌলিক"
आधारी सुसंगत हल,ভিত্তি সুসংগত সমাধান
आधारी हल,ভিত্তি সমাধান
आधारी चर,ভিত্তি পরিবর্তনশীল
आधारक,ভিত্তি
आधार अवयव,ভিত্তি উপাদান
आधारी आव्यूह,বেস ম্যাট্রিক্স
सदिश समष्टि का आधार,ভেক্টর স্থানের ভিত্তি
उपसमष्टि का आधार,উপ-জনসংখ্যা ভিত্তিতে
बेज़-आकल,নীতিহীন
बेज़-नियम,বেজ-রুল
बेज़-प्रमेय,bez-তত্ত্ব
बर्नूली-बंटन,bernoulli-বন্টন
बर्नूली संख्या,বার্নোলি সংখ্যা
बर्नूली प्रायिकता-फलन,Bernoulli সম্ভাব্যতা ফাংশন
बर्नूली-समीकरण,বার্নোলি-সমীকরণ
बेरी फलन,বেরি ফাংশন
श्रेष्ठतम आसंजन,সেরা আনুগত্য
श्रेष्ठतम आसंजन रेखा,সেরা আনুগত্য লাইন
सर्वोत्तम हल,সেরা সমাধান
सर्वोत्तम युक्तियाँ,সেরা টিপস
बीटा बंटन,বিটা বিতরণ
"अभिनति, बायस","পক্ষপাত, পক্ষপাত"
अभिनत आकल,পক্ষপাতমূলক মূল্যায়ন
द्विप्रसंवादी समीकरण,দ্বিপদ সমীকরণ
एकैकी आच्छादन,একক আবরণ
एकैकी आच्छादी प्रतिचित्र,একক কভার মানচিত্র
एकैकी आच्छादी प्रतिचित्रण,একক কভার ম্যাপিং
द्विएकघाती समघात,দ্বিঘাত দ্বিঘাত
द्विरैखिक फलन,বাইলিনিয়ার ফাংশন
द्विरैखिक हर्मिटीय समघात,বাইলিনিয়ার হারমিটিয়ান একজাতীয়তা
"द्वि-चर, द्वि-आधारी, द्वयी","দ্বি-পরিবর্তনশীল, বাইনারি, দ্বৈত"
"द्वि-आधारी कोड, द्विआधारी कूट","বাইনারি কোড, বাইনারি কোড"
"द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव","বাইনারি কোডেড দশমিক, বাইনারি কোডেড দশমিক"
द्वि-आधारी कूटलेखन,বাইনারি এনকোডিং
द्वि-आधारी अभिकलित्र,বাইনারি কম্পিউটার
द्वि-आधारी अंक,বাইনারি সংখ্যা
द्विआधारी संक्रिया,বাইনারি অপারেশন
द्विआधारी पद्‌धति,বাইনারি পদ্ধতি
द्विआधारी चर,বাইনারি পরিবর্তনশীল
द्विपद गुणांक,দ্বিপদ সহগ
द्विपद बंटन,দ্বিপদ ডিস্ট্রিবিউশন
द्विपद समीकरण,দ্বিপদ সমীকরণ
द्विपद प्रसरण,দ্বিপদ প্রকরণ
द्विपद व्यंजक,দ্বিপদ অভিব্যক্তি
द्विपद यादृच्छिक चर,দ্বিপদী র্যান্ডম পরিবর্তনশীল
द्विपद-प्रमेय,দ্বিপদ উপপাদ্য
"अर्धन, द्विभाजन","অর্ধেক, বিভাজন"
"समद्विभाजन विधि, अर्धीकरण विधि","দ্বিখণ্ডিত পদ্ধতি, অর্ধবিভাগ পদ্ধতি"
"अर्धक, द्विभाजक",অর্ধেক দ্বিখণ্ডক
"द्विपंक्तिक, द्विश्रेणिक",দ্বিপদ
"द्वयंक (द्विआधारी अंक) , अणी, बरमी , टूक","Dwayank (বাইনারী সংখ্যা), আনি, বার্মিজ, টুক"
द्विचर द्विपद-बंटन द्विचल,দ্বিপদ দ্বিপদী বন্টন দ্বিপদ
द्विचर सहसंबंध गुणांक,দ্বিভারী পারস্পরিক সম্পর্ক সহগ
द्विचर बंटन,দ্বিমুখী বন্টন
द्विचर प्रसामान्य-बंटन,bivariate স্বাভাবিক-বন্টন
द्विसदिश,bivector
बोल्ट्मान समीकरण,বোল্টম্যান সমীকরণ
बूलीय बीजावली*,বুলিয়ান বীজগণিত*
बोस-आइन्स्टाइन सांख्यिकी,বোস-আইনস্টাইন পরিসংখ্যান
परिसीमा प्रतिबन्ध,সীমাবদ্ধতা সীমাবদ্ধতা
परिसीमा स्तर,সীমানা স্তর
परिसीमा रेखा,সীমান
परिसीमा मान,সীমা মান
परिसीमा मान समस्या,সীমানা মান সমস্যা
"परिबद्‌ध फलन परिबद्‌ध फल,",আবদ্ধ ফাংশন আবদ্ধ ফল
"परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी,","আবদ্ধ ম্যাট্রিক্স, আবদ্ধ ম্যাট্রিক্স, আবদ্ধ টেবিল"
"परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश,",সীমাবদ্ধ অঞ্চল সীমাবদ্ধ অঞ্চল
"परिबद्‌ध समच्चय परिबद्‌ध संच,",আবদ্ধ সেট আবদ্ধ সেট
ब्राउनी गति,ব্রাউনি গতি
परिकलन करना,হিসাব করতে
परिकलन,গণনা
"परिकलन-यंत्र, परिकलित्र","ক্যালকুলেটর, ক্যালকুলেটর"
परिकलन*,হিসাব*
परिकलनात्मक क्रिया विधि,গণনামূলক কর্ম পদ্ধতি
" परिकलित्र , परिकलक","ক্যালকুলেটর, ক্যালকুলেটর"
"कलन, कैलकुलस","ক্যালকুলাস, ক্যালকুলাস"
विचरण-कलन,প্রকরণ ক্যালকুলাস
कैलोरी,ক্যালোরি
निरसन नियम,বিধি বাতিল করা
विहित समीकरण,ক্যানোনিকাল সমীকরণ
विहित रूप,ক্যানোনিকাল ফর্ম
"विहित मैट्रिक्स, के नानिकल मैट्रिक्स","ক্যানোনিকাল ম্যাট্রিক্স, কে ক্যানোনিকাল ম্যাট্রিক্স"
कैन्टर समुच्चय,ক্যান্টর সেট
कैन्टर त्रिआधारी समुच्चय,ক্যান্টর ত্রিভুজাকার সেট
परिबंधित परिवहन समस्या,সীমাবদ্ধ পরিবহন সমস্যা
क्षमता,ক্ষমতা
केशिका-बल,কৈশিক বল
"गणन संख्या, कार्डिनल संख्या","গণনা সংখ্যা, কার্ডিনাল সংখ্যা"
कार्तीय अक्ष,কার্টেসিয়ান অক্ষ
कार्तीय निर्देशांक,কার্টেসিয়ান স্থানাঙ্ক
कार्तीय गुणन,কার্টিজিয়ান পণ্য
समुच्चयों का कार्तीय गुणन,সেটের কার্টেসিয়ান গুন
"केस अध्ययन, वस्तुस्थिति अध्ययन","কেস স্টাডি, কেস স্টাডি"
विपत्तिपूर्ण उच्चावचन,বিপর্যয়মূলক বক্তৃতা
कैटिनरी,ক্যাটিনারি
कौशी बंटन,কচি বন্টন
कौशी सूत्र,কৌশির সূত্র
कौशी-गूर्सा-प्रमेय,কচি-গুর্সা-তত্ত্ব
कौशी-रीमान-प्रतिबंध,কৌশি-রিম্যান-বান
कौशी अनुक्रम,কচি সিকোয়েন্স
कौशी समाकल,কৌশি অবিচ্ছেদ্য
कौशी मुख्य-मान,কৌশি প্রধান-মূল্য
कौशी अवशेष प्रमेय,কচি অবশিষ্ট উপপাদ্য
कैले-हैमिल्टन-प्रमेय,ক্যালে-হ্যামিল্টন-উপাত্ত
"खपिंड, खगोलीय पिंड",স্বর্গীয় শরীরের
खगोलीय माप,জ্যোতির্বিদ্যা পরিমাপ
खगोलीय यांत्रिकी,স্বর্গীয় বলবিদ্যা
खगोलीय पिंड,স্বর্গীয় শরীরের
कोशिका बारंबारता,সেল ফ্রিকোয়েন্সি
"गणना , जनगणना","আদমশুমারি, আদমশুমারি"
शततमक,শতাংশ
सेन्टीमीटर,সেন্টিমিটার
सेन्टीमीटर-ग्राम-सेकंड पद्‌धति,সেন্টিমিটার-গ্রাম-সেকেন্ড পদ্ধতি
"केन्द्रीय , सकेन्द्र","কেন্দ্রীয়, কেন্দ্রীভূত"
केन्द्रीय अक्ष,কেন্দ্রীয় অক্ষ
केन्द्रीय अंतर,কেন্দ্রীয় ফাঁক
केन्द्रीय अंतर सूत्र,কেন্দ্রীয় পার্থক্য সূত্র
केन्द्रीय अंतर सारणी,কেন্দ্রীয় ডিফারেনশিয়াল টেবিল
केन्द्रीय सीमा प्रमेय,কেন্দ্রীয় সীমা উপপাদ্য
केन्द्रीय आघूर्ण,কেন্দ্রীয় মুহূর্ত
केन्द्रीय संसाधन एकक,কেন্দ্রীয় সম্পদ ইউনিট
केन्द्रीय प्रवतिृ,কেন্দ্রীয় প্রবৃত্তি
केन्द्र*,কেন্দ্র*
गुरुत्व-केन्द्र,অভিকর্ষের কেন্দ্র
समूह-केन्द्र,গ্রুপ কেন্দ্র
संहति-केन्द्र,ভর কেন্দ্র
सममिति-केन्द्र,প্রতিসাম্য কেন্দ্র
अपकेन्द्री बल,অপকেন্দ্র বল
अभिकेन्द्र-बल,কেন্দ্রমুখী বল
"केन्द्रक मध्यगासंपात,",কেন্দ্রমুখী মেরিডিয়ান
निश्चितता,নিশ্চিততা
c.g.s.पद्‌धति,সিজিএস পদ্ধতি
c.g.s.मात्रक,সিজিএস ইউনিট
अवकलन का शृंखला नियम,পার্থক্যের চেইন নিয়ম
संयोग हेतु,"ভাগ্যে, ভাগ্যক্রমে"
सांयोगिक चाल,এলোমেলো পদক্ষেপ
अक्ष-परिवर्तन,অক্ষ স্থানান্তর
"आधार परिवर्तन पायाधार-बदल,",ভিত্তি পরিবর্তন পয়ধর-পরিবর্তন
क्रम परिवर्तन,স্থানান্তর
अभिलक्षणिक गुणांक,বৈশিষ্ট্য সহগ
अभिलक्षणिक सारणिक,চরিত্রগত নির্ধারক
अभिलक्षण-समीकरण,চরিত্রগত সমীকরণ
"अभिलक्षण-फलन, कैरेक्टेरिस्टिक फलन","চারিত্রিক ফাংশন, চরিত্রগত ফাংশন"
लघुगणक का पूर्णांश,লগারিদমের পূর্ণসংখ্যা
"अभिलक्षणिक बहुपद,",চরিত্রগত বহুপদ
अभिलक्षणिक मान,বৈশিষ্ট্যগত মান
अभिलक्षणिक सदिश,চরিত্রগত ভেক্টর
संप्रतीक समुदाय,চরিত্র সম্প্রদায়
"चार्ट, संचित्र तक्ता,","চার্ট, চার্ট"
काई-वर्ग बंटन,চি-স্কোয়ার বিতরণ
काई-वर्गं सूत्र,চি-বর্গাকার সূত্র
काई-वर्ग परीक्षण,চি-স্কয়ার পরীক্ষা
जीवा*,জ্যা*
जीवा-द्विभाजन-विधि,জ্যা বিভাজন পদ্ধতি
बीजलिखित संदेश,লিখিত বার্তা
"शून्य, सिफर","শূন্য, সাইফার"
वृत्त*,বৃত্ত*
अभिसरण वत्तृ,অভিসারী বৃত্ত
परिपथ आव्यूह,সার্কিট ম্যাট্রিক্স
"वृत्ताकार, वर्तुल,","বৃত্তাকার, বৃত্তাকার"
वर्तुल अनंतस्पर्शी,বৃত্তাকার উপসর্গ
वृत्तीय कंडुलिनी,বৃত্তাকার কন্ডুলাইন
वर्तुल गति,বৃত্তাকার গতি
परिकेन्द्र,পরিধি কেন্দ্র
परिवृत्त*,অবসরপ্রাপ্ত*
"परिगत करना, परितः खींचना","প্রদক্ষিণ করা, চারপাশে আঁকা"
परिगत,অতীত
परिवृत,পরিধিকৃত
चिरप्रतिष्ठित निगमनिक,বিশিষ্ট কর্পোরেট
चिरप्रतिष्ठित गतिकी,ক্লাসিক গতিবিদ্যা
चिरप्रतिष्ठित इष्टतमन,ক্লাসিক অপ্টিমাইজেশান
चिरप्रतिष्ठित वित्तनाश समस्या,দীর্ঘস্থায়ী আর্থিক সমস্যা
चिरप्रतिष्ठित सांख्यिकीय यांत्रिकी,শাস্ত্রীয় পরিসংখ্যানগত বলবিদ্যা
त्रुटियों का वर्गीकरण,ত্রুটির শ্রেণীবিভাগ
वर्ग-अंतराल,ক্লাসের ব্যবধান
वर्गांतराल एकक,ক্লাস ব্যবধান ইউনিট
वर्ग-सीमा,শ্রেণীর সীমা
दक्षिणावर्त,ঘড়ির কাঁটার দিকে
संविवृत,বন্ধ
"संवृत, बंद","বন্ধ, বন্ধ"
संवृत अवमख समावरक,বন্ধ স্তর আবরণ
संवृत घन,বন্ধ ঘনক্ষেত্র
"बंद वक्र, संवृत वक्र","বন্ধ বক্ররেখা, বন্ধ বক্ররেখা"
संवृत प्रांत,বন্ধ প্রদেশ
बंद आकृति,বন্ধ আকৃতি
संवृत अंतराल,বন্ধ ব্যবধান
"संवृत प्रदेश, बंद प्रदेश","বদ্ধ অঞ্চল, বদ্ধ অঞ্চল"
संवृत समच्चय,বন্ধ সেট
"बंद पृष्ठ, संवृत पृष्ठ","বন্ধ পাতা, বন্ধ পাতা"
" निमीलन, वेष्टन , संवरक",নেমেসিস
संवरण-संकारक (संवरक),pronator
संवरक-बिन्दु,উত্তল বিন্দু
संवरक-अभिगृहीत,বন্দী-স্বীকৃত
संवरक समुच्चय,বন্দী সেট
गुच्छ बिन्दु,ক্লাস্টার পয়েন্ট
गुच्छ प्रतिचयन,গুচ্ছের আদর্শ
गुच्छ समुच्चय,ক্লাস্টার সমষ্টি
समाक्ष वृत्त,সমাক্ষীয় বৃত্ত
समाक्ष परवलय,সমাক্ষীয় প্যারাবোলা
समाक्ष समतल,সমাক্ষ সমতল
समाक्ष त्रिभुज,সমাক্ষীয় ত্রিভুজ
कोब-डगलस फलन,কোব-ডগলাস ফাংশন
" कूटलेखन, कोडन , संकेतन","এনকোডিং, কোডিং, স্বরলিপি"
सामग्री का संकेतीकरण,উপাদান স্বরলিপি
सहप्रांत,সহ-প্রদেশ
गुणांक आव्यूह,সহগ ম্যাট্রিক্স
सहसंबंध-गुणांक,পারস্পরিক সম্পর্ক সহগ
निर्धारण गुणांक,সংকল্প সহগ
प्रत्यास्थता गुणांक,স্থিতিস্থাপকতা সহগ
प्रसार गुणांक,ব্যাপন সহগ
घर्षण गुणांक,ঘর্ষণ গুণাঙ্ক
अनुदैर्घ्य प्रसार का गुणांक,অনুদৈর্ঘ্য প্রসারণের সহগ
समाश्रयण गुणांक,রিগ্রেশন সহগ
पृष्ठ तनाव का गुणांक,পৃষ্ঠ টান সহগ
विचरण गुणांक,ভিন্নতার সহগ
"सह-खण्ड, सह गुणन खंड,सहकारक","কো-ফ্যাক্টর, কো-ফ্যাক্টর, কো-ফ্যাক্টর"
सिक्का उछाल,মুদ্রা শিরসঁচালন
प्रतिदर्श-संचय,নমুনা সংগ্রহ
सरेख,সমরেখার
सरेखता,প্রান্তিককরণ
"स्तंभ, कॉलम","কলাম, কলাম"
स्तंभतुल्यता,স্তম্ভ
स्तंभ-तुल्य,স্তম্ভ
स्तंभ तुल्य आव्यूह,কলামার ম্যাট্রিক্স
स्तंभ आव्यूह,কলাম ম্যাট্রিক্স
स्तंभ कोटि,কলামের ক্রম
स्तंभ समानीत सोपानक आव्यूह,স্তম্ভিক শ্রেণিবিন্যাস ম্যাট্রিক্স
स्तंभ सदिश,কলাম ভেক্টর
स्तंभानुसार,কলাম অনুযায়ী
संयुक्त समीकरण,যৌথ সমীকরণ
