Hindi,Gujarati
1. वायव 2. आकाशी,1. હવા 2. આકાશી
1. ऐरोमीटर 2. वायुमापी 3. वायुघनत्वमाप,1. એરોમીટર 2. એરોમીટર 3. એરોમીટર
ऐरोसोल,એરોસોલ
1. पुष्पदलविन्यास 2. ग्रीष्मनिष्क्रियता,1. પુષ્પવૃત્તિ 2. ઉનાળાની નિષ્ક્રિયતા
रोग हेतु विज्ञान,રોગનું વિજ્ઞાન
वनरोपण,વનીકરણ
1. विलोडन 2. प्रक्षोभन,1. આંદોલન 2. અશાંતિ
ऐगमार्क,એગમાર્ક
1. भूमि संबंधी 2. कृषि संबंधी,1. જમીન સંબંધિત 2. કૃષિ
कृषि निदानालय,કૃષિ ક્લિનિક
1. कृषि श्रम 2. खेतिहर मजदूर,1. ખેત મજૂરી 2. ખેત મજૂરી
कृषि विपणन,કૃષિ માર્કેટિંગ
कृषि प्रद्योगिकी,કૃષિ ટેકનોલોજી
1. कृषि 2. खेतीबारी 3. कृषि विज्ञान,1. કૃષિ 2. ખેતી 3. કૃષિ વિજ્ઞાન
कृषि वनवर्धन,કૃષિ વનસંવર્ધન
कृषि जैविक विविधता,કૃષિ જૈવવિવિધતા
कृषि जैविक दोष,કૃષિ કાર્બનિક ખામીઓ
कृषि जैविकी,કૃષિ જીવવિજ્ઞાન
कृषि जलवायुवीय विविधता,કૃષિ-આબોહવાની વિવિધતા
कृषिजलवायुवीय जोन निर्माण,એગ્રોક્લાઇમેટિક ઝોનની રચના
कृषिवानिकी,કૃષિ વનીકરણ
सस्य मृदा विज्ञान,કૃષિ વિજ્ઞાન
सस्य विज्ञान,કૃષિવિજ્ઞાન
कृषि पशुचारणिक,કૃષિ પશુપાલન
फसल प्रसंस्करण,પાક પ્રક્રિયા
घास विज्ञान,ઘાસ વિજ્ઞાન
सस्य प्ररूप,પાકનો પ્રકાર
अधिपादप,એપિફાઇટ
ऐकिओची मृदा,aikiochi માટી
वर्णकहीनता,રંગ અંધત્વ
एल्फिसॉल,આલ્ફીસોલ
शैवाल,શેવાળ
शैवाल रोग,શેવાળ રોગ
क्षार जल,આલ્કલી પાણી
क्षारीय,આલ્કલાઇન
विकल्पी,વૈકલ્પિક
एलीलो रसायन,એલેલો રસાયણશાસ્ત્ર
युग्मविकल्पी,એલીલ
एलीलोपैथी,એલોપથી
वीथी सस्यन,વેથી પાક
परनिषेक-फलता,પૂર્ણતા
परनिषेचन,ગર્ભાધાન
1. सापेक्षमिति 2. ऐलोमैट्री,1. સાપેક્ષતા 2. એલોમેટ્રી
परबहुगुणित,મલ્ટીપ્લોઇડી
1. परयुग्मन 2. अपायुग्लन,1. પેરાઝીગોસિટી
1. एकातंर वर्ष फलन 2. एकांतरित फलन,1. વૈકલ્પિક વર્ષ કાર્ય 2. વૈકલ્પિક કાર્ય
वैकल्पिक भूमि उपयोग,વૈકલ્પિક જમીનનો ઉપયોગ
परिवेश,પર્યાવરણ
सुधारक,સુધારક
असूत्रीविभाजन,મિટોસિસ
ऐमीनन,આમીન
अमोनियन,એમોનિયન
अमोनीकारक,એમ્નિફરસ
1.अप्रभावी रूप  2.अरूपी,1. બિનઅસરકારક સ્વરૂપ 2. અરૂપી
उभय मिश्रण,ઉભયજીવી મિશ્રણ
उभयधर्मी,એમ્ફોટેરિક
उपचय,સંગ્રહ
1. अवायुजीव 2. अनाक्सी जीव,1. એનારોબિક 2. એનારોબિક સજીવો
असुगुणित,હેપ્લોઇડ
कोणीय रोपण,કોણીય વાવેતર
पशुपालन,પશુપાલન
पशु उच्छिष्ट,પ્રાણીના મળમૂત્ર
सजीव ऊर्जा,જીવંત ઊર્જા
असमगुणित,વિસંગત
एकवर्षीय पादप,એક વર્ષ જૂનો છોડ
वार्षिक,વાર્ષિક
1. परागोद्भव 2. प्रफुल्लन,1. પરમાનંદ 2. ઉજાસ
ऐन्थ्रेक्स,એન્થ્રેક્સ
मानवजनिक कारक,એન્થ્રોપોજેનિક પરિબળો
प्रतिजीविता,અસ્તિત્વ
1.प्रतिजैविक2.  ऐन्टीबायोटिक,1. એન્ટિબાયોટિક 2. એન્ટિબાયોટિક
प्रतिकारक,પ્રતિકૂળ
प्रतिऑक्सीकारक,એન્ટીઑકિસડન્ટ
प्रतिआविष,એન્ટિટોક્સિન
वलयिका,રિંગ આંગળી
1. ऐफिड 2. माहू 3. चेपा,1. એફિડ 2. મહુ 3. ચેપા
शीर्ष कलिका,ટોચની કળી
शिखाग्र प्रभाविता,ટોચની અસરકારકતા
मधुमक्खी पालन,મધમાખી ઉછેર
असंगजनन,અજાતીયતા
एपोप्टोसिस,એપોપ્ટોસિસ
उपांग,પરિશિષ્ટ
क्षुधावर्धक,ભૂખ લગાડનાર
अनुप्रयुक्त,લાગુ
जलीय खरपतवार,જળચર નીંદણ
1. वृक्षीय 2. वृक्षवासी,1. વૃક્ષ 2. વૃક્ષ નિવાસી
शाखायन,શાખાઓ
आद्य वानस्पतिक अभिलेख,પ્રોટોબોટનિકલ રેકોર્ડ્સ
क्षेत्रांकड़,ઝોન નંબર
1. क्षेत्र 2. क्षेत्रफल,1. વિસ્તાર 2. વિસ્તાર
शुष्क पारितंत्र,શુષ્ક ઇકોસિસ્ટમ
बीजचोल,કોટિલેડોન
सौरभ,સૌરભ
सुगंधी पादप,સુગંધિત છોડ
सुगंधित चावल,સુગંધિત ચોખા
इक्षु पुष्पन,ઇક્ષુ પુષ્પન
अपूति,એસેપ્ટિક
1.अपूतित 2. अजर्म,1. એસેપ્ટિક 2. એસેપ્ટિક
अलैंगिक प्रवर्धन,અજાતીય પ્રજનન
आमाप,કદ
परिसंपत्ति,સંપત્તિ
1. स्वांगीकरण 2. आत्मसात्करण,1. એસિમિલેશન 2. એસિમિલેશન
1. साहचर्य 2. संघ,1. એસોસિએશન 2. એસોસિએશન
1. स्तंभक 2. कषाय,1. કૉલમ 2. અસ્પષ્ટતા
असूत्रयुग्मन,હેટરોઝાયગોસિટી
1. पूर्वजता 2. ऐटाविज्म,1. પૂર્વજ 2. એટાવિઝમ
कणित्र,કણ
1.अपुष्टि 2. क्षीणता,1. પુષ્ટિ 2. ક્ષતિ
स्वयुग्मन,સ્વ જોડી
स्वलयन,ઓટોલિસિસ
1. स्वतः उपचयन 2. स्वतः ऑक्सीभवन,1. સ્વયંસ્ફુરિત ઓક્સિડેશન 2. સ્વયંસ્ફુરિત ઓક્સિડેશન
स्वबहुगुणित,સ્વ મલ્ટિપ્લેક્સ્ડ
ऑक्सिन,ઓક્સિન
1. शूक 2. तूड़,1. હચમચી 2. દેડકો
दंड विषाणु,દંડ વાયરસ
1. दंडाणु 2. बैसिलस,1. બેસિલસ 2. બેસિલસ
1. जीवाणु 2. बैक्टीरिया,1. બેક્ટેરિયા 2. બેક્ટેરિયા
जीवाणु आविष,બેક્ટેરિયલ ઝેર
खोई,બગાસ
तुलन-पत्र,સરવૈયા
संतुलित उर्वरक उपयोग,સંતુલિત ખાતરનો ઉપયોગ
दंड आरेख,બાર ગ્રાફ
छाल,છાલ
1. वायुदाबमापी 2. बैरोमीटर,1. બેરોમીટર 2. બેરોમીટર
1. बजर 2. अकृष्य 3. बांझ,1. બઝર 2. જડ 3. ઉજ્જડ
1. आधार 2. बेस 3. कपांग,1. આધાર 2. આધાર 3. કપંગ
1.थाला 2. द्रोणी,1. તાલા 2. બેસિન
तलाभिसारी,તલાબીસરી
1. बेसिस्टर्नम 2. मूलाधारक,1. બેસિસ્ટર્નમ 2. રુટ ધારક
खाड़ी मानसून,ગલ્ફ ચોમાસું
फलदायी पौधा,ફળનો છોડ
क्यारी,પથારી
क्यारी - पौधा,બેડ પ્લાન્ટ
क्यारी बनाना,પથારી
चुकंदर शीरा,બીટ દાળ
धौंकनी,બેલો
1. पट्टी 2. इलाका,1. પટ્ટી 2. ભૂપ્રદેશ
लाभ-लागत विश्लेषण,નફો-ખર્ચ વિશ્લેષણ
अभिनत (प्रतिचयन),મહત્વાકાંક્ષી (સેમ્પલિંગ)
द्विवर्षीय पादप,દ્વિવાર્ષિક છોડ
द्विपद,દ્વિપદી
जैवकारक,બાયોફેક્ટર
जीव जलवायु,જૈવિક આબોહવા
जैव ऊर्जा,જૈવ ઊર્જા
जीव पारिस्थितिकी,પ્રાણીસૃષ્ટિ ઇકોલોજી
1. जैव-प्रक्रियापात्र 2. बायो रिएक्टर,1. બાયો-પ્રોસેસર 2. બાયો-રિએક્ટર
जीव-मंडल,બાયોસ્ફિયર
जीवीय,જૈવિક
जीव प्ररूप,પ્રાણીસૃષ્ટિ
दविलिंगी,ડિવિલિંગી
धवलन,ધવલન
1.  प्रध्वसं (रोग) 2.  झोंका रोग,1. પ્રધવાસન (રોગ) 2. ગસ્ટ રોગ
संमिश्रण,મિશ્રણ
1. अंगमारी (रोग) 2.  ब्लाइट (रोग),1. અંગમારી (રોગ) 2. બ્લાઈટ (રોગ)
1. छाला 2. फफोला 3. उद्वर्त 4. ब्लिस्टर,1. ફોલ્લો 2. ફોલ્લો 3. ફાટી નીકળવો 4. ફોલ્લો
नीली क्रांति,વાદળી ક્રાંતિ
तलीय ताप चैंबर,પ્લાનર હીટિંગ ચેમ્બર
तलीय ताप तकनीक,પ્લાનર હીટિંગ ટેકનોલોજી
चोकर,થૂલું
शाखन,શાખાઓ
1. टहनी 2. उपशाखा,1. ટ્વિગ 2. સબબ્રાન્ચ
नस्ल,જાતિ
प्रजनन,પ્રજનન
शीघ्र अंकुरण उपचार,પ્રારંભિક અંકુરણ સારવાર
1. शाव 2. अंड 3. भ्रूण,1. બચ્ચા 2. ઇંડા 3. ગર્ભ
कलिकायन,ઉભરતા
बजट,બજેટ
1.उभयप्रतिरोधी 2. बफर,1.એમ્ફોટેરિક 2. બફર
शल्ककंद,શક્કરિયા
बंट (रोग),બંટ (રોગ)
1. उपजात 2. उपोत्पाद,1. આડપેદાશ 2. આડપેદાશ
c नमी विशिष्टता वक्र,c ભેજ સ્પષ્ટીકરણ વળાંક
खली,તેલ કેક
1. चूनेदार 2.कैल्सियमी,1. ચૂનો 2. કેલ્શિયમ
कैल्सीयन,કેલ્સિયન
फॉस्फेट का निस्तापन,ફોસ્ફેટ દૂર કરવું
1. किणता 2. कैलसता,1. કિનાટા 2. કેલાટા
1.कैलस 2. किण,1.કેલસ 2. કિરણ
1. बाह्यदल पुंज 2.कैलिक्स,1. સેપલ્સ 2. કેલિક્સ
वाह्यदल अंत,બહારનો છેડો
एधा,એધા
कैंकर (जीवाणु रोग),કર્કશ (બેક્ટેરિયલ રોગ)
डिब्बाबंदी,કેનિંગ
वितान,આકાશ
पूंजी,ફાઇનાન્સ
परागण (अंजीर का),પરાગનયન (અંજીરનું)
1. संपुट 2. संपुटिका 3. कैप्सूल,1. કેપ્સ્યુલ 2. કેપ્સ્યુલ 3. કેપ્સ્યુલ
कार्बोनीकृत,કાર્બનયુક્ત
कार्बनन,કાર્બનન
अंडप,કારાપેસ
मणिबंध,બંગડી
1. ढलाई (लोहे की) 2. क्षिप्ति (कीट),1. કાસ્ટિંગ (લોખંડ) 2. ક્ષિપ્તિ (જંતુ)
अपचय,અપચય
उत्प्रेरण,પ્રેરિત
1. इल्ली 2. सूंडी,1. કેટરપિલર 2. કેટરપિલર
सी ड़ी. एन. ए. संग्रह,c ડી. એન. a સંગ્રહ
सीमा,શ્રેણી
1. कोशिका 2. कोष्ठिका,1. સેલ 2. સેલ
केंद्रीय अग्रग प्रणाली,કેન્દ્રીય ફ્રન્ટ સિસ્ટમ
1. सबिंदु 2. सकेंद्र,1. બિંદુ 2. ફોકસ
अपकेंद्रण,સેન્ટ્રીફ્યુગેશન
अपकेंद्रक,સેન્ટ્રીફ્યુજ
तारककेंद्र,સ્ટાર સેન્ટર
केंद्रजनिक,એપિજેનેટિક
केंद्रजा,કેન્દ્રજા
लूम,લૂમ
1. धान्य 2. सीरियल,1. અનાજ 2. સીરીયલ
1. प्रमाणीकरण 2. प्रमाणन,1. પ્રમાણપત્ર 2. પ્રમાણપત્ર
प्रमाणित बीज,પ્રમાણિત બીજ
1. भूसा 2. कुट्टी 3. शल्क सहपत्र,1. સ્ટ્રો 2. કુટ્ટી 3. શલક સહપાત્ર
1. निभाग 2. कैलाजा,1. નિભાગ 2. કૈલાજા
रसानुवर्तन,કીમોગ્રાફી
1. किआज्मा 2. व्यत्यस्त,1. કિયાઝમા 2. વ્યસ્ત
अतिशीतन घंटे,સુપરકૂલિંગ કલાકો
शीतज क्षति,હિમ નુકસાન
1.  विचित्रोतकी 2. काइमेरा,1. વિચિરોતકી 2. ચિમેરા
हरित दली,લીલો પોર્રીજ
1. पर्णहरित 2. हरितक,1. પર્ણસમૂહ 2. લીલો
हरिमाहीनता,સાયનોસિસ
जीव वितरण विज्ञान,જૈવિક વિતરણ વિજ્ઞાન
1. क्रोमैटिड 2. अर्धगुणसूत्र,1. ક્રોમેટિડ 2. અર્ધ રંગસૂત્રો
क्रोमैटिन,ક્રોમેટિન
वर्णलेखन,ક્રોમેટોગ્રાફી
क्रोमोटिनलयन,ક્રોમેટિનલેશન
परिसूत्र बिंदु,ધમની બિંદુ
वर्णजनन,ક્રોમેટોજેનેસિસ
1. क्रोमोप्रोटीन 2. वर्णकप्रोटीन,1. ક્રોમોપ્રોટીન 2. પિગમેન્ટપ્રોટીન
1. गुणसूत्र 2. क्रोमोसोम,1. રંગસૂત્રો 2. રંગસૂત્રો
1. चिरकाली 2. दीर्घकाली 3. जीर्ण 4. पुराना,1. ક્રોનિક 2. ક્રોનિક 3. ક્રોનિક 4. અપ્રચલિત
सिट्रेंज,સાઇટ્રેન્જ
पर्णाभपर्व,પાનખર તહેવાર
वर्गीकरण,વર્ગીકરણ
1.मृत्तिका 2. चिकनी मिट्टी,1. માટી 2. માટી
1. निर्मलन 2. मार्जन 3. सफाई 4.  शोधन,1. સફાઈ 2. સ્ક્રબિંગ 3. સફાઈ 4. શુદ્ધિકરણ
अनुन्मील्य परागण,સતત પરાગનયન
क्रतिक श्वसनी फल,ક્રુસિફેરસ ફળ
जलवायु,વાતાવરણ
जलवायु विज्ञान,આબોહવાશાસ્ત્ર
कतरनी,કાતર
ढेला (मिट्टी का),ગઠ્ઠો (માટી)
क्लोन,ક્લોન
1.मेघ 2. बादल,1.વાદળો 2.વાદળો
पुंज (क्लंप,ઝુંડ
गुच्छ,ટોળું
1.स्थूल 2. मोटा 3. कच्चा 4. अपरिष्कृत,1. બરછટ 2. ખરબચડી 3. કાચી 4. ખરબચડી
1. आवरण 2.  चर्मावरण,1. કવર 2. ચામડું
कोया,કોયા
1. कोएन्जाइम 2. सह-एन्जाइम,1. કોએનઝાઇમ 2. કો-એન્ઝાઇમ
संसंजन,સંયોગ
1. रेशा (जूट पटसन) 2. नारियल जटा,1. ફાઇબર (જ્યુટ જ્યુટ) 2. નારિયેળ બરછટ
मूलांकुर चोल,મુલંકુર ચોલા
,
कोलॉइड (मृदा),કોલોઇડ (માટી)
1.स्तंभिका 2. कॉलुमेला,1.કૉલમ 2.કોલ્યુમેલા
1.दंड 2. स्तंभ 3. कॉलम,1. દંડ 2. કૉલમ 3. કૉલમ
सहभोजिता,કોમ્યુનિયન
वाणिज्यिक बैंक,કોમર્શિયલ બેંક
1. जिंस 2. पण्य वस्तु,1. કોમોડિટી 2. મર્ચેન્ડાઇઝ
समुदाय,સમુદાય
संहनन (मृदा का),કોમ્પેક્શન (માટીનું)
1. सुसंगति 2. संगतता,1. સુસંગતતા 2. સુસંગતતા
सुसंगतता,સુસંગતતા
1. क्षतिपूर्ति 2. मुआवजा,1. વળતર 2. વળતર
स्पर्धी अन्योन्यक्रिया,સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા
पूरक सस्य,પૂરક પાક
1.सम्मिश्र 2. जटिल,1.સંયુક્ત 2.જટિલ
घटक,ઘટક
संघटन,રચના
कंपोस्ट,ખાતર
चक्रवृद्धि ब्याज,સંયોજન વ્યાજ
अभिकलन,ગણતરી
1.अभिकलित्र 2.कंप्यूटर,1. કોમ્પ્યુટર 2. કોમ્પ્યુટર
1. सांद्रण 2. संकेद्रण,1. એકાગ્રતા 2. એકાગ્રતા
1. अनुकूलक 2. पुनरुद्धारक,1. ઑપ્ટિમાઇઝર 2. રિવાઇટલાઇઝર
चालकता,વાહકતા
1. विन्यास 2. संरूपण,1. રૂપરેખાંકન 2. રૂપરેખા
1. अनुरूपता 2. समविन्यास 3. संरूपता,1. અનુરૂપતા 2. રૂપરેખાંકન 3. અનુરૂપતા
1.समाकुलन 2. संकरण,1. એકીકરણ 2. હાઇબ્રિડાઇઝેશન
संयुग्मन,જોડાણ
1. योजी 2. संयोजी,1. એડિટિવ 2. કનેક્ટિવ
सरंक्षण,રક્ષણ
चकबंदी,એકીકરણ
1.संघटक 2. अवयव,1. ઘટક 2. ઘટકો
उपभोक्ता,ઉપભોક્તા
उपभोग,વપરાશ
संदूषण,દૂષણ
समोच्च रोपण,સમોચ્ચ વાવેતર
समोच्च रेखा,સમોચ્ચ રેખા
1.संविदा कृषि 2. ठेका कृषि 3. अनुबंधित खेती,1. કોન્ટ્રાક્ટ ફાર્મિંગ 2. કોન્ટ્રાક્ટ ફાર્મિંગ 3. કોન્ટ્રાક્ટ ફાર્મિંગ
नियंत्रित वातावरणीय भंडारण,નિયંત્રિત વાતાવરણીય સંગ્રહ
सहकारी बैंक,સહકારી બેંક
सहकारी संस्था सदस्य,સહકારી મંડળીના સભ્ય
गुल्मवन,ગુલમાવન
घनकंद,ક્યુબ્ડ
1.दलपुंज 2. कोरोला,1. દાલપુંજ 2. કોરોલા
1. वल्कुट 2. कोर्टेक्स,1. કોર્ટેક્સ 2. કોર્ટેક્સ
लागत,ખર્ચ
बीजपत्र,કોટિલેડોન
ऋण समिति,ક્રેડિટ કમિટી
1.उधार 2. साख,1. ધિરાણ 2. ક્રેડિટ
1. ऋणदाता 2. लेनदार,1. શાહુકાર 2. લેણદાર
1.शिखा 2. शीर्ष 3. शिखर,1. ક્રેસ્ટ 2. શિરોબિંદુ 3. સ્પાયર
व्याकुंचन,પાછું ખેંચવું
संकट,સમસ્યા
कसौटी,પરીક્ષણ
क्रांतिक,જટિલ
फसल बीमा,પાક વીમો
फसल ऋण,પાક લોન
1. सस्य 2. फसल,1. પાક 2. પાક
सस्यन क्षेत्र,ખેતી વિસ્તાર
पार-असंगत,ક્રોસ અસંગત
1. मुकुट 2. शिखर (पादप),1. તાજ 2. શિખર (છોડ)
मृदुकण,નરમ કણો
पपड़ी,પોપડો
1. क्रिप्टोगैम 2. अपुष्पीपादप,1. ક્રિપ્ટોગમ 2. નોન-ફ્લોરીફોર્મ
छांटन (फल),કાપણી (ફળ)
कल्म,પેન
कृष्य किस्म,કલ્ટીવાર વિવિધ
1.कर्षण 2. कृषि 3. खेती,1. ટ્રેક્શન 2. ખેતી 3. ખેતી
1.किसान 2. कल्टीवेटर (यंत्र),1. ખેડૂત 2. ખેડૂત
1.संवर्ध 2. संवर्धन 3. पालन,1. ખેતી 2. ખેતી 3. ઉછેર
1.संसाधन 2.तैयार करना,1.સંસાધન 2.તૈયારી
1.कुंतलन 2. कुंचन,1.કુંતલન 2.કુંચોન
मुद्रा,મુદ્રા
1. उपत्वचा 2. क्यूटिकल,1. બાહ્ય ત્વચા 2. ક્યુટિકલ
1.कलम 2. कटाई 3. काटना 4.कटाग्र 5. कटावा,1. પેન 2. કટિંગ 3. કટીંગ 4. કટીંગ 5. કટીંગ
1.कृमि कोष 2. सिस्ट 3. पुटी 4.विकृत गुल्म 5. रसौली,1. કૃમિ કોર્પસ 2. ફોલ્લો 3. ફોલ્લો 4. વિકૃત ગઠ્ઠો 5. નિયોપ્લાઝમ
साइटोक्रोम,સાયટોક્રોમ
कोशिका युग्मन,કોષ જોડાણ
कोशिका जनन,સેલ પ્રજનન
कोशिका आनुवंशिकी,સેલ જીનેટિક્સ
कोशिका द्रव्य विभाजन,સાયટોપ્લાઝમિક વિભાજન
कोशिका विज्ञान,સેલ બાયોલોજી
कोशिका लयन,સેલ લિસિસ
1. साइटोमियर 2. कोशिका खंड,1. સાયટોમેર 2. કોષ વિભાજન
कोशिका द्रव्य,સાયટોપ્લાઝમ
1.डेरी 2. दुग्धशाला,1. ડેરી 2. ડેરી
डेरी उदयोग,ડેરી ઉદ્યોગ
1. बांध 2. प्रजननी,1. ડેમ 2. સંવર્ધક
दिवस निरपेक्ष पादप,ડે એબ્સોલ્યુટ પ્લાન્ટ
पुष्पन के बाद दिन,ફૂલો પછીનો દિવસ
पूर्ण पुष्पन के बाद दिन,સંપૂર્ણ ફૂલો પછીનો દિવસ
निष्पुष्पन,બિનકાર્યક્ષમતા
विकैल्सीकरण,decalcification
1. निथारना 2. निस्तारना,1. ડિસ્લોજ 2. ડિસ્લોજ
क्षय,સડો
पर्णपाती,પાનખર
1. दशमिक 2. दशमलव,1. દશાંશ 2. દશાંશ
न्यूनता,હીનતા
अनूर्णन (मृदा),અનુરાન (માટી)
विपुष्पन,વિપુષ્પન
विपत्रण,બિલિંગ
वनोन्मूलन,વનનાબૂદી
अपहासन,અપમાન
निम्नीकरण,અધોગતિ
अंश दिवस,ભાગ દિવસ
1.मात्रा 2. अंश,1. જથ્થો 2. ભાગ
स्फुटन,અવક્ષય
भूसी हटाना,કુશ્કી દૂર કરવી
भूसी हटाना,કુશ્કી દૂર કરવી
निर्जलीकरण,નિર્જલીકરણ
निर्जलकारित्र,નિર્જળ
मांग,માંગ
1. विकृतीकरण 2. गुणनाशन,1. વિકૃતિકરણ 2. ગુણાકાર
अनाच्छादन,નિંદા
1. निक्षेप (मृदा) 2. जमा (अर्थशास्त्र),1. થાપણ (માટી) 2. થાપણ (અર્થશાસ્ત્ર)
निक्षेपण,જમા
1. मूल्यहास 2.अवमूल्यन,1. અવમૂલ્યન 2. અવમૂલ્યન
विलवणीकरण,ડિસેલિનેશન
1. जल शुष्कन 2. निर्जलीकरण,1. પાણી સુકાઈ જવું 2. નિર્જલીકરણ
1.अभिकल्पना 2. डिजाइन,1. ડિઝાઇન 2. ડિઝાઇન
शुष्कित्र,સુકા
गुठली निकालना,કર્નલ દૂર કરવું
वि-अंतः भूस्तारीकरण,ડી-ઇન્ટરકલેશન
वियुग्मन,જોડાણ
1. नर मंजरी निकालना (मक्का) 2. बल्लर निकालना,1. પુરુષ મંજરી નિષ્કર્ષણ (મકાઈ) 2. બલ્લાર નિષ્કર્ષણ
बल्लर या कुंदन को काटना,બલ્લાર અથવા કુંદન કટીંગ
निर्धारक,નિર્ધારક
अवमूल्यन,અવમૂલ્યન
वनस्पतिरहित करना,ડી-વનસ્પતિ
विचलन,વિચલન
द्विक,ડબલ
निदान,નિદાન
भिन्नकाल पक्वता,વિવિધ પરિપક્વતા
द्विभाजन,વિભાજન
1.दविबीजपत्री 2.डाइकोटिलेड़न (बीज),1. ડાઇકોટાઇલ્ડન 2. ડિકોટાઇલ્ડન (બીજ)
पश्चमारी (रोग),પીઠનો રોગ
1. विसरण 2. विसार,1. પ્રસરણ 2. પ્રસરણ
पाचनीयता,પાચનક્ષમતા
द्विसंकर,દ્વિસંકર
1. बांध 2. नाली 3. परिवाह,1. ડેમ 2. ડ્રેઇન 3. કુટુંબ
तनु,અલ્પ
1. एकलिंगाश्रयी 2. पृथक् लिंगी,1. મોનોગેમસ 2. મોનોગેમસ
द्विगुणित,ડિપ્લોઇડ
1. द्विगुणित 2. डिप्लॉइड,1. ડિપ્લોઇડ 2. ડિપ્લોઇડ
द्विसूत्र,દ્વિધ્રુવ
1. निष्कलिकायन 2. कलिका निकालना,1. નિષ્કર્ષણ 2. બડ દૂર કરવું
1. तवेदार हल चलाना 2. चक्काकरण,1. હળ ખેડવું 2. કાંતવું
छूट,ડિસ્કાઉન્ટ
रोगाणुनाशन,જીવાણુ નાશકક્રિયા
1. परिक्षेपण 2. प्रकीर्णन,1. વિખેરવું 2. છૂટાછવાયા
1.प्रकीर्णन 2.प्रसरण,1.સ્કેટરિંગ 2.વિવિધતા
विविधीकरण,વૈવિધ્યકરણ
विविधीकृत कृषि,વૈવિધ્યસભર કૃષિ
डी एन ए सोपान,ડીએનએ પગલું
डी.एन.ए. ग्राही,ડીએનએ રીસીવર
गोदी-भाड़ा,ગોદી ભાડે
प्रभावी,અસરકારક
प्रसुप्ति,નિષ્ક્રિયતા
1. मात्रा 2. खुराक 3. डोज,1. જથ્થો 2. માત્રા 3. માત્રા
दोहरा सिग्माभ वक्र,ડબલ સિગ્મોઇડ વળાંક
1. झोंका 2. खिंचाव,1. ગસ્ટ 2. સ્ટ્રેચ
1. निकास नाली 2. अपवाहिका,1. એક્ઝોસ્ટ ડ્રેઇન 2. પ્રવાહ
