Gujarati,Hindi
"સ્વીકારનાર*, સ્વીકારનાર","ग्राही*, स्वीकारी"
રીસેપ્ટર અણુ,ग्राही परमाणु
રીસેપ્ટર બોન્ડ,ग्राही आबंध
રીસીવર સર્કિટ,ग्राही परिपथ
રીસેપ્ટર સ્તર,ग्राही स्तर
દાતા પરમાણુ,आदाता अणु
રીસેપ્ટર મિલકત,ग्राही गुणधर्म
રીસેપ્ટર મિલકત સ્તર,ग्राही गुणधर्म तल
પ્રવેગક નળી,त्वरक नली
"પ્રવેશ, રાહ, પ્રવેશ","अभिगम, प्रतीक्षा, अभिगम्यता"
ભુજ એક્સેસ,अभिगम भुज
ઍક્સેસ સિસ્ટમ,अभिगम-तंत्र
ઍક્સેસ સમય,अभिगम काल
ઉપલ્બધતા,अभिगम्यता
"વધારાના, સહાયક, સહાયક (v, ), એસેસરીઝ","अतिरिक्त, सहायक, गौण (वि, ), उपसाधन"
વધારાના પ્રતિબંધો,अतिरिक्त प्रतिबन्ध
સંયોગ,संयोगी संपात
આકસ્મિક કરેક્શન,संयोगी संपात-संशोधन
આકસ્મિક બાયોજેનેસિસ,आकस्मिक द्विजनन
આકસ્મિક ડાયવર્ઝન,आकस्मिक द्विअपवर्तन
મુલાકાતી ભૂલ,आगन्तुक त्रुटि
"અચાનક સ્ટોપ, એકાએક સ્ટોપ","आकस्मिक रोक, आकस्मिक जकड़"
આકસ્મિક ટ્રાન્સમિશન,आकस्मिक संचारण
રેન્ડમ ભિન્નતા,आकस्मिक विचरण
ગોઠવણ,समंजन
સ્થિત,प्रतिस्थित
સંચિત ભૂલ,संचित त्रुटि
"સંચય, સંચય","संचय, संचयन"
ઊર્જા સંગ્રહ,ऊर्जा संचय
સંચયક*,संचायक*
ચોકસાઈ,यथार्थता
વાસ્તવિકતા,यथार्थ
વાસ્તવિક સાધન અવલોકન,यथार्थ उपकरण प्रेक्षण
ચોક્કસ શ્રેણી માર્કર,यथार्थ परास चिह्नक
ચોકસાઇ સ્કેનીંગ,यथार्थ क्रमवीक्षण
પ્રેક્ટિસ,अभ्यसन
એક્સિલરેટર સેલ*,त्वरक कोष्ठ*
વર્ણહીન લેન્સ*,अवर्णक लेन्स*
વર્ણહીન*,अवर्णक*
વર્ણહીન વિશ્લેષક,अवर्णक विश्लेषक
આવર્તન તટસ્થ એન્ટેના,आवृत्ति निरपेक्ष ऐन्टेना
વર્ણહીન આકાર,अवर्णक आकृति
વર્ણહીન ફ્રિન્જ,अवर्णक फ्रिंज
વર્ણહીન લેન્સ*,अवर्णक लेन्स*
વર્ણહીન બિંદુ પાથ,अवर्णक बिन्दु पथ
વર્ણહીન લેન્સ,अवर्णक अभिदृश्य लेन्स
વર્ણહીન પ્રિઝમ,अवर्णक प्रिज़्म
વર્ણહીન ટેલિસ્કોપ,अवर्णक दूरदर्शक
વર્ણહીનતા*,अवर्णकता*
વર્ણહીનકરણ*,अवर्णीकरण*
વર્ણહીનતા*,अवर्णकता*
"સ્થિતિસ્થાપક, અપ્રતિરોધક, પ્રત્યાવર્તન","एक्लास्टिक, अनपवर्तनिक, अवपवर्तनी"
"એકોર્ન નળી, બંજુ નળી","एकॉर्न नली, बंजु नली"
લઘુચિત્ર વાલ્વ,लघु वाल्व
ઇકોફોની,एकूफ़ोनी
એકોસ્ટિક,ध्वानिक
એકોસ્ટિક શોષકતા,ध्वानिक अवशोषकता
એકોસ્ટિક એટેન્યુએશન ગુણાંક,ध्वानिक क्षीणन गुणांक
એકોસ્ટિક એટેન્યુએશન,ध्वानिक क्षीणनांक
એકોસ્ટિક ચોર એલાર્મ,ध्वानिक चोर अलार्म
એકોસ્ટિક ક્ષમતા,ध्वानिक धारिता
સુનાવણી કેન્દ્ર,श्रवण-केन्द्र
એકોસ્ટિક સમજૂતી,ध्वानिक स्पष्टकारी
એકોસ્ટિક કવર,ध्वानिक छदपट्ट
એકોસ્ટિક પ્રતિભાવ,ध्वानिक अनुवृत्ति
એકોસ્ટિક ઘટક,ध्वानिक घटक
એકોસ્ટિક વાહકતા,ध्वानिक चालकता
એકોસ્ટિક ભીનાશ,ध्वानिक अवमंदन
એકોસ્ટિક વિક્ષેપ,ध्वानिक परिक्षेपण
સાઉન્ડ હેકર,ध्वनि हासक
ધ્વનિ ઊર્જા*,ध्वानिक ऊर्जा*
એકોસ્ટિક ઊર્જા સમીકરણ,ध्वनिक ऊर्जा समीकरण
એકોસ્ટિક સમીકરણ,ध्वानिक समीकरण
એકોસ્ટિક પુનઃસ્થાપન,ध्वानिक पुनर्निवेश
ક્લેડની આકાર,क्लैडनी आकृतियाँ
એકોસ્ટિક ફિલ્ટર,ध्वानिक फ़िल्टर
અવાજ જનરેટર,ध्वनि जनित्र
એકોસ્ટિક જાળી,ध्वानिक ग्रेटिंग
એકોસ્ટિક અવબાધ*,ध्वानिक प्रतिबाधा*
એકોસ્ટિક જડતા,ध्वानिक जड़त्व
એકોસ્ટિક તીવ્રતા,ध्वानिक तीव्रता
એકોસ્ટિક હસ્તક્ષેપ મીટર,ध्वानिक व्यतिकरणमापी
એકોસ્ટિક હસ્તક્ષેપ ડિટેક્ટર,ध्वानिक अतिक्रमण संसूचक
એકોસ્ટિક લેન્સ,ध्वानिक लेन्स
ધ્વનિ રેખા,ध्वनि लाइन
એકોસ્ટિક માસ,ध्वानिक संहति
એકોસ્ટિક સામગ્રી,ध्वानिक सामग्री
એકોસ્ટિક અર્થ મુક્ત માર્ગ,ध्वानिक माध्य मुक्त पथ
એકોસ્ટિક મોડ,ध्वानिक विधा
એકોસ્ટિક અવાજ,ध्वानिक रव
એકોસ્ટિક ઓહ્મ*,ध्वानिक ओम*
"એકોસ્ટિક પેનલ, એકોસ્ટિક બોર્ડ","ध्वानिक पैनल, ध्वानिक पट्ट"
એકોસ્ટિક તબક્કો સ્થિર,ध्वानिक प्रावस्था स्थिरांक
એકોસ્ટિક રીસીવર,ध्वानिक उद्ग्राही
એકોસ્ટિક દબાણ,ध्वानिक दाब
ધ્વનિનો સપ્રમાણતાનો નિયમ,ध्वनि का समरूपता नियम
એકોસ્ટિક ટ્રાન્સમિશન,ध्वानिक संचरणांक
એકોસ્ટિક ગુણધર્મો,ध्वानिक गुणधर्म
એકોસ્ટિક ક્વાડ્રુપોલ,ध्वानिक चतुर्ध्रुवी
એકોસ્ટિક રેડિયેશન તત્વ,ध्वानिक विकिरक अवयव
એકોસ્ટિક રેડિયેશન,ध्वनिक विकिरण
સાઉન્ડપ્રૂફ,ध्वनि-विकिरक
એકોસ્ટિક રેડિયોમીટર,ध्वानिक-विकिरणमापी
એકોસ્ટિક પ્રતિભાવ,ध्वानिक प्रतिघात
એકોસ્ટિક પારસ્પરિકતા પ્રમેય,ध्वानिक पारस्पर्य प्रमेय
એકોસ્ટિક ઘટાડો પરિબળ,ध्वानिक अपचयन गुणक
એકોસ્ટિક પરાવર્તન ગુણાંક,ध्वानिक परावर्तन गुणांक
એકોસ્ટિક રીફ્રેક્શન,ध्वानिक अपवर्तन
એકોસ્ટિક પ્રતિકાર,ध्वानिक प्रतिरोध
એકોસ્ટિક પ્રતિભાવ,ध्वानिक अनुक्रियता
એકોસ્ટિક સ્કેટરિંગ,ध्वानिक प्रकीर्णन
સુનાવણી બિંદુ,श्रवण-बिन्दु
એકોસ્ટિક કઠોરતા,ध्वानिक दुर्नम्यता
એકોસ્ટિક સિસ્ટમ,ध्वानिक तंत्र
એકોસ્ટિક થર્મોમીટર,ध्वानिक तापमापी
એકોસ્ટિક વેગ,ध्वानिक-वेग
ધ્વનિ તરંગ,ध्वनि तरंग
એકોસ્ટિક,ध्वानिक
ધ્વનિ શોષણ ગુણાંક,ध्वनि अवशोषण गुणांक
ધ્વનિ શોષણ ઘટક,ध्वनि अवशोषण घटक
એકોસ્ટિક સર્કિટ,ध्वानिक परिपथ
એકોસ્ટિક પ્રતિભાવ,ध्वानिक अनुवृत्ति
એકોસ્ટિક વિલંબ રેખા,ध्वानिक विलंब लाइन
એકોસ્ટિક વિકૃતિ,ध्वानिक विरूपण
એકોસ્ટિક એકોસ્ટિક્સ,ध्वानिक और्जिकी
એકોસ્ટિક ફિલ્ટર,ध्वानिक फ़िल्टर
એકોસ્ટિક અવબાધ*,ध्वानिक प्रतिबाधा*
ફોનોગ્રાફ,ध्वनि-भ्रामिका
એકોસ્ટિક ઓહ્મ*,ध्वानिक ओम*
એકોસ્ટિક સતત,ध्वानिक कला नियतांक
એકોસ્ટિક ફોનોન,ध्वानिक फ़ोनान
એકોસ્ટિક ટ્રાન્સમિશન સતત,ध्वानिक संचरण नियतांक
ધ્વનિ રૂપાંતર ગુણાંક,ध्वनि परिवर्तन गुणांक
એકોસ્ટિક પ્રતિકાર,ध्वानिक प्रतिरोध
એકોસ્ટિક કઠોરતા,ध्वानिक दुर्नम्यता
ધ્વનિ એકમ,ध्वनि-मात्रक
સાઉન્ડપ્રૂફ,ध्वनिरूद्ध
એકોસ્ટિક સાઇડ લાઇન,ध्वानिक पार्श्व रेखा
"ધ્વનિશાસ્ત્ર, ધ્વનિશાસ્ત્ર","ध्वानिकी, ध्वानिकता"
સાઉન્ડ મીટર,ध्वनिमापी
ધ્વનિ દબાણ,ध्वनि दाब
સંપાદન રડાર,अर्जन रेडार
પ્રકાશસંશ્લેષણ રેડિયેશન,प्रकाश रसोक्रिय विकिरण
એક્ટિનિયમ ઉત્સર્જન,ऐक्टिनियम उत्सर्जन
એક્ટિનો-યુરેનિયમ,ऐक्टिनो-यूरेनियम
એક્ટિનો-યુરેનિયમ શ્રેણી,ऐक्टिनो-यूरेनियम श्रेणी
રેડિયોઇલેક્ટ્રિક,विकिरण-विद्युत्
"એક્ટિનોમીટર, ફોટોમિક્રોમીટર","ऐक्टिनोमीटर, प्रकाशरसोक्रियामापी"
"ક્રિયા, ખત","क्रिया, कर्म"
ક્રિયા અને પ્રતિક્રિયા,क्रिया और प्रतिक्रिया
ક્રિયા સતત,क्रिया स्थिरांक
પ્રભાવ ક્ષેત્ર,प्रभाव क्षेत्र
"સક્રિય, સક્રિય","सक्रियित, सक्रियकृत"
સક્રિય પ્રસરણ,सक्रियित विसरण
"સક્રિય ફાઇબર, સક્રિય ફાઇબર","साक्रियकृत तंतु, सक्रियित तंतु"
સક્રિયકરણ અસર,सक्रियण प्रभाव
સક્રિયકરણ અસર,सक्रियण प्रभाव
સક્રિયકરણ વિશ્લેષણ,सक्रियण-विश्लेषण
પ્રવૃત્તિ કેન્દ્ર,सक्रियता केन्द्र
સક્રિયકરણ પરીક્ષક,सक्रियण-परिक्षत्र
સક્રિયકરણ ઊર્જા,सक्रियण ऊर्जा
સક્રિયકરણ એન્ટ્રોપી,सक्रियण ऐन्ट्रॉपी
સક્રિયકરણ ઓવરવોલ્ટેજ,सक्रियण अधिवोल्टता
સક્રિયકરણ દર,सक्रियण दर
"એક્ટિવેટર, એક્ટિવેટર","सक्रियकारक, सक्रियक"
એક્ટિવેટર અણુ,सक्रियक परमाणु
પ્રવેગક,त्वरक-सक्रियक
સક્રિય શોષણ,सक्रिय अवशोषण
સક્રિય હવાઈ,सक्रिय एरियल
રેડિયેશન ડેન્જર ઝોન,विकिरण ख़तरा क्षेत्र
સક્રિય ઉપકરણ,सक्रिय युक्ति
સક્રિય લક્ષ્યીકરણ,सक्रिय अभिलक्ष्यन
સક્રિય હાઇડ્રોજન*,सक्रिय हाइड्रोजन*
સક્રિય મેશ,सक्रिय जालक
સક્રિય રેખા સક્રિય રેખા,"सक्रिय लाइन, सक्रिय रेखा"
સક્રિય લૂપ,सक्रिय पाश
સક્રિય કોડ*,सक्रिय संहति*
સક્રિય ઘટકો,सक्रिय सामग्री
સક્રિય પરમાણુ,सक्रिय अणु
સક્રિય મેશ,सक्रिय जाल
સક્રિય પુનઃશોષણ,सक्रिय पुनरवशोषण
સક્રિય વિસ્તાર,सक्रिय क्षेत्र
સક્રિય નિયમન,सक्रिय नियमन
સક્રિય ઉપગ્રહ,सक्रिय उपग्रह
સક્રિય વિખંડન સૌર જ્યોત,सक्रिय कलंकीय सौर ज्वाला
સક્રિય સૂક્ષ્મ પોષકતત્ત્વો,सक्रिय सूक्ष्मात्रिक पदार्थ
સક્રિય ટ્રેકિંગ સિસ્ટમ,सक्रिय अनुवर्तन तंत्र
સક્રિય ટ્રાન્સડ્યુસર,सक्रिय ट्रांसडयूसर
સક્રિય સેવન,सक्रिय उदग्रहण
પ્રવૃત્તિ ગુણાંક*,सक्रियता गुणांक*
પ્રવૃત્તિ સૂચકાંક,सक्रियता सूचकांक
પ્રવૃત્તિ ગુણોત્તર,सक्रियता -अनुपात
પ્રવૃત્તિ વેક્ટર,सक्रियता सदिश
વાસ્તવિક મોનિટર,वास्तविक मानीटर
વાસ્તવિક તણાવ,वास्तविक प्रतिबल
ટ્રિગર કરવા માટે,"चालू करना, प्रवृत्त करना"
પ્રવર્તક,प्रवर्तक
પ્રવર્તક,प्रवर्तक
એક્યુટીમીટર,सुतीक्ष्णतामापी
સુનાવણીની તીવ્રતા,श्रवण सुतीक्ष्णता
ફોટો ઉગ્રતા મૂલ્ય,फोटोतीक्ष्णता मान
તીવ્ર કોણ,न्यूनकोण
બબડાટ,क्षिप्र उद्भासन
તીવ્ર ત્રિકોણ,न्यूनकोण त्रिभुज
એસાયક્લિક,अचक्रीय
ઓપ્ટિમાઇઝેશન એપ્લિકેશન,अनुकूलन प्रयुक्ति
ઑપ્ટિમાઇઝ રાજ્ય,अनुकूलित अवस्था
અનુકૂલનશીલ નિયંત્રણ સિસ્ટમ,अनुकूली नियंत्रण तंत्र
એડેપ્ટોમીટર,अनुकूलनमापी
એડકોક એન્ટેના,एडकॉक एन्टेना
સારાંશ માટે,"योग करना, जोड़ना"
સંકલન સમય,संकलन काल
સંકલન-બાદબાકી સમય,संकलन-व्यवकलन काल
ઉમેરનાર,योजक
"સરવાળો, સરવાળો, સરવાળો (સં.), ઉમેરણ (વિ.)","योग, जोड़, संकलन (सं.), योगात्मक (वि.)"
વધારાનો સતત,अतिरिक्त स्थिरांक
પ્રવેગક-સરવાળા નિયમ,त्वरण-योग नियम
અંતર-સરવાળા નિયમ,दूरी-योग नियम
વેગ-સરવાળા નિયમ,वेग-योग नियम
વેક્ટરનો સરવાળો,सदिशों का योग
સંગ્રહ પ્રતિક્રિયા,संकलन अभिक्रिया
વધારાનો માળ,अतिरिक्त अर्धतल
"સંયોજક સ્વર, વધારાનો સ્વર (સ્વર)","संयोजी स्वर, अतिरिक्त टोन (स्वर)"
"ઉમેરણ, ઉમેરણ","योज्य, योगात्मक"
એડિટિવ સિસ્ટમ,योज्य प्रणाल
સંયુક્ત અક્ષરો,संयोजी वर्ण
એકંદર અક્ષર પ્રક્રિયા,संकली वर्ण प्रक्रम
ઉમેરણ પૂરક રંગ,योज्य पूरक रंग
ઉમેરણ સતત,योज्य स्थिरांक
એડિટિવ ટ્રેક્શન,योज्य कर्षण
ઉમેરણ અસર,योज्य प्रभाव
ઉમેરણ પરિબળ,योजित कारक
ઉમેરણ કાર્ય,योज्य फलन
ઉમેરણ મિશ્રણ,योज्य मिश्रण
