Gujarati,Punjabi
ક્રિયા અને પ્રતિક્રિયા,ਕਾਰਵਾਈ ਅਤੇ ਪ੍ਰਤੀਕਰਮ
વીમા વિજ્ઞાન,ਬੀਮਾ ਵਿਗਿਆਨ
તીવ્ર ત્રિકોણ,ਤੀਬਰ ਤਿਕੋਣ
એસાયક્લિક,acyclic
સારાંશ માટે,ਸੰਪੇਕਸ਼ਤ
ઉમેરનાર,ਜੋੜਨ ਵਾਲਾ
"સરવાળો, ઉમેરો, સરવાળો (c.), ઉમેરણ (v.)","ਜੋੜ, ਜੋੜ, ਜੋੜ (c.), ਜੋੜ (v.)"
યોગનું સૂત્ર,ਯੋਗਾ ਦਾ ਫਾਰਮੂਲਾ
જટિલ સંખ્યાઓનો સરવાળો,ਮਿਸ਼ਰਿਤ ਸੰਖਿਆਵਾਂ ਦਾ ਜੋੜ
કાર્યોનો સરવાળો,ਫੰਕਸ਼ਨਾਂ ਦਾ ਜੋੜ
મેટ્રિસિસનો સરવાળો,ਮੈਟ੍ਰਿਕਸ ਦਾ ਜੋੜ
બહુપદીનો સરવાળો,ਬਹੁਪਦ ਦਾ ਜੋੜ
સંભાવનાઓનો સરવાળો,ਸੰਭਾਵਨਾਵਾਂ ਦਾ ਜੋੜ
વેક્ટરનો સરવાળો,ਵੈਕਟਰਾਂ ਦਾ ਜੋੜ
"સરવાળો પ્રમેય, બેરી સિદ્ધાંત,","ਜੋੜ ਥਿਊਰਮ, ਬੇਰੀ ਥਿਊਰੀ"
ઉમેરણ જૂથ,additive ਗਰੁੱਪ
ઉમેરણ વ્યસ્ત,additive ਉਲਟ
ઉમેરણ,ਜੋੜਨ ਦੀ ਯੋਗਤਾ
ઉમેરણ,ਜੋੜਨ ਦੀ ਯੋਗਤਾ
સંલગ્નતા મેટ્રિક્સ,ਆਸਪਾਸ ਮੈਟ੍ਰਿਕਸ
"અડીને, અડીને, અડીને","ਨੇੜੇ, ਨਾਲ ਲੱਗਦੇ, ਨਾਲ ਲੱਗਦੇ"
અડીને કોણ,ਨੇੜੇ ਦੇ ਕੋਣ
અડીને શિરોબિંદુ,ਨੇੜੇ ਦਾ ਸਿਰਾ
સાંકળવું,ਜੋੜਨ ਲਈ
"જોડાયેલ બંધ,",ਨੱਥੀ ਨੱਥੀ
સામાન્ય નિર્ણાયક,ਆਮ ਨਿਰਣਾਇਕ
જોડાયેલ વિભેદક સમીકરણ,ਅਟੈਚਡ ਡਿਫਰੈਂਸ਼ੀਅਲ ਸਮੀਕਰਨ
જોડાયેલ સમીકરણ,ਜੁੜੇ ਸਮੀਕਰਨ
કોહોમોજીનીયસ મેટ્રિક્સ,ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ
મેટ્રિક્સ સહપ્રવૃત્તિ,ਮੈਟ੍ਰਿਕਸ ਕੋਵੇਰੀਅੰਸ
કોહોમોજીનીયસ મેટ્રિક્સ,ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ
સ્વીકાર્ય નિર્ણય કાર્ય,ਸਵੀਕਾਰਯੋਗ ਫੈਸਲੇ ਫੰਕਸ਼ਨ
સ્વીકાર્ય પૂર્વધારણા,ਸਵੀਕਾਰਯੋਗ ਪਰਿਕਲਪਨਾ
એરોડાયનેમિક બળ,ਐਰੋਡਾਇਨਾਮਿਕ ਫੋਰਸ
એરોડાયનેમિક્સ,ਐਰੋਡਾਇਨਾਮਿਕਸ
સજાતીય ભૂમિતિ,ਸਮਰੂਪ ਜਿਓਮੈਟਰੀ
સજાતીય મેપિંગ,ਸਮਰੂਪ ਮੈਪਿੰਗ
સજાતીય પરિવર્તન,ਸਮਰੂਪ ਤਬਦੀਲੀ
એકંદર ચલ,ਕੁੱਲ ਵੇਰੀਏਬਲ
"બીજગણિત, બીજગણિત, બીજગણિત, બીજગણિત","algebra, algebra, algebra, algebra"
"સીડી બંધ, બીજરૂપે","ਬੀਜੀ ਬੰਦ, ਬੀਜੀ"
બીજગણિતીય સમીકરણ,ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ
બીજગણિતીય અભિવ્યક્તિ,ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ
બીજગણિત એકરૂપતા,ਬੀਜਗਣਿਤ ਸਮਰੂਪਤਾ
બીજગણિત કાર્ય,ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ
બીજગણિત ભૂમિતિ,ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ
બીજગણિત બહુમતી,ਬੀਜਗਣਿਤ ਬਹੁਲਤਾ
બીજગણિત સિસ્ટમ,ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ
તમામ પૂર્ણાંક સમસ્યા,ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ
"સોંપણી સમસ્યા વોટ પ્રશ્ન,",ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਵਾਟ ਸਵਾਲ
આલ્ફાબેટીકલ નોટેશન,ਵਰਣਮਾਲਾ ਸੰਕੇਤ
આલ્ફાબેટીક અક્ષર,ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ
વૈકલ્પિક ખૂણા,ਬਦਲਵੇਂ ਕੋਣ
"વૈકલ્પિક સજાતીય વૈકલ્પિક સ્વરૂપ,",ਬਦਲਵੇਂ ਸਮਰੂਪ ਬਦਲਵੇਂ ਰੂਪ
વૈકલ્પિક જૂથ,ਵਿਕਲਪਕ ਸਮੂਹ
વૈકલ્પિક મેટ્રિક્સ,ਵਿਕਲਪਕ ਮੈਟ੍ਰਿਕਸ
વૈકલ્પિક શ્રેણી,ਵਿਕਲਪਿਕ ਲੜੀ
વૈકલ્પિક પૂર્વધારણા,ਵਿਕਲਪਕ ਅਨੁਮਾਨ
વૈકલ્પિક શ્રેષ્ઠ,ਵਿਕਲਪਿਕ ਸਰਵੋਤਮ
વૈકલ્પિક પરિણામ,ਵਿਕਲਪਿਕ ਨਤੀਜਾ
એનાલોગ-અંક કન્વર્ટર,ਐਨਾਲਾਗ-ਅੰਕ ਕਨਵਰਟਰ
"એનાલોગ કમ્પ્યુટર,",ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ
વિશ્લેષણ,ਵਿਸ਼ਲੇਸ਼ਣ
સહપ્રવર્તન વિશ્લેષણ,ਸਹਿਵਿਹਾਰ ਵਿਸ਼ਲੇਸ਼ਣ
ગણતરી-માહિતી વિશ્લેષણ,ਗਣਨਾ-ਡਾਟਾ ਵਿਸ਼ਲੇਸ਼ਣ
વિચલન વિશ્લેષણ,ਪਰਿਵਰਤਨ ਵਿਸ਼ਲੇਸ਼ਣ
વિશ્લેષણાત્મક ભૂમિતિ,ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ
વિશ્લેષણાત્મક કાર્ય,ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਫੰਕਸ਼ਨ
કોણ,ਕੋਣ
સ્પર્શકોણ,ਸਪਰਸ਼ ਕੋਣ
વિચલન કોણ,ਡਿਫਲੈਕਸ਼ਨ ਕੋਣ
હતાશા કોણ,ਡਿਪਰੈਸ਼ਨ ਕੋਣ
વિચલન કોણ,ਭਟਕਣ ਕੋਣ
વિવર્તન કોણ,ਵਿਭਿੰਨ ਕੋਣ
એલિવેશન એંગલ,ਉਚਾਈ ਕੋਣ
ઘટના કોણ,ਘਟਨਾ ਦਾ ਕੋਣ
પ્રક્ષેપણ કોણ,ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ
પ્રતિબિંબ કોણ,ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ
રીફ્રેક્શન કોણ,ਅਪਵਰਤਨ ਦਾ ਕੋਣ
પરિભ્રમણ કોણ,ਰੋਟੇਸ਼ਨ ਕੋਣ
પ્રતિબિંબનો સંપૂર્ણ કોણ,ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਪੂਰਨ ਕੋਣ
કોણીય પ્રવેગક,ਕੋਣੀ ਪ੍ਰਵੇਗ
કોણીય વેગ,ਕੋਣੀ ਵੇਗ
કોણીય ઝડપ,ਕੋਣੀ ਗਤੀ
કોણીય વેગ,ਕੋਣੀ ਵੇਗ
રિંગ આંગળી,ਰਿੰਗ ਉਂਗਲ
જવાબ આપો,ਜਵਾਬ
પ્રતિ વ્યુત્પન્ન,ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ
આઇસોમેટ્રિક કાર્ય,isometric ਫੰਕਸ਼ਨ
"આવરી લેવા યોગ્ય, લાગુ, લાગુ","ਕਵਰ ਕਰਨ ਯੋਗ, ਲਾਗੂ, ਲਾਗੂ"
"અરજી અરજી,",ਐਪਲੀਕੇਸ਼ਨ ਐਪਲੀਕੇਸ਼ਨ
લાગુ ડાયનેમિક પ્રોગ્રામિંગ,ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
લાગુ ભૂમિતિ,ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ
લાગુ ગણિત,ਲਾਗੂ ਗਣਿਤ
લાગુ આંકડા,ਲਾਗੂ ਅੰਕੜੇ
"લગભગ, લગભગ","ਲਗਭਗ, ਲਗਭਗ"
લગભગ સતત કાર્ય,ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ
"મેક્રો પદ્ધતિ, અંદાજ પદ્ધતિ","ਮੈਕਰੋ ਵਿਧੀ, ਅਨੁਮਾਨ ਵਿਧੀ"
અંદાજિત ઉકેલ,ਅੰਦਾਜ਼ਨ ਹੱਲ
અંદાજની સમસ્યા,ਲਗਭਗ ਸਮੱਸਿਆ
અંદાજિત મિલકત,ਲਗਭਗ ਸੰਪਤੀ
અભિરુચિ કસોટી,ਯੋਗਤਾ ਟੈਸਟ
આર્ગોન ડાયાગ્રામ,ਆਰਗਨ ਚਿੱਤਰ
સ્વૈચ્છિક,ਸਵੈ-ਇੱਛਤ
"રેન્ડમ, રેન્ડમ","ਬੇਤਰਤੀਬ, ਬੇਤਰਤੀਬ"
મનસ્વી સતત,ਆਪਹੁਦਰੇ ਸਥਿਰ
મફત તત્વ,ਮੁਫ਼ਤ ਤੱਤ
મનસ્વી બિંદુ,ਮਨਮਾਨੀ ਬਿੰਦੂ
આર્કિમિડીનો કાયદો,ਆਰਕੀਮੀਡ ਦਾ ਕਾਨੂੰਨ
આર્કિમિડીઝનો કાયદો,ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ
"ચાપ-લંબાઈ, ચાપ-લંબાઈ","ਚਾਪ-ਲੰਬਾਈ, ਚਾਪ-ਲੰਬਾਈ"
વર્તુળ ચાપ,ਚੱਕਰ ਚਾਪ
વ્યસ્ત સાઈન વિતરણ,ਉਲਟ ਸਾਈਨ ਵੰਡ
વ્યસ્ત સાઈન રૂપાંતરણ,ਉਲਟ ਸਾਈਨ ਪਰਿਵਰਤਨ
"વિસ્તાર, વિસ્તાર","ਖੇਤਰ, ਖੇਤਰ"
પ્રાદેશિક રૂપરેખાંકન,ਖੇਤਰੀ ਸੰਰਚਨਾ
જટિલ સંખ્યાનો કોણ,ਇੱਕ ਮਿਸ਼ਰਿਤ ਸੰਖਿਆ ਦਾ ਕੋਣ
અંકગણિત સરેરાશ,ਗਣਿਤ ਦਾ ਮਤਲਬ
ડિજિટલ કામગીરી,ਡਿਜ਼ੀਟਲ ਕਾਰਵਾਈ
ડિજિટલ એકમ,ਡਿਜ਼ੀਟਲ ਯੂਨਿਟ
"ગોઠવણી, ગોઠવણી","ਸੰਰਚਨਾ, ਵਿਵਸਥਾ"
"એરે, એરે","ਐਰੇ, ਐਰੇ"
કૃત્રિમ ઉપગ્રહ,ਨਕਲੀ ਉਪਗ੍ਰਹਿ
કૃત્રિમ ચલ,ਨਕਲੀ ਵੇਰੀਏਬਲ
ચઢવું,ਚੜ੍ਹਨ ਲਈ
ચડતા,ਚੜ੍ਹਦਾ
તીવ્રતાનો ચડતો ક્રમ,ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ
ચડતા ગ્રેડ,ਚੜ੍ਹਦਾ ਗ੍ਰੇਡ
એસેમ્બલર ભાષા,ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ
"સોંપણી સમસ્યા સોંપણી પ્રશ્ન,",ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਅਸਾਈਨਮੈਂਟ ਸਵਾਲ
સહયોગી નિયમ,ਸਹਿਯੋਗੀ ਨਿਯਮ
ઓપરેટરોનો સહયોગી નિયમ,ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਨਿਯਮ
સહયોગી કામગીરી,ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ
સોબત,ਸਾਥੀ
ધાર્યું સરેરાશ,ਮਤਲਬ ਮੰਨਿਆ
અનુમાનિત સંભાવના વિતરણ,ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ
"કલ્પના, સ્વીકાર્યું,","ਕਲਪਨਾ, ਮੰਨਿਆ"
જ્યોતિષશાસ્ત્ર,ਜੋਤਿਸ਼
"એસ્ટ્રોનોટિકલ એન્જિનિયર સ્પેસ એન્જિનિયર,",ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ ਸਪੇਸ ਇੰਜੀਨੀਅਰ
ખગોળશાસ્ત્રી*,ਖਗੋਲ ਵਿਗਿਆਨੀ*
ખગોળશાસ્ત્રીય ઘડિયાળ,ਖਗੋਲੀ ਘੜੀ
ખગોળશાસ્ત્ર,ਖਗੋਲ ਵਿਗਿਆਨ
અસમપ્રમાણ વળાંક,ਅਸਮਿਤ ਵਕਰ
અસમપ્રમાણતા,ਅਸਮਿਤੀ
એસિમ્પટોટિક,asymptotic
ઉત્તેજક,ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ
પ્રગતિશીલ અંદાજકાર,ਪ੍ਰਗਤੀਸ਼ੀਲ ਅਨੁਮਾਨਕ
પૂર્વગ્રહ પક્ષપાતી અંદાજકાર,ਪਿਛਾਖੜੀ ਪੱਖਪਾਤੀ ਅਨੁਮਾਨਕ
પૂર્વવર્તી આચરણ,ਪਿਛਾਖੜੀ ਵਿਹਾਰ
આક્રમક વિતરણ કાર્ય,ਹਮਲਾਵਰ ਵੰਡ ਫੰਕਸ਼ਨ
ઉપરની તરફ ફેલાવો,ਉੱਪਰ ਵੱਲ ਫੈਲਣਾ
વાતાવરણ નુ દબાણ,ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ
"અવ્યવસ્થિત રીતે,",ਬੇਤਰਤੀਬੇ
મિલકત*,ਸੰਪਤੀ*
એટ્રિબ્યુટ-સેમ્પલિંગ-મિકેનિઝમ,ਗੁਣ-ਨਮੂਨਾ-ਪ੍ਰਣਾਲੀ
સંવર્ધિત મેટ્રિક્સ,ਵਧਿਆ ਹੋਇਆ ਮੈਟਰਿਕਸ
સ્વતઃસંબંધ ગુણાંક,ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ
સ્વતઃસંબંધ કાર્ય,ਸਵੈ-ਸੰਬੰਧ ਫੰਕਸ਼ਨ
સહપ્રવૃત્તિ,ਸਹਿਵਿਹਾਰ
સ્વચાલિત કમ્પ્યુટર,ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ
ઓટોરીગ્રેશન,ਆਟੋਰਿਗਰੇਸ਼ਨ
સહાયક સમીકરણ,ਸਹਾਇਕ ਸਮੀਕਰਨ
મીન સેમ્પલ નંબર કર્વ (MPC કર્વ),ਮੀਨ ਸੈਂਪਲ ਨੰਬਰ ਕਰਵ (MPC ਕਰਵ)
"axiom, axiom","axiom, axiom"
સ્વયંસિદ્ધ અભિગમ,axiom ਪਹੁੰਚ
સંભાવના સ્વયંસિદ્ધ,ਸੰਭਾਵਨਾ axiom
ધરી,ਧੁਰਾ
ભુજક્ષા,ਭੁਜਕਸ਼ਾ
પૃથ્વીની ધરી,ਧਰਤੀ ਦਾ ਧੁਰਾ
પરિભ્રમણ અક્ષ,ਰੋਟੇਸ਼ਨ ਧੁਰਾ
પરિભ્રમણ અક્ષ,ਰੋਟੇਸ਼ਨ ਧੁਰਾ
સ્પિન અક્ષ,ਸਪਿਨ ਧੁਰਾ
પોસ્ટ રિપ્લેસમેન્ટ,ਪੋਸਟ ਬਦਲੀ
પાછળથી,ਬਾਅਦ ਵਿੱਚ
પાછા નિવેશ સૂત્ર,ਵਾਪਸ ਸੰਮਿਲਨ ਫਾਰਮੂਲਾ
"સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન","ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ"
સંતુલિત ડિઝાઇન,ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ
સરવૈયા,ਸੰਤੁਲਨ ਸ਼ੀਟ
મિસાઇલ,ਮਿਜ਼ਾਈਲ
"બેલિસ્ટિક્સ, હથિયાર","ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ"
"કૉલમ, બાર, કોબ, બાર, બાર, બાર, બાર, બાર, બાર, રેખા, રેખા, પરીક્ષણ રેખા, ધાર","ਕਾਲਮ, ਰਾਡ, ਕੋਬ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਲਾਈਨ, ਲਾਈਨ, ਟੈਸਟ ਲਾਈਨ, ਕਿਨਾਰਾ"
"આધાર, આધાર, આધાર, આધાર, આધાર","ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ"
આધાર કોણ,ਅਧਾਰ ਕੋਣ
"લઘુગણકનો આધાર, લઘુગણકનો આધાર","ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ, ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ"
"મૂળભૂત, મૂળભૂત,","ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ"
આધાર સુસંગત ઉકેલ,ਅਧਾਰ ਇਕਸਾਰ ਹੱਲ
આધાર ઉકેલ,ਅਧਾਰ ਹੱਲ
આધાર ચલ,ਅਧਾਰ ਵੇਰੀਏਬਲ
પાયો,ਅਧਾਰ
આધાર તત્વ,ਅਧਾਰ ਤੱਤ
આધાર મેટ્રિક્સ,ਬੇਸ ਮੈਟ੍ਰਿਕਸ
વેક્ટર જગ્યાનો આધાર,ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ
પેટા-વસ્તીનો આધાર,ਉਪ-ਜਨਸੰਖਿਆ ਦੇ ਆਧਾਰ &#39;ਤੇ
અનૈતિક,ਬੇਈਮਾਨ
bez-નિયમ,bez-ਨਿਯਮ
bez-પ્રમેય,ਬੇਜ਼-ਪ੍ਰਮੇਯ
bernoulli-વિતરણ,bernoulli-ਵੰਡ
બર્નોલી નંબરો,ਬਰਨੌਲੀ ਨੰਬਰ
Bernoulli સંભાવના કાર્ય,ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ
બર્નોલી-સમીકરણ,ਬਰਨੌਲੀ-ਸਮੀਕਰਨ
બેરી કાર્ય,ਬੇਰੀ ਫੰਕਸ਼ਨ
શ્રેષ્ઠ સંલગ્નતા,ਵਧੀਆ ਚਿਪਕਣ
શ્રેષ્ઠ સંલગ્નતા રેખા,ਵਧੀਆ ਅਸੰਭਵ ਲਾਈਨ
શ્રેષ્ઠ ઉકેલ,ਵਧੀਆ ਹੱਲ
શ્રેષ્ઠ ટીપ્સ,ਵਧੀਆ ਸੁਝਾਅ
બીટા વિતરણ,ਬੀਟਾ ਵੰਡ
"પૂર્વગ્રહ, પૂર્વગ્રહ","ਪੱਖਪਾਤ, ਪੱਖਪਾਤ"
પક્ષપાતી આકારણી,ਪੱਖਪਾਤੀ ਮੁਲਾਂਕਣ
દ્વિપદી સમીકરણ,ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ
એક કવર,ਸਿੰਗਲ ਕਵਰ
એક કવર નકશો,ਸਿੰਗਲ ਕਵਰ ਨਕਸ਼ਾ
સિંગલ કવર મેપિંગ,ਸਿੰਗਲ ਕਵਰ ਮੈਪਿੰਗ
ચતુર્ભુજ ચતુર્ભુજ,ਚਤੁਰਭੁਜ ਚਤੁਰਭੁਜ
દ્વિરેખીય કાર્ય,ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ
દ્વિરેખીય સંન્યાસી એકરૂપતા,ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਸਮਰੂਪਤਾ
"દ્વિ-ચલ, દ્વિસંગી, દ્વિ","ਦੋ-ਵੇਰੀਏਬਲ, ਬਾਈਨਰੀ, ਦੋਹਰਾ"
"બાઈનરી કોડ, બાઈનરી કોડ","ਬਾਈਨਰੀ ਕੋਡ, ਬਾਈਨਰੀ ਕੋਡ"
"દ્વિસંગી કોડેડ દશાંશ, દ્વિસંગી કોડેડ દશાંશ","ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ, ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ"
બાઈનરી એન્કોડિંગ,ਬਾਈਨਰੀ ਇੰਕੋਡਿੰਗ
દ્વિસંગી કમ્પ્યુટર,ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ
દ્વિસંગી સંખ્યાઓ,ਬਾਈਨਰੀ ਨੰਬਰ
દ્વિસંગી કામગીરી,ਬਾਈਨਰੀ ਕਾਰਵਾਈ
દ્વિસંગી પદ્ધતિ,ਬਾਈਨਰੀ ਢੰਗ
દ્વિસંગી ચલ,ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ
દ્વિપદી ગુણાંક,ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ
દ્વિપદી વિતરણ,ਬਾਇਨੋਮੀਅਲ ਵੰਡ
દ્વિપદી સમીકરણ,ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ
દ્વિપદી ભિન્નતા,ਬਾਇਨੋਮੀਅਲ ਵਿਭਿੰਨਤਾ
દ્વિપદી અભિવ્યક્તિ,ਦੋਨੋਮੀ ਸਮੀਕਰਨ
દ્વિપદી રેન્ડમ ચલ,ਬਾਇਨੋਮੀਅਲ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
દ્વિપદી પ્રમેય,ਬਾਇਨੋਮੀਅਲ ਥਿਊਰਮ
"અર્ધ, વિભાજન","ਅੱਧਾ, ਵਿਭਾਜਨ"
"દ્વિભાજ્ય પદ્ધતિ, અર્ધવિભાજન પદ્ધતિ","ਦੋ-ਭਾਗ ਵਿਧੀ, ਅਰਧ-ਵਿਭਾਜਨ ਵਿਧੀ"
અડધા દ્વિભાજક,ਅੱਧਾ ਬਾਈਸੈਕਟਰ
દ્વિપદી,"ਬਾਇਨੋਮੀਅਲ, ਦੁਵੱਲਾ"
"દ્વાયાંક (દ્વિસંગી અંક), અની, બર્મીઝ, ટુક","ਦ੍ਵਯੰਕ (ਬਾਈਨਰੀ ਸੰਖਿਆ), ਅਨੀ, ਬਰਮੀ, ਟੁਕ"
દ્વિપદી દ્વિપદી વિતરણ દ્વિપદી,binomial binomial distribution binomial
દ્વિવિધ સહસંબંધ ગુણાંક,ਬਾਇਵਾਰੀਏਟ ਸਹਿ-ਸਬੰਧ ਗੁਣਾਂਕ
દ્વિવિધ વિતરણ,ਦੋ-ਪੱਖੀ ਵੰਡ
બાયવેરિયેટ સામાન્ય-વિતરણ,bivariate ਸਧਾਰਨ-ਵੰਡ
બાઇવેક્ટર,bivector
બોલ્ટમેન સમીકરણ,ਬੋਲਟਮੈਨ ਸਮੀਕਰਨ
બુલિયન બીજગણિત*,ਬੁਲੀਅਨ ਅਲਜਬਰਾ*
બોઝ-આઈન્સ્ટાઈન સ્ટેટિસ્ટિક્સ,ਬੋਸ-ਆਈਨਸਟਾਈਨ ਦੇ ਅੰਕੜੇ
મર્યાદા પ્રતિબંધો,ਸੀਮਾ ਪਾਬੰਦੀਆਂ
સીમા સ્તર,ਸੀਮਾ ਪੱਧਰ
સીમા રેખા,ਸੀਮਾ ਰੇਖਾ
મર્યાદા મૂલ્ય,ਸੀਮਾ ਮੁੱਲ
સીમા મૂલ્યની સમસ્યા,ਸੀਮਾ ਮੁੱਲ ਸਮੱਸਿਆ
"બાઉન્ડેડ ફંક્શન બાઉન્ડેડ ફલ,",ਸੀਮਿਤ ਫੰਕਸ਼ਨ ਸੀਮਿਤ ਫਲ
"બાઉન્ડેડ મેટ્રિક્સ, બાઉન્ડેડ મેટ્રિક્સ, બાઉન્ડેડ ટેબલ,","ਬਾਊਂਡਡ ਮੈਟ੍ਰਿਕਸ, ਬਾਊਂਡਡ ਮੈਟ੍ਰਿਕਸ, ਬਾਊਂਡਡ ਟੇਬਲ"
"સીમિત પ્રદેશ સીમિત પ્રદેશ,",ਸੀਮਾਬੱਧ ਖੇਤਰ ਸੀਮਾਬੱਧ ਖੇਤਰ
"બાઉન્ડેડ સેટ બાઉન્ડેડ સેટ,",ਬਾਊਂਡਡ ਸੈੱਟ ਬਾਊਂਡਡ ਸੈੱਟ
બ્રાઉની ગતિ,ਭੂਰੀ ਮੋਸ਼ਨ
ગણતરી કરવી,ਗਣਨਾ ਕਰਨ ਲਈ
ગણતરી,ਗਣਨਾ
