English,Punjabi
Ball cone clamp,ਬਾਲ ਕੋਨ ਕਲੈਂਪ
Barbed wire,ਕੰਡਿਆਲੀ ਤਾਰ
Bar dog,ਬਾਰ ਕੁੱਤਾ
Barge board,ਬਾਰਜ ਬੋਰਡ
Barium sulphate test,ਬੇਰੀਅਮ ਸਲਫੇਟ ਟੈਸਟ
Barrage,ਬੈਰਾਜ
Barrett,ਬੈਰੇਟ
Base,ਅਧਾਰ
Base exchange,ਬੇਸ ਐਕਸਚੇਂਜ
Base line ,ਬੇਸ ਲਾਈਨ
Basement,ਬੇਸਮੈਂਟ
Basement wall,ਬੇਸਮੈਂਟ ਦੀ ਕੰਧ
Base plate,ਬੇਸ ਪਲੇਟ
"Base plate, adjustable","ਬੇਸ ਪਲੇਟ, ਅਨੁਕੂਲ"
Base saturation,ਬੇਸ ਸੰਤ੍ਰਿਪਤਾ
Basoid,ਬੇਸੌਇਡ
Bat,ਬੱਲਾ
Bath and W.C.,ਇਸ਼ਨਾਨ ਅਤੇ ਡਬਲਯੂ.ਸੀ
Batter peg,ਬੈਟਰ ਪੈਗ
Batter pier,ਬੈਟਰ ਪੀਅਰ
Batter rule,ਬੈਟਰ ਨਿਯਮ
Baulk (balk),ਬਾਲਕ (ਬਾਲਕ)
Bay,ਬੇ
Bearer,ਧਾਰਕ
Bearing capacity,ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ
Bearing pile,ਬੇਅਰਿੰਗ ਪਾਇਲ
Bearing stratum,ਬੇਅਰਿੰਗ ਸਟ੍ਰੈਟਮ
Bed,ਬਿਸਤਰਾ
Bedding plane,ਬਿਸਤਰੇ ਦਾ ਜਹਾਜ਼
Bed joint,ਬਿਸਤਰਾ ਜੋੜ
Bed rock,ਬੈੱਡ ਰੌਕ
Bed room,ਬੈੱਡ ਰੂਮ
Beeswax,ਮੋਮ
Bell box,ਘੰਟੀ ਬਾਕਸ
Belling bucket,ਘੰਟੀ ਵਾਲੀ ਬਾਲਟੀ
Bellofram,ਬੇਲੋਫ੍ਰਾਮ
Benched foundation,ਬੈਂਚਡ ਫਾਊਂਡੇਸ਼ਨ
Benching,ਬੈਂਚਿੰਗ
Bench mark,ਬੇਂਚਮਾਰਕ
Benefit cost analysis,ਲਾਭ ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ
Berm,ਬਰਮ
Bevelled closure,Bevelled ਬੰਦ
"B-horizon,""B-","ਬੀ-ਹੋਰੀਜ਼ਨ,&quot;ਬੀ-"
Biat,ਬਾਇਟ
Binder,ਬਿੰਦਰ
Binding material,ਬਾਈਡਿੰਗ ਸਮੱਗਰੀ
Biot's theory,ਬਾਇਓਟ ਦਾ ਸਿਧਾਂਤ
Bitumen,ਬਿਟੂਮਨ
Black cotton soil,ਕਾਲੀ ਕਪਾਹ ਦੀ ਮਿੱਟੀ
Black earth ,ਕਾਲੀ ਧਰਤੀ
Black turf soil,ਕਾਲੀ ਮੈਦਾਨ ਵਾਲੀ ਮਿੱਟੀ
Blade,ਬਲੇਡ
Blast furnace slag cement,ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ ਸੀਮਿੰਟ
Blocky structure,ਬਲਾਕੀ ਬਣਤਰ
Bogie resistance,ਬੋਗੀ ਪ੍ਰਤੀਰੋਧ
Bog-iron ore,ਬੋਗ-ਲੋਹੇ ਦਾ ਧਾਤ
Bond,ਬਾਂਡ
Bonded member,ਬੰਧੂਆ ਮੈਂਬਰ
Bonded post tensioning,ਬੰਧੂਆ ਪੋਸਟ ਤਣਾਅ
Bond stone,ਬੰਧਨ ਪੱਥਰ
Bound water,ਬੰਨ੍ਹ ਪਾਣੀ
Box gutter,ਬਾਕਸ ਗਟਰ
Brace,ਬ੍ਰੇਸ
Brick-on-edge,ਇੱਟ-ਤੇ-ਕਿਨਾਰੇ
Bridle,ਲਗਾਮ
Brightness,ਚਮਕ
Brown soil,ਭੂਰੀ ਮਿੱਟੀ
Building,ਬਿਲਡਿੰਗ
Building surveyor,ਬਿਲਡਿੰਗ ਸਰਵੇਅਰ
Buffer,ਬਫਰ
Buffer curve,ਬਫਰ ਕਰਵ
Buffering,ਬਫਰਿੰਗ
Buffering capacity,ਬਫਰਿੰਗ ਸਮਰੱਥਾ
Bunder,ਬੰਦਰ
Buttress,ਬਟਰਸ
C-horizon,ਸੀ-ਹੋਰੀਜ਼ਨ
Cable,ਕੇਬਲ
Cable moulding,ਕੇਬਲ ਮੋਲਡਿੰਗ
Cabling,ਕੇਬਲਿੰਗ
Cabin,ਕੈਬਿਨ
Cabin hook,ਕੈਬਿਨ ਹੁੱਕ
Cabinet,ਕੈਬਨਿਟ
Cabolt's quit,ਕੈਬੋਲਟ ਨੇ ਛੱਡ ਦਿੱਤਾ
Cafeteria,ਕੈਫੇਟੇਰੀਆ
Cage,ਪਿੰਜਰਾ
Cage construction,ਪਿੰਜਰੇ ਦੀ ਉਸਾਰੀ
Cain's formula,ਕੈਨ ਦਾ ਫਾਰਮੂਲਾ
Caisson,ਕੈਸਨ
Caisson disease,ਕੈਸਨ ਦੀ ਬਿਮਾਰੀ
Caisson foundation,ਕੈਸਨ ਫਾਊਂਡੇਸ਼ਨ
Caisson pile,ਕੈਸਨ ਢੇਰ
Calcareous brick,ਕੈਲੇਰੀਅਸ ਇੱਟ
Calcareous clay,ਚੂਨੇ ਵਾਲੀ ਮਿੱਟੀ
Calcareous crust,ਛਾਲੇਦਾਰ ਛਾਲੇ
Calcification,ਕੈਲਸੀਫਿਕੇਸ਼ਨ
Calcination,ਕੈਲਸੀਨੇਸ਼ਨ
Calcine ,ਕੈਲਸੀਨ
Calcite,ਕੈਲਸਾਈਟ
Calcium-aluminate cement,ਕੈਲਸ਼ੀਅਮ-ਐਲੂਮੀਨੇਟ ਸੀਮਿੰਟ
Calcium-silicate brick,ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਇੱਟ
Calcium-silicate hydrate,ਕੈਲਸ਼ੀਅਮ-ਸਿਲੀਕੇਟ ਹਾਈਡਰੇਟ
Caliche,ਕੈਲੀਚੇ
California bearing ratio,ਕੈਲੀਫੋਰਨੀਆ ਬੇਅਰਿੰਗ ਅਨੁਪਾਤ
Caliper,ਕੈਲੀਪਰ
Calorimeter,ਕੈਲੋਰੀਮੀਟਰ
Camber,ਕੈਮਬਰ
Canal,ਨਹਿਰ
Canopy,ਕੈਨੋਪੀ
Cantilever footing,Cantilever ਪੈਰ
Cap,ਕੈਪ
Capacity,ਸਮਰੱਥਾ
Capacity of ail track,ਏਲ ਟ੍ਰੈਕ ਦੀ ਸਮਰੱਥਾ
Cap cable,ਕੈਪ ਕੇਬਲ
Capillarity,ਕੈਪੀਲੇਰਿਟੀ
Capillary break,ਕੇਸ਼ਿਕਾ ਬਰੇਕ
Capillary flow,ਕੇਸ਼ੀਲ ਪ੍ਰਵਾਹ
Capillary moisture or capillary water,ਕੇਸ਼ਿਕਾ ਨਮੀ ਜਾਂ ਕੇਸ਼ੀਲ ਪਾਣੀ
Capillary pore space,ਕੇਸ਼ਿਕਾ ਪੋਰ ਸਪੇਸ
Capillary porosity,ਕੇਸ਼ਿਕਾ ਪੋਰੋਸਿਟੀ
Capillary space,ਕੇਸ਼ੀਲ ਸਪੇਸ
Capture velocity,ਵੇਗ ਕੈਪਚਰ ਕਰੋ
Carbonation,ਕਾਰਬਨੇਸ਼ਨ
Carbon black,ਕਾਰਬਨ ਕਾਲਾ
Castble refractory,ਕਾਸਟਬਲ ਰਿਫ੍ਰੈਕਟਰੀ
Cast-in-place or cast-in-situ,ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਜਾਂ ਕਾਸਟ-ਇਨ-ਸੀਟੂ
Cast-in-place pile,ਕਾਸਟ-ਇਨ-ਪਲੇਸ ਢੇਰ
Castor,ਕੈਸਟਰ
Cast stone,ਪੱਥਰ ਸੁੱਟੋ
Catalyst,ਉਤਪ੍ਰੇਰਕ
Catena,ਕੈਟੇਨਾ
Cat face,ਬਿੱਲੀ ਦਾ ਚਿਹਰਾ
Cat head,ਬਿੱਲੀ ਦਾ ਸਿਰ
Cation,ਕੈਸ਼ਨ
Cat walk,ਬਿੱਲੀ ਵਾਕ
Cavitation damage,Cavitation ਨੁਕਸਾਨ
Celite,ਸੇਲੀਟ
Cellular concrete,ਸੈਲੂਲਰ ਕੰਕਰੀਟ
Cellular construction,ਸੈਲੂਲਰ ਉਸਾਰੀ
Cement,ਸੀਮਿੰਟ
"Cement, bituminous","ਸੀਮਿੰਟ, ਬਿਟੂਮਿਨਸ"
"Cement, high strength","ਸੀਮਿੰਟ, ਉੱਚ ਤਾਕਤ"
"Cement, hydraulic","ਸੀਮਿੰਟ, ਹਾਈਡ੍ਰੌਲਿਕ"
"Cement, low heat","ਸੀਮਿੰਟ, ਘੱਟ ਗਰਮੀ"
"Cement, masonary","ਸੀਮਿੰਟ, ਚਿਣਾਈ"
"Cement, natural","ਸੀਮਿੰਟ, ਕੁਦਰਤੀ"
"Cement, portland","ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ"
"Cement, portland blast furnace slag","ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਬਲਾਸਟ ਫਰਨੇਸ ਸਲੈਗ"
"Cement, portland pozzolan","ਸੀਮਿੰਟ, ਪੋਰਟਲੈਂਡ ਪੋਜ਼ੋਲਨ"
"Cement, slag","ਸੀਮਿੰਟ, ਸਲੈਗ"
"Cement, sulphate resistant","ਸੀਮਿੰਟ, ਸਲਫੇਟ ਰੋਧਕ"
"Cement, super sulphated","ਸੀਮਿੰਟ, ਸੁਪਰ ਸਲਫੇਟਿਡ"
"Cement, white","ਸੀਮਿੰਟ, ਚਿੱਟਾ"
Cement-aggregate ratio,ਸੀਮਿੰਟ-ਐਗਰੀਗੇਟ ਅਨੁਪਾਤ
Cement content,ਸੀਮਿੰਟ ਸਮੱਗਰੀ
Cement gel,ਸੀਮਿੰਟ ਜੈੱਲ
Cement gun,ਸੀਮਿੰਟ ਬੰਦੂਕ
Cement kiln,ਸੀਮਿੰਟ ਭੱਠਾ
Cement paint,ਸੀਮਿੰਟ ਪੇਂਟ
Cement plaster,ਸੀਮਿੰਟ ਪਲਾਸਟਰ
Cement rock,ਸੀਮਿੰਟ ਚੱਟਾਨ
Cement slurry,ਸੀਮਿੰਟ ਸਲਰੀ
Cement storage,ਸੀਮਿੰਟ ਸਟੋਰੇਜ਼
Cementation process,ਸੀਮੈਂਟੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ
Centering,ਸੈਂਟਰਿੰਗ
Centering and shuttering,ਸੈਂਟਰਿੰਗ ਅਤੇ ਸ਼ਟਰਿੰਗ
Central mixed concrete,ਕੇਂਦਰੀ ਮਿਸ਼ਰਤ ਕੰਕਰੀਟ
Central mixer,ਕੇਂਦਰੀ ਮਿਕਸਰ
Centrifugal fan,ਸੈਂਟਰਿਫਿਊਗਲ ਪੱਖਾ
Chalk,ਚਾਕ
Chamfer,ਚੈਂਫਰ
Chamfer strip,ਚੈਂਫਰ ਪੱਟੀ
Channel beam,ਚੈਨਲ ਬੀਮ
Characteristic load,ਵਿਸ਼ੇਸ਼ਤਾ ਲੋਡ
Characteristic strength,ਗੁਣ ਸ਼ਕਤੀ
Charge off,ਚਾਰਜ ਬੰਦ
Charging,ਚਾਰਜ ਹੋ ਰਿਹਾ ਹੈ
Checking,ਜਾਂਚ ਕਰ ਰਿਹਾ ਹੈ
Chemical bond,ਰਸਾਇਣਕ ਬੰਧਨ
Chernozem,ਚੇਰਨੋਜ਼ਮ
Chestnut soil,ਚੈਸਟਨਟ ਮਿੱਟੀ
Chimney gutter,ਚਿਮਨੀ ਗਟਰ
Chip board,ਚਿੱਪ ਬੋਰਡ
Chipping,ਚਿੱਪਿੰਗ
Chips,ਚਿਪਸ
Chute,ਚੂਤ
Class (of concrete),ਕਲਾਸ (ਕੰਕਰੀਟ ਦੀ)
Clay,ਮਿੱਟੀ
Clay content,ਮਿੱਟੀ ਦੀ ਸਮੱਗਰੀ
Clay pan,ਮਿੱਟੀ ਦਾ ਪੈਨ
Cleanout,ਸਫਾਈ
Clean up,ਸਾਫ਼ ਕਰੋ
Cleat,ਕਲੀਟ
Clinker,ਕਲਿੰਕਰ
Clip,ਕਲਿਪ
Coagulation,ਜੰਮਣਾ
Coarse aggregate,ਮੋਟਾ ਕੁੱਲ
Coarse grained soil,ਮੋਟੇ ਦਾਣੇ ਵਾਲੀ ਮਿੱਟੀ
Coat,ਕੋਟ
Coffer dam,ਕੋਫਰ ਡੈਮ
Cohesion,ਤਾਲਮੇਲ
Colloid,ਕੋਲਾਇਡ
Colloidal moisture equivalent ratio,ਕੋਲੋਇਡਲ ਨਮੀ ਦੇ ਬਰਾਬਰ ਅਨੁਪਾਤ
Colloidal system,ਕੋਲੋਇਡਲ ਸਿਸਟਮ
Colluvial soil,ਕੋਲੋਵੀਅਲ ਮਿੱਟੀ
Column,ਕਾਲਮ
Combed finish,ਕੰਬਡ ਮੁਕੰਮਲ
Combined footing,ਸੰਯੁਕਤ ਪੈਰ
Combined water,ਸੰਯੁਕਤ ਪਾਣੀ
Common room,ਸਾਂਝਾ ਕਮਰਾ
Completion certificate,ਮੁਕੰਮਲਤਾ ਸਰਟੀਫਿਕੇਟ
Component square,ਕੰਪੋਨੈਂਟ ਵਰਗ
Concrete,ਕੰਕਰੀਟ
Concretion,ਕੰਕਰੀਸ਼ਨ
Consolidated rate/flat rate,ਏਕੀਕ੍ਰਿਤ ਦਰ/ਫਲੈਟ ਦਰ
Contaminants,ਗੰਦਗੀ
Cooking alcove,ਐਲਕੋਵ ਪਕਾਉਣਾ
Coping,ਮੁਕਾਬਲਾ ਕਰਨਾ
Corbel,ਕੋਰਬੇਲ
Cornice,ਕਾਰਨੀਸ
Coupler,ਕਪਲਰ
"Coupler, double","ਕਪਲਰ, ਡਬਲ"
"Coupler, putlog","ਕਪਲਰ, ਪੁਟਲੌਗ"
"Coupler, swivel","ਕਪਲਰ, ਘੁਮਾਣ ਵਾਲਾ"
Course,ਕੋਰਸ
Coursed random rubble masonry,ਕੋਰਸ ਕੀਤਾ ਬੇਤਰਤੀਬ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
Covered area,ਕਵਰ ਕੀਤਾ ਖੇਤਰ
Creep,ਕ੍ਰੀਪ
Creep coefficient,ਕ੍ਰੀਪ ਗੁਣਾਂਕ
Crotovine,ਕਰੋਟੋਵਾਈਨ
Crow foot,ਕਾਂ ਦੇ ਪੈਰ
Crumb structure,ਟੁਕੜਾ ਬਣਤਰ
Curb,ਕਰਬ
Current,ਵਰਤਮਾਨ
Curve resistance,ਕਰਵ ਪ੍ਰਤੀਰੋਧ
Damp proof course,ਨਮੀ ਪਰੂਫ਼ ਕੋਰਸ
Date of completion,ਮੁਕੰਮਲ ਹੋਣ ਦੀ ਮਿਤੀ
Dead load,ਡੈੱਡ ਲੋਡ
Dead water,ਮਰੇ ਹੋਏ ਪਾਣੀ
Decibel,ਡੈਸੀਬਲ
Deflocculation,Deflocculation
Degree of aeration or air space ratio,ਹਵਾਬਾਜ਼ੀ ਜਾਂ ਏਅਰ ਸਪੇਸ ਅਨੁਪਾਤ ਦੀ ਡਿਗਰੀ
Degree of aggregation,ਏਕੀਕਰਣ ਦੀ ਡਿਗਰੀ
Degree of dispersion,ਫੈਲਾਅ ਦੀ ਡਿਗਰੀ
Degree of saturation,ਸੰਤ੍ਰਿਪਤਾ ਦੀ ਡਿਗਰੀ
Density,ਘਣਤਾ
Desert pavement,ਮਾਰੂਥਲ ਫੁੱਟਪਾਥ
Desert soil,ਮਾਰੂਥਲ ਦੀ ਮਿੱਟੀ
Details,ਵੇਰਵੇ
Development period,ਵਿਕਾਸ ਦੀ ਮਿਆਦ
D-horizon,ਡੀ-ਹੋਰੀਜ਼ਨ
Diagonal bond,ਵਿਕਰਣ ਬੰਧਨ
Diagram,ਚਿੱਤਰ
Digital dock,ਡਿਜੀਟਲ ਡੌਕ
Differential water rate,ਵਿਭਿੰਨ ਪਾਣੀ ਦੀ ਦਰ
Dilution ventilation,ਪਤਲਾ ਹਵਾਦਾਰੀ
Diluvium,ਡਾਇਲੁਵੀਅਮ
Dining room,ਭੋਜਨ ਕਕਸ਼
Direction peg,ਦਿਸ਼ਾ ਪੈਗ
Dispersion,ਫੈਲਾਅ
Distemper,ਡਿਸਟੈਂਪਰ
Dock,ਡੌਕ
Door,ਦਰਵਾਜ਼ਾ
Dormer,ਡੋਰਮਰ
Dormer check,ਡੋਰਮਰ ਜਾਂਚ
Double flemish bond,ਡਬਲ ਫਲੇਮਿਸ਼ ਬਾਂਡ
Double layer,ਡਬਲ ਪਰਤ
Dowel,ਡੌਲ
Drawing board,ਡਰਾਇੰਗ ਬੋਰਡ
Drawing room,ਡਰਾਇੰਗ ਰੂਮ
Drift,ਵਹਿਣਾ
Dry bulb temperature,ਸੁੱਕੇ ਬੱਲਬ ਦਾ ਤਾਪਮਾਨ
Dry dock,ਸੁੱਕੀ ਡੌਕ
Dry rubber masonry,ਸੁੱਕੀ ਰਬੜ ਦੀ ਚਿਣਾਈ
Dutch bond,ਡੱਚ ਬਾਂਡ
Dwarf wall,ਬੌਣੀ ਕੰਧ
Dwelling unit,ਨਿਵਾਸ ਯੂਨਿਟ
Eave,ਈਵ
Eaves gutter,ਈਵਸ ਗਟਰ
Economic feasibility,ਆਰਥਿਕ ਵਿਵਹਾਰਕਤਾ
Ectodynamorphic soil,ਐਕਟੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ
Eddy,ਐਡੀ
Effective size,ਪ੍ਰਭਾਵੀ ਆਕਾਰ
Efflorescence,ਪ੍ਰਫੁੱਲਤ
Effluent,ਪ੍ਰਵਾਹ
Elevation,ਉਚਾਈ
Eluviation,ਐਲੂਵੀਏਸ਼ਨ
Eluvium,ਐਲੂਵਿਅਮ
Endodynamorphic soil,ਐਂਡੋਡਾਇਨਾਮੋਰਫਿਕ ਮਿੱਟੀ
Engineering feasibility,ਇੰਜੀਨੀਅਰਿੰਗ ਵਿਵਹਾਰਕਤਾ
English bond,ਅੰਗਰੇਜ਼ੀ ਬਾਂਡ
English garden wall bond,ਅੰਗਰੇਜ਼ੀ ਬਾਗ ਦੀ ਕੰਧ ਬਾਂਡ
"E.P.M. (equivalent per million),""","EPM (ਪ੍ਰਤੀ ਮਿਲੀਅਨ ਦੇ ਬਰਾਬਰ),&quot;"
Equivalent weight,ਬਰਾਬਰ ਭਾਰ
Erg,ਅਰਗ
Exchangeable,ਵਟਾਂਦਰੇਯੋਗ
Exchangeable acidity,ਬਦਲਣਯੋਗ ਐਸਿਡਿਟੀ
Exchangeable sodium percentage (ESP),ਬਦਲਣਯੋਗ ਸੋਡੀਅਮ ਪ੍ਰਤੀਸ਼ਤ (ESP)
E. S P.,ਈ.ਐੱਸ.ਪੀ.
Exchange acidity,ਐਕਸਚੇਂਜ ਐਸਿਡਿਟੀ
Exchange complex,ਐਕਸਚੇਂਜ ਕੰਪਲੈਕਸ
Exhaust,ਨਿਕਾਸ
Exposed finish,ਪ੍ਰਗਟ ਮੁਕੰਮਲ
Eye,ਆਈ
Eye brow,ਅੱਖ ਦਾ ਭਾਂਡਾ
Facing,ਸਾਹਮਣਾ ਕਰਨਾ
Facing bond,ਬਾਂਡ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
Factor of safety,ਸੁਰੱਖਿਆ ਦਾ ਕਾਰਕ
Fall,ਗਿਰਾਵਟ
Facia,ਫੇਸੀਆ
Facia board,ਫੇਸੀਆ ਬੋਰਡ
Fault,ਨੁਕਸ
Field moisture,ਖੇਤ ਦੀ ਨਮੀ
Final moisture equivalent,ਅੰਤਮ ਨਮੀ ਦੇ ਬਰਾਬਰ
Fillet (of mortar),ਫਿਲਟ (ਮੋਰਟਾਰ ਦਾ)
Finial,ਫਾਈਨਲ
Final measurement,ਅੰਤਮ ਮਾਪ
Final paymentq,ਅੰਤਿਮ ਭੁਗਤਾਨq
Final pre stress,ਅੰਤਮ ਪ੍ਰੀ ਤਣਾਅ
Final tension,ਅੰਤਮ ਤਣਾਅ
Financial feasibility,ਵਿੱਤੀ ਵਿਵਹਾਰਕਤਾ
Fine aggregate,ਵਧੀਆ ਕੁੱਲ
Fissured rock,ਫਿਸਰਡ ਚੱਟਾਨ
Flag stone,ਝੰਡਾ ਪੱਥਰ
Flemish bond,ਫਲੇਮਿਸ਼ ਬਾਂਡ
Flashing,ਫਲੈਸ਼ਿੰਗ
Flashy stream,ਚਮਕਦਾਰ ਸਟ੍ਰੀਮ
Flat roof,ਫਲੈਟ ਛੱਤ
Fleche,ਫਲੇਚੇ
Flemish garden wall bond,ਫਲੇਮਿਸ਼ ਗਾਰਡਨ ਵਾਲ ਬਾਂਡ
Flint,Flint
Flint wall,Flint ਕੰਧ
Floating floor,ਫਲੋਟਿੰਗ ਮੰਜ਼ਿਲ
Flocculation,ਫਲੋਕੂਲੇਸ਼ਨ
Flocculation limit,ਫਲੋਕੂਲੇਸ਼ਨ ਸੀਮਾ
Flocculation ratio,ਫਲੋਕੂਲੇਸ਼ਨ ਅਨੁਪਾਤ
Floccules,ਫਲੋਕੂਲਸ
Floor,ਮੰਜ਼ਿਲ
Floor seal,ਮੰਜ਼ਿਲ ਸੀਲ
Flow,ਪ੍ਰਵਾਹ
Fluctuation,ਉਤਰਾਅ-ਚੜ੍ਹਾਅ
Footing,ਫੁੱਟਿੰਗ
Foundation,ਬੁਨਿਆਦ
Free fall barrow topping mixer,ਫਰੀ ਫਾਲ ਬੈਰੋ ਟਾਪਿੰਗ ਮਿਕਸਰ
Free fall mixer (drum type),ਫਰੀ ਫਾਲ ਮਿਕਸਰ (ਡਰੱਮ ਦੀ ਕਿਸਮ)
Free stone,ਮੁਫ਼ਤ ਪੱਥਰ
Freshet,ਫਰੈੱਸਟ
Friction pile,ਰਗੜ ਢੇਰ
Frog,ਡੱਡੂ
Gable,ਗੇਬਲ
Gablet,ਗੈਬਲੇਟ
Gambrel roof,Gambrel ਛੱਤ
Gauge,ਗੇਜ
Gauging section,ਗੇਜਿੰਗ ਸੈਕਸ਼ਨ
Gauging station,ਗੇਜਿੰਗ ਸਟੇਸ਼ਨ
General location plan,ਆਮ ਟਿਕਾਣਾ ਯੋਜਨਾ
General ventilation,ਆਮ ਹਵਾਦਾਰੀ
G horizon or gley horizon,G ਹੋਰੀਜ਼ਨ ਜਾਂ ਗਲੇ ਹੋਰੀਜ਼ਨ
Glacial till,ਤੱਕ ਗਲੇਸ਼ੀਅਲ
Gneiss,ਗਨੀਸ
Goods yard,ਮਾਲ ਵਿਹੜਾ
Gradient resistance,ਗਰੇਡੀਐਂਟ ਪ੍ਰਤੀਰੋਧ
Granite,ਗ੍ਰੇਨਾਈਟ
Granular structure,ਦਾਣੇਦਾਰ ਬਣਤਰ
Granulation,ਗ੍ਰੇਨੂਲੇਸ਼ਨ
Granule,ਗ੍ਰੈਨਿਊਲ
Gravitational water free water,ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਪਾਣੀ ਮੁਕਤ ਪਾਣੀ
Gravitational yard,ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਯਾਰਡ
Great soil group,ਮਹਾਨ ਮਿੱਟੀ ਸਮੂਹ
Grillage foundation,ਗ੍ਰਿਲੇਜ ਬੁਨਿਆਦ
Ground hand moulding,ਜ਼ਮੀਨੀ ਹੱਥ ਮੋਲਡਿੰਗ
Grouped dock,ਸਮੂਹਬੱਧ ਡੌਕ
Group housing,ਗਰੁੱਪ ਹਾਊਸਿੰਗ
Guest room,ਮਹਿਮਾਨ ਕਮਰਾ
Gutter,ਗਟਰ
Gutter bearer,ਗਟਰ ਚੁੱਕਣ ਵਾਲਾ
Gutter check,ਗਟਰ ਚੈੱਕ
Hammer dressing,ਹੈਮਰ ਡਰੈਸਿੰਗ
Harbour,ਬੰਦਰਗਾਹ
Harbour of refuge,ਪਨਾਹ ਦੀ ਬੰਦਰਗਾਹ
Hard pan,ਹਾਰਡ ਪੈਨ
Header,ਸਿਰਲੇਖ
Header bond,ਹੈਡਰ ਬਾਂਡ
Header course,ਹੈਡਰ ਕੋਰਸ
Head gate structure,ਮੁੱਖ ਗੇਟ ਬਣਤਰ
Head of canal,ਨਹਿਰ ਦਾ ਮੁਖੀ
Head regulator,ਹੈੱਡ ਰੈਗੂਲੇਟਰ
Herring bone bond,ਹੈਰਿੰਗ ਹੱਡੀ ਬੰਧਨ
Hearting,ਦਿਲਦਾਰ
