Odiya,Hindi
କୋହୋମୋଜେନସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,सहखंडज आव्यूह
ମ୍ୟାଟ୍ରିକ୍ସ କୋଭାରିଆନ୍ସ |,आव्यूह सहखंडज
କୋହୋମୋଜେନସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,सहखंडज आव्यूह
ଗ୍ରହଣୀୟ ନିଷ୍ପତ୍ତି କାର୍ଯ୍ୟ,ग्राह्य निर्णय फलन
ଗ୍ରହଣୀୟ ଅନୁମାନ,ग्राह्य परिकल्पना
ଏରୋଡାଇନାମିକ୍ ଫୋର୍ସ |,वायुगतिक बल
ଏରୋଡାଇନାମିକ୍ସ |,वायु गतिकी
ଏକମାତ୍ର ଜ୍ୟାମିତି |,सजातीय ज्यामिति
ଏକମାତ୍ର ମ୍ୟାପିଙ୍ଗ୍ |,सजातीय प्रतिचित्रण
ଏକମାତ୍ର ପରିବର୍ତ୍ତନ,सजातीय रूपांतरण
ଏଗ୍ରିଗେଟ୍ ଭେରିଏବଲ୍ |,समुच्चयी चर
"ବୀଜ ବିବେଚନା, ବୀଜ ବିବେଚନା, ବୀଜ ବିବେଚନା","बीजगणित, ऐलजेब्रा, बीजावली, बीजक्रिया"
"ବିହନ ବନ୍ଦ, ବିହନଯୁକ୍ତ |","बीजतः संवृत, बीजतः"
ବୀଜ ବର୍ଣ୍ଣିତ ସମୀକରଣ |,बीजीय समीकरण
ବୀଜ ବର୍ଣ୍ଣନା,बीजीय व्यंजक
ବୀଜ ବର୍ଣ୍ଣିତ ଏକତା |,बीजीय समघात
ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ,बीजीय फलन
ବୀଜ ବର୍ଣ୍ଣିତ ଜ୍ୟାମିତି |,बीजीय ज्यामिति
ବୀଜ ବର୍ଣ୍ଣିତ ବହୁଳତା |,बीजीय बहुकता
ବୀଜ ବର୍ଣ୍ଣିତ ପ୍ରଣାଳୀ |,बीजीय निकाय
ସମସ୍ତ-ପୂର୍ଣ୍ଣ ସମସ୍ୟା |,सर्व-पूर्णांक समस्या
"ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ୱାଟ ପ୍ରଶ୍ନ,",नियतन समस्या वाटपप्रश्न
ବର୍ଣ୍ଣାନୁକ୍ରମିକ ଟିପ୍ପଣୀ |,अक्षरात्मक संकेत पद्‌धति
ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ,अक्षरात्मक संप्रतीक
ବିକଳ୍ପ କୋଣ,एकांतर कोण
"ବ hom କଳ୍ପିକ ଏକମାତ୍ର ବିକଳ୍ପ ଫର୍ମ,",एकांतर समघात प्रत्यावर्ती रूप
ବିକଳ୍ପ ଗୋଷ୍ଠୀ |,एकांतर समूह
ବିକଳ୍ପ ମ୍ୟାଟ୍ରିକ୍ସ |,एकांतर आव्यूह
ବିକଳ୍ପ କ୍ରମ |,एकांतर श्रेणी
ବିକଳ୍ପ ଅନୁମାନ,वैकल्पिक परिकल्पना
ବିକଳ୍ପ ସର୍ବୋତ୍କୃଷ୍ଟ |,वैकल्पिक इष्टमत
ବିକଳ୍ପ ଫଳାଫଳ |,वैकल्पिक परिणाम
analog-digit କନଭର୍ଟର |,अनुरूप-अंकीय परिवर्तक
"ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର,",अनुरूप कम्प्यूटर
ବିଶ୍ଳେଷଣ |,विश्लेषण
କୋଭାରିଆନ୍ସ ବିଶ୍ଳେଷଣ |,सहप्रसरण-विश्लेषण
ଗଣନା-ତଥ୍ୟ ବିଶ୍ଳେଷଣ |,गणन-आंकड़ों का विश्लेषण
ଭିନ୍ନତା ବିଶ୍ଳେଷଣ |,प्रसरण-विश्लेषण
ଆନାଲିଟିକାଲ୍ ଜ୍ୟାମିତି |,विश्लेषिक ज्यामिति
ବିଶ୍ଳେଷଣାତ୍ମକ କାର୍ଯ୍ୟ,विश्लेषिक फलन
କୋଣ,कोण
ଟାଙ୍ଗେଣ୍ଟ୍ କୋଣ |,स्पर्श-कोण
ବିଘ୍ନ କୋଣ |,विक्षेप-कोण
ଉଦାସୀନତା କୋଣ,अवनमन-कोण
ବିଘ୍ନ କୋଣ |,विचलन-कोण
ବିଭାଜନ କୋଣ |,विवर्तन-कोण
ଉଚ୍ଚତା କୋଣ,उन्नयन-कोण
ଘଟଣାର କୋଣ,आपतन-कोण
ପ୍ରୋଜେକ୍ଟର କୋଣ,प्रक्षेप-कोण
ପ୍ରତିଫଳନ କୋଣ,परावर्तन-कोण
ପ୍ରତିଫଳନ କୋଣ,अपवर्तन-कोण
ଘୂର୍ଣ୍ଣନ କୋଣ,घूर्णन-कोण
ପ୍ରତିଫଳନର ସଂପୂର୍ଣ୍ଣ କୋଣ |,पूर्ण परावर्तन-कोण
କୋଣାର୍କ ତ୍ୱରଣ |,कोणीय त्वरण
କୋଣାର୍କ ବେଗ |,कोणीय गति
କୋଣାର୍କ ଗତି,कोणीय चाल
କୋଣାର୍କ ବେଗ |,कोणीय वेग
ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |,वलयिका
ଉତ୍ତର,उत्तर
କାଉଣ୍ଟର ଡେରିଭେଟିଭ୍ |,प्रति-अवकलज
ଆଇସୋମେଟ୍ରିକ୍ କାର୍ଯ୍ୟ,प्रतिसममित फलन
"ଆଚ୍ଛାଦିତ, ପ୍ରଯୁଜ୍ୟ, ପ୍ରଯୁଜ୍ୟ |","आच्छाद्य, अनु प्रयोज्य, लागू"
"ଆବେଦନ ପ୍ରୟୋଗ,",अनुप्रयोग उपयोजन
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପ୍ରୟୋଗ |,अनुप्रयुक्त गतिशील प्रोग्रामन
ପ୍ରୟୋଗ ହୋଇଥିବା ଜ୍ୟାମିତି |,अनुप्रयुक्त ज्यामिति
ପ୍ରୟୋଗ ହୋଇଥିବା ଗଣିତ |,अनुप्रयुक्त गणित
ପ୍ରୟୋଗ ପରିସଂଖ୍ୟାନ |,अनुप्रयुक्त सांख्यिकी
"ପ୍ରାୟ, ପ୍ରାୟ","सन्निकटतः, लगभग"
ପ୍ରାୟ ନିରନ୍ତର କାର୍ଯ୍ୟ |,सन्निकटतः संतत फलन
"ମାକ୍ରୋ ପଦ୍ଧତି, ଆନୁମାନିକ ପଦ୍ଧତି |","स्थूल विधि, सन्निकट विधि"
ଆନୁମାନିକ ସମାଧାନ,सन्निकट हल
ଆନୁମାନିକ ସମସ୍ୟା,सन्निकटन-समस्या
ଆନୁମାନିକ ସମ୍ପତ୍ତି,सन्निकटन-गुणधर्म
ଦକ୍ଷତା ପରୀକ୍ଷା,अभिक्षमता-परीक्षावली
ଆର୍ଗନ୍ ଚିତ୍ର,आरगाँ आरेख
ସ୍ବେଚ୍ଛାକୃତ,स्वेच्छगहीतृ
"ଅନିୟମିତ, ଅନିୟମିତ |","स्वेच्छ, यादृच्छिक"
ଇଚ୍ଛାଧୀନ ସ୍ଥିର |,स्वेच्छ अचर
ମାଗଣା ଉପାଦାନ |,स्वेच्छ अवयव
ଇଚ୍ଛାଧୀନ ବିନ୍ଦୁ |,स्वेच्छ बिन्दु
ଆର୍କିମିଡେଙ୍କ ନିୟମ |,आर्किमीडी नियम
ଆର୍କିମିଡିସ୍ ନିୟମ |,आर्किमीडीज़ का नियम
"ଆର୍କ-ଲମ୍ବ, ଆର୍କ-ଲମ୍ବ |","चाप-दैर्घ्य, चाप-लम्बाई"
ବୃତ୍ତାକାର,वत्तृ चाप
ଓଲଟା ସାଇନ ବଣ୍ଟନ |,प्रतिलोम ज्या बंटन
ଓଲଟା ସାଇନ ରୂପାନ୍ତର |,प्रतिलोम ज्या रूपांतरण
"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର","क्षेत्र, क्षेत्रफल"
ଆ regional ୍ଚଳିକ ସଂରଚନା,क्षेत्रीय विन्यास
ଏକ ଜଟିଳ ସଂଖ୍ୟାର କୋଣ |,सम्मिश्र संख्या का कोणांक
ଗାଣିତିକ ଅର୍ଥ |,समांतर माध्य
ଡିଜିଟାଲ୍ ଅପରେସନ୍,अंकीय संक्रिया
ଡିଜିଟାଲ୍ ୟୁନିଟ୍ |,अंकीय एकक
"ବିନ୍ୟାସ, ବ୍ୟବସ୍ଥା","विन्यास, व्यवस्था"
"ଆରେ, ଆରେ","व्यूह, सरणी"
କୃତ୍ରିମ ଉପଗ୍ରହ |,कृत्रिम उपग्रह
କୃତ୍ରିମ ଭେରିଏବଲ୍ |,कृत्रिम चर
ଚ imb ିବାକୁ,आरोहण करना
ଆରୋହଣ,आरोही
ତୀବ୍ରତାର କ୍ରମ,परिमाण का आरोही क्रम
ଆରୋହଣ ଗ୍ରେଡ୍,आरोही श्रेणी
ଏକତ୍ରକାରୀ ଭାଷା |,कोडांतरक भाषा
"ଆସାଇନମେଣ୍ଟ ସମସ୍ୟା ଆସାଇନମେଣ୍ଟ ପ୍ରଶ୍ନ,",नियतन समस्या नियतन प्रश्न
ସହଯୋଗୀ ନିୟମ |,साहचर्य नियम
ଅପରେଟର୍ମାନଙ୍କର ଆସୋସିଏଟିଭ୍ ନିୟମ |,संकारकों का साहचर्य नियम
ଆସୋସିଏଟିଭ୍ ଅପରେସନ୍ |,साहचर्य-संक्रिया
ସାଥୀତା,सहचारिता
ଅନୁମାନ କରାଯାଉଥିବା ଅର୍ଥ |,कल्पित माध्य
ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ ଅନୁମାନ କରାଯାଇଛି |,कल्पित प्रायिकता बंटन
"କଳ୍ପିତ, ସ୍ୱୀକାର,","कल्पना, गृहीत"
ଜ୍ୟୋତିଷ ଶାସ୍ତ୍ର,ज्योतिष
"ମହାକାଶଚାରୀ ଇଞ୍ଜିନିୟର ସ୍ପେସ୍ ଇଞ୍ଜିନିୟର,",अंतरिक्षयानिक इंजीनियर अंतराळी अभियंता
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନୀ *,खगोलज्ञ*
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ ଘଣ୍ଟା |,खगोलीय घड़ी
ଜ୍ୟୋତିର୍ବିଜ୍ଞାନ,खगोलिकी
ଅସୀମିତ ବକ୍ର,असममित वक्र
ଅସୀମତା |,असममिति
ଅସ୍ମିପଟୋଟିକ୍ |,अनंतस्पर्शी
ବୃଦ୍ଧି,उपगामी
ପ୍ରଗତିଶୀଳ ଆକଳନକାରୀ |,उपगामी दक्ष आकलक
ରିଟ୍ରୋଗ୍ରେଡ୍ ଦ୍ୱିପାକ୍ଷିକ ଆକଳନକାରୀ |,उपगामी अनभिनत आकलक
ପ୍ରତ୍ୟାବର୍ତ୍ତନ ଆଚରଣ |,उपगामी आचरण
ଆକ୍ରମଣାତ୍ମକ ବଣ୍ଟନ କାର୍ଯ୍ୟ |,उपगामी बंटन-फलन
ଉପର ବିସ୍ତାର,उपगामी प्रसार
ବାୟୁମଣ୍ଡଳୀୟ ଚାପ |,वायु मंडलीय दाब
"ଅନିୟମିତ ଭାବରେ,",यदृच्छया
ସମ୍ପତ୍ତି *,गुण*
ଗୁଣଧର୍ମ-ନମୁନା-ଯାନ୍ତ୍ରିକ |,गुण-प्रतिचयन-क्रियाविधि
ବୃଦ୍ଧି ହୋଇଥିବା ମାଟ୍ରିକ୍ସ,संवर्धित आव्यूह
ଅଟୋକୋରେଲେସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,स्वसहसंबंध गुणांक
ଅଟୋକୋରେଲେସନ୍ ଫଙ୍କସନ୍,स्वसहसंबंध फलन
କୋଭାରିଆନ୍ସ |,स्वसहप्रसरण
ସ୍ୱୟଂଚାଳିତ କମ୍ପ୍ୟୁଟର |,स्वचालित अभिकलित्र
ଆତ୍ମସମ୍ମାନ,स्वसमाश्रयण
ସହାୟକ ସମୀକରଣ,सहायक समीकरण
ହାରାହାରି ନମୁନା ସଂଖ୍ୟା ବକ୍ର (MPC ବକ୍ର),माध्य प्रतिदर्श संख्या वक्र (मा.प्र.सं. वक्र)
"axiom, axiom","स्वयंसिद्‌ध, अभिगृहीत"
axiom ପଦ୍ଧତି |,अभिगहीती दृष्टिकोण
ସମ୍ଭାବ୍ୟତା axiom |,प्रायिकता अभिगृहीत
ଅକ୍ଷ,अक्ष
ଭୁଜାକ୍,भुजाक्ष
ପୃଥିବୀ ଅକ୍ଷ,भू-अक्ष
ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ,परिक्रमण-अक्ष
ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ,घूर्णन अक्ष
ସ୍ପିନ୍ ଅକ୍ଷ,प्रचक्रण-अक्ष
ପୋଷ୍ଟ ରିପ୍ଲେସମେଣ୍ଟ,पश्च-प्रतिस्थापन
ପରେ,पश्चांतर
ପଛ ସନ୍ନିବେଶ ସୂତ୍ର |,पश्च अंतर्वेशन-सूत्र
"ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |","तुला, तराजू, संतु लन, शेष, बाकी, संतुलित होना, संतुलित करना"
ସନ୍ତୁଳିତ ଡିଜାଇନ୍ |,संतुलित अभिकल्पना
ତୂଳନା ପତ୍ର,तुलन-पत्र
କ୍ଷେପଣାସ୍ତ୍ର,प्रक्षेपास्त्र
"ବାଲିଷ୍ଟିକ୍, ଅସ୍ତ୍ରଶସ୍ତ୍ର |","प्राक्षेपिकी, अस्त्र विज्ञान"
"ସ୍ତମ୍ଭ, ବାଡ଼ି, କୋବ୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ବାର୍, ରେଖା, ରେଖା, ପରୀକ୍ଷା ରେଖା, ଧାର |","स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी, रोधिका, भित्ति, बार, रेखा, रेखिका, परीक्षण रेखा, धार"
"ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର, ଆଧାର |","आधार, क्षारक, अधम, मूल, बेस"
ମୂଳ କୋଣ,आधार कोण
"ଲୋଗାରିଦମର ଆଧାର, ଲୋଗାରିଦମର ଆଧାର |","लघुगणक का आधार, लॉगरिथ्म का आधार"
"ମ basic ଳିକ, ମ basic ଳିକ,","आधारी, मूल"
ମୂଳ ସମନ୍ୱିତ ସମାଧାନ |,आधारी सुसंगत हल
ମୂଳ ସମାଧାନ |,आधारी हल
ବେସ୍ ଭେରିଏବଲ୍ |,आधारी चर
ଆଧାର,आधारक
ମୂଳ ଉପାଦାନ |,आधार अवयव
ବେସ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,आधारी आव्यूह
ଭେକ୍ଟର ସ୍ପେସ୍ ର ଆଧାର |,सदिश समष्टि का आधार
ଜନସଂଖ୍ୟା ଆଧାର |,उपसमष्टि का आधार
ଅସାଧୁ,बेज़-आकल
bez-rule,बेज़-नियम
ବେଜ୍-ଥିଓରେମ୍ |,बेज़-प्रमेय
bernoulli- ବଣ୍ଟନ |,बर्नूली-बंटन
ବର୍ନୁଲି ସଂଖ୍ୟା |,बर्नूली संख्या
ବର୍ନୁଲି ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ |,बर्नूली प्रायिकता-फलन
ବର୍ନୁଲି-ସମୀକରଣ |,बर्नूली-समीकरण
ବେରୀ କାର୍ଯ୍ୟ,बेरी फलन
ସର୍ବୋତ୍ତମ ଆଡିଶିନ୍ |,श्रेष्ठतम आसंजन
ସର୍ବୋତ୍ତମ ଆଡେସିନ୍ ରେଖା |,श्रेष्ठतम आसंजन रेखा
ସର୍ବୋତ୍ତମ ସମାଧାନ |,सर्वोत्तम हल
ସର୍ବୋତ୍ତମ ଟିପ୍ସ |,सर्वोत्तम युक्तियाँ
ବିଟା ବଣ୍ଟନ |,बीटा बंटन
"ପକ୍ଷପାତ, ପକ୍ଷପାତ |","अभिनति, बायस"
ପକ୍ଷପାତିତ ମୂଲ୍ୟାଙ୍କନ |,अभिनत आकल
ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |,द्विप्रसंवादी समीकरण
ଏକକ କଭର |,एकैकी आच्छादन
ଏକକ କଭର ମାନଚିତ୍ର,एकैकी आच्छादी प्रतिचित्र
ଏକକ କଭର ମ୍ୟାପିଂ |,एकैकी आच्छादी प्रतिचित्रण
ଚତୁର୍ଭୁଜ ଚତୁର୍ଭୁଜ |,द्विएकघाती समघात
ବିଲିନାର୍ ଫଙ୍କସନ୍,द्विरैखिक फलन
bilinear hermitian homogeneity |,द्विरैखिक हर्मिटीय समघात
"ଦ୍ୱି-ଭେରିଏବଲ୍, ବାଇନାରୀ, ଡୁଆଲ୍ |","द्वि-चर, द्वि-आधारी, द्वयी"
"ବାଇନାରୀ କୋଡ୍, ବାଇନାରୀ କୋଡ୍ |","द्वि-आधारी कोड, द्विआधारी कूट"
"ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ, ବାଇନାରୀ କୋଡେଡ୍ ଦଶମିକ |","द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव"
ବାଇନାରୀ ଏନକୋଡିଂ |,द्वि-आधारी कूटलेखन
ବାଇନାରୀ କମ୍ପ୍ୟୁଟର |,द्वि-आधारी अभिकलित्र
ବାଇନାରୀ ସଂଖ୍ୟା,द्वि-आधारी अंक
ବାଇନାରୀ ଅପରେସନ୍ |,द्विआधारी संक्रिया
ବାଇନାରୀ ପଦ୍ଧତି |,द्विआधारी पद्‌धति
ବାଇନାରୀ ଭେରିଏବଲ୍ |,द्विआधारी चर
ଦ୍ୱିପାକ୍ଷିକ ଗୁଣବତ୍ତା |,द्विपद गुणांक
ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ |,द्विपद बंटन
ଦ୍ୱିପାକ୍ଷିକ ସମୀକରଣ |,द्विपद समीकरण
ଦ୍ୱିପାକ୍ଷିକ ଭିନ୍ନତା |,द्विपद प्रसरण
ଦ୍ୱିପାକ୍ଷିକ ଅଭିବ୍ୟକ୍ତି |,द्विपद व्यंजक
ଦ୍ୱିପାକ୍ଷିକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,द्विपद यादृच्छिक चर
ଦ୍ୱିପାକ୍ଷିକ ତତ୍ତ୍। |,द्विपद-प्रमेय
"ଅଧା, ବିଫୁର୍କେସନ୍ |","अर्धन, द्विभाजन"
"ବିସେକ୍ଟ ପଦ୍ଧତି, ସେମିଡିଭିଜନ୍ ପଦ୍ଧତି |","समद्विभाजन विधि, अर्धीकरण विधि"
ଅଧା ବିସେକ୍ଟର |,"अर्धक, द्विभाजक"
ଦ୍ୱିପାକ୍ଷିକ |,"द्विपंक्तिक, द्विश्रेणिक"
"ଡୱେଙ୍କ୍ (ବାଇନାରୀ ସଂଖ୍ୟା), ଅନି, ବର୍ମା, ଟୁକ୍ |","द्वयंक (द्विआधारी अंक), अणी, बरमी, टूक"
ଦ୍ୱିପାକ୍ଷିକ ଦ୍ୱିପାକ୍ଷିକ ବଣ୍ଟନ ଦ୍ୱିପାକ୍ଷିକ |,द्विचर द्विपद-बंटन द्विचल
ବିଭାରିଏଟ୍ ସମ୍ପର୍କ କୋଏଫିସିଏଣ୍ଟ୍ |,द्विचर सहसंबंध गुणांक
ବିଭାରିଏଟ୍ ବଣ୍ଟନ |,द्विचर बंटन
ସାଧାରଣ ବଣ୍ଟନ,द्विचर प्रसामान्य-बंटन
ବିଭେକ୍ଟର୍ |,द्विसदिश
ବୋଲ୍ଟମ୍ୟାନ୍ ସମୀକରଣ |,बोल्ट्मान समीकरण
ବୁଲିୟନ୍ ବୀଜ ବର୍ଣ୍ଣନା *,बूलीय बीजावली*
ବୋଷ-ଆଇନଷ୍ଟାଇନ ପରିସଂଖ୍ୟାନ |,बोस-आइन्स्टाइन सांख्यिकी
ସୀମିତତା ପ୍ରତିବନ୍ଧକ |,परिसीमा प्रतिबन्ध
ସୀମା ସ୍ତର |,परिसीमा स्तर
ସୀମା ରେଖା |,परिसीमा रेखा
ସୀମା ମୂଲ୍ୟ,परिसीमा मान
ସୀମା ମୂଲ୍ୟ ସମସ୍ୟା |,परिसीमा मान समस्या
"ସୀମାବଦ୍ଧ କାର୍ଯ୍ୟ ସୀମିତ ଫଳ,",परिबद्‌ध फलन परिबद्‌ध फल
"ସୀମାବଦ୍ଧ ମ୍ୟାଟ୍ରିକ୍ସ, ସୀମାବଦ୍ଧ ମ୍ୟାଟ୍ରିକ୍ସ, ସୀମାବଦ୍ଧ ଟେବୁଲ୍,","परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी"
"ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ ସୀମାବଦ୍ଧ ଅଞ୍ଚଳ,",परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश
"ସୀମାବଦ୍ଧ ସେଟ୍ ସୀମାବଦ୍ଧ ସେଟ୍,",परिबद्‌ध समच्चय परिबद्‌ध संच
ବ୍ରାଉନି ଗତି |,ब्राउनी गति
ଗଣନା କରିବାକୁ,परिकलन करना
ଗଣନା,परिकलन
"କାଲକୁଲେଟର, କାଲକୁଲେଟର","परिकलन-यंत्र, परिकलित्र"
ଗଣନା *,परिकलन*
ଗଣନା କାର୍ଯ୍ୟ ପଦ୍ଧତି |,परिकलनात्मक क्रिया विधि
"କାଲକୁଲେଟର, କାଲକୁଲେଟର","परिकलित्र, परिकलक"
"କାଲକୁଲସ୍, କାଲ୍କୁଲସ୍","कलन, कैलकुलस"
ଭିନ୍ନତା ଗଣନା,विचरण-कलन
କ୍ୟାଲୋରୀ,कैलोरी
ପ୍ରତ୍ୟାହାର ନିୟମ |,निरसन नियम
କାନୋନିକାଲ୍ ସମୀକରଣ |,विहित समीकरण
କାନୋନିକାଲ୍ ଫର୍ମ |,विहित रूप
"କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ, କେ କାନୋନିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |","विहित मैट्रिक्स, के नानिकल मैट्रिक्स"
କ୍ୟାଣ୍ଟର ସେଟ୍ |,कैन्टर समुच्चय
କ୍ୟାଣ୍ଟର ତ୍ରିକୋଣୀୟ ସେଟ୍ |,कैन्टर त्रिआधारी समुच्चय
ବାଧାପ୍ରାପ୍ତ ପରିବହନ ସମସ୍ୟା |,परिबंधित परिवहन समस्या
ଦକ୍ଷତା,क्षमता
କ୍ୟାପିଲାରୀ ଫୋର୍ସ |,केशिका-बल
"ଗଣନା ସଂଖ୍ୟା, କାର୍ଡିନାଲ୍ ସଂଖ୍ୟା |","गणन संख्या, कार्डिनल संख्या"
କାର୍ଟେସିଆନ୍ ଅକ୍ଷ |,कार्तीय अक्ष
କାର୍ଟେସିଆନ୍ ସଂଯୋଜନା |,कार्तीय निर्देशांक
କାର୍ଟେସିଆନ୍ ଉତ୍ପାଦ |,कार्तीय गुणन
ସେଟ୍ ର କାର୍ଟେସିଆନ୍ ଗୁଣନ |,समुच्चयों का कार्तीय गुणन
"କେସ୍ ଷ୍ଟଡି, କେସ୍ ଷ୍ଟଡି |","केस अध्ययन, वस्तुस्थिति अध्ययन"
ବିପର୍ଯ୍ୟସ୍ତ ବକ୍ତବ୍ୟ |,विपत्तिपूर्ण उच्चावचन
କ୍ୟାଟିନାରୀ,कैटिनरी
କାଚି ବଣ୍ଟନ |,कौशी बंटन
