Marathi,Odiya
खाते क्रमांक,ଖାତା ସଂଖ୍ୟା
पुनरुत्पादक संचय,ପୁନର୍ବାର ଜମା କରିବା |
संचयक,ଆକ୍ୟୁମୁଲେଟର
संचयक नोंदणी,ଆକ୍ୟୁମୁଲେଟର ରେଜିଷ୍ଟର |
संचयक शिफ्ट सूचना,ଆକ୍ୟୁମୁଲେଟର ସିଫ୍ଟ ନିର୍ଦ୍ଦେଶ |
अचूकता,ସଠିକତା
अचूकता नियंत्रण वर्ण,ସଠିକତା ନିୟନ୍ତ୍ରଣ ଚରିତ୍ର |
अचूकता नियंत्रण प्रणाली,ସଠିକତା ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା |
ऐस पायलट,Ace ପାଇଲଟ୍ |
चरित्र कबूल करा,ସ୍ୱୀକାର କରନ୍ତୁ ବର୍ଣ୍ଣ
ध्वनिक कपलर,ଆକାଶବାଣୀ କପତର୍ |
ध्वनिक कपलिंग,ଆକାଶବାଣୀ କଣ୍ଟା |
ध्वनिक विलंब रेखा,ଆକାଶବାଣୀ ବିଳମ୍ବ ରେଖା |
ध्वनिक मेमरी,ଆକାଶବାଣୀ ସ୍ମୃତି
ध्वनिक मॉडेम,ଆକାଶବାଣୀ ମୋଡେମ୍ |
ध्वनिक सिग्नल,ଆକାଶବାଣୀ ସଙ୍କେତ |
ध्वनिक संचयन,ଆକାଶବାଣୀ ସଂରକ୍ଷଣ |
परिवर्णी शब्द,ଆକ୍ରୋନିମ୍ |
क्रिया,କାର୍ଯ୍ୟ
कृती चक्र,କ୍ରିୟା ଚକ୍ର
कृती ओळ,କ୍ରିୟା ରେଖା
कृती संदेश,କ୍ରିୟା ବାର୍ତ୍ତା
कृती तपशील,କାର୍ଯ୍ୟ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
सक्रियकरण,ସକ୍ରିୟକରଣ
सक्रिय,ସକ୍ରିୟ
सक्रिय फाईल,ସକ୍ରିୟ ଫାଇଲ
सक्रिय ओळ,ସକ୍ରିୟ ରେଖା
सक्रिय दुवा,ସକ୍ରିୟ ଲିଙ୍କ୍ |
सक्रिय मास्टर फाइल,ସକ୍ରିୟ ମାଷ୍ଟର ଫାଇଲ |
सक्रिय मास्टर आयटम,ସକ୍ରିୟ ମାଷ୍ଟର ଆଇଟମ୍ |
सक्रिय उपग्रह,ସକ୍ରିୟ ଉପଗ୍ରହ |
सक्रिय स्टेशन,ସକ୍ରିୟ ଷ୍ଟେସନ
सक्रिय संचयन,ସକ୍ରିୟ ସଂରକ୍ଷଣ
क्रियाकलाप,କାର୍ଯ୍ୟକଳାପ
क्रियाकलाप पातळी,କାର୍ଯ୍ୟକଳାପ ସ୍ତର
क्रियाकलाप लोडिंग,କାର୍ଯ୍ୟକଳାପ ଲୋଡିଂ
क्रियाकलाप प्रमाण,କାର୍ଯ୍ୟକଳାପ ଅନୁପାତ
वास्तविक पत्ता (= परिपूर्ण पत्ता),ପ୍ରକୃତ ଠିକଣା (= ସଂପୂର୍ଣ୍ଣ ଠିକଣା)
वास्तविक कोड (= परिपूर्ण कोड),ପ୍ରକୃତ କୋଡ୍ (= ସଂପୂର୍ଣ୍ଣ କୋଡ୍)
वास्तविक डेटा हस्तांतरण दर,ପ୍ରକୃତ ଡାଟା ସ୍ଥାନାନ୍ତର ହାର |
वास्तविक दशांश बिंदू,ପ୍ରକୃତ ଦଶମିକ ବିନ୍ଦୁ |
वास्तविक सूचना (= प्रभावी सूचना),ପ୍ରକୃତ ନିର୍ଦ୍ଦେଶ (= ପ୍ରଭାବଶାଳୀ ନିର୍ଦ୍ଦେଶ)
वास्तविक की,ପ୍ରକୃତ ଚାବି |
वास्तविक वेळ,ପ୍ରକୃତ ସମୟ
वास्तविक कामाची वेळ,ପ୍ରକୃତ କାର୍ଯ୍ୟ ସମୟ
अ‍ॅक्ट्युएटिंग सिग्नल,କାର୍ଯ୍ୟକ୍ଷମ ସଙ୍କେତ
अनुकूलता,ଅନୁକେତ
अ‍ॅडॉप्टर,ଆଡାପ୍ଟର
अ‍ॅडॉप्टिव्ह चॅनेल वाटप,ଆଡାପ୍ଟିଭ୍ ଚ୍ୟାନେଲ୍ ଆବଣ୍ଟନ |
अनुकूली एकत्रीकरण,ଆଡାପ୍ଟିଭ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |
अ‍ॅडॉप्टिव्ह ट्रान्सव्हर्सल इक्वेलायझर,ଆଡାପ୍ଟିଭ୍ ଟ୍ରାନ୍ସଭର୍ସାଲ୍ ସମାନତା |
जोडलेली प्रविष्टी,ପ୍ରବେଶ ଯୋଗ କରାଯାଇଛି |
परिशिष्ट,ଯୋଡି
अ‍ॅडर,ଆଡର୍
अ‍ॅडडर सबट्रॅक्टर,ଆଡର୍ ସବଟ୍ରାକ୍ଟର |
फाईल जोडा,ଫାଇଲ୍ ଯୋଡନ୍ତୁ
अतिरिक्त वर्ण (= विशेष वर्ण),ଅତିରିକ୍ତ ଅକ୍ଷର (= ବିଶେଷ ଅକ୍ଷର)
व्यतिरिक्त रेकॉर्डर,ଯୋଗ ରେକର୍ଡ |
व्यतिरिक्त सारणी,ଯୋଗ ଉପକରଣ
अ‍ॅडिटिव्ह विशेषता,ଯୋଗୀ ଗୁଣ
मोड जोडा,ମୋଡ୍ ଯୋଡନ୍ତୁ
ऑपरेशन जोडा,ଅପରେସନ୍ ଯୋଡନ୍ତୁ |
पत्ता,ଠିକଣା
पत्तेपणाचा उपाय,ଠିକଣା ମାପ ମାପ |
पत्ते करण्यायोग्य क्षैतिज स्थिती,ଠିକଣା ଯୋଗ୍ୟ ଭୂସମାନ୍ତର ସ୍ଥିତି |
पत्ता योग्य बिंदू,ଠିକଣା ଯୋଗ୍ୟ ବିନ୍ଦୁ |
पत्ता योग्य स्थिती,ଠିକଣା ଯୋଗ୍ୟ ଅବସ୍ଥାନ |
पत्ते करण्यायोग्य नोंदणी,ଠିକଣା ଯୋଗ୍ୟ ରେଜିଷ୍ଟର |
पत्ता योग्य स्टोरेज,ଠିକଣା ଯୋଗ୍ୟ ଷ୍ଟୋରେଜ
पत्ता योग्य अनुलंब स्थिती,ଠିକଣା ଭୂଲମ୍ବ ସ୍ଥିତି |
अ‍ॅड्रेस बस,ଠିକଣା ବସ୍
पत्ता कोड,ଠିକଣା କୋଡ୍
पत्ता तुलनात्मक,ଠିକଣା ତୁଳସୀତି
पत्ता गणना,ଠିକଣା ଗଣନା
पत्ता स्थिर,ସ୍ଥିର ଠିକଣା
पत्ता रूपांतरण,ଠିକଣା କନଭର୍ସନ୍ |
पत्ता डेटा,ଠିକଣା ତଥ୍ୟ
संबोधित मेमरी,ଠିକଣା ମେମୋରୀ |
पत्ता प्रभावी,ଠିକଣା ପ୍ରଭାବଶାଳୀ |
पत्ता फील्ड,ଠିକଣା କ୍ଷେତ୍ର
पत्ता स्वरूप,ଠିକଣା ଫର୍ମାଟ୍
पत्ता विनामूल्य कार्यक्रम,ଠିକଣା ମାଗଣା ପ୍ରୋଗ୍ରାମ୍ |
पत्ता,ଠିକଣା
पत्ता  वर्ण,ଠିକଣା  ବର୍ଣ୍ଣ
व्यत्यय संबोधित करणे,ବାଧା ଠିକଣା
पळवाट पळवाट,ଲୁପ୍ ଠିକଣା
आभासी मेमरी संबोधित करणे,ଭର୍ଚୁଆଲ୍ ମେମୋରୀ ଠିକଣା
पत्ता इंटरलॅकिंग,ଠିକଣା ଅନ୍ତରାପଳୀ
पत्ता नसलेली सूचना स्वरूप,ଠିକଣାହୀନ ନିର୍ଦ୍ଦେଶ ଫର୍ମାଟ୍ |
पत्ता ओळ,ଠିକଣା ରେଖା
पत्ता मॅपिंग,ଠିକଣା ମ୍ୟାପିଙ୍ଗ
पत्ता चिन्ह,ଠିକଣା ଚିହ୍ନ
पत्ता बदल,ଠିକଣା ପରିବର୍ତ୍ତନ
पत्ता भाग,ଠିକଣା ଅଂଶ
पत्ता पॉईंटर,ଠିକଣା ସୂଚକ
पत्ता नोंदणी,ଠିକଣା ରେଜିଷ୍ଟର |
पत्ता सिग्नल,ଠିକଣା ସଙ୍କେତ
पत्ता आकार,ଠିକଣା ଆକାର
पत्ता जागा,ଠିକଣା ସ୍ଥାନ
पत्ता जागा अभिज्ञापक,ଠିକଣା ସ୍ପେସ୍ ପରିଚାୟକ |
पत्ता थांबा,ଠିକଣା ଷ୍ଟପ୍
पत्ता ट्रेस,ଠିକଣା ଚିହ୍ନ
पत्ता ट्रॅक,ଠିକଣା ଟ୍ରାକ୍
पत्ता अनुवाद,ଠିକଣା ଅନୁବାଦ
पत्ता अनुवादक,ଠିକଣା ଅନୁବାଦକ
अ‍ॅड-सबस्ट्रॅक्ट वेळ,ଯୋଡନ୍ତୁ-ସବଟ୍ରାକ୍ଟ ଟାଇମ୍ |
वेळ जोडा,ସମୟ ଯୋଡନ୍ତୁ |
समीप,ସଂଲଗ୍ନ
जवळची रचना,ସଂଲଗ୍ନ structure ାଞ୍ଚା |
समीप चॅनेल,ସଂଲଗ୍ନ ଚ୍ୟାନେଲ |
समीप डोमेन,ସଂଲଗ୍ନ ଡୋମେନ୍ |
समीप मॅट्रिक्स,ସଂଲଗ୍ନ ମ୍ୟାଟ୍ରିକ୍ସ |
समीप नोड,ସଂଲଗ୍ନ ନୋଡ୍ |
समीप सुबेरिया,ସଂଲଗ୍ନ ସୁବିରା |
संक्षिप्त रुप (सिस्टम),Adjone (ସିଷ୍ଟମ୍)
समायोजित करा,ଆଡଜଷ୍ଟ କରନ୍ତୁ |
समायोज्य मर्यादा,ନିୟନ୍ତ୍ରିତ ପରିମାଣ
मजकूर मोड समायोजित करा,ପାଠ୍ୟ ମୋଡ୍ ଆଡଜଷ୍ଟ କରନ୍ତୁ |
प्रशासकीय डेटा प्रक्रिया,ପ୍ରଶାସନିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
प्रशासकीय ऑपरेशन,ପ୍ରଶାସନିକ କାର୍ଯ୍ୟ
प्रशासकीय ऑपरेटर,ପ୍ରଶାସନିକ ଅପରେଟର |
प्रशासकीय ऑपरेटर स्टेशन,ପ୍ରଶାସନିକ ଅପରେଟର୍ ଷ୍ଟେସନ୍ |
प्रशासकीय समर्थन प्रणाली,ପ୍ରଶାସନିକ ସମର୍ଥନ ସିଷ୍ଟମ୍ |
प्रगत संप्रेषण सेवा,ଉନ୍ନତ ଯୋଗାଯୋଗ ସେବା |
प्रगत माहिती प्रणाली,ଉନ୍ନତ ସୂଚନା ସିଷ୍ଟମ୍ |
प्रगत ऑप्टिकल कॅरेक्टर रीडर,ଅପ୍ଟିକାଲ୍ ବର୍ଣ୍ଣ ରିଡର୍ |
प्रगत वैज्ञानिक संगणक,ଉନ୍ନତ ବ scientific ଜ୍ଞାନିକ କମ୍ପ୍ୟୁଟର |
हवाई,ବାୟୁ
एकूण,ସମୁଦାୟ
एकूण अभिव्यक्ती,ସମୁଦାୟ ଅଭିବ୍ୟକ୍ତି |
लक्ष्य वर्तुळ,ଲକ୍ଷ୍ୟ ସର୍କଲ୍ |
लक्ष्य फील्ड (= लक्ष्य चिन्ह),ଲକ୍ଷ୍ୟ କ୍ଷେତ୍ର (= ଲକ୍ଷ୍ୟ କରୁଥିବା ପ୍ରତୀକ)
लक्ष्य प्रतीक,ଲକ୍ଷ୍ୟମୂଳକ ପ୍ରତୀକ
एअरबोर्न संगणक प्रणाली,ଏୟାରବୋର୍ନ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ |
बीजगणित ईगेनव्हल्यू समस्या,ବୀଜେବ୍ରିକ୍ ଇଗେନ୍ଭିଲ୍ ସମସ୍ୟା ସମସ୍ୟା |
बीजगणित  एकत्रीकरण,ବ el ୍ଜନିକ୍ |  ଏକୀକରଣ
बीजगणित भाषा,ବଗିଳିନିକ୍ ଭାଷା |
बीजगणित हाताळणी,ବୀଜେବ୍ରିକ୍ ମନିପୁଲେସନ୍ |
बीजगणित मॅनिपुलेशन भाषा,Algebric ମନିପୁଲେସନ୍ ଭାଷା |
बीजगणित ओरिएंटेड भाषा,ବୀଜେବ୍ରିକ୍ ଆଧାରିତ ଭାଷା |
बीजगणित शिफ्ट,ଆଲଜେବ୍ରିକ୍ ସିଫ୍ଟ |
बीजगणित साइन कन्व्हेन्शन,ଆଲଜେବ୍ରିକ୍ ଚିହ୍ନ ସମ୍ମିଳନୀ |
अल्गोल,ଆଲଗୋଲ୍ |
अल्गोल वैशिष्ट्य,ଆଲଗୋଲ ବ feature ଶିଷ୍ଟ୍ୟ |
अल्गोल प्रोग्रामिंग,Algol ପ୍ରୋଗ୍ରାମିଂ |
अल्गोरिदम,ଆଲଗୋରିଦମ
अल्गोरिदम असोसिएटिव्ह भाषा,ଆଲଗୋରିଦମ ଆସୋସିଟିଭ୍ ଭାଷା |
अल्गोरिदम वर्गीकरण,ଆଲଗୋରିଦମ ବର୍ଗୀକରଣ |
अल्गोरिदम जटिलता,ଆଲଗୋରିଦମ ଜଟିଳତା |
अल्गोरिदम संगणन,ଆଲଗୋରିଦମ ଗଣନା |
अल्गोरिदम विश्लेषण,ଆଲଗୋରିଥେମିକ୍ ବିଶ୍ଳେଷଣ |
अल्गोरिदम दृष्टिकोन,ଆଲଗୋରିଥମିକ୍ ଆଭିମୁଖ୍ୟ |
अल्गोरिदम भाषा,ଆଲଗୋରିଥମିକ୍ ଭାଷା |
अल्गोरिदम नित्यक्रम,ଆଲଗୋରିଥେମିକ୍ ରୁଟିନ୍ |
अल्गोरिदम सिद्धांत,ଆଲଗୋରିଥେମିକ୍ ସିଦ୍ଧାନ୍ତ |
उर्फ,ଛଦ୍ମନାମ
अलियासिंग,ଛଦ୍ମନାମ
उर्फ नाव (= वैकल्पिक नाव),ଛଦ୍ମନାମ ନାମ (= ​​ବିକଳ୍ପ ନାମ)
संरेखन,ପରିଚାଳିତ
वाटप,ବଣ୍ଟନ କରନ୍ତୁ |
वाटप रचना,ଆବଣ୍ଟନ ସଂରଚନା |
सर्व हेतू संगणक,ସମସ୍ତ ଉଦ୍ଦେଶ୍ୟମୂଳକ କମ୍ପ୍ୟୁଟର |
वर्णमाला वर्ण,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ
वर्णमाला वर्ण सेट,ବର୍ଣ୍ଣମାଳା ବର୍ଣ୍ଣ ସେଟ୍ |
अल्फाबेटिक कॅरेक्टर सबसेट,ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସବ୍ |
वर्णमाला कोड,ବର୍ଣ୍ଣମାଳା କୋଡ୍
वर्णमाला शिफ्ट,ବର୍ଣ୍ଣମାଳା ଶିଫ୍ଟ |
वर्णमाला स्ट्रिंग,ବର୍ଣ୍ଣମାଳା ଷ୍ଟ୍ରିଙ୍ଗ୍ |
वर्णमाला शब्द,ବର୍ଣ୍ଣମାଳା ଶବ୍ଦ
वर्णमाला,ବର୍ଣ୍ଣମାଳା
अल्फेजोमेट्रिक्स,ଆଲଫେମେଟ୍ରିକ୍ସ
अल्फामेरिक,ଆଲଫାମ୍
अल्फामोसॅक,ଆଲଫାମାସିକ୍ |
अल्फान्यूमेरिक,ବର୍ଣ୍ଣମାଳା
अल्फान्यूमरिकल कीबोर्ड डिव्हाइस,ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ ଉପକରଣ |
अल्फान्यूमेरिक कॅरेक्टर सेट,ବର୍ଣ୍ଣମାଳା ଅକ୍ଷର ସେଟ୍ |
अल्फान्यूमेरिक कोड,ବର୍ଣ୍ଣମାଳା କୋଡ୍
अल्फान्यूमेरिक कोडेड कॅरेक्टर सेट,ବର୍ଣ୍ଣମାଳା କୋଡେଡ୍ ଅକ୍ଷର ସେଟ୍ |
अल्फान्यूमेरिक डेटा,ବର୍ଣ୍ଣମାଳା ତଥ୍ୟ |
अल्फान्यूमेरिक डिस्प्ले डिव्हाइस,ବର୍ଣ୍ଣମାଳା ପ୍ରଦର୍ଶନ ଉପକରଣ |
अल्फान्यूमेरिक संपादित वर्ण,ବର୍ଣ୍ଣମାଳା ସମ୍ପାଦିତ ବର୍ଣ୍ଣ |
अल्फान्यूमेरिक फील्ड,ବର୍ଣ୍ଣମାଳା କ୍ଷେତ୍ର
अल्फान्यूमेरिक सूचना,ବର୍ଣ୍ଣମାଳା ନିର୍ଦ୍ଦେଶ
अल्फान्यूमेरिक कीबोर्ड,ବର୍ଣ୍ଣମାଳା କୀବୋର୍ଡ୍ |
अल्फान्यूमेरिक क्रमवारी,ବର୍ଣ୍ଣମାଳା ପ୍ରକାର |
अल्फान्यूमेरिक स्टोरेज,ବର୍ଣ୍ଣମାଳା ଷ୍ଟୋରେଜ୍ |
बदलण्यायोग्य मेमरी,ବିକୃତ ସ୍ମୃତି
बदल स्विच,ପରିବର୍ତ୍ତନ ସୁଇଚ୍ |
बदल,ପରିବର୍ତ୍ତନ
बदल मोड,ପରିବର୍ତ୍ତନ ମୋଡ୍
वैकल्पिक पुनर्प्राप्ती,ଅନ୍ୟ ପୁନରୁଦ୍ଧାର
वैकल्पिक मार्ग,ବିକଳ୍ପ ମାର୍ଗ
वैकल्पिक मार्ग,ଅନ୍ୟ ଧାତାଳ
वैकल्पिक ट्रॅक,ବିକଳ୍ପ ଟ୍ରାକ୍
अल्टरनेशन (= किंवा ऑपरेशन),ବିକଳ୍ପ (= କିମ୍ବା ଅପରେସନ୍)
वैकल्पिक गुणधर्म,ବିକଳ୍ପ ଗୁଣ
वैकल्पिक नकार (= नाही आणि ऑपरेशन),ବିକଳ୍ପ ଅସ୍ୱୀକାର (= ନୁହେଁ-ଏବଂ ଅପରେସନ୍)
अस्पष्टता त्रुटी,ଅସ୍ପଷ୍ଟତା ତ୍ରୁଟି |
संदिग्ध संदर्भ,ଅସ୍ପଷ୍ଟ ରେଫରେନ୍ସ |
एनालॉग,ଆନାଗଲଗ୍ |
एनालॉग अ‍ॅडडर,ଆନାଗଲ୍ ଆଡର୍ |
एनालॉग चॅनेल,ଆନାଗଲ୍ ଚ୍ୟାନେଲ୍ |
एनालॉग संगणक,ଆନାଗଲ୍ କମ୍ପ୍ୟୁଟର |
एनालॉग कन्व्हर्टर,ଆନାଗଲ୍ କନଭର୍ଟର |
एनालॉग डेटा,ଆନାଗଲ୍ ଡାଟା |
एनालॉग विभाजक,ଆନାଗଲ୍ ଡିଭାଇଡର୍ |
अ‍ॅनालॉग सुविधा टर्मिनल,ଆନାଗଲ୍ ସୁବିଧା ଟର୍ମିନାଲ୍ |
एनालॉग फंक्शन  जनरेटर,ଆନାଗଲ୍ ଫଙ୍କସନ୍ |  ଜେନେରେଟର
एनालॉग एकत्रीकरण,ଆନାଗଲ୍ ଏକୀକରଣ |
एनालॉग गुणक,ଆନାଗଲ୍ ମଲ୍ଟିୱାର୍ଡ |
एनालॉग प्रोग्रामिंग,ଆନାଗଲ୍ ପ୍ରୋଗ୍ରାମିଂ |
एनालॉग स्केलिंग,ଆନାଗଲ୍ ସ୍କେଲିଂ |
एनालॉग सिग्नल,ଆନାଗଲ୍ ସିଗନାଲ୍ |
एनालॉग सिम्युलेशन,ଆନାଗଲ୍ ସିମୁଲେସନ୍
एनालॉग स्विच,ଆନାଗଲ୍ ସୁଇଚ୍ |
एनालॉग सिस्टम,ଆନାଗୋଲଗ୍ ସିଷ୍ଟମ୍ |
डिजिटल टू डिजिटल  कन्व्हर्टर,ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |  Convercer
डिजिटल टू डिजिटल  एन्कोडर,ଅନୁରୂପ କରିବାକୁ ଅନୁରୂପ |  ଏନକୋଡର୍ |
एनालॉग ट्रान्समिशन,ଆନାଗଲ୍ ଟ୍ରାନ୍ସମିସନ୍ |
एनालॉग प्रकार,ଆନାଗଲ୍ ପ୍ରକାର |
विश्लेषण ब्लॉक,ବିଶ୍ଳେଷଣ କ୍ଷେତ୍ର
विश्लेषण मोड,ବିଶ୍ଳେଷଣ ମୋଡ୍ |
विश्लेषणात्मक इंजिन,ଆନାଲିଟିକାଲ୍ ଇଞ୍ଜିନ୍ |
वडिलोपार्जित कार्य,ପ ancest ତୃକ କାର୍ଯ୍ୟ |
सहायक उपकरणे,ଆନୁଷଙ୍ଗିକ ଉପକରଣ |
आणि,ଏବଂ
आणि सर्किट,ଏବଂ ସର୍କିଟ |
आणि घटक,ଏବଂ ଉପାଦାନ |
आणि गेट,ଏବଂ ଫାଟକ
आणि मुखवटा,ଏବଂ ମାସ୍କିଂ |
आणि ऑपरेशन नाही (= अपवर्जन),ଏବଂ ଅପରେସନ୍ ନୁହେଁ (= ବହିଷ୍କାର |
आणि ऑपरेशन,ଏବଂ ଅପରେସନ୍ |
अनुबंध मेमरी,ଆନେକ୍ସ ମେମୋରୀ |
भाष्य,ଟିପ୍ପଣୀ
अ‍ॅन्युन्सिएटर,ଆନୁଷରାତ
उत्तर परत,ଉତ୍ତର ଦିଅ
उत्तर विलंब,ବିଳମ୍ବର ଉତ୍ତର ଦିଅ |
उत्तर वेळ,ସମୟର ଉତ୍ତର ଦେବା
उत्तर दिवा,ଉତ୍ତର ପ୍ରଦୀପ
उत्तर यादी,ଉତ୍ତର ତାଲିକା
फक्त उत्तर द्या,କେବଳ ଉତ୍ତର ଦିଅ
अपेक्षित मोड,ପ୍ରତୀକ୍ଷା ମୋଡ୍ |
अपेक्षित बफरिंग,ଆଣ୍ଟିସାଇପେଟୋରୀ ବଫର୍ |
अपेक्षित वाहून नेणे,ଆଣ୍ଟିସାଇପେଟୋରୀ ବହନ
अपेक्षित पेजिंग,ଆଣ୍ଟିସାଇପେଟୋରୀ ପେଜିଂ |
अँटीकोइन्सिडन्स ऑपरेशन,ଆଣ୍ଟିକୋସିସିସିସିସିସିସିଡିସନ୍ ଅପରେସନ୍ |
अँटीकोइन्सींट घटक,ଆଣ୍ଟିକିନସିଡିସିଡିସେଡିସିଡି ଉପାଦାନ |
अ‍ॅपरिओडिक ten न्टीना,Ampegoiedent ଆଣ୍ଟେନା |
छिद्र कार्ड,ଆପେଚର କାର୍ଡ |
छिद्र कोड,ଆପେଚର କୋଡ୍ |
छिद्र वेळ,ଆପେଚର ସମୟ |
परिशिष्ट,ଅନୁକ୍ରମଣିକା
परिशिष्ट कार्य,ଅନୁକ୍ରମଣିକା କାର୍ଯ୍ୟ |
अनुप्रयोग विकसक,ପ୍ରୟୋଗ ବିକାଶକାରୀ |
अनुप्रयोग स्तर,ପ୍ରୟୋଗ ସ୍ତର
अनुप्रयोग देणारं भाषा,ପ୍ରୟୋଗୀ ଆଧାରିତ ଭାଷା |
अनुप्रयोग पॅकेज,ପ୍ରୟୋଗ ପ୍ୟାକେଜ୍
अनुप्रयोग कार्यक्रम,ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମ
अनुप्रयोग प्रोग्रामिंग,ପ୍ରୟୋଗ ପ୍ରୋଗ୍ରାମିଂ |
अर्ज आवश्यक भाषा,ପ୍ରୟୋଗ ଆବଶ୍ୟକ ଭାଷା |
अनुप्रयोग सॉफ्टवेअर,ପ୍ରୟୋଗ ସଫ୍ଟୱେର୍
अ‍ॅप्लिक,ଆପ୍ଲିକ୍
अंदाजे सिद्धांत,ଆନୁମାନିକ ସିଦ୍ଧାନ୍ତ |
अनियंत्रित प्रवेश,ଇଚ୍ଛାଧୀନ ପ୍ରବେଶ |
अनियंत्रित अनुक्रम संगणक,ଇଚ୍ଛାଧୀନ କ୍ରମ କମ୍ପ୍ୟୁଟର |
लवाद,ଆର୍ବିଟ୍ରେସନ୍
आर्किटेक्चर,ସ୍ଥାପତ୍ୟ
संग्रहण,ଅଭିପାକ୍ଷେତ୍ର
क्षेत्र कोड,ଏରିୟା କୋଡ
