Punjabi,Hindi
ਮਤਲਬ ਮੰਨਿਆ,कल्पित माध्य
ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ,कल्पित प्रायिकता बंटन
"ਕਲਪਨਾ, ਮੰਨਿਆ,","कल्पना, गृहीत"
ਜੋਤਿਸ਼,ज्योतिष
"ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ ਸਪੇਸ ਇੰਜੀਨੀਅਰ,",अंतरिक्षयानिक इंजीनियर अंतराळी अभियंता
ਖਗੋਲ ਵਿਗਿਆਨੀ*,खगोलज्ञ*
ਖਗੋਲੀ ਘੜੀ,खगोलीय घड़ी
ਖਗੋਲ ਵਿਗਿਆਨ,खगोलिकी
ਅਸਮਿਤ ਵਕਰ,असममित वक्र
ਅਸਮਿਤੀ,असममिति
asymptotic,अनंतस्पर्शी
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ,उपगामी
ਪ੍ਰਗਤੀਸ਼ੀਲ ਅਨੁਮਾਨਕ,उपगामी दक्ष आकलक
ਪਿਛਾਖੜੀ ਪੱਖਪਾਤੀ ਅਨੁਮਾਨਕ,उपगामी अनभिनत आकलक
ਪਿਛਾਖੜੀ ਵਿਹਾਰ,उपगामी आचरण
ਹਮਲਾਵਰ ਵੰਡ ਫੰਕਸ਼ਨ,उपगामी बंटन-फलन
ਉੱਪਰ ਵੱਲ ਫੈਲਣਾ,उपगामी प्रसार
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,वायु मंडलीय दाब
"ਬੇਤਰਤੀਬੇ,",यदृच्छया
ਸੰਪਤੀ*,गुण*
ਗੁਣ-ਨਮੂਨਾ-ਪ੍ਰਣਾਲੀ,गुण-प्रतिचयन-क्रियाविधि
ਵਧਿਆ ਹੋਇਆ ਮੈਟਰਿਕਸ,संवर्धित आव्यूह
ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ,स्वसहसंबंध गुणांक
ਸਵੈ-ਸੰਬੰਧ ਫੰਕਸ਼ਨ,स्वसहसंबंध फलन
ਸਹਿਵਿਹਾਰ,स्वसहप्रसरण
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ,स्वचालित अभिकलित्र
ਆਟੋਰਿਗਰੇਸ਼ਨ,स्वसमाश्रयण
ਸਹਾਇਕ ਸਮੀਕਰਨ,सहायक समीकरण
ਮੀਨ ਸੈਂਪਲ ਨੰਬਰ ਕਰਵ (MPC ਕਰਵ),माध्य प्रतिदर्श संख्या वक्र (मा.प्र.सं. वक्र)
"axiom, axiom","स्वयंसिद्‌ध, अभिगृहीत"
axiom ਪਹੁੰਚ,अभिगहीती दृष्टिकोण
ਸੰਭਾਵਨਾ axiom,प्रायिकता अभिगृहीत
ਧੁਰਾ,अक्ष
ਭੁਜਕਸ਼ਾ,भुजाक्ष
ਧਰਤੀ ਦਾ ਧੁਰਾ,भू-अक्ष
ਰੋਟੇਸ਼ਨ ਧੁਰਾ,परिक्रमण-अक्ष
ਰੋਟੇਸ਼ਨ ਧੁਰਾ,घूर्णन अक्ष
ਸਪਿਨ ਧੁਰਾ,प्रचक्रण-अक्ष
ਪੋਸਟ ਬਦਲੀ,पश्च-प्रतिस्थापन
ਬਾਅਦ ਵਿੱਚ,पश्चांतर
ਵਾਪਸ ਸੰਮਿਲਨ ਫਾਰਮੂਲਾ,पश्च अंतर्वेशन-सूत्र
"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ","तुला, तराजू, संतु लन, शेष, बाकी, संतुलित होना, संतुलित करना"
ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ,संतुलित अभिकल्पना
ਸੰਤੁਲਨ ਸ਼ੀਟ,तुलन-पत्र
ਮਿਜ਼ਾਈਲ,प्रक्षेपास्त्र
"ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ","प्राक्षेपिकी, अस्त्र विज्ञान"
"ਕਾਲਮ, ਰਾਡ, ਕੋਬ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਲਾਈਨ, ਲਾਈਨ, ਟੈਸਟ ਲਾਈਨ, ਕਿਨਾਰਾ","स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी, रोधिका, भित्ति, बार, रेखा, रेखिका, परीक्षण रेखा, धार"
"ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ","आधार, क्षारक, अधम, मूल, बेस"
ਅਧਾਰ ਕੋਣ,आधार कोण
"ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ, ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ","लघुगणक का आधार, लॉगरिथ्म का आधार"
"ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ,","आधारी, मूल"
ਅਧਾਰ ਇਕਸਾਰ ਹੱਲ,आधारी सुसंगत हल
ਅਧਾਰ ਹੱਲ,आधारी हल
ਅਧਾਰ ਵੇਰੀਏਬਲ,आधारी चर
ਅਧਾਰ,आधारक
ਅਧਾਰ ਤੱਤ,आधार अवयव
ਬੇਸ ਮੈਟ੍ਰਿਕਸ,आधारी आव्यूह
ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ,सदिश समष्टि का आधार
ਉਪ-ਜਨਸੰਖਿਆ ਦੇ ਆਧਾਰ &#39;ਤੇ,उपसमष्टि का आधार
ਬੇਈਮਾਨ,बेज़-आकल
bez-ਨਿਯਮ,बेज़-नियम
ਬੇਜ਼-ਪ੍ਰਮੇਯ,बेज़-प्रमेय
bernoulli-ਵੰਡ,बर्नूली-बंटन
ਬਰਨੌਲੀ ਨੰਬਰ,बर्नूली संख्या
ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ,बर्नूली प्रायिकता-फलन
ਬਰਨੌਲੀ-ਸਮੀਕਰਨ,बर्नूली-समीकरण
ਬੇਰੀ ਫੰਕਸ਼ਨ,बेरी फलन
ਵਧੀਆ ਚਿਪਕਣ,श्रेष्ठतम आसंजन
ਵਧੀਆ ਅਸੰਭਵ ਲਾਈਨ,श्रेष्ठतम आसंजन रेखा
ਵਧੀਆ ਹੱਲ,सर्वोत्तम हल
ਵਧੀਆ ਸੁਝਾਅ,सर्वोत्तम युक्तियाँ
ਬੀਟਾ ਵੰਡ,बीटा बंटन
"ਪੱਖਪਾਤ, ਪੱਖਪਾਤ","अभिनति, बायस"
ਪੱਖਪਾਤੀ ਮੁਲਾਂਕਣ,अभिनत आकल
ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ,द्विप्रसंवादी समीकरण
ਸਿੰਗਲ ਕਵਰ,एकैकी आच्छादन
ਸਿੰਗਲ ਕਵਰ ਨਕਸ਼ਾ,एकैकी आच्छादी प्रतिचित्र
ਸਿੰਗਲ ਕਵਰ ਮੈਪਿੰਗ,एकैकी आच्छादी प्रतिचित्रण
ਚਤੁਰਭੁਜ ਚਤੁਰਭੁਜ,द्विएकघाती समघात
ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ,द्विरैखिक फलन
ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਸਮਰੂਪਤਾ,द्विरैखिक हर्मिटीय समघात
"ਦੋ-ਵੇਰੀਏਬਲ, ਬਾਈਨਰੀ, ਦੋਹਰਾ","द्वि-चर, द्वि-आधारी, द्वयी"
"ਬਾਈਨਰੀ ਕੋਡ, ਬਾਈਨਰੀ ਕੋਡ","द्वि-आधारी कोड, द्विआधारी कूट"
"ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ, ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ","द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव"
ਬਾਈਨਰੀ ਇੰਕੋਡਿੰਗ,द्वि-आधारी कूटलेखन
ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ,द्वि-आधारी अभिकलित्र
ਬਾਈਨਰੀ ਨੰਬਰ,द्वि-आधारी अंक
ਬਾਈਨਰੀ ਕਾਰਵਾਈ,द्विआधारी संक्रिया
ਬਾਈਨਰੀ ਢੰਗ,द्विआधारी पद्‌धति
ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ,द्विआधारी चर
ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ,द्विपद गुणांक
ਬਾਇਨੋਮੀਅਲ ਵੰਡ,द्विपद बंटन
ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ,द्विपद समीकरण
ਬਾਇਨੋਮੀਅਲ ਵਿਭਿੰਨਤਾ,द्विपद प्रसरण
ਦੋਨੋਮੀ ਸਮੀਕਰਨ,द्विपद व्यंजक
ਬਾਇਨੋਮੀਅਲ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,द्विपद यादृच्छिक चर
ਬਾਇਨੋਮੀਅਲ ਥਿਊਰਮ,द्विपद-प्रमेय
"ਅੱਧਾ, ਵਿਭਾਜਨ","अर्धन, द्विभाजन"
"ਦੋ-ਭਾਗ ਵਿਧੀ, ਅਰਧ-ਵਿਭਾਜਨ ਵਿਧੀ","समद्विभाजन विधि, अर्धीकरण विधि"
ਅੱਧਾ ਬਾਈਸੈਕਟਰ,"अर्धक, द्विभाजक"
"ਬਾਇਨੋਮੀਅਲ, ਦੁਵੱਲਾ","द्विपंक्तिक, द्विश्रेणिक"
"ਦ੍ਵਯੰਕ (ਬਾਈਨਰੀ ਸੰਖਿਆ), ਅਨੀ, ਬਰਮੀ, ਟੁਕ","द्वयंक (द्विआधारी अंक), अणी, बरमी, टूक"
binomial binomial distribution binomial,द्विचर द्विपद-बंटन द्विचल
ਬਾਇਵਾਰੀਏਟ ਸਹਿ-ਸਬੰਧ ਗੁਣਾਂਕ,द्विचर सहसंबंध गुणांक
ਦੋ-ਪੱਖੀ ਵੰਡ,द्विचर बंटन
bivariate ਸਧਾਰਨ-ਵੰਡ,द्विचर प्रसामान्य-बंटन
bivector,द्विसदिश
ਬੋਲਟਮੈਨ ਸਮੀਕਰਨ,बोल्ट्मान समीकरण
ਬੁਲੀਅਨ ਅਲਜਬਰਾ*,बूलीय बीजावली*
ਬੋਸ-ਆਈਨਸਟਾਈਨ ਦੇ ਅੰਕੜੇ,बोस-आइन्स्टाइन सांख्यिकी
ਸੀਮਾ ਪਾਬੰਦੀਆਂ,परिसीमा प्रतिबन्ध
ਸੀਮਾ ਪੱਧਰ,परिसीमा स्तर
ਸੀਮਾ ਰੇਖਾ,परिसीमा रेखा
ਸੀਮਾ ਮੁੱਲ,परिसीमा मान
ਸੀਮਾ ਮੁੱਲ ਸਮੱਸਿਆ,परिसीमा मान समस्या
"ਸੀਮਿਤ ਫੰਕਸ਼ਨ ਸੀਮਿਤ ਫਲ,",परिबद्‌ध फलन परिबद्‌ध फल
"ਬਾਊਂਡਡ ਮੈਟ੍ਰਿਕਸ, ਬਾਊਂਡਡ ਮੈਟ੍ਰਿਕਸ, ਬਾਊਂਡਡ ਟੇਬਲ,","परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी"
"ਸੀਮਾਬੱਧ ਖੇਤਰ ਸੀਮਾਬੱਧ ਖੇਤਰ,",परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश
"ਬਾਊਂਡਡ ਸੈੱਟ ਬਾਊਂਡਡ ਸੈੱਟ,",परिबद्‌ध समच्चय परिबद्‌ध संच
ਭੂਰੀ ਮੋਸ਼ਨ,ब्राउनी गति
ਗਣਨਾ ਕਰਨ ਲਈ,परिकलन करना
ਗਣਨਾ,परिकलन
"ਕੈਲਕੁਲੇਟਰ, ਕੈਲਕੁਲੇਟਰ","परिकलन-यंत्र, परिकलित्र"
ਗਣਨਾ*,परिकलन*
ਕੰਪਿਊਟੇਸ਼ਨਲ ਐਕਸ਼ਨ ਵਿਧੀ,परिकलनात्मक क्रिया विधि
"ਕੈਲਕੁਲੇਟਰ, ਕੈਲਕੁਲੇਟਰ","परिकलित्र, परिकलक"
"ਕੈਲਕੂਲਸ, ਕੈਲਕੂਲਸ","कलन, कैलकुलस"
ਪਰਿਵਰਤਨ ਕੈਲਕੂਲਸ,विचरण-कलन
ਕੈਲੋਰੀ,कैलोरी
ਨਿਯਮ ਨੂੰ ਰੱਦ ਕਰੋ,निरसन नियम
ਕੈਨੋਨੀਕਲ ਸਮੀਕਰਨ,विहित समीकरण
ਕੈਨੋਨੀਕਲ ਰੂਪ,विहित रूप
"ਕੈਨੋਨੀਕਲ ਮੈਟ੍ਰਿਕਸ, ਕੇ ਕੈਨੋਨੀਕਲ ਮੈਟ੍ਰਿਕਸ","विहित मैट्रिक्स, के नानिकल मैट्रिक्स"
cantor ਸੈੱਟ,कैन्टर समुच्चय
cantor ਤਿਕੋਣਾ ਸੈੱਟ,कैन्टर त्रिआधारी समुच्चय
ਸੀਮਤ ਆਵਾਜਾਈ ਸਮੱਸਿਆ,परिबंधित परिवहन समस्या
ਯੋਗਤਾ,क्षमता
ਕੇਸ਼ੀਲ ਸ਼ਕਤੀ,केशिका-बल
"ਗਿਣਤੀ ਸੰਖਿਆ, ਮੁੱਖ ਸੰਖਿਆ","गणन संख्या, कार्डिनल संख्या"
ਕਾਰਟੇਸੀਅਨ ਧੁਰਾ,कार्तीय अक्ष
ਕਾਰਟੇਸੀਅਨ ਕੋਆਰਡੀਨੇਟਸ,कार्तीय निर्देशांक
ਕਾਰਟੇਸੀਅਨ ਉਤਪਾਦ,कार्तीय गुणन
