English,Marathi
caprification,परागकण (अंजीराचे)
capsule,1. कॅप्सूल 2. कॅप्सूल 3. कॅप्सूल
carbonated,कार्बनयुक्त
carbonization,कार्बनन
carpel,कॅरॅपेस
carpus,ब्रेसलेट
casting,1. कास्टिंग (लोह) 2. क्षिती (कीटक)
catabolism,अपचय
catalysis,प्रलोभन
caterpillar,1. सुरवंट 2. सुरवंट
C-DNA Library,c d. एन. a संकलन
ceiling,श्रेणी
cell,1. सेल 2. सेल
central leader system,मध्यवर्ती फ्रंट सिस्टम
centric,1. पॉइंट 2. फोकस
centrifugation,केंद्रापसारक
centrifuge,अपकेंद्रित्र
centriole,तारा केंद्र
centrogenic,epigenetic
centrogenous,केंद्रजा
cercus,यंत्रमाग
cereal,1. तृणधान्ये 2. मालिका
certification,1. प्रमाणन 2. प्रमाणन
certified seed,प्रमाणित बियाणे
chaff,1. पेंढा 2. कुट्टी 3. शलक सहपात्रा
chalaza,1. निभाग 2. कैलाजा
chemotropism,किमोग्राफी
chiasma,1. कियाज्मा 2. व्यस्त
chilling hours,सुपर कूलिंग तास
chilling injury,दंव नुकसान
chimera,1. विचिरोटकी 2. चिमेरा
chloranthy,हिरवी लापशी
chlorophyll,1. पर्णसंभार 2. हिरवा
chlorosis,सायनोसिस
chorology,जैविक वितरण विज्ञान
chromatid,1. क्रोमेटिड्स 2. अर्धा गुणसूत्र
chromatin,क्रोमॅटिन
chromatography,क्रोमॅटोग्राफी
chromatolysis,क्रोमॅटिनलेशन
chromocentre,अलिंद बिंदू
chromogenesis,क्रोमेटोजेनेसिस
chromoprotein,1. क्रोमोप्रोटीन 2. पिगमेंटप्रोटीन
chromosome,1. गुणसूत्र 2. गुणसूत्र
chronic,1. क्रॉनिक 2. क्रॉनिक 3. क्रॉनिक 4. अप्रचलित
citrange,सायरेंज
cladode,गडी बाद होण्याचा क्रम
classification,वर्गीकरण
clay,1. चिकणमाती 2. चिकणमाती
cleaning,1. स्वच्छता 2. स्क्रबिंग 3. स्वच्छता 4. शुद्धीकरण
cleistogamy,सतत परागण
climacteric fruit,क्रूसिफेरस फळ
climate,हवामान
climatology,हवामानशास्त्र
clipper,कातरणे
clod,ढेकूळ (चिकणमाती)
clone,क्लोन
cloud,1.ढग 2.ढग
clump,गठ्ठा
cluster,घड
coarse,1. खडबडीत 2. उग्र 3. कच्चा 4. खडबडीत
coat (seed),1. कव्हर 2. लेदररेट
cocoon,कोया
coenzyme,1. कोएन्झाइम 2. को-एंझाइम
cohesion,एकसंधता
coir,1. फायबर (ज्युट ज्यूट) 2. नारळ भरड
coleorrhiza,मुलंकुर चोळ
collar 1. स्तंभमूलसंधि 2. कॉलर 3. ग्रीवा,
colloid (soil),कोलोइड (माती)
columella,1.स्तंभ 2.columella
column,1. दंड 2. स्तंभ 3. स्तंभ
commensalism,सहभागिता
commercial bank,व्यावसायिक बँक
commodity,1. वस्तू 2. व्यापारी माल
community,समुदाय
compaction (of soil),कॉम्पॅक्शन (मातीचे)
compatibility,1. सुसंगतता 2. सुसंगतता
compatibility,सुसंगतता
compensation,1. भरपाई 2. भरपाई
competitive interaction,स्पर्धात्मक संवाद
complementary crop,पूरक पीक
complex,1.संमिश्र 2.जटिल
component,घटक
composition,रचना
compost,कंपोस्ट
compound interest,चक्रवाढ व्याज
computation,गणना
computer,1. संगणक 2. संगणक
concentration,1. एकाग्रता 2. एकाग्रता
conditioner,1. अनुकूलक 2. पुनरुज्जीवन करणारा
conductance,वाहकता
configuration,1. कॉन्फिगरेशन 2. कॉन्फिगरेशन
conformity,1. अनुरूपता 2. कॉन्फिगरेशन 3. अनुरूपता
confounding,1. एकत्रीकरण 2. संकरीकरण
conjugation,संयुग्मन
connective,1. जोडणारा 2. संयोजी
conservation,संरक्षण
consolidation,एकत्रीकरण
constituents,1.घटक 2. घटक
consumer,ग्राहक
consumption,वापर
contamination,दूषित होणे
contour planting,समोच्च लागवड
contour,समोच्च रेखा
contract farming,1. कॉन्ट्रॅक्ट फार्मिंग 2. कॉन्ट्रॅक्ट फार्मिंग 3. कॉन्ट्रॅक्ट फार्मिंग
controlled storage,नियंत्रित वातावरणीय संचयन
co-operative bank,सहकारी बँक
cooperator,सहकारी संस्था सदस्य
coppice,गुलमावन
corm,चौकोनी तुकडे
corolla,1. दालपुंज 2. कोरोला
cortex,1. कॉर्टेक्स 2. कॉर्टेक्स
cost,खर्च
cotyledon (seed),cotyledon
credit society,क्रेडिट समिती
credit,1. कर्ज देणे 2. क्रेडिट
creditor,1. सावकार 2. कर्जदार
crest,1. क्रेस्ट 2. शिरोबिंदू 3. स्पायर
crinkle,मागे घेणे
crisis,समस्या
criterion,चाचणी
critical,गंभीर
crop insurance,पीक विमा
crop loan,पीक कर्ज
crop,1. पीक 2. पीक
cropping area,लागवड क्षेत्र
cross-incompatible,क्रॉस विसंगत
crown (plant),1. मुकुट 2. शिखर (वनस्पती)
crumb,मऊ कण
crust,कवच
cryptogam,1. क्रिप्टोगाम 2. नॉन-फ्लोरिफॉर्म
cull (fruits),छाटणी (फळ)
culm,पेन
cultivar,वाणाची विविधता
cultivation,1. कर्षण 2. शेती 3. शेती
cultivator,1. शेतकरी 2. शेती करणारा
culture,1. मशागत 2. मशागत 3. संगोपन
curing,1. संसाधन 2. तयारी
curling,1.कुंतलन 2.कुंचोन
currency,पवित्रा
cuticle,1. एपिडर्मिस 2. क्यूटिकल
cutting,1. पेन 2. कटिंग 3. कटिंग 4. कटिंग 5. कटिंग
cyst,1. वर्म कॉर्पस 2. सिस्ट 3. सिस्ट 4. विकृत ढेकूळ 5. निओप्लाझम
cytochrome,सायटोक्रोम
cytogamy,सेल जोडणी
cytogenesis,सेल पुनरुत्पादन
cytogenetics,सेल आनुवंशिकी
cytokinesis,सायटोप्लाज्मिक विभागणी
cytology,सेल जीवशास्त्र
cytolysis,सेल lysis
cytomere,1. सायटोमेर 2. सेल सेगमेंटेशन
cytoplasm,सायटोप्लाझम
dairy,1. दुग्धव्यवसाय 2. दुग्धव्यवसाय
dairying,डेअरी उद्योग
dam,1. धरण 2. ब्रीडर
day-neutral,दिवस निरपेक्ष वनस्पती
days after flowering,फुलांच्या नंतर दिवस
days after full bloom,पूर्ण फुलांच्या नंतरचा दिवस
deblossoming,अकार्यक्षमता
decalcification,decalcification
decant,1. डिस्लॉज 2. डिस्लॉज
decay,क्षय
deciduous,पर्णपाती
decimal,1. दशांश 2. दशांश
deficiency,कनिष्ठता
deflocculation (soil),अनुरन (माती)
defloration,विपुष्पन
defoliation,बिलिंग
deforestation,जंगलतोड
degeneration,बदनामी
degradation,ऱ्हास
degree days,भाग दिवस
degree,1. प्रमाण 2. भाग
dehiscence,विघटन
dehulling,भुसा काढणे
dehusking,भुसा काढणे
dehydration,निर्जलीकरण
dehydrator,निर्जल
demand,मागणी
denaturation,1. विकृतीकरण 2. गुणाकार
denudation,निंदा
deposit,1. ठेव (माती) 2. ठेव (अर्थशास्त्र)
deposition,ठेव
depreciation,1. घसारा 2. घसारा
desalinization,डिसेलिनेशन
desiccation,1. पाणी कोरडे होणे 2. निर्जलीकरण
design,1. डिझाइन 2. डिझाइन
dessicator,कोरडे
destoning,कर्नल काढणे
desuckering,डी-इंटरकलेशन
desynapsis,संयुग्मन
detassel,1. नर मांजरी उतारा (मका) 2. बल्लार उतारा
detasseling,बल्लार किंवा कुंदन कटिंग
determinant,निर्धारक
devaluation,अवमूल्यन
devegetation,वनस्पती काढून टाकणे
deviation,विचलन
diad,दुप्पट
diagnosis,निदान
dichogamy,भिन्न परिपक्वता
dichotomy,दुभाजक
dicotyledon (seed),1. डायकोटीलेडॉन 2. डायकोटीलेडॉन (बियाणे)
die back (disease),पाठीचा आजार
diffusion,1. प्रसार 2. प्रसार
digestibility,पचनक्षमता
dihybrid,dihybrid
dike (dyke),1. धरण 2. नाला 3. कुटुंब
dilute,अल्प
dioecious,1. एकपत्नी 2. एकपत्नी
diploid,द्विगुणित
diploid,1. डिप्लोइड 2. डिप्लोइड
diplonema,द्विध्रुव
disbudding,1. उतारा 2. अंकुर काढणे
discing,1. नांगरणी 2. कताई
discount,सवलत
disinfection,निर्जंतुकीकरण
dispersion,1. फैलाव 2. विखुरणे
dissemination,1.विखुरणे 2.विविधता
diversification,विविधीकरण
diversified farming,वैविध्यपूर्ण शेती
DNA Ladder,डीएनए पाऊल
DNA receptor,डीएनए प्राप्तकर्ता
dockage,डॉक भाड्याने
dominant,प्रभावी
dormancy,सुप्तता
dose,1. प्रमाण 2. डोस 3. डोस
douole sigmoid curve,दुहेरी सिग्मॉइड वक्र
draft (draught),1. झोडप 2. ताणणे
drain,1. एक्झॉस्ट ड्रेन 2. सांडपाणी
drainage,ड्रेनेज
draw,कर्षण
drenching,1. औषध द्या 2. भिजवा
dressing (seed),सौंदर्य प्रसाधने (बिया)
drill (n.),1. औगर 2. उथळ फॉल्ट 3. ड्रिल 4. औगर
drilling (ag. engg),1. भोक 2. ड्रिल 3. ड्रिल
drilling (agronomy),1. ड्रिलिंग 2. ड्रिलसह पेरणी 3. ड्रिलसह ओतणे
drip irrigation,ठिबक सिंचन
dryland farming,कोरडी शेती
dust,1.धूळ 2.बुकनी
duster,1. डस्टर 2. स्कॅटरर
dusting,शिंपडणे
dwarf,1. बटू 2. वामन
dwarf pyramid,वामन पिरॅमिड
dwarfing,वामिनी भवन
ecology,पर्यावरणशास्त्र
econometrics,अर्थमिति
economic efficiency,आर्थिक कार्यक्षमता
ecotype,परिस्थितीजन्य प्रकार
ectotrophic,अतिरिक्त-स्तरीकृत
edaphic,मऊ
edaphology,माती विज्ञान
edging,1. ब्रिजिंग 2. एजिंग 3. स्ट्रँड क्लोजर
edible part,अन्न भाग
elasticity of demand,मागणीची लवचिकता
elasticity of production,उत्पादन लवचिकता
electrolysis,इलेक्ट्रोलिसिस
electrophoresis,इलेक्ट्रोफोरेसीस
eluviation,बाष्पीभवन
emasculator,1. शिरच्छेद करणारा 2. निर्जंतुक करणारा 3. शिरच्छेद करणारा 4. निर्जंतुक करणारा
embanking,1. विर बंदी 2. स्ट्रॉबंडी
embryo,गर्भ
embryology,1. भ्रूणशास्त्र 2. भौतिकशास्त्र
emergence,1. बाहेर पडा 2. बाहेर पडा
emulsifier,emulsifier
endogenous,अंतर्जात
endomitosis,आंतर-बिंदू विभागणी
endoparasite,आंतर-परजीवी
endosperm,एंडोस्पर्म
enterprise,उपक्रम
entomology,कीटकशास्त्र
environment,वातावरण
enzyme,1. एन्झाइम 2. एन्झाइम
epicotyl grafting,क्लस्टर ग्राफ्टिंग
epiphyte,1. एपिफाइट 2. एपिफाइट
equity,इक्विटी
eradication,निर्मूलन
essential nutrients,आवश्यक पोषक
estimation,1. मापन 2. उडी 3. मूल्यांकन
etiolation,चातुर्य
eugenic,सुजननिक
evaluation,मूल्यमापन
evaporimeter,स्टीम गेज
evapo-transpiration,बाष्पीभवन
evergreen revolution,शाश्वत क्रांती
evergreen,1. सदाहरित 2. सदाहरित
evolution,विकास
excise,कापला
exhaustion (fertility),परिक्षय (प्रजनन क्षमता)
exploitation,शोषण
exploration,1. अन्वेषण 2. अन्वेषण
extrusion,1. एक्सट्रूजन 2. उत्सर्जन
eye (sugarcane/potato),डोळा
factor,1. घटक 2. घटक 3. घटक 4. संसाधन
factor productivity,घटक उत्पादकता
factorage,व्यापारी सवलत
factorial block design,फॅक्टोरियल ब्लॉक डिझाइन
facultative,पर्यायी
fallow,1. पट्टी 2. पालिहार
family,स्थूल
farm appraisal,फील्ड मूल्यांकन
farm budgeting,शेती बजेट
farm business,कृषी व्यवसाय
farm planning,क्षेत्र नियोजन
farmer,1. शेतकरी 2. शेतकरी
farming,1. शेती 2. शेती
fasciation,टक्कर
fecundation,एकाधिक प्रजनन
fermentation,किण्वन
fertility,प्रजनन क्षमता
fertilizer,खत
fertilizer use efficiency,खत वापर कार्यक्षमता
fibrous,तंतुमय
field,1. शेत 2. क्षेत्रफळ 3. ठिकाण
field capacity,माती पाणी धारण
field demonstration,फील्ड प्रात्यक्षिक
fixation,1. स्थिरीकरण 2. फिक्सेशन 3. फिक्सेशन
flooding,1. पूर 2. गर्भाधान
flow diagram,प्रवाह चित्र
food value,अन्न मूल्य
forage (fodder),चारा
forecasting,अंदाज
forest,वन
forestation,वनीकरण
frond,1. तडपर्न 2. फॉर्म
frost resistant,दंव प्रतिरोधक
frost,1. पाला 2. अनिष्ट
frozen (fruit & vegetable),1. गोठलेले 2. गोठलेले
fructification,कार्य
fruit drop,1. फ्रुट फॉल 2. फ्रुट फॉल
fruit -set (fruit setting),फळ बनणे
fumigation,1. फ्युमिगेशन 2. फ्युमिगेशन
fungicide,बुरशीनाशक
fungistatic,बुरशीविरोधी
fungus,बुरशी
furow,1. खुद 2. सीता
fusion,1. फ्यूजन 2. फ्यूजन
fuzz,कापूस लोकर
fuzzy,केसाळ
gall (Hort),1. झाडाचा व्रण 2. पिटिका
gamete,1. गेमेट्स 2. गेमेट्स
garden,1. बाग 2. बाग
gauge (water),1. पानसाल 2. हायड्रोमीटर
gene bank,जनुक संग्रह
gene tagging,जीन टॅगन
geneology,वंशावळी
genetic map,जनुक नकाशा
genetics,अनुवांशिक
genome,1. जीनोम 2. सांगेन
genomic library,संजिनी कलेक्शन
genomics,जीनोमिक्स
genotype,जीनोटाइप
genotype,1. जीन स्ट्रक्चर 2. जीन प्रकार
genus,लिनेज
genus,1. वंश 2. वंश
germ,1. जंतू 2. जंतू
germicide,जंतूनाशक
germination,उगवण
germplasm,1. जर्मप्लाझम 2. जर्मप्लाझम
gibberellic acid,गिबेरेलिक ऍसिड
ginning,गोळा करणे
glume,तुष
glutinous,1. ग्लूटेन 2. खादाड
glycolysis,ग्लायकोलिसिस
gneiss,छान
golden revolution,सुवर्ण क्रांती
grading,1. वर्गीकरण 2. वर्गीकरण 3. स्तरीकरण
grafted plant,1. कलमी वनस्पती 2. पेनम्ब्रल वनस्पती
graft-incompatible,पेन विसंगत
granna,ग्राना
granulation,दाणेदार
green manure,हिरवे खत
green revolution,हरित क्रांती
growth and development,वाढ आणि विकास
gummosis,1. हिरड्या रोग
gynodioecious,विषमलिंगी
habit,1. प्रकृति 2. निसर्ग 3. रूपगुण 4. रूप
hail,1. ओला 2. कर्कपट 3. कर्का
hairyvetch,रोमिलवॉच
halophyte,खारट गळू
harrow,हॅरो
harvest index,1. कापणी निर्देशांक 2. कापणी निर्देशांक
harvest,1. कापणी 2. काढणी केलेले पीक 3. पूर्ण झालेले पीक 4. उत्पन्न
harvesting,1. तोडणे 2. कापणी करणे 3. तोडणे
hatch,1. अंडी घालणे 2. अंडी फोर्स
hay,सुकलेले गवत
haylage,कोरडे खाद्य
haystock,गंजी
haze,धुके
hazy,धुके
head (Agro),1. बाली 2. सित्त 3. मुंडक 4. शीर्ष 5. डोके 6. सिरा
head (of channel),खोबणीचा शेवट
heading back,शीर्ष रोपांची छाटणी
hedge,कुंपण
hedging,ताब्यात
helix,कुंडलिनी
hematite,हेमॅटाइट
herb,1. औषधी वनस्पती 2. औषधी वनस्पती
herbarium,1.बॉटनिकल कलेक्शन 2.बॉटनिकल म्युझियम
herbicide,तणनाशक
heredity,आनुवंशिकता
heretability,आनुवंशिकता
hermaphrodite,उभयलिंगी
heterochromatic,heterochromatic
heterofertilization,heterofertilization
heterosis,1. हायब्रिडोज 2. हेटेरोसिस
heterosome,सेक्सक्रोमोसोम
heterotroph,पालनपोषण
hexaploid,हेक्साडेसिमल
hibernate,थंड सुप्तता
high density planting,उच्च घनता लागवड
hill (rice),1. पिंडलक 2. टेकडी (भात)
histogram,हिस्टोग्राम
hitech horticulture,उच्च तंत्रज्ञान फलोत्पादन
hive,1. दही 2. पोळ्या
hoeing,1. खुरपणी 2. खुरपणी
holding,धारण
home farm,खाजगी शेत
homeostasis,होमिओस्टॅसिस
homestead,जन्मभुमी
homogeneity,एकजिनसीपणा
homogenous,1. एकसंध 2. एकसंध
homologus,सहानुभूती
homozygote,एकसंध
hopper,1. खुर्लिका 2. अन्न कंटेनर 3. हापर
horizon,1. थर 2. क्षितिज
horticultural crops,बागायती पिके
horticulture,1. फलोत्पादन 2. फलोत्पादन 3. फलोत्पादन 4. फलोत्पादन
