Tamil,Kannada
அணுகல் பொறிமுறை,ಪ್ರವೇಶ ಕಾರ್ಯ
அணுகல் முறை,ಪ್ರವೇಶ ವಿಧಾನ
அணுகல் முறை வழக்கமான,ಪ್ರವೇಶ ವಿಧಾನ ದಿನಚರಿ
அணுகல் பயன்முறை,ಪ್ರವೇಶ ಕ್ರಮ
அணுகல் உரிமை,ಪ್ರವೇಶ ಬಲ
அணுகல் ஸ்கேன்,ಪ್ರವೇಶ ಸ್ಕ್ಯಾನ್
அணுகல் நேரம்,ಪ್ರವೇಶ ಸಮಯ
கணக்கியல்,ಲೆಕ್ಕಪತ್ರ
கணக்கியல் நிதி அமைப்பு,ಲೆಕ್ಕಪರಿಶೋಧನಾ ವ್ಯವಸ್ಥೆ
கணக்கியல் இயந்திரம்,ಅಕೌಂಟಿಂಗ್ ಯಂತ್ರ
கணக்கு எண்,ಖಾತೆ ಸಂಖ್ಯೆ
திரட்டுதல் இனப்பெருக்கம்,ಸಂತಾನೋತ್ಪತ್ತಿ ಮಾಡುವವರನ್ನು ಸಂಗ್ರಹಿಸುವುದು
குவிப்பான்,ಸಂಗ್ರಹಣೆದಾರ
குவிப்பான் பதிவு,ಸಂಚಯಕ ನೋಂದಣಿ
திரட்டல் ஷிப்ட் வழிமுறை,ಸಂಚಯಕ ಶಿಫ್ಟ್ ಸೂಚನೆ
துல்லியம்,ನಿಖರತೆ
துல்லியம் கட்டுப்பாட்டு தன்மை,ನಿಖರತೆ ನಿಯಂತ್ರಣ ಪಾತ್ರ
துல்லியம் கட்டுப்பாட்டு அமைப்பு,ನಿಖರತೆ ನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆ
ஏஸ் பைலட்,ಏಸ್ ಪೈಲಟ್
தன்மையை ஒப்புக் கொள்ளுங்கள்,ಪಾತ್ರವನ್ನು ಅಂಗೀಕರಿಸಿ
ஒலி கப்ளர்,ಅಕೌಸ್ಟಿಕ್ ಕೋಪ್ಲರ್
ஒலி இணைப்பு,ಅಕೌಸ್ಟಿಕ್ ಜೋಡಣೆ
ஒலி தாமத வரி,ಅಕೌಸ್ಟಿಕ್ ವಿಳಂಬ ರೇಖೆ
ஒலி நினைவகம்,ಅಕೌಸ್ಟಿಕ್ ಸ್ಮರಣೆ
ஒலி மோடம்,ಸಕೌಸ್ಟಿಕ್ ಮೋಡೆಮ್
ஒலி சமிக்ஞை,ಅಕೌಸ್ಟಿಕ್ ಸಂಕೇತ
ஒலி சேமிப்பு,ಅಕೌಸ್ಟಿಕ್ ಸಂಗ್ರಹ
சுருக்கம்,ಸಂಕ್ಷಿಪ್ತ ರೂಪ
செயல்,ಕ್ರಿಯಾಶೀಲತೆ
செயல் சுழற்சி,ಕ್ರಿಯಾಶೀಲತೆ
செயல் வரி,ಕ್ರಿಯಾಶೀಲ ರೇಖೆ
செயல் செய்தி,ಕ್ರಿಯಾಶೀಲ
செயல் விவரக்குறிப்பு,ಕ್ರಿಯಾಶೀಲತೆ
செயல்படுத்தல்,ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ
செயலில்,ಸಕ್ರಿಯ
செயலில் உள்ள கோப்பு,ಸಕ್ರಿಯ ಫೈಲ್
செயலில் வரி,ಸಕ್ರಿಯ ರೇಖೆ
செயலில் இணைப்பு,ಸಕ್ರಿಯ ಲಿಂಕ್
செயலில் உள்ள முதன்மை கோப்பு,ಸಕ್ರಿಯ ಮಾಸ್ಟರ್ ಫೈಲ್
செயலில் உள்ள முதன்மை உருப்படி,ಸಕ್ರಿಯ ಮಾಸ್ಟರ್ ಐಟಂ
செயலில் உள்ள செயற்கைக்கோள்,ಸಕ್ರಿಯ ಉಪಗ್ರಹ
செயலில் நிலையம்,ಸಕ್ರಿಯ ನಿಲ್ದಾಣ
செயலில் சேமிப்பு,ಸಕ್ರಿಯ ಸಂಗ್ರಹಣೆ
செயல்பாடு,ಚಟುವಟಿಕೆ
செயல்பாட்டு நிலை,ಚಟುವಟಿಕೆ ಮಟ್ಟ
செயல்பாடு ஏற்றுதல்,ಚಟುವಟಿಕೆ ಲೋಡಿಂಗ್
செயல்பாட்டு விகிதம்,ಚಟುವಟಿಕೆ ಅನುಪಾತ
உண்மையான முகவரி (= முழுமையான முகவரி),ನಿಜವಾದ ವಿಳಾಸ (= ಸಂಪೂರ್ಣ ವಿಳಾಸ)
உண்மையான குறியீடு (= முழுமையான குறியீடு),ನಿಜವಾದ ಕೋಡ್ (= ಸಂಪೂರ್ಣ ಕೋಡ್)
உண்மையான தரவு பரிமாற்ற வீதம்,ನಿಜವಾದ ಡೇಟಾ ವರ್ಗಾವಣೆ ದರ
உண்மையான தசம புள்ளி,ವಾಸ್ತವಿಕ ದಶಮಾಂಶ ಬಿಂದು
உண்மையான வழிமுறை (= பயனுள்ள அறிவுறுத்தல்),ನಿಜವಾದ ಸೂಚನೆ (= ಪರಿಣಾಮಕಾರಿ ಸೂಚನೆ)
உண்மையான விசை,ವಾಸ್ತವಿಕ ಕೀ
உண்மையான நேரம்,ವಾಸ್ತವಿಕ ಸಮಯ
உண்மையான வேலை நேரம்,ನಿಜವಾದ ಕೆಲಸದ ಸಮಯ
செயல்பாட்டு சமிக்ஞை,ಸಂಕೇತ
தகவமைப்பு,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
பின்னல்,ಅಳವಡಗಾರ
தகவமைப்பு சேனல் ஒதுக்கீடு,ಹೊಂದಾಣಿಕೆಯ ಚಾನಲ್ ಹಂಚಿಕೆ
தகவமைப்பு ஒருங்கிணைப்பு,ಹೊಂದಾಣಿಕೆಯ ಏಕೀಕರಣ
தகவமைப்பு குறுக்குவெட்டு சமநிலை,ಅಡಾಪ್ಟಿವ್ ಟ್ರಾನ್ಸ್‌ವರ್ಸಲ್ ಈಕ್ವಲೈಜರ್
நுழைவு சேர்க்கப்பட்டது,ಪ್ರವೇಶವನ್ನು ಸೇರಿಸಲಾಗಿದೆ
கூடுதல்,ಸೇರಿಸು
அடி,ಸೇರಿಸುವವನು
சேர்க்கை துணைப்பிரிவு,ಸೇಡ್ ಸಬ್ಟ್ರಾಕ್ಟರ್
கோப்பைச் சேர்க்கவும்,ಕಡತವನ್ನು ಸೇರಿಸು
கூடுதல் எழுத்து (= சிறப்பு எழுத்து),ಹೆಚ್ಚುವರಿ ಅಕ್ಷರ (= ವಿಶೇಷ ಅಕ್ಷರ)
கூடுதலாக ரெக்கார்டர்,ಸೇರ್ಪಡೆ ರೆಕಾರ್ಡರ್
கூடுதலாக அட்டவணை,ಸೇರ್ಪಡೆ ಮೇಜು
சேர்க்கை பண்புக்கூறு,ಸಂಯೋಜಕ ಗುಣಲಕ್ಷಣ
பயன்முறையைச் சேர்க்கவும்,ಮೋಡ್ ಸೇರಿಸಿ
செயல்பாட்டைச் சேர்க்கவும்,ಕಾರ್ಯಾಚರಣೆ ಸೇರಿಸಿ
முகவரி,ಭಾಷಣ
முகவரி அளவீடு,ವಿಳಾಸದ ಅಳತೆ
முகவரியிடக்கூடிய கிடைமட்ட நிலை,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಮತಲ ಸ್ಥಾನ
முகவரிக்குரிய புள்ளி,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಬಿಂದು
முகவரி செய்யக்கூடிய நிலை,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸ್ಥಾನ
முகவரிக்குரிய பதிவு,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ರಿಜಿಸ್ಟರ್
முகவரியிடக்கூடிய சேமிப்பு,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಸಂಗ್ರಹಣೆ
முகவரியிடக்கூடிய செங்குத்து நிலை,ವಿಳಾಸ ಮಾಡಬಹುದಾದ ಲಂಬ ಸ್ಥಾನ
முகவரி பஸ்,ವಿಳಾಸ ಬಸ್
முகவரி குறியீடு,ವಿಳಾಸ ಕೋಡ್
முகவரி ஒப்பீட்டாளர்,ವಿಳಾಸ ಹೋಲಿಕೆದಾರ
முகவரி கணக்கீடு,ವಿಳಾಸ ಗಣನೆ
முகவரி மாறிலி,ವಿಳಾಸ ಸ್ಥಿರ
முகவரி மாற்றம்,ವಿಳಾಸ ಪರಿವರ್ತನೆ
முகவரி தரவு,ವಿಳಾಸ ಡೇಟಾ
உரையாற்றப்பட்ட நினைவகம்,ವಿಳಾಸ ಮೆಮೊರಿ
முகவரி பயனுள்ளதாக இருக்கும்,ವಿಳಾಸ ಪರಿಣಾಮಕಾರಿ
முகவரி புலம்,ವಿಳಾಸ ಕ್ಷೇತ್ರ
முகவரி வடிவம்,ವಿಳಾಸ ಸ್ವರೂಪ
முகவரி இலவச நிரல்,ವಿಳಾಸ ಉಚಿತ ಕಾರ್ಯಕ್ರಮ
முகவரி,ಸಂಬೋಧಿಸುವುದು
முகவரி  எழுத்து,ಸಂಬೋಧಿಸುವುದು  ಪಾತ್ರ
குறுக்கீடு,ಅಡಚಣೆಯನ್ನು ಉದ್ದೇಶಿಸಿ
முகவரி லூப்,ವಿಳಾಸ ಲೂಪ್
மெய்நிகர் நினைவகத்தை உரையாற்றுதல்,ವರ್ಚುವಲ್ ಮೆಮೊರಿಯನ್ನು ಉದ್ದೇಶಿಸಿ
முகவரி ஒன்றோடொன்று,ವಿಳಾಸ ಇಂಟರ್ಲೇಟಿಂಗ್
முகவரி இல்லாத அறிவுறுத்தல் வடிவம்,ವಿಳಾಸವಿಲ್ಲದ ಸೂಚನಾ ಸ್ವರೂಪ
முகவரி வரி,ವಿಳಾಸ ಸಾಲು
முகவரி மேப்பிங்,ವಿಳಾಸ ಮ್ಯಾಪಿಂಗ್
முகவரி குறி,ವಿಳಾಸ ಗುರುತು
முகவரி மாற்றம்,ವಿಳಾಸ ಮಾರ್ಪಾಡು
முகவரி பகுதி,ವಿಳಾಸದ ಭಾಗ
முகவரி சுட்டிக்காட்டி,ವಿಳಾಸ ಪಾಯಿಂಟರ್
முகவரி பதிவு,ವಿಳಾಸ ನೋಂದಣಿ
முகவரி சமிக்ஞை,ವಿಳಾಸ ಸಂಕೇತ
முகவரி அளவு,ವಿಳಾಸದ ಗಾತ್ರ
முகவரி இடம்,ವಿಳಾಸ ಸ್ಥಳ
முகவரி விண்வெளி அடையாளங்காட்டி,ವಿಳಾಸ ಬಾಹ್ಯಾಕಾಶ ಗುರುತಿಸುವಿಕೆ
முகவரி நிறுத்தம்,ವಿಳಾಸ ನಿಲುಗಡೆ
முகவரி சுவடு,ವಿಳಾಸ ಜಾಡಿನ
முகவரி பாடல்,ವಿಳಾಸ ಟ್ರ್ಯಾಕ್
முகவரி மொழிபெயர்ப்பு,ವಿಳಾಸ ಅನುವಾದ
முகவரி மொழிபெயர்ப்பாளர்,ವಿಳಾಸ ಅನುವಾದಕ
கூடுதல் துணை நேரம்,ಕಕ್ಸಚ್ಚುವಿಕೆಯನ್ನು ಸೇರಿಸಿ ಸಮಯ
நேரம் சேர்க்கவும்,ಸಮಯವನ್ನು ಸೇರಿಸಿ
அடுத்துள்ள,ಪಕ್ಕದ
அருகிலுள்ள அமைப்பு,ಪಕ್ಕದ ರಚನೆ
அருகிலுள்ள சேனல்,ಪಕ್ಕದ ಚಾನಲ್
அருகிலுள்ள டொமைன்,ಪಕ್ಕದ ಡೊಮೇನ್
அருகிலுள்ள மேட்ரிக்ஸ்,ಪಕ್ಕದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
அருகிலுள்ள முனை,ಪಕ್ಕದ ನೋಡ್
அருகிலுள்ள சப்ரியா,ಪಕ್ಕದ ಸುಬೇರಿಯಾ
தொடை (அமைப்பு),ಹೊಂದಾಣಿಕೆ (ಸಿಸ್ಟಮ್)
சரிசெய்யவும்,ಸರಿಹೊಂದಿಸು
சரிசெய்யக்கூடிய அளவு,ಹೊಂದಾಣಿಕೆ ವ್ಯಾಪ್ತಿ
உரை பயன்முறையை சரிசெய்யவும்,ಪಠ್ಯ ಮೋಡ್ ಅನ್ನು ಹೊಂದಿಸಿ
நிர்வாக தரவு செயலாக்கம்,ಆಡಳಿತ ದತ್ತಾಂಶ ಸಂಸ್ಕರಣೆ
நிர்வாக செயல்பாடு,ಆಡಳಿತಾತ್ಮಕ ಕಾರ್ಯಾಚರಣೆ
நிர்வாக ஆபரேட்டர்,ಆಡಳಿತಕಾರಕ
நிர்வாக ஆபரேட்டர் நிலையம்,ಆಡಳಿತ ನಿರ್ವಾಹಕ ಕೇಂದ್ರ
நிர்வாக ஆதரவு அமைப்பு,ಆಡಳಿತಾತ್ಮಕ ಬೆಂಬಲ ವ್ಯವಸ್ಥೆ
மேம்பட்ட தொடர்பு சேவை,ಸುಧಾರಿತ ಸಂವಹನ ಸೇವೆ
மேம்பட்ட தகவல் அமைப்பு,ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ
மேம்பட்ட ஆப்டிகல் கேரக்டர் ரீடர்,ಸುಧಾರಿತ ಆಪ್ಟಿಕಲ್ ಕ್ಯಾರೆಕ್ಟರ್ ರೀಡರ್
மேம்பட்ட அறிவியல் கணினி,ಸುಧಾರಿತ ವೈಜ್ಞಾನಿಕ ಕಂಪ್ಯೂಟರ್
வான்வழி,ವೈಮಾನಿಕ
மதிப்பீட்டு,ಒಟ್ಟು
மொத்த வெளிப்பாடு,ಒಟ್ಟು ಅಭಿವ್ಯಕ್ತಿ
இலக்கு வட்டம்,ಗುರಿ ವೃತ್ತ
இலக்கு புலம் (= இலக்கு சின்னம்),ಗುರಿ ಕ್ಷೇತ್ರ (= ಗುರಿ ಚಿಹ್ನೆ)
நோக்கம் சின்னம்,ಗುರಿ ಚಿಹ್ನೆ
வான்வழி கணினி அமைப்பு,ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ
இயற்கணித ஈஜென்வெல்யூ சிக்கல்,ಬೀಜಗಣಿತ ಐಜೆನ್ವಾಲ್ಯು ಸಮಸ್ಯೆ
இயற்கணித  ஒருங்கிணைப்பு,ಬೀಜಗಣಿತದ  ಏಕೀಕರಣ
இயற்கணித மொழி,ಬೀಜಗಣಿತದ ಭಾಷೆ
இயற்கணித கையாளுதல்,ಬೀಜಗಣಿತದ ಕುಶಲ
இயற்கணித கையாளுதல் மொழி,ಬೀಜಗಣಿತದ ಕುಶಲ ಭಾಷೆ
இயற்கணித சார்ந்த மொழி,ಬೀಜಗಣಿತ ಆಧಾರಿತ ಭಾಷೆ
இயற்கணித மாற்றம்,ಬೀಜಗಣಿತದ ಶಿಫ್ಟ್
இயற்கணித அடையாளம் மாநாடு,ಬೀಜಗಣಿತ ಚಿಹ್ನೆ ಸಮಾವೇಶ
அல்கோல்,ಪಾಚಕ
அல்கோல் அம்சம்,ಆಲ್ಗೋಲ್ ವೈಶಿಷ್ಟ್ಯ
அல்கோல் நிரலாக்க,ಅಲ್ಗೋಲ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
வழிமுறை,ಅಲ್ಗಾರಿದಮ್
அல்காரிதம் துணை மொழி,ಅಲ್ಗಾರಿದಮ್ ಸಹಾಯಕ ಭಾಷೆ
வழிமுறை வகைப்பாடு,ಅಲ್ಗಾರಿದಮ್ ವರ್ಗೀಕರಣ
வழிமுறை சிக்கலானது,ಅಲ್ಗಾರಿದಮ್ ಸಂಕೀರ್ಣತೆ
அல்காரிதம் கணக்கீடு,ಅಲ್ಗಾರಿದಮ್ ಗಣನೀಯತೆ
வழிமுறை பகுப்பாய்வு,ಕ್ರಮಾವಧಿಕ ವಿಶ್ಲೇಷಣೆ
வழிமுறை அணுகுமுறை,ಕ್ರಮಾವಧಿಕ ವಿಧಾನ
வழிமுறை மொழி,ಕ್ರಮಬದ್ಧ ಭಾಷೆ
வழிமுறை வழக்கம்,ಅಲ್ಗಾರಿದಮಿಕ್ ವಾಡಿಕೆಯ
வழிமுறை கோட்பாடு,ಕ್ರಮಾವಧಿಕ ಸಿದ್ಧಾಂತ
மாற்றுப்பெயர்,ಅಲಿಯಾಸ್
மாற்றுப்பெயர்ச்சி,ಅಲಿಯಾಸೆ
மாற்றுப்பெயர் பெயர் (= மாற்று பெயர்),ಅಲಿಯಾಸ್ ಹೆಸರು (= ಪರ್ಯಾಯ ಹೆಸರು)
சீரமைப்பு,ಜೋಡಣೆ
ஒதுக்கவும்,ನಿಯೋಜಿಸು
ஒதுக்கீடு அமைப்பு,ಹಂಚಿಕೆ ರಚನೆ
அனைத்து நோக்கம் கொண்ட கணினி,ಎಲ್ಲಾ ಉದ್ದೇಶದ ಕಂಪ್ಯೂಟರ್
அகரவரிசை எழுத்து,ವರ್ಣಮಾಲೆಯ ಪಾತ್ರ
அகரவரிசை எழுத்து தொகுப்பு,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರಗಳ ಸೆಟ್
அகரவரிசை எழுத்து துணைக்குழு,ವರ್ಣಮಾಲೆಯ ಅಕ್ಷರ ಉಪವಿಭಾಗ
அகரவரிசை குறியீடு,ವರ್ಣಮಾಲೆ ಸಂಕೇತ
அகரவரிசை மாற்றம்,ವರ್ಣಮಾಲೆ ಶಿಫ್ಟ್
அகரவரிசை சரம்,ವರ್ಣಮಾಲೆಯ ದಾರ
அகரவரிசை சொல்,ವರ್ಣಮಾಲೆ ಪದ
அகரவரிசை,ವರ್ಣಮಾಲೆ
ஆல்பாஜோமெட்ரிக்ஸ்,ಆಲ್ಫೇಜೀಟ್ರಿಕ್ಸ್
ஆல்பமெரிக்,ಆಲ್ಫಾಮನ
ஆல்பமோசைக்,ವರ್ಣಮಾಲೆಯ
எண்ணெழுத்து,ವರ್ಣಮಾಲೆಯ
எண்ணெழுத்து விசைப்பலகை சாதனம்,ಆಲ್ಫಾನ್ಯೂಮರಿಕಲ್ ಕೀಬೋರ್ಡ್ ಸಾಧನ
எண்ணெழுத்து எழுத்து தொகுப்பு,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಅಕ್ಷರ ಸೆಟ್
எண்ணெழுத்து குறியீடு,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡ್
எண்ணெழுத்து குறியீட்டு எழுத்து தொகுப்பு,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೋಡೆಡ್ ಅಕ್ಷರ ಸೆಟ್
எண்ணெழுத்து தரவு,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಡೇಟಾ
எண்ணெழுத்து காட்சி சாதனம்,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಪ್ರದರ್ಶನ ಸಾಧನ
எண்ணெழுத்து திருத்தப்பட்ட எழுத்து,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸಂಪಾದಿತ ಪಾತ್ರ
எண்ணெழுத்து புலம்,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕ್ಷೇತ್ರ
எண்ணெழுத்து அறிவுறுத்தல்,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸೂಚನೆ
எண்ணெழுத்து விசைப்பலகை,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್
எண்ணெழுத்து வகை,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ವಿಂಗಡಣೆ
எண்ணெழுத்து சேமிப்பு,ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಸಂಗ್ರಹ
மாற்றக்கூடிய நினைவகம்,ಬದಲಾಯಿಸಬಹುದಾದ ಮೆಮೊರಿ
மாற்ற சுவிட்ச்,ಬದಲಾವಣೆ ಸ್ವಿಚ್
மாற்றுதல்,ಬದಲಾಯಿಸುವ
மாற்று பயன்முறை,ಬದಲಾದ ಮೋಡ್
மாற்று மீட்பு,ಪರ್ಯಾಯ ಚೇತರಿಕೆ
மாற்று பாதை,ಪರ್ಯಾಯ ಮಾರ್ಗ
மாற்று ரூட்டிங்,ಪರ್ಯಾಯ ರೂಟಿಂಗ್
மாற்று பாதை,ಪರ್ಯಾಯ ಟ್ರ್ಯಾಕ್
மாற்று (= அல்லது செயல்பாடு),ಪರ್ಯಾಯ (= ಅಥವಾ ಕಾರ್ಯಾಚರಣೆ)
மாற்று பண்புக்கூறு,ಪರ್ಯಾಯ ಗುಣಲಕ್ಷಣ
மாற்று மறுப்பு (= இல்லை-மற்றும் செயல்பாடு),ಪರ್ಯಾಯ ನಿರಾಕರಣೆ (= ಅಲ್ಲ ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ)
தெளிவற்ற பிழை,ಅಸ್ಪಷ್ಟ ದೋಷ
தெளிவற்ற குறிப்பு,ಅಸ್ಪಷ್ಟ ಉಲ್ಲೇಖ
அனலாக்ஸ்,ಜರುಗೋಲು
அனலாக் சேர்க்கை,ಅನಾಲಾಗ್
அனலாக் சேனல்,ಅನಾನುಕೂಲ ಚಾನೆಲ್
அனலாக் கணினி,ಅನಾನುಕೂಲ ಕಂಪ್ಯೂಟರ್
அனலாக் மாற்றி,ಅನಾನುಕೂಲ ಪರಿವರ್ತಕ
அனலாக் தரவு,ಅನಲಾಗ್ ಡೇಟಾ
அனலாக் டிவைடர்,ಅನನುಕಿನ ವಿಭಾಜಕ
அனலாக் வசதி முனையம்,ಅನಲಾಗ್ ಫೆಸಿಲಿಟಿ ಟರ್ಮಿನಲ್
அனலாக் செயல்பாடு  ஜெனரேட்டர்,ಅನಾನುಕೂಲ ಕಾರ್ಯ  ಉತ್ಪಾದಕ
அனலாக் ஒருங்கிணைப்பு,ಅನಲಾಗ್ ಏಕೀಕರಣ
அனலாக் பெருக்கி,ಸೋಗು ಗುಣಕ
அனலாக் நிரலாக்க,ಅನಲಾಗ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
அனலாக் அளவிடுதல்,ಅನನುಕಿನ ಸ್ಕೇಲಿಂಗ್
அனலாக் சிக்னல்,ಅನಾಲಾಗ್ ಸಂಕೇತ
அனலாக் உருவகப்படுத்துதல்,ಸಿಮ್ಯುಲೇಶನ್
அனலாக் சுவிட்ச்,ಅನಲಾಗ್ ಸ್ವಿಚ್
அனலாக் அமைப்பு,ಅನಾಲಾಗ್ ವ್ಯವಸ್ಥೆ
டிஜிட்டலுக்கு அனலாக்  மாற்றி,ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್  ಪರಿವರ್ತಕ
டிஜிட்டலுக்கு அனலாக்  குறியாக்கி,ಡಿಜಿಟಲ್ಗೆ ಅನಲಾಗ್  ಸ್ಥಳಾಂತರಕ
அனலாக் பரிமாற்றம்,ಅನಾಲಿಕೆ ಹರಡುವಿಕೆ
அனலாக் வகை,ಅನಾಲಾಗ್ ಪ್ರಕಾರ
பகுப்பாய்வு தொகுதி,ವಿಶ್ಲೇಷಣೆ
பகுப்பாய்வு முறை,ವಿಶ್ಲೇಷಣೆ ವಿಧಾನ
பகுப்பாய்வு இயந்திரம்,ವಿಶ್ಲೇಷಣಾತ್ಮಕ ಎಂಜಿನ್
மூதாதையர் பணி,ಪೂರ್ವಜರ ಕಾರ್ಯ
துணை உபகரணங்கள்,ಪೂರಳು ಉಪಕರಣಗಳು
மற்றும்,ಮತ್ತು
மற்றும் சுற்று,ಮತ್ತು ಸರ್ಕ್ಯೂಟ್
மற்றும் உறுப்பு,ಮತ್ತು ಅಂಶ
மற்றும் வாயில்,ಮತ್ತು ಗೇಟ್
மற்றும் மறைத்தல்,ಮತ್ತು ಮರೆಮಾಚುವಿಕೆ
மற்றும் செயல்பாடு அல்ல (= விலக்கு,ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ ಅಲ್ಲ (= ಹೊರಗಿಡುವಿಕೆ
மற்றும் செயல்பாடு,ಮತ್ತು ಕಾರ್ಯಾಚರಣೆ
இணைப்பு நினைவகம்,ಅನೆಕ್ಸ್ ಸ್ಮರಣೆ
சிறுகுறி,ಟಿಪ್ಪಣಿ
அறிவிப்பாளர்,ಮೊಳಕೆ
பதில்,ಮತ್ತೆ ಉತ್ತರಿಸಿ
பதில் தாமதம்,ಉತ್ತರ ವಿಳಂಬ
பதிலளிக்கும் நேரம்,ಸಮಯಕ್ಕೆ ಉತ್ತರಿಸುವುದು
பதில் விளக்கு,ಉತ್ತರ ದೀಪ
பதில் பட்டியல்,ಉತ್ತರ ಪಟ್ಟಿ
பதில்,ಉತ್ತರ ಮಾತ್ರ
எதிர்பார்ப்பு பயன்முறை,ನಿರೀಕ್ಷೆಯ ಕ್ರಮ
எதிர்பார்ப்பு இடையக,ನಿರೀಕ್ಷಿತ ಬಫರಿಂಗ್
எதிர்பார்ப்பு கேரி,ನಿರೀಕ್ಷಿತ ಸಾಗಣೆ
எதிர்பார்ப்பு பேஜிங்,ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್
