Assamese,Bengali
শেষৰ গেট আৰু গেট,শেষ গেট এবং গেট
অপাৰেচন শেষ নহয় (বৰ্জন),শেষ নয় অপারেশন (বর্জন)
"১.এনিমেচন, ২.কম্পন","1. অ্যানিমেশন, 2. কম্পন"
দ্ৰষ্টব্য,বিঃদ্রঃ
অসামঞ্জস্যতা,অসঙ্গতি
পূৰ্ৱবৰ্তী,আগে
প্ৰত্যাশিত পেজিং,প্রত্যাশিত পেজিং
প্ৰতি-সমমিতিক,কাউন্টার-সিমেট্রিক
এন্টিভাইৰেল প্ৰগ্ৰেম,অ্যান্টিভাইরাল প্রোগ্রাম
"১.এপলেট, ২. দৰ্খাস্ত","1. অ্যাপলেট, 2। আবেদন"
এপ্লিকেচন ডেভেলপাৰ,অ্যাপ্লিকেশন ডেভেলপার
এপ্লিকেচন প্ৰগ্ৰেমিং,অ্যাপ্লিকেশন প্রোগ্রামিং
"1. এপ্লিকেচন প্ৰগ্ৰামিং আন্তঃপৃষ্ঠ, 2. এপ্লিকেচন প্ৰগ্ৰেমিং আন্তঃপৃষ্ঠ (API)","1. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস, 2. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API)"
এপ্লিকেচন চফ্টৱেৰ,অ্যাপ্লিকেশন সফ্টওয়্যার
আবেদন ভাষা,অ্যাপ্লিকেশন ভাষা
আনুমানিক নীতি,আনুমানিক নীতি
গাঁঠনি,গঠন
ক্ষেত্ৰ স্থানান্তৰ,ক্ষেত্র স্থানান্তর
"1. প্ৰাচল, স্বাধীন চলক, 2. কোণ","1. প্যারামিটার, স্বাধীন পরিবর্তনশীল, 2. কোণ"
"1. গাণিতিক আৰু যুক্তি একক, 2. গাণিতিক আৰু যুক্তি একক","1. পাটিগণিত এবং যুক্তি ইউনিট, 2. পাটিগণিত এবং যুক্তি ইউনিট"
গাণিতিক পৰীক্ষা,পাটিগণিত পরীক্ষা
গাণিতিক ধ্ৰুৱক,গাণিতিক ধ্রুবক
গাণিতিক তথ্য,গাণিতিক তথ্য
গাণিতিক নিৰ্দেশনা,গাণিতিক নির্দেশ
গাণিতিক আৰু যুক্তিসংগত একক (ALU),গাণিতিক ও লজিক্যাল ইউনিট (ALU)
ARPA নেট (RPNet),ARPA নেট (RPNet)
এৰে,অ্যারে
"1. এৰে কেচ, 2. এৰেৰ গতি, ৩. এৰে মেমৰি","1. অ্যারে ক্যাশে, 2. অ্যারের গতি, 3. অ্যারে মেমরি"
এৰে কম্পিউটাৰ,অ্যারে কম্পিউটার
এৰে উপাদান,অ্যারে উপাদান
এৰেৰ নাম,অ্যারের নাম
এৰে প্ৰচেছৰ,অ্যারে প্রসেসর
কাঁড় চিহ্ন,তীর কী
সন্ধি,সন্ধি
জংচন পইণ্ট,সংযোগ বিন্দু
কৃত্ৰিম সংকোচন,কৃত্রিম কম্প্যাকশন
কৃত্ৰিম নিয়ন্ত্ৰণ,কৃত্রিম নিয়ন্ত্রণ
কৃত্ৰিম ইন্দ্ৰিয়,কৃত্রিম অনুভূতি
মাউন্ট,মাউন্ট
আৰোহী সজাই পৰাই তোলা,আরোহী সাজানোর
ascii বৰ্ণমালা,ascii বর্ণমালা
ascii নিয়ন্ত্ৰণ চিহ্ন,ascii নিয়ন্ত্রণ প্রতীক
ascii ফাইল,ascii ফাইল
ascii ফন্ট,ascii ফন্ট
ASCII স্থানান্তৰ,ASCII স্থানান্তর
এস্পেক্ট ৰেচিঅ&#39;,আনুমানিক অনুপাত
"১.এছপি, ২. এ এছ পি আই","1. Aspy, 2. এএসপিআই"
এ এছ আৰ কালাদ,এ এস আর কালাদ
"১/ স্মৰণ, ২। একত্ৰিত কৰা, ৩. একত্ৰিত কৰা","1. স্মরণ, 2. সমাবেশ, 3. জড় করা"
"১.সমাবেশকাৰী, ২. স্মাৰক","1. অ্যাসেম্বলার, 2. অনুস্মারক"
"1. একত্ৰিত কৰা, ২. স্মৃতি","1. সমাবেশ, 2. স্মরণ"
"১/ মুখস্থ কৰা ভাষা, ২. ভাষা একত্ৰিত কৰা","1. মুখস্থ ভাষা, 2. একত্রিত ভাষা"
সংকল্প,সংকল্প
"1. নিৰ্দিষ্ট কাম, 2. আবণ্টন","1. নির্দিষ্ট কাজ, 2. বরাদ্দ"
সংগীত্ব,সাহচর্য
সহযোগী ঠিকনা,সহযোগী ঠিকানা
"১.সংগত স্মৃতি, ২. সহযোগী স্মৃতিশক্তি","1. সহযোগী স্মৃতি, 2. সহযোগী স্মৃতি"
তাৰকা চিহ্ন (* চিহ্ন),তারকাচিহ্ন (* চিহ্ন)
অসমতাপূৰ্ণ,অপ্রতিসম
"1. এচিনক্ৰ&#39;নাছ , 2. এচিনক্ৰ&#39;নাছ","1. অ্যাসিঙ্ক্রোনাস, 2. অ্যাসিঙ্ক্রোনাস"
এচিনক্ৰ&#39;নাছ ডিজিটেল গ্ৰাহক লাইন (ADSL),অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL)
এচিংক্ৰ&#39;নাছ সময় বিভাজন মাল্টিপ্লেক্সিং (ATDM),অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM)
এচিনক্ৰ&#39;নাছ স্থানান্তৰ,অ্যাসিঙ্ক্রোনাস স্থানান্তর
এচিংক্ৰ&#39;নাছ ট্ৰেন্সফাৰ মোড (ATM),অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম)
"১.পৰমাণু, ২. পৰমণ","1. পরমাণু, 2. পরমণ"
সংলগ্ন নথিপত্ৰ,সংযুক্ত নথি
"1. সংলগ্ন ফাইল/মিছিল, 2. সংলগ্ন ফাইল","1. সংযুক্ত ফাইল/মিসিল, 2. সংযুক্ত ফাইল"
"১.আৱৰণ, ২. সংযুক্ত","1. ঘের, 2. সম্বন্ধযুক্ত"
"১.গুণ, ২. বৈশিষ্ট্য","1. বৈশিষ্ট্য, 2. বিশেষত্ব"
শ্ৰৱণযোগ্য,শ্রবণযোগ্য
"1. অডিট প্ৰগ্ৰেমিং, 2. অডিট প্ৰগ্ৰেমিং","1. অডিট প্রোগ্রামিং, 2. অডিট প্রোগ্রামিং"
একাউণ্ট পৰীক্ষণ,অ্যাকাউন্ট পরীক্ষা
প্ৰচাৰ,পদোন্নতি
প্ৰমাণীকৰণ প্ৰট&#39;কল,সার্টিফিকেশন প্রোটোকল
লেখক পদ্ধতি,রচনা পদ্ধতি
"১.কৰ্তৃত্ব, ২. কৰ্তৃত্ব, ৩. ন্যায়াধিকৰণ","1. কর্তৃপক্ষ, 2. কর্তৃপক্ষ, 3. ট্রাইব্যুনাল"
অটো বিমূৰ্ত,স্বয়ংক্রিয় বিমূর্ত
"1. স্বয়ংক্ৰিয় বুটিং, 2. self বুট","1. অটো বুটিং, 2. স্ব বুট"
AutoCAD (এটা কম্পিউটাৰ ভাষা),অটোক্যাড (একটি কম্পিউটার ভাষা)
স্বয়ংক্ৰিয় লগ-অন,স্বয়ংক্রিয় লগ-অন
automata,স্বয়ংক্রিয়
automata তত্ত্ব,স্বয়ংক্রিয় তত্ত্ব
স্বয়ংক্ৰিয় গণনা,স্বয়ংক্রিয় গণনা
স্বয়ংক্ৰিয় তথ্য প্ৰক্ৰিয়াকৰণ,স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ
স্বয়ংক্ৰিয় ভুল সংশোধন,স্বয়ংক্রিয় ত্রুটি সংশোধন
অটো ফাংচন,স্বয়ংক্রিয় ফাংশন
"1. স্বয়ংক্ৰিয় সূচীভুক্তকৰণ, 2. স্বয়ংক্ৰিয় তালিকাভুক্তকৰণ","1. স্বয়ংক্রিয় সূচীকরণ, 2. স্বয়ংক্রিয় তালিকা"
অটো-সংগ্ৰহ কল,স্বয়ংক্রিয় সংগ্রহ কল
"1. স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং, 2. স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং","1. স্বয়ংক্রিয় প্রোগ্রামিং, 2. স্বয়ংক্রিয় প্রোগ্রামিং"
"1. স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম, 2. স্বয়ংক্ৰিয় পুনৰুদ্ধাৰ প্ৰগ্ৰেম","1. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম, 2. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম"
অটো ৰুটিন,স্বয়ংক্রিয় রুটিন
স্বয়ংক্ৰিয় চিস্টেম পুনৰুদ্ধাৰ,স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার
"১/ স্বয়ংক্ৰিয় টেলাৰ মেচিন (এটিএম), ২. স্বয়ং উলিওৱাৰ বাবে বেংকৰ ATM","1. অটোমেটিক টেলার মেশিন (ATM), 2. নিজে তোলার জন্য ব্যাঙ্ক এটিএম"
অটোমেচন,অটোমেশন
"1. অটোপ্লে , 2. অটো ৱাক","1. অটোপ্লে, 2. স্বয়ংক্রিয় হাঁটা"
কণ্ঠদান,কণ্ঠস্বর
সহায়ক,সহকারী
সহায়ক স্মৃতিশক্তি,অক্জিলিয়ারী মেমরি
সহায়ক সংৰক্ষণ,অক্জিলিয়ারী স্টোরেজ
উপলব্ধ তালিকা,প্রাপ্তিসাধ্য তালিকা
উপলব্ধ সময়,উপলব্ধ সময়
গড়,গড়
AWK (এটা কম্পিউটাৰ কমাণ্ড),AWK (একটি কম্পিউটার কমান্ড)
পাছত,পরে
পোষ্ট প্ৰচেছৰ,পোস্ট প্রসেসর
পশ্চাৎ কাৰ্য্য বিলোপন,পোস্টেরিয়র ফাংশন মুছে ফেলা
পটভূমি প্ৰক্ৰিয়াকৰণ,পটভূমি প্রক্রিয়াকরণ
আনুষংগিক দোকানসমূহ,আনুষঙ্গিক দোকান
বেক পেচিং,ব্যাক প্যাচিং
"১.পশ্চিম, ২. বেকস্পেচ","1. পশ্চিম, 2. ব্যাকস্পেস"
পিছুৱাই যোৱা,ব্যাকট্র্যাকিং
"1. বেক-আপ , 2. ৰিইম্বৰ্চেমেণ্ট","1. ব্যাক আপ, 2. প্রতিদান"
"১/ পৰিপূৰক স্মৃতিশক্তি, ২. বেক-আপ মেমৰি","1. পরিপূরক স্মৃতি, 2. ব্যাক আপ মেমরি"
পিছলৈ ভুল সংশোধন,পিছনে ত্রুটি সংশোধন
(আয়-ব্যয়) বেলেন্স শ্বীট,(আয়-ব্যয়) ব্যালেন্স শীট
পট্টি,ব্যান্ডেজ
"১.বেণ্ড প্ৰস্থ, ২. বেণ্ডউইডথ/ক্ষমতা","1. ব্যান্ড প্রস্থ, 2. ব্যান্ডউইথ/ক্ষমতা"
বেংকাৰৰ এলগৰিদম,ব্যাংকারের অ্যালগরিদম
"1. বাৰ ক&#39;ড, 2. বাৰ ক&#39;ড","1. বার কোড, 2. বার কোড"
বাৰক&#39;ড স্ক্যানাৰ,বারকোড স্ক্যানার
বাৰ গ্ৰাফ,বার গ্রাফ
ভিত্তি ঠিকনা,ভিত্তি ঠিকানা
বেচ বেণ্ড,বেস ব্যান্ড
আধাৰ নম্বৰ,আধার নম্বর
ভিত্তি টেবুল,ভিত্তি টেবিল
মূল (এটা কম্পিউটাৰ ভাষা),বেসিক (একটি কম্পিউটার ভাষা)
"1. মূল নিয়ন্ত্ৰণ , 2. ভিত্তি নিয়ন্ত্ৰণ","1. মৌলিক নিয়ন্ত্রণ, 2. ভিত্তি নিয়ন্ত্রণ"
"১/ মূল বিনিয়োগ, ২. ভিত্তি বিনিয়োগ","1. মূল বিনিয়োগ, 2. ভিত্তি বিনিয়োগ"
মূল নিৰ্দেশনা,মৌলিক নির্দেশ
ভিত্তি বিষয়,ভিত্তি সমস্যা
মূল পৰ্যায়,মৌলিক পর্যায়
"১.বেচ, ২. গোট, ৩. বিপৰ্যয়","1. ব্যাচ, 2। গ্রুপ, 3। বিপর্যয়"
"1. বেচ ফাইল, 2. বেচ ফাইল","1. ব্যাচ ফাইল, 2. ব্যাচ ফাইল"
বেচৰ অৱস্থা,ব্যাচ অবস্থা
"১.বেচ প্ৰচেছিং, ২. গ্ৰুপ প্ৰচেছিং","1. ব্যাচ প্রসেসিং, 2. গ্রুপ প্রক্রিয়াকরণ"
"1. বেচ ব্যৱস্থা, 2. কেটাপল্ট ব্যৱস্থা","1. ব্যাচ সিস্টেম, 2. ক্যাটাপল্ট সিস্টেম"
baud,বউড
বড হাৰ,বড হার
ৰশ্মি ৰশ্মি,মরীচি মরীচি
"1. নিৰ্দেশনা , 2. বেচ মাৰ্ক","1. নির্দেশিকা, 2. ব্যাচ চিহ্ন"
দ্বিমুখী যোগাযোগ,দ্বিমুখী যোগাযোগ
প্ৰত্যক্ষ সংযোগ,সরাসরি লিঙ্ক
বাইনাৰী ক&#39;ড,বাইনারি কোড
বাইনাৰী অংক,বাইনারি সংখ্যা
বাইনাৰী বিনিয়োগ আউটপুট ব্যৱস্থা (BIOS),বাইনারি ইনভেস্টমেন্ট আউটপুট সিস্টেম (BIOS)
বাইনাৰী সংখ্যা,বাইনারি সংখ্যা
বাইনাৰী অপাৰেটৰ,বাইনারি অপারেটর
বাইনাৰী সম্পৰ্ক,বাইনারি সম্পর্ক
বাইনাৰী সন্ধান,বাইনারি অনুসন্ধান
বাইনাৰী অন্বেষণ বৃক্ষ (BST),বাইনারি এক্সপ্লোরেশন ট্রি (বিএসটি)
"1. বাইনাৰী স্থানান্তৰ গছ, 2. বাইনাৰী স্থানান্তৰ","1. বাইনারি ট্রান্সফার ট্রি, 2. বাইনারি স্থানান্তর"
বাইনাৰী গছ,বাইনারি গাছ
"১.দ্বিমেৰু স্মৃতিশক্তি, ২. বাইপোলাৰ মেম’ৰী","1. বাইপোলার মেমরি, 2. বাইপোলার মেমরি"
"১/ জন্ম আৰু মৃত্যুৰ আৰ্হি, ২. জন্ম মৃত্যুৰ আৰ্হি","1. জন্ম ও মৃত্যু মডেল, 2. জন্ম মৃত্যু মডেল"
জন্ম মৃত্যু প্ৰক্ৰিয়া,জন্ম মৃত্যু প্রক্রিয়া
"১.ডুয়েক, ২. বিট","1. ডুয়েক, 2। বিট"
বিট দোষ,বিট দোষ
বিট মেপ,বিট মানচিত্র
"1. বিট , 2. মানচিত্ৰ, ৩. পিক্সেল (BMP)","1. বিট, 2। মানচিত্র, 3. পিক্সেল (BMP)"
"1. বিট মেট্ৰিক্স, 2. বিট টেবুল","1. বিট ম্যাট্রিক্স, 2. বিট টেবিল"
বিট পেটাৰ্ণ,বিট প্যাটার্ন
বিটৰ অৱস্থান,বিট অবস্থান
"1. বিট হাৰ, 2. বিট হাৰ","1. বিট রেট, 2. বিট হার"
চকুত পটি পৰীক্ষা কৰা,চোখ বেঁধে পরীক্ষা
shimmer,শিমার
অৱৰুদ্ধ কৰা,ব্লক
"1. ব্লক কেচ, 2. ব্লক কেচ / চুংক মেমৰি","1. ব্লক ক্যাশে, 2. ব্লক ক্যাশে / খণ্ড মেমরি"
ব্লক প্ৰ&#39;ব,ব্লক প্রোব
ভলিউম কপি,ভলিউম কপি
ব্লক ডায়াগ্ৰাম,ব্লক ডায়াগ্রাম
"1. ব্লক কৰা নেটৱৰ্ক, 2. ব্লক কৰা নেটৱাৰ্ক","1. ব্লক করা নেটওয়ার্ক, 2. ব্লক করা নেটওয়ার্ক"
ব’ৰ্ড,বোর্ড
পৃষ্ঠাৰ স্মৃতিশক্তি,পৃষ্ঠা মেমরি
বুলিয়ান বীজগণিত,বুলিয়ান বীজগণিত
বুলিয়ান সম্পৰ্ক,বুলিয়ান সম্পর্ক
বুট বিভাজন,বুট পার্টিশন
বুট ষ্ট্ৰেপিং,বুট strapping
1.বুটষ্ট্ৰেপ লোডাৰ,1. বুটস্ট্র্যাপ লোডার
"১.দলং, ২.দলং","1.ব্রিজ, 2.ব্রিজ"
ব্ৰডবেণ্ড নেটৱৰ্ক,ব্রডব্যান্ড নেটওয়ার্ক
সম্প্ৰচাৰ,সম্প্রচার
সম্প্ৰচাৰ ৰেডিঅ&#39;,রেডিও সম্প্রচার
(নেট) ভ্যাৰিয়েন্স,(নেট) ভিন্নতা
(নেট) ভিকাৰ,(net) vicar
বি-ট্ৰু,বি-ট্রু
"1.বাবল মেমৰি, 2.বাবল মেমৰি","1.বুদবুদ মেমরি, 2.বাবল মেমরি"
বুদবুদ সজাই পৰাই তোলা,বুদবুদ সাজানোর
"১.বাল্টি, ২.বাল্টি","1.বালতি, 2.বালতি"
"১.ভ্ৰাতৃত্ববোধ ব্যৱস্থা, ২.বৃহৎ ব্যৱস্থা","1. ভ্রাতৃত্ব ব্যবস্থা, 2. বড় সিস্টেম"
বাজেট ফলপ্ৰসূ নিয়ন্ত্ৰণ,বাজেট কার্যকর নিয়ন্ত্রণ
বাফাৰ,বাফার
অভাৱ,ঘাটতি
বাছ,যথেষ্ট
"১.অষ্ট ব্যাংক, ২. বিট (আঠটা বিট)","1. অষ্ট ব্যাঙ্ক, 2. বিট (আট বিট)"
বাইট ক&#39;ড,বাইট কোড
C (কম্পিউটাৰ ভাষা),সি (কম্পিউটার ভাষা)
"1.C Plus Plus, 2.C++ (কম্পিউটাৰ ভাষা)","1.C প্লাস প্লাস, 2.C++ (কম্পিউটার ভাষা)"
"১.নগদ ধন, ২. বেগাই","1.নগদ, 2. দ্রুত, 3. দ্রুত"
"1.কেচ বাফাৰ, 2.মেমৰি বাফাৰ","1.ক্যাশ বাফার, 2.মেমরি বাফার"
"1.কেচ মেমৰি, 2.কেচ মেমৰি, 3.দ্ৰুত মেমৰি","1.ক্যাশ মেমরি, 2.ক্যাশ মেমরি, 3.ফাস্ট মেমরি"
গণনা কৰা,গণনা
"১.কেলকুলেটৰ, ২.কেলকুলেটৰ","1.ক্যালকুলেটর, 2.ক্যালকুলেটর"
"1.কেলকুলেটৰ চিপ,2. কেলকুলেটৰ চিপ","1.ক্যালকুলেটর চিপ, 2. ক্যালকুলেটর চিপ"
আমন্ত্ৰণ কৰক,আহ্বান করুন
নাম কল,নাম কল
