Tamil,Bengali
ABAP (மேம்பட்ட வணிக நிரலாக்கம்),ABAP (অ্যাডভান্সড বিজনেস প্রোগ্রামিং)
"1. மேம்பட்ட தரவு, 2. மேம்பட்ட தரவு","1. উন্নত তথ্য, 2. উন্নত তথ্য"
மேம்பட்ட தகவல் அமைப்பு,উন্নত তথ্য সিস্টেম
மேம்பட்ட தொழில்நுட்பம் (AT),উন্নত প্রযুক্তি (AT)
நடவடிக்கை,কর্ম
திரட்டுதல்,সমষ্টি
வான்வழி கணினி அமைப்பு,বায়ুবাহিত কম্পিউটার সিস্টেম
அல்டஸ் பக்கம்-தயாரிப்பு,aldus পৃষ্ঠা তৈরি
எச்சரிக்கை பெட்டி,সতর্কতা বাক্স
அல்கோல் (கணினி மொழி),আলগোল (কম্পিউটার ভাষা)
"1. அல்காரிதம் , 2. அல்காரிதம்","1. অ্যালগরিদম, 2. অ্যালগরিদম"
"1. அல்காரிதம் பகுப்பாய்வு, 2. அல்காரிதம் பகுப்பாய்வு","1. অ্যালগরিদম বিশ্লেষণ, 2. অ্যালগরিদম বিশ্লেষণ"
அல்காரிதம் திறன்,অ্যালগরিদম দক্ষতা
"1. எலியாஸ், 2. புனைப்பெயர், 3. aka","1. ইলিয়াস, 2। ডাকনাম, ৩. ওরফে"
சீரமைப்பு,প্রান্তিককরণ
"1. ஒதுக்கீடு, 2. ஒதுக்கீடு","1. বরাদ্দ, 2. বরাদ্দ"
"1. அகரவரிசை, 2. அகரவரிசையில்","1. বর্ণানুক্রমিক, 2. বর্ণা ক্রমানুসারে"
எண்ணெழுத்து,আলফানিউমেরিক
"1. எண்ணெழுத்து விசைப்பலகை ,2. எண்ணெழுத்து விசைப்பலகை","1. আলফানিউমেরিক কীবোর্ড, 2. আলফানিউমেরিক কীবোর্ড"
ஆல்பா-சோதனை (1 வது நிலை சோதனை),আলফা-পরীক্ষা (প্রথম স্তরের পরীক্ষা)
"1. ஆல்பா பதிப்பு, 2. ஆல்பா வடிவம்","1. আলফা সংস্করণ, 2। আলফা ফর্ম"
alt விசை,alt কী
அல்டாவிஸ்டா,আলতাভিস্তা
பன்முகத்தன்மை,বহুগুণ
தெளிவற்ற இலக்கணம்,অস্পষ্ট ব্যাকরণ
அமெரிக்க தேசிய ஸ்டேண்டீஸ் நிறுவனம் (ANSI),আমেরিকান ন্যাশনাল স্ট্যান্ডিস ইনস্টিটিউট (ANSI)
அமெரிக்கன் ஸ்டாண்டர்ட் கட் (ascii),আমেরিকান স্ট্যান্ডার্ড কাট (ascii)
"1. ஒத்த, 2. அனலாக்","1. সাদৃশ্যপূর্ণ, 2. এনালগ"
"1. அனலாக் கணினி, 2. அனலாக் கணினி","1. এনালগ কম্পিউটার, 2. এনালগ কম্পিউটার"
"1. அனலாக் சாதனம், 2. அனலாக் சாதனம்","1. এনালগ ডিভাইস, 2. এনালগ ডিভাইস"
"1. அனலாக் மோடம், 2. அனலாக் மோடம்","1. এনালগ মডেম, 2. এনালগ মডেম"
டிஜிட்டல் மாற்றிக்கு அனலாக்,এনালগ থেকে ডিজিটাল কনভার্টার
முடிவு (டிஜிட்டல்/பிளேன் லாஜிக் &#39;மற்றும்&#39; பயன்படுத்தப்பட்டது),শেষ (ডিজিটাল/প্লেন লজিক &#39;এবং&#39; ব্যবহৃত)
இறுதி சுற்று,শেষ সার্কিট
இறுதி வாயில் மற்றும் வாயில்,শেষ গেট এবং গেট
செயல்பாடு அல்ல (விலக்கு),শেষ নয় অপারেশন (বর্জন)
"1. அனிமேஷன், 2. அதிர்வு","1. অ্যানিমেশন, 2. কম্পন"
குறிப்பு,বিঃদ্রঃ
முரண்பாடு,অসঙ্গতি
முந்தைய,আগে
முன்கூட்டிய பேஜிங்,প্রত্যাশিত পেজিং
எதிர்-சமச்சீர்,কাউন্টার-সিমেট্রিক
வைரஸ் தடுப்பு திட்டம்,অ্যান্টিভাইরাল প্রোগ্রাম
"1. ஆப்லெட், 2. விண்ணப்பம்","1. অ্যাপলেট, 2। আবেদন"
பயன்பாட்டு டெவலப்பர்,অ্যাপ্লিকেশন ডেভেলপার
பயன்பாட்டு நிரலாக்கம்,অ্যাপ্লিকেশন প্রোগ্রামিং
"1. பயன்பாட்டு நிரலாக்க இடைமுகம், 2. பயன்பாட்டு நிரலாக்க இடைமுகம் (API)","1. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস, 2. অ্যাপ্লিকেশন প্রোগ্রামিং ইন্টারফেস (API)"
பயன்பாட்டு மென்பொருள்,অ্যাপ্লিকেশন সফ্টওয়্যার
பயன்பாட்டு மொழி,অ্যাপ্লিকেশন ভাষা
தோராயக் கொள்கை,আনুমানিক নীতি
கட்டமைப்பு,গঠন
புல பரிமாற்றம்,ক্ষেত্র স্থানান্তর
"1. அளவுரு, சுயாதீன மாறி, 2. கோணம்","1. প্যারামিটার, স্বাধীন পরিবর্তনশীল, 2. কোণ"
"1. எண்கணிதம் மற்றும் தர்க்கவியல் அலகு, 2. எண்கணிதம் மற்றும் தர்க்கவியல் அலகு","1. পাটিগণিত এবং যুক্তি ইউনিট, 2. পাটিগণিত এবং যুক্তি ইউনিট"
எண்கணித சரிபார்ப்பு,পাটিগণিত পরীক্ষা
எண்கணித மாறிலி,গাণিতিক ধ্রুবক
எண்கணித தரவு,গাণিতিক তথ্য
எண்கணித அறிவுரை,গাণিতিক নির্দেশ
கணிதம் மற்றும் தருக்க அலகு (ALU),গাণিতিক ও লজিক্যাল ইউনিট (ALU)
ARPA Net (RPNet),ARPA নেট (RPNet)
வரிசை,অ্যারে
"1. வரிசை கேச், 2. வரிசை வேகம், 3. வரிசை நினைவகம்","1. অ্যারে ক্যাশে, 2. অ্যারের গতি, 3. অ্যারে মেমরি"
வரிசை கணினி,অ্যারে কম্পিউটার
வரிசை உறுப்பு,অ্যারে উপাদান
வரிசை பெயர்,অ্যারের নাম
வரிசை செயலி,অ্যারে প্রসেসর
அம்புக்குறி விசை,তীর কী
ஒப்பந்தம்,সন্ধি
சந்திப்பு முனை,সংযোগ বিন্দু
செயற்கை சுருக்கம்,কৃত্রিম কম্প্যাকশন
செயற்கை கட்டுப்பாடு,কৃত্রিম নিয়ন্ত্রণ
செயற்கை உணர்வு,কৃত্রিম অনুভূতি
ஏற்ற,মাউন্ট
ஏறும் வகை,আরোহী সাজানোর
ascii எழுத்துக்கள்,ascii বর্ণমালা
ascii கட்டுப்பாட்டு சின்னம்,ascii নিয়ন্ত্রণ প্রতীক
ascii கோப்பு,ascii ফাইল
ascii எழுத்துரு,ascii ফন্ট
ASCII பரிமாற்றம்,ASCII স্থানান্তর
விகிதம்,আনুমানিক অনুপাত
"1. ஆஸ்பி, 2. ASPI","1. Aspy, 2. এএসপিআই"
ஏ எஸ் ஆர் கலாட்,এ এস আর কালাদ
"1. நினைவாற்றல், 2. அசெம்பிளிங், 3. ஒன்று சேர்க்க","1. স্মরণ, 2. সমাবেশ, 3. জড় করা"
"1. அசெம்பிளர், 2. நினைவூட்டல்","1. অ্যাসেম্বলার, 2. অনুস্মারক"
"1. அசெம்பிளிங், 2. நினைவு","1. সমাবেশ, 2. স্মরণ"
"1. மனப்பாடம் மொழி, 2. ஒருங்கிணைக்கும் மொழி","1. মুখস্থ ভাষা, 2. একত্রিত ভাষা"
உறுதியை,সংকল্প
"1. குறிப்பிட்ட வேலை, 2. ஒதுக்கீடு","1. নির্দিষ্ট কাজ, 2. বরাদ্দ"
தோழமை,সাহচর্য
துணை முகவரி,সহযোগী ঠিকানা
"1. துணை நினைவகம், 2. துணை நினைவகம்","1. সহযোগী স্মৃতি, 2. সহযোগী স্মৃতি"
நட்சத்திரம் (* அடையாளம்),তারকাচিহ্ন (* চিহ্ন)
சமச்சீரற்ற,অপ্রতিসম
"1. ஒத்திசைவற்ற , 2. ஒத்திசைவற்ற","1. অ্যাসিঙ্ক্রোনাস, 2. অ্যাসিঙ্ক্রোনাস"
ஒத்திசைவற்ற டிஜிட்டல் சந்தாதாரர் வரி (ADSL),অ্যাসিঙ্ক্রোনাস ডিজিটাল সাবস্ক্রাইবার লাইন (ADSL)
ஒத்திசைவற்ற நேரப் பிரிவு மல்டிபிளெக்சிங் (ATDM),অ্যাসিঙ্ক্রোনাস টাইম ডিভিশন মাল্টিপ্লেক্সিং (ATDM)
ஒத்திசைவற்ற பரிமாற்றம்,অ্যাসিঙ্ক্রোনাস স্থানান্তর
ஒத்திசைவற்ற பரிமாற்ற முறை (ATM),অ্যাসিঙ্ক্রোনাস ট্রান্সফার মোড (এটিএম)
"1. அணு, 2. பரமன்","1. পরমাণু, 2. পরমণ"
இணைக்கப்பட்ட ஆவணம்,সংযুক্ত নথি
"1. இணைக்கப்பட்ட கோப்பு/ஏவுகணை, 2. இணைக்கப்பட்டுள்ள கோப்பு","1. সংযুক্ত ফাইল/মিসিল, 2. সংযুক্ত ফাইল"
"1. அடைப்பு, 2. இணைந்த","1. ঘের, 2. সম্বন্ধযুক্ত"
"1. பண்புகள், 2. சிறப்பு","1. বৈশিষ্ট্য, 2. বিশেষত্ব"
கேட்கக்கூடிய,শ্রবণযোগ্য
"1. தணிக்கை நிரலாக்கம், 2. தணிக்கை நிரலாக்கம்","1. অডিট প্রোগ্রামিং, 2. অডিট প্রোগ্রামিং"
கணக்கு சரிபார்ப்பு,অ্যাকাউন্ট পরীক্ষা
பதவி உயர்வு,পদোন্নতি
சான்றிதழ் நெறிமுறை,সার্টিফিকেশন প্রোটোকল
எழுதும் முறை,রচনা পদ্ধতি
"1. அதிகாரம், 2. அதிகாரம், 3. தீர்ப்பாயம்","1. কর্তৃপক্ষ, 2. কর্তৃপক্ষ, 3. ট্রাইব্যুনাল"
தானியங்கு சுருக்கம்,স্বয়ংক্রিয় বিমূর্ত
"1. ஆட்டோ பூட்டிங், 2. சுய துவக்கம்","1. অটো বুটিং, 2. স্ব বুট"
ஆட்டோகேட் (ஒரு கணினி மொழி),অটোক্যাড (একটি কম্পিউটার ভাষা)
தானாக உள்நுழைவு,স্বয়ংক্রিয় লগ-অন
தானியங்கி,স্বয়ংক্রিয়
தானியங்கு கோட்பாடு,স্বয়ংক্রিয় তত্ত্ব
தானியங்கி கணக்கீடு,স্বয়ংক্রিয় গণনা
தானியங்கி தரவு செயலாக்கம்,স্বয়ংক্রিয় তথ্য প্রক্রিয়াকরণ
தானியங்கி பிழை திருத்தம்,স্বয়ংক্রিয় ত্রুটি সংশোধন
தானியங்கு செயல்பாடு,স্বয়ংক্রিয় ফাংশন
"1. தானியங்கி அட்டவணைப்படுத்தல், 2. தானியங்கி பட்டியல்","1. স্বয়ংক্রিয় সূচীকরণ, 2. স্বয়ংক্রিয় তালিকা"
தானியங்கு சேகரிப்பு அழைப்பு,স্বয়ংক্রিয় সংগ্রহ কল
"1. தானியங்கி நிரலாக்கம், 2. தானியங்கி நிரலாக்க","1. স্বয়ংক্রিয় প্রোগ্রামিং, 2. স্বয়ংক্রিয় প্রোগ্রামিং"
"1. தானியங்கி மீட்பு திட்டம், 2. தானியங்கி மீட்பு திட்டம்","1. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম, 2. স্বয়ংক্রিয় পুনরুদ্ধার প্রোগ্রাম"
தானியங்கி வழக்கம்,স্বয়ংক্রিয় রুটিন
தானியங்கி கணினி மீட்பு,স্বয়ংক্রিয় সিস্টেম পুনরুদ্ধার
"1. தானியங்கி பணம் செலுத்தும் இயந்திரங்கள் (ATM), 2. வங்கி ஏ.டி.எம்","1. অটোমেটিক টেলার মেশিন (ATM), 2. নিজে তোলার জন্য ব্যাঙ্ক এটিএম"
தானியங்கி,অটোমেশন
"1. ஆட்டோபிளே , 2. ஆட்டோ நடை","1. অটোপ্লে, 2. স্বয়ংক্রিয় হাঁটা"
குரல் கொடுத்தல்,কণ্ঠস্বর
உதவியாளர்,সহকারী
துணை நினைவகம்,অক্জিলিয়ারী মেমরি
துணை சேமிப்பு,অক্জিলিয়ারী স্টোরেজ
கிடைக்கும் பட்டியல்,প্রাপ্তিসাধ্য তালিকা
கிடைக்கும் நேரம்,উপলব্ধ সময়
சராசரி,গড়
AWK (ஒரு கணினி கட்டளை),AWK (একটি কম্পিউটার কমান্ড)
பிறகு,পরে
பின் செயலி,পোস্ট প্রসেসর
பின்புற செயல்பாடு நீக்கம்,পোস্টেরিয়র ফাংশন মুছে ফেলা
பின்னணி செயலாக்கம்,পটভূমি প্রক্রিয়াকরণ
துணை கடைகள்,আনুষঙ্গিক দোকান
மீண்டும் ஒட்டுதல்,ব্যাক প্যাচিং
"1. மேற்கு, 2. பின்வெளி","1. পশ্চিম, 2. ব্যাকস্পেস"
பின்வாங்குதல்,ব্যাকট্র্যাকিং
"1. காப்புப்பிரதி , 2. கொடுக்கப்படுவதுடன்","1. ব্যাক আপ, 2. প্রতিদান"
"1. நிரப்பு நினைவகம், 2. காப்பு நினைவகம்","1. পরিপূরক স্মৃতি, 2. ব্যাক আপ মেমরি"
மீண்டும் பிழை திருத்தம்,পিছনে ত্রুটি সংশোধন
(வருமானம்-செலவு) இருப்புநிலை,(আয়-ব্যয়) ব্যালেন্স শীট
கட்டு,ব্যান্ডেজ
"1. பேண்ட் அகலம், 2. அலைவரிசை/திறன்","1. ব্যান্ড প্রস্থ, 2. ব্যান্ডউইথ/ক্ষমতা"
வங்கியாளர் வழிமுறை,ব্যাংকারের অ্যালগরিদম
"1. பார் குறியீடு, 2. பார் குறியீடு","1. বার কোড, 2. বার কোড"
பட்டை குறி படிப்பான் வருடி,বারকোড স্ক্যানার
சட்ட வரைபடம்,বার গ্রাফ
அடிப்படை முகவரி,ভিত্তি ঠিকানা
அடிப்படை இசைக்குழு,বেস ব্যান্ড
ஆதார் எண்,আধার নম্বর
அடிப்படை அட்டவணை,ভিত্তি টেবিল
அடிப்படை (ஒரு கணினி மொழி),বেসিক (একটি কম্পিউটার ভাষা)
"1. அடிப்படை கட்டுப்பாடு, 2. அடிப்படை கட்டுப்பாடு","1. মৌলিক নিয়ন্ত্রণ, 2. ভিত্তি নিয়ন্ত্রণ"
"1. அசல் முதலீடு, 2. அடிப்படை முதலீடு","1. মূল বিনিয়োগ, 2. ভিত্তি বিনিয়োগ"
அடிப்படை அறிவுறுத்தல்,মৌলিক নির্দেশ
அடிப்படை பிரச்சினை,ভিত্তি সমস্যা
அடிப்படை நிலை,মৌলিক পর্যায়
"1. தொகுதி, 2. குழு, 3. பேரழிவு","1. ব্যাচ, 2। গ্রুপ, 3। বিপর্যয়"
"1. தொகுதி கோப்பு, 2. தொகுதி கோப்பு","1. ব্যাচ ফাইল, 2. ব্যাচ ফাইল"
தொகுதி நிலை,ব্যাচ অবস্থা
"1. தொகுதி செயலாக்கம், 2. குழு செயலாக்கம்","1. ব্যাচ প্রসেসিং, 2. গ্রুপ প্রক্রিয়াকরণ"
"1. தொகுதி அமைப்பு, 2. கவண் அமைப்பு","1. ব্যাচ সিস্টেম, 2. ক্যাটাপল্ট সিস্টেম"
பாட்,বউড
பாட் விகிதம்,বড হার
கற்றை கற்றை,মরীচি মরীচি
"1. வழிகாட்டுதல்கள், 2. தொகுதி குறி","1. নির্দেশিকা, 2. ব্যাচ চিহ্ন"
இருதரப்பு தொடர்பு,দ্বিমুখী যোগাযোগ
நேரடி இணைப்பு,সরাসরি লিঙ্ক
பைனரி குறியீடு,বাইনারি কোড
பைனரி இலக்கங்கள்,বাইনারি সংখ্যা
பைனரி இன்வெஸ்ட்மென்ட் அவுட்புட் சிஸ்டம் (பயாஸ்),বাইনারি ইনভেস্টমেন্ট আউটপুট সিস্টেম (BIOS)
பைனரி எண்,বাইনারি সংখ্যা
பைனரி ஆபரேட்டர்,বাইনারি অপারেটর
பைனரி உறவு,বাইনারি সম্পর্ক
பைனரி தேடல்,বাইনারি অনুসন্ধান
பைனரி ஆய்வு மரம் (BST),বাইনারি এক্সপ্লোরেশন ট্রি (বিএসটি)
"1. பைனரி பரிமாற்ற மரம், 2. பைனரி பரிமாற்றம்","1. বাইনারি ট্রান্সফার ট্রি, 2. বাইনারি স্থানান্তর"
பைனரி மரம்,বাইনারি গাছ
"1. இருமுனை நினைவகம், 2. இருமுனை நினைவகம்","1. বাইপোলার মেমরি, 2. বাইপোলার মেমরি"
"1. பிறப்பு மற்றும் இறப்பு மாதிரி, 2. பிறப்பு இறப்பு மாதிரி","1. জন্ম ও মৃত্যু মডেল, 2. জন্ম মৃত্যু মডেল"
பிறப்பு இறப்பு செயல்முறை,জন্ম মৃত্যু প্রক্রিয়া
"1. டூக், 2. பிட்","1. ডুয়েক, 2। বিট"
சிறிய தவறு,বিট দোষ
பிட் வரைபடம்,বিট মানচিত্র
"1. பிட், 2. வரைபடம், 3. பிக்சல் (BMP)","1. বিট, 2। মানচিত্র, 3. পিক্সেল (BMP)"
"1. பிட் மேட்ரிக்ஸ், 2. பிட் டேபிள்","1. বিট ম্যাট্রিক্স, 2. বিট টেবিল"
பிட் முறை,বিট প্যাটার্ন
பிட் நிலை,বিট অবস্থান
"1. பிட் வீதம், 2. பிட் விகிதம்","1. বিট রেট, 2. বিট হার"
கண்மூடி சோதனை,চোখ বেঁধে পরীক্ষা
மின்னும்,শিমার
தொகுதி,ব্লক
"1. பிளாக் கேச், 2. பிளாக் கேச் / துண் நினைவகம்","1. ব্লক ক্যাশে, 2. ব্লক ক্যাশে / খণ্ড মেমরি"
தடுப்பு ஆய்வு,ব্লক প্রোব
தொகுதி நகல்,ভলিউম কপি
தொகுதி வரைபடம்,ব্লক ডায়াগ্রাম
"1. தடுக்கப்பட்ட நெட்வொர்க், 2. தடுக்கப்பட்ட நெட்வொர்க்","1. ব্লক করা নেটওয়ার্ক, 2. ব্লক করা নেটওয়ার্ক"
பலகை,বোর্ড
பக்க நினைவகம்,পৃষ্ঠা মেমরি
பூலியன் இயற்கணிதம்,বুলিয়ান বীজগণিত
பூலியன் உறவு,বুলিয়ান সম্পর্ক
துவக்க பகிர்வு,বুট পার্টিশন
பூட் ஸ்ட்ராப்பிங்,বুট strapping
1.பூட்ஸ்ட்ராப் ஏற்றி,1. বুটস্ট্র্যাপ লোডার
"1.பாலம், 2.பாலம்","1.ব্রিজ, 2.ব্রিজ"
பிராட்பேண்ட் நெட்வொர்க்,ব্রডব্যান্ড নেটওয়ার্ক
ஒளிபரப்பு,সম্প্রচার
ஒலிபரப்பு வானொலி,রেডিও সম্প্রচার
(நிகர) மாறுபாடு,(নেট) ভিন্নতা
(net) vicar,(net) vicar
பி-ட்ரூ,বি-ট্রু
"1.குமிழி நினைவகம், 2.குமிழி நினைவகம்","1.বুদবুদ মেমরি, 2.বাবল মেমরি"
குமிழி வகை,বুদবুদ সাজানোর
"1.வாளி, 2.வாளி","1.বালতি, 2.বালতি"
"1.சகோதர அமைப்பு, 2.பெரிய அமைப்பு","1. ভ্রাতৃত্ব ব্যবস্থা, 2. বড় সিস্টেম"
பயனுள்ள பட்ஜெட் கட்டுப்பாடு,বাজেট কার্যকর নিয়ন্ত্রণ
தாங்கல்,বাফার
குறைபாடு,ঘাটতি
போதும்,যথেষ্ট
"1. அஷ்ட வியாங்க், 2. பிட் (எட்டு பிட்கள்)","1. অষ্ট ব্যাঙ্ক, 2. বিট (আট বিট)"
பைட் குறியீடு,বাইট কোড
சி (கணினி மொழி),সি (কম্পিউটার ভাষা)
"1.சி பிளஸ் பிளஸ், 2.சி++ (கணினி மொழி)","1.C প্লাস প্লাস, 2.C++ (কম্পিউটার ভাষা)"
"1.பணம், 2. வேகமாக, 3.வேகமாக","1.নগদ, 2. দ্রুত, 3. দ্রুত"
"1.கேச் பஃபர், 2.மெமரி பஃபர்","1.ক্যাশ বাফার, 2.মেমরি বাফার"
"1.கேச் மெமரி, 2.கேச் மெமரி, 3.ஃபாஸ்ட் மெமரி","1.ক্যাশ মেমরি, 2.ক্যাশ মেমরি, 3.ফাস্ট মেমরি"
கணக்கீடு,গণনা
"1.கால்குலேட்டர், 2.கால்குலேட்டர்","1.ক্যালকুলেটর, 2.ক্যালকুলেটর"
"1.கால்குலேட்டர் சிப்,2. கால்குலேட்டர் சிப்","1.ক্যালকুলেটর চিপ, 2. ক্যালকুলেটর চিপ"
அழைக்கவும்,আহ্বান করুন
பெயர் அழைப்பு,নাম কল
குறிப்பு அழைப்பு,রেফারেন্স কল
மரியாதை அழைப்பு,সম্মান কল
மாறி அழைப்பு,পরিবর্তনশীল কল
அழைப்பு வாயில்,আমন্ত্রণ গেট
"1. ரத்து, 2. ரத்து","1. বাতিল, 2. বাতিল"
திரும்பப்பெறுதல் பொத்தான்,প্রত্যাহার বোতাম
"1. பரிந்துரைக்கப்பட்ட, 2. நியமனம்","1. নির্ধারিত, 2. ক্যানোনিকাল"
நியமன வடிவம்,ক্যানোনিকাল ফর্ম
திறன்,ক্ষমতা
திறன் பட்டியல்,ক্ষমতা তালিকা
"1. திறன், 2. வைத்திருக்கும்","1. সক্ষমতা, 2. ধারণ"
தொப்பி பூட்டு விசை,ক্যাপ লক কী
"1. அட்டை, 2. தாள்","1.কার্ড, 2. শীট"
கார்டு ரீடர்,কার্ড পাঠক
முக்கியத்துவம்,বিশিষ্টতা
கேரியர்,বাহক
கேரியர் பேண்ட்,ক্যারিয়ার ব্যান্ড
கேரியர் சுமை,ক্যারিয়ার লোড
கேரியர் சிக்னல்,ক্যারিয়ার সংকেত
கேரியர் அலை,ক্যারিয়ার তরঙ্গ
சாதித்தது,অর্জন
மதிப்பெண் பெற்றார்,স্কোর অর্জিত
அடைந்த கொடி,পতাকা অর্জন
"1.கார்ட்ரிட்ஜ் டிஸ்க், 2.கார்ட்ரிட்ஜ் டிஸ்க்","1.কারটিজ ডিস্ক, 2.কারটিজ ডিস্ক"
"1. அருவி, 2. அருவி","1. ক্যাসকেড, 2. ক্যাসকেড"
வழக்கு,মামলা
கேத்தோடு-கதிர் குழாய் (CRT),ক্যাথোড-রে-টিউব (সিআরটি)
கத்தோட் கதிர் குழாய் (CRT) கத்தோட் கதிர் குழாய்,ক্যাথোড রে টিউব (CRT) ক্যাথোড রে টিউব
சிடி ரோம் டிஸ்க் டிரைவ்,সিডি রম ডিস্ক ড্রাইভ
செல்,সেল
செல் அனிமேஷன்,সেল অ্যানিমেশন
கை பேசி,মোবাইল ফোন
