Gujarati,Hindi
"સીડી બંધ, બીજરૂપે","बीजतः संवृत, बीजतः"
બીજગણિતીય સમીકરણ,बीजीय समीकरण
બીજગણિતીય અભિવ્યક્તિ,बीजीय व्यंजक
બીજગણિત એકરૂપતા,बीजीय समघात
બીજગણિત કાર્ય,बीजीय फलन
બીજગણિત ભૂમિતિ,बीजीय ज्यामिति
બીજગણિત બહુમતી,बीजीय बहुकता
બીજગણિત સિસ્ટમ,बीजीय निकाय
તમામ પૂર્ણાંક સમસ્યા,सर्व-पूर्णांक समस्या
"સોંપણી સમસ્યા વોટ પ્રશ્ન,",नियतन समस्या वाटपप्रश्न
આલ્ફાબેટીકલ નોટેશન,अक्षरात्मक संकेत पद्‌धति
આલ્ફાબેટીક અક્ષર,अक्षरात्मक संप्रतीक
વૈકલ્પિક ખૂણા,एकांतर कोण
"વૈકલ્પિક સજાતીય વૈકલ્પિક સ્વરૂપ,",एकांतर समघात प्रत्यावर्ती रूप
વૈકલ્પિક જૂથ,एकांतर समूह
વૈકલ્પિક મેટ્રિક્સ,एकांतर आव्यूह
વૈકલ્પિક શ્રેણી,एकांतर श्रेणी
વૈકલ્પિક પૂર્વધારણા,वैकल्पिक परिकल्पना
વૈકલ્પિક શ્રેષ્ઠ,वैकल्पिक इष्टमत
વૈકલ્પિક પરિણામ,वैकल्पिक परिणाम
એનાલોગ-અંક કન્વર્ટર,अनुरूप-अंकीय परिवर्तक
"એનાલોગ કમ્પ્યુટર,",अनुरूप कम्प्यूटर
વિશ્લેષણ,विश्लेषण
સહપ્રવર્તન વિશ્લેષણ,सहप्रसरण-विश्लेषण
ગણતરી-માહિતી વિશ્લેષણ,गणन-आंकड़ों का विश्लेषण
વિચલન વિશ્લેષણ,प्रसरण-विश्लेषण
વિશ્લેષણાત્મક ભૂમિતિ,विश्लेषिक ज्यामिति
વિશ્લેષણાત્મક કાર્ય,विश्लेषिक फलन
કોણ,कोण
સ્પર્શકોણ,स्पर्श-कोण
વિચલન કોણ,विक्षेप-कोण
હતાશા કોણ,अवनमन-कोण
વિચલન કોણ,विचलन-कोण
વિવર્તન કોણ,विवर्तन-कोण
એલિવેશન એંગલ,उन्नयन-कोण
ઘટના કોણ,आपतन-कोण
પ્રક્ષેપણ કોણ,प्रक्षेप-कोण
પ્રતિબિંબ કોણ,परावर्तन-कोण
રીફ્રેક્શન કોણ,अपवर्तन-कोण
પરિભ્રમણ કોણ,घूर्णन-कोण
પ્રતિબિંબનો સંપૂર્ણ કોણ,पूर्ण परावर्तन-कोण
કોણીય પ્રવેગક,कोणीय त्वरण
કોણીય વેગ,कोणीय गति
કોણીય ઝડપ,कोणीय चाल
કોણીય વેગ,कोणीय वेग
રિંગ આંગળી,वलयिका
જવાબ આપો,उत्तर
પ્રતિ વ્યુત્પન્ન,प्रति-अवकलज
આઇસોમેટ્રિક કાર્ય,प्रतिसममित फलन
"આવરી લેવા યોગ્ય, લાગુ, લાગુ","आच्छाद्य, अनु प्रयोज्य, लागू"
"અરજી અરજી,",अनुप्रयोग उपयोजन
લાગુ ડાયનેમિક પ્રોગ્રામિંગ,अनुप्रयुक्त गतिशील प्रोग्रामन
લાગુ ભૂમિતિ,अनुप्रयुक्त ज्यामिति
લાગુ ગણિત,अनुप्रयुक्त गणित
લાગુ આંકડા,अनुप्रयुक्त सांख्यिकी
"લગભગ, લગભગ","सन्निकटतः, लगभग"
લગભગ સતત કાર્ય,सन्निकटतः संतत फलन
"મેક્રો પદ્ધતિ, અંદાજ પદ્ધતિ","स्थूल विधि, सन्निकट विधि"
અંદાજિત ઉકેલ,सन्निकट हल
અંદાજની સમસ્યા,सन्निकटन-समस्या
અંદાજિત મિલકત,सन्निकटन-गुणधर्म
અભિરુચિ કસોટી,अभिक्षमता-परीक्षावली
આર્ગોન ડાયાગ્રામ,आरगाँ आरेख
સ્વૈચ્છિક,स्वेच्छगहीतृ
"રેન્ડમ, રેન્ડમ","स्वेच्छ, यादृच्छिक"
મનસ્વી સતત,स्वेच्छ अचर
મફત તત્વ,स्वेच्छ अवयव
મનસ્વી બિંદુ,स्वेच्छ बिन्दु
આર્કિમિડીનો કાયદો,आर्किमीडी नियम
આર્કિમિડીઝનો કાયદો,आर्किमीडीज़ का नियम
"ચાપ-લંબાઈ, ચાપ-લંબાઈ","चाप-दैर्घ्य, चाप-लम्बाई"
વર્તુળ ચાપ,वत्तृ चाप
વ્યસ્ત સાઈન વિતરણ,प्रतिलोम ज्या बंटन
વ્યસ્ત સાઈન રૂપાંતરણ,प्रतिलोम ज्या रूपांतरण
"વિસ્તાર, વિસ્તાર","क्षेत्र, क्षेत्रफल"
પ્રાદેશિક રૂપરેખાંકન,क्षेत्रीय विन्यास
જટિલ સંખ્યાનો કોણ,सम्मिश्र संख्या का कोणांक
અંકગણિત સરેરાશ,समांतर माध्य
ડિજિટલ કામગીરી,अंकीय संक्रिया
ડિજિટલ એકમ,अंकीय एकक
"ગોઠવણી, ગોઠવણી","विन्यास, व्यवस्था"
"એરે, એરે","व्यूह, सरणी"
કૃત્રિમ ઉપગ્રહ,कृत्रिम उपग्रह
કૃત્રિમ ચલ,कृत्रिम चर
ચઢવું,आरोहण करना
ચડતા,आरोही
તીવ્રતાનો ચડતો ક્રમ,परिमाण का आरोही क्रम
ચડતા ગ્રેડ,आरोही श्रेणी
એસેમ્બલર ભાષા,कोडांतरक भाषा
"સોંપણી સમસ્યા સોંપણી પ્રશ્ન,",नियतन समस्या नियतन प्रश्न
સહયોગી નિયમ,साहचर्य नियम
ઓપરેટરોનો સહયોગી નિયમ,संकारकों का साहचर्य नियम
સહયોગી કામગીરી,साहचर्य-संक्रिया
સોબત,सहचारिता
ધાર્યું સરેરાશ,कल्पित माध्य
અનુમાનિત સંભાવના વિતરણ,कल्पित प्रायिकता बंटन
"કલ્પના, સ્વીકાર્યું,","कल्पना, गृहीत"
જ્યોતિષશાસ્ત્ર,ज्योतिष
"એસ્ટ્રોનોટિકલ એન્જિનિયર સ્પેસ એન્જિનિયર,",अंतरिक्षयानिक इंजीनियर अंतराळी अभियंता
ખગોળશાસ્ત્રી*,खगोलज्ञ*
ખગોળશાસ્ત્રીય ઘડિયાળ,खगोलीय घड़ी
ખગોળશાસ્ત્ર,खगोलिकी
અસમપ્રમાણ વળાંક,असममित वक्र
અસમપ્રમાણતા,असममिति
એસિમ્પટોટિક,अनंतस्पर्शी
ઉત્તેજક,उपगामी
પ્રગતિશીલ અંદાજકાર,उपगामी दक्ष आकलक
પૂર્વગ્રહ પક્ષપાતી અંદાજકાર,उपगामी अनभिनत आकलक
પૂર્વવર્તી આચરણ,उपगामी आचरण
આક્રમક વિતરણ કાર્ય,उपगामी बंटन-फलन
ઉપરની તરફ ફેલાવો,उपगामी प्रसार
વાતાવરણ નુ દબાણ,वायु मंडलीय दाब
"અવ્યવસ્થિત રીતે,",यदृच्छया
મિલકત*,गुण*
એટ્રિબ્યુટ-સેમ્પલિંગ-મિકેનિઝમ,गुण-प्रतिचयन-क्रियाविधि
સંવર્ધિત મેટ્રિક્સ,संवर्धित आव्यूह
સ્વતઃસંબંધ ગુણાંક,स्वसहसंबंध गुणांक
સ્વતઃસંબંધ કાર્ય,स्वसहसंबंध फलन
સહપ્રવૃત્તિ,स्वसहप्रसरण
સ્વચાલિત કમ્પ્યુટર,स्वचालित अभिकलित्र
ઓટોરીગ્રેશન,स्वसमाश्रयण
સહાયક સમીકરણ,सहायक समीकरण
મીન સેમ્પલ નંબર કર્વ (MPC કર્વ),माध्य प्रतिदर्श संख्या वक्र (मा.प्र.सं. वक्र)
"axiom, axiom","स्वयंसिद्‌ध, अभिगृहीत"
સ્વયંસિદ્ધ અભિગમ,अभिगहीती दृष्टिकोण
સંભાવના સ્વયંસિદ્ધ,प्रायिकता अभिगृहीत
ધરી,अक्ष
ભુજક્ષા,भुजाक्ष
પૃથ્વીની ધરી,भू-अक्ष
પરિભ્રમણ અક્ષ,परिक्रमण-अक्ष
પરિભ્રમણ અક્ષ,घूर्णन अक्ष
સ્પિન અક્ષ,प्रचक्रण-अक्ष
પોસ્ટ રિપ્લેસમેન્ટ,पश्च-प्रतिस्थापन
પાછળથી,पश्चांतर
પાછા નિવેશ સૂત્ર,पश्च अंतर्वेशन-सूत्र
"સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન, સંતુલન","तुला, तराजू, संतु लन, शेष, बाकी, संतुलित होना, संतुलित करना"
સંતુલિત ડિઝાઇન,संतुलित अभिकल्पना
સરવૈયા,तुलन-पत्र
મિસાઇલ,प्रक्षेपास्त्र
"બેલિસ્ટિક્સ, હથિયાર","प्राक्षेपिकी, अस्त्र विज्ञान"
"કૉલમ, બાર, કોબ, બાર, બાર, બાર, બાર, બાર, બાર, રેખા, રેખા, પરીક્ષણ રેખા, ધાર","स्तंभ, शलाका, सिल, सिल्ली, दंड, छड़, पट्टी, रोधिका, भित्ति, बार, रेखा, रेखिका, परीक्षण रेखा, धार"
"આધાર, આધાર, આધાર, આધાર, આધાર","आधार, क्षारक, अधम, मूल, बेस"
આધાર કોણ,आधार कोण
"લઘુગણકનો આધાર, લઘુગણકનો આધાર","लघुगणक का आधार, लॉगरिथ्म का आधार"
"મૂળભૂત, મૂળભૂત,","आधारी, मूल"
આધાર સુસંગત ઉકેલ,आधारी सुसंगत हल
આધાર ઉકેલ,आधारी हल
આધાર ચલ,आधारी चर
પાયો,आधारक
આધાર તત્વ,आधार अवयव
આધાર મેટ્રિક્સ,आधारी आव्यूह
વેક્ટર જગ્યાનો આધાર,सदिश समष्टि का आधार
પેટા-વસ્તીનો આધાર,उपसमष्टि का आधार
અનૈતિક,बेज़-आकल
bez-નિયમ,बेज़-नियम
bez-પ્રમેય,बेज़-प्रमेय
bernoulli-વિતરણ,बर्नूली-बंटन
બર્નોલી નંબરો,बर्नूली संख्या
Bernoulli સંભાવના કાર્ય,बर्नूली प्रायिकता-फलन
બર્નોલી-સમીકરણ,बर्नूली-समीकरण
બેરી કાર્ય,बेरी फलन
શ્રેષ્ઠ સંલગ્નતા,श्रेष्ठतम आसंजन
શ્રેષ્ઠ સંલગ્નતા રેખા,श्रेष्ठतम आसंजन रेखा
શ્રેષ્ઠ ઉકેલ,सर्वोत्तम हल
શ્રેષ્ઠ ટીપ્સ,सर्वोत्तम युक्तियाँ
બીટા વિતરણ,बीटा बंटन
"પૂર્વગ્રહ, પૂર્વગ્રહ","अभिनति, बायस"
પક્ષપાતી આકારણી,अभिनत आकल
દ્વિપદી સમીકરણ,द्विप्रसंवादी समीकरण
એક કવર,एकैकी आच्छादन
એક કવર નકશો,एकैकी आच्छादी प्रतिचित्र
સિંગલ કવર મેપિંગ,एकैकी आच्छादी प्रतिचित्रण
ચતુર્ભુજ ચતુર્ભુજ,द्विएकघाती समघात
દ્વિરેખીય કાર્ય,द्विरैखिक फलन
દ્વિરેખીય સંન્યાસી એકરૂપતા,द्विरैखिक हर्मिटीय समघात
"દ્વિ-ચલ, દ્વિસંગી, દ્વિ","द्वि-चर, द्वि-आधारी, द्वयी"
"બાઈનરી કોડ, બાઈનરી કોડ","द्वि-आधारी कोड, द्विआधारी कूट"
"દ્વિસંગી કોડેડ દશાંશ, દ્વિસંગી કોડેડ દશાંશ","द्वि-आधारी कूट दशमलव, द्वि-आधारी कोडित दशमलव"
બાઈનરી એન્કોડિંગ,द्वि-आधारी कूटलेखन
દ્વિસંગી કમ્પ્યુટર,द्वि-आधारी अभिकलित्र
દ્વિસંગી સંખ્યાઓ,द्वि-आधारी अंक
દ્વિસંગી કામગીરી,द्विआधारी संक्रिया
દ્વિસંગી પદ્ધતિ,द्विआधारी पद्‌धति
દ્વિસંગી ચલ,द्विआधारी चर
દ્વિપદી ગુણાંક,द्विपद गुणांक
દ્વિપદી વિતરણ,द्विपद बंटन
દ્વિપદી સમીકરણ,द्विपद समीकरण
દ્વિપદી ભિન્નતા,द्विपद प्रसरण
દ્વિપદી અભિવ્યક્તિ,द्विपद व्यंजक
દ્વિપદી રેન્ડમ ચલ,द्विपद यादृच्छिक चर
દ્વિપદી પ્રમેય,द्विपद-प्रमेय
"અર્ધ, વિભાજન","अर्धन, द्विभाजन"
"દ્વિભાજ્ય પદ્ધતિ, અર્ધવિભાજન પદ્ધતિ","समद्विभाजन विधि, अर्धीकरण विधि"
અડધા દ્વિભાજક,"अर्धक, द्विभाजक"
દ્વિપદી,"द्विपंक्तिक, द्विश्रेणिक"
"દ્વાયાંક (દ્વિસંગી અંક), અની, બર્મીઝ, ટુક","द्वयंक (द्विआधारी अंक), अणी, बरमी, टूक"
દ્વિપદી દ્વિપદી વિતરણ દ્વિપદી,द्विचर द्विपद-बंटन द्विचल
દ્વિવિધ સહસંબંધ ગુણાંક,द्विचर सहसंबंध गुणांक
દ્વિવિધ વિતરણ,द्विचर बंटन
બાયવેરિયેટ સામાન્ય-વિતરણ,द्विचर प्रसामान्य-बंटन
બાઇવેક્ટર,द्विसदिश
બોલ્ટમેન સમીકરણ,बोल्ट्मान समीकरण
બુલિયન બીજગણિત*,बूलीय बीजावली*
બોઝ-આઈન્સ્ટાઈન સ્ટેટિસ્ટિક્સ,बोस-आइन्स्टाइन सांख्यिकी
મર્યાદા પ્રતિબંધો,परिसीमा प्रतिबन्ध
સીમા સ્તર,परिसीमा स्तर
સીમા રેખા,परिसीमा रेखा
મર્યાદા મૂલ્ય,परिसीमा मान
સીમા મૂલ્યની સમસ્યા,परिसीमा मान समस्या
"બાઉન્ડેડ ફંક્શન બાઉન્ડેડ ફલ,",परिबद्‌ध फलन परिबद्‌ध फल
"બાઉન્ડેડ મેટ્રિક્સ, બાઉન્ડેડ મેટ્રિક્સ, બાઉન્ડેડ ટેબલ,","परिबद्‌ध मैट्रिक्स, परिबद्‌ध आव्यूह परिबद्‌ध सारणी"
"સીમિત પ્રદેશ સીમિત પ્રદેશ,",परिबद्‌ध प्रदेश परिबद्‌ध प्रदेश
"બાઉન્ડેડ સેટ બાઉન્ડેડ સેટ,",परिबद्‌ध समच्चय परिबद्‌ध संच
બ્રાઉની ગતિ,ब्राउनी गति
ગણતરી કરવી,परिकलन करना
ગણતરી,परिकलन
"કેલ્ક્યુલેટર, કેલ્ક્યુલેટર","परिकलन-यंत्र, परिकलित्र"
ગણતરી*,परिकलन*
કોમ્પ્યુટેશનલ એક્શન પદ્ધતિ,परिकलनात्मक क्रिया विधि
"કેલ્ક્યુલેટર, કેલ્ક્યુલેટર","परिकलित्र, परिकलक"
"કલન, કલન","कलन, कैलकुलस"
વિભિન્ન કલન,विचरण-कलन
કેલરી,कैलोरी
નિયમ રદ કરો,निरसन नियम
પ્રામાણિક સમીકરણ,विहित समीकरण
પ્રમાણભૂત સ્વરૂપ,विहित रूप
"કેનોનિકલ મેટ્રિક્સ, કેનોનિકલ મેટ્રિક્સ","विहित मैट्रिक्स, के नानिकल मैट्रिक्स"
કેન્ટર સેટ,कैन्टर समुच्चय
કેન્ટર ત્રિકોણાકાર સમૂહ,कैन्टर त्रिआधारी समुच्चय
પ્રતિબંધિત પરિવહન સમસ્યા,परिबंधित परिवहन समस्या
ક્ષમતા,क्षमता
રુધિરકેશિકા બળ,केशिका-बल
"કાઉન્ટ નંબર, કાર્ડિનલ નંબર","गणन संख्या, कार्डिनल संख्या"
કાર્ટેશિયન અક્ષ,कार्तीय अक्ष
કાર્ટેશિયન કોઓર્ડિનેટ્સ,कार्तीय निर्देशांक
કાર્ટેશિયન ઉત્પાદન,कार्तीय गुणन
સમૂહોનું કાર્ટેશિયન ગુણાકાર,समुच्चयों का कार्तीय गुणन
"કેસ સ્ટડી, કેસ સ્ટડી","केस अध्ययन, वस्तुस्थिति अध्ययन"
આપત્તિજનક ભાષણ,विपत्तिपूर्ण उच्चावचन
કેટિનરી,कैटिनरी
કોચી વિતરણ,कौशी बंटन
કૌશીનું સૂત્ર,कौशी सूत्र
કૌશી-ગુર્સા-પ્રમેય,कौशी-गूर्सा-प्रमेय
કૌશી-રીમેન-બાન,कौशी-रीमान-प्रतिबंध
કોચી ક્રમ,कौशी अनुक्रम
કૌશી અભિન્ન,कौशी समाकल
કૌશી મુખ્ય-મૂલ્ય,कौशी मुख्य-मान
કોચી શેષ પ્રમેય,कौशी अवशेष प्रमेय
કેલે-હેમિલ્ટન-પ્રમેય,कैले-हैमिल्टन-प्रमेय
અવકાશી પદાર્થ,"खपिंड, खगोलीय पिंड"
ખગોળશાસ્ત્રીય માપન,खगोलीय माप
અવકાશી મિકેનિક્સ,खगोलीय यांत्रिकी
અવકાશી પદાર્થ,खगोलीय पिंड
સેલ આવર્તન,कोशिका बारंबारता
"વસ્તી ગણતરી, વસ્તી ગણતરી","गणना, जनगणना"
ટકાવારી,शततमक
સેન્ટીમીટર,सेन्टीमीटर
સેન્ટીમીટર-ગ્રામ-સેકન્ડ પદ્ધતિ,सेन्टीमीटर-ग्राम-सेकंड पद्‌धति
"કેન્દ્રિય, કેન્દ્રિત","केन्द्रीय, सकेन्द्र"
કેન્દ્રીય અક્ષ,केन्द्रीय अक्ष
કેન્દ્રીય અંતર,केन्द्रीय अंतर
કેન્દ્રીય તફાવત સૂત્ર,केन्द्रीय अंतर सूत्र
કેન્દ્રીય વિભેદક કોષ્ટક,केन्द्रीय अंतर सारणी
કેન્દ્રીય મર્યાદા પ્રમેય,केन्द्रीय सीमा प्रमेय
કેન્દ્રીય ક્ષણ,केन्द्रीय आघूर्ण
કેન્દ્રીય સંસાધન એકમ,केन्द्रीय संसाधन एकक
કેન્દ્રીય વૃત્તિ,केन्द्रीय प्रवतिृ
કેન્દ્ર*,केन्द्र*
ગુરુત્વાકર્ષણ કેન્દ્ર,गुरुत्व-केन्द्र
જૂથ કેન્દ્ર,समूह-केन्द्र
સમૂહ કેન્દ્ર,संहति-केन्द्र
સમપ્રમાણતાનું કેન્દ્ર,सममिति-केन्द्र
કેન્દ્રત્યાગી બળ,अपकेन्द्री बल
કેન્દ્રબિંદુ બળ,अभिकेन्द्र-बल
"કેન્દ્રિય મેરીડીયન,",केन्द्रक मध्यगासंपात
નિશ્ચિતતા,निश्चितता
cgs પદ્ધતિ,c.g.s.पद्‌धति
સીજીએસ એકમ,c.g.s.मात्रक
ભિન્નતાનો સાંકળ નિયમ,अवकलन का शृंखला नियम
તક દ્વારા,संयोग हेतु
રેન્ડમ ચાલ,सांयोगिक चाल
અક્ષ શિફ્ટ,अक्ष-परिवर्तन
"આધાર પરિવર્તન પાયધર-પરિવર્તન,",आधार परिवर्तन पायाधार-बदल
ક્રમચય,क्रम परिवर्तन
લાક્ષણિક ગુણાંક,अभिलक्षणिक गुणांक
લાક્ષણિકતા નિર્ણાયક,अभिलक्षणिक सारणिक
લાક્ષણિક સમીકરણ,अभिलक्षण-समीकरण
"લાક્ષણિક કાર્ય, લાક્ષણિક કાર્ય","अभिलक्षण-फलन, कैरेक्टेरिस्टिक फलन"
લઘુગણકનું પૂર્ણાંક,लघुगणक का पूर्णांश
"લાક્ષણિક બહુપદી,",अभिलक्षणिक बहुपद
લાક્ષણિક મૂલ્ય,अभिलक्षणिक मान
લાક્ષણિક વેક્ટર,अभिलक्षणिक सदिश
પાત્ર સમુદાય,संप्रतीक समुदाय
"ચાર્ટ, ચાર્ટ,","चार्ट, संचित्र तक्ता"
ચી-સ્ક્વેર વિતરણ,काई-वर्ग बंटन
ચી-સ્ક્વેર ફોર્મ્યુલા,काई-वर्गं सूत्र
ચી-સ્ક્વેર ટેસ્ટ,काई-वर्ग परीक्षण
તાર*,जीवा*
તાર વિભાજન પદ્ધતિ,जीवा-द्विभाजन-विधि
લેખિત સંદેશ,बीजलिखित संदेश
"શૂન્ય, સાઇફર","शून्य, सिफर"
વર્તુળ*,वृत्त*
કન્વર્જન્સ વર્તુળ,अभिसरण वत्तृ
સર્કિટ મેટ્રિક્સ,परिपथ आव्यूह
"પરિપત્ર, પરિપત્ર,","वृत्ताकार, वर्तुल"
પરિપત્ર એસિમ્પ્ટોટ્સ,वर्तुल अनंतस्पर्शी
ગોળાકાર કોન્ડ્યુલાઇન,वृत्तीय कंडुलिनी
પરિપત્ર ગતિ,वर्तुल गति
પરિઘ કેન્દ્ર,परिकेन्द्र
નિવૃત્ત*,परिवृत्त*
"પ્રદક્ષિણા કરવી, આસપાસ દોરવું","परिगत करना, परितः खींचना"
ભૂતકાળ,परिगत
ઘેરાયેલું,परिवृत
પ્રખ્યાત કોર્પોરેટ,चिरप्रतिष्ठित निगमनिक
ક્લાસિક ગતિશીલતા,चिरप्रतिष्ठित गतिकी
ક્લાસિક ઓપ્ટિમાઇઝેશન,चिरप्रतिष्ठित इष्टतमन
ક્રોનિક નાણાકીય સમસ્યા,चिरप्रतिष्ठित वित्तनाश समस्या
શાસ્ત્રીય આંકડાકીય મિકેનિક્સ,चिरप्रतिष्ठित सांख्यिकीय यांत्रिकी
ભૂલોનું વર્ગીકરણ,त्रुटियों का वर्गीकरण
વર્ગ અંતરાલ,वर्ग-अंतराल
વર્ગ અંતરાલ એકમ,वर्गांतराल एकक
વર્ગ મર્યાદા,वर्ग-सीमा
ઘડિયાળની દિશામાં,दक्षिणावर्त
બંધ,संविवृत
"બંધ, બંધ","संवृत, बंद"
બંધ સ્તર આવરણ,संवृत अवमख समावरक
બંધ સમઘન,संवृत घन
"બંધ વળાંક, બંધ વળાંક","बंद वक्र, संवृत वक्र"
બંધ પ્રાંત,संवृत प्रांत
બંધ આકાર,बंद आकृति
બંધ અંતરાલ,संवृत अंतराल
"બંધ પ્રદેશ, બંધ પ્રદેશ","संवृत प्रदेश, बंद प्रदेश"
બંધ સેટ,संवृत समच्चय
"બંધ પાનું, બંધ પાનું","बंद पृष्ठ, संवृत पृष्ठ"
નેમેસિસ,"निमीलन, वेष्टन, संवरक"
pronator,संवरण-संकारक (संवरक)
બહિર્મુખ બિંદુ,संवरक-बिन्दु
કેપ્ટિવ-સ્વીકૃત,संवरक-अभिगृहीत
કેપ્ટિવ સેટ,संवरक समुच्चय
ક્લસ્ટર પોઇન્ટ,गुच्छ बिन्दु
ક્લસ્ટર નમૂના,गुच्छ प्रतिचयन
ક્લસ્ટર એકંદર,गुच्छ समुच्चय
કોક્સિયલ વર્તુળ,समाक्ष वृत्त
કોક્સિયલ પેરાબોલા,समाक्ष परवलय
કોક્સિયલ પ્લેન,समाक्ष समतल
કોક્સિયલ ત્રિકોણ,समाक्ष त्रिभुज
કોબ-ડગ્લાસ કાર્ય,कोब-डगलस फलन
"એન્કોડિંગ, કોડિંગ, નોટેશન","कूटलेखन, कोडन, संकेतन"
સામગ્રી સંકેત,सामग्री का संकेतीकरण
સહ-પ્રાંત,सहप्रांत
ગુણાંક મેટ્રિક્સ,गुणांक आव्यूह
સહસંબંધ ગુણાંક,सहसंबंध-गुणांक
નિર્ધારણ ગુણાંક,निर्धारण गुणांक
સ્થિતિસ્થાપકતા ગુણાંક,प्रत्यास्थता गुणांक
પ્રસરણ ગુણાંક,प्रसार गुणांक
ઘર્ષણ ગુણાંક,घर्षण गुणांक
રેખાંશ વિસ્તરણનો ગુણાંક,अनुदैर्घ्य प्रसार का गुणांक
રીગ્રેસન ગુણાંક,समाश्रयण गुणांक
સપાટીના તાણનો ગુણાંક,पृष्ठ तनाव का गुणांक
વિચલનો ગુણાંક,विचरण गुणांक
"સહ-પરિબળ, સહ-પરિબળ, સહ-પરિબળ","सह-खण्ड, सह गुणन खंड, सहकारक"
સિક્કો ટૉસ,सिक्का उछाल
નમૂના સંગ્રહ,प्रतिदर्श-संचय
સમરેખા,सरेख
ગોઠવણી,सरेखता
"કૉલમ, કૉલમ","स्तंभ, कॉलम"
સ્તંભત્વ,स्तंभतुल्यता
સ્તંભાકાર,स्तंभ-तुल्य
સ્તંભાકાર મેટ્રિક્સ,स्तंभ तुल्य आव्यूह
કૉલમ મેટ્રિક્સ,स्तंभ आव्यूह
કૉલમ ક્રમ,स्तंभ कोटि
