Punjabi,Bengali
ਕਾਰਵਾਈ ਅਤੇ ਪ੍ਰਤੀਕਰਮ,কর্ম এবং প্রতিক্রিয়া
ਬੀਮਾ ਵਿਗਿਆਨ,বীমা বিজ্ঞান
ਤੀਬਰ ਤਿਕੋਣ,তীব্র ত্রিভুজ
acyclic,অ্যাসাইক্লিক
ਸੰਪੇਕਸ਼ਤ,যোগফল
ਜੋੜਨ ਵਾਲਾ,যোগকারী
"ਜੋੜ, ਜੋੜ, ਜੋੜ (c.), ਜੋੜ (v.)","যোগফল, যোগ, যোগফল (গ.), যোগ (v.)"
ਯੋਗਾ ਦਾ ਫਾਰਮੂਲਾ,যোগের সূত্র
ਮਿਸ਼ਰਿਤ ਸੰਖਿਆਵਾਂ ਦਾ ਜੋੜ,জটিল সংখ্যার যোগফল
ਫੰਕਸ਼ਨਾਂ ਦਾ ਜੋੜ,ফাংশনের যোগফল
ਮੈਟ੍ਰਿਕਸ ਦਾ ਜੋੜ,ম্যাট্রিক্সের যোগফল
ਬਹੁਪਦ ਦਾ ਜੋੜ,বহুপদীর সমষ্টি
ਸੰਭਾਵਨਾਵਾਂ ਦਾ ਜੋੜ,সম্ভাবনার যোগফল
ਵੈਕਟਰਾਂ ਦਾ ਜੋੜ,ভেক্টরের সমষ্টি
"ਜੋੜ ਥਿਊਰਮ, ਬੇਰੀ ਥਿਊਰੀ,","যোগ উপপাদ্য, বেরি তত্ত্ব"
additive ਗਰੁੱਪ,সংযোজনকারী গ্রুপ
additive ਉਲਟ,সংযোজন বিপরীত
ਜੋੜਨ ਦੀ ਯੋਗਤਾ,যোগযোগ্যতা
ਜੋੜਨ ਦੀ ਯੋਗਤਾ,যোগযোগ্যতা
ਆਸਪਾਸ ਮੈਟ੍ਰਿਕਸ,অন্তিক ম্যাট্রিক্স
"ਨੇੜੇ, ਨਾਲ ਲੱਗਦੇ, ਨਾਲ ਲੱਗਦੇ","সংলগ্ন, সংলগ্ন, সংলগ্ন"
ਨੇੜੇ ਦੇ ਕੋਣ,সংলগ্ন কোণ
ਨੇੜੇ ਦਾ ਸਿਰਾ,সংলগ্ন শীর্ষবিন্দু
ਜੋੜਨ ਲਈ,যুক্ত করা
"ਨੱਥੀ ਨੱਥੀ,",সংযুক্ত ঘের
ਆਮ ਨਿਰਣਾਇਕ,সাধারণ নির্ধারক
ਅਟੈਚਡ ਡਿਫਰੈਂਸ਼ੀਅਲ ਸਮੀਕਰਨ,সংযুক্ত ডিফারেনশিয়াল সমীকরণ
ਜੁੜੇ ਸਮੀਕਰਨ,সংযুক্ত সমীকরণ
ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ,সমগোত্রীয় ম্যাট্রিক্স
ਮੈਟ੍ਰਿਕਸ ਕੋਵੇਰੀਅੰਸ,ম্যাট্রিক্স সমন্বয়
ਕੋਹੋਮੋਜੀਨੀਅਸ ਮੈਟਰਿਕਸ,সমগোত্রীয় ম্যাট্রিক্স
ਸਵੀਕਾਰਯੋਗ ਫੈਸਲੇ ਫੰਕਸ਼ਨ,গ্রহণযোগ্য সিদ্ধান্ত ফাংশন
ਸਵੀਕਾਰਯੋਗ ਪਰਿਕਲਪਨਾ,গ্রহণযোগ্য অনুমান
ਐਰੋਡਾਇਨਾਮਿਕ ਫੋਰਸ,এরোডাইনামিক বল
ਐਰੋਡਾਇਨਾਮਿਕਸ,বায়ুগতিবিদ্যা
ਸਮਰੂਪ ਜਿਓਮੈਟਰੀ,সমজাতীয় জ্যামিতি
ਸਮਰੂਪ ਮੈਪਿੰਗ,সমজাতীয় ম্যাপিং
ਸਮਰੂਪ ਤਬਦੀਲੀ,একজাতীয় রূপান্তর
ਕੁੱਲ ਵੇਰੀਏਬਲ,সামগ্রিক পরিবর্তনশীল
"algebra, algebra, algebra, algebra","বীজগণিত, বীজগণিত, বীজগণিত, বীজগণিত"
"ਬੀਜੀ ਬੰਦ, ਬੀਜੀ","seedy বন্ধ, বীজাণু"
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,বীজগণিত সমীকরণ
ਬੀਜਗਣਿਤ ਸਮੀਕਰਨ,বীজগাণিতিক এক্সপ্রেশন
ਬੀਜਗਣਿਤ ਸਮਰੂਪਤਾ,বীজগণিতের একজাতীয়তা
ਬੀਜਗਣਿਤ ਫੰਕਸ਼ਨ,বীজগণিতের ফাংশন
ਬੀਜਗਣਿਤ ਜਿਓਮੈਟਰੀ,বীজগণিত জ্যামিতি
ਬੀਜਗਣਿਤ ਬਹੁਲਤਾ,বীজগণিত বহুত্ব
ਬੀਜਗਣਿਤ ਪ੍ਰਣਾਲੀ,বীজগণিত ব্যবস্থা
ਸਾਰੇ ਪੂਰਨ ਅੰਕ ਸਮੱਸਿਆ,সমস্ত পূর্ণসংখ্যা সমস্যা
"ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਵਾਟ ਸਵਾਲ,",অ্যাসাইনমেন্ট সমস্যা ওয়াট প্রশ্ন
ਵਰਣਮਾਲਾ ਸੰਕੇਤ,বর্ণানুক্রমিক স্বরলিপি
ਵਰਣਮਾਲਾ ਦੇ ਅੱਖਰ,বর্ণানুক্রমিক অক্ষর
ਬਦਲਵੇਂ ਕੋਣ,বিকল্প কোণ
"ਬਦਲਵੇਂ ਸਮਰੂਪ ਬਦਲਵੇਂ ਰੂਪ,",বিকল্প সমজাতীয় বিকল্প ফর্ম
ਵਿਕਲਪਕ ਸਮੂਹ,বিকল্প গোষ্ঠী
ਵਿਕਲਪਕ ਮੈਟ੍ਰਿਕਸ,বিকল্প ম্যাট্রিক্স
ਵਿਕਲਪਿਕ ਲੜੀ,বিকল্প সিরিজ
ਵਿਕਲਪਕ ਅਨੁਮਾਨ,বিকল্প অনুমান
ਵਿਕਲਪਿਕ ਸਰਵੋਤਮ,বিকল্প সর্বোত্তম
ਵਿਕਲਪਿਕ ਨਤੀਜਾ,বিকল্প ফলাফল
ਐਨਾਲਾਗ-ਅੰਕ ਕਨਵਰਟਰ,এনালগ-ডিজিট কনভার্টার
"ਐਨਾਲਾਗ ਕੰਪਿਊਟਰ,",এনালগ কম্পিউটার
ਵਿਸ਼ਲੇਸ਼ਣ,বিশ্লেষণ
ਸਹਿਵਿਹਾਰ ਵਿਸ਼ਲੇਸ਼ਣ,সহভক্তি বিশ্লেষণ
ਗਣਨਾ-ਡਾਟਾ ਵਿਸ਼ਲੇਸ਼ਣ,গণনা-ডেটা বিশ্লেষণ
ਪਰਿਵਰਤਨ ਵਿਸ਼ਲੇਸ਼ਣ,বৈচিত্র্য বিশ্লেষণ
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਜਿਓਮੈਟਰੀ,বিশ্লেষণাত্মক জ্যামিতি
ਵਿਸ਼ਲੇਸ਼ਣਾਤਮਕ ਫੰਕਸ਼ਨ,বিশ্লেষণাত্মক ফাংশন
ਕੋਣ,কোণ
ਸਪਰਸ਼ ਕੋਣ,স্পর্শক কোণ
ਡਿਫਲੈਕਸ਼ਨ ਕੋਣ,বিচ্যুতি কোণ
ਡਿਪਰੈਸ਼ਨ ਕੋਣ,বিষণ্নতা কোণ
ਭਟਕਣ ਕੋਣ,বিচ্যুতি কোণ
ਵਿਭਿੰਨ ਕੋਣ,বিবর্তন কোণ
ਉਚਾਈ ਕੋਣ,উচ্চতা কোণ
ਘਟਨਾ ਦਾ ਕੋਣ,ঘটনার কোণ
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਾ ਕੋਣ,অভিক্ষেপ কোণ
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਕੋਣ,প্রতিফলন কোণ
ਅਪਵਰਤਨ ਦਾ ਕੋਣ,প্রতিসরণ কোণ
ਰੋਟੇਸ਼ਨ ਕੋਣ,ঘূর্ণন কোণ
ਪ੍ਰਤੀਬਿੰਬ ਦਾ ਪੂਰਨ ਕੋਣ,প্রতিফলনের পরম কোণ
ਕੋਣੀ ਪ੍ਰਵੇਗ,কৌণিক ত্বরণ
ਕੋਣੀ ਵੇਗ,কৌণিক বেগ
ਕੋਣੀ ਗਤੀ,কৌণিক গতি
ਕੋਣੀ ਵੇਗ,কৌণিক বেগ
ਰਿੰਗ ਉਂਗਲ,অনামিকা আঙুল
ਜਵਾਬ,উত্তর
ਵਿਰੋਧੀ ਡੈਰੀਵੇਟਿਵ,কাউন্টার ডেরিভেটিভ
isometric ਫੰਕਸ਼ਨ,আইসোমেট্রিক ফাংশন
"ਕਵਰ ਕਰਨ ਯੋਗ, ਲਾਗੂ, ਲਾਗੂ","আচ্ছাদনযোগ্য, প্রযোজ্য, প্রযোজ্য"
"ਐਪਲੀਕੇਸ਼ਨ ਐਪਲੀਕੇਸ਼ਨ,",আবেদনের আবেদন
ਲਾਗੂ ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,প্রয়োগকৃত গতিশীল প্রোগ্রামিং
ਲਾਗੂ ਕੀਤੀ ਜਿਓਮੈਟਰੀ,প্রয়োগ করা জ্যামিতি
ਲਾਗੂ ਗਣਿਤ,ফলিত গণিত
ਲਾਗੂ ਅੰਕੜੇ,ফলিত পরিসংখ্যান
"ਲਗਭਗ, ਲਗਭਗ","প্রায়, প্রায়"
ਲਗਭਗ ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,প্রায় একটানা ফাংশন
"ਮੈਕਰੋ ਵਿਧੀ, ਅਨੁਮਾਨ ਵਿਧੀ","ম্যাক্রো পদ্ধতি, আনুমানিক পদ্ধতি"
ਅੰਦਾਜ਼ਨ ਹੱਲ,আনুমানিক সমাধান
ਲਗਭਗ ਸਮੱਸਿਆ,আনুমানিক সমস্যা
ਲਗਭਗ ਸੰਪਤੀ,আনুমানিক সম্পত্তি
ਯੋਗਤਾ ਟੈਸਟ,বুদ্ধিমত্তার পরীক্ষা
ਆਰਗਨ ਚਿੱਤਰ,আর্গন ডায়াগ্রাম
ਸਵੈ-ਇੱਛਤ,স্বেচ্ছায়
"ਬੇਤਰਤੀਬ, ਬੇਤਰਤੀਬ","এলোমেলো, এলোমেলো"
ਆਪਹੁਦਰੇ ਸਥਿਰ,নির্বিচারে ধ্রুবক
ਮੁਫ਼ਤ ਤੱਤ,বিনামূল্যে উপাদান
ਮਨਮਾਨੀ ਬਿੰਦੂ,নির্বিচারে পয়েন্ট
ਆਰਕੀਮੀਡ ਦਾ ਕਾਨੂੰਨ,আর্কিমিডের আইন
ਆਰਕੀਮੀਡੀਜ਼ ਦਾ ਕਾਨੂੰਨ,আর্কিমিডিসের আইন
"ਚਾਪ-ਲੰਬਾਈ, ਚਾਪ-ਲੰਬਾਈ","চাপ-দৈর্ঘ্য, চাপ-দৈর্ঘ্য"
ਚੱਕਰ ਚਾਪ,বৃত্ত চাপ
ਉਲਟ ਸਾਈਨ ਵੰਡ,ইনভার্স সাইন ডিস্ট্রিবিউশন
ਉਲਟ ਸਾਈਨ ਪਰਿਵਰਤਨ,বিপরীত সাইন রূপান্তর
"ਖੇਤਰ, ਖੇਤਰ","এলাকা, এলাকা"
ਖੇਤਰੀ ਸੰਰਚਨਾ,আঞ্চলিক কনফিগারেশন
ਇੱਕ ਮਿਸ਼ਰਿਤ ਸੰਖਿਆ ਦਾ ਕੋਣ,একটি জটিল সংখ্যার কোণ
ਗਣਿਤ ਦਾ ਮਤਲਬ,গাণিতিক গড়
ਡਿਜ਼ੀਟਲ ਕਾਰਵਾਈ,ডিজিটাল অপারেশন
ਡਿਜ਼ੀਟਲ ਯੂਨਿਟ,ডিজিটাল ইউনিট
"ਸੰਰਚਨਾ, ਵਿਵਸਥਾ","কনফিগারেশন, বিন্যাস"
"ਐਰੇ, ਐਰੇ","অ্যারে, অ্যারে"
ਨਕਲੀ ਉਪਗ੍ਰਹਿ,কৃত্রিম উপগ্রহ
ਨਕਲੀ ਵੇਰੀਏਬਲ,কৃত্রিম পরিবর্তনশীল
ਚੜ੍ਹਨ ਲਈ,আরোহন করা
ਚੜ੍ਹਦਾ,আরোহী
ਤੀਬਰਤਾ ਦਾ ਵੱਧਦਾ ਕ੍ਰਮ,মাত্রার আরোহী ক্রম
ਚੜ੍ਹਦਾ ਗ੍ਰੇਡ,আরোহী গ্রেড
ਅਸੈਂਬਲਰ ਭਾਸ਼ਾ,সংযোজনকারী ভাষা
"ਅਸਾਈਨਮੈਂਟ ਸਮੱਸਿਆ ਅਸਾਈਨਮੈਂਟ ਸਵਾਲ,",অ্যাসাইনমেন্ট সমস্যা অ্যাসাইনমেন্ট প্রশ্ন
ਸਹਿਯੋਗੀ ਨਿਯਮ,সহযোগী নিয়ম
ਆਪਰੇਟਰਾਂ ਦਾ ਸਹਿਯੋਗੀ ਨਿਯਮ,অপারেটরদের সহযোগী নিয়ম
ਸਹਿਯੋਗੀ ਕਾਰਵਾਈ,সহযোগী অপারেশন
ਸਾਥੀ,সাহচর্য
ਮਤਲਬ ਮੰਨਿਆ,ধরে নেওয়া গড়
ਅਨੁਮਾਨਿਤ ਸੰਭਾਵਨਾ ਵੰਡ,অনুমান সম্ভাব্যতা বন্টন
"ਕਲਪਨਾ, ਮੰਨਿਆ,","কল্পনা করা, স্বীকার করা"
ਜੋਤਿਸ਼,জ্যোতিষশাস্ত্র
"ਪੁਲਾੜ ਵਿਗਿਆਨੀ ਇੰਜੀਨੀਅਰ ਸਪੇਸ ਇੰਜੀਨੀਅਰ,",মহাকাশচারী প্রকৌশলী মহাকাশ প্রকৌশলী
ਖਗੋਲ ਵਿਗਿਆਨੀ*,জ্যোতির্বিদ*
ਖਗੋਲੀ ਘੜੀ,জ্যোতির্বিদ্যা ঘড়ি
ਖਗੋਲ ਵਿਗਿਆਨ,জ্যোতির্বিদ্যা
ਅਸਮਿਤ ਵਕਰ,অপ্রতিসম বক্ররেখা
ਅਸਮਿਤੀ,অসমতা
asymptotic,অ্যাসিম্পোটিক
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲਾ,উত্তেজক
ਪ੍ਰਗਤੀਸ਼ੀਲ ਅਨੁਮਾਨਕ,প্রগতিশীল অনুমানকারী
ਪਿਛਾਖੜੀ ਪੱਖਪਾਤੀ ਅਨੁਮਾਨਕ,বিপরীতমুখী পক্ষপাতমূলক অনুমানকারী
ਪਿਛਾਖੜੀ ਵਿਹਾਰ,বিপরীতমুখী আচরণ
ਹਮਲਾਵਰ ਵੰਡ ਫੰਕਸ਼ਨ,আক্রমনাত্মক বিতরণ ফাংশন
ਉੱਪਰ ਵੱਲ ਫੈਲਣਾ,ঊর্ধ্বগামী বিস্তার
ਵਾਯੂਮੰਡਲ ਦਾ ਦਬਾਅ,বায়ুমণ্ডলীয় চাপ
"ਬੇਤਰਤੀਬੇ,",এলোমেলোভাবে
ਸੰਪਤੀ*,সম্পত্তি*
ਗੁਣ-ਨਮੂਨਾ-ਪ੍ਰਣਾਲੀ,অ্যাট্রিবিউট-স্যাম্পলিং-মেকানিজম
ਵਧਿਆ ਹੋਇਆ ਮੈਟਰਿਕਸ,অগমেন্টেড ম্যাট্রিক্স
ਸਵੈ-ਸੰਬੰਧ ਗੁਣਾਂਕ,স্বয়ংক্রিয় সম্পর্ক সহগ
ਸਵੈ-ਸੰਬੰਧ ਫੰਕਸ਼ਨ,স্বয়ংক্রিয় সম্পর্ক ফাংশন
ਸਹਿਵਿਹਾਰ,সহবাস
ਆਟੋਮੈਟਿਕ ਕੰਪਿਊਟਰ,স্বয়ংক্রিয় কম্পিউটার
ਆਟੋਰਿਗਰੇਸ਼ਨ,অটোরিগ্রেশন
ਸਹਾਇਕ ਸਮੀਕਰਨ,সহায়ক সমীকরণ
ਮੀਨ ਸੈਂਪਲ ਨੰਬਰ ਕਰਵ (MPC ਕਰਵ),গড় নমুনা সংখ্যা বক্ররেখা (MPC বক্ররেখা)
"axiom, axiom","axiom, axiom"
axiom ਪਹੁੰਚ,স্বতঃসিদ্ধ পদ্ধতি
ਸੰਭਾਵਨਾ axiom,সম্ভাব্যতা স্বতঃসিদ্ধ
ਧੁਰਾ,অক্ষ
ਭੁਜਕਸ਼ਾ,ভুজক্ষ
ਧਰਤੀ ਦਾ ਧੁਰਾ,পৃথিবী অক্ষ
ਰੋਟੇਸ਼ਨ ਧੁਰਾ,ঘূর্ণন অক্ষ
ਰੋਟੇਸ਼ਨ ਧੁਰਾ,ঘূর্ণন অক্ষ
ਸਪਿਨ ਧੁਰਾ,স্পিন অক্ষ
ਪੋਸਟ ਬਦਲੀ,পোস্ট প্রতিস্থাপন
ਬਾਅਦ ਵਿੱਚ,পরে
ਵਾਪਸ ਸੰਮਿਲਨ ਫਾਰਮੂਲਾ,ফিরে সন্নিবেশ সূত্র
"ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ","ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য"
ਸੰਤੁਲਿਤ ਡਿਜ਼ਾਈਨ,সুষম নকশা
ਸੰਤੁਲਨ ਸ਼ੀਟ,ব্যালেন্স শীট
ਮਿਜ਼ਾਈਲ,মিসাইল
"ਬੈਲਿਸਟਿਕਸ, ਹਥਿਆਰ","ব্যালিস্টিক, অস্ত্র"
"ਕਾਲਮ, ਰਾਡ, ਕੋਬ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਬਾਰ, ਲਾਈਨ, ਲਾਈਨ, ਟੈਸਟ ਲਾਈਨ, ਕਿਨਾਰਾ","কলাম, রড, কোব, বার, বার, বার, বার, বার, বার, লাইন, লাইন, টেস্ট লাইন, প্রান্ত"
"ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ, ਅਧਾਰ","ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি, ভিত্তি"
ਅਧਾਰ ਕੋਣ,ভিত্তি কোণ
"ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ, ਲਘੂਗਣਕ ਦਾ ਆਧਾਰ","লগারিদমের ভিত্তি, লগারিদমের ভিত্তি"
"ਬੁਨਿਆਦੀ, ਬੁਨਿਆਦੀ,","মৌলিক, মৌলিক"
ਅਧਾਰ ਇਕਸਾਰ ਹੱਲ,ভিত্তি সুসংগত সমাধান
ਅਧਾਰ ਹੱਲ,ভিত্তি সমাধান
ਅਧਾਰ ਵੇਰੀਏਬਲ,ভিত্তি পরিবর্তনশীল
ਅਧਾਰ,ভিত্তি
ਅਧਾਰ ਤੱਤ,ভিত্তি উপাদান
ਬੇਸ ਮੈਟ੍ਰਿਕਸ,বেস ম্যাট্রিক্স
ਵੈਕਟਰ ਸਪੇਸ ਦਾ ਅਧਾਰ,ভেক্টর স্থানের ভিত্তি
ਉਪ-ਜਨਸੰਖਿਆ ਦੇ ਆਧਾਰ &#39;ਤੇ,উপ-জনসংখ্যা ভিত্তিতে
ਬੇਈਮਾਨ,নীতিহীন
bez-ਨਿਯਮ,বেজ-রুল
ਬੇਜ਼-ਪ੍ਰਮੇਯ,bez-তত্ত্ব
bernoulli-ਵੰਡ,bernoulli-বন্টন
ਬਰਨੌਲੀ ਨੰਬਰ,বার্নোলি সংখ্যা
ਬਰਨੌਲੀ ਪ੍ਰੋਬੇਬਿਲਟੀ ਫੰਕਸ਼ਨ,Bernoulli সম্ভাব্যতা ফাংশন
ਬਰਨੌਲੀ-ਸਮੀਕਰਨ,বার্নোলি-সমীকরণ
ਬੇਰੀ ਫੰਕਸ਼ਨ,বেরি ফাংশন
ਵਧੀਆ ਚਿਪਕਣ,সেরা আনুগত্য
ਵਧੀਆ ਅਸੰਭਵ ਲਾਈਨ,সেরা আনুগত্য লাইন
ਵਧੀਆ ਹੱਲ,সেরা সমাধান
ਵਧੀਆ ਸੁਝਾਅ,সেরা টিপস
ਬੀਟਾ ਵੰਡ,বিটা বিতরণ
"ਪੱਖਪਾਤ, ਪੱਖਪਾਤ","পক্ষপাত, পক্ষপাত"
ਪੱਖਪਾਤੀ ਮੁਲਾਂਕਣ,পক্ষপাতমূলক মূল্যায়ন
ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ,দ্বিপদ সমীকরণ
ਸਿੰਗਲ ਕਵਰ,একক আবরণ
ਸਿੰਗਲ ਕਵਰ ਨਕਸ਼ਾ,একক কভার মানচিত্র
ਸਿੰਗਲ ਕਵਰ ਮੈਪਿੰਗ,একক কভার ম্যাপিং
ਚਤੁਰਭੁਜ ਚਤੁਰਭੁਜ,দ্বিঘাত দ্বিঘাত
ਦੋ-ਲੀਨੀਅਰ ਫੰਕਸ਼ਨ,বাইলিনিয়ার ফাংশন
ਦੋ-ਲੀਨੀਅਰ ਹਰਮੀਟੀਅਨ ਸਮਰੂਪਤਾ,বাইলিনিয়ার হারমিটিয়ান একজাতীয়তা
"ਦੋ-ਵੇਰੀਏਬਲ, ਬਾਈਨਰੀ, ਦੋਹਰਾ","দ্বি-পরিবর্তনশীল, বাইনারি, দ্বৈত"
"ਬਾਈਨਰੀ ਕੋਡ, ਬਾਈਨਰੀ ਕੋਡ","বাইনারি কোড, বাইনারি কোড"
"ਬਾਈਨਰੀ ਕੋਡਡ ਦਸ਼ਮਲਵ, ਬਾਈਨਰੀ ਕੋਡਿਡ ਦਸ਼ਮਲਵ","বাইনারি কোডেড দশমিক, বাইনারি কোডেড দশমিক"
ਬਾਈਨਰੀ ਇੰਕੋਡਿੰਗ,বাইনারি এনকোডিং
ਬਾਈਨਰੀ ਕੰਪਿਊਟਰ,বাইনারি কম্পিউটার
ਬਾਈਨਰੀ ਨੰਬਰ,বাইনারি সংখ্যা
ਬਾਈਨਰੀ ਕਾਰਵਾਈ,বাইনারি অপারেশন
ਬਾਈਨਰੀ ਢੰਗ,বাইনারি পদ্ধতি
ਬਾਈਨਰੀ ਵੇਰੀਏਬਲ,বাইনারি পরিবর্তনশীল
ਬਾਇਨੋਮੀਅਲ ਗੁਣਾਂਕ,দ্বিপদ সহগ
ਬਾਇਨੋਮੀਅਲ ਵੰਡ,দ্বিপদ ডিস্ট্রিবিউশন
ਬਾਇਨੋਮੀਅਲ ਸਮੀਕਰਨ,দ্বিপদ সমীকরণ
ਬਾਇਨੋਮੀਅਲ ਵਿਭਿੰਨਤਾ,দ্বিপদ প্রকরণ
ਦੋਨੋਮੀ ਸਮੀਕਰਨ,দ্বিপদ অভিব্যক্তি
ਬਾਇਨੋਮੀਅਲ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,দ্বিপদী র্যান্ডম পরিবর্তনশীল
ਬਾਇਨੋਮੀਅਲ ਥਿਊਰਮ,দ্বিপদ উপপাদ্য
"ਅੱਧਾ, ਵਿਭਾਜਨ","অর্ধেক, বিভাজন"
"ਦੋ-ਭਾਗ ਵਿਧੀ, ਅਰਧ-ਵਿਭਾਜਨ ਵਿਧੀ","দ্বিখণ্ডিত পদ্ধতি, অর্ধবিভাগ পদ্ধতি"
ਅੱਧਾ ਬਾਈਸੈਕਟਰ,অর্ধেক দ্বিখণ্ডক
"ਬਾਇਨੋਮੀਅਲ, ਦੁਵੱਲਾ",দ্বিপদ
"ਦ੍ਵਯੰਕ (ਬਾਈਨਰੀ ਸੰਖਿਆ), ਅਨੀ, ਬਰਮੀ, ਟੁਕ","Dwayank (বাইনারী সংখ্যা), আনি, বার্মিজ, টুক"
binomial binomial distribution binomial,দ্বিপদ দ্বিপদী বন্টন দ্বিপদ
ਬਾਇਵਾਰੀਏਟ ਸਹਿ-ਸਬੰਧ ਗੁਣਾਂਕ,দ্বিভারী পারস্পরিক সম্পর্ক সহগ
ਦੋ-ਪੱਖੀ ਵੰਡ,দ্বিমুখী বন্টন
bivariate ਸਧਾਰਨ-ਵੰਡ,bivariate স্বাভাবিক-বন্টন
bivector,bivector
ਬੋਲਟਮੈਨ ਸਮੀਕਰਨ,বোল্টম্যান সমীকরণ
ਬੁਲੀਅਨ ਅਲਜਬਰਾ*,বুলিয়ান বীজগণিত*
ਬੋਸ-ਆਈਨਸਟਾਈਨ ਦੇ ਅੰਕੜੇ,বোস-আইনস্টাইন পরিসংখ্যান
ਸੀਮਾ ਪਾਬੰਦੀਆਂ,সীমাবদ্ধতা সীমাবদ্ধতা
ਸੀਮਾ ਪੱਧਰ,সীমানা স্তর
ਸੀਮਾ ਰੇਖਾ,সীমান
ਸੀਮਾ ਮੁੱਲ,সীমা মান
ਸੀਮਾ ਮੁੱਲ ਸਮੱਸਿਆ,সীমানা মান সমস্যা
"ਸੀਮਿਤ ਫੰਕਸ਼ਨ ਸੀਮਿਤ ਫਲ,",আবদ্ধ ফাংশন আবদ্ধ ফল
"ਬਾਊਂਡਡ ਮੈਟ੍ਰਿਕਸ, ਬਾਊਂਡਡ ਮੈਟ੍ਰਿਕਸ, ਬਾਊਂਡਡ ਟੇਬਲ,","আবদ্ধ ম্যাট্রিক্স, আবদ্ধ ম্যাট্রিক্স, আবদ্ধ টেবিল"
"ਸੀਮਾਬੱਧ ਖੇਤਰ ਸੀਮਾਬੱਧ ਖੇਤਰ,",সীমাবদ্ধ অঞ্চল সীমাবদ্ধ অঞ্চল
"ਬਾਊਂਡਡ ਸੈੱਟ ਬਾਊਂਡਡ ਸੈੱਟ,",আবদ্ধ সেট আবদ্ধ সেট
ਭੂਰੀ ਮੋਸ਼ਨ,ব্রাউনি গতি
ਗਣਨਾ ਕਰਨ ਲਈ,হিসাব করতে
ਗਣਨਾ,গণনা
"ਕੈਲਕੁਲੇਟਰ, ਕੈਲਕੁਲੇਟਰ","ক্যালকুলেটর, ক্যালকুলেটর"
ਗਣਨਾ*,হিসাব*
