Kannada,Malayalam
ಅಡೋಬ್ ಅಕ್ರೋಬ್ಯಾಟ್,അഡോബ് അക്രോബാറ്റ്
ಅಡೋಬ್ ಫೋಟೋಶಾಪ್,അഡോബ് ഫോട്ടോഷോപ്പ്
ABAP (ಸುಧಾರಿತ ವ್ಯಾಪಾರ ಪ್ರೋಗ್ರಾಮಿಂಗ್),ABAP (അഡ്വാൻസ്ഡ് ബിസിനസ് പ്രോഗ്രാമിംഗ്)
"1. ಸುಧಾರಿತ ಡೇಟಾ, 2. ಸುಧಾರಿತ ಡೇಟಾ","1. വിപുലമായ ഡാറ്റ, 2. വിപുലമായ ഡാറ്റ"
ಸುಧಾರಿತ ಮಾಹಿತಿ ವ್ಯವಸ್ಥೆ,വിപുലമായ വിവര സംവിധാനം
ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನ (AT),അഡ്വാൻസ്ഡ് ടെക്നോളജി (AT)
ಕ್ರಮ,നടപടി
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,സമാഹരണം
ವಾಯುಗಾಮಿ ಕಂಪ್ಯೂಟರ್ ವ್ಯವಸ್ಥೆ,വായുവിലൂടെയുള്ള കമ്പ്യൂട്ടർ സംവിധാനം
ಅಲ್ಡಸ್ ಪೇಜ್-ಮೇಕ್,ആൽഡസ് പേജ് മേക്ക്
ಎಚ್ಚರಿಕೆ ಪೆಟ್ಟಿಗೆ,മുന്നറിയിപ്പ് ബോക്സ്
ಅಲ್ಗೋಲ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),അൽഗോൾ (കമ്പ്യൂട്ടർ ഭാഷ)
"1. ಅಲ್ಗಾರಿದಮ್, 2. ಅಲ್ಗಾರಿದಮ್","1. അൽഗോരിതം, 2. അൽഗോരിതം"
"1. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ, 2. ಅಲ್ಗಾರಿದಮ್ ವಿಶ್ಲೇಷಣೆ","1. അൽഗോരിതം വിശകലനം, 2. അൽഗോരിതം വിശകലനം"
ಅಲ್ಗಾರಿದಮ್ ದಕ್ಷತೆ,അൽഗോരിതം കാര്യക്ഷമത
"1. ಎಲಿಯಾಸ್, 2. ಅಡ್ಡಹೆಸರು, 3. ಅಕಾ","1. ഏലിയാസ്, 2. വിളിപ്പേര്, 3. അല്ലെങ്കിൽ"
ಜೋಡಣೆ,വിന്യാസം
"1. ಹಂಚಿಕೆ, 2. ಹಂಚಿಕೆ","1. വിഹിതം, 2. വിഹിതം"
"1. ವರ್ಣಮಾಲೆಯ, 2. ವರ್ಣಮಾಲೆಯ ಪ್ರಕಾರ","1. അക്ഷരമാല, 2. അക്ഷരമാല ക്രമത്തിൽ"
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್,ആൽഫാന്യൂമെറിക്
"1. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್ ,2. ಆಲ್ಫಾನ್ಯೂಮರಿಕ್ ಕೀಬೋರ್ಡ್","1. ആൽഫാന്യൂമെറിക് കീബോർഡ്, 2. ആൽഫാന്യൂമെറിക് കീബോർഡ്"
ಆಲ್ಫಾ-ಪರೀಕ್ಷೆ (1 ನೇ ಹಂತದ ಪರೀಕ್ಷೆ),ആൽഫ-ടെസ്റ്റിംഗ് (ഒന്നാം ലെവൽ ടെസ്റ്റ്)
"1. ಆಲ್ಫಾ ಆವೃತ್ತಿ, 2. ಆಲ್ಫಾ ರೂಪ","1. ആൽഫ പതിപ്പ്, 2. ആൽഫ രൂപം"
ಆಲ್ಟ್ ಕೀ,alt കീ
ಅಲ್ಟಾವಿಸ್ತಾ,ആൾട്ടാവിസ്റ്റ
ಬಹುತ್ವ,ബഹുസ്വരത
ಅಸ್ಪಷ್ಟ ವ್ಯಾಕರಣ,അവ്യക്തമായ വ്യാകരണം
ಅಮೇರಿಕನ್ ನ್ಯಾಷನಲ್ ಸ್ಟಾಂಡೀಸ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ (ANSI),അമേരിക്കൻ നാഷണൽ സ്റ്റാൻഡീസ് ഇൻസ്റ്റിറ്റ്യൂട്ട് (ANSI)
ಅಮೇರಿಕನ್ ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಕಟ್ (ascii),അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കട്ട് (ascii)
"1. ಸಾದೃಶ್ಯ, 2. ಅನಲಾಗ್","1. സാദൃശ്യം, 2. അനലോഗ്"
"1. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್, 2. ಅನಲಾಗ್ ಕಂಪ್ಯೂಟರ್","1. അനലോഗ് കമ്പ്യൂട്ടർ, 2. അനലോഗ് കമ്പ്യൂട്ടർ"
"1. ಅನಲಾಗ್ ಸಾಧನ, 2. ಅನಲಾಗ್ ಸಾಧನ","1. അനലോഗ് ഉപകരണം, 2. അനലോഗ് ഉപകരണം"
"1. ಅನಲಾಗ್ ಮೋಡೆಮ್, 2. ಅನಲಾಗ್ ಮೋಡೆಮ್","1. അനലോഗ് മോഡം, 2. അനലോഗ് മോഡം"
ಡಿಜಿಟಲ್ ಪರಿವರ್ತಕಕ್ಕೆ ಅನಲಾಗ್,അനലോഗ് ടു ഡിജിറ്റൽ കൺവെർട്ടർ
ಅಂತ್ಯ (ಡಿಜಿಟಲ್/ಪ್ಲೇನ್ ಲಾಜಿಕ್ &#39;ಮತ್ತು&#39; ಬಳಸಲಾಗಿದೆ),അവസാനം (ഡിജിറ്റൽ/പ്ലെയിൻ ലോജിക് &#39;ഉം&#39; ഉപയോഗിച്ചു)
ಅಂತಿಮ ಸರ್ಕ್ಯೂಟ್,അവസാന സർക്യൂട്ട്
ಕೊನೆಯ ಗೇಟ್ ಮತ್ತು ಗೇಟ್,അവസാന ഗേറ്റും ഗേറ്റും
ಮತ್ತು ಕಾರ್ಯಾಚರಣೆಯಲ್ಲ (ಹೊರಗಿಡುವಿಕೆ),എൻഡ് അല്ല ഓപ്പറേഷൻ (ഒഴിവാക്കൽ)
"1. ಅನಿಮೇಷನ್, 2. ಕಂಪನ","1. ആനിമേഷൻ, 2. വൈബ്രേഷൻ"
ಸೂಚನೆ,കുറിപ്പ്
ಅಸಂಗತತೆ,പൊരുത്തക്കേട്
ಹಿಂದಿನ,മുമ്പത്തെ
ನಿರೀಕ್ಷಿತ ಪೇಜಿಂಗ್,മുൻകൂർ പേജിംഗ്
ಪ್ರತಿ-ಸಮ್ಮಿತೀಯ,എതിർ-സമമിതി
ಆಂಟಿವೈರಲ್ ಪ್ರೋಗ್ರಾಂ,ആൻറിവൈറൽ പ്രോഗ്രാം
"1. ಆಪ್ಲೆಟ್, 2. ಅಪ್ಲಿಕೇಶನ್","1. ആപ്ലെറ്റ്, 2. അപേക്ഷ"
ಅಪ್ಲಿಕೇಶನ್ ಡೆವಲಪರ್,ആപ്ലിക്കേഷൻ ഡെവലപ്പർ
ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ്
"1. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್, 2. ಅಪ್ಲಿಕೇಶನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಇಂಟರ್ಫೇಸ್ (API)","1. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ്, 2. ആപ്ലിക്കേഷൻ പ്രോഗ്രാമിംഗ് ഇന്റർഫേസ് (API)"
ಅಪ್ಲಿಕೇಶನ್ ಸಾಫ್ಟ್ವೇರ್,ആപ്ലിക്കേഷൻ സോഫ്റ്റ്വെയർ
ಅಪ್ಲಿಕೇಶನ್ ಭಾಷೆ,ആപ്ലിക്കേഷൻ ഭാഷ
ಅಂದಾಜು ತತ್ವ,ഏകദേശ തത്വം
ರಚನೆ,ഘടന
ಕ್ಷೇತ್ರ ವರ್ಗಾವಣೆ,ഫീൽഡ് കൈമാറ്റം
"1. ನಿಯತಾಂಕ, ಸ್ವತಂತ್ರ ವೇರಿಯಬಲ್, 2. ಕೋನ","1. പരാമീറ്റർ, സ്വതന്ത്ര വേരിയബിൾ, 2. ആംഗിൾ"
"1. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ, 2. ಅಂಕಗಣಿತ ಮತ್ತು ತರ್ಕ ಘಟಕ","1. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്, 2. അരിത്മെറ്റിക് ആൻഡ് ലോജിക് യൂണിറ്റ്"
ಅಂಕಗಣಿತದ ಪರಿಶೀಲನೆ,ഗണിത പരിശോധന
ಅಂಕಗಣಿತದ ಸ್ಥಿರ,ഗണിത സ്ഥിരാങ്കം
ಅಂಕಗಣಿತದ ಡೇಟಾ,ഗണിത ഡാറ്റ
ಅಂಕಗಣಿತದ ಸೂಚನೆ,ഗണിത നിർദ്ദേശം
ಗಣಿತ ಮತ್ತು ತಾರ್ಕಿಕ ಘಟಕ (ALU),മാത്തമാറ്റിക്കൽ ആൻഡ് ലോജിക്കൽ യൂണിറ്റ് (ALU)
ARPA ನೆಟ್ (RPNet),ARPA നെറ്റ് (RPNet)
ಶ್ರೇಣಿ,അറേ
"1. ರಚನೆಯ ಸಂಗ್ರಹ, 2. ರಚನೆಯ ವೇಗ, 3. ರಚನೆಯ ಮೆಮೊರಿ","1. അറേ കാഷെ, 2. അറേ വേഗത, 3. അറേ മെമ്മറി"
ಅರೇ ಕಂಪ್ಯೂಟರ್,അറേ കമ്പ്യൂട്ടർ
ರಚನೆಯ ಅಂಶ,അറേ ഘടകം
ರಚನೆಯ ಹೆಸರು,അറേ പേര്
ರಚನೆಯ ಪ್ರೊಸೆಸರ್,അറേ പ്രോസസർ
ಬಾಣದ ಕೀಲಿ,അമ്പടയാള കീ
ಒಪ್ಪಂದ,ഉടമ്പടി
ಜಂಕ್ಷನ್ ಪಾಯಿಂಟ್,ജംഗ്ഷൻ പോയിന്റ്
ಕೃತಕ ಸಂಕೋಚನ,കൃത്രിമ കോംപാക്ഷൻ
ಕೃತಕ ನಿಯಂತ್ರಣ,കൃത്രിമ നിയന്ത്രണം
ಕೃತಕ ಅರ್ಥದಲ್ಲಿ,കൃത്രിമബോധം
ಆರೋಹಣ,മൗണ്ട്
ಆರೋಹಣ ರೀತಿಯ,ആരോഹണ തരം
ascii ವರ್ಣಮಾಲೆ,ascii അക്ഷരമാല
ascii ನಿಯಂತ್ರಣ ಚಿಹ್ನೆ,ascii നിയന്ത്രണ ചിഹ്നം
ascii ಫೈಲ್,ascii ഫയൽ
ascii ಫಾಂಟ್,ascii ഫോണ്ട്
ASCII ವರ್ಗಾವಣೆ,ASCII കൈമാറ്റം
ಆಕಾರ ಅನುಪಾತ,വീക്ഷണാനുപാതം
"1. ಆಸ್ಪಿ, 2. ASPI","1. ആസ്പി, 2. എ.എസ്.പി.ഐ"
ಎ ಎಸ್ ಆರ್ ಕಲಾದ್,എ എസ് ആർ കാലാട്
"1. ಸ್ಮರಣೆ, 2. ಜೋಡಣೆ, 3. ಜೋಡಿಸಲು","1. ഓർമ്മപ്പെടുത്തൽ, 2. കൂട്ടിച്ചേർക്കൽ, 3. കൂട്ടിച്ചേർക്കാൻ"
"1. ಅಸೆಂಬ್ಲರ್, 2. ಜ್ಞಾಪನೆ","1. അസംബ്ലർ, 2. ഓർമ്മപ്പെടുത്തൽ"
"1. ಜೋಡಿಸುವುದು, 2. ಸ್ಮರಣೆ","1. അസംബ്ലിംഗ്, 2. അനുസ്മരണം"
"1. ಕಂಠಪಾಠ ಭಾಷೆ, 2. ಭಾಷೆ ಜೋಡಣೆ","1. ഓർമ്മപ്പെടുത്തൽ ഭാഷ, 2. അസംബ്ലിംഗ് ഭാഷ"
ನಿರ್ಣಯ,ദൃഢനിശ്ചയം
"1. ನಿಗದಿತ ಕೆಲಸ, 2. ಹಂಚಿಕೆ","1. നിർദ്ദിഷ്ട ജോലി, 2. വിഹിതം"
ಒಡನಾಟ,കൂട്ടുകെട്ട്
ಸಹಾಯಕ ವಿಳಾಸ,അനുബന്ധ വിലാസം
"1. ಸಹಾಯಕ ಸ್ಮರಣೆ, 2. ಸಹಾಯಕ ಸ್ಮರಣೆ","1. അനുബന്ധ മെമ്മറി, 2. അനുബന്ധ മെമ്മറി"
ನಕ್ಷತ್ರ ಚಿಹ್ನೆ (* ಚಿಹ್ನೆ),നക്ഷത്രചിഹ്നം (* ചിഹ്നം)
ಅಸಮ್ಮಿತ,അസമമായ
"1. ಅಸಮಕಾಲಿಕ, 2. ಅಸಮಕಾಲಿಕ","1. അസമന്വിത, 2. അസമന്വിത"
ಅಸಮಕಾಲಿಕ ಡಿಜಿಟಲ್ ಚಂದಾದಾರರ ಸಾಲು (ADSL),അസിൻക്രണസ് ഡിജിറ്റൽ സബ്സ്ക്രൈബർ ലൈൻ (ADSL)
ಅಸಿಂಕ್ರೊನಸ್ ಟೈಮ್ ಡಿವಿಷನ್ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (ATDM),അസിൻക്രണസ് ടൈം ഡിവിഷൻ മൾട്ടിപ്ലെക്സിംഗ് (ATDM)
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ,അസമന്വിത കൈമാറ്റം
ಅಸಮಕಾಲಿಕ ವರ್ಗಾವಣೆ ಮೋಡ್ (ATM),അസിൻക്രണസ് ട്രാൻസ്ഫർ മോഡ് (എടിഎം)
"1. ಪರಮಾಣು, 2. ಪರಮನ್","1. ആറ്റം, 2. പരമൻ"
ಲಗತ್ತಿಸಲಾದ ಡಾಕ್ಯುಮೆಂಟ್,അറ്റാച്ചുചെയ്ത പ്രമാണം
"1. ಲಗತ್ತಿಸಲಾದ ಫೈಲ್/ಮಿಸಿಲ್, 2. ಲಗತ್ತಿಸಲಾದ ಕಡತ","1. അറ്റാച്ചുചെയ്ത ഫയൽ/മിസിൽ, 2. അറ്റാച്ചുചെയ്ത ഫയൽ"
"1. ಆವರಣ, 2. ಸಂಯೋಜಿತ","1. എൻക്ലോഷർ, 2. അഫിലിയേറ്റഡ്"
"1. ಗುಣಲಕ್ಷಣಗಳು, 2. ವಿಶೇಷತೆ","1. പ്രോപ്പർട്ടികൾ, 2. സ്പെഷ്യാലിറ്റി"
ಶ್ರವ್ಯ,കേൾക്കാവുന്ന
"1. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಆಡಿಟ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್","1. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്, 2. ഓഡിറ്റ് പ്രോഗ്രാമിംഗ്"
ಖಾತೆ ಪರಿಶೀಲನೆ,അക്കൗണ്ട് സ്ഥിരീകരണം
ಪ್ರಚಾರ,പ്രമോഷൻ
ಪ್ರಮಾಣೀಕರಣ ಪ್ರೋಟೋಕಾಲ್,സർട്ടിഫിക്കേഷൻ പ്രോട്ടോക്കോൾ
ಲೇಖಕರ ವಿಧಾನ,എഴുത്ത് രീതി
"1. ಪ್ರಾಧಿಕಾರ, 2. ಅಧಿಕಾರ, 3. ನ್ಯಾಯಮಂಡಳಿ","1. അധികാരം, 2. അധികാരം, 3. ട്രിബ്യൂണൽ"
ಸ್ವಯಂ ಅಮೂರ್ತ,യാന്ത്രിക സംഗ്രഹം
"1. ಸ್ವಯಂ ಬೂಟಿಂಗ್, 2. ಸ್ವಯಂ ಬೂಟ್","1. ഓട്ടോ ബൂട്ടിംഗ്, 2. സ്വയം ബൂട്ട്"
ಆಟೋಕ್ಯಾಡ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ),ഓട്ടോകാഡ് (ഒരു കമ്പ്യൂട്ടർ ഭാഷ)
ಸ್ವಯಂ ಲಾಗ್-ಆನ್,യാന്ത്രിക ലോഗ്-ഓൺ
ಸ್ವಯಂಚಾಲಿತ,ഓട്ടോമാറ്റ
ಸ್ವಯಂಚಾಲಿತ ಸಿದ್ಧಾಂತ,ഓട്ടോമാറ്റ സിദ്ധാന്തം
ಸ್ವಯಂಚಾಲಿತ ಲೆಕ್ಕಾಚಾರ,ഓട്ടോമാറ്റിക് കണക്കുകൂട്ടൽ
ಸ್ವಯಂಚಾಲಿತ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,ഓട്ടോമാറ്റിക് ഡാറ്റ പ്രോസസ്സിംഗ്
ಸ್ವಯಂಚಾಲಿತ ದೋಷ ತಿದ್ದುಪಡಿ,യാന്ത്രിക പിശക് തിരുത്തൽ
ಸ್ವಯಂ ಕಾರ್ಯ,യാന്ത്രിക പ്രവർത്തനം
"1. ಸ್ವಯಂಚಾಲಿತ ಇಂಡೆಕ್ಸಿಂಗ್, 2. ಸ್ವಯಂಚಾಲಿತ ಪಟ್ಟಿ","1. ഓട്ടോമാറ്റിക് ഇൻഡക്‌സിംഗ്, 2. യാന്ത്രിക ലിസ്റ്റിംഗ്"
ಸ್ವಯಂ ಸಂಗ್ರಹ ಕರೆ,യാന്ത്രിക ശേഖരണ കോൾ
"1. ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್, 2. ಸ್ವಯಂಚಾಲಿತ ಪ್ರೋಗ್ರಾಮಿಂಗ್","1. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്, 2. ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്"
"1. ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ, 2. ಸ್ವಯಂಚಾಲಿತ ಚೇತರಿಕೆ ಪ್ರೋಗ್ರಾಂ","1. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം, 2. ഓട്ടോമാറ്റിക് റിക്കവറി പ്രോഗ്രാം"
ಸ್ವಯಂ ದಿನಚರಿ,യാന്ത്രിക ദിനചര്യ
ಸ್ವಯಂಚಾಲಿತ ಸಿಸ್ಟಮ್ ಚೇತರಿಕೆ,ഓട്ടോമാറ്റിക് സിസ്റ്റം വീണ്ടെടുക്കൽ
"1. ಸ್ವಯಂಚಾಲಿತ ಟೆಲ್ಲರ್ ಯಂತ್ರಗಳು (ATM), 2. ಸ್ವಯಂ ಹಿಂಪಡೆಯಲು ಬ್ಯಾಂಕ್ ಎಟಿಎಂ","1. ഓട്ടോമാറ്റിക് ടെല്ലർ മെഷീനുകൾ (എടിഎം), 2. സ്വയം പിൻവലിക്കാൻ ബാങ്ക് എ.ടി.എം"
ಯಾಂತ್ರೀಕೃತಗೊಂಡ,ഓട്ടോമേഷൻ
"1. ಸ್ವಯಂಪ್ಲೇ , 2. ಆಟೋ ನಡಿಗೆ","1. ഓട്ടോപ്ലേ, 2. ഓട്ടോ നടത്തം"
ಗಾಯನ,വോക്കലൈസേഷൻ
ಸಹಾಯಕ,അസിസ്റ്റന്റ്
ಸಹಾಯಕ ಸ್ಮರಣೆ,സഹായ മെമ്മറി
ಸಹಾಯಕ ಸಂಗ್ರಹಣೆ,സഹായ സംഭരണം
ಲಭ್ಯವಿರುವ ಪಟ್ಟಿ,ലഭ്യമായ പട്ടിക
ಲಭ್ಯವಿರುವ ಸಮಯ,ലഭ്യമായ സമയം
ಸರಾಸರಿ,ശരാശരി
