Gujarati,Odiya
એક્ટિનોમીસેટ્સ,ଆକ୍ଟିନୋମାଇସେଟ୍ସ |
સક્રિય કોર,ସକ୍ରିୟ କୋର୍ |
1. ગુસ્સે 2. તીવ્ર,1. କ୍ରୋଧିତ 2. ତୀବ୍ର
અનુકૂલનક્ષમતા,ଅନୁକୂଳତା
કસ્ટમાઇઝેશન,କଷ୍ଟମାଇଜେସନ୍
1. સંલગ્નતા 2. સંલગ્નતા,1. ଆଡେସିନ୍ 2. ଆଡେସିନ୍ |
સેબેસીયસ,sebaceous
ગોઠવણ સમીકરણ,ଆଡଜଷ୍ଟେସନ୍ ସମୀକରଣ
એડોબ માટી,ଆଡୋବ ମାଟି |
ભેળસેળ કરનાર,ବ୍ୟଭିଚାର
એક્ટોપિક,ଏକ୍ଟୋପିକ୍
ઇસિડિયોસ્પોર ઇસિડિયમ બીજકણ,Isidiospore Isidium Spore |
એરોડાયનેમિક પ્રક્રિયા,ଏରୋଡାଇନାମିକ୍ ପ୍ରକ୍ରିୟା |
વેન્ટ્રલ,ଭେଣ୍ଟ୍ରାଲ୍ |
વાયુયુક્ત કરવું,ବିମାନକୁ
1. હવા 2. આકાશી,1. ବାୟୁ 2. ଆକାଶୀ |
1. એરોમીટર 2. એરોમીટર 3. એરોમીટર,1. ଏରୋମିଟର 2. ଏରୋମିଟର 3. ଏରୋମିଟର |
એરોસોલ,ଏରୋସୋଲ୍ |
1. પુષ્પવૃત્તિ 2. ઉનાળાની નિષ્ક્રિયતા,1. ପୁଷ୍ପମାଲ୍ୟ 2. ଗ୍ରୀଷ୍ମ ଶୋଇବା |
રોગનું વિજ્ઞાન,ରୋଗ ବିଜ୍ଞାନ
વનીકરણ,ବୃକ୍ଷରୋପଣ
1. આંદોલન 2. અશાંતિ,1. ଉତ୍ତେଜନା 2. ଅଶାନ୍ତିରତା |
એગમાર્ક,ଆଗମାର୍କ |
1. જમીન સંબંધિત 2. કૃષિ,1. ଜମି ସମ୍ବନ୍ଧୀୟ 2. କୃଷି
કૃષિ ક્લિનિક,କୃଷି ଚିକିତ୍ସାଳୟ
1. ખેત મજૂરી 2. ખેત મજૂરી,1. କୃଷି ଶ୍ରମ 2. କୃଷି ଶ୍ରମ |
કૃષિ માર્કેટિંગ,କୃଷି ମାର୍କେଟିଂ |
કૃષિ ટેકનોલોજી,କୃଷି ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
1. કૃષિ 2. ખેતી 3. કૃષિ વિજ્ઞાન,1. କୃଷି 2. ଚାଷ 3. କୃଷି ବିଜ୍ଞାନ |
કૃષિ વનસંવર્ધન,କୃଷି ଜଙ୍ଗଲ
કૃષિ જૈવવિવિધતા,କୃଷି ଜ odi ବ ବିବିଧତା |
કૃષિ કાર્બનિક ખામીઓ,କୃଷି ଜ organic ବିକ ତ୍ରୁଟି |
કૃષિ જીવવિજ્ઞાન,କୃଷି ଜୀବ ବିଜ୍ଞାନ |
કૃષિ-આબોહવાની વિવિધતા,କୃଷି-ଜଳବାୟୁ ବିବିଧତା |
એગ્રોક્લાઇમેટિક ઝોનની રચના,agroclimatic ଜୋନ୍ ସୃଷ୍ଟି |
કૃષિ વનીકરણ,କୃଷି ଜଙ୍ଗଲ
કૃષિ વિજ્ઞાન,କୃଷି
કૃષિવિજ્ઞાન,ଆଗ୍ରୋନୋମିକ୍
કૃષિ પશુપાલન,କୃଷି ପାଳକ
પાક પ્રક્રિયા,ଫସଲ ପ୍ରକ୍ରିୟାକରଣ |
ઘાસ વિજ્ઞાન,ଘାସ ବିଜ୍ଞାନ |
પાકનો પ્રકાર,ଫସଲ ପ୍ରକାର |
એપિફાઇટ,ଏପିଫାଇଟ୍ |
aikiochi માટી,aikiochi ମାଟି |
રંગ અંધત્વ,ରଙ୍ଗ ଅନ୍ଧତା |
આલ્ફીસોલ,ଆଲଫିସୋଲ୍ |
શેવાળ,ଶାଗ
શેવાળ રોગ,ଆଲଗା ରୋଗ
આલ્કલી પાણી,କ୍ଷାର ଜଳ |
આલ્કલાઇન,କ୍ଷାର
વૈકલ્પિક,ବିକଳ୍ପ
એલેલો રસાયણશાસ્ત્ર,ଆଲେଲୋ କେମେଷ୍ଟ୍ରି |
એલીલ,ଆଲେଲେ
એલોપથી,ଆଲେଲୋପାଥି
વેથી પાક,ଭେଟି ଫସଲ |
પૂર્ણતા,ସମାପ୍ତି
ગર્ભાધાન,ଫର୍ଟିଲାଇଜେସନ୍
1. સાપેક્ષતા 2. એલોમેટ્રી,1. ଆପେକ୍ଷିକତା 2. ଆଲୋମେଟ୍ରି |
મલ્ટીપ્લોઇડી,ମଲ୍ଟିପ୍ଲୋଡି
1. પેરાઝીગોસિટી,1. ପାରାଜାଇଗୋସିଟି |
1. વૈકલ્પિક વર્ષ કાર્ય 2. વૈકલ્પિક કાર્ય,1. ବ Year କଳ୍ପିକ ବର୍ଷ କାର୍ଯ୍ୟ 2. ବିକଳ୍ପ କାର୍ଯ୍ୟ |
વૈકલ્પિક જમીનનો ઉપયોગ,ବିକଳ୍ପ ଜମି ବ୍ୟବହାର |
પર્યાવરણ,ପରିବେଶ
સુધારક,ସଂସ୍କାରକ
મિટોસિસ,ମାଇଟୋସିସ୍
આમીન,ଆମେନାନ୍
એમોનિયન,ଆମୋନିଅନ୍ |
એમ્નિફરસ,amniferous
1. બિનઅસરકારક સ્વરૂપ 2. અરૂપી,1. ପ୍ରଭାବହୀନ ଫର୍ମ 2. ଅରୁପି |
ઉભયજીવી મિશ્રણ,ଆମ୍ଫିବିଆନ୍ ମିଶ୍ରଣ |
એમ્ફોટેરિક,ଆମ୍ଫୋଟେରିକ୍ |
સંગ્રહ,ଷ୍ଟକପିଲିଂ |
1. એનારોબિક 2. એનારોબિક સજીવો,1. ଆନାଏରୋବିକ୍ 2. ଆନାଏରୋବିକ ଜୀବ |
હેપ્લોઇડ,ହାପ୍ଲଏଡ୍ |
કોણીય વાવેતર,କୋଣାର୍କ ବୃକ୍ଷ ରୋପଣ |
પશુપાલન,ପଶୁପାଳନ
પ્રાણીના મળમૂત્ર,ପଶୁ ନିର୍ଗମନ
જીવંત ઊર્જા,ଜୀବନ୍ତ ଶକ୍ତି
વિસંગત,ଅସନ୍ତୁଷ୍ଟ |
એક વર્ષ જૂનો છોડ,ଏକ ବର୍ଷ ପୁରୁଣା ଉଦ୍ଭିଦ |
વાર્ષિક,ବାର୍ଷିକ
1. પરમાનંદ 2. ઉજાસ,1. ଉତ୍କଣ୍ଠା 2. ପ୍ରଭାବ
એન્થ્રેક્સ,ଆନ୍ଥ୍ରାକ୍ସ
એન્થ્રોપોજેનિક પરિબળો,ଆନ୍ଥ୍ରୋପୋଜେନିକ୍ କାରକଗୁଡିକ |
અસ્તિત્વ,ବଞ୍ଚିବା
1. એન્ટિબાયોટિક 2. એન્ટિબાયોટિક,1. ଆଣ୍ଟିବାୟୋଟିକ୍ 2 ଆଣ୍ଟିବାୟୋଟିକ୍ |
પ્રતિકૂળ,ଘୃଣ୍ୟ
એન્ટીઑકિસડન્ટ,ଆଣ୍ଟିଅକ୍ସିଡାଣ୍ଟ |
એન્ટિટોક્સિન,ଆଣ୍ଟିଟୋକ୍ସିନ୍ |
રિંગ આંગળી,ଆଙ୍ଗୁଠି ରିଙ୍ଗ୍ |
1. એફિડ 2. મહુ 3. ચેપા,1. ଆପିଡ୍ 2. ମାହୁ 3. ଚେପା |
ટોચની કળી,ଉପର ଗୁଣ୍ଡ |
ટોચની અસરકારકતા,ଶିଖର ପ୍ରଭାବ
મધમાખી ઉછેર,ମହୁମାଛି ପାଳନ
અજાતીયતા,ସମଲିଙ୍ଗୀତା
એપોપ્ટોસિસ,ଆପୋପ୍ଟୋସିସ୍ |
પરિશિષ્ટ,ଅନୁକ୍ରମଣିକା
ભૂખ લગાડનાર,ଭୋକ
લાગુ,ପ୍ରୟୋଗ ହୋଇଛି |
જળચર નીંદણ,ଜଳୀୟ ତୃଣ
1. વૃક્ષ 2. વૃક્ષ નિવાસી,1. ବୃକ୍ଷ 2. ବୃକ୍ଷ ନିବାସୀ |
શાખાઓ,ଶାଖା
પ્રોટોબોટનિકલ રેકોર્ડ્સ,ପ୍ରୋଟୋବୋଟାନିକାଲ୍ ରେକର୍ଡଗୁଡିକ |
ઝોન નંબર,ଜୋନ୍ ସଂଖ୍ୟା
1. વિસ્તાર 2. વિસ્તાર,1. କ୍ଷେତ୍ର 2. କ୍ଷେତ୍ର
શુષ્ક ઇકોસિસ્ટમ,ଶୁଖିଲା ଇକୋସିଷ୍ଟମ୍ |
કોટિલેડોન,କୋଟିଲଡନ୍ |
સૌરભ,ସ aur ରଭ |
સુગંધિત છોડ,ସୁଗନ୍ଧିତ ଉଦ୍ଭିଦ |
સુગંધિત ચોખા,ସୁଗନ୍ଧିତ ଚାଉଳ |
ઇક્ષુ પુષ્પન,ଇକଶୁ ପୁଷ୍ପନ୍ |
એસેપ્ટિક,ଆସେପ୍ଟିକ୍ |
1. એસેપ્ટિક 2. એસેપ્ટિક,1. ଆସେପ୍ଟିକ୍ 2. ଆସେପ୍ଟିକ୍ |
અજાતીય પ્રજનન,ସମଲିଙ୍ଗୀ ପ୍ରଜନନ |
કદ,ଆକାର
સંપત્તિ,ସମ୍ପତ୍ତି
1. એસિમિલેશન 2. એસિમિલેશન,1. ଆସ୍ମିଲେସନ୍ 2. ଆସ୍ମିଲେସନ୍ |
1. એસોસિએશન 2. એસોસિએશન,1. ଆସୋସିଏସନ 2. ଆସୋସିଏସନ
1. કૉલમ 2. અસ્પષ્ટતા,1. ସ୍ତମ୍ଭ 2. ଜ୍ୟୋତିଷ
હેટરોઝાયગોસિટી,ହେଟେରୋଜାଇଗୋସିଟି |
1. પૂર્વજ 2. એટાવિઝમ,1. ପିତୃପୁରୁଷ 2. ଆଟାଭିଜିମ୍ |
કણ,କଣିକା
1. પુષ્ટિ 2. ક્ષતિ,1. ଅନିଶ୍ଚିତତା 2. ଦୁର୍ବଳତା |
સ્વ જોડી,ଆତ୍ମ ଯୋଡି |
ઓટોલિસિસ,ଅଟୋଲାଇସିସ୍
1. સ્વયંસ્ફુરિત ઓક્સિડેશન 2. સ્વયંસ્ફુરિત ઓક્સિડેશન,1. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ 2. ସ୍ ont ତ aneous ସ୍ପୃତ ଅକ୍ସିଡେସନ୍ |
સ્વ મલ્ટિપ્લેક્સ્ડ,ସ୍ୱୟଂ ମଲ୍ଟିପ୍ଲେକ୍ସଡ୍ |
ઓક્સિન,ଆକ୍ସିନ୍
1. હચમચી 2. દેડકો,1. ହଲାନ୍ତୁ 2. ଟୋଡ୍ |
દંડ વાયરસ,ଦଣ୍ଡବିଧାନ ଜୀବାଣୁ |
1. બેસિલસ 2. બેસિલસ,1. ବାକିଲସ୍ 2. ବାକିଲସ୍ |
1. બેક્ટેરિયા 2. બેક્ટેરિયા,1. ଜୀବାଣୁ 2. ଜୀବାଣୁ
બેક્ટેરિયલ ઝેર,ଜୀବାଣୁ ବିଷାକ୍ତ
બગાસ,ବାଗାସେ |
સરવૈયા,ତୂଳନା ପତ୍ର
સંતુલિત ખાતરનો ઉપયોગ,ସନ୍ତୁଳିତ ସାର ବ୍ୟବହାର |
બાર ગ્રાફ,ବାର୍ ଗ୍ରାଫ୍ |
છાલ,ଭୁକିବା |
1. બેરોમીટર 2. બેરોમીટર,1. ବାରୋମିଟର 2. ବାରୋମିଟର |
1. બઝર 2. જડ 3. ઉજ્જડ,1. ବଜର୍ 2. ଅଦୃଶ୍ୟ 3. ବନ୍ଧ୍ୟା |
1. આધાર 2. આધાર 3. કપંગ,1. ଆଧାର 2. ଆଧାର 3. କପଙ୍ଗ |
1. તાલા 2. બેસિન,1. ତାଲା 2. ବେସିନ |
તલાબીસરી,ତଲାବିସାରି |
1. બેસિસ્ટર્નમ 2. રુટ ધારક,1. ବେସ୍ଟର୍ନମ୍ 2. ମୂଳ ଧାରକ |
ગલ્ફ ચોમાસું,ଗଲ୍ଫ ମ so ସୁମୀ |
ફળનો છોડ,ଫଳ ଉଦ୍ଭିଦ |
પથારી,ଶଯ୍ୟା
બેડ પ્લાન્ટ,ଶଯ୍ୟା ଉଦ୍ଭିଦ |
પથારી,ଶଯ୍ୟା
બીટ દાળ,ବିଲା ଗୁଣ୍ଡ |
બેલો,ଘଣ୍ଟି
1. પટ્ટી 2. ભૂપ્રદેશ,1. ଷ୍ଟ୍ରିପ୍ 2. ଭୂମି
નફો-ખર્ચ વિશ્લેષણ,ଲାଭ-ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
મહત્વાકાંક્ષી (સેમ્પલિંગ),ଆଶାକର୍ମୀ (ନମୁନା)
દ્વિવાર્ષિક છોડ,ଦ୍ୱି ବର୍ଷୀୟ ଉଦ୍ଭିଦ |
દ્વિપદી,ଦ୍ୱିପାକ୍ଷିକ |
બાયોફેક્ટર,ବାୟୋଫାକ୍ଟର |
જૈવિક આબોહવા,ଜ bi ବିକ ଜଳବାୟୁ |
જૈવ ઊર્જા,ଜ o ବ ଶକ୍ତି |
પ્રાણીસૃષ્ટિ ઇકોલોજી,ଜୀବଜନ୍ତୁ ପରିବେଶ |
1. બાયો-પ્રોસેસર 2. બાયો-રિએક્ટર,1. ବାୟୋ-ପ୍ରୋସେସର୍ 2. ବାୟୋ-ରିଆକ୍ଟର |
બાયોસ્ફિયર,ଜ bi ବ ଜୀବ |
જૈવિક,ବାୟୋଟିକ୍ |
પ્રાણીસૃષ્ટિ,ପ୍ରାଣୀ
ડિવિલિંગી,ଡିଭିଲିଙ୍ଗୀ |
ધવલન,ଧାୱାଲାନ୍ |
1. પ્રધવાસન (રોગ) 2. ગસ્ટ રોગ,1. ପ୍ରଭାସନ୍ (ରୋଗ) 2. ଗୁଣ୍ଡ ରୋଗ |
મિશ્રણ,ମିଶ୍ରଣ
1. અંગમારી (રોગ) 2. બ્લાઈટ (રોગ),1. ଅଙ୍ଗମାରି (ରୋଗ) 2. ବ୍ଲାଇଟ୍ (ରୋଗ)
1. ફોલ્લો 2. ફોલ્લો 3. ફાટી નીકળવો 4. ફોલ્લો,1. ଫୁଲା 2. ଫୁଲା 3. ଉଦ୍ଗୀରଣ 4. ଫୁଲା |
વાદળી ક્રાંતિ,ନୀଳ ବିପ୍ଳବ |
પ્લાનર હીટિંગ ચેમ્બર,ପ୍ଲାନାର୍ ହିଟିଂ ଚାମ୍ବର |
પ્લાનર હીટિંગ ટેકનોલોજી,ପ୍ଲାନାର୍ ଗରମ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
થૂલું,କଞ୍ଚା |
શાખાઓ,ଶାଖା
1. ટ્વિગ 2. સબબ્રાન્ચ,1. ଟ୍ୱିଗ୍ 2. ସବବ୍ରାଞ୍ଚ |
જાતિ,ପ୍ରଜାତି
પ્રજનન,ପ୍ରଜନନ
પ્રારંભિક અંકુરણ સારવાર,ଶୀଘ୍ର ଅଙ୍କୁର ଚିକିତ୍ସା |
1. બચ્ચા 2. ઇંડા 3. ગર્ભ,1. ଘନ 2. ଅଣ୍ଡା 3. ଭ୍ରୁଣ |
ઉભરતા,ଅଙ୍କୁରିତ |
બજેટ,ବଜେଟ୍
1.એમ્ફોટેરિક 2. બફર,1. ଆମ୍ଫୋଟେରିକ୍ 2. ବଫର୍ |
શક્કરિયા,ମିଠା ଆଳୁ
બંટ (રોગ),ବଣ୍ଟ (ରୋଗ)
1. આડપેદાશ 2. આડપેદાશ,1. ଉପ-ଉତ୍ପାଦ 2. ଉପ-ଉତ୍ପାଦ |
c ભેજ સ્પષ્ટીકરણ વળાંક,c ଆର୍ଦ୍ରତା ନିର୍ଦ୍ଦିଷ୍ଟ ବକ୍ର
તેલ કેક,ତେଲ କେକ୍ |
1. ચૂનો 2. કેલ્શિયમ,1. ଚୂନ 2. କ୍ୟାଲସିୟମ୍ |
કેલ્સિયન,କାଲସିଅନ୍ |
ફોસ્ફેટ દૂર કરવું,ଫସଫେଟ୍ ଅପସାରଣ |
1. કિનાટા 2. કેલાટા,1. କିନାଟା 2. କାଲାଟା |
1.કેલસ 2. કિરણ,1. କଲସ୍ 2. କିରଣ
1. સેપલ્સ 2. કેલિક્સ,1. କବରଗୁଡିକ 2. କାଲିକ୍ସ |
બહારનો છેડો,ବାହ୍ୟ ଶେଷ
એધા,ଏଡା
કર્કશ (બેક્ટેરિયલ રોગ),କର୍କଟ (ଜୀବାଣୁ)
કેનિંગ,କ୍ୟାନିଂ |
આકાશ,ଆକାଶ
ફાઇનાન્સ,ଅର୍ଥ
પરાગનયન (અંજીરનું),ପ୍ରଦୂଷଣ (ଡିମ୍ବିରି)
1. કેપ્સ્યુલ 2. કેપ્સ્યુલ 3. કેપ્સ્યુલ,1. କ୍ୟାପସୁଲ୍ 2. କ୍ୟାପସୁଲ୍ 3. କ୍ୟାପସୁଲ୍ |
કાર્બનયુક્ત,ଅଙ୍ଗାରକାମ୍ଳ |
કાર્બનન,ଅଙ୍ଗାରକାମ୍ଳ |
કારાપેસ,କାରାପେସ୍ |
બંગડી,ବ୍ରେସଲେଟ୍
1. કાસ્ટિંગ (લોખંડ) 2. ક્ષિપ્તિ (જંતુ),1. କାଷ୍ଟିଂ (ଲୁହା) 2. କିସିପି (କୀଟ)
અપચય,କାଟାବୋଲିଜିମ୍ |
પ્રેરિત,ପ୍ରେରଣା
1. કેટરપિલર 2. કેટરપિલર,1. କୀଟପିଲା 2. କୀଟପିଲା |
c ડી. એન. a સંગ્રહ,c d। N. a। ସଂଗ୍ରହ
શ્રેણી,ପରିସର
1. સેલ 2. સેલ,1. କକ୍ଷ 2. କକ୍ଷ
કેન્દ્રીય ફ્રન્ટ સિસ્ટમ,କେନ୍ଦ୍ରୀୟ ସାମ୍ନା ବ୍ୟବସ୍ଥା |
1. બિંદુ 2. ફોકસ,1. ବିନ୍ଦୁ 2. ଧ୍ୟାନ |
સેન્ટ્રીફ્યુગેશન,ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |
સેન્ટ્રીફ્યુજ,ସେଣ୍ଟ୍ରିଫୁଗ୍
સ્ટાર સેન્ટર,ତାରା କେନ୍ଦ୍ର |
એપિજેનેટિક,epigenetic
કેન્દ્રજા,କେନ୍ଦୁ ra ର
લૂમ,ଲୁମ୍
1. અનાજ 2. સીરીયલ,1. ଶସ୍ୟ 2. କ୍ରମିକ |
1. પ્રમાણપત્ર 2. પ્રમાણપત્ર,1. ପ୍ରମାଣପତ୍ର 2. ପ୍ରମାଣପତ୍ର
પ્રમાણિત બીજ,ପ୍ରମାଣିତ ବିହନ |
1. સ્ટ્રો 2. કુટ્ટી 3. શલક સહપાત્ર,1. ନଡ଼ା 2. କୁଟି 3. ଶାଲକ ସାହାପାତ୍ର |
1. નિભાગ 2. કૈલાજા,1. ନିବାଗ 2. କ ail ଲାଜା |
કીમોગ્રાફી,ଚିମୋଗ୍ରାଫି
1. કિયાઝમા 2. વ્યસ્ત,1. କିଆଜମା 2. ବ୍ୟସ୍ତ
સુપરકૂલિંગ કલાકો,ସୁପରକୋଲିଂ ଘଣ୍ଟା |
હિમ નુકસાન,ବରଫର କ୍ଷତି |
1. વિચિરોતકી 2. ચિમેરા,1. ଭିଚିରୋଟାକି 2. ଚିମେରା |
લીલો પોર્રીજ,ସବୁଜ ପୋଖରୀ |
1. પર્ણસમૂહ 2. લીલો,1. ପତ୍ର 2. ସବୁଜ
સાયનોસિસ,ସିଆନୋସିସ୍ |
જૈવિક વિતરણ વિજ્ઞાન,ଜ bi ବିକ ବଣ୍ଟନ ବିଜ୍ science ାନ |
1. ક્રોમેટિડ 2. અર્ધ રંગસૂત્રો,1. କ୍ରୋମାଟିଡସ୍ 2. ଅଧା କ୍ରୋମୋଜୋମ୍ |
ક્રોમેટિન,କ୍ରୋମାଟିନ୍
ક્રોમેટોગ્રાફી,କ୍ରୋମାଟୋଗ୍ରାଫି |
ક્રોમેટિનલેશન,କ୍ରୋମାଟିନେସନ୍
ધમની બિંદુ,atrial point
ક્રોમેટોજેનેસિસ,କ୍ରୋମାଟୋଜେନେସିସ୍
1. ક્રોમોપ્રોટીન 2. પિગમેન્ટપ્રોટીન,1. କ୍ରୋମୋପ୍ରୋଟେନ୍ 2. ପିଗମେଣ୍ଟ୍ରୋଟିନ୍ |
1. રંગસૂત્રો 2. રંગસૂત્રો,1. କ୍ରୋମୋଜୋମ୍ 2. କ୍ରୋମୋଜୋମ୍ |
1. ક્રોનિક 2. ક્રોનિક 3. ક્રોનિક 4. અપ્રચલિત,1. କ୍ରନିକ୍ 2. କ୍ରନିକ୍ 3. କ୍ରନିକ୍ 4. ପୁରୁଣା |
સાઇટ્રેન્જ,citrange
પાનખર તહેવાર,ପତିତପାବନ ପର୍ବ |
વર્ગીકરણ,ବର୍ଗୀକରଣ
1. માટી 2. માટી,1. ମାଟି 2. ମାଟି
1. સફાઈ 2. સ્ક્રબિંગ 3. સફાઈ 4. શુદ્ધિકરણ,1. ସଫା କରିବା 2. ସ୍କ୍ରବିଂ 3. ସଫା କରିବା 4. ଶୁଦ୍ଧତା |
સતત પરાગનયન,ସ୍ଥାୟୀ ପ୍ରଦୂଷଣ |
ક્રુસિફેરસ ફળ,କ୍ରୁଶବିହୀନ ଫଳ |
વાતાવરણ,ଜଳବାୟୁ
આબોહવાશાસ્ત્ર,ଜଳବାୟୁ
કાતર,କେଶ
ગઠ્ઠો (માટી),ଗୁଣ୍ଡ (ମାଟି)
ક્લોન,କ୍ଲୋନ୍ |
1.વાદળો 2.વાદળો,1. କ୍ଲାଉଡ୍ 2. କ୍ଲାଉଡ୍ |
ઝુંડ,ump ୁଲା |
ટોળું,ଗୁଣ୍ଡ |
1. બરછટ 2. ખરબચડી 3. કાચી 4. ખરબચડી,1. କଠିନ 2. ରୁଗ୍ 3. କଞ୍ଚା 4. ରୁଗ୍ |
1. કવર 2. ચામડું,1. କଭର 2. ଚମଡା
કોયા,କୋୟା
1. કોએનઝાઇમ 2. કો-એન્ઝાઇમ,1. କୋଏନଜାଇମ୍ 2. କୋ-ଏନଜାଇମ୍ |
સંયોગ,ମିଳନ
1. ફાઇબર (જ્યુટ જ્યુટ) 2. નારિયેળ બરછટ,1. ଫାଇବର (ଜୁଟ୍ ଜଟ୍) 2. ନଡିଆ ନଡିଆ |
મુલંકુર ચોલા,ମୁଲାନକୁର ଚୋଲା |
,
કોલોઇડ (માટી),କୋଲଏଡ୍ (ମାଟି)
1.કૉલમ 2.કોલ્યુમેલા,1. ସ୍ତମ୍ଭ 2. କଲୁମେଲା
1. દંડ 2. કૉલમ 3. કૉલમ,1. ଦଣ୍ଡ 2. ସ୍ତମ୍ଭ 3. ସ୍ତମ୍ଭ
કોમ્યુનિયન,ଯୋଗାଯୋଗ
કોમર્શિયલ બેંક,ବାଣିଜ୍ୟିକ ବ୍ୟାଙ୍କ |
1. કોમોડિટી 2. મર્ચેન્ડાઇઝ,1. ଦ୍ରବ୍ୟ 2. ବାଣିଜ୍ୟ
સમુદાય,ସମ୍ପ୍ରଦାୟ
કોમ્પેક્શન (માટીનું),ସଙ୍କୋଚନ (ମାଟିର)
1. સુસંગતતા 2. સુસંગતતા,1. ସୁସଙ୍ଗତତା 2. ସୁସଙ୍ଗତତା |
સુસંગતતા,ସୁସଙ୍ଗତତା
1. વળતર 2. વળતર,1. କ୍ଷତିପୂରଣ 2. କ୍ଷତିପୂରଣ
સ્પર્ધાત્મક ક્રિયાપ્રતિક્રિયા,ପ୍ରତିଯୋଗିତାମୂଳକ ପାରସ୍ପରିକ କ୍ରିୟା |
પૂરક પાક,ଫସଲ ସପ୍ଲିମେଣ୍ଟ କରନ୍ତୁ |
1.સંયુક્ત 2.જટિલ,1. କମ୍ପୋଜିଟ୍ 2. କମ୍ପ୍ଲେକ୍ସ
ઘટક,ବିଧାନସଭା
રચના,ରଚନା
ખાતર,କମ୍ପୋଷ୍ଟ
સંયોજન વ્યાજ,ଯ ound ଗିକ ଆଗ୍ରହ |
ગણતરી,ଗଣନା
1. કોમ્પ્યુટર 2. કોમ્પ્યુટર,1. କମ୍ପ୍ୟୁଟର 2. କମ୍ପ୍ୟୁଟର
1. એકાગ્રતા 2. એકાગ્રતા,1. ଏକାଗ୍ରତା 2. ଏକାଗ୍ରତା
1. ઑપ્ટિમાઇઝર 2. રિવાઇટલાઇઝર,1. ଅପ୍ଟିମାଇଜର୍ 2. ପୁନର୍ଜୀବନ
વાહકતા,କଣ୍ଡକ୍ଟିଭିଟି
