Kannada,English
"ಪ್ರವೇಶ, ಕಾಯುವಿಕೆ, ಪ್ರವೇಶಿಸುವಿಕೆ",access
ಪ್ರವೇಶಿಸುವಿಕೆ,accessibility
"ಹೆಚ್ಚುವರಿ, ಪರಿಕರ, ಪರಿಕರ (ವಿ.), ಪರಿಕರಗಳು (ಸಂ)",accessory
ಪ್ರವೇಶ ಸಮಯ,access time
ಸಂದರ್ಶಕರ ದೋಷ,accidental error
ಹೊಂದಾಣಿಕೆ,accommodation
ಸಂಗ್ರಹಿಸಲಾಗಿದೆ,accumulated
"ಶೇಖರಣೆ, ಶೇಖರಣೆ",accumulation
ಸಂಚಯಕ,accumulator
ನಿಖರತೆ,accuracy
ರಿಯಾಲಿಟಿ,accurate
ವರ್ಣರಹಿತ ಮಸೂರ,achromat
ವರ್ಣರಹಿತ,achromatic
ವರ್ಣರಹಿತತೆ,achromatism
ಅಕೌಸ್ಟಿಕ್,acoustical
ಧ್ವನಿ ನಿರೋಧಕ,acoustically insulated
ಅಕೌಸ್ಟಿಕ್ ಫೋನಾನ್,acoustical phonon
ಧ್ವನಿ ಘಟಕ,acoustical unit
ಅಕೌಸ್ಟಿಕ್,acoustic
ಧ್ವನಿ ಜನರೇಟರ್,acoustic generator
ಕ್ರಿಯೆ ಮತ್ತು ಪ್ರತಿಕ್ರಿಯೆ,action and reaction
ಸಕ್ರಿಯಗೊಳಿಸುವಿಕೆ,activation
ಸಕ್ರಿಯಗೊಳಿಸುವ ಶಕ್ತಿ,"activation, energy"
"ಆಕ್ಟಿವೇಟರ್, ಆಕ್ಟಿವೇಟರ್",activator
ಸಕ್ರಿಯ,active
ಕ್ರಿಯಾಶೀಲತೆ,activity
ನಿಜವಾದ ಒತ್ತಡ,actual stress
ಗುಸುಗುಸು,acute exposure
ಒಟ್ಟುಗೂಡಿಸಲು,add
"ಮೊತ್ತ, ಸಂಕಲನ, ಒಟ್ಟು (ed.), ಸಂಯೋಜಕ (v.)",addition
"ಸಂಯೋಜಕ ಸ್ವರ, ಹೆಚ್ಚುವರಿ ಸ್ವರ (ಸ್ವರ)",additional tone
ಸಂಯೋಜಕ,additive
ಅಂಟಿಕೊಳ್ಳುವಿಕೆ,adhesion
ಅಂಟಿಕೊಳ್ಳುವ ಶಕ್ತಿ,adhesional energy
ಅಡಿಯಾಬಟ್,adiabat
ಅಡಿಯಾಬಾಟಿಕ್,adiabatic
ಶಾಖ ನಿರೋಧಕ,adiathermanous
ಬಾಂಧವ್ಯ,adjacent
ಹೊಂದಾಣಿಕೆ,adjustable
ನುಗ್ಗುವಿಕೆ,admittance
ಹೊರಹೀರುವಿಕೆ,adsorption
ಮುಂದೆ,advanced
ಪ್ರಗತಿಪರ,advancing
"ಆಕಾಶಿ, ವಾಯು (ವಿ.), ವೈಮಾನಿಕ (ಸಂ)",aerial
ಆಂಟೆನಾ ಸ್ಟ್ರೀಮ್,aerial current
ವೈಮಾನಿಕ ಸಮೀಕ್ಷೆ,aerial survey
ಗಾಳಿಯ ವೇಗ,aerial velocity
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ ಗುಣಾಂಕ,aerodynamic coefficient
ವಾಯುಬಲವೈಜ್ಞಾನಿಕ,aerodynamic
ವಾಯುಬಲವಿಜ್ಞಾನ,aerodynamics
ಏರೋನಾಟಿಕಲ್,aeronautical
ಏರೋನಾಟಿಕ್ಸ್,aeronautics
ಗಾಳಿಯ ನಾಡಿ,aeropulse
"ವಾತಾವರಣ, ಅನಿಲಗೋಳ",aerosphere
ಕೇಂದ್ರೀಕೃತ ವ್ಯವಸ್ಥೆ,afocal system
ಹಿಂಭಾಗದ ದಹನ,after burning
ಹಿಂಬದಿ ಬೆಳಕು,after glow
ಕನ್ಕ್ಯುಶನ್,aftershock
"ವಯಸ್ಸು, ವಯಸ್ಸು, ವಯಸ್ಸು, ಯುಗ (ed.), ಸಮಯವನ್ನು ಪ್ರಭಾವಿಸಲು (ver.), ಸಮಯ, ಸಮಯದಿಂದ ಪ್ರಭಾವಿತವಾಗಿರುತ್ತದೆ",age
ಸಮಯ ಪ್ರಭಾವಿತವಾಗಿದೆ,aged
"ವಯಸ್ಸಾದ, ವಯಸ್ಸಾದ",ageing (aging)
ಸಮಯದ ಪರಿಣಾಮ,aging (=ageing)
ಸಮಯ ಪರಿಣಾಮ ಪರೀಕ್ಷೆ,aging test
ಗುರುತ್ವಾಕರ್ಷಣೆಯಿಲ್ಲದ,agravic
ಸಮನ್ವಯ,aim
"ವಾಯುಗಾಮಿ ರಾಡಾರ್, ವೈಮಾನಿಕ ರಾಡಾರ್",airborne radar
"ವೈಮಾನಿಕ ಗುರಿ, ವೈಮಾನಿಕ ಗುರಿ",airborne target
ವಾಯು ಉಸಿರಾಟಕಾರಕ,air breather
ಹವಾನಿಯಂತ್ರಣ,air conditioning
ಏರ್ಕ್ರೂ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,aircore transformer
ವಿಮಾನ,aircraft
ಜೋಡಣೆ,alignment
ಜೋಡಣೆ ದೋಷ,alignment error
ಲೈವ್ ಸರ್ಕ್ಯೂಟ್,alive circuit
ಪೂರ್ಣ ಗಾಜಿನ ಕೊಳವೆ,all glass tube
ಸಂಪೂರ್ಣ ಲೋಹದ ಕೊಳವೆ,all metal tube
ಸರಿಪಡಿಸಲು,allocate
"ಮಿಶ್ರತು (ಸಂ), ಮಿಶ್ರತ್ವಾನ್ (ಸಿಆರ್.)",alloy
ಮಿಶ್ರತ್ವಾನ್,alloying
ಸರ್ವತ್ರ ಮಾಧ್ಯಮ,all-pervading medium
ಓಮ್ನಿ ಆಂಟೆನಾ,all-wave antenna
ಪಂಚಾಂಗ,almanac
ಆಲ್ಫಾ,alpha
ಆಲ್ಫಾ ಚಟುವಟಿಕೆ,alpha-activity
ಆಲ್ಫಾನ್ಯೂಮರಿಕ್,alphabetical
ಆಲ್ಫಾ ಕಿರಣ,alpha ray
ಬದಲಾವಣೆ,alteration
"ಪರ್ಯಾಯ, ಪರ್ಯಾಯ",alternating
ಆವರ್ತಕ,alternator
ಅಲ್ಟಿಮೀಟರ್,altigraph
ಅಲ್ಟಿಮೀಟರ್,altimeter
ಆಲ್ಟೈಮೆಟ್ರಿ,altimetry
"ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ",altitude
ಅಂಕಗಣಿತದ ತಾರ್ಕಿಕ ಘಟಕ (ALU),ALU (Arithmatic Logic Unit)
ಅಮೇಟ್ ನಿಯಮ,Amagat law
ಪರಿಸರ,ambient
ಅಮಿಕ್ರಾನ್,amicron
ವಿದ್ಯುತ್ ಪ್ರವಾಹ ಮಾಪಕ,amméter
ಆಂಪಿಯರ್,ampere
ಆಂಪಿಯರ್-ಕಾನೂನು,Ampere's rule
ಉಭಯಚರ ಅಯಾನು,amphoteric ion
ವರ್ಧನೆ,amplification
ಆಂಪ್ಲಿಫಯರ್,amplifier
"ಕೋನ, ಆಯಾಮ",amplitude
ಎ. ಎಂ.ಯು. (ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ ಘಟಕ),a. m. u. (atomic mass unit)
ಹೊಂದಬಲ್ಲ,analog (=analogue)
ಸಾದೃಶ್ಯ,analogy
ವಿಶ್ಲೇಷಕ,analyser
ವಿಶ್ಲೇಷಣೆ,analysis
ವಿಶ್ಲೇಷಣಾತ್ಮಕ,analytical
ಪಾಯಿಂಟ್ ಅಲ್ಲದ,anastigmatic
ಅಸಂಗತ,anastigmatism
ಮತ್ತು ಬಾಗಿಲು,AND gate
ಅಕೌಸ್ಟಿಕ್ ಅಲ್ಲದ,anechoic
ಅಸಂಗತ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,anelasticity
ಜಲರಹಿತ,aneroid
ಕೋನ,angle
ಆಂಗ್ಸ್ಟ್ರಾಮ್ ಘಟಕ,Angstrom unit
ಕೋನೀಯ,angular
ಪ್ರೊಟ್ರಾಕ್ಟರ್ ವರ್ನಿಯರ್,angular vernier
ವಿವಾದಾತೀತ,anharmonic
ಗೌರವವಿಲ್ಲದ,anharmonicity
ವರ್ಣರಹಿತ ಕಾಂತೀಕರಣ,anhysteresis
ಆಲಸ್ಯ,anhysteretic
ಅಯಾನ್,anion
ಅಸಮ್ಮಿತ,anisodimensional
ಐಸೊಟ್ರೊಪಿಕ್,anisotropic
ಐಸೊಟ್ರೋಪಿಸಮ್,anisotropy
ಅಳಿಸುವಿಕೆ,annihilation
ನಿರೂಪಕ,annunciator
ಆನೋಡ್,anode
ಆನೋಡೈಸೇಶನ್,anodize
ಅಸಮಂಜಸ,anomalous
ಆಪ್ಟಿಕಲ್ ಸಿಸ್ಟಮ್,anoptic system
ಆಂಟೆನಾ,antenna
ಆಂಟಿಬೆರಿಯನ್,antibaryon
ವಿರೋಧಿ ಬಂಧ ಆಸ್ತಿ,antibinding property
ಕೌಂಟರ್ ಬಾಂಡ್,anitibonding
ಹಿಮ್ಮುಖ ಶಕ್ತಿ,antiferroelectricity
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್,antiferromagnetic
ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು,antiferromagnetics
ವಿರೋಧಿ ಉರಿಯೂತ,antifoggant
ಗುರುತ್ವ ವಿರೋಧಿ,antigravity
antilamda ಕಣ,anti-lambda particle
ಅಲೆಲೆಪ್ಟನ್,anti-lepton
ಕಾಂತೀಯ,antimagnetic
ಆಂಟಿಮಾಟರ್,antimatter
ವಿರೋಧಿ ಕ್ಷಿಪಣಿ,antimissile
ಆಂಟಿನ್ಯೂಟ್ರಾನ್,antineutron
ಮಿಡಿಯುತ್ತಿದೆ,antinode
ಆಂಟಿನ್ಯೂಕ್ಲಿಯಾನ್,antinucleon
ಪ್ರತಿಕಣ,antiparticle
ಆಂಟಿಪ್ರೋಟಾನ್,antiproton
ವಿರೋಧಿ ಪ್ರತಿಫಲಿತ,antireflection
ಆಂಟಿಸಮ್ಮಿತೀಯ,antisymmetric
ಮರುಕಳಿಸುವುದಿಲ್ಲ,aperiodical
ಅನಾಕ್ರೊನಿಸಮ್,aperiodicity
ರಂದ್ರ ಸ್ಕ್ಯಾನಿಂಗ್ ಡಿಸ್ಕ್,apertural disc
ದ್ವಾರಕ್,aperture
"ಮೇಲ್ಭಾಗ, ಮೇಲ್ಭಾಗ, ಮುಂಭಾಗ",apex
"ಸೂರ್ಯ ಅಧಿಕ, ಸೂರ್ಯ ಅಧಿಕ, ಅಪ್ಸೌರ್",aphelion
ನಿರಾಸಕ್ತಿ ಲೇಸ್,aplanat
ಕರುಣಾಜನಕವಲ್ಲದ,aplanatic
ಅಂಗವೈಕಲ್ಯವಲ್ಲದ,aplanatism
ಬಹಳ ವರ್ಣರಹಿತ,apochromatic
"ಭೂಮಿ-ಎತ್ತರ, ಅಪೋಜಿ",apogee
"ಧ್ರುವೀಯವಲ್ಲದ, ವೃತ್ತಾಕಾರದ",apolar
ಪರಧ್ರುವೀಯತೆ,apolarity
ಸಾಧನ,apparatus
"ವಾಸ್ತವ, ದೃಶ್ಯ",apparent
ಗೋಚರ ಸೂರ್ಯ,apparent sun
ದೃಶ್ಯ ಸಮಯ,apparent time
ಹೊರಹೊಮ್ಮುವ ನೋಟ,appearance
ಅಪ್ಲಿಕೇಶನ್,appliance
ಅನ್ವಯಿಸುವಿಕೆ,applicability
ಅನ್ವಯಿಸಲಾಗಿದೆ,applied
ಗಮನಿಸಬಹುದಾದ,appreciable
ಅನುಸಂಧಾನ,approach
"ಹತ್ತಿರ, ಸುಮಾರು",approximate
ಅಂದಾಜು,approximation
ಆವಿಯ ಒತ್ತಡ,aqueous tension
ಸ್ವಯಂಪ್ರೇರಿತ,arbitrary
"ಆರ್ಕ್ ಫರ್ನೇಸ್, ಆರ್ಕ್ ಫರ್ನೇಸ್",arc furnace
ಆರ್ಕಿಮಿಡಿಸ್ ಕಾನೂನು,Archimedes principle
ವಾಸ್ತುಶಿಲ್ಪದ ಅಕೌಸ್ಟಿಕ್ಸ್,architectural acoustics
ಆರ್ಕ್ ದೀಪ,arc lamp
ಆರ್ಕ್-ಸ್ಪೆಕ್ಟ್ರಮ್,arc spectrum
"ಪ್ರದೇಶ, ಪ್ರದೇಶ",area
"ಪ್ರಾದೇಶಿಕ, ಪ್ರಾದೇಶಿಕ",areal
"ತೋಳು, ತೋಳು, ಶಾಖೆ",arm
ಹವ್ಯಾಸಿ,armature
"ವ್ಯೂಹ, ವ್ಯೂಹ",array
ರಿಸೀವರ್,arrester
ಉಚ್ಚಾರಣೆ ಸ್ಪಷ್ಟತೆ,articulation
ಸಂಶ್ಲೇಷಿತ,artificial
ಕೃತಕ ರೂಪಾಂತರ,artificial transmutation
ಆರೋಹಣ,ascending
ಆರೋಹಣ,ascension of the star
ಹತ್ತುವುದು,ascent
ಆಗೋಲಿ,aspheric
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆ,aspherizing
ಜೊತೆ,assemblage
"ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು",assemble
"ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು, ಜೋಡಿಸುವುದು",assembly (=assemblage)
ನಿಖರವಾದ ಅಂದಾಜು,assessment of accuracy
ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ (ಕ್ವಾಂಟಮ್ ಸಂಖ್ಯೆಗಳ) ವಿಶೇಷಣಗಳು,assigned assignment (of quantum numbers)
"ಸಂಬಂಧಿತ, ಸಹಾಯಕ, ಸಂಯೋಜಿತ",associated
ಸ್ವರ ಧ್ವನಿ,assonance
ಸ್ವಯಂಚಾಲಿತ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,astable multivibrator (=free running multivibrator)
ಅಸ್ತೇನಿಕ್,astatic
"ಇಂದ್ರಿಯನಿಗ್ರಹ, ಅಸ್ಟಿಗ್ಮ್ಯಾಟಿಸಮ್",astigmatism
ಬಾಹ್ಯಾಕಾಶ ಪ್ರಯಾಣ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,astrionics
ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ,astrometry
ಗಗನಯಾತ್ರಿ,astronaut
ಖಗೋಳಶಾಸ್ತ್ರಜ್ಞ,astronomer
ಆಕಾಶ,astronomical
ಖಗೋಳಶಾಸ್ತ್ರ,astronomy
ಖಗೋಳ ಭೌತಶಾಸ್ತ್ರ,astrophysics
ಅಸಮ್ಮಿತ,asymmetrical
ಲಕ್ಷಣರಹಿತ,asymptote
ಉಲ್ಬಣಗೊಳಿಸುತ್ತಿದೆ,asymptotic
ಅಸಮಕಾಲಿಕ,asynchronous
"ವಾತಾವರಣ, ವಾತಾವರಣ",atmosphere
ವಾತಾವರಣದ,atmospheric
ಗಾಳಿ ಪ್ರಕ್ಷುಬ್ಧತೆ,atmospherics
ಪರಮಾಣು,atom
ಪರಮಾಣು,atomic
ಪರಮಾಣುತ್ವ,atomicity
ಪರಮಾಣು ದ್ರವ್ಯರಾಶಿ,atomic mass
ಪರಮಾಣು ಸಂಖ್ಯೆ,atomic number
"ಪರಮಾಣು ರಿಯಾಕ್ಟರ್, ಪರಮಾಣು ರಾಶಿ",atomic reactor (=atomic pile)
ಪರಮಾಣು,atomistic
ಕಣ,atomization
ಕಣ,atomizer
ಕ್ಷೀಣತೆ,attenuation
"ಕ್ಷೀಣಿಸುವುದು, ಕ್ಷೀಣಿಸುವುದು",attenuator
ಮೋಡಿ,attraction
ಆಕರ್ಷಣೆಯ ಶಕ್ತಿ,attractive forces
ಶ್ರವ್ಯತೆ,audibility
ಆಡಿಯೊ ಆವರ್ತನ ಆಂಪ್ಲಿಫಯರ್,audio-amplifier
ಶ್ರವ್ಯ,audio
ಆಡಿಯೋ ಜನರೇಟರ್,audio generator
ಶ್ರವಣ ಗ್ರಾಫ್,audiogram
ಶ್ರವಣ ವಿಜ್ಞಾನ,audiology
ಆಡಿಯೋಮೀಟರ್,audiometer
ಶ್ರವ್ಯ ಆವರ್ತನ ಆಂದೋಲಕ,audio oscillator
ಧ್ವನಿ ಸಂಕೇತ,audio signal
ಶ್ರವ್ಯ-ದೃಶ್ಯ,audiovisual
"ಸಭಾಂಗಣ, ಸಭಾಂಗಣ",auditorium
OZ ಪರಿಣಾಮ,Auger effect
ಪ್ರಚಾರ,augmentation
ವರ್ಧಕ,augmentor
ಧ್ರುವ ಜ್ವಾಲೆ,aurora
ದಕ್ಷಿಣ ಧ್ರುವ ಜ್ವಾಲೆ,aurora australis
ಉತ್ತರ ಧ್ರುವ ಜ್ವಾಲೆ,aurora borealis
ಸ್ವಯಂಚಾಲಿತ ಎಚ್ಚರಿಕೆ,autoalarm
ಸ್ವಯಂ ಸಮಾನಾಂತರಕಾರಕ,autocollimator
"ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ, ಸ್ವಯಂಚಾಲಿತ",automatic
"ಯಾಂತ್ರೀಕೃತಗೊಂಡ, ಯಾಂತ್ರೀಕೃತಗೊಂಡ",automation
"ಸಹಾಯಕ, ಸಹಕಾರಿ, ಹೆಚ್ಚುವರಿ",auxiliary
"ಅವದಾವ, ಅವಲಾಂಚೆ",avalanche
"ಅರ್ಥ, ಅರ್ಥ",average
ಪರಿವಾರನ್,avoidance
ಅಕ್ಷೀಯ,axial
ಅಕ್ಷರೇಖೆ,axis
ಅಜಿಮುತ್,azimuth
ಅಜಿಮುತ್,azimuthal
ಹಿಂದೆ,back
"ಹಿನ್ನೆಲೆ, ಹಿನ್ನೆಲೆ",background
"ಹಿಂದುಳಿದ, ಹಿಂದುಳಿದ",backlash
ತಿರುವು,backout
ಬ್ಯಾಕ್ ವೋಲ್ಟೇಜ್ ಪಲ್ಸರ್,back swing voltage pulser
ನಂತರದ ಸಂಬಂಧ,back to back connection
ಮರುಪಾವತಿ,back up
ವಿರೋಧಿ ವೋಲ್ಟೇಜ್,back voltage (Freverse voltage)
ಹಿಂಭಾಗದ ಚದುರುವಿಕೆ,backward scattering
ತೆರಪಿನ ಅಲೆ,back wave (=spacing wave)
ಇನ್ಸುಲೇಟರ್,bad conductor
ಪ್ಯಾರಾಚೂಟ್ ಜಿಗಿತ,bail out
ಬಿಸಿ,bakeout
"ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ",balance
ಬ್ಯಾಲೆನ್ಸರ್,balancer
ಸಮತೋಲನ,balancing
ಗೋಳಾಕಾರದ,ball ended magnet
"ಬ್ಯಾಲಿಸ್ಟಿಕ್, ಬ್ಯಾಲಿಸ್ಟಿಕ್",ballistic
"ಪ್ರೊಜೆಕ್ಷನ್ ಗಾಲ್ವನೋಮೀಟರ್, ಪ್ರೊಜೆಕ್ಷನ್ ಗಾಲ್ವನೋಮೀಟರ್",ballistic galvanometer
ಕ್ಷಿಪಣಿ,ballistic missile
"ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ",ballistics
ಪ್ರೊಜೆಕ್ಷನ್,ballistic throw
ಉಚಿತ ಪಥ,ballistic trajectory
"ಬಲೂನ್, ಬಲೂನ್",balloon
ಬಾಲ್ಮರ್ ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ,Balmer discontinuity
"ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡ್",band
ಸ್ಫೋಟ,bang
"ವ್ಯೂಹ, ಕಿರಣ, ತೀರ, ದಂಡೆ, ಕರಾವಳಿ",bank
"ಕಾಲಮ್, ಬಾರ್, ಕೋಬ್, ಬ್ಲಾಕ್, ಬಾರ್, ರಾಡ್, ಬಾರ್, 8. ಗೋಡೆ, 9. ಲೈನ್, 10. ಎಡ್ಜ್, 1 ಬ್ಲಾಕ್, 1, ಬಾರ್, 1, ಲೈನ್, 1, ಟೆಸ್ಟ್ ಲೈನ್",bar
ಬಾರ್ಡೀನ್ ತತ್ವ,Bardeen theory
ಬರ್ಖೌಸೆನ್ ಪರಿಣಾಮ,Barkhausen effect
ಬಾರ್ಲೋ ಸೈಕಲ್,Barlow's wheel
ಬಾರ್ ಮ್ಯಾಗ್ನೆಟ್,bar magnet
ಕೊಟ್ಟಿಗೆ,barn
ವಾಯು ಒತ್ತಡದ ಗ್ರಾಫ್,barogram
"ಬರೋಗ್ರಾಫ್, ಬರೋಗ್ರಾಫ್",barograph
ವಾಯುಭಾರ ಮಾಪಕ,barometer
ವಾತಾವರಣದ ಒತ್ತಡ,barometry
"ಬ್ರಹ್ಮಾಂಡ, ವಾಯುಮಂಡಲ",barosphere
ಲೋಲಕ ಲೋಲಕ,bar pendulum
"ತಡೆಗೋಡೆ, ಪರಮಾಣು ತಡೆಗೋಡೆ, ಪರಮಾಣು ತಡೆಗೋಡೆ",barrier
ತಡೆ ಮಟ್ಟ,barrier layer (rectifier)=blocking layer -depletion layer =space charge layer
ಬೇರಿಯನ್,baryon
ಗುರುಮಂಡಲ,barysphere
ಬೇಸ್ ಬ್ಯಾಂಡ್,base band
"ಮೂಲ, ಮೂಲ, ಕ್ಷಾರೀಯ",basic
ಬೇಸ್,basis
"ಎಣಿಕೆ, ತಂಡ ರಚನೆ",batching
"ತೊಟ್ಟಿ, ತೊಟ್ಟಿ, ಹೀಟರ್, ತಾಪನ ಮಡಕೆ, ಸ್ನಾನ",bath
ಬ್ಯಾಟರಿ,battery
"ಅರೇ ವಿಭಾಗ, ಚೇಂಬರ್, ಕೊಲ್ಲಿ",bay
ಪ್ರದರ್ಶನ,B-display
ಕಿಬಾನ್,beacon
"ಮಾಣಿಕ, ಬೀಡು",bead
"ಕಿರಣ, ಕಿರಣ, ಕಿರಣ, ಟ್ರಂಪ್",beam
"ಡಿಕ್ಮನ್, ಡಿಕನ್",bearing
"ಡೋಲ್, ವಿಸ್ಪಾಂಡ್",beat
ಬೆಕ್ವೆರೆಲ್ ಪರಿಣಾಮ,Becqueral effect
ಬೆಲ್ ಜಾರ್,bell jar
ಬೆಲ್ಲೋಸ್,bellow
ಗಂಟೆ ಗಡಿಯಾರ,bell shaped
"ವೇದಿಕಾ, ಪೀಠ",bench
"ಮೋಡ್, ಬಂಕ್ (ಸಂ.), ಬೆಂಡ್ (ವಿ.)",bend
ಬ್ಯಾಂಕನ್,bending
"ಬಾಗಿದ, ಬಾಗಿದ",bent
ಬರ್ನೌಲ್ಲಿ-ಸಮೀಕರಣ,Bernoulli's equation
ತಳದ-ಕಾರ್ಯ,Bessel function
ಅತ್ಯುತ್ತಮ ಅಂಟಿಕೊಳ್ಳುವಿಕೆ,best fit
ಬೀಟಾ (ಬಿ),beta (भ्)
ಬೆಟಾಟ್ರಾನ್,betatron
ಮಾದರಿ,Bethe's model
ಬಿವಟ್ರಾನ್,bevatron
BH ಕರ್ವ್,B-H curve
ದ್ವಿಕೋನ,biangular
"ಪಕ್ಷಪಾತ, ಪಕ್ಷಪಾತ",bias
ದ್ವಿ-ಅಕ್ಷೀಯ,biaxial
ಬೈಕ್ರೋಮೇಟ್ ಕೋಶ,bichromate cell
ಅಭ್ಯವತಲ್,biconcave
ಡಬಲ್ ಆಂಟೆನಾ,biconical aerial
ಬೈಕಾನ್ವೆಕ್ಸ್,biconvex
"ದ್ವಿ-ಸ್ಫಟಿಕ, ದ್ವಿ-ಸ್ಫಟಿಕ",bicrystal
ದ್ವಿಮುಖ ಮೈಕ್ರೊಫೋನ್,bidirectional microphone
ದ್ವಿಪದ ಮಾದರಿ,bifactor model
ಡಿಪ್ಲಾಯ್ಡ್,bifilar
ದ್ವಿಪಕ್ಷೀಯ,bilateral
ಬೈಲಿನಿಯರ್,bilinear
ದ್ವಿಮಾಣು,bimolecular
"ದ್ವಿ-ವೇರಿಯಬಲ್, ಬೈ-ಬೇಸ್, ಡ್ಯುಯಲ್",binary
"ಬೈನರಿ ಕೋಡ್, ಬೈನರಿ ಕೋಡ್",binary code
ಆಟದ ತಾರೆ,binary star
ಬೈನರಿ ವಿಧಾನ,binary system
ದ್ವಿಮುಖ,binaural
ಕರಾರುಪತ್ರ,binding
"ದುರ್ಬೀನು, ದುರ್ಬೀನು",binocular
ಅವಳಿ,binode
ದ್ವಿಪದ ವಿತರಣೆ,binomial distribution
"ದ್ವಿಕೇಂದ್ರ, ದ್ವಿಕೇಂದ್ರ, ಬೈನ್ಯೂಕ್ಲಿಯೇಟೆಡ್",binuclear
ಬಯೋಡೈನಾಮಿಕ್ಸ್,biodynamics
ಜೈವಿಕ ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,bioelectronics
ಜೈವಿಕ ಭೌತಶಾಸ್ತ್ರಜ್ಞ,biophysicist
ಜೈವಿಕ ಭೌತಶಾಸ್ತ್ರ,biophysics
ಜೈವಿಕ ಉಪಗ್ರಹ,biosatellite
"ಸಿನಿಮಾಟೋಗ್ರಾಫರ್, ಬಯೋಸ್ಕೋಪ್",bioscope
ಬಯೋ-ಸಾವರ್ಟ್ ನಿಯಮ,Biot-Savart'law
ಬೈಫಾಸಿಕ್ ಕರೆಂಟ್,biphase current
ದ್ವಿಧ್ರುವಿ,bipolar
"ಬಿಪ್ರಿಸಂ, ಬಿಪ್ರಿಸಂ",biprism
"biquartz, biquartz",biquartz
ಬೈಫಾಸಿಕ್ ಪಾತ್ರ,bistable characteristics
ಎರಡು ಹಂತದ ಮಲ್ಟಿವೈಬ್ರೇಟರ್,bistable multivibrator
"ದ್ವಯಾಂಕ್* (ದ್ವಿಮಾನ ಸಂಖ್ಯೆ), ಬರ್ಮೀಸ್, ಆನಿ, ತುಕ್",bit
