Kannada,Bengali
ಅಸ್ವಸ್ಥತೆ,এ্যাস্টিভেশন
ಏಟಿಯಾಲಜಿ (ಎಟಿಯಾಲಜಿ),এটিওলজি (এটিওলজি)
ಸಂಯಮ,Afforastation
ಆಂದೋಲನ,আন্দোলন
ಅಣಕೇಡು,অ্যাগমার্ক
ಕೃಷಿ,কৃষি
ಕೃಷಿ ಚಿಕಿತ್ಸಾಲಯ,কৃষি ক্লিনিক
ಕೃಷಿ ದುಡಿಮೆ,কৃষি শ্রম
ಕೃಷಿ ಮಾರಾಟ,কৃষি বিপণন
ಕೃಷಿ ತಂತ್ರಜ್ಞಾನ,কৃষি প্রযুক্তি
ಕೃಷಿ,কৃষি
ಕೃಪಣಸಾಮರಿ,এগ্রিসিলভিকালচার
ಕೃಷಿ -ವೈವಿಧ್ಯತೆ,কৃষি
ಕೃಷಿ ಜೀವವಿಜ್ಞಾನದ ದೋಷಗಳು,অ্যাগ্রোবায়োলজিকাল ত্রুটিগুলি
ಕೃಷಿ ಜೀವವಿಜ್ಞಾನ,অ্যাগ্রোবায়োলজি
ಕೃಷಿ -ವೈವಿಧ್ಯತೆ,অ্যাগ্রোক্লিম্যাটিক বৈচিত্র্য
ಕೃಷಿ ವಲಯ,অ্যাগ্রোক্লিম্যাটিক জোনিং
ಕೃಚಾರಕ,কৃষি
ಕೃಷಿ ಶಾಸ್ತ್ರ,কৃষিবিদ
ಕೃಷಿ ವಿಜ್ಞಾನ,কৃষি
ಅಬ್ವಿಶರ,অ্যাগ্রোপাস্টোরাল
ಕೃಷಿಪ್ರೊಸೆಸಿಂಗ್,কৃষি
Agrostology,অ্যাগ্রোস্টোলজি
ಕೃಪೆ,এগ্রোটাইপ
ಗಾಳಿ ಸಸ್ಯ,এয়ার প্ল্যান্ট
ಅಕೋಚಿ ಮಣ್ಣು,আকিওচি মাটি
ಆಲ್ಬೋ,অ্যালবিনিজম
ಆಲ್ಫಿಸೋಲ್ಸ್,আলফিসোলস
ಪಾಚಿ,শৈবাল
ಪಾಚಿಯ ಕಾಯಿಲೆ,অ্যালগাল ডিজিজ
ಕ್ಷಾರ ನೀರು,ক্ষার জল
ಕ್ಷಾರೀಯ,ক্ষারীয়
ಇಳಿಜಾರು,অ্যালিল
ಆಲಿನೋಕೆಮಿಕಲ್ಸ್,অ্যালিলোকেমিক্যালস
ಅನನುಕಣ,Allelomorph
ಅಲಲೋಪತಿ,অ্যালোলোপ্যাথি
ಅಲ್ಲೆ ಕ್ರಾಪಿಂಗ್,অলি ক্রপিং
ನಿಯೋಜಕ,বরাদ্দ
ಅಲೋಗಮಿ,অ্যালোগ্যামি
ಮಾಪಕ,অ্যালোমেট্রি
ಸೂತ್ರ,অ্যালোপলিপ্লয়েড
ಅಲೋಸೈನಾಪ್ಸಿಸ್ (ಅಲೋಸಿಂಡೆಸಿಸ್),Allosynapsis (allosyndesis)
ಪರ್ಯಾಯ ಬೇರಿಂಗ್,বিকল্প ভারবহন
ಪರ್ಯಾಯ ಭೂ ಬಳಕೆ,বিকল্প জমি ব্যবহার
ಸುತ್ತುವರಿಯುವ,পরিবেষ্টিত
ಅಚಲ,অ্যামেলিয়োর্যান্ট
ಅಮೀಟಾಸಿ,অ্যামিটোসিস
ಕಸಚುಗಾರ,গোলাবারুদ
ಅಮೋನೀಕರಣ,অ্যামোনিফিকেশন
ಅಮೋನಿಗೆ ಮಾಡುವವ,অ্যামোনিফায়ার
ಅಬ್ಬರಿಸು,অ্যামর্ফ
ಉಭಯಮತ್ರ,অ্যাম্ফিমিক্সিস
ಉದ್ದವಾದ,এমফোটেরিক
ಅನಾಬಾಲಿಸಂ,অ্যানাবোলিজম
ಬಯೆರೋಲೆ,অ্যানেরোব
ಅನೆಲಾಯ್ಡ್,অ্যানিউপ্লয়েড
ಕೋನ ನೆಡುವುದು,কোণ রোপণ
ಪಶುಸಂಗೋಪನೆ,পশুপালন
ಪ್ರಾಣಿಗಳ ನಿರಾಕರಣೆ,প্রাণী প্রত্যাখ্যান
ಅನಿಮೇಟ್ ಎನರ್ಜಿ,অ্যানিমেট শক্তি
ಹದಮೆರಗಿ,অ্যানিসোপ্লয়েড
ವಾರ್ಷಿಕ ಸಸ್ಯ,বার্ষিক উদ্ভিদ
ವಾರ್ಷಿಕ,বার্ষিক
ಸ ೦ ಗೀತ,অ্যান্থেসিস
ಆಂಥ್ರಾಕ್ಸ್,অ্যানথ্রাক্স
ಮಾನವಜನ್ಯದ ಅಂಶ,অ্যানথ্রোপোজেনিক ফ্যাক্টর
ಪ್ರತಿಜೀವಕ,অ্যান্টিবায়োসিস
ಪ್ರತಿಜೀವಕ,অ্যান্টিবায়োটিক
ಪ್ರತಿವಿಷ,প্রতিষেধক
ಆವರಣಕಾರಕ,অ্যান্টিঅক্সিডেন্টস
ಪ್ರತಿಚರಣ,অ্যান্টিটক্সিন
ಉಚ್ಚಾರಣಾ,অ্যানুলাস
ಮುನಸು,এফিড
ಸುಲಿಯ ಮೊಗ್ಗು,অ্যাপিকাল কুঁড়ি
ಅಪಿಕಲ್ ಪ್ರಾಬಲ್ಯ,অ্যাপিকাল আধিপত্য
ಅಪಿಕಲ್ಚರ್ (ಬೀ ಕೀಪಿಂಗ್),এপিক্যালচার (মৌমাছি পালন)
ತಿಕ್ಕಲು,অ্যাপোমিক্সিস
ಅಪಶೂನ್ಯತೆ,অ্যাপোপটোসিস
ಅನುಬಂಧ,সংযোজন
ಜೀರ್ಣಕಾರಕವಾಗಿ,ক্ষুধার্ত
ಅನ್ವಯಿಕ,প্রয়োগ
ಜಲಚರಗಳು,জলজ আগাছা
ಆಕ್ಷರ,আরবোরিয়াল
ಗುಂಡಿನ ಕವಚ,আর্বোরাইজেশন
ಪುರಾತತ್ವ-ಬೊಟಾನಿಕಲ್ ದಾಖಲೆಗಳು,আর্কিও-বোটানিকাল রেকর্ডস
ಪ್ರದೇಶದ ಅಂಕಿಅಂಶಗಳು,অঞ্চল পরিসংখ্যান
ಪ್ರದೇಶ,অঞ্চল
ಶುಷ್ಕ ಪರಿಸರ ವ್ಯವಸ್ಥೆ,শুকনো বাস্তুতন্ত্র
ಹದಮೆರಗಿ,আরিল
ಸುವಾಸನೆ,সুগন্ধ
ಆರ್ಯ ಸಸ್ಯ,সুগন্ধযুক্ত উদ্ভিদ
ಆರೊಮ್ಯಾಟಿಕ್ ಅಕ್ಕಿ,সুগন্ধযুক্ত চাল
ಬಾಣ,তীর
ಕಸ ರೋಗಿಗಳು,Asepsis
ಅಸೆಪ್ಟ್,অ্যাসেপটিক
ಅಲೈಂಗಿಕ ಪ್ರಸಾರ,অ্যাসেক্সুয়াল প্রচার
ಪರಾಕ್ರಮ,অ্যাস
ಸ್ವಸಮಾನಗಳು,সম্পদ
ಏಕೀಕರಣ,সংমিশ্রণ
ಸಂಘ,সংঘ
ತಗ್ಗು,জ্যোতিষী
ಕಸ ರೋಗ,অ্যাসিনাপসিস
ಅಟಾವ್ ವಾದ,Atavism
ವ್ಯಭಿಚಾರಿ,Atomizer
ಕ್ಷೀಣತೆ,অ্যাট্রোফি
ಸ್ವಯಂಚಾಲಿತ,অটোগামি
ಆಟೊಲಿಸಿಸ್,অটোলাইসিস
ದಾಟುವಿಕೆ,অটোক্সিডেশন
ಸ್ವಯಂಚಾಲನ ಫಲಕ,অটোপলিপ্লয়েড
ಸಮಶೀತ,অক্সিনস
AWN (ಬಿರುಗೂದಲುಗಳು),এডাব্লুএন (ব্রিজল)
ಬಾದು,বাদাম
ಅಡೆ,অ্যালো
ಹುಳಿ,অমরান্থাস
ಅಮ್ಮ,আম্মি
ಅಂಜಾನ್ ಹುಲ್ಲು,অঞ্জান ঘাস
ಆಧಿವಾತ,অ্যান্থুরিয়াম
"ಅಯಾನ್ಲಾ, ಭಾರತೀಯ ಗೂಸ್ಬೆರ್ರಿ","অোনলা, ভারতীয় গুজবেরি"
ಸೇಬು,অ্যাপল
ಏಪ್ರಲಿ,এপ্রিকট
ಆರ್ಬಿಯಾನ್ ಜಾಸ್ಮಿನ್,আরবিয়ান জেসমিন
ಅರೆನಗವ,সুপারি বাদাম
ಹಳ್ಳ,অর্জুন
ಅಸ್ಫೊಟಿಡಾ,Asfoetida
ಬೂದಿ ಸೋರೆಕಾಯಿ,অ্যাশ লাউ
ಅಶೋಕ ಮರ,অশোক গাছ
ಆಶ್ಥಮಾ ವೀಡ್ (ಯುಫೋರ್ಬಿಯಾ),আশ্থমা আগাছা (ইউফোর্বিয়া)
ಶತಾವರಿ,অ্যাস্পারাগাস
ಆವಕಾಡು,অ্যাভোকাডো
ಅಲ್ಫಾಲ್ಫಾ (ಲುಸೆರ್ನ್),আলফালফা (লুসার্ন)
ಇರುವೆಗಳು,পিঁপড়া
ಗಿಡಹೇನುಗಳು,এফিডস
ಸೈನ್ಯದ ಹುಳು,সেনা কৃমি
ಕೃಷಿ ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ,কৃষি অর্থনীতিবিদ
ಕೃಷಿ ವಿಸ್ತರಣಾವಾದಿ,কৃষি এক্সটেনশনিস্ট
ಕೃಷಿ ವಿಜ್ಞಾನಿ,কৃষি বিজ্ঞানী
ಕೃಷಿ ಎಂಜಿನಿಯರ್,কৃষি প্রকৌশলী
ಕೃಷಿ ವಿಜ್ಞಾನಿ,অ্যাগ্রোবায়োলজিস্ট
ಕೃಷಿವಾದಿ,কৃষিবিদ
ಕೃಷಿ ಭೌತ,অ্যাগ্রোফিজিসট
ಪ್ರಾಣಿ ತಳಿಗಾರ,প্রাণী ব্রিডার
ಬ್ಯಾಸಿಲಸ್ ವೈರಸ್,ব্যাসিলাস ভাইরাস
ಗಾಡಿ,ব্যাসিলাস
ಬ್ಯಾಕ್ಟೀರಿಯಾ,ব্যাকটিরিয়া
ಬ್ಯಾಕ್ಟೀರಿಯೊಕ್ಸಿನ್,ব্যাকটিরিওক্সিন
ಬಜಾಸ್ಸೆ,ব্যাগাস
ಸಮತೋಲನ,ব্যালেন্স শীট
ಸಮತೋಲನೀಕರಣ,ভারসাম্যহীন নিষেক
ಗಿರಣಿ ರೇಖೆ,বার ডায়াগ্রাম
ತೊಗಟೆ,বাকল
ಮಾಪಕ,ব্যারোমিটার
ಬಂಜೆ,বন্ধ্যা
ಬೇನೆ,বেস
ಜಲಾನಯನ ಪ್ರದೇಶ,বেসিন
ಸ್ವಲ್ಪ,বেসিপেটাল
ಬಾಸದ,বেসস্টারনাম
ಕೊಂಬೆ ಮಾನ್ಸುನ್,উপসাগর
ಹೊಳಪಿನ,বিয়ারিং প্ল্যান্ট
ಹಾಸಿಗೆ,বিছানা
ದಟ್ಟಕಾರ,বেডার
ಹಾಸಿಗೆ,বিছানাপত্র
ಬೀಟ್ ಮೊಲಾಸಸ್,বীট গুড়
ಬೆನ್ನೆಲುಬು,বেলো
ಪಟ್ಟಿಗೆ,বেল্ট
ಲಾಭ-ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ,বেনিফিট-ব্যয় বিশ্লেষণ
ಪಕ್ಷಪಾತ (ಮಾದರಿ),পক্ষপাতদুষ্ট (নমুনা)
ದ್ವೈವಾರ್ಷಿಕ,দ্বিবার্ষিক
ದ್ವಿಪದೀಯ,দ্বিপদী
ಜೈವಿಕ ವ್ಯಾಪ್ತಿಯ,বায়োএজেন্ট
ಜೈ ಜೈವಿಕ ಗ್ರಂಥಾಲಯ,বায়োক্লিমেট
ಜೈವಿಕ ಕರ್ತವ್ಯ,বায়োনারজি
ಜೈವಿಕಶಾಸ್ತ್ರ,বায়োনমিক্স
ಜೈವಿಕ ರಿಯಾಯಿತಿ,বায়োরিয়্যাক্টর
ಜೀವಗೋಳ,বায়োস্ফিয়ার
ಜೈವಿಕ,বায়োটিক
ಬಯೋಟೈತನ,বায়োটাইপ
ದ್ವಿಲಿಂಗಿ,উভকামী
ಚಿರತೆ,ব্লাঞ্চিং
ಹರಡು,বিস্ফোরণ
ಮಿಶ್ರಣ,মিশ্রণ
ಗದ್ದಲ,ব্লাইট
ಗುಳ್ಳೆ,ফোস্কা
ನೀಲಿ ಕ್ರಾಂತಿ,নীল বিপ্লব
ಕೆಳಗಿನ ಶಾಖ ಕೊಠಡಿ,নীচে তাপ চেম্বার
ಕೆಳಗಿನ ಶಾಖ ತಂತ್ರ,নীচে তাপ কৌশল
ಹೊಟ್ಟು,ব্রান
ಕವಲೊಡೆ,শাখা
ಸಣ್ಣ ಕೊಂಬೆ,শাখা
ತಳಿ,প্রজনন
ತಳಿ,প্রজনন
ಕಂಗುರು,Brimming
ಸಂಸಾರ,ব্রুড
ಮೊಳಕೆಯ,উদীয়মান
ಬಜೆ,বাজেট
ಬಫಲು,বাফার
ಬಟಗು,বাল্ব
ಚೂರುಚೂರಾಗಿ,বুট
ಉಪ-ಉತ್ಪನ್ನ,উপজাত
ಬಾಬುಲ್ ಅಕೇಶಿಯ,বাবুল অ্যাকাসিয়া
ಬೇಬಿ ಕಾರ್ನ್,শিশুর ভূট্টা
ಬುದ್ದಿ,বেল
ಬಾಯಿ,বেল
ಕಸಕ,বালসাম
ಬಿದಿರು,বাঁশ
ಬಾಳೆಹಣ್ಣು,কলা
ಆಲದ ಮರ,বটগাছ
ಬಾರ್ಲಿ,বার্লি
ಬಾರ್ನ್ಯಾರ್ಡ್ ರಾಗಿ,বার্নইয়ার্ড মিললেট
ತುಳಸಿ,পুদিনা
ಬಾಸ್ಟರ್ಡ್ ಸೀಡರ್,জারজ সিডার
ಬಾಸ್ಟರ್ಡ್ ಮೈರೋಬಾಲನ್,জারজ মাইরোবালান
ಮಾಟ,বাউহিনিয়া
ಕೊಲ್ಲಿ ಬೆರ್ರಿ,বে বেরি
ಹುರುಳಿ,বিন
ಬೀಟ್,বীট
ಬೆಲ್ಲ,বেলাদোনা
ಗಡಿ,বের
ಗಡಿ,বার্সিম
ಬಿಲ್ಲೆ,সুপারি
ಬಿಲಿಂಬಿ,বিলিম্বি
ಹಾಗಲಕಾಯಿ,বিটার লাউ
ಕಪ್ಪು ಗ್ರಾಂ,কালো গ্রাম
ಕಪ್ಪು ನೈಟ್ಶೇಡ್,কালো নাইটশেড
ಬಾಗ್‌ನ್ವಿಲ್ಲಾ,বোগেনভিলিয়া
ಬಾಟಲಿ ಕುಂಚ,বোতল ব্রাশ
ಬಾಟಲಿ ಸೋರೆ,বোতল লাউ
ಬಾಕ್ಸ್ ಮರ,বক্স ট্রি
ಬ್ರೆಡ್ ಹಣ್ಣು,রুটি ফল
ವಧುವಿನ,ব্রাইডাল লতা
ಬಿಲ್ಲಾ,ব্রিনজাল
ವಿಶಾಲ ಹುರುಳಿ,ব্রড শিম
ಕೋಸುಗಡ್ಡೆ,ব্রোকলি
ಬ್ರಸೆಲ್ ಮೊಳಕೆ,ব্রাসেলের স্প্রাউট
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯೆಟ್,বাকউইট
ದೆವ್ವ,বুটিয়া
ದಳ,ব্যান্ডিকুট
ಕರಾರು,ভাল্লুক
ಜೀರುಂಡೆ,বিটল
ಗುಳ್ಳೆ ಜೀರುಂಡೆ,ফোস্কা বিটল
ನೀಲಿ ಬುಲ್,নীল ষাঁড়
ಬಾಲ್ ಹುಳು,বোল কৃমি
ಚಿಟ್ಟೆ,প্রজাপতি
ಬ್ಯಾಕ್ಟೀರಿಯವಿಜ್ಞಾನಿ,ব্যাকটিরিওলজিস্ট
ಜೈವಿಕ ರಸಾಯನಶಾಸ್ತ್ರಜ್ಞ,বায়োকেমিস্ট
ಜೀವಶಾಸ್ತ್ರಜ್ಞ,জীববিজ্ঞানী
ಜೈವಿಕ ತಂತ್ರಜ್ಞಾನಶಾಸ್ತ್ರಜ್ಞ,বায়োটেকনোলজিস্ট
ಸಸ್ಯಶಾಸ್ತ್ರಜ್ಞ,উদ্ভিদবিদ
ಸಿ ತೇವಾಂಶ ವಿಶಿಷ್ಟ ವಕ್ರರೇಖೆ,সি আর্দ্রতা বৈশিষ্ট্যযুক্ত বক্ররেখা
ಕೇಕು,কেক
ಕ್ಯಾಲ್ಕೇರಿಯ,ক্যালারিয়াস
ಲೆಕ್ಕಪರಿಶೋಧನೆ,ক্যালিফিকেশন
ಫಾಸ್ಫೇಟ್ನ ಲೆಕ್ಕಾಚಾರ,ফসফেটের ক্যালকিনেশন
ಗಲಾಟೆ,Calost
ನಮ್ಮನ್ನು ಕರೆ ಮಾಡಿ,কলাস
ಕಣಿವೆ,ক্যালিক্স
ಕ್ಯಾಲಿಕ್ಸ್ ಅಂತ್ಯ,ক্যালিক্স-এন্ড
ಕ್ಯಾಂಬಿಯಂ,ক্যাম্বিয়াম
ಗೋಪುರ,ক্যান্সার
ಡಬ್ಬಿ,ক্যানিং
ಮೇಲಾವರಣ,ক্যানোপি
ಬಂಡವಾಳ,মূলধন
ರಭಸ,ক্যাপরিফিকেশন
ಬಿರಡೆ,ক্যাপসুল
ಇಂಗಾಲದ,কার্বনেটেড
ಇಂಗಾಲೀಕರಣ,কার্বনাইজেশন
ಗಡಿ,কার্পেল
ಗಾಡಿ,কার্পাস
ಬಿಂಚು,ঢালাই
ಕಟಾಬೋಲಿಸಂ,ক্যাটাবোলিজম
ವೇಗವರ್ಧನೆ,ক্যাটালাইসিস
ಮರಿಹುಳು,শুঁয়াপোকা
ಸಿ-ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ,সি-ডিএনএ লাইব্রেরি
ಚಾವಣಿಯ,সিলিং
ಕೋಶ,সেল
ಕೇಂದ್ರ ನಾಯಕ ವ್ಯವಸ್ಥೆ,কেন্দ্রীয় নেতা ব্যবস্থা
ಕೇಂದ್ರೀಯ,কেন্দ্রিক
ಕೇಂದ್ರೀಕರಣ,সেন্ট্রিফিউগেশন
ಕೇಂದ್ರಾಪಗಾಮಿ,সেন্ট্রিফিউজ
ಕೇಂದ್ರ,সেন্ট্রিওল
ಮಧ್ಯಭಾಗದ,সেন্ট্রোজেনিক
ಮಧ್ಯಮ ಜನಕ,সেন্ট্রোজেনাস
ಸರ್ಕಸ್,সার্কাস
ಏಕದಳ,সিরিয়াল
ಪ್ರಮಾಣೀಕರಣ,শংসাপত্র
ಬೀಜ,প্রত্যয়িত বীজ
ಚಾವಟಿ,চ্যাফ
ದನಗಳು,চালাজা
ರಾಸಾಯನಿಕತೆ,কেমোট্রপিজম
ಚಿರತೆ,চিয়াসমা
ತಣ್ಣಗಾಗುವ ಸಮಯ,শীতল সময়
ತಣ್ಣಗಾಗುವುದು,শীতল আঘাত
ಚಿಮಿಯ,চিমেরা
ಕ್ಲೋರಾಂಥಿ,ক্লোরান্টি
ಚೂರು,ক্লোরোফিল
ಕ್ಲೋರೋಸಿಸ್,ক্লোরোসিস
ಕ್ಲೋರಸ್ ಶಾಸ್ತ್ರ,ক্লোরোলজি
ವರ್ಣರಂಜಿತ,ক্রোমাটিড
ಕ್ರೊಮ್ಯಾಟಿನ್,ক্রোমাটিন
ವರ್ಣರೇಖನ,ক্রোমাটোগ্রাফি
ವರ್ಣರಂಗೀಕರಣ,ক্রোমাটোলাইসিস
ವರ್ಣಚಿತ್ರ,ক্রোমোসেন্ট্রে
ವರ್ಣಗುವನ,ক্রোমোজেনেসিস
ವರ್ಣರಂಜಿತ,ক্রোমোপ্রোটিন
ವರ್ಣತಂತು,ক্রোমোজোম
ದೀರ್ಘಕಾಲದ,দীর্ঘস্থায়ী
ನಲಿದ,সিট্রঞ্জ
ಕ್ಲಾಡೋಡ್,ক্লেডোড
ವರ್ಗೀಕರಣ,শ্রেণিবদ্ধকরণ
ಮಣ್ಣಿನ,ক্লে
ಸ್ವಚ್ aning ಗೊಳಿಸುವುದು,পরিষ্কার
ಕ್ಲಿಸ್ಟೊಗಮಿ,ক্লিস্টোগ্যামি
ಕ್ಲೈಮ್ಯಾಕ್ಟರಿಕ್ ಹಣ್ಣು,ক্লাইম্যাক্টেরিক ফল
ವಶ,জলবায়ু
ಹವಾಮಾನಶಾಸ್ತ್ರ,জলবায়ু
ಹಸುರು,ক্লিপার
ಹೆಪ್ಪುಗಟ್ಟಿಸು,ক্লোড
ತದ್ರೂಪಿ,ক্লোন
ಮೋಡ,মেঘ
ಕಡು,ক্লাম্প
ಚೂರು,ক্লাস্টার
ಒರಟಾದ,মোটা
ಕೋಟ್ (ಬೀಜ),কোট (বীজ)
ಕೋಕೂನ್,কোকুন
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,কোএনজাইম
ಒಗ್ಗಟ್ಟು,সংহতি
ಗುಣ,কয়ার
ಕೋಲೀರರಿ iz ಾ,কোলোররিজা
ಕತ್ತುಪಟ್ಟಿ,কলার
ಕೊಲಾಯ್ಡ್ (ಮಣ್ಣು),কলয়েড (মাটি)
ಕೊಲ್ಯುಮೆಲ್ಲಾ,কলিউমেলা
ಕಾಲಮ್,কলাম
ಆರಂಭದ ಆರಂಭ,কমেন্সালিজম
ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್,বাণিজ্যিক ব্যাংক
ಸರಕು,পণ্য
ಸಮುದಾಯ,সম্প্রদায়
ಸಂಕೋಚನ (ಮಣ್ಣಿನ),সংযোগ (মাটির)
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,সামঞ্জস্যতা
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,সামঞ্জস্যতা
ಪರಿಹಾರ,ক্ষতিপূরণ
ಸ್ಪರ್ಧಾತ್ಮಕ ಸಂವಹನ,প্রতিযোগিতামূলক মিথস্ক্রিয়া
ಪೂರಕ ಬೆಳೆ,পরিপূরক ফসল
ಸಂಕೀರ್ಣ,জটিল
ಅಂಶ,উপাদান
ಸಂಯೋಜನೆ,গঠন
ಕಾಂಪೋಸ್ಟ್,কম্পোস্ট
ಚಕ್ರಬಡ್ಡಿ,চক্রবৃদ্ধিহারে সুদ
ಗಣನೆ,গণনা
ಕಂಪ್ಯೂಟರ್,কম্পিউটার
ಏಕಾಗ್ರತೆ,একাগ্রতা
ಷರತ್ತು,কন্ডিশনার
ಹೋರಾಡುವಿಕೆ,আচরণ
ಸಂರಚನೆ,কনফিগারেশন
ಅನುರೂಪತೆ,অনুসার
ಗೊಂದಲಕ್ಕೊಳಗಾಗುವ,বিভ্রান্তিকর
ಸಂಯೋಗ,সংমিশ্রণ
ಸಂಯೋಜಕ,সংযোগকারী
ಸಂರಕ್ಷಣಾ,সংরক্ষণ
ಬಲವರ್ಧನೆ,একত্রীকরণের
ಸಂಕುಚಿತತೆಗಳು,উপাদান
ಗ್ರಾಹಕ,গ্রাহক
ಸೇವನೆ,খরচ
ಮಾಲಿನ್ಯ,দূষণ
ಬಾಹ್ಯರೇಖೆ ನೆಡುವಿಕೆ,কনট্যুর রোপণ
ಬಾಹ್ಯರೇಖೆ,কনট্যুর
ಒಪ್ಪಂದದ ಕೃಷಿ,চুক্তি চাষ
ನಿಯಂತ್ರಿತ ಸಂಗ್ರಹಣೆ,নিয়ন্ত্রিত স্টোরেজ
ಸಹಕಾರ ಬ್ಯಾಂಕ್,সমবায় ব্যাংক
ಸಹಕಾರ,সহযোগী
ತಗ್ಗಿಸು,কপিস
ಗಂಡಿ,Corm
ಹುಲ್ಲುಗಾವಲು,করোলা
ಕಂದುಬಣ್ಣ,কর্টেক্স
ಬೆಲೆ,ব্যয়
ಕೋಟಿಲೆಡಾನ್ (ಬೀಜ),কোটিলেডন (বীজ)
ಕ್ರೆಡಿಟ್ ಸೊಸೈಟಿ,ক্রেডিট সোসাইটি
ಮನ್ನಣೆ,ক্রেডিট
ಸಾಲದಾತ,পাওনাদার
ಕ್ರೆಸ್ಟ್,ক্রেস্ট
ಸುಕ್ಕುಗಟ್ಟುವುದು,ক্রিঙ্কল
ಬಿಕ್ಕಟ್ಟು,সংকট
ಮಾನದಂಡ,মানদণ্ড
ನಿರ್ಣಾಯಕ,সমালোচনা
ಬೆಳೆ ವಿಮೆ,শস্য বীমা
ಬೆಳೆ ಸಾಲ,শস্য loan ণ
ಬೆಳೆ,ফসল
ಬೆಳೆ ಪ್ರದೇಶ,ক্রপিং অঞ্চল
ಶಿಲುಬೆಯಿಲ್ಲದ,ক্রস-ইনমপ্যাটেবল
ಕಿರೀಟ (ಸಸ್ಯ),মুকুট (উদ্ভিদ)
ತುಂಡು,ক্রম্ব
ಪಟ್ಟು,ক্রাস্ট
ಪಡಗಳ್ಳ,ক্রিপ্টোগাম
ಕಲ್ (ಹಣ್ಣುಗಳು),কুল (ফল)
ಕಸ,কাল্ম
ತಳಿ,চাষকারী
