Malayalam,Gujarati
ഏരിയൽ ഫോട്ടോഗ്രഫി,હવાઈ ​​ફોટોગ્રાફી
ഏരിയൽ പവർ,હવાઈ ​​શક્તિ
ആകാശ വികിരണ ഏലിസ്റ്റൻസ്,હવાઈ ​​કિરણોત્સર્ગ
ഏരിയൽ റിപ്രീൻസ്,હવાઈ ​​પ્રતિક્રિયા
എയറോഡൈനാമിക്സ്,વાયુમિશ્રણશાસ્ત્ર
നിര്വ്വഹണം,સંસ્થા
എയർ കംപ്രസ്സർ,હવાઈ ​​સંકોચન
എയർ കണ്ടൻസർ,હવાઈ ​​કન્ડેન્સર
വായു തണുപ്പിച്ചു,હવાઈ ​​ઠંડુ
എയർ കോർഡ് കോയിൽ,હવાઈ ​​બાંધેલી કોથળી
എയർ കണ്ടീഷനിംഗ്,વાતાનુકૂલન
ആൽബിഡോ,અલ્બેડો
അൽഗോരിതം,અલ્ગોરિધમનો
അപരനാത്മകം,પરવાના
വിന്യസിക്കുന്നു,સંલગ્ન
വിന്യാപകമായ,ગોઠવણી
എല്ലാ തരംഗ ഏരിയലും,બધા તરંગ હવાઈ
പങ്കുവയ്ക്കല്,ફાળવણી
അക്ഷരകമായ,વર્ણાનુક્રમ
ആൽഫാന്യൂമെറിക്,મૂર્તિમંત
ആൽഫാന്യൂമെറിക് പ്രതീകം,વર્ણ -અક્ષર
ആൽഫാന്യൂമെറിക് വിവരങ്ങൾ,વર્ણ -મૂર્તિમંત માહિતી
ഇതര കറന്റ് (A.C.),વૈકલ્પિક વર્તમાન (એ.સી.)
ഒന്നിടവിട്ടമ്മ,એકાંતરણ
പകര്പ്പ്,પરાકારી
ഉയരം,Altંચાઈ
അപ്പോഗിയുടെ ഉയരം,અનુગામી alt ંચાઇ
പെരിജിയുടെ ഉയരം,પેરગીની alt ંચાઇ
അമേച്വർ റേഡിയോ ആശയവിനിമയം,કલાપ્રેમી રેડિયો સંચાર
അന്തരീതം,વાતાવરણ
അന്തരീക്ഷ മൈക്രോഫോൺ,આજુબાજુના માઇક્રોફોન
അന്തരീക്ഷ അവസ്ഥ,આસપાસની શરત
ആംബിയന്റ് ലൈറ്റിംഗ്,આસપાસની આજુબાજુની પ્રકાશ
ആംബിയന്റ് ശബ്ദം,આજુબાજુનો અવાજ
ആംബിയന്റ് താപനില,આસપાસનું તાપમાન
അമേരിക്കൻ സ്റ്റാൻഡേർഡ് കോഡ്,અમેરિકન માનક સંહિતા
Ampere,ષડયંત્ર
ആമ്പിയർ മീറ്റർ,Amાંદું મીટર
ആംപ്ലിഫിക്കേഷൻ,વિસ્તૃત કરવું તે
ആംപ്ലിഫിക്കേഷൻ ഫാക്ടർ,વિસ્તૃત પરિબળ
ആംപ്ലിഫയർ,પ્રવેધક
ആംപ്ലിഫയർ നേട്ടം,વિપુલ લાભ
ആംപ്ലിഫയർ ശബ്ദം,એમ્પ્લીફાયર અવાજ
ഉപകരണങ്ങൾ ആംപ്ലിഫൈയിംഗ് ചെയ്യുന്നു,વિસ્તૃત સાધનસામગ્રી
Klystron ആംപ്ലിഫൈയിംഗ്,ક્લીસ્ટ્રોનને વિસ્તૃત કરવું
ആംപ്ലിഫൈയിംഗ് യൂണിറ്റിംഗ്,વિસ્તૃત એકમ
വ്യാശമുള്ള,કંપનવિસ્તાર
വ്യാപ്തി വികസനം,કંપનવિસ્તારની વિકૃતિ
ആംപ്ലിഡ്യൂഡ് ആസക്തി,કંપનવિસ્તાર
വ്യാപ്തി ഘടകം,કંપનવિસ્તાર પરિબળ
ആംപ്ലിറ്റ്യൂഡ് ലിമിറ്റർ,મર્યાદિત મર્યાદા
ആംപ്ലിറ്റ്യൂഡ് മോഡുലേറ്റ് ചെയ്തു,કંપનવિસ્તાર -મોડ્યુલેટેડ
ആംപ്ലിറ്റ്ഇൻഡ് മോഡുലേഷൻ,કંપનલી -મોડ્યુલેશન
അനലോഗ് (അനലോഗ്),એનાલોગ (એનાલોગ)
അനലോഗ് സർക്യൂട്ട്,એનાશ
അനലോഗ് കമ്പ്യൂട്ടർ,એનાલોગ કમ્પ્યુટર
അനലോഗ് റേഡിയോ ഫ്രീക്വൻസി ചാനൽ,એનાલોગ રેડિયો આવર્તન ચેનલ માટે એનાલોગ રેડિયો આવર્તન ચેનલ
അനലോഗ് പ്രാതിനിധ്യം,મનોલોગ પ્રતિનિધિત્વ
അനലോഗ് സിഗ്നൽ,એનાલોગ સંકેત
ഡിജിറ്റലിലേക്കുള്ള അനലോഗ്,ડિજિટલથી એનાલોગ
ഡിജിറ്റൽ കൺവെർട്ടറിലേക്കുള്ള അനലോഗ്,ડિજિટલ કન્વર્ટર માટે એનાલોગ
അനലോഗ് വീഡിയോ,એટાલી -વિડિઓ
അനസ്),સમાન
അനലോഗി,સાદ્રશ્ય
വിശകലനം,વિશ્લેષણ
ഡാറ്റയുടെ വിശകലനം,આંકડા
അനലിറ്റിക്കൽ സാന്ദ്രത,વિશ્લેષણાત્મક ઘનતા
വിശകലനം ചെയ്യുക,વિશ્લેષણ કરવું
വിശകലന,વિશ્લેષક
അനുബന്ധ ഉപകരണങ്ങൾ,સૌધિતિક સાધનસામગ્રી
ഗേറ്റിലും,અને દરવાજો
കൂട്ടിയിടിയുടെ കോണിൽ,ખાત્ય ખૂણા
ധ്രുവീകരണത്തിന്റെ കോണിൽ,ધ્રુવીકરણ ખૂણા
ഭ്രമണത്തിന്റെ ആംഗിൾ,પરિભ્રમણ
Angstrom (å),એંગસ્ટ્રોમ (Å)
കോകാരുമായ,કોણીય
കോണീയ ത്വരണം,કોતરણી પ્રવેગક
കോണീയരായ കോ-ഓർഡിനേറ്റുകൾ,કોતરણી સમન્વય
കോണീയ വ്യതിചലനം,કોતરણી
കോണീയ ചിതറിപ്പോയത്,કોમણ -ફેલાવો
കോണീയ സ്ഥാനചലനം,કોણીય વિસ્થાપન
കോണീയ പിശക്,કોણીય ભૂલ
കോണീയ ആവൃത്തി,કોણીય આવર્તન
കോണീയ ആക്കം,કોતરણી ગતિ
കോണീയ ചലനം,કોણીય ગતિ
കോണീയ പ്രവേഗം,કોતરણી વેગ
ജീവസഞ്ചാരണം,પ્રસન્નતા
ആനോഡ്,એનોડ
അനോഡ് ബാറ്ററി,એનોડ બ batteryણ
ആനോഡ് സ്വഭാവം,એનોડ લાક્ષણિકતા
അനോഡ് സർക്യൂട്ട്,એનોડ સર્કિટ
ആനോഡ് ഡിസ്പിപ്പ്,એનોડ વિઘટન
ആനോഡ് കാര്യക്ഷമത,એનોડ કાર્યક્ષમતા
ആനോഡ് ഇൻപുട്ട് പവർ,એનોડ ઇનપુટ પાવર
ആനോഡ് പരിഷ്കരണം,એનોડ મોડ્યુલેશન
ഏരിയെല്,એન્ટેના
ആന്റിന ബീഫ്റ്റ്വിഡ്ത്ത്,એન્ટેના બીમવિડ્થ
ആന്റിന ബൂസ്റ്റർ,એન્ટેના
ആന്റിന ട്രാനെറ്റ് സ്വിച്ച്,એન્ટેના ચેન્જઓવર સ્વીચ
ആന്റിന കോയിൽ,કોઇ
ആന്റിന കോൺഫിഗറേഷൻ,એન્ટેના રૂપરેખાંકન
ആന്റിന കപ്ലർ,એન્ટેના કપડા
ആന്റിന ക്രോസ് പോളാർ പാറ്റേൺ,એન્ટેના ક્રોસ ધ્રુવીય પદ્ધતિ
ആന്റിന കറന്റ്,એન્ટેના પ્રવાહ
ആന്റിന ഡയറക്റ്റബേഷൻ നേട്ടം,એન્ટેના નિર્દેશન લાભ
ആന്റിന ഡ്യുപ്ലെർസർ,એન્ટેના ડુપ્લેક્સર
ആന്റിന ഫലപ്രദമായ പ്രദേശം,એન્ટેના અસરકારક ક્ષેત્ર
ആന്റിന കാര്യക്ഷമത,વૈશ્વિક કાર્યક્ષમતા
ആന്റിന ഫീഡ്,એન્ટેના ફીડ
ആന്റിന ഫൂട്ട് പ്രിന്റ്,એન્ટેના પગની છાપ
ആന്റിന നേട്ടം,એન્ટેના લાભ
ആന്റിന ഉയരം,એન્ટેના height ંચાઇ
ആന്റിന ഇംപെഡൻസ്,એન્ટેના અવરોધ
ആന്റിന ഇൻഡക്റ്റൻസ്,એન્ટેના
ആന്റിന പാറ്റേൺ,એન્ટેનાનો દાખલો
ആന്റിന പ്ലെക്സർ,એન્ટેના નાવિક
ആന്റിന പോളൈസേഷൻ,એન્ટેના ધ્રુવીકરણ
ആന്റിന പവർ,એન્ટેના શક્તિ
ആന്റിന പവർ ലാഭം,એન્ટેના વીજળી લાભ
ആന്റിന റേഡിയേഷൻ പ്രതിരോധം,એન્ટેના રેડિયેશન પ્રતિકાર
ആന്റിന റിനോപ്പൻസ്,એન્ટેના પ્રતિક્રિયા
ആന്റിന റിഫ്ലക്ടർ,એન્ટેના પરાવર્તક
ആന്റിന റെസിസ്റ്റൻസ്,એન્ટેના પ્રતિકાર
ആന്റിന പുന ons ണ്ടന്റ് ആവൃത്തി,એન્ટેના પડઘો આવર્તન
ആന്റിന സ്പെയ്സിംഗ്,એન્ટેના અંતર
ആന്റിന സ്വിച്ചിംഗ് റൂം,એન્ટેના સ્વિચિંગ રૂમ
ആന്റിന ട്യൂണിംഗ് കോയിൽ,એન્ટેના ટ્યુનિંગ કોઇલ
ആന്റിന ട്യൂണിംഗ് ഹട്ട്,એન્ટેના ટ્યુનિંગ ઝૂંપડી
അപ്പേണ്ടർ,છિદ્ર
അപ്പോജി,પ્રાણઘાતક
അപ്പോജി റോക്കറ്റ്,અજેતા રોકેટ
ഉപകരണങ്ങള്,ઉપકરણ
കാണാവുന്ന,સ્પષ્ટ
ആപ്ലെറ്റ്,સાદડી
അപേക്ഷ,નિયમ
ഏകദേശമായ,આશરે
ജല പരിഹാരം,જળસ
കമാനം,ચાપ
വാസ്തുവിദ,સ્થાપત્ય
ശബ്ദ റെക്കോർഡിംഗിന്റെ ആർക്കൈവൽ കൈമാറ്റം,ધ્વનિ રેકોર્ડિંગનું આર્કાઇવલ ટ્રાન્સફર
ഗന്ഥരക്ഷാലയം,દફ્તર
അരിത്മെറ്റിക് കോഡിംഗ്,અંકગણિત કોડિંગ
യക്ഷി,હાથ
അർമേച്ചർ വിൻഡിംഗ്,આર્મચર વિન્ડિંગ
ശേണി,કળ
അറസ്റ്റർ,કરચલો
കൃതില്,સ્પષ્ટીકરણ
ആർട്ടിഫക്റ്റ് (= ആർട്ടിഫാക്റ്റ്),આર્ટિફેક્ટ (= આર્ટિફેક્ટ)
ആരോഹണം,ચડતું
വീക്ഷണാനുപാതം,પાસા ગુણોત્તર
അസംബ്ലി,ભેગા કરનાર
ഉറപ്പിച്ചുപറയല്,નિશ્ચય
ചുമതല,સોંપણી
അസൈൻമെന്റ് ചാനൽ,નાબૂદ
അസമമായ,અસમપ્રમાણ
അസിൻക്രണസ്,અસુમેળવાળું
അന്തരീക്ഷം,વાતાવરણ
അന്തരീക്ഷ നഷ്ടം,વાતાવરણીય નુકસાન
അന്തരീക്ഷ ശബ്ദം,વાતાવરણીય અવાજ
അന്തരീക്ഷമർദ്ദം,વાતાવરણ નુ દબાણ
അന്തരീക്ഷ പ്രചരണം,વાતાવરણીય પ્રચાર
അന്തരീക്ഷ റേഡിയോ-വേവ്,વાતાવરણીય તરંગ
അന്തരീക്ഷ,વાતાવરણીય
പരമാണു,અણુ
ആറ്റോമിക ഘടന,અણુનું માળખું
ബന്ധം,જોડાણ
അറ്റൻവറൻസ്,વ્યવહાલ
അറ്റൻവേേഷൻ നഷ്ടം,અંતરચળી
ശബ്ദ തരംഗങ്ങളുടെ അറ്റൻവേഷൻ,ધ્વનિ તરંગો
അറ്റൻവേറ്റർ,હલકાઈ કરનાર
അറ്റൻവേറ്റർ പാഡ്,વિકેન્દ્ર
സവിശേഷത പരിധി,શ્રદ્ધાળુ થ્રેશોલ્ડ
ശ്രമത്തിനും,શ્રાવ્ય
കേൾക്കാവുന്ന ആവൃത്തി,શ્રાવ્ય આવર્તન
കേൾക്കാവുന്ന ടോൺ,શિરદર્શક સ્વર
കേൾക്കാവുന്ന-സ്പെക്ട്രം,શિરદર્શક
സദസര്,શ્રોતા
ഓഡിയോ,Audડિસ
ഓഡിയോ ആംപ്ലിഫയർ,Audio ડિઓ એમ્પ્લીફાયર
ഓഡിയോ അനലൈസർ,Audio ડિઓ વિશ્લેષક
ഓഡിയോ ബ്രോഡ്കാസ്റ്റിംഗ്,Audio ડિઓ બ્રોડકાસ્ટિંગ
ഓഡിയോ കേബിൾ,Audષધિસનું aution ડિઓબલ
ഓഡിയോ ചെയിൻ,શાસ્ત્ર
ഓഡിയോ കോഡെക്,કડકા
ഓഡിയോ കംപ്രഷൻ,Audતુ)
ഓഡിയോ കംപ്രസ്സർ,કોમ્પ્રેસર
ഓഡിയോ കൺസോൾ,Audio ડિઓ કન્સોલ
ഓഡിയോ വക്രീകരണം,Audio ડિઓની વિકૃતિ
ഓഡിയോ ഡൈനാമിക് ശ്രേണി,Dynamડિસ
ഓഡിയോ ഫയൽ ഫോർമാറ്റ്,Audio ડિઓ ફાઇલ ફોર્મેટ
ഓഡിയോ ഫ്രെയിം ഫോർമാറ്റ്,Audio ડિઓ ફ્રેમ ફોર્મેટ
ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ,Audio ડિઓ આવર્તન એમ્પ્લીફાયર
ഓഡിയോ ഫ്രീക്വൻസി ജനറേറ്റർ,Audio ડિઓ આવર્તન જનરેટર
ഓഡിയോ ഫ്രീക്വൻസി ശ്രേണി,Audio ડિઓ આવર્તન શ્રેણી
ഓഡിയോ ഫ്രീക്വൻസി പ്രതികരണം,Audio ડિઓ આવર્તન પ્રતિસાદ
ഓഡിയോ പരിധി,સત્તાધિકારી
ഓഡിയോ ലൈൻ,Audષધિ
ഓഡിയോ മിക്സർ,Audડિસર
ഓഡിയോ മോഡുലേഷൻ,Audio ડિઓ મોડ્યુલેશન
ഓഡിയോ ഓസ്സിലേറ്റർ,ઓડિસ -ઓસિલેટર
ഓഡിയോ output ട്ട്പുട്ട്,Audio ડિઓ આઉટપાત
ഓഡിയോ പവർ,Auth ડિઓ સત્તાની સત્તા
ഓഡിയോ നിലവാരം,કવિતા
ഓഡിയോ സിഗ്നൽ,શ્રદ્ધા
ഓഡിയോ സിഗ്നൽ പ്രോസസ്സിംഗ്,Audio ડિઓ સિગ્નલ પ્રક્રિયા
ഓഡിയോ സ്പെക്ട്രം,Audio ડિઓ સ્પેક્ટ્રમ
ഓഡിയോ സ്റ്റോറേജ്,Audio ડિઓ સંગ્રહ
ഓഡിയോ ഉപ-കാരിയർ,Audડિસ
ഓഡിയോ ട്രാൻസ്ഫോർമർ,ઈડનીસ પરિશ્રમ
ഓഡിയോ ട്രാൻസ്മിറ്റർ,Audio ડિઓ ટ્રાન્સમીટર
ഓഡിയോ / വീഡിയോ കംപ്രഷൻ,Audio ડિઓ/વિડિઓ કમ્પ્રેશન
ഓഡിയോ-ഫ്രീക്വൻസി ഓസ്സിലേറ്റർ,Audડ-આવર્તન ઓસિલેટર
ഓഡിയോ-ഫ്രീക്വൻസി സിഗ്നൽ,પુનરાવર્તન સંકેત
ഓഡിയോമെട്രി,કવિતા
ഓഡിയോ-വിഷ്വൽ സഹായം,વિઝ્યુઅલી સહાય
ഓഡിറ്ററി ധാരണ,ઉપદેશની ધારણા
പ്രാമാണീകരണം,પ્રમાણીકરણ
അംഗീകൃത കാരിയർ ആവൃത്തി,અધિકૃત વાહક આવર્તન
ഓട്ടോ കാഡ്,ઓટો કેડ
യാന്ത്രിക ഡയഗ്നോസ്റ്റിക്സ്,સ્વત -નિદાન
ഓട്ടോമാറ്റിക്,સ્વચાલિત
യാന്ത്രിക നിയന്ത്രണം,સ્વચાલિત નિયંત્રણ
യാന്ത്രിക കണ്ടെത്തൽ,સ્વચાલિત તપાસ
യാന്ത്രിക ഉപകരണങ്ങൾ,સ્વચાલિત સાધનો
യാന്ത്രിക ആവൃത്തി നിയന്ത്രണം,સ્વચાલિત આવર્તન નિયંત્રણ
യാന്ത്രിക പരിധി,સ્વચાલિત મર્યાદા
യാന്ത്രിക യന്ത്രം,સ્વચાલિત યંત્ર
യാന്ത്രിക ഫാസ നിയന്ത്രണം,આપમેળે phાંકણું નિયંત્રણ
യാന്ത്രിക ചിത്രം ട്രാൻസ്മിഷൻ,સ્વચાલિત ચિત્ર પ્રસારણ
യാന്ത്രിക പ്ലേബാക്ക്,સ્વચાલિત પ્લેબેક
യാന്ത്രിക വൈദ്യുതി നിയന്ത്രണം,સ્વચાલિત વીજળી નિયંત્રણ
യാന്ത്രിക പ്രോഗ്രാമിംഗ്,સ્વચાલિત કાર્યક્રમ
യാന്ത്രിക റെക്കോർഡിംഗ്,સ્વચાલિત રેકોર્ડિંગ
യാന്ത്രിക പുന .സജ്ജമാക്കുക,સ્વચાલિત ફરીથી સેટ કરવું
യാന്ത്രിക ഷട്ടർ,સ્વચાલિત શટર
യാന്ത്രിക സംവിധാനം,સ્વચાલિત પદ્ધતિ
യാന്ത്രിക ടെലിഫോൺ,સ્વચાલિત ટેલિફોન
യാന്ത്രിക താപനില നിയന്ത്രണം,સ્વચાલિત તાપમાને નિયંત્રણ
ഓട്ടോമാറ്റിക് വോൾട്ടേജ് റെഗുലേറ്റർ,સ્વચાલિત વોલ્ટેજ નિયમનકાર
യാന്ത്രിക വോളിയം കംപ്രസർ,સ્વચાલિત વોલ્યુમ કોમ્પ્રેસર
യാന്ത്രിക വോളിയം നിയന്ത്രണം,સ્વચાલિત વોલ્યુમ નિયંત્રણ
യാന്ത്രിക വോളിയം എക്സ്പാൻഡർ,સ્વચાલિત વોલ્યુમ વિસ્તૃતર
യന്തവല്ക്കരണം,સ્વચાલિતતા
യന്തമോടിക്കൽ,સ્વચાલિત નિયંત્રણ
ഓട്ടോമേഷൻ ഫ്രീക്റ്റി കണ്ട്രോളർ,સ્વચાલિત આવર્તન નિયંત્રક
ഉക്സിലറി,સહાયક
സഹായ ഓഡിയോ ബസ്,સહાયક audio ડિઓ બસ
ലഭ്യമായ ശക്തി,ઉપલબ્ધ શક્તિ
ഹിമപാത തകർച്ച,હિમપ્રપાત
ശരാശരി ജീവിതം,સરેરાશ
ശരാശരി മർദ്ദം,સરેરાશ દબાણ
ശരാശരി വേഗത,સામન્ય ગતિ
സ്പിൻ ആക്സിസ്,સ્પિનનો ધરી
അസിമുത്ത്,અઝિમુથ
അസിമുത്ത് ആംഗിൾ,અજીમુથ ખૂન
അസിമുത്ത് പിശക്,અઝીમુથ ભૂલ
ബാക്ക് ലൈറ്റ്,પાછલી બાજુ
ബാക്ക് പ്രൊജക്ഷൻ,પૂર્વ -પ્રક્ષેપણ
ബാക്ക് വോൾട്ടേജ് (= റിവേഴ്സ് വോൾട്ടേജ്),બેક વોલ્ટેજ (= વિપરીત વોલ્ટેજ)
ബാക്ക്ഫയർ (ആർക്ക് ബാക്ക്),બેકફાયર (આર્ક બેક)
പശ്ചാത്തല വെളിച്ചം,પૃષ્ઠભૂમિ
പശ്ചാത്തലം ശബ്ദം,પાછળનો ઘોંઘાટ
പശ്ചാത്തലം പ്രൊജക്ഷൻ,પૃષ્ઠભૂમિ
ബാക്കപ്പ്,પીઠ
അന്ധാളിപ്പക്കുക,શરમાળ
ബേക്കിംഗ്,બાફવું
സമതുലിതമായ ഓഡിയോ,સંતુલિત audio ડિઓ
സമതുലിതമായ ഓഡിയോ ലൈൻ,વારેલી audio ડિઓ લાઇન
സമതുലിതമായ ട്രാൻസ്മിഷൻ ലൈൻ,સંતુલન પ્રસારણ રેખા
സന്തുഗതം,સંતુલન
ബാല്ലാസ്റ്റ്,બાલાસ
ബാലസ്റ്റ് ഫാക്ടർ,બાલાસ
Sulun,બારીક
കൂട്ടം,પહાડી
ബാൻഡ് പാസ് ഫിൽട്ടർ,બેન્ડ પાસ ફિલ્ટર
ബാൻഡ് സെലക്ടർ,પસંદગીકાર
ബാൻഡ് വിഭജനം,વિભાજન
ബാൻഡ് നിർത്തുക ഫിൽട്ടർ,બેન્ડ સ્ટોપ ફિલ્ટર
ബാൻഡ് സ്വിച്ച്,સજાગ
ബാൻഡ് ട്യൂറിംഗ്,આવરણ
ബാൻഡ്വിഡ്ത്ത്,બ bandન્ટવિડ્થ
ബാർ,બાર
ബാർ കോഡ്,બાર -સંહિતા
ബാർബെ ഡാറ്റ,અવલંબ
നഗ്നമായ ബാൻഡ്,સરખામણી
നഗ്നമായ വിളക്ക്,દીવો
കളപ്പുര വാതിൽ,કોઠાર
അടിസ്ഥാന ബാൻഡ്,પાયાની પટ્ટી
അടിസ്ഥാന ബാൻഡ് സിഗ്നൽ,પાયાનો સંકેત
അടിസ്ഥാന ബാൻഡ് സംവിധാനം,પાયાનો બેન્ડ પદ્ધતિ
അടിസ്ഥാന ബ്ര .സർ,આધાર બ્રાઉઝર
അടിസ്ഥാന ശേഖരണ ജംഗ്ഷൻ,આધાર -કલેકટર જંકશન
